csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
33752.16796875	n/a	1139208842.5907135	n/a	19689.671875	n/a	387683178.545166	n/a	20391.4609375	n/a	n/a	415811679.1655884	n/a	n/a	n/a	-0.051303124699999994	0.0448837396	-0.0559434574	-0.0252843783	-0.0453617013	0.061458526	-0.0223292354	0.0386890444	-0.0825007187	0.0235112686	-0.0326864689	0.0012815501	-0.08844479179999999	0.15024383689999998	-0.052316750599999996	0.0734140028	-0.1490629505	0.0180603716	-0.0212283336	0.021397677200000003	-0.0103038429	0.11984223449999999	-0.047009691500000006	0.0732687628	-0.0487234239	0.024029205699999997	-0.19596987429999999	0.0141628943	-0.044598201100000005	0.1266064736	-0.0085531041	0.0561201239	-0.021665616699999998	0.0787755796	-0.0214569218	0.0335232399	-0.009555576	-0.039963009300000005	-0.1540386951	0.0821978012	-0.17077248920000002	-0.0252571914	0.0637533962	0.0725693412	-0.0409699424	-0.0177461622	0.032422315800000004	-0.0251912831	0.0717524575	-0.0405332846	-0.0167981146	-0.0042971823	0.0481866079	-0.0349444545	0.0625706904	-0.0616032824	0.0317426978	-0.0144359826	0.1350269183	-0.13461095050000002	0.0738023111	-0.0844940438	0.002733338	-0.0135943978	0.0822260461	-0.0673568719	0.043371562300000006	-0.0411958577	0.1603141679	-0.0627987391	0.028689506400000002	-0.0662289762	0.0760534905	-0.0031644171999999997	0.026462600899999997	-0.0985786146	0.0770883622	-0.0039653994	0.1367985065	-0.040756838	0.0805181904	0.0682005102	-0.155127079	0.0662227488	-0.0336048913	-0.1543547147	0.023159777000000003	0.0347761887	-0.0540771165	-0.0237315427	0.15155255269999998	0.0949390153	-0.0924638509	0.0314616199	0.0198328274	0.11110588789999999	0.11109021890000001	0.1110641056	0.1110275503	-0.043715	n/a	0.001911001225	n/a	-0.051717200000000005	n/a	0.002674668775840001	n/a	0.0904371	n/a	0.008178869056410002	n/a	-0.000451817	n/a	2.0413860148900002e-07	n/a	-5.813e-05	n/a	n/a	3.3790969e-09	-0.0007457479999999999	n/a	n/a	5.561400795039998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33681.44140625	-70.7265625	1134439495.202652	5002.246643066406	19697.3046875	7.6328125	387983811.95220953	58.25982666015625	20368.478515625	-22.982421875	528.1917152404785	414874917.0414772	1.07464	28.461458	0.05944125	0.032199247400000006	-0.031075832799999998	-0.0035900673	-0.0123580494	-0.033519837999999996	-0.0033108213	-0.017487511	0.0759902138	-0.11575718539999999	0.0120813056	-0.005923200799999999	-0.09035845740000001	-0.1050359232	0.026813837099999998	0.1519753847	0.0400692007	0.061822630499999996	0.0047538632	-0.0361475588	0.1236307601	0.05805523200000001	0.11690984630000001	-0.11465825630000001	-0.009910067600000001	0.0392280041	-0.0495153019	-0.1271504391	0.057978135800000004	0.0591108512	0.09371096960000001	-0.0237354866	-0.0708716106	-0.12316046789999999	-0.038312460699999995	0.0071480414	0.0244040751	-0.0016913185999999998	0.1565271813	0.0673223545	-0.0737019949	0.0357876501	0.0993745924	-0.0543539787	-0.0375177481	0.0305805944	-0.0094168047	0.011016148500000001	0.0220306459	0.09988375890000001	0.0784223344	-0.015528583	-0.0008775997	0.0199056455	-0.0047163096	0.120512729	-0.0257210669	0.1090638241	-0.0454162108	0.1326401525	0.0703574622	-0.0628779506	0.0898338265	0.06274090660000001	-0.0398827858	0.057543049299999996	0.025957192	0.0477029304	0.0812501311	0.08574608539999999	0.049733782000000004	-0.0389092798	-0.0544702704	0.11999309849999999	-0.0005273799	0.1216353652	0.0793669939	-0.0822826617	0.0335613513	0.0042518944	0.0424565404	-0.0103519535	0.0731262897	-0.0070578548	-0.0201422645	-0.2084614019	-0.1207632429	-0.042055980300000004	-0.14594269140000002	-0.0423750745	0.025430369799999998	-0.11313046189999999	0.1201623652	-0.0011436145	0.085116106	0.041965690099999994	0.1110641056	0.1109231287	0.1106882998	0.1103598175	-0.0639783	-0.0202633	0.0040932228708899995	0.00041060132689000017	-0.040360400000000005	0.0113568	0.0016289618881600006	0.00012897690624	0.0984044	0.007967299999999997	0.00968342593936	6.347786928999994e-05	-0.0007907639999999999	-0.00033894699999999987	6.253077036959998e-07	1.1488506880899994e-07	-0.0	5.813e-05	3.3790969e-09	0.0	-0.0007457479999999999	0.0	0.0	5.561400795039998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33628.1953125	-53.24609375	1130855519.975647	2835.146499633789	19670.4453125	-26.859375	386926418.79205316	721.426025390625	20337.033203125	-31.4453125	988.8076782226562	413594919.5050087	0.996825	26.400555	0.05900613	0.0057918171999999995	0.0348884427	-0.0444218509	0.0010798619	0.0023169433	-0.0167081514	-0.0096478624	0.0382618116	-0.0670945818	0.0829874685	-0.0091440684	-0.0076395752	-0.0553309747	0.1422424052	-0.0384722686	0.0770856793	-0.0881070565	1.02608e-05	-0.04941409	0.007782310600000002	-0.0546022572	0.0660488115	-0.0519858363	-0.0768840327	0.046221380599999994	0.1337888039	0.0001278465	0.0696495917	0.0801777185	0.0176373242	-0.0342041318	0.15541725609999998	-0.012507611	0.0704822548	0.0416731904	0.0121355131	0.0069265804	0.0414407139	0.1214841697	0.022243599500000003	0.0167441174	0.09880608	0.043402284400000005	-0.0033441626	0.012400318300000001	0.0077871927	0.0159295626	-0.048168681399999996	0.0596957396	-0.0039369866	-0.0026469007	-0.005387644499999999	-0.020451792	-0.014961712	0.0848437231	-0.0213585147	-0.0276495304	-0.06331227519999999	0.10413673849999999	-0.1059277039	-0.0270871782	-0.0670053225	0.050369772800000004	0.0077513475	0.04891941650000002	-0.0335674583	0.0268540806	0.0549253793	0.0036044872999999996	0.0234570026	-0.0055379375	-0.0909057266	0.015604234299999999	0.0502580169	0.0588894717	0.10329079810000001	0.061764527199999995	0.0057371398999999995	-0.0331547205	0.17245353289999998	0.0795488583	0.081285256	0.0722880708	0.0498286219	-0.1204381819	0.071449296	0.12054431730000001	0.0194128386	0.0074774911	0.0657708646	-0.0598656333	-0.1430664617	0.0292970708	-0.0765865789	-0.036989153	0.11098055650000001	0.1105891995	0.1099379598	0.1090283678	-0.0621627	0.0018156000000000075	0.00386420127129	3.2964033600000273e-06	-0.0374691	0.002891300000000007	0.0014039334548099998	8.359615690000038e-06	0.0904823	-0.007922100000000001	0.00818704661329	6.275966841000002e-05	-1.82104e-05	0.0007725535999999999	3.3161866815999996e-10	5.968390648729599e-07	-0.00015498899999999996	-0.00015498899999999996	2.402159012099999e-08	2.402159012099999e-08	-0.0007457479999999999	0.0	0.0	5.561400795039998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33614.96484375	-13.23046875	1129965861.4465485	175.04530334472656	19687.392578125	16.947265625	387593426.5252113	287.20981216430664	20322.599609375	-14.43359375	208.32862854003903	413008054.8829689	0.907585	24.037079	0.067812475	0.0580945783	0.0220586112	-0.0714515507	0.0118511474	0.0082325312	-0.0068118567000000005	-0.0196652382	0.0124386442	-0.08180167349999999	0.0727610063	-0.0540754669	-0.07022119360000001	-0.0089172303	-0.0043734339	-0.0387242253	-0.0470895578	0.026401645699999997	0.0083492321	0.07456722889999999	0.12830050810000002	0.1074851593	0.15092672140000002	0.027886200899999998	-0.0357787671	-0.0055246773	0.1489489122	-0.0198040572	0.011710304	0.06257894900000001	0.0384380822	0.0078701472	-0.0019542467	-0.0523756941	-0.06348135469999999	-0.0236630112	0.0428356367	-0.0350237188	-0.0291387269	0.06154729940000001	-0.1634953656	0.0604178463	-0.0218300481	-0.0529978554	-0.18996156949999998	0.0422163459	0.0271087344	0.0097339383	-0.016772981399999998	0.0532994572	0.0461540286	0.0188250591	-0.008156353199999999	-0.0329415563	-0.0334675485	0.1133675392	-0.0754789885	0.0327802505	-0.075517159	-0.0047935857	0.0053470786	-0.0923720693	-0.0061501577000000005	-0.0128919307	-0.0202544891	0.0853938584	0.0568431972	0.087453713	0.0479752381	0.0807616796	-0.0711191389	0.0901864883	-0.0681409501	-0.1114491147	0.05044244639999999	0.1699348477	-0.006149734699999999	0.0001575642	-0.0411769868	0.0502677679	0.1019008215	-0.0005172886	0.0334328797	0.15249889390000002	-0.0415946569	0.0089299079	-0.0162913097	-0.12263509869999999	-0.06772422639999999	0.0673494726	0.050302653600000004	-0.15831999230000002	0.0597862621	0.0404610462	0.1782549574	0.10141848980000001	0.11085527220000001	0.11008893369999999	0.10881562460000001	0.10704120869999999	-0.06217490000000001	-1.2200000000010812e-05	0.003865718190010001	1.4884000000026384e-10	0.0132654	0.0507345	0.00017597083716	0.0025739894902500004	0.0904696	-1.2700000000004374e-05	0.008184748524159999	1.6129000000011112e-10	-0.000281034	-0.0002628236	7.8980109156e-08	6.907624471696001e-08	-7.675109999999999e-05	7.823789999999997e-05	6.1211689964099956e-09	5.890731351209999e-09	-0.0007457479999999999	0.0	0.0	5.561400795039998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33542.15234375	-72.8125	1125075983.8513336	5301.66015625	19657.201171875	-30.19140625	386405557.9115639	911.5210113525392	20283.828125	-38.771484375	1503.2280006408691	411433683.404541	0.943158	24.979197	0.090741005	-0.0196486884	0.09464711349999999	0.0027025778999999997	-0.031249327099999998	0.0276760295	-0.0242637758	0.013659823500000001	-0.0536285793	-0.0275265975	0.047145709699999996	-0.08164861009999999	-0.0274512589	-0.0516882503	0.1161340112	-0.047627072199999995	-0.0006560488000000001	-0.0836770022	-0.014323008100000001	0.030617635	0.1419754785	-0.0179769003	0.0327369758	0.0264975321	-0.15473769710000002	-0.09268472230000001	0.0453077907	-0.0345430091	-0.0614204267	0.09636792429999999	-0.04502320480000002	-0.12548717880000002	-0.0108018481	0.1197124551	-0.0136670478	0.0734231585	0.0041923871	-0.0735465909	-0.0262699106	0.0276479329	-0.0964867312	-0.1097390308	0.0354103694	-0.15073306960000002	0.1873469798	-0.0207269234	0.0465027814	0.0412326855	-0.0714801571	-0.011338502299999999	0.0080891742	-0.0300192369	-0.0058195361	-0.046307676500000006	-0.0076740312	-0.0013552185999999998	-0.0684128505	-0.0008966666	-0.0853114801	0.0810767197	-0.1365489817	-0.0057264387	0.0113672894	-0.0198054755	-0.00041219879999999996	0.0763515398	0.0568915474	0.012644870700000001	0.0091298783	0.0672920454	0.0616935965	0.17205067899999998	-0.0537936626	-0.0816328492	-0.0009780383	-0.0028641453000000003	0.1809626706	-0.0440837256	0.1346334487	0.0674201163	0.0718615096	-0.0858214544	-0.0615291907	-0.0430721846	-0.0693833499	0.0326244763	0.0361550106	0.0750517351	0.1450400697	-0.033677632400000004	-0.050746025199999996	0.0390467056	0.0771018731	-0.073040803	-0.0981419848	-0.262684033	0.1106882998	0.10942308369999999	0.1073250918	0.10441029119999999	-0.062185	-1.0099999999999e-05	0.003866974225	1.0200999999997978e-10	-0.0440581	-0.0573235	0.00194111617561	0.0032859836522500002	0.113049	0.0225794	0.012780076400999998	0.0005098293043599999	-0.000420843	-0.00013980900000000002	1.77108830649e-07	1.9546556481000004e-08	-0.0	7.675109999999999e-05	5.890731351209999e-09	0.0	-0.0007457479999999999	0.0	0.0	5.561400795039998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33534.62109375	-7.53125	1124570811.9013824	56.7197265625	19674.318359375	17.1171875	387078802.9060402	292.99810791015625	20286.751953125	2.923828125	8.548770904541017	411552304.807621	0.8571809999999999	22.702135	0.110539255	0.0362012814	0.0537163557	-0.028305260699999998	0.0116847568	0.0439731095	-0.042892761200000004	0.0250062855	0.0599845253	-0.0189999962	0.060668587999999996	-0.0059391139	-0.059281669400000014	-0.016271448100000002	0.012194425900000002	-0.0583698837	0.0079559563	0.0352754563	0.0448033935	0.034756524500000004	0.1488199422	0.088140132	-0.055160583799999996	0.0384522448	-0.0120834227	-0.0254268509	0.0041588371999999995	0.0277851591	-0.0839972403	0.0241205768	0.0409213637	-0.0312647211	-0.0472855895	-0.04579387769999999	-0.0876189034	-0.1100021227	0.08474947990000001	0.0893081103	-0.06719692719999999	0.1642460338	0.1001886191	0.078547113	-0.0805488409	-0.0387184537	0.0299709883	0.03886128	0.022338754300000003	0.0016534485	-0.0640745393	0.012311734099999999	0.0338527027	0.002884694	-0.0153844497	-0.061912149000000014	0.0069736519999999995	0.08340997	0.0058907678	0.0202757894	-0.0809606186	0.0208254521	-0.028149239500000006	-0.06576059769999999	-0.0005914644	-0.0035928334000000007	0.0528283115	0.0023654966	0.0905161424	0.1070948202	0.0057152756999999995	0.09087127130000001	0.1378763254	0.106014329	0.0278418103	-0.0324013455	0.0368130486	0.0071198266	-0.0811121593	-0.0835485577	-0.053081297	0.0890398473	-0.0402672236	0.0285289991	-0.0581988375	0.0017525251999999999	-0.0096962368	0.0223286761	0.17135032690000002	0.045816230199999995	-0.12168245960000001	0.1794391738	-0.0683233382	-0.1179119852	0.0417673212	0.0752360272	-0.1967934925	0.1436924897	0.110479702	0.1085926509	0.1054714048	0.10115143789999999	-0.0459699	0.016215100000000003	0.0021132317060099997	0.0002629294680100001	0.015539700000000004	0.059597800000000006	0.0002414822760900001	0.0035518977648400004	0.0899576	-0.0230914	0.008092369797759999	0.0005332127539599999	-0.000281034	0.00013980900000000002	7.8980109156e-08	1.9546556481000004e-08	-9.28901e-05	-9.28901e-05	8.628570678010002e-09	8.628570678010002e-09	-0.0007457479999999999	0.0	0.0	5.561400795039998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33651.95703125	117.3359375	1132454212.0330966	13767.722229003906	19653.560546875	-20.7578125	386262442.1696816	430.88677978515625	20317.439453125	30.6875	941.72265625	412798345.9314003	0.920493	24.378935	0.009179894999999992	-0.0083781725	-0.0027200921000000004	0.04818728110000002	-0.0338336425	0.0174452778	-0.0138930705	0.008163541600000001	0.0052546753	-0.0007138928999999999	0.0552917255	-0.0112671741	-0.010967850500000001	-0.07507837889999999	0.0279945221	0.0592062597	-0.1795668255	-0.0415257522	0.046147336	-0.012446288799999998	0.0433127378	0.048877097800000005	-0.033555264	0.0305354192	-0.10754267699999999	-0.0163712386	-0.1597854698	0.1317699454	0.0050337706	-0.07467625809999999	-0.10340315359999999	-0.0565273191	-0.235196798	0.0088297639	-0.0127140861	0.0222968736	-0.031996995699999996	0.1027905942	0.0239312979	0.0307303309	-0.0081178715	0.21006980460000002	0.0794288685	-0.0814071803	0.1344681102	-0.0157949648	0.0126919757	0.014698459099999997	0.0076123699	0.0160333638	0.0763643126	-0.0339165254	-0.0082140331	-0.0327856149	0.0067730992	0.0398542475	0.0068523923	-0.0163235604	-0.04424760480000002	0.0505108046	-0.0152399241	-0.009652295699999999	0.1278040261	-0.139032897	0.0361186271	0.0061745639	-0.0029099821000000002	0.0024448318	0.0234116369	-0.0513957297	0.06755814730000001	0.0633300749	0.0587554222	-0.0170884432	-0.1233211124	-0.028983027400000007	0.1260580021	-0.1187606304	0.08571301890000001	-0.1510111926	-0.0547149263	-0.1306087654	0.022927407099999998	-0.021165943700000002	-0.1447884513	0.1439660108	0.0878750472	-0.1394376981	-0.1413643616	0.0364271831	0.0022577484	-0.0444756633	-0.0759582634	0.017203570300000002	-0.0753100714	-0.0180804018	0.1102295573	0.10759888449999999	0.103260836	0.0972842479	-0.04797	-0.0020000999999999977	0.0023011209	4.000400009999991e-06	0.015539700000000004	0.0	0.0002414822760900001	0.0	0.0880548	-0.0019027999999999962	0.0077536478030400015	3.6206478399999848e-06	-0.000281034	0.0	7.8980109156e-08	0.0	-0.00019843	-0.0001055399	1.113867049201e-08	3.93744649e-08	-0.0007457479999999999	0.0	0.0	5.561400795039998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33681.03515625	29.078125	1134412129.1965485	845.537353515625	19638.376953125	-15.18359375	385665849.3530312	230.54151916503903	20331.56640625	14.126953125	199.57080459594727	413372592.5317536	0.8397620000000001	22.240797	0.07066015	-0.061229313	0.0307717109	-0.0300962704	-0.0394795364	0.0284588678	-0.012460708000000001	-0.033836609	0.0171452888	0.030744462900000002	0.0972357357	-0.0352908019	0.041630070400000004	-0.0475054614	0.0460479521	-0.024545435	0.0502182743	-0.0626978368	0.0049633234000000005	0.05533556110000002	-0.10069452460000004	0.1572774446	0.032128301	-0.0081583382	0.0296416163	-0.08159184929999999	-0.0005425823	-0.0470549725	0.0767980855	-0.1546504306	0.0883976418	-0.09003776529999999	0.0543354104	0.0635597439	0.020707368700000003	0.0036423793	0.1119019553	-0.035756571200000004	0.073524231	-0.09462362619999999	0.024580185299999998	0.07841406719999999	0.0278140421	0.0401930684	-0.0513014516	-0.0504698665	-0.0131073204	0.0024158388	-0.0321757695	-0.025755287400000004	-0.07779772	-0.0388401351	-0.0219666677	0.0093225342	0.05074196	0.0370999106	-0.0263059187	-0.0884443826	-0.0689881896	0.023637160499999997	-0.049038753399999996	0.0412402626	-0.0398461828	0.0247122704	0.021170761099999998	-0.0104807741	-0.0164997362	0.0538417749	-0.107449222	0.0616285904	-0.13904489150000002	0.0196863359	0.064035833	0.0132632558	-0.21096711010000002	-0.0120238328	0.029616713399999998	-0.08455226519999999	0.0414936195	0.0860751962	0.0594895372	0.053533561699999996	0.06495523190000001	-0.026408341000000002	-0.031842345	-0.032093866299999996	-0.0640359887	-0.1387579901	-0.029763359	0.1025937918	0.1109420401	0.0124933245	-0.029943308300000002	-0.1312891685	-0.0365899134	-0.0501434089	0.1099379598	0.1064432791	0.10070086519999999	0.09283197900000001	-0.040706	0.007264	0.001656978436	5.2765696e-05	-0.0313106	-0.0468503	0.00098035367236	0.0021949506100900004	0.08315219999999998	-0.004902600000000021	0.006914288364839997	2.403548676000021e-05	-0.000496122	-0.000215088	2.46137038884e-07	4.6262847744e-08	-0.000216207	-1.777699999999999e-05	3.160217289999996e-10	4.6745466849e-08	-0.0007457479999999999	0.0	0.0	5.561400795039998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33528.7109375	-152.32421875	1124174457.1304321	23202.66761779785	19636.529296875	-1.84765625	385593282.8270302	3.4138336181640625	20334.4375	2.87109375	8.243179321289062	413489348.4414063	0.984283	26.068388	0.16120515	0.0283622275	0.0048976147	-0.037400706299999996	0.0487090479	0.0802966656	-0.0014175983999999999	0.0270094515	0.0627851124	0.0668027375	0.09551948140000001	-0.04034297	0.0059102115	0.0117495324	-0.0011336733	0.09256279099999999	0.085309372	0.14399679740000002	-0.11886208529999999	-0.13721687429999999	-0.0623687294	0.1039952275	-0.0546917189	0.0275927055	-0.0417438496	-0.0320300048	0.0095003298	-0.059912353499999994	0.0217543808	-0.0636038166	-0.0458320396	-0.0344237665	-0.0381548071	0.0729929813	-0.0323450215	0.0007046842999999999	-0.0317557821	-0.0598698429	-0.11346250880000001	-0.08220385179999999	-0.1366397821	0.0022917293	-0.0416933781	0.1247743282	-0.0631606295	0.0462319411	-0.0562950711	-0.049724863499999994	-0.0490074706	-0.0679027167	-0.0416163476	0.0314398577	-0.0501299837	-0.018347088600000002	0.0502785875	0.0334342314	0.0099124123	-0.0982496618	-0.08156773	-0.0139904708	0.056349478	-0.0727910988	0.0484691534	0.1613537508	-0.04536922559999999	-0.2226929449	-0.0061602631000000005	0.035295581	0.0197123245	-0.0163172457	-0.0941640127	0.014968602099999999	-0.051962004900000004	0.0075726793	-0.1030853189	0.0542273891	0.0254849943	0.0150573772	-0.064475137	-0.044670875199999995	-0.04882008980000002	-0.027317995299999998	-0.0959685547	0.088367208	-0.0794923456	0.1173656362	-0.14176147460000002	-0.0513210854	0.0864420956	-0.0485330978	0.10714405	0.0262529794	-0.0425600985	0.06106926	-0.0596741945	-0.0182589075	0.1096050192	0.105127573	0.09780015460000001	0.08782140769999999	-0.0229138	0.017792199999999998	0.0005250422304400001	0.00031656238083999994	-0.0515674	-0.0202568	0.00265919674276	0.00041033794623999986	-0.016550599999999995	-0.09970279999999998	0.0002739223603599998	0.009940648327839995	-0.000145185	0.00035093699999999995	2.1078684225000004e-08	1.2315677796899993e-07	-0.000150429	6.5778e-05	4.3267452840000004e-09	2.2628884041e-08	-0.0006933960000000001	5.235199999999976e-05	2.7407319039999746e-09	4.807980128160001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33602.21875	73.5078125	1129109104.9228516	5403.398498535156	19666.79296875	30.263671875	386782745.6756744	915.889835357666	20437.484375	103.046875	10618.658447265623	417690767.57836914	1.0150340000000002	26.882822	0.07268010999999999	-0.0584067624	0.0063746025	-0.012140998600000001	0.0152981734	0.0316986852	0.0411740876	-0.006749620600000001	-0.0150819127	0.1275959115	0.044726963499999994	0.0370703581	0.0415252939	0.005337681800000001	0.0431564233	-0.049302555899999996	0.0683217448	0.047116624100000004	0.0071656921	-0.0406984572	0.0215117867	-0.22868352960000002	-0.0516558721	-0.042283204500000005	0.0091819412	0.17516559899999998	-0.0055675176	0.0648898904	-0.017359017	-0.0185556371	0.0284881153	-0.0518617454	0.0630803084	-0.0229058385	0.0864053645	-0.09386355380000001	-0.034050683	0.0681050534	-0.036833563799999997	-0.1965062427	-0.0334425189	0.046856348799999996	0.0409406221	0.1177328369	-0.0068637776	-0.0453467843	-0.050995005700000005	-0.0436009932	-0.0276732757	-0.1326475259	-0.0764438265	0.0072234005	-0.0266049237	0.0272295634	0.0039197078	-0.0454667817	0.0594781947	-0.0859408006	-0.0085769706	-0.0085891443	-0.1071522019	-0.0201867454	0.0373674365	0.0802315267	0.0284885394	0.0181462152	-0.0018701647	-0.1359641493	0.05661243	-0.0331786998	0.0337368028	-0.073172495	-0.0937950459	0.10688637039999999	0.0389712101	-0.05710869	-0.09002997859999999	-0.0353233821	-0.0180649103	0.0492796641	-0.006627273	0.0193582905	0.024903053999999997	0.1486297088	0.09028825359999999	0.0887913469	-0.1266052347	0.047034014699999994	-0.061868691399999995	0.072565456	0.0375599385	0.1544442155	-0.1440146371	-0.0227067752	-0.0693823217	-0.040221089700000004	0.10923086050000001	0.103653745	0.09456851919999999	0.0822826681	-0.025714299999999995	-0.002800499999999994	0.0006612252244899997	7.842800249999966e-06	-0.0567909	-0.005223499999999999	0.00322520632281	2.728495224999999e-05	-0.00974339	0.006807209999999996	9.49336486921e-05	4.6338107984099936e-05	0.000455515	0.0006007	2.07493915225e-07	3.6084049e-07	-0.000527082	-0.000376653	1.4186748240899998e-07	2.7781543472399997e-07	-0.000513771	0.0001796250000000001	3.226514062500003e-08	2.63960640441e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
