csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57
28664.21875	n/a	821637436.5478517	n/a	22304.2734375	n/a	497480613.57476807	n/a	21600.2890625	n/a	n/a	466572487.5835571	n/a	n/a	n/a	0.028738566099999998	0.0512321555	0.0088978557	-0.0021852421	-0.0169343244	0.0102823041	0.0334823381	-0.020592696100000002	0.0736747957	-0.0043830657	0.0149922474	-0.0293164473	-0.0394581542	-0.0104139956	-0.0645930664	-0.0813401069	-0.0022450034	0.013098556899999999	0.0076524096	0.0322912937	0.04392592309999999	-0.060905695	0.0237272869	-0.0061602714	0.1161430974	0.0999969158	0.09998766320000001	0.099972243	0.099950656	0.09992290359999999	0.769247	n/a	n/a	0.591740947009	-0.333855	n/a	n/a	0.11145916102499999	-2.0552900000000003	n/a	n/a	4.224216984100002	0.00717442	n/a	n/a	5.14723023364e-05	0.0229778	n/a	0.00052797929284	n/a	0.000788649	n/a	n/a	6.21967245201e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28515.7265625	-148.4921875	813146661.3872682	22049.92974853516	22287.748046875	-16.525390625	496743713.0009804	273.0885353088379	21542.53125	-57.7578125	3335.9649047851562	464080652.65722656	0.423641	16.133569999999995	0.1530691000000002	0.0280586211	0.051696842199999996	0.0110344945	-0.0030654819	-0.029306557999999996	0.0073866773	0.041202164900000005	-0.022345854	0.0603804627	-0.034019208700000005	0.0052988862	-0.0136933821	-0.0488292119	-0.0037807595	-0.0375327543	-0.0496394226	-0.0048688772	0.0257749183	0.0058430037	0.0384385273	0.0528401496	-0.0554494635	-0.0068764373	0.0026458578000000004	0.1596967494	0.099972243	0.0998889875	0.0997502796	0.0995561965	0.09930684570000001	0.7687199999999998	-0.0005270000000001662	2.777290000001752e-07	0.5909304383999998	-0.29646	0.03739500000000001	0.001398386025000001	0.0878885316	-2.06657	-0.011279999999999736	0.000127238399999994	4.2707115649	0.00847968	0.00130526	1.7037036675999996e-06	7.19049729024e-05	0.0225816	-0.00039620000000000285	0.0005099286585599998	1.5697444000000222e-07	0.000412767	-0.00037588199999999996	1.41287277924e-07	1.7037659628899995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28637.896484375	122.169921875	820129115.049778	14925.489810943604	22295.09765625	7.349609375	497071379.5017242	54.01675796508789	21587.001953125	44.470703125	1977.6434364318848	465998653.32422256	0.502921	19.152807	0.1346911499999998	0.02591465	0.05883881	0.0035781135999999997	-0.0052666417000000005	-0.0177165915	0.0068640006000000005	0.045439529900000004	-0.0275933417	0.0774020437	-0.0093527516	0.012363169299999999	-0.0078841447	-0.0454785825	0.0009872985000000001	-0.054227556399999995	-0.0524877886	-0.0068818968000000005	0.0127273071	0.0037760019	0.0452281137	0.051288194800000006	-0.0612148037	0.0237094983	-0.005878346	0.0950913382	0.09992290359999999	0.0996917334	0.09930684570000001	0.09876883410000001	0.09807852800000001	0.750221	-0.018498999999999818	0.00034221300099999334	0.5628315488410001	-0.33418000000000003	-0.03772000000000003	0.0014227984000000026	0.11167627240000004	-2.01622	0.050349999999999895	0.0025351224999999892	4.0651430884	0.008319409999999998	-0.00016027000000000226	2.5686472900000734e-08	6.921258274809998e-05	0.0228072	0.00022560000000000288	0.00052016837184	5.08953600000013e-08	0.00058934	0.00017657300000000007	3.1178024329000035e-08	3.4732163560000004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28578.54296875	-59.353515625	816733118.2166902	3522.839817047119	22262.92578125	-32.171875	495637864.3414459	1035.029541015625	21543.2578125	-43.744140625	1913.5498390197754	464111957.1758423	0.524235	19.964495	0.28262215	0.0326396844	0.059566202	0.0016968083999999999	-0.0045615209	-0.0234691739	0.0056332478	0.0436889198	-0.0463201396	0.07243068230000001	-0.0350425382	-0.0126451698	-0.008149943599999999	-0.054519746900000006	0.006909687800000001	-0.044949079100000004	-0.0370631455	-0.0048691693	0.0188716527	0.0019286447	0.0435811129	0.08172942849999999	-0.0545551947	0.0148563375	0.0263925147	0.10305148970000001	0.0998489097	0.0993960955	0.09864292570000001	0.09759167619999999	0.0962455236	0.7572989999999999	0.0070779999999999186	5.009808399999884e-05	0.5735017754009999	-0.268666	0.06551400000000007	0.0042920841960000095	0.07218141955599998	-2.06515	-0.04892999999999992	0.002394144899999992	4.2648445225	0.0109006	0.0025811900000000023	6.662541816100012e-06	0.00011882308036000001	0.0226368	-0.0001704000000000011	0.0005124247142400001	2.9036160000000375e-08	0.000118927	-0.000470413	2.2128839056900005e-07	1.4143631329000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28354.474609375	-224.068359375	803976230.3736916	50206.62967300415	22257.9921875	-4.93359375	495418216.21881104	24.340347290039066	21554.634765625	11.376953125	129.4350624084473	464602279.87948984	0.611332	23.281429	0.09604325000000016	0.026454206	0.0633167377	-0.014827925700000001	-0.0077457095	-0.024482468700000003	0.0095000029	0.0547006429	-0.0289346121	0.0685735328	-0.04438616099999999	-0.0209918152	0.0118497857	-0.0496344921	0.0191229818	-0.0157152957	-0.0180302457	-0.0095890539	0.018962276	0.0073263005000000015	0.054640815599999996	0.072236692	-0.0608469229	-0.0036808933000000003	0.035881985	0.0957434537	0.0997502796	0.0990023658	0.09775999380000001	0.0960293686	0.0938191336	0.7548979999999998	-0.002401000000000097	5.764801000000468e-06	0.5698709904039998	-0.275504	-0.006838000000000011	4.675824400000015e-05	0.07590245401599999	-2.02869	0.03645999999999994	0.0013293315999999954	4.115583116100002	0.0113097	0.00040910000000000084	1.6736281000000065e-07	0.00012790931409000002	0.0230175	0.0003807000000000012	0.00052980530625	1.449324900000009e-07	0.00033601199999999995	0.00021708499999999995	4.712589722499997e-08	1.1290406414399994e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28292.08203125	-62.392578125	800441905.6629791	3892.833805084229	22272.099609375	14.107421875	496046421.00992197	199.0193519592285	21573.6796875	19.044921875	362.7090492248535	465423655.2588501	0.6099720000000001	23.229607	0.13148899999999994	0.024549200499999996	0.0621153676	-0.0259962995	-0.0057027460999999995	-0.0248729701	0.004485836500000001	0.0642007582	-0.0194506469	0.0511552626	-0.0512823043	-0.022910095699999997	0.0042148666	-0.047611036100000004	0.032832993399999996	-0.0170002437	-0.02871818	-0.0065956141	0.0204873926	0.000990465	0.06612923679999999	0.0630477923	-0.050587911799999996	-0.0162643872	0.031896299100000004	0.0844550572	0.0996270376	0.0985109326	0.0966600102	0.0940880769	0.0908143174	0.7465359999999999	-0.008361999999999979	6.992304399999968e-05	0.5573159992959998	-0.236765	0.03873899999999997	0.0015007101209999975	0.056057665225	-2.0104	0.018289999999999917	0.000334524099999997	4.0417081600000015	0.0117466	0.0004369000000000005	1.908816100000004e-07	0.00013798261156000002	0.0233993	0.00038179999999999817	0.0005475272404899999	1.4577123999999856e-07	-0.000167248	-0.00050326	2.532706276e-07	2.7971893504000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28416.482421875	124.400390625	807496473.2327309	15475.457187652588	22331.107421875	59.0078125	498678358.6873207	3481.9219360351562	21649.29296875	75.61328125	5717.368301391602	468691886.0467682	0.642883	24.482967	0.34687885	0.0256963308	0.0537019983	-0.0369072339	-0.0006328763	-0.0397858291	0.0275623389	0.0592694725	-0.0215011027	-0.011950221799999999	-0.0392935756	0.0276871319	-0.0055706931	-0.0431467545	0.039574395400000004	-0.0386562534	-0.0429314494	-0.0012356618	0.0373834819	0.0260559731	0.0586103812	0.0295764723	0.014103396899999999	-0.0412878969	-0.0317567783	0.0439806834	0.0994792142	0.0979222811	0.0953454172	0.0917754626	0.0872496007	0.7732989999999998	0.02676299999999998	0.000716258168999999	0.5979913434009998	-0.276086	-0.039321	0.0015461410409999994	0.07622347939600001	-2.02742	-0.01702000000000004	0.0002896804000000012	4.110431856400002	0.015478799999999997	0.0037321999999999963	1.3929316839999973e-05	0.00023959324943999995	0.0240183	0.0006190000000000015	0.0005768787348899999	3.831610000000018e-07	0.000757049	0.000924297	8.543249442089999e-07	5.73123188401e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28503.87890625	87.396484375	812471112.7021638	7638.145481109619	22327.330078125	-3.77734375	498509668.4175453	14.268325805664062	21587.26953125	-62.0234375	3846.9067993164062	466010205.81483465	0.6125109999999999	23.326315	0.27866395000000016	0.0293396477	0.0652487841	-0.0492336922	-0.0042743346000000005	-0.013790406699999999	0.0287763174	0.0682934421	-0.021022661499999998	0.025607399700000002	-0.0300600709	0.030006787799999997	0.0029656883000000003	-0.040973731400000005	0.0536448761	-0.0537214392	-0.06717299730000001	-0.0034579396999999995	0.008352784	0.0260676698	0.0670033933	0.0408597677	-0.016970398600000002	-0.0086968545	-0.0307392728	0.00508351	0.09930684570000001	0.097236992	0.0938191336	0.08910065240000001	0.08314696120000001	0.7337479999999998	-0.039550999999999996	0.0015642816010000002	0.5383861275039997	-0.245009	0.031076999999999994	0.0009657799289999996	0.060029410081	-1.99897	0.028450000000000086	0.0008094025000000049	3.9958810609	0.0149172	-0.0005615999999999972	3.153945599999968e-07	0.00022252285584	0.0230313	-0.0009870000000000018	0.0005304407796899999	9.741690000000037e-07	-0.00128607	-0.002043119	4.174335248161e-06	1.6539760449e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28563.353515625	59.474609375	815865164.058567	3537.229160308838	22347.12109375	19.791015625	499393821.1787262	391.6842994689941	21667.7734375	80.50390625	6480.878921508789	469492405.73883057	0.836231	31.846271999999995	0.5041325	0.033242227799999996	0.0167245282	-0.030887473199999998	0.0105981889	-0.0181337047	0.0441676051	0.0774343517	-0.072100713	-0.0274356847	0.011806568600000001	0.0305492294	-0.0095198443	-0.031304284700000004	0.029460336	0.0051233212	-0.0337901973	0.0088468687	0.0135792725	0.044988710099999996	0.08351244370000001	0.0470434946	0.0679261325	0.0246628554	-0.042092550599999994	-0.1175190719	0.0991099747	0.0964557418	0.092084548	0.08607420269999999	0.0785316931	0.7492310000000001	0.015483000000000247	0.0002397232890000076	0.5613470913610001	-0.25423	-0.009221000000000007	8.502684100000013e-05	0.0646328929	-2.0908900000000004	-0.09192000000000022	0.00844928640000004	4.371820992100002	0.0209696	0.006052400000000001	3.6631545760000013e-05	0.0004397241241600001	0.0246204	0.001589100000000003	0.0006061640961600001	2.5252388100000097e-06	-0.0013947400000000006	-0.0001086700000000006	1.180916890000013e-08	1.9452996676000017e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28478.33203125	-85.021484375	811015395.2821198	7228.652805328369	22377.201171875	30.080078125	500739132.2865639	904.8111000061036	21654.564453125	-13.208984375	174.47726821899414	468920161.6545448	0.563708	21.467731	0.1512459999999998	0.0434333832	0.027081371	-0.0406443496	0.0119329753	-0.0466947409	0.039952972	0.0678659175	-0.0317274501	-0.0733860278	-0.0130720196	0.0370509785	-0.0158358759	-0.0326978172	0.0381547012	-0.006496675899999999	-0.0442547371	0.0094608691	0.046153121799999995	0.043770383899999994	0.0702637457	0.0072735959	0.07991974290000001	-0.0353347994	-0.0583657421	-0.039227197400000004	0.0988886499	0.0955793015	0.0901455117	0.0827080574	0.0734322509	0.7652529999999999	0.01602199999999976	0.00025670448399999233	0.5856121540089998	-0.20706	0.04717000000000002	0.0022250089000000017	0.0428738436	-2.11806	-0.027169999999999472	0.0007382088999999713	4.486178163599999	0.0213091	0.00033949999999999605	1.1526024999999733e-07	0.0004540777428099999	0.0251721	0.0005516999999999952	0.0006336346184099997	3.043728899999948e-07	-0.00172122	-0.0003264799999999995	1.0658919039999963e-07	2.9625982884e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
