csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32
28533.08203125	n/a	814136770.2020416	n/a	22221.640625	n/a	493801312.0666504	n/a	21606.962890625	n/a	n/a	466860845.35684586	n/a	n/a	n/a	-0.0421553973	-0.1152581259	-0.0751827954	-0.0456973153	0.012701301299999999	-0.0263103928	0.06886887280000001	-0.0253336423	0.0422690862	-0.0662136157	-0.0925880205	0.0396200741	-0.1114158658	-0.07436452639999999	-0.046626941799999995	0.0164765172	-0.022997290899999998	0.07543895440000001	-0.0136153824	0.0242782886	0.11110588789999999	0.11109021890000001	0.1110641056	0.1110275503	-0.058265	n/a	n/a	0.0033948102250000002	0.222485	n/a	n/a	0.049499575225	0.684091	n/a	n/a	0.467980496281	0.000903409	n/a	n/a	8.161478212810001e-07	0.00266737	n/a	7.1148627169000014e-06	n/a	-0.00185905	n/a	n/a	3.4560669025e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28550.1640625	17.08203125	815111867.9956665	291.79579162597656	22234.15234375	12.51171875	494357530.4450836	156.54310607910156	21625.861328125	18.8984375	357.15093994140625	467677878.1832924	0.4764850000000001	16.172937	0.10396594999999996	-0.0426698	-0.1111931413	-0.0706173949	-0.0497703905	0.0115868576	-0.018822746499999998	0.0569768224	-0.0287677392	0.022185014399999998	-0.0665942262	-0.08106775769999999	0.0358128065	-0.0914874606	-0.071452411	-0.049549967400000006	0.014122583700000003	-0.0100322948	0.06270717940000001	0.0025619116	0.0149019302	0.1110641056	0.1109231287	0.1106882998	0.1103598175	-0.053768600000000014	0.004496399999999991	2.021761295999992e-05	0.0028910623459600013	0.199143	-0.02334199999999997	0.0005448489639999989	0.039657934449	0.6643819999999999	-0.019709000000000088	0.0003884446810000034	0.4414034419239999	0.00145921	0.0005558010000000001	3.089147516010001e-07	2.1292938241e-06	0.00250977	-0.00015759999999999993	6.298945452900001e-06	2.4837759999999977e-08	-0.00144408	0.00041497	1.7220010089999994e-07	2.0853670464e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28554.296875	4.1328125	815347870.0256348	17.08013916015625	22252.076171875	17.923828125	495154893.9589272	321.263614654541	21647.705078125	21.84375	477.1494140625	468623135.1494789	0.5406	18.349169	0.12025670000000005	-0.0620458846	-0.12482256	-0.0712183916	-0.0508457571	0.0187831681	-0.0190789244	0.042848903499999993	-0.0371247338	0.068037293	-0.0860345056	-0.0909625955	0.0220860137	-0.1147558907	-0.06829342740000001	-0.0489038332	0.021722071699999998	-0.013613779599999999	0.047431804	-0.0338279047	0.046373970800000004	0.11098055650000001	0.1105891995	0.1099379598	0.1090283678	-0.0540993	-0.0003306999999999963	1.0936248999999754e-07	0.0029267342604900005	0.199549	0.0004059999999999897	1.6483599999999164e-07	0.039819803401000005	0.641034	-0.023347999999999924	0.0005451291039999964	0.410924589156	0.00221292	0.0007537100000000001	5.680787641000001e-07	4.8970149264e-06	0.00308355	0.0005737799999999999	9.5082806025e-06	3.2922348839999985e-07	-0.00204003	-0.00059595	3.551564025000001e-07	4.1617224009e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28690.23828125	135.94140625	823129772.6349031	18480.065933227543	22251.6640625	-0.412109375	495136553.550354	0.16983413696289062	21647.60546875	-0.099609375	0.009922027587890623	468618822.5306549	0.560983	19.040995	0.1177637	-0.040578454300000004	-0.09471612609999999	-0.06585836070000001	-0.0521529349	0.0244104359	-0.0165011459	0.041370289500000004	-0.023986273199999998	-0.0032050026	-0.0636884943	-0.06786138309999999	0.028259493599999998	-0.0713553898	-0.0656335467	-0.0517327263	0.0307992675	-0.0089320404	0.04693178730000002	0.029396028799999998	0.0071597747	0.11085527220000001	0.11008893369999999	0.10881562460000001	0.10704120869999999	-0.0541335	-3.419999999999812e-05	1.1696399999998715e-09	0.00293043582225	0.200051	0.0005020000000000023	2.5200400000000247e-07	0.040020402601	0.578669	-0.062365	0.003889393225000001	0.33485781156100003	0.00305394	0.00084102	7.073146404000002e-07	9.3265495236e-06	0.0031588	7.525000000000023e-05	9.978017440000002e-06	5.662562500000034e-09	-0.00185905	0.00018098000000000007	3.2753760400000026e-08	3.4560669025e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28790.1796875	99.94140625	828874446.4385376	9988.28468322754	22271.431640625	19.767578125	496016667.32303244	390.7571449279785	21645.03515625	-2.5703125	6.60650634765625	468507546.91529846	0.538791	18.287752	0.1902359	-0.0437045774	-0.10257698050000001	-0.0663047457	-0.0492659733	0.0152664753	-0.0152524506	0.0391260986	-0.0052978423	0.054331667800000004	-0.0653421794	-0.0712616098	0.0111615506	-0.0349431952	-0.0656992129	-0.0462294154	0.0195561626	-0.0108199518	0.0407143696	-0.0441559147	0.0244074673	0.1106882998	0.10942308369999999	0.1073250918	0.10441029119999999	-0.0492466	0.0048869	2.388179161e-05	0.00242522761156	0.157902	-0.04214900000000002	0.0017765382010000016	0.024933041603999995	0.6475479999999999	0.06887899999999991	0.0047443166409999885	0.4193184123039999	0.00223367	-0.0008202700000000001	6.728428729000002e-07	4.9892816689e-06	0.00274265	-0.00041615000000000017	7.522129022500002e-06	1.731808225000001e-07	-0.00210905	-0.00025	6.25e-08	4.4480919025e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28557.708984375	-232.470703125	815542742.4362526	54042.627811431885	22233.751953125	-37.6796875	494339725.91308975	1419.7588500976562	21550.9375	-94.09765625	8854.368911743164	464442907.1289063	0.6081949999999999	20.643499	0.1365812	-0.050793213899999995	-0.0987624366	-0.0665157488	-0.0520843176	0.0181383305	-0.0207723703	0.0572349301	-0.022963088599999997	0.0072120794	-0.0701509006	-0.0757139262	0.0521072254	-0.0795386055	-0.0637791034	-0.049579261799999996	0.0207431358	-0.0112604377	0.0604012358	0.013121187900000001	0.0083758059	0.110479702	0.1085926509	0.1054714048	0.10115143789999999	-0.0443149	0.004931700000000004	2.4321664890000038e-05	0.00196381036201	0.197897	0.039994999999999996	0.0015996000250000002	0.039163222609	0.6090409999999999	-0.038506999999999965	0.0014827890489999968	0.370930939681	0.00294997	0.0007162999999999999	5.1308569e-07	8.7023230009e-06	0.002646	-9.66500000000002e-05	7.001316000000001e-06	9.34122250000004e-09	-0.00185905	0.00025	6.25e-08	3.4560669025e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28633.263671875	75.5546875	819863788.5031166	5708.510803222656	22224.810546875	-8.94140625	493942203.84448624	79.94874572753906	21588.9453125	38.0078125	1444.5938110351562	466082559.7061157	0.52958	17.975109	0.09865950000000002	-0.0384117909	-0.0793709071	-0.0568697032	-0.0489656079	0.0163470425	-0.0242165973	0.045685195	-0.0196542792	-0.0025789592	-0.0543510754	-0.0555328352	0.0496316997	-0.0222830752	-0.0543172756	-0.045864887199999996	0.024530388700000003	-0.017794943100000002	0.0440521129	0.0248463335	0.007282013299999998	0.1102295573	0.10759888449999999	0.103260836	0.0972842479	-0.0417079	0.002606999999999998	6.79644899999999e-06	0.00173954892241	0.193287	-0.004610000000000003	2.1252100000000023e-05	0.037359864369000004	0.5597439999999999	-0.049297000000000035	0.002430194209000004	0.3133133455359999	0.00266176	-0.00028821000000000017	8.306500410000009e-08	7.0849662976e-06	0.00225885	-0.0003871499999999997	5.1024033225000015e-06	1.498851224999998e-07	-0.0016915	0.00016755000000000006	2.8073002500000005e-08	2.86117225e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28642.525390625	9.26171875	820394260.7525978	85.77943420410156	22250.751953125	25.94140625	495095962.479496	672.9565582275392	21689.2421875	100.296875	10059.463134765623	470423226.6680298	0.668288	22.683161	0.3122262000000001	-0.040311524700000004	-0.060096827	-0.0444349091	-0.045774253	0.0094971613	-0.0416925838	0.0288633476	-0.0112433964	0.0390565888	-0.053056842199999996	-0.043902932900000004	0.0444435025	0.0021036518	-0.0435375041	-0.0465408639	0.0156307752	-0.0430487179	0.0343032259	-0.027980894500000002	0.023905142400000003	0.1099379598	0.1064432791	0.10070086519999999	0.09283197900000001	-0.031376999999999995	0.010330900000000004	0.00010672749481000009	0.0009845161289999997	0.0831547	-0.1101323	0.012129123503289995	0.006914704132089999	0.466842	-0.09290199999999987	0.008630781603999977	0.21794145296400005	0.00414498	0.0014832200000000006	2.1999415684000006e-06	1.7180859200400007e-05	0.0025441	0.00028524999999999986	6.4724448100000015e-06	8.136756249999995e-08	-0.00148275	0.00020874999999999995	4.357656249999998e-08	2.1985475625e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28704.2421875	61.716796875	823933519.5586548	3808.9630165100098	22276.296875	25.544921875	496233402.4631348	652.5430335998535	21708.2578125	19.015625	361.593994140625	471248457.2539673	0.665438	22.586433	0.12954989999999994	-0.0489174764	-0.0610068343	-0.0436264317	-0.043473276	-0.0015651572	-0.0359937852	0.0043313981	-0.0275340547	0.0979895427	-0.0610413321	-0.060001633600000014	0.0461596874	-0.0674122363	-0.0441462241	-0.0437558875	0.0020726532	-0.0342875769	0.0095536178	-0.07000659349999999	0.0691140091	0.1096050192	0.105127573	0.09780015460000001	0.08782140769999999	-0.035350099999999995	-0.0039731	1.5785523610000002e-05	0.0012496295700099994	0.12071099999999997	0.03755629999999999	0.001410475669689999	0.014571145520999997	0.446787	-0.020055000000000045	0.0004022030250000018	0.199618623369	0.00456089	0.00041590999999999937	1.7298112809999949e-07	2.08017175921e-05	0.00181132	-0.0007327800000000001	3.2808801424e-06	5.369665284000002e-07	-0.00169337	-0.00021062000000000007	4.4360784400000046e-08	2.8675019569e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28730.16015625	25.91796875	825422102.603775	671.7411041259767	22275.2421875	-1.0546875	496186414.5117798	1.11236572265625	21740.169921875	31.912109375	1018.3827247619628	472634988.2319984	0.5327890000000001	18.084028	0.07700679999999999	-0.0362976638	-0.0537217773	-0.037408577400000004	-0.041446465	0.015924910100000002	-0.0233846014	0.0166811961	-0.0242499441	0.0306148433	-0.046261326299999996	-0.044354927599999996	0.0409056638	-0.0497488182	-0.038162305	-0.041232882400000004	0.0195572453	-0.0195757798	0.0177448615	-0.0139700539	0.0293957783	0.10923086050000001	0.103653745	0.09456851919999999	0.0822826681	-0.034030300000000006	0.001319799999999989	1.741872039999971e-06	0.0011580613180900007	0.101015	-0.01969599999999999	0.00038793241599999965	0.010204030225	0.44389	-0.002897000000000039	8.392609000000223e-06	0.1970383321	0.00386743	-0.0006934599999999999	4.808867715999999e-07	1.4957014804899996e-05	0.00181132	0.0	3.2808801424e-06	0.0	-0.00132495	0.00036842	1.3573329639999996e-07	1.7554925025000005e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
