csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37
27710.83203125	n/a	767890211.864151	n/a	22432.828125	n/a	503231777.685791	n/a	21626.541015625	n/a	n/a	467707276.30051035	n/a	n/a	n/a	0.043265693200000004	-0.0136373833	-0.0151864426	0.051309790599999995	-0.022746383399999997	0.0207449948	-0.0383916652	0.022887837400000003	0.0687259158	-0.03087792	0.0591603765	-0.0021775819	0.1026612884	-0.00044996209999999997	0.0408786671	-0.0854145315	0.0034223554	0.0368018902	-0.010911048799999998	0.0338843337	-0.0148866029	0.0064648374	-0.0114286441	0.0544406722	-0.024433055699999998	0.0209205988	-0.0311996521	0.0158527522	-0.07600496849999999	0.0258730494	-0.0637287604	0.0253723436	-0.11785244	0.0117603952	-0.0655062338	0.0391077621	-0.05687503610000001	0.0195264624	0.0903489333	0.0903433624	0.09033407789999999	0.09032108009999999	0.0903043695	0.0902839469	0.208055	n/a	n/a	0.043286883025000014	-0.318696	n/a	n/a	0.10156714041599997	-2.50625	n/a	n/a	6.281289062500001	-0.018154	n/a	n/a	0.000329567716	-0.00966192	n/a	9.33526980864e-05	n/a	0.00021843	n/a	n/a	4.7711664900000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27873.23046875	162.3984375	776916976.7640532	26373.252502441406	22464.37890625	31.55078125	504648319.64357	995.4517974853516	21643.890625	17.349609375	301.0089454650879	468458001.3869629	0.921938	27.165543	0.4469901	0.0744782553	0.0062827701000000005	-0.0254923983	0.0773520731	-0.0056374941	0.018398502	-0.0534183508	-0.0010502288000000001	0.0069160763	0.0037841481	-0.024451176600000003	0.0319088937	0.043827104699999994	0.012576854299999999	-0.0052525147	-0.0218028646	0.0144037321	0.0674468266	-0.001214513	0.0077373454000000015	-0.0021987664999999997	-0.06505910940000001	-0.019737641599999998	0.0811531831	-0.0052956507	0.0156449034	-0.0447749118	0.0031156494	-0.014174794499999999	-0.0053168755	0.0169153511	-0.0224760952	-0.0437213616	0.0279609712	-0.0171030764	0.018532123	0.0232217002	0.0306783175	0.09033407789999999	0.0902839469	0.0902004158	0.09008351560000001	0.0899332895	0.08974979300000001	0.201935	-0.006120000000000014	3.7454400000000175e-05	0.040777744224999996	-0.302736	0.015959999999999974	0.0002547215999999992	0.09164908569599999	-2.36831	0.1379400000000004	0.01902744360000011	5.608892256099999	-0.022930900000000004	-0.004776900000000004	2.281877361000004e-05	0.0005258261748100002	-0.0105764	-0.0009144800000000004	0.00011186023696	8.36273670400001e-07	0.00026645200000000003	4.8022000000000016e-05	2.3061124840000017e-09	7.099666830400003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27796.994140625	-76.236328125	772672883.2539406	5811.977725982666	22442.19140625	-22.1875	503651955.11476135	492.28515625	21597.560546875	-46.330078125	2146.4761390686035	466454621.5759316	0.701263	20.663208	0.3116556699999997	0.0398701586	-0.0016271678	-0.0214750046	0.0552451739	-0.004134694600000001	0.0220808254	-0.0503554894	0.0041346567	0.0825285211	-0.029228195099999996	0.1112047017	-0.012246590900000002	0.0191895988	0.0432606193	0.1030026371	-0.0554525746	-0.031155363	0.0260048244	-0.0083160248	0.01510418	-0.005639339100000001	-0.0518824667	-0.015519777299999999	0.0606465696	-0.0077307286	0.0193007698	-0.0427675869	-0.0006128357	-0.0923609606	0.0302473837	-0.1058229124	0.028336199	-0.0215407415	0.0729169194	-0.0854259568	-0.057795104800000004	-0.030738545099999997	-0.0232515025	0.0903043695	0.0901651549	0.0899332895	0.0896090116	0.0891926543	0.0886846456	0.205768	0.003832999999999975	1.4691888999999814e-05	0.042340469823999985	-0.270418	0.03231800000000001	0.001044453124000001	0.07312589472400001	-2.47509	-0.10678000000000054	0.011401968400000115	6.1260705081000015	-0.0204721	0.0024588000000000075	6.045697440000038e-06	0.00041910687840999983	-0.0099871	0.0005892999999999992	9.974216640999999e-05	3.4727448999999904e-07	-5.99414e-05	-0.00032639340000000005	1.0653265156356004e-07	3.5929714339599996e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27824.0703125	27.076171875	774178888.7549437	733.119083404541	22452.94140625	10.75	504134577.7924957	115.5625	21674.5859375	77.025390625	5932.910800933838	469787675.5620728	0.738309	21.754778	0.09056375999999992	0.0356244155	0.0034157357000000003	-0.0237261258	0.05671800730000001	-0.0271667206	0.021301213399999998	-0.032430496499999996	0.042567815300000006	0.0304620052	-0.0257603139	0.0183004194	-0.0083463576	0.0941228615	0.0040991872	0.040254794100000005	-0.0032034266	-0.0367652031	0.0315580311	0.0125176651	-0.0012343469	0.0109461008	-0.004157884000000001	-0.0208541702	0.0601165892	-0.0329855692	0.0158754341	-0.027257404300000003	0.0446431334	-0.038306511200000004	0.0190444369	-0.0148287326	0.013216683500000001	-0.0979730424	0.0145001279	-0.0049351112	-0.011342146499999999	-0.1201817708	0.0815729428	0.0902598131	0.08998706460000001	0.0895330941	0.0888988159	0.0880855073	0.08709480630000001	0.218399	0.012631000000000005	0.00015954216100000007	0.04769812320099999	-0.307586	-0.037168000000000034	0.0013814602240000025	0.09460914739600003	-2.45836	0.016730000000000356	0.0002798929000000119	6.043533889599999	-0.0204996	-2.7500000000003216e-05	7.562500000001769e-10	0.00042023360016000004	-0.00964534	0.00034176	9.30325837156e-05	1.1679989759999998e-07	5.14938e-05	0.0001114352	1.2417803799039998e-08	2.6516114384399997e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27909.189453125	85.119140625	778922855.9304237	7245.268100738525	22448.328125	-4.61328125	503927435.607666	21.28236389160156	21681.509765625	6.923828125	47.93939590454102	470087865.7168922	0.770094	22.691347	0.04879331000000048	0.06134676150000001	-0.0031091159000000003	-0.024625386099999997	0.0553355049	-0.014330693600000001	0.0176928409	-0.043563706900000006	-0.0017640982	0.0121267888	0.008335129699999999	-0.0023744701999999997	0.05253241349999999	0.0518737029	0.0142847879	0.0087352337	-0.0668395654	0.05285548599999999	0.0589767988	0.0139191895	-0.014060846799999999	-0.024819124900000003	-0.007791134200000002	-0.0193586978	0.057212862300000014	-0.0141637806	0.013613433400000001	-0.0421561284	-0.0058622066	-0.0152380392	-0.016016007	-0.0051022229999999995	-0.05296516230000002	-0.054394009900000005	0.0123674503	-0.0486599433	0.0105648046	-0.0037314539000000003	-0.0010691960000000001	0.0902004158	0.08974979300000001	0.08900042179999999	0.0879547967	0.0866163981	0.08498968130000001	0.212702	-0.00569699999999998	3.245580899999977e-05	0.045242140804000006	-0.28983000000000003	0.017755999999999994	0.00031527553599999976	0.08400142890000002	-2.46952	-0.011160000000000279	0.00012454560000000627	6.098529030400001	-0.0205338	-3.419999999999812e-05	1.1696399999998715e-09	0.00042163694243999993	-0.00946531	0.00018003000000000116	8.959209339609998e-05	3.241080090000042e-08	0.00012087000000000005	6.937620000000005e-05	4.8130571264400075e-09	1.4609556900000012e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27969.513671875	60.32421875	782293695.0412025	3639.011367797852	22432.791015625	-15.537109375	503230112.75070566	241.4017677307129	21689.533203125	8.0234375	64.37554931640625	470435850.5694618	1.374271	40.493835	0.4691227000000003	0.0206681259	0.0236577225	-0.062438684	0.013539208600000002	0.040050813500000004	0.0382744582	-0.0269332793	-0.069563241	0.11400724	0.0384529568	-0.0311504105	0.0482467612	0.0185253354	0.0583751038	-0.14608664130000001	-0.0255483332	0.0924817786	-0.0122155363	0.0186967255	0.0911239292	-0.0096226962	-0.0835953862	-0.058900721600000004	0.0205894054	0.0423735279	0.0338179908	-0.0266819969	-0.077330562	-0.1047539356	-0.0334979168	0.02856745	-0.0640923579	-0.0126529827	0.021940286099999998	0.0628886442	0.08939065060000001	0.1272629405	-0.121318339	0.0901261876	0.0894534963	0.0883360609	0.08677943689999999	0.08479136359999999	0.0823817253	0.210544	-0.0021579999999999933	4.656963999999971e-06	0.044328775936	-0.380496	-0.09066599999999997	0.008220323555999994	0.144777206016	-2.4530000000000003	0.016519999999999868	0.00027291039999999565	6.017209000000001	-0.0260959	-0.005562100000000004	3.093695641000004e-05	0.0006809959968100001	-0.010112	-0.0006466900000000017	0.00010225254400000002	4.1820795610000244e-07	-0.0008659139999999999	-0.000986784	9.737426626559998e-07	7.498070553959997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27934.587890625	-34.92578125	780341200.6190529	1219.8101959228516	22380.73828125	-52.052734375	500897446.0138092	2709.4871559143066	21615.283203125	-74.25	5513.0625	467220467.95129776	1.151199	33.920856	0.41734935	0.0285327485	0.013228375300000001	-0.0826283863	0.0228345141	0.0155132149	0.0493719017	-0.0371045435	0.028390941099999997	-0.025922561099999998	0.0414529469	0.005367607	-0.015231457299999999	0.039635319700000005	-0.0262274877	-0.0687122557	0.032879394	-0.1315092235	-0.0008813012	-0.029728421499999998	0.0829864279	0.0068767397	-0.1460406678	-0.0807906554	0.0353065621	0.0081560691	0.0480365892	-0.0219121569	0.0385736471	0.024288134399999998	-0.0486017385	-0.0071205537	0.024296891600000002	-0.042278953200000004	-0.0124738832	0.0830416039	0.0483985459	0.0580920482	-0.0084878639	0.09003714060000001	0.0890983693	0.0875409941	0.08537582789999999	0.0826179031	0.079286368	0.190063	-0.020481	0.000419471361	0.036123943969	-0.272913	0.10758299999999997	0.011574101888999995	0.074481505569	-2.42757	0.025430000000000064	0.0006466849000000033	5.8930961049000015	-0.0298311	-0.0037351999999999975	1.3951719039999982e-05	0.0008898945272100001	-0.0110137	-0.0009016999999999984	0.00012130158769	8.130628899999971e-07	-0.000225707	0.0006402069999999997	4.098650028489998e-07	5.0943649849e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27645.994140625	-288.59375	764300992.0234718	83286.3525390625	22383.830078125	3.091796875	501035848.96637344	9.559207916259766	21585.919921875	-29.36328125	862.2022857666016	465951938.8736	0.7460600000000001	21.983156	0.19744249999999985	0.0349683737	-0.011284228799999999	-0.06313601690000001	0.0436846796	0.0171820859	0.037717093199999996	-0.0379937708	0.038043999	0.021578742799999998	0.0251621636	0.0637722984	0.0067628002	-0.0101054101	-0.007668932	0.0107055394	0.0044594129	-0.0139522733	0.0317257683	-0.0334659537	0.0685757188	0.0063809101000000005	-0.0323435914	-0.0593750505	0.0527172467	0.011794503400000001	0.0367226338	-0.026595134500000003	0.0347102491	-0.0265029525	-0.0231108323	-0.0723425835	9.094860000000001e-05	0.014655618799999999	-0.0012747678999999999	-0.0085353439	0.012374193200000001	0.012712239399999999	-0.0390825947	0.0899332895	0.0886846456	0.0866163981	0.0837476616	0.080104948	0.07572192259999999	0.196751	0.006688	4.4729343999999986e-05	0.038710956000999996	-0.222086	0.05082700000000001	0.0025833839290000014	0.049322191396000005	-2.40021	0.027360000000000276	0.000748569600000015	5.7610080441	-0.0281908	0.0016402999999999973	2.6905840899999918e-06	0.0007947212046400001	-0.0104323	0.000581400000000001	0.00010883288328999996	3.380259600000012e-07	-0.000255357	-2.964999999999999e-05	8.791224999999992e-10	6.5207197449e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27456.037109375	-189.95703125	753833973.7513771	36083.673721313484	22353.24609375	-30.583984375	499667610.9277496	935.380100250244	21563.701171875	-22.21875	493.6728515625	464993208.2299233	0.701547	20.671574	0.20475265	0.0377955435	-0.0153184401	-0.067189707	0.036339161099999996	0.0055570152	0.0335921859	-0.0039531698	0.08544087449999999	0.0695093403	-0.0138588435	0.07871904769999999	-0.061811313300000004	0.0184363006	0.0238808207	0.0208770494	-0.0222612685	0.084220846	0.0293980845	-0.030334633	0.0949717386	-0.0241913664	0.0653554837	-0.0660077086	0.046346313	-0.0015490137	0.0305623897	-0.0026375167999999997	0.0752411946	-0.0807930758	0.005046672	-0.079205783	0.0716567417	-0.0058546891	0.0217108006	-0.0257032605	0.0089621491	0.011051578500000001	-0.0888354466	0.0898146513	0.08821259710000001	0.0855636409	0.0818992203	0.0772628244	0.0717094778	0.187092	-0.009659	9.3296281e-05	0.035003416464	-0.257887	-0.03580099999999997	0.001281711600999998	0.06650570476899999	-2.39438	0.005830000000000003	3.3988900000000016e-05	5.733055584400001	-0.025717700000000003	0.002473099999999999	6.116223609999995e-06	0.0006614000932900001	-0.0100436	0.000388699999999997	0.00010087390096000004	1.510876899999977e-07	-0.00046281	-0.000207453	4.303674720900002e-08	2.141930961e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27548.783203125	92.74609375	758935455.9727821	8601.837905883789	22383.29296875	30.046875	501011804.1248932	902.814697265625	21609.900390625	46.19921875	2134.367813110352	466987794.89273447	0.6263529999999999	18.455931	0.12119155000000015	0.0465881367	-0.015280187800000001	-0.0600705203	0.0390780091	-0.0140450965	0.0308224835	-0.0138580431	0.0934982499	0.0242501639	0.0067564449	0.0468551796	-0.0410107319	0.06440262440000001	0.0268972415	-0.0290342598	-0.0027208732	0.0614836679	0.039907054500000004	-0.028657794500000007	0.06342005839999999	-0.0329880456	0.0541058339	-0.0565931583	0.04646389769999999	-0.023021869599999998	0.0286748767	-0.005561521	0.09123828449999999	-0.030696744100000006	-0.0173226496	-0.045451444800000004	0.0472572634	-0.045699983799999996	0.0306543945	0.028836244	0.0310972795	0.05669182389999999	-0.0425239038	0.0896812455	0.08768253449999999	0.0843842802	0.07983536599999999	0.0741032114	0.0672727727	0.188479	0.0013869999999999991	1.923768999999998e-06	0.035524333441000006	-0.310758	-0.052871	0.0027953426409999997	0.096570534564	-2.41711	-0.02272999999999969	0.0005166528999999861	5.842420752099997	-0.0251716	0.0005461000000000042	2.9822521000000464e-07	0.00063360944656	-0.00970563	0.00033797000000000167	9.41992536969e-05	1.1422372090000114e-07	-0.000462811	-9.999999999615353e-10	9.999999999230703e-19	2.14194021721e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
