csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	a_comp_cor_102	a_comp_cor_103	a_comp_cor_104	a_comp_cor_105	a_comp_cor_106	a_comp_cor_107	a_comp_cor_108	a_comp_cor_109	a_comp_cor_110	a_comp_cor_111	a_comp_cor_112	a_comp_cor_113	a_comp_cor_114	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	non_steady_state_outlier04	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
35486.46484375	n/a	1259289187.1067047	n/a	24830.408203125	n/a	616549171.5338173	n/a	24094.109375	n/a	580526106.5744629	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.45399e-05	n/a	2.1140869201e-10	n/a	0.012022	n/a	0.000144528484	n/a	0.00881235	n/a	7.76575125225e-05	n/a	0.000261268	n/a	n/a	6.8260967824e-08	-0.00017029	n/a	n/a	2.89986841e-08	0.000589791	n/a	3.47853423681e-07	n/a
35494.91796875	8.453125	1259889201.6082914	71.455322265625	24786.244140625	-44.1640625	614357898.5986671	1950.4644165039065	24082.83203125	-11.27734375	579982798.645401	127.17848205566406	1.199488	14.646535	0.12002804101961298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-9.19613e-10	-1.4540819613e-05	8.456880697690001e-19	2.1143543501780545e-10	-0.0403293	-0.0523513	0.00162645243849	0.0027406586116899994	-2.67002e-05	-0.0088390502	7.1290068004e-10	7.812880843812005e-05	-0.000155114	-0.000416382	1.7337396992399994e-07	2.4060352996e-08	-0.0	0.00017029	2.89986841e-08	0.0	0.0	-0.000589791	0.0	3.47853423681e-07
35437.10546875	-57.8125	1255788444.0033114	3342.28515625	24810.78515625	24.541015625	615575060.0695952	602.2614479064941	24113.701171875	30.869140625	581470584.2064857	952.9038429260254	1.148758	14.027093	0.041107431219613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	9.19613e-10	0.0	8.456880697690001e-19	-0.00372362	0.03660568	1.38653459044e-05	0.0013399758082624	-1.55699e-05	1.1130299999999997e-05	2.424217860100001e-10	1.2388357808999994e-10	-6.530160000000002e-05	8.981239999999999e-05	8.06626719376e-09	4.2642989625600026e-09	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35467.6640625	30.55859375	1257955194.050354	933.8276519775392	24798.484375	-12.30078125	614964827.2971191	151.30921936035156	24158.484375	44.783203125	583632367.2971191	2005.5352821350095	1.1205200000000002	13.682287	0.0490667401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0295097	0.03323332	0.0008708223940899997	0.0011044535582223998	-0.00868062	-0.0086650501	7.53531635844e-05	7.508309323551001e-05	-0.000208669	-0.0001433674	2.055421138276e-08	4.3542751561000004e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35452.7421875	-14.921875	1256896928.6133425	222.662353515625	24807.90234375	9.41796875	615432018.6970367	88.69813537597656	24190.630859375	32.146484375	585186621.374546	1033.3964576721194	1.131667	13.818404	0.06843111989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-0.021242700000000003	-0.0507524	0.0004512523032900001	0.0025758061057600005	2.5998900000000004e-06	0.00868321989	6.759428012100002e-12	7.539830765809159e-05	-0.000388579	-0.00017991	3.23676081e-08	1.50993639241e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35397.28125	-55.4609375	1252967519.8916016	3075.9155883789062	24838.150390625	30.248046875	616933714.8273048	914.9443397521973	24229.060546875	38.4296875	587047374.9841348	1476.8408813476562	1.048699	12.805301	0.07691488988999999	-0.0966611778	0.09640366539999999	-0.1648429013	0.0794333837	-0.0854104126	0.1376402484	-0.016588844499999998	0.036418502799999995	-0.038022936800000004	0.1302230142	-0.1134764823	0.0056197194	-0.00019701130000000002	0.08524350650000001	-0.0972799133	0.0487014526	-0.1467584305	0.067318744	-0.1015066257	0.0705410025	-0.0059462182	0.20959512	-0.0401718193	0.0478500325	-0.0315748989	0.072886656	-0.0176696072	0.0069421748	-0.0967877487	0.055003592000000004	-0.0137716274	-0.0166077177	0.178585158	-0.1207394049	0.0033236164000000003	0.0032999928999999997	0.1342465627	-0.1403471318	0.0067386916	0.004938801699999999	0.08033061030000001	-0.024214128900000003	0.012971503200000001	0.0026778239	0.0043664195000000005	0.030243031400000002	-0.136641554	-0.072373521	0.022301409300000002	0.0437358467	0.0623774687	-0.0050719712	-0.0041153978	-0.20926579280000002	0.0377842886	0.0955018134	-0.0781147116	0.14303525109999998	0.10152887449999999	-0.0786602505	0.150515617	-0.12794599539999998	0.0931515381	-0.025921354	0.1157130291	-0.0935009278	0.0884742698	-0.1038000632	0.06319199240000001	-0.16701748800000002	-0.0198409827	0.0436592137	-0.0971324457	0.0548784391	-0.0841282465	0.05879275730000001	-0.054713373600000004	0.1338071492	-0.037727007400000005	0.0991706101	-0.0761844348	0.048188841600000004	-0.013904573500000001	0.1742318893	-0.0187416439	0.1035607301	-0.039083785600000004	0.0545781337	-0.10052259820000001	0.19095636079999997	-0.0362893748	0.002105927	0.0850766578	-0.0274236837	0.0304099229	-0.1432366659	0.1220308235	0.0863209036	-0.0432995272	0.0985003539	-0.12498565910000001	0.0002657085	0.0174099071	0.0951291485	-0.0235469806	-0.12494470519999999	0.023232473599999998	0.052615811	0.09347449740000001	-0.0720532182	-0.0005732442	0.1099585704	0.0742613728	-0.0383417404	-0.0234682138	-0.0102942155	-0.057709723899999996	0.0171724877	0.0156512713	0.1128608806	0.1128439341	0.1128156919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0376486	0.0588913	0.0014174170819599998	0.0034681852156900005	-0.00269695	-0.00269954989	7.2735393025e-06	7.287569608599013e-06	-8.20982e-05	0.00030648080000000004	9.393048076863998e-08	6.74011444324e-09	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35604.12890625	206.84765625	1267653995.1728668	42785.95289611816	24827.19140625	-10.958984375	616389433.1225739	120.09933853149414	24301.0546875	71.994140625	590541258.9248657	5183.1562843322745	1.165492	14.231426	0.047867256519999984	-0.1116171334	0.0514301726	0.041462266	0.0437376527	0.0317743703	0.17601150350000005	0.0358614868	0.078155281	-0.0059295421	0.009013208100000001	0.0245444189	0.012308055600000001	-0.0122788236	0.052421216900000005	0.04676127150000002	-0.1687612535	-0.0370928124	0.1417962065	-0.007371217399999999	-0.0078376236	0.15877679	0.0532657954	0.1418163629	0.0462974308	-0.09039730689999999	0.06926106580000001	-0.0857168042	-0.0871617967	0.0136176241	0.005874088299999999	-0.043077233300000004	-0.0691483243	0.1096496567	0.0627496553	0.0274634036	0.0088440693	0.10776072710000001	-0.0400651213	-0.1154869427	0.0500403175	-0.0473094199	-0.018637181399999998	-0.014857128	-0.0733483152	0.1378382592	0.09771683099999999	0.029406472200000002	-0.18083491010000002	0.147532786	0.1666722554	0.0506149108	0.1244620368	0.0289085231	0.022923268599999998	-0.050730964	-0.1104711226	-0.1110835146	0.060014058700000004	-0.0386736206	0.0302268092	0.013863148	-0.0381806735	0.1621403236	-0.0867345815	0.029066893700000002	-0.1541980569	0.0926416725	-0.0607014518	-0.0239823838	-0.18090526469999998	0.0235891197	0.0606916121	0.0061813970999999995	0.0073443616	0.0419225752	0.0427680982	0.0072038386999999995	-0.1349105623	-0.008222054	-0.07586657940000001	-0.0282533128	0.0816857843	-0.0959574515	0.1053742283	0.17263865120000002	0.1264505239	0.0837287213	-0.1193379056	0.10021204199999999	0.1206584441	0.0815268572	-0.012956288400000002	-0.08908096300000001	0.0444186155	0.055045488	-0.1802976464	0.10398917519999999	-0.0361174537	-0.113342043	-0.0007121894	0.0256091544	0.1246691261	0.0653345317	0.0140187371	-0.0051249732	0.07958450110000001	0.053340602599999995	0.053796286	-0.1171045242	-0.0153743097	0.0672873005	-0.0362821881	-0.08836034539999997	0.0448122568	-0.0273472495	-0.0796190629	0.024840140400000002	-0.0981881387	0.0713880564	0.1128156919	0.1126632248	0.11240926539999999	0.0	0.0	0.0	0.0	0.0	3.90652e-06	3.90652e-06	1.5260898510399992e-11	1.5260898510399992e-11	0.00569282	-0.03195578	3.2408199552400014e-05	0.0010211718754083998	-0.0125394	-0.00984245	0.00015723655235999994	9.687382200249998e-05	-0.000118757	-3.66588e-05	1.34386761744e-09	1.4103225049e-08	8.464359999999997e-05	8.464359999999997e-05	7.164539020959996e-09	7.164539020959996e-09	0.0	0.0	0.0	0.0
35612.66796875	8.5390625	1268262119.8524325	72.91558837890625	24831.205078125	4.013671875	616588745.6319008	16.109561920166016	24317.490234375	16.435546875	591340331.2989235	270.12720108032227	1.068558	13.047796000000005	0.02065049652	-0.07145832740000001	0.0338752011	0.044824565	-0.056076314599999996	0.0048223095	0.0935831616	0.0021897887	0.0592161332	-0.0615258667	0.0876542734	-0.0399416047	-0.0664034509	-0.1038564988	0.0330448519	-0.038506096499999996	-0.015745204	0.0086242458	0.0581666722	0.0131600595	-0.0668820737	-0.004058159	-0.0808995589	0.062734267	0.08519817730000001	-0.0400692031	-0.08055451200000001	0.1913313248	0.0265010775	0.11410554810000001	-0.0661523509	0.0550766263	-0.1021003146	0.0572470097	-0.032733751400000004	-0.0551948024	-0.0063332175	0.07521449969999999	0.14425103179999998	-0.06035787190000001	-0.0067472673	-0.0738769785	0.0605681203	0.1265676238	0.0048040282	-0.0619248585	-0.0113911551	0.042857240899999996	-0.1403235596	-0.0870678799	0.0275660548	-0.0146853951	0.042185647800000003	-0.041105954199999996	-0.0094660543	-0.0941137013	0.020035031000000002	-0.0655413587	0.0533015916	-0.0026468623	0.0823213475	-0.0187417019	-0.020675448500000002	0.173040577	-0.0008748717	0.0282398377	-0.0755239199	0.0556576607	0.0263072477	-0.0036339036999999998	-0.1081826618	0.0073709889	0.043461463799999996	-0.12731208689999998	-0.0678106737	-0.0088665764	0.1131690182	0.0281330186	-0.0591156609	-0.0585063341	-0.0167907068	0.0427359514	0.0807221605	-0.0464873418	-0.08843166359999999	0.0486543233	-0.0418408501	-0.0162708017	0.0403615391	0.0057880164	0.0604468971	0.0020130262	0.0566407897	0.154848815	0.1218228183	-0.0821847463	-0.0320372904	-0.0485967446	-0.0371323946	-0.0061806047	-0.0991603737	0.0630716126	-0.03506995	0.0885013294	-0.0640733884	-0.1400963011	-0.0689916079	0.0514309576	-0.0192292242	-1.02966e-05	0.0272048972	0.1207108581	-0.11661686619999999	0.0453305522	0.08960623699999999	0.07506720759999999	-0.0419186009	0.0373559641	0.0126525051	0.0138751173	0.1127253327	0.1123020954	0.1115978766	0.0	0.0	0.0	0.0	0.0	0.0	-3.90652e-06	0.0	1.5260898510399992e-11	0.00516006	-0.0005327600000000002	2.6626219203600006e-05	2.838332176000001e-07	-0.0153953	-0.002855900000000001	0.00023701526209	8.156164810000011e-06	0.000141758	0.000260515	6.7868065225e-08	2.0095330564e-08	-0.0	-8.464359999999997e-05	7.164539020959996e-09	0.0	0.0	0.0	0.0	0.0
35697.66015625	84.9921875	1274322940.6311188	7223.671936035156	24792.171875	-39.033203125	614651786.279541	1523.5909461975098	24309.42578125	-8.064453125	590948181.8141023	65.03540420532228	1.099165	13.421522	0.031526018819999994	0.006988161	-0.023486478999999998	0.055259333099999995	-0.0695833343	-0.08616833269999999	-0.0167592812	0.027765735	0.0436229899	-0.11205491279999999	0.0629066089	-0.0563295346	-0.1807494075	-0.026008612599999998	0.061420509299999995	0.0050786012	0.103406876	-0.0721147578	0.022759761	0.07780014610000001	0.1928945088	0.0084875085	-0.020619568600000002	0.022742721299999998	-0.13599673140000001	0.0427372683	0.1041762433	0.0047629844	-0.05638268480000001	0.0221673912	-0.0119944753	-0.1319804248	-0.0208536696	0.0133883908	-0.0219180704	0.0197444795	-0.0948231196	-0.0002367713	0.011507499499999999	0.1001716955	0.0163812904	-0.050515083899999993	0.0070259888	-0.0085808573	-0.1281120326	0.0676643731	-0.0322876145	0.20736822870000002	-0.0694311768	0.0013697610999999998	0.1108629295	-0.1384090041	0.0248792207	0.1346639451	0.06978533099999999	0.0005455077	0.1262644617	-0.0003490449	-0.0080996959	0.0098283025	0.095300396	0.0401009442	0.047702130499999995	0.1868874275	0.011276863600000001	0.0145940915	-0.0804553167	0.0434243086	0.0231009248	0.08864162769999999	0.005977786800000001	0.0434291563	0.011136125	-0.1074272754	-0.18626718620000002	-0.0526647252	-0.0058120092	-0.05805641900000001	0.011187816100000001	0.0412538249	-0.023437491499999998	-0.007562440799999999	0.0322960002	-0.047922096	0.08480767789999999	-0.1582753063	-0.1102373891	-0.122952366	-0.0883443895	-0.030026850499999997	0.0319872885	0.0924210847	-0.0395533364	-0.0004795805	-0.074536426	0.047947703499999994	-0.0123796323	-0.1418804585	-0.0500980364	-0.0713249009	0.031365745800000004	-0.0475025188	0.0568725889	-0.07499091849999999	0.014821139399999999	0.0632078392	-0.08375763480000001	0.12274785269999999	0.10163201640000001	-0.044511600899999997	0.0936133436	-0.0026661003000000003	0.0469038117	-0.10447872539999999	-0.027786704900000004	0.060279784	-0.2272862103	-0.032516992200000004	-0.10984627289999999	-0.067285518	0.1125898391	0.1117611244	0.1103844485	0.0	0.0	0.0	0.0	0.0	1.71382e-06	1.71382e-06	2.9371789924000003e-12	2.9371789924000003e-12	-0.00274017	-0.007900230000000001	7.5085316289000015e-06	6.241363405290001e-05	-0.0237851	-0.0083898	0.00056573098201	7.038874403999999e-05	-8.23778e-05	-0.0002241358	5.023685684163999e-08	6.7861019328400015e-09	8.05497e-05	8.05497e-05	6.48825417009e-09	6.48825417009e-09	0.0	0.0	0.0	0.0
35614.8203125	-82.83984375	1268415425.8916626	6862.439712524414	24790.876953125	-1.294921875	614587580.1049843	1.6768226623535156	24303.109375	-6.31640625	590641125.2932129	39.89698791503906	1.221327	14.913203	0.07054904870999999	-0.0307316636	-0.0725603926	-0.012895960500000001	0.0227879048	0.0585770429	-0.015407379399999999	0.04958808730000002	0.0498622184	-0.1154014095	0.11686235029999999	0.0870034831	-0.023887756899999998	0.045314285700000005	0.0753419076	0.033348909100000004	-0.054669771299999996	-0.041813816600000005	-0.0900941862	0.056115007599999996	-0.1425387364	-0.002139839	-0.0044018879	0.1000384426	-0.1197769914	0.0129536275	0.1262889148	0.052255801	0.011205213799999999	-0.014545976499999997	-0.0438986623	-0.035647358999999997	-0.0093931899	-0.0008993744	-0.0021192572	0.1367882194	-0.0329505017	-0.0805030143	-0.053146234900000006	0.0852812268	-0.0764287714	0.0519175022	-0.1404895316	-0.0055125	0.2046765565	-0.11209095039999999	0.16234135019999998	0.057027950999999986	0.0739014722	0.014576545900000001	0.0603821371	0.22170125149999997	-0.1240637082	-0.07528610940000001	0.089522536	0.0543074692	0.0713406063	-0.0314934969	-0.0782877588	0.008832601800000001	-0.0446397609	0.018442303	-0.0750942338	0.1234072782	0.0052309761	-0.1089499435	0.0425613168	0.045965057000000004	-0.0522508662	-0.0490124738	0.011570956499999998	0.0871626156	0.0686068668	-0.1282645807	0.026558578700000002	-0.0750455724	-0.07073854	0.05467003	-0.0939308325	0.0190898449	0.0583200669	-0.0904237475	-0.0476032434	-0.1580100752	-0.09603748880000001	0.058752693700000004	0.0473789396	-0.1056056775	-0.0445011513	-0.0690475892	-0.0789464378	0.1016123872	-0.0759145477	-0.022155273599999997	-0.0157361173	0.1332121296	-0.0036237719	-0.0009116157000000001	-0.0550075073	-0.1103979288	0.0336357425	0.0548874002	0.040788089	-0.0795691332	0.1429989381	0.1477270256	-0.1749210592	-0.0373749992	-0.1681932827	0.006303063100000001	0.0085324657	-0.1616734983	-0.14531619810000002	0.029094874	-0.178961908	-0.0703171503	0.0656918655	-0.216083807	0.0235207986	-0.1511626782	0.11240926539999999	0.111041178	0.1087733526	0.0	0.0	0.0	0.0	0.0	5.46253e-06	3.7487099999999996e-06	2.9839234000900006e-11	1.4052826664099999e-11	0.046018300000000005	0.048758470000000005	0.0021176839348900005	0.0023773883967409004	-0.0119185	0.0118666	0.00014205064225000002	0.00014081619556	-4.41145e-05	3.82633e-05	1.4640801268900004e-09	1.94608911025e-09	0.000240691	0.00016014129999999998	2.5645235965689992e-08	5.7932157480999993e-08	0.0	0.0	0.0	0.0
