name	intensity-avg	volume
Left-wm-bankssts	97.9879	2540.3
Left-wm-caudalanteriorcingulate	100.8278	2678.5
Left-wm-caudalmiddlefrontal	96.9528	6191.0
Left-wm-cuneus	91.1724	2982.3
Left-wm-entorhinal	80.8935	919.5
Left-wm-fusiform	90.1849	6626.9
Left-wm-inferiorparietal	100.9044	8778.6
Left-wm-inferiortemporal	91.0751	6846.7
Left-wm-isthmuscingulate	100.3094	4031.1
Left-wm-lateraloccipital	91.4408	10817.6
Left-wm-lateralorbitofrontal	93.95100000000001	6997.3
Left-wm-lingual	86.214	6832.9
Left-wm-medialorbitofrontal	92.6549	3754.1
Left-wm-middletemporal	92.7578	6029.9
Left-wm-parahippocampal	89.9979	1493.5
Left-wm-paracentral	97.0057	3217.0
Left-wm-parsopercularis	97.51100000000001	4045.6
Left-wm-parsorbitalis	86.6044	908.1
Left-wm-parstriangularis	96.7089	3154.9
Left-wm-pericalcarine	87.7606	3972.2
Left-wm-postcentral	94.0378	6745.5
Left-wm-posteriorcingulate	99.5644	3783.8
Left-wm-precentral	96.2399	12647.0
Left-wm-precuneus	99.4173	8530.6
Left-wm-rostralanteriorcingulate	97.1154	2562.3
Left-wm-rostralmiddlefrontal	96.12100000000001	12133.8
Left-wm-superiorfrontal	94.1639	16039.4
Left-wm-superiorparietal	100.428	10404.7
Left-wm-superiortemporal	95.0091	7748.6
Left-wm-supramarginal	99.0857	7506.1
Left-wm-frontalpole	89.6274	310.8
Left-wm-temporalpole	77.4021	619.1
Left-wm-transversetemporal	95.4824	599.6
Left-wm-insula	92.34100000000001	9550.6
Right-wm-bankssts	98.6155	3236.6
Right-wm-caudalanteriorcingulate	102.6691	2678.3
Right-wm-caudalmiddlefrontal	95.3801	5425.9
Right-wm-cuneus	90.2488	2678.6
Right-wm-entorhinal	77.5479	753.6
Right-wm-fusiform	88.7395	6112.7
Right-wm-inferiorparietal	97.2501	12238.6
Right-wm-inferiortemporal	88.9601	5607.3
Right-wm-isthmuscingulate	100.10600000000001	3478.0
Right-wm-lateraloccipital	89.0547	11872.6
Right-wm-lateralorbitofrontal	94.3274	7158.6
Right-wm-lingual	86.6826	6663.6
Right-wm-medialorbitofrontal	95.6302	3899.0
Right-wm-middletemporal	90.6245	5675.8
Right-wm-parahippocampal	86.5501	1392.3
Right-wm-paracentral	93.6707	3685.4
Right-wm-parsopercularis	95.744	2923.4
Right-wm-parsorbitalis	87.0748	1276.7
Right-wm-parstriangularis	96.0398	4134.1
Right-wm-pericalcarine	86.2955	3395.3
Right-wm-postcentral	92.3407	6713.7
Right-wm-posteriorcingulate	100.1686	4353.8
Right-wm-precentral	94.2683	11638.7
Right-wm-precuneus	98.7123	9732.6
Right-wm-rostralanteriorcingulate	99.7564	1611.3
Right-wm-rostralmiddlefrontal	94.7099	14210.2
Right-wm-superiorfrontal	93.5829	16474.0
Right-wm-superiorparietal	98.8918	10133.8
Right-wm-superiortemporal	92.0108	6038.5
Right-wm-supramarginal	99.4	7666.0
Right-wm-frontalpole	89.81	427.2
Right-wm-temporalpole	78.3071	633.9
Right-wm-transversetemporal	92.1305	436.7
Right-wm-insula	90.8768	8276.1
Left-UnsegmentedWhiteMatter	99.3505	30369.4
Right-UnsegmentedWhiteMatter	99.8759	30330.9
