csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
31846.630859375	n/a	1014207897.093296	n/a	22102.5234375	n/a	488521542.3052368	n/a	22098.138671875	n/a	488327732.7614174	n/a	n/a	n/a	n/a	-0.0880716201	-0.0819923761	-0.0788523517	-0.2031176921	0.027286986000000003	-0.0752107661	0.028337214700000002	-0.0019728359	0.0923690142	-0.1262641726	0.0355100343	-0.0170052103	0.2164767413	-0.1341705986	0.026550268999999998	-0.0762500503	0.080116188	-0.226961828	0.1406267166	-0.0417163459	0.202051213	-0.0456005982	0.0110329502	-0.0664977321	0.0105088998	0.0669966397	-0.0678130888	0.15025092939999998	-0.24653249940000002	0.0367467219	0.1484481016	-0.0513265484	-0.10817536230000001	0.011577026	0.08342389139999999	-0.025194450400000002	-0.2066462373	0.1388895023	0.05000425309999999	0.1322700114	-0.0978687507	-0.016480729	-0.14729248220000002	0.0497742387	0.062976422	-0.0447563608	-0.0410049528	-0.0165674933	0.0667018271	-0.0618889275	-0.0752012771	0.0319167311	-0.21851088510000002	0.0389783404	-0.20817175100000002	-0.12058151630000001	0.267067079	-0.2588729319	0.2048668152	-0.016334671499999998	0.035211490899999996	-0.11715698140000001	0.0255559406	-0.12195311699999999	0.042048406399999995	-0.1676350257	0.0817471127	-0.0677337734	0.10399739570000001	-0.11333228779999999	0.0626342308	-0.08517970279999999	0.20284806239999997	-0.0558470966	0.17089340390000002	-0.0896866326	0.0027815529	-0.0064987689	0.053579111799999996	-0.0663893931	-0.020864386000000002	0.0870924694	-0.0720986424	0.0168844252	0.0605410504	-0.16264083029999998	-0.0877453719	0.1624667862	0.1113258673	-0.3002529345	-0.0067626077	0.11394838689999999	0.06403428559999999	-0.1340475873	-0.0665432136	0.0791555276	0.0050496605	0.0485070605	-0.11281769039999999	-0.0370097225	-0.0309436087	0.058507793899999994	0.0370890744	0.1217078847	0.1216831682	0.1216419777	-0.029894	n/a	0.0008936512360000001	n/a	-0.00045257	n/a	2.048196049e-07	n/a	-0.158272	n/a	n/a	0.025050025984	0.002574	n/a	6.625476e-06	n/a	-0.000459421	n/a	n/a	2.11067655241e-07	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31968.935546875	122.3046875	1022012840.0002481	14958.436584472656	22107.494140625	4.970703125	488741297.17776865	24.70788955688477	22183.736328125	85.59765625	492118157.47577286	7326.958755493164	2.0217080000000003	31.524315	0.27624562	0.024052251	-0.1317900643	0.0566467967	0.027137883199999997	0.1070260058	-0.10766543349999999	-0.0862900128	0.14033821230000001	-0.0817190181	-0.3569251707	0.039809767200000006	-0.0632119362	0.0536220799	-0.0614188168	-0.0545197316	0.0635799319	0.1058448162	-0.06788016549999999	-0.150765707	0.0006765502	0.1641964065	0.0710983174	0.024228741499999998	0.0104607604	-0.0750427555	-0.0384752861	0.0283764073	0.1389715579	-0.052718179500000004	-0.0053234358999999995	-0.1274389356	-0.0661966516	0.023307074599999998	-0.09922195710000001	0.0586052396	-0.1105271669	-0.05764673150000001	-0.10382661119999999	0.0484940436	-0.04348160349999999	0.12161415880000001	-0.07320957269999999	0.0046530714	-0.026758482200000003	-0.043553286	-0.0260446041	0.0340623783	0.152494029	0.1319807789	0.0492839824	-0.1310258788	-0.1086242794	0.0448542428	-0.35517652909999997	0.0763836022	-0.027286443599999998	0.1827252881	-0.1045539	-0.0177419524	-0.067272043	-0.0867361215	-0.0851888069	0.1970236582	-0.2770551377	-0.0025163162	-0.1335507865	0.040202333	0.0967885634	0.0811236942	-0.017331478799999998	0.1146941664	0.1059540139	0.031291837999999995	-0.0235920925	-0.1388791983	0.0577013657	0.0076208514	-0.024573936499999997	0.0148698152	-0.1238822381	-0.042197871399999996	0.125350556	-0.1823141304	-0.05474629860000002	-0.0855775677	0.0052260896999999995	0.025543382799999997	-0.07376367730000001	0.0017414165	0.044047419500000004	-0.0138708287	-0.107510689	0.1333018043	-0.0313778057	-0.0867677723	-0.1151482897	0.040992564	-0.031783061800000005	0.11756295800000001	0.11768017759999999	-0.08045270759999999	0.0146184706	0.0165902287	0.1216419777	0.12141962949999999	0.12104935019999999	-0.0245283	0.005365700000000001	0.00060163750089	2.8790736490000012e-05	0.0584453	0.05889787	0.00341585309209	0.0034689590905369	-0.0498926	0.1083794	0.011746094344359996	0.0024892715347600005	0.00146189	-0.00111211	2.1371223721e-06	1.2367886520999995e-06	0.000107485	0.0005669059999999999	3.2138241283600013e-07	1.1553025225e-08	0.000393037	0.000393037	1.54478083369e-07	1.54478083369e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31927.462890625	-41.47265625	1019362886.6322364	1719.981216430664	22085.552734375	-21.94140625	487771639.58285904	481.4253082275391	22078.25390625	-105.482421875	487449295.5488434	11126.54132461548	1.86577	29.092793	0.15591958	-0.24457652100000002	0.0148123244	-0.2312530778	-0.1566135599	0.059069208899999996	0.1104284253	0.0841546234	0.0575893242	0.15966667240000001	-0.072591205	0.0152851825	-0.17436842670000002	0.016226990900000002	-0.1109182523	0.053145006200000004	-0.0017904974	0.1828400106	-0.1519942191	0.1819913131	0.0342613264	0.0250260689	-0.021205686499999998	-0.0622158288	0.052620283600000005	0.0210720927	-0.0992727488	0.0335889676	0.1703149118	0.1633578161	-0.10185559570000001	-0.010106675	-0.1418266513	-0.007328372099999998	0.1293333851	0.08513621449999999	0.09501418869999999	0.2162878499	0.1267622296	0.043243505999999994	-0.05948983400000001	0.0575148465	0.0495034485	-0.0115470628	-0.0161999088	0.0805640604	0.0398804542	0.0757193405	-0.0572471367	-0.18899499079999998	-0.23947206989999997	-0.0014362505	0.182786206	-0.1501485416	-0.0355394759	0.1303681377	-0.16207537619999998	0.1966265524	-0.0581874554	0.1382691915	-0.051786024800000004	0.0706688093	0.018881063400000002	-0.040800680299999996	-0.028566841200000002	-0.0216435989	-0.1414792376	0.18042988699999998	-0.0779047574	-0.0230979929	-0.0818813989	-0.0034941382	-0.1315994975	0.1014609911	0.1052676883	-0.005376194	-0.16517263810000002	-0.036206563	0.0282279178	-0.0234709036	-0.22472005920000002	-0.041180703900000004	0.1263304528	0.0557967505	-0.1541599923	-0.2405592191	0.0397323254	-0.0458180641	0.076676811	-0.0703860428	0.0678977692	0.11983960460000001	0.046973661900000005	-0.0492623184	0.0028244621000000003	0.0059895496	-0.16011062380000002	0.0181388575	-0.0025023528	-0.0039038075	0.0263182446	0.0376732548	-0.0253265596	-0.1026301597	0.1215101995	0.120893123	0.1198669825	-0.0215807	0.002947599999999998	0.00046572661249	8.68834575999999e-06	0.00478142	-0.05366388	2.28619772164e-05	0.0028798120166544	-0.107552	-0.057659399999999986	0.003324606408359999	0.011567432704	0.00194942	0.0004875300000000001	3.800238336400001e-06	2.376855009000001e-07	0.000316419	0.00020893400000000006	4.365341635600002e-08	1.00120983561e-07	0.000256527	-0.00013651	6.5806101729e-08	1.8634980100000003e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31626.384765625	-301.078125	1000228213.3433572	90648.03735351562	22092.587890625	7.03515625	488082439.7049903	49.49342346191406	22000.72265625	-77.53125	484031797.39723206	6011.0947265625	1.204183	18.776714	0.10371683	-0.1372440034	0.0043809884999999995	-0.026602985200000002	-0.2489782529	-0.0754542118	0.0813512954	-0.11188815710000001	-0.0200864375	0.1917911109	-0.046409199400000004	0.0054344001	0.0416150267	-0.0634300591	-0.0761441998	-0.0294741489	0.0029593545	0.0034293551000000003	0.11028921	0.029192983	0.0523491506	-0.1198053508	-0.0019730371	0.09140370519999999	0.17049254100000005	-0.0167052642	0.1450207659	-0.0023225173999999998	0.0535074091	-0.0544381288	0.0325137128	-0.0043517743	-0.0008378902000000001	-0.0432066155	0.0001101451	0.0697101132	-0.0768008805	0.1367126336	0.0343770533	0.0172365788	-0.0166737208	0.1737597232	0.036305394500000004	0.1664746435	0.1199508214	-0.0422892238	0.10124668199999999	0.0746917348	-0.15352661369999998	0.0188461025	-0.15067509910000002	-0.028344024	0.06908985200000001	0.0881392782	0.1401656901	0.25964927239999996	-0.13706104730000002	0.08757084550000001	0.0130273383	0.2380688695	0.14108297960000002	-0.0333725505	-0.0386327084	-0.12193003289999994	-0.1167499304	0.1140748971	-0.064743295	0.06632713259999999	-0.08121223	-0.0307232621	-0.0598057563	-0.09467898150000001	-0.0605570822	-0.1039266774	0.0967139159	-0.0649750992	0.0103147958	-0.0342396775	0.0078596689	-0.06259897240000001	0.11939141730000001	-0.09162829550000001	-0.0651309875	0.0379847322	0.1168016351	-0.0475957013	-0.0037569071000000003	-0.0453768247	0.0778396003	-0.048509982300000004	0.1105724891	-0.0375686435	-0.055680703899999996	0.1555291768	0.0377218025	-0.0496728039	-0.0615838012	0.0838147278	0.058575373099999994	0.0313976939	-0.0563186045	0.12306033279999999	-0.0661941558	0.0600331643	0.1213126213	0.12010478890000001	0.1181006348	-0.0172451	0.004335600000000002	0.00029739347401	1.8797427360000022e-05	0.0225257	0.01774428	0.0005074071604900001	0.00031485947271840003	-0.0479299	0.05962209999999999	0.003554794808409999	0.0022972753140100004	0.00168062	-0.00026880000000000003	2.8244835844000007e-06	7.225344000000001e-08	0.000407384	9.096499999999998e-05	8.274631224999997e-09	1.65961723456e-07	0.000337059	8.053200000000002e-05	1.13608769481e-07	6.485403024000004e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31590.60546875	-35.779296875	997966353.8822174	1280.1580848693848	22036.98046875	-55.607421875	485628508.18006897	3092.1853675842285	21937.82421875	-62.8984375	481268131.4527741	3956.2134399414062	1.264253	19.713392	0.1092004365	-0.163032315	0.1497595042	0.1157346834	-0.0051717967	0.056777758399999996	0.1766075936	0.0097880728	-0.1780855096	0.2310333612	-0.0792493363	-0.0636366932	0.0548161195	-0.0765539621	-0.0301055502	-0.0381475831	0.081452384	-0.04549820190000002	0.0362714643	0.017653238	0.0572488748	0.0912454565	-0.0658262151	0.0159866563	-0.040869568700000004	0.050516330899999996	0.0358176391	-0.1716287561	-0.18512611280000002	0.0172018335	0.053536649699999994	0.024551103300000002	-0.0824544053	0.0147596623	0.0366987568	-0.0964746029	-0.0152372672	-0.17654896239999998	0.0961839479	-0.0156187329	0.007981276899999999	0.0242352796	-0.0426711152	0.1570728851	-0.2174870031	0.0599043979	-0.0898399251	-0.030981124900000007	-0.0816927671	-0.1502706352	-0.20203070690000002	0.0726160117	-0.11094827289999999	0.0952819084	0.1121291013	0.1468523119	0.0030203505	-0.040159575	0.0981471173	-0.0004997145999999999	-0.0203425373	-0.0162749357	0.0060450026	-0.28998049239999996	-0.1326432323	0.0384757678	0.00010940840000000001	0.0503441408	-0.0324223281	0.0154192979	0.1031104335	0.0111884705	-0.0441899943	0.11264712560000001	-0.1106682817	0.1024311009	0.0635609704	0.0500590505	0.1383867197	-0.0496432044	0.1129263244	0.0084286672	-0.11120125269999999	-0.0917170708	-0.0164422467	-0.0180661757	0.0430710933	0.0217816179	-0.014349576299999996	-0.1008265235	-0.1492588008	0.0538527128	0.0245786662	0.033463366	0.047535416399999995	0.0299850677	0.0898527731	0.1579410929	-0.1170398316	0.1268813491	-0.1571488383	0.0786686799	0.0315946177	-0.18646642230000002	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.0113544	0.0058907	0.00012892239935999994	3.4700346490000005e-05	0.034287599999999994	0.011761899999999995	0.0011756395137599994	0.00013834229160999988	-0.000366171	0.047563729000000006	0.002262308316385441	1.3408120124100002e-07	0.0012672400000000006	-0.0004133799999999994	1.6058972176000016e-06	1.7088302439999952e-07	0.00028601900000000004	-0.00012136499999999995	1.4729463224999992e-08	8.180686836100003e-08	-7.87815e-06	-0.00034493714999999996	6.20652474225e-11	1.1898163745012253e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31530.1015625	-60.50390625	994147304.5415651	3660.722671508789	22037.8046875	0.82421875	485664835.444397	0.6793365478515625	21941.931640625	4.107421875	481448364.12186056	16.870914459228516	1.315851	20.517952	0.0735196815	-0.0386094096	0.2246729921	0.0938659986	0.073315874	-0.0129543357	0.1290404164	0.12093487259999999	-0.1743626075	0.0379521837	0.035945276899999996	0.13120323279999999	0.0516959225	-0.0328193219	0.06255367	-0.11583470550000001	0.0187527829	0.0004231199	0.029123442599999997	-0.029762425099999996	0.1536973681	-0.1191078149	0.044412635	-0.016425544099999998	-0.051023263	0.0966458597	0.0073511597	0.0641099828	-0.1624862744	-0.128474996	0.054848180700000006	0.071508645	0.0372407571	-0.06496471849999999	-0.0174527727	-0.1197311709	0.0702046691	0.0594779243	0.1412437555	0.0899845715	0.036018013700000004	0.0278047504	-0.0120088203	-0.2670947018	-0.0171796597	-0.1315657418	0.0106887146	-0.0832703705	-0.0288580586	0.020753681200000002	-0.061545445	0.18053032600000002	-0.0950560856	-0.0024740594	0.1255555639	0.22378800350000005	0.18907359780000002	0.022050717799999998	-0.0667706984	-0.06830352719999999	-0.0365844589	0.09897548630000001	0.1057509411	-0.1850475327	0.0083428494	0.0997362025	0.0415864611	-0.00231715	0.1417144632	0.017139779299999998	0.0195692323	-0.050188042599999996	0.019777423	-0.0485268791	-0.0393875902	-0.0988042499	-0.11575904279999999	-0.029995286099999997	0.0913532197	-0.0254994307	0.0253302008	0.0751326721	-0.0923023285	0.0612353438	0.0005272508999999999	0.0029928833	-0.0298210881	-0.033975285200000004	0.0754028816	-0.0360787832	-0.1183930718	-0.0619371896	-0.1804686718	-0.056101088	0.1559006346	0.1535975094	0.0701367849	-0.0013508979	0.0625454813	-0.23765662899999998	-0.1807957966	-0.13494935859999999	-0.09634759820000001	-0.0830891403	0.1207205288	0.11775003070000001	0.11285322490000001	-0.00897765	0.0023767499999999987	8.05981995225e-05	5.648940562499994e-06	-0.0118606	-0.046148199999999986	0.00014067383236	0.0021296563632399994	-0.000380695	-1.4524000000000024e-05	2.1094657600000077e-10	1.4492868302500002e-07	0.000948164	-0.0003190760000000007	8.990149708959999e-07	1.0180949377600047e-07	0.000265307	-2.0712000000000038e-05	4.2898694400000174e-10	7.0387804249e-08	0.00015193799999999998	0.00015981615	2.3085155843999998e-08	2.5541201800822497e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31418.25390625	-111.84765625	987106678.5175934	12509.898208618164	22063.740234375	25.935546875	486808633.12997824	672.6525917053223	21965.5546875	23.623046875	482485592.7295532	558.0483436584474	1.2976740000000002	20.234524	0.039451485	0.1459003166	0.1607147674	0.1949165219	-0.0173079229	-0.12196270880000001	-0.037058175299999996	0.0114430869	-0.1643031723	0.0188650522	-0.0230329994	0.1140123783	0.151216524	-0.0796172637	0.0337742223	0.0694246515	-0.0523044451	-0.0047147798999999995	0.0419335142	-0.0242877413	0.0696279814	0.09605160789999999	-0.0827458581	0.0165955356	-0.0759921195	0.1785001773	0.0221512301	-0.012297481200000002	-0.0032522883	-0.1114301167	-0.18481457839999998	-0.008072987299999999	0.0210664498	-0.0644433379	-0.10617785140000001	0.0651262535	-0.1716928415	-0.0765338491	-0.0782763348	-0.07177436820000001	0.034857929700000005	-0.0710249083	-0.007109765	0.15625405679999999	-0.0124183412	0.1411622115	0.0571384664	0.0982580138	0.0052016645000000005	0.08906381039999997	0.11371563539999999	0.1920954859	-0.140106489	-0.022971347000000003	0.2643501746	0.1552135804	-0.0797166887	0.0876558	0.0783859001	0.0122951344	0.09940327550000001	0.0449276875	-0.0575705353	-0.0991709507	-0.061034988	0.10012153539999999	0.1434672955	0.015730854	0.06479685290000001	-0.030495164100000006	0.0435293148	-0.0004067569	0.10433188300000001	0.080167481	-0.1475134925	0.0786293945	-0.046991797300000006	0.0820219935	-0.009961958100000001	-0.0696366687	0.059311257	-0.1195077923	0.018180723200000002	0.057769100199999986	-0.1464458566	0.1556995271	0.0181315971	0.0509061145	0.0706359178	0.1981037353	0.1165993927	-0.19274995579999998	0.0703423376	0.11015694460000001	-0.040797036200000004	-0.0571175768	0.0058638061	0.0040981792	-0.10423525630000001	0.048941958499999993	0.0492466388	0.0798424829	-0.0118393621	0.0408421327	0.120326335	0.1161887065	0.1093977275	-0.0109965	-0.0020188500000000013	0.00012092301225000005	4.075755322500003e-06	-0.00302663	0.00883397	9.160489156900004e-06	7.80390259609e-05	-0.00758756	-0.007206865	5.1938903128225e-05	5.75710667536e-05	0.00111837	0.00017020600000000008	1.2507514569e-06	2.8970082436000036e-08	0.000485039	0.00021973200000000002	4.8282151824000004e-08	2.3526283152100002e-07	0.00011404000000000005	-3.7897999999999934e-05	1.3005121600000012e-08	1.4362584039999945e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31652.69140625	234.4375	1001892873.2592926	54960.94140625	22053.984375	-9.755859375	486378226.81274414	95.1767921447754	22071.134765625	105.580078125	487134989.84238046	11147.152896881104	1.712106	26.696726	0.11850879	0.21582737429999999	0.0034630098	0.18542546629999998	0.10043565869999999	-0.04818394769999999	-0.1110724008	0.0056852472	-0.2415505343	-0.0927928313	-0.14411723099999998	-0.0853496758	0.1230727012	0.1269405452	-0.0265547016	0.0504229976	-0.0917413627	-0.08620860550000001	0.053446798	-0.012758765	-0.0158068241	-0.0248405668	0.0969169675	-0.1659484127	0.0970552581	0.0046430238	0.1499080208	0.0544703215	-0.0823695758	0.0571712639	-0.10125271849999999	0.0959503343	-0.0757892669	0.1152192378	0.0997185988	0.0135925331	-0.066244296	-0.12337635529999999	0.0251888899	-0.0598653817	-0.1708811694	0.0884492152	0.0431055908	-0.056748792	0.0645524146	0.0691199568	-0.005680571800000001	0.08544633509999999	-0.011061833	-0.0977401026	0.22918233829999998	0.0805173562	-0.20475694789999999	-0.06243887	0.0737358843	0.049276891100000005	-0.0656830566	0.06475995309999999	-0.0039383335	-0.0848331991	0.0162558271	0.0445234919	-0.091305419	-0.1413214861	-0.1008052954	-0.058103487599999996	0.0169294652	-0.1071282928	0.0092766021	0.0912295713	-0.0337384629	0.087441304	0.2231810095	-0.1596032597	-0.0223790573	0.17886563800000002	0.140320743	0.0502640839	-0.008854741800000001	-0.024586991800000003	-0.0141571841	-0.0370496487	-0.0655207449	0.148273534	0.11904863619999999	0.0045207747	0.0551462476	0.1150331841	-0.057440185899999996	-0.06322196969999999	-0.1287894529	0.06614786980000001	0.0570783003	0.0384525706	-0.0734485882	0.0699834134	-0.0980631053	0.0338451904	-0.0359389784	-0.0297892042	0.025812779100000002	0.0923656855	0.1283092683	0.11616961320000001	0.1198669825	0.1143757435	0.10540925529999999	-0.0082649	0.002731600000000001	6.830857201e-05	7.461638560000003e-06	0.0862416	0.08926823	0.00743761357056	0.0079688168873329	-0.00040596	0.007181600000000001	5.157537856e-05	1.6480352160000006e-07	0.000933082	-0.00018528800000000006	8.70642018724e-07	3.433164294400001e-08	0.000505086	2.004699999999998e-05	4.018822089999992e-10	2.55111867396e-07	-6.71722e-05	-0.00018121220000000005	4.512104452839999e-09	3.2837861428840014e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31586.84765625	-65.84375	997728944.8591461	4335.3994140625	22088.849609375	34.865234375	487917277.06558615	1215.5845680236814	22107.53125	36.396484375	488742937.96972656	1324.7040748596194	1.529498	23.849329	0.14445322	0.0754590864	-0.0363472287	-0.0825366748	0.049137476900000004	-0.0239693813	-0.0068283832	0.0942101525	0.007514414699999999	-0.1185296469	0.0717500744	-0.1744236885	-0.096183128	0.0394679972	-0.050874280099999995	0.0158354655	0.0321120265	-0.0675073439	0.01560033	-0.22583307940000005	0.1013464783	-0.0435398281	-0.0098234046	-0.0960535942	0.0840596743	0.052348819500000005	0.0660525145	0.1165793492	0.0804814858	-0.043862236	0.035215416299999996	0.0363834153	0.0869067833	0.05244578900000001	-0.11961557980000001	-0.0271302686	0.0442165949	0.0408214425	0.0390221536	-0.11339457720000001	-0.0598619271	-0.040875397	-0.12139194589999999	0.06920889870000001	-0.0402138037	-0.0295974133	-0.1588508191	0.0944338691	0.08412580310000001	-0.0854913833	0.09401150720000001	-0.011118426399999999	0.0657066132	-0.062017314800000015	0.00035450360000000003	-0.0853233708	-0.0367093724	-0.0270496495	0.077304369	-0.0315916557	-0.0125665855	0.0759788698	0.13988543720000002	0.0354973692	0.0735229729	-0.16968178109999998	-0.0836340339	0.0084467308	-0.0273634202	-0.0010114109	0.0694054677	0.0870986041	0.1475691946	-0.15627104349999998	-0.021121413199999998	-0.1095035956	0.1128930358	0.0411442491	-0.0212378018	0.0883439501	-0.06121541780000001	-0.1636343525	-0.1217926983	0.0014957421	0.0704844688	0.0176245433	-0.100863921	-0.1335620108	-0.0045088446	0.061930532999999996	0.0564499713	-0.023958870400000002	-0.0323005773	-0.10986626599999999	-0.054141740300000005	0.0720869004	-0.0955127473	-0.0667984595	-0.218150139	-0.006655294	-0.1985590728	-0.110335462	-0.0911551297	0.08563954550000001	0.11934271980000001	0.112315068	0.1009072399	-0.0154908	-0.007225899999999999	0.00023996488464	5.221363080999998e-05	0.00144452	-0.08479708	2.0866380304e-06	0.0071905447765264	-0.0192644	-0.01885844	0.00035564075923360004	0.00037111710736	0.000599868	-0.000333214	3.598416174240001e-07	1.1103156979599998e-07	0.00016686400000000002	-0.00033822199999999995	1.1439412128399994e-07	2.784359449600001e-08	-6.71722e-05	0.0	4.512104452839999e-09	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31643.8046875	56.95703125	1001330375.1006471	3244.103408813477	22074.48828125	-14.361328125	487283032.87904364	206.24774551391602	22106.486328125	-1.044921875	488696737.7755776	1.0918617248535156	1.06663	16.631864999999998	0.06353903	0.1547379663	-0.071343104	0.0429020936	0.13858214929999998	0.0028376665999999997	-0.142696412	0.046824610700000005	0.023401772799999998	-0.1312203301	0.0265967104	-0.19161306530000002	-0.0425778058	-0.1580374425	0.0090884314	0.0254488104	-0.054416622000000005	-0.08165775269999999	-0.0956597624	0.0361625061	0.0049010046	0.10411339210000001	0.005621409	-0.10564550710000001	-0.1093132877	-0.09476892460000001	-0.0808485133	0.0597804676	-0.1360226869	-0.058198114400000014	0.1344738952	0.0546660634	0.0380143895	-0.0653933805	0.0181279689	0.0907527167	-0.090663793	0.1232344029	-0.0174894062	-0.0104738756	0.0296984245	-0.126593967	0.2651875225	-0.0180298157	0.0194991311	-0.1254184252	0.0724957587	0.022277303199999998	-0.022557810600000002	-0.1014131013	0.1810445915	-0.039150445	-0.0219120737	0.026307582599999997	0.0170535314	-0.0344789632	0.052660166200000004	-0.053638140300000005	0.0525005575	-0.12473420199999999	-0.049866814	0.056747741399999996	-0.0781181345	0.1621154098	0.041157125600000004	-0.1933603518	0.1999615677	0.0528186004	-0.0686975529	0.0387280369	0.1146783233	-0.039977555	0.017316469299999998	0.0177618203	-0.1101765655	-0.0042105223	-0.0179648877	0.0080276169	-0.0088279301	0.1321313227	-0.1029605433	0.1286345709	-0.0480527875	-0.032672362	0.15408763539999998	0.06411301230000001	0.032973535899999996	0.0100828843	0.10581338369999999	0.046933165199999995	0.0506613465	0.0095521605	0.024360892599999996	0.0976214066	0.028181020499999997	0.0763391705	0.0349725446	-0.155339595	0.0698931315	-0.09002853179999999	0.0621590364	-0.013334905900000001	-0.0682929575	-0.0547172469	0.11875383099999999	0.1100111431	0.0959136145	-0.0185423	-0.003051500000000002	0.00034381688929	9.311652250000012e-06	0.044773	0.04332848	0.002004621529	0.0018773571791104	-0.0276367	-0.0083723	7.009540728999997e-05	0.00076378718689	0.000775603	0.000175735	6.015600136090002e-07	3.0882790225e-08	0.00016686400000000002	0.0	0.0	2.784359449600001e-08	-6.71722e-05	0.0	4.512104452839999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
