csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	a_comp_cor_102	a_comp_cor_103	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02
39425.93359375	n/a	n/a	1554404239.7387848	24752.837890625	n/a	n/a	612702983.6395607	25219.08203125	n/a	636002098.4989166	n/a	n/a	n/a	n/a	-0.0579444877	1.0889300000000001e-05	-0.1004338441	0.039622827400000005	-0.2576582095	0.0311393108	-0.0844744517	0.17138527190000002	-0.19356247420000008	-0.12391916359999999	0.0930871966	-0.128486511	0.0005142391	-0.0111553224	0.1598205753	-0.108271403	0.1327496223	-0.2644437523	0.0709265357	-0.047409537599999996	0.06462495389999999	-0.0370766035	0.1355094925	-0.0684143047	0.003347154	-0.0994622609	0.044417744599999996	-0.0116628531	0.136437792	-0.051227616100000005	0.0748019879	0.17302149600000002	-0.19428060789999999	-0.0949560743	0.0639814742	0.0612075666	-0.1288866068	-0.0323473719	-0.1211663857	0.0980395177	0.0175178079	-0.2565349884	-0.10004949960000001	0.0269154138	0.06949084900000001	0.0273641054	-0.1161190011	-0.0449079088	0.1199432155	0.009583305799999999	-0.0557117894	0.0635116899	-0.200393958	0.1344584904	-0.0647864516	0.350076445	-0.1374559625	0.0657671915	-0.0878725757	0.10513549330000001	-0.0191849555	0.0228431482	-0.0301443434	-0.19538634100000002	0.1914054543	-0.0782103208	0.0773116212	-0.1627185968	0.1926315775	-0.012595251000000002	0.05676764190000001	-0.178442015	0.1334112786	-0.1360669076	0.055722718899999996	-0.110123684	0.0595606778	-0.0937489615	0.042917608499999996	-0.052262417900000004	0.0751876225	-0.08815773699999999	0.2181458656	-0.08706430710000003	0.17572910879999998	-0.0742452479	0.0804354374	0.1321820635	-0.0465583905	0.0318723416	0.0346073675	0.0505834084	-0.17589061050000002	-0.0039122218	0.1136073695	0.0540248759	-0.010265799	-0.0110654125	-0.1037667934	0.0137301019	0.0757710512	-0.06549309589999999	-0.0923082675	-0.0997412532	0.1480145716	0.1242152816	0.0384767631	-0.1224543883	0.1217078847	0.1216831682	0.1216419777	0.105637	n/a	0.011159175769	n/a	-0.0320707	n/a	n/a	0.00102852979849	0.07125189999999999	n/a	n/a	0.0050768332536099995	0.000270793	n/a	n/a	7.332884884899997e-08	-0.0011116	n/a	1.2356545599999998e-06	n/a	0.00219287	n/a	4.8086788369e-06	n/a	0.0	0.0	0.0
39136.48828125	-289.4453125	83778.58892822267	1531664714.9884186	24726.275390625	-26.5625	705.56640625	611388694.6930275	25151.470703125	-67.611328125	632596478.5301553	4571.291690826416	1.117349	16.961344	0.04795004999999999	0.023241491	-0.0545148709	-0.0903744231	0.1472333364	-0.2463974603	0.0571692566	-0.0814581768	0.1372898156	-0.24234624559999998	-0.1460983775	0.009529219399999999	-0.0971233324	-0.061273203	0.050848515999999996	0.0736243899	0.12224525509999999	0.0712964105	-0.0139431418	0.1872107269	0.10966082560000001	-0.0183212141	-0.0176942291	-0.1766551777	0.0628031876	0.0012783458	0.017961764499999998	-0.0068731697	-0.0828221978	0.0467987674	0.061098981	-0.0924994834	0.00044935440000000004	0.1155627579	0.013747656799999999	0.0097273436	-0.0029511752000000004	-0.055339066299999996	0.125387693	0.176086109	0.034748816099999996	-0.1129208257	0.0815784963	-0.0655827824	-0.0037058446	0.0791871153	0.0271580031	0.1135920694	-0.053517927	-0.0094615909	0.006092240200000001	-0.032697222799999995	0.0448562529	-0.20006388030000002	0.2033596003	-0.000915346	0.20213618940000005	-0.1350955354	-0.020533995700000002	-0.0079278471	0.1096915176	0.0229531395	-0.0885023251	0.024160186400000002	-0.2027257926	0.1761374174	-0.1164032184	0.0005427658	-0.1823164935	0.1343676929	-0.0927406322	0.14620867199999998	-0.1698710486	-0.1581501757	-0.0225279673	-0.0486201333	0.1639154774	0.121774627	0.1049521794	-0.1317113468	0.1088796203	0.0204867831	-0.0551607576	0.0129073452	-0.0802111935	-0.11360456140000001	-0.1077388266	0.0825525885	-0.08841799689999999	-0.0324764122	0.0615100906	0.0980113741	-0.11673909960000001	0.06618372730000001	0.038177425200000004	-0.056915406200000004	0.090806073	-0.039401223	-0.005238422800000001	0.052947727699999995	-0.046659999900000006	0.0398368867	0.080010113	-0.040980543599999995	-0.0659003732	0.0147174381	-0.021798260299999997	0.054617722300000004	0.0334719051	0.1216419777	0.12141962949999999	0.12104935019999999	0.100171	-0.005465999999999985	0.010034229241000002	2.9877155999999836e-05	-0.0356256	-0.0035549	1.2637314009999997e-05	0.00126918337536	0.08327239999999997	0.012020499999999977	0.0001444924202499994	0.006934292601759995	0.0	-0.000270793	7.332884884899997e-08	0.0	-0.00114456	-3.2960000000000064e-05	1.3100175936e-06	1.0863616000000042e-09	0.00195845	-0.00023441999999999994	3.8355264025e-06	5.495273639999998e-08	0.0	0.0	0.0
39056.66015625	-79.828125	6372.529541015625	1525422702.5608065	24736.791015625	10.515625	110.578369140625	611908829.7507057	25122.875	-28.595703125	631158848.265625	817.7142372131348	1.1515	17.479751999999998	0.11996755	0.0335867367	-0.1293614217	-0.0447197286	0.1924010045	-0.17856123	0.0815340934	-0.1194294893	0.1710836987	-0.1390354936	-0.1082617633	-0.0689893053	-0.0997576676	-0.1400533782	-0.0230028459	0.056751095599999996	-0.09549856550000001	-0.0791603894	0.0590500638	-0.15434572119999998	-0.0400746857	-0.0716868387	0.0665278155	-0.0658232122	0.0417146455	0.0379637356	0.0588755531	-0.0713257699	-0.030035697799999997	-0.092467529	-0.1038895739	-0.12040247429999999	0.008856378100000001	-0.1297960142	-0.0529269541	-0.1174809584	-0.0337666099	-0.2082846695	0.0259320891	-0.0437010498	-0.1682545769	0.0602015437	0.0125771701	0.0700064314	0.029558027599999998	-0.10440884240000001	0.029825252599999998	0.051623565999999996	0.0877897284	-0.0776677522	-0.011470307800000001	-0.0466150292	-0.0257428747	-0.20463901420000002	0.21279204100000002	0.0230340848	0.097762863	-0.2245799561	-0.0793199513	-0.0632416139	-0.0484020729	0.053309910700000004	-0.0400186954	-0.0179058294	-0.16361788619999998	0.19657047519999998	-0.1120479147	0.11075890099999999	-0.1095005742	0.04764146019999999	-0.016949419	0.14705672460000002	0.0719768752	0.0381947024	0.2155508241	0.10711187470000001	-0.058176679	-0.0097445369	0.07859401490000001	-0.05063538769999999	-0.09010321460000001	0.042304649400000005	-0.0636923274	-0.0221995206	0.008766789799999999	0.171674595	0.0085952838	-0.0160728319	0.0247568351	-0.024629139900000003	-0.1901760489	0.0051579995000000005	-0.0231824017	0.14916264710000002	-0.0211143369	-0.027551795299999998	-0.111753639	-0.0085986672	0.0095282757	0.14753247960000002	-0.0208271585	0.0151307248	0.0246492317	0.0534347455	-0.046265616399999994	0.0455625535	0.009787371500000001	-0.0313595617	0.042217897000000004	0.1215101995	0.120893123	0.1198669825	0.0790695	-0.02110150000000001	0.0062519858302500005	0.0004452733022500004	-0.07651829999999997	-0.04089269999999997	0.0016722129132899974	0.005855050234889995	0.08473739999999999	0.0014650000000000216	2.146225000000064e-06	0.007180426958759999	0.000603052	0.000603052	3.63671714704e-07	3.63671714704e-07	-0.0008762349999999997	0.00026832500000000025	7.677877752249995e-07	7.199830562500014e-08	0.00169966	-0.0002587900000000001	2.8888441156e-06	6.697226410000003e-08	0.0	0.0	0.0
39112.00390625	55.34375	3062.9306640625	1529748849.5625153	24719.71484375	-17.076171875	291.595645904541	611064301.9563142	25191.65234375	68.77734375	634619347.8083649	4730.323013305664	1.621768	24.618408	0.10867119	0.2357495113	-0.0177493118	0.0722292559	0.0173681498	-0.1548133168	0.2900233115	-0.050666737999999996	0.0647700955	-0.1285027019	0.017721351	0.0986250194	-0.0546494511	-0.09854131990000001	-0.0558035153	-0.057435827599999996	-0.053184221100000005	-0.0111796764	-0.0573285767	0.047081886600000004	-0.2375651458	0.0452309495	-0.07671332900000001	-0.025360989	-0.1219091383	-0.0416261129	0.0492745692	-0.15978194199999998	-0.0287265462	0.0787964423	0.18276988530000002	-0.0851433649	-0.1860333323	0.051864514800000004	-0.025511402599999997	0.0205476084	0.1298416414	0.3045149848	-0.0721559001	0.0364455334	0.0691460217	0.037164743199999996	0.012865651499999999	-0.0437803075	0.0683554695	0.0220116141	0.0518175949	-0.010402086	-0.0076704875	-0.0538299331	-0.1009577366	0.22730504140000002	-0.0828206348	-0.18165341920000005	0.081561147	0.0255485144	0.19730319370000002	-0.07600267179999999	0.12263362679999999	-0.0701416696	-0.0319109756	0.100403332	-0.0271654025	-0.1979979036	-0.1423091001	0.1943264573	-0.1493669312	-0.0250586296	-0.1249584355	0.013216998600000002	-0.0410699006	0.058094612300000015	-0.0016905724	0.011407406699999999	0.0055176584	-0.11706658939999999	-0.20112487350000002	0.1855558077	0.1770987571	0.1523632563	0.0412818818	0.06591390400000001	0.0557988846	-0.1068252284	0.053283138099999995	-0.0957942093	0.0706087539	-0.1442992128	-0.07625788230000001	0.06663962309999999	-0.0099670475	-0.1051212581	0.0667952017	-0.0735211269	0.0099449034	-0.0409281488	0.0153539903	0.0522450939	-0.0122986356	-0.1346635929	-0.0093163634	0.0862410547	-0.033557113300000004	-0.0783273556	0.050582408499999995	-0.10287449109999999	-0.0518232124	-0.087273327	-0.07321817580000001	0.1213126213	0.12010478890000001	0.1181006348	0.06584119999999999	-0.013228300000000012	0.004335063617439999	0.0001749879208900003	-0.0665666	0.009951699999999966	9.903633288999932e-05	0.00443111223556	0.0981385	0.013401100000000013	0.00017958948121000036	0.00963116518225	7.16462e-05	-0.0005314057999999999	2.8239212427364e-07	5.13317797444e-09	-0.000149279	0.0007269559999999997	2.2284219840999998e-08	5.284650259359995e-07	0.00151622	-0.00018344	2.2989230884e-06	3.3650233599999995e-08	1.0	0.0	0.0
39039.82421875	-72.1796875	5209.907287597656	1524107875.030899	24759.025390625	39.310546875	1545.3190956115725	613009338.2936134	25264.873046875	73.220703125	638313810.0747107	5361.271366119385	1.565002	23.756708	0.18531001	0.0803041321	-0.0320573782	0.14346187230000002	0.0196756796	-0.1073534866	0.1040467632	-0.0909807686	-0.0673396812	0.014973643	0.1321389974	0.06281957269999999	-0.11234584119999999	0.0632924647	0.0370878145	0.0483071329	0.07158262160000001	-0.0288832619	0.09135883339999999	0.0797809786	0.1490074477	-0.047925349299999996	-0.1138253786	0.1067064731	0.1451318006	0.039472208700000004	0.0655056153	0.0453264947	-0.058034128899999995	0.055666764199999996	-0.1077491184	0.0255987252	-0.1878169009	0.18124758800000002	-0.048686639000000004	-0.0413565067	-0.0266200105	0.044372920700000006	-0.1432652432	0.009673169	-0.2336339756	-0.0752854691	0.0788783777	-0.0370912874	-0.0498340184	-0.1277234984	-0.0779043128	-0.0487908589	-0.1371460239	0.0061502034	0.1148848788	0.071984572	-0.0806840649	-0.0727920593	-0.12289490789999999	0.0882596357	0.0432289749	-0.1021847164	-0.1803833498	-0.09266620310000001	0.073357369	0.0095277641	-0.1205849632	-0.028648786800000006	-0.1337388212	-0.0094920502	-0.0837613807	0.0153832883	0.0083554005	-0.036862370400000004	0.053741611200000004	-0.0697830643	0.0530868308	-0.13391447480000002	-0.007348913100000002	-0.0757213189	0.1475380592	-0.0708875523	0.019032543500000002	0.0604561054	-0.15104036880000002	-0.1048096194	0.0365563188	0.0136111553	-0.0234527371	0.0012149876	-0.0185613271	-0.0977583178	-0.0628715257	0.271020684	0.1062265385	-0.0552573066	0.0333750793	-0.08994549210000001	0.13018738470000002	0.0853556969	0.055550806900000006	-0.1622228891	0.0357365212	0.0115664054	0.1198745752	-0.0122373979	0.0068700021	0.1298117282	-0.108125229	-0.11110654439999999	0.1066679423	-0.0955108609	0.17001578609999998	0.12104935019999999	0.11905633460000001	0.11575891279999999	0.051993100000000014	-0.01384809999999998	0.002703282447610001	0.0001917698736099995	-0.0150583	0.051508300000000014	0.002653104968890001	0.00022675239888999996	0.0390735	-0.059065	0.003488674225	0.0015267384022500006	-0.000468474	-0.0005401202	2.9172983044804003e-07	2.1946788867600004e-07	-0.000223225	-7.3946e-05	4.9829400624999987e-08	5.468010916e-09	0.000912514	-0.0006037060000000001	8.326818001959999e-07	3.6446093443600007e-07	0.0	1.0	0.0
39146.48046875	106.65625	11375.5556640625	1532446933.0902252	24768.654296875	9.62890625	92.71583557128906	613486235.6781044	25279.1484375	14.275390625	639035345.7251588	203.7867774963379	1.192642	18.104294	0.06918714000000001	-0.0708926282	-0.061581513399999996	0.1944325914	0.0079305662	-0.1351069657	-0.027269418700000003	-0.064706127	0.0047586241	-0.0016613667	0.19182659100000002	-0.007103344	0.0696534613	0.0406414649	0.1422916813	0.12997753380000002	-0.0141494954	-0.1266738724	0.167977126	-0.0200826396	-0.0108250536	-0.0143234856	-0.13974401779999998	-0.0586998473	0.07650832490000001	-0.07546150780000001	-0.08536821439999999	0.2660526474	0.1077918457	0.11444759859999999	-0.0443826219	-0.0081569382	0.1500678817	-0.0802473933	0.0206005373	0.0143584978	-0.087000774	0.11570463119999999	0.0708812949	0.0119459287	-0.0171188753	-0.0493826888	0.1946525209	0.1896731432	-0.0409105963	-0.0497909862	-0.0803391716	-0.049172738099999995	0.12986638890000002	0.023019555299999998	-0.0518079537	-0.0317249208	0.0043424885	-0.1168165557	-0.1574365877	0.0757242778	-0.0297266233	-0.1029330101	-0.12377804699999999	0.0590503987	0.286121865	-0.062115655599999986	-0.1478412362	-0.0210080915	-0.1333298506	-0.015314638	0.0282878014	0.0447770246	-0.0016107978	-0.12234106189999999	-0.0332473044	-0.1226910509	0.0165482074	-0.006444090699999999	0.0270243481	0.050064736900000004	-0.09383344	0.043236246799999996	-0.1214343624	0.1225236574	-0.1264196014	-0.018675194	-0.017540211	0.0385847679	0.0287816802	-0.1245880906	0.0947785206	-0.07046009240000001	-0.0856230425	-0.1306503037	0.2021835809	0.0048859904	-0.1344763983	0.0648156916	-0.0662753875	0.0995989284	0.014525412199999999	0.0708366653	-0.0237865775	0.028430951	-0.011984908	-0.0179679986	-0.1287713022	-0.0760252533	0.0199730311	-0.032109668	0.06571979730000001	0.1441542897	0.11809511730000001	0.1207205288	0.11775003070000001	0.11285322490000001	0.0423746	-0.009618500000000007	0.0017956067251600001	9.251554225000016e-05	-0.0156751	-0.0006168000000000008	3.8044224000000096e-07	0.00024570876001	0.0390461	-2.740000000000381e-05	7.507600000002088e-10	0.00152459792521	-0.00125273	-0.0007842560000000001	6.150574735360003e-07	1.5693324529000004e-06	-2.36082e-05	0.0001996168	5.573471072400001e-10	3.984686684224e-08	0.00110713	0.0001946160000000001	1.2257368369e-06	3.787538745600004e-08	0.0	0.0	0.0
39202.07421875	55.59375	3090.6650390625	1536802623.0523837	24757.369140625	-11.28515625	127.35475158691406	612927326.765171	25255.388671875	-23.759765625	637834656.9674722	564.5264625549316	0.959182	14.560372	0.07731818999999998	-0.0859417672	-0.0868795627	0.1576911961	-0.060740478499999986	0.0035805668	-0.0550430517	-0.0361049995	0.1765996034	-0.0022695214	0.1797792923	-0.0779990662	0.1453418078	-0.031844709	0.138454889	0.1451711406	-0.0726066096	-0.1200305158	-0.0032399864	-0.13211899929999998	0.06989794049999999	0.0254919215	0.1887137386	0.012250631299999998	0.042591660499999996	-0.0152950081	0.0113086618	0.122565749	0.1550718734	0.0540709558	0.09532818369999999	-0.0962557997	-0.087812888	0.11222363630000001	0.0525604536	0.1367376142	-0.026058266200000003	-0.0057253352	-0.0700701656	-0.0029521234	-0.0483928396	0.1246630961	0.0101618009	0.2406162067000001	-0.028259418900000007	-0.0194756723	0.050856813	0.0175307813	0.026028850099999997	0.07169908650000001	0.0459690794	-0.0835011418	-0.027402802900000002	-0.1292158581	-0.15479375210000001	0.0214944509	-0.055740008	0.0038815568	0.0073846023	-0.0103157475	0.0909480027	-0.24848980399999998	-0.1642061693	0.0223623574	0.0398148901	0.11847144650000001	0.1311960975	0.1341540598	-0.1016594726	-0.1463964056	-0.0372930025	-0.1213526286	-0.0038393419	-0.0392915965	0.1518246562	0.1121125966	-0.08958297009999999	-0.013378726399999999	-0.047717965599999995	-0.1511642993	-0.0788101829	0.0348104459	-0.0404385415	-0.1014107107	-0.0042434403999999995	-0.1441977212	0.1071308377	0.1329811397	0.0960997287	-0.0350326981	0.0711880709	-0.11183442630000001	-0.0116410292	0.0342698506	0.12637131199999999	-0.07847842990000001	-0.068300514	0.033441556000000004	-0.0347800563	0.0509611376	-0.0130900949	-0.0665898162	0.1472627868	-0.0280168578	0.0696236711	-0.2332037581	-0.024919402900000002	-0.052919962800000005	-0.0907656836	0.120326335	0.1161887065	0.1093977275	0.029135200000000007	-0.013239399999999995	0.0008488598790400003	0.00017528171235999988	-0.013980700000000002	0.001694399999999999	2.870991359999996e-06	0.00019545997249000005	0.0390467	5.999999999964367e-07	3.599999999957241e-13	0.0015246447808899995	-0.000831357	0.0004213730000000001	1.7755520512900005e-07	6.91154461449e-07	-0.00039023	-0.00036662180000000003	1.522794529e-07	1.3441154423524001e-07	0.000647449	-0.000459681	4.1919020760100005e-07	2.11306621761e-07	0.0	0.0	0.0
39307.26171875	105.1875	11064.41015625	1545060823.8263092	24734.40625	-22.962890625	527.2943458557129	611790852.5400392	25274.716796875	19.328125	638811309.1622353	373.576416015625	1.1190129999999998	16.986604999999994	0.08877295000000003	0.0298917104	0.0178782636	0.1793901276	-0.1084902032	-0.10349390189999999	0.1014864967	-0.006275220600000001	-0.0398805223	0.09144446349999999	0.0135232824	-0.0293074548	0.1346909636	0.0476863097	-0.0867064183	0.015397965800000003	-0.040421873399999995	-0.1066206067	0.0526842612	-0.0050637810999999994	0.1705582273	0.1527465693	0.1130972218	0.1297836696	-0.08298964589999999	-0.022366013799999997	-0.1151889874	-0.0958252876	0.0912144357	0.014786338999999999	0.0203281742	0.18591741579999999	-0.0366081761	0.1294655219	-0.09239520220000001	-0.0848625221	0.0008972572999999998	-0.1373718794	0.0749104018	0.012225963500000001	0.0034190207000000003	0.1452906162	-0.05127468	0.0722744792	0.1423881141	-0.1473668359	0.1107827111	-0.0734039888	-0.0752109783	-0.0673355146	-0.067993626	0.0999775573	0.0109721449	-0.1474114745	-0.1484658056	-0.114260943	-0.0458851739	0.0496927325	0.0688704485	-0.05515713269999999	-0.07906569990000001	-0.1191275848	0.043223541100000006	0.041896201	-0.10013719789999999	0.0190485029	-0.10015980099999999	-0.0460581634	0.083556818	-0.0737275467	0.094802306	-0.0119929868	0.046008750999999994	-0.0195627794	0.1166602368	-0.0611740917	0.0323505013	-0.1095451808	-0.06727544769999999	-0.054049965	0.0033022261999999998	0.0885440497	0.0302007644	0.2134750254	-0.0198665884	-0.04663167519999999	-0.0106164853	-0.0743735213	-0.0716512751	-0.20623749	-0.1500452325	-0.0192919598	0.1501524213	0.0647129043	0.07417057070000001	0.0198292381	-0.0291259445	-0.1190217464	0.0492672596	0.0087832759	0.20632418859999999	-0.0652550764	0.06904852480000001	-0.10034203039999999	-0.0035053578999999996	0.0313293368	0.034223921000000004	-0.0830723701	0.0823833273	0.1198669825	0.1143757435	0.10540925529999999	0.0179394	-0.011195800000000002	0.00032182207236000003	0.00012534593764000005	-0.0700582	-0.056077499999999995	0.0031446860062500004	0.00490815138724	0.0493951	0.010348399999999999	0.00010708938256	0.0024398759040100003	-0.000940041	-0.00010868400000000006	1.1812211856000012e-08	8.836770816810002e-07	-0.00027588900000000003	0.00011434099999999995	7.611474032100001e-08	1.3073864280999989e-08	0.000647449	0.0	4.1919020760100005e-07	0.0	0.0	0.0	0.0
39206.34765625	-100.9140625	10183.648010253906	1537137696.54274	24673.9375	-60.46875	3656.4697265625	608803191.7539062	25278.16796875	3.451171875	638985775.8563385	11.910587310791016	1.03362	15.690334	0.10013395	0.0539879392	0.0233629405	0.1686790725	-0.07164286480000001	0.1140348889	0.12296673080000001	-0.022147948900000002	0.0554393688	-0.0731389899	0.0779673292	-0.021509118799999997	0.096390861	0.09030763689999999	0.067720093	-0.0071069026	0.0307218246	0.0514911412	-0.0738015748	0.08037795860000001	0.0627578501	0.0728496589	-0.07162124730000001	0.2755978386	0.0568978624	0.0745460092	0.23357792089999999	0.0313633421	0.018971787900000002	-0.1449201367	-0.1997907418	0.10390674150000001	0.1583652176	0.1311592485	0.1287955267	-0.07207758980000001	-0.0620828455	0.1046291671	0.0203645844	-0.1470523723	0.0570717626	-0.0757583141	0.0433717641	-0.0959807085	-0.0851923843	-0.021703370899999998	0.0581783896	0.1195546101	-0.0132533228	-0.0974714517	0.06628206639999999	0.0952228108	-0.0877424662	-0.0119216568	-0.1602722491	0.0033429634999999997	-0.0131087448	-0.0049844304999999995	0.0934641678	-0.0652825977	-0.036835847000000005	-0.0764610324	-0.079138107	0.0796509148	0.1356893908	0.0679335937	-0.1150102195	0.0149906284	-0.09992635539999999	-0.072735658	-0.0712058611	-0.011391731499999998	-0.013918322	-0.1090387785	-0.1467958316	0.1433983744	0.2709774606	0.0001409334	-0.1498879016	0.0230412942	-0.0202338047	-0.1939929536	0.17265581170000002	-0.022701563900000003	0.0833629514	0.0707723967	0.058872440199999994	-0.0894403247	0.043463175300000004	0.016092135	0.1649813161	-0.0173156634	0.1358914738	0.082643699	-0.1212044285	-0.020918733300000002	-0.0345848824	0.015413903100000001	0.0102559489	0.044525113	-0.092518962	0.0695962805	-0.035746463199999995	0.0417233243	0.029910882000000007	-0.049044183600000006	0.0316333027	0.0035130822	0.036012384700000004	0.11934271980000001	0.112315068	0.1009072399	0.0179496	1.0199999999998403e-05	0.00032218814016000003	1.0403999999996744e-10	-0.0118409	0.0582173	0.0033892540192899997	0.00014020691280999998	0.0324818	-0.0169133	0.00028605971689	0.00105506733124	-0.000659796	0.00028024500000000004	7.853726002500002e-08	4.35330761616e-07	-0.00039023	-0.00011434099999999995	1.522794529e-07	1.3073864280999989e-08	0.0005421719999999999	-0.00010527700000000008	2.93950477584e-07	1.1083246729000019e-08	0.0	0.0	0.0
39283.703125	77.35546875	5983.868545532227	1543209331.2131348	24693.73828125	19.80078125	392.0709381103516	609780710.3028718	25348.470703125	70.302734375	642544966.9871863	4942.474460601808	1.130197	17.156366000000002	0.13049480000000002	0.0147203619	0.1480768917	0.10645594050000001	-0.0899983805	0.0031512594	0.1425472175	-0.0044054061	-0.0659275593	0.1646028042	0.059479703700000004	-0.18450057579999998	-0.09044815070000001	0.1450453784	-0.0341596798	-0.058645624199999996	-0.0653006012	-0.0444428946	0.1777995634	0.08878238949999999	0.0440685746	0.0418929674	0.1029334833	0.0188124993	-0.1437255635	-0.037187458900000005	-0.0191635046	-0.1958296353	0.0676505387	0.0001442135	-0.0162926491	0.10233717099999999	0.1072879842	-0.0234249423	0.0044585945	-0.0314716284	0.0513119851	0.07774783099999999	0.15872090630000002	-0.014807513500000001	0.116498978	0.0070944512	0.10645770619999999	-0.0293339348	-0.0039642218	0.11983364390000001	-0.027976855	0.1712967155	-0.034862017	0.1767918675	0.0736626179	0.1251681168	0.026124162599999997	0.05676143490000001	-0.1562994954	-0.1366532915	-0.1155242116	-0.1329567382	0.0722173052	-0.0693366502	-0.06851389690000001	0.0225242084	0.0990767867	-0.0711439762	-0.0180339047	0.0042729063000000005	-0.188979065	-0.009978567399999999	0.19471090370000002	-0.166276476	0.0376787193	-0.0334015515	0.12816645	-0.027388440400000002	-0.0047908232	-0.19324926829999997	-0.017231691599999998	-0.1368139098	0.015400625	-0.1180381244	0.0644292593	0.07694508309999999	0.0921234013	0.0509967472	-0.0023117645999999998	-0.0352621558	-0.1254505402	-0.011238318999999998	0.1490742098	-0.030605722000000002	0.10207237359999999	-0.010268719	-0.0458801352	0.1026035466	-0.085873942	-0.1294721294	0.018153096	0.1256895941	0.0713988256	0.0171859827	-0.1029557651	-0.0023728597	0.039556025	0.1349934304	0.095808945	0.0256834591	0.035848441	0.0618053264	-0.0270573435	0.11875383099999999	0.1100111431	0.0959136145	0.017959299999999997	9.699999999997903e-06	0.00032253645648999983	9.408999999995936e-11	-0.124385	-0.11254410000000001	0.012666174444809998	0.015471628225	0.0273649	-0.005116899999999997	2.618266560999997e-05	0.0007488377520100001	-0.000405467	0.0002543290000000001	6.468324024100005e-08	1.6440348808899994e-07	-0.00039023	0.0	1.522794529e-07	0.0	0.000540019	-2.152999999999964e-06	2.9162052036100004e-07	4.635408999999845e-12	0.0	0.0	0.0
