csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
33423.9296875	n/a	1117159075.7549438	n/a	25161.068359375	n/a	n/a	633079360.9851418	23938.60546875	n/a	573056831.7884674	n/a	n/a	n/a	n/a	-0.049136772999999995	-0.009387776	0.08323402049999999	-0.1869407632	0.0819735912	-0.0277229401	0.049713102300000006	-0.009658792099999999	0.0538174038	-0.17295794890000002	0.0522058787	-0.12346257960000001	0.0103045954	-0.1303066321	0.0361275665	-0.0875105343	0.106838824	-0.0405017054	0.059658387599999994	-0.0474887717	0.0216035201	-0.09926514730000001	0.09172236480000001	-0.0776512362	0.021685657999999997	-0.0308702061	0.0971205614	-0.0507277137	0.1176712256	-0.0041693477	-0.025062971200000003	-0.0689270619	0.16967183030000002	-0.106661329	-0.0311913419	0.05689863200000001	0.0195636762	-0.0716345637	-0.054929360700000006	-0.0176585698	0.11935577289999999	0.0134713843	0.1485715155	-0.0310064352	-0.0901755967	0.034707124900000004	0.0208547072	0.0334431991	-0.08858132949999999	0.049183156	-0.0697566385	0.15784326710000002	-0.026435257099999998	0.047433335300000004	-0.0005256109	0.0350410699	0.096427396	-0.040592889300000004	-0.0204849039	0.0111044886	-0.0216567459	0.17617759149999998	-0.037754463700000004	0.1092701965	-0.014596396000000001	-0.0525797841	0.074954109	-0.1066758637	0.031003915400000002	-0.08089149999999999	0.07080378849999999	-0.0040623471000000005	0.0511609583	-0.1051950575	0.0496441024	-0.0061785895	0.0209695836	-0.0392209107	0.0109700071	-0.0358693099	-0.0395023161	0.021467145099999998	-0.11527308439999999	-0.0086222867	0.0195706054	0.0105532619	0.0178011832	-0.1403508851	0.14166700470000002	0.1028732993	-0.0697309636	-0.0246078441	0.0045098126	0.035730461	0.1709449616	-0.1378126133	-0.097955955	0.1013924174	0.1921331917	0.1033042508	0.1217078847	0.1216831682	0.1216419777	0.0252954	n/a	0.00063985726116	n/a	-2.07026e-07	n/a	n/a	4.2859764676e-14	0.009735400000000005	n/a	n/a	9.47780131600001e-05	0.000635083	n/a	4.0333041688900007e-07	n/a	0.0005086019999999999	n/a	2.5867599440399995e-07	n/a	0.000377096	n/a	1.42201393216e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33334.3125	-89.6171875	1111176389.8476562	8031.240295410156	25168.083984375	7.015625	49.218994140625	633432451.4445534	23923.30859375	-15.296875	572324694.0717926	233.994384765625	1.274432	19.372345000000006	0.05057129392600001	-0.007719281800000002	0.0438087041	-0.0977457702	-0.010944086899999999	0.0634220397	-0.0979017313	-0.0795002643	-0.0068041562	0.0075941803	-0.0730695048	0.0741203571	0.0723981226	-0.0181544701	-0.1368689825	-0.0644683622	0.045626095	-0.07907158610000001	-0.203954658	0.059716194699999996	-0.0935083706	-0.019162935	0.0372546529	-0.0390294133	0.0229953471	0.0169768647	-0.0026377013	0.0020978672	0.043431352199999995	-0.1284358331	0.058219457999999995	-0.0061919997999999995	0.1760179607	-0.0544058346	0.0745991517	-0.06854092610000001	0.1251793772	0.0606472012	0.0344481439	-0.1108841468	0.12010538050000001	0.05367113230000002	0.07215351610000001	-0.0345530426	-0.0183514048	-0.024036711000000002	0.0314437174	0.0943798406	0.13629591	0.0329128979	-0.015907856	0.095862887	0.0705286691	-0.098694995	-0.0470493644	0.018054218400000002	-0.049359352800000006	0.10840936279999999	-0.0363857677	0.1203244599	0.0201924729	0.0657344373	0.103788003	0.0235142544	-0.0446716363	-0.0101697158	0.028461413900000006	0.059971236399999996	-0.011042393999999999	-0.0815682838	0.0063204252	0.1254266328	-0.060068346200000004	-0.0025243492	0.0789926848	-0.0586656405	-0.05997949740000001	-0.0368288367	-0.0787819128	0.0743606184	0.0244507287	-0.0025135568	-0.10843674689999999	-0.1139736673	0.1106629799	-0.13919003119999998	0.0347102899	-0.1202454845	0.17879402670000002	-0.0103644827	-0.0303354862	0.0335526793	0.0299832819	-0.0158253206	0.0762598504	0.07793894950000001	0.1873042972	-0.0701698318	0.0334749876	-0.0442950293	0.0079112236	0.1216419777	0.12141962949999999	0.12104935019999999	0.017512299999999998	-0.007783100000000002	0.00030668065128999994	6.057664561000002e-05	0.0128988	0.012899007026	0.00016638438225679734	0.00016637904144	2.99131e-05	-0.009705486900000004	9.419647596607171e-05	8.9479355161e-10	0.00060044	-3.4643e-05	3.605281936000001e-07	1.200137449e-09	0.000283541	-0.0002250609999999999	8.039549868099999e-08	5.065245372099997e-08	0.0005210659999999999	0.00014396999999999994	2.715097763559999e-07	2.0727360899999985e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33220.41015625	-113.90234375	1103595650.949478	12973.743911743164	25134.14453125	-33.939453125	1151.8864784240725	631725221.3177643	23873.576171875	-49.732421875	569947639.2343178	2473.3137855529785	1.106955	16.826560999999998	0.06181715364	-0.0666260055	0.1421554212	-0.0311070938	-0.0535861715	-0.0012327952000000001	-0.1182763392	-0.1309259167	-0.1690792475	-0.0374442286	-0.1501050958	0.10779275990000001	0.0015601576000000002	-0.0580263892	0.036466064	-0.0070857722999999985	-0.058992381399999995	-0.055441582	-0.018900714	-0.0528073365	0.1402548504	-0.09960449789999999	-0.0913121516	-0.0087974413	-0.0966675349	-0.1229170508	-0.016382627099999998	-0.073846103	-0.0091153509	0.0597858869	-0.015091776299999997	-0.038542743399999996	-0.1179438965	0.0623256982	0.0766457945	0.06855811490000001	0.0435347001	0.0034535126	-0.09045519939999999	0.0716075565	-0.005843537199999999	-0.0680702717	0.1084308978	0.0452422413	0.0112477543	-0.0536464542	-0.0499109429	-0.1162655262	-0.10721929849999999	-0.0755112225	0.10122991460000001	0.1043847524	0.0328693036	-0.121615662	0.0313908182	-0.09885139130000001	0.0508125402	-0.0031404326	-0.09534599519999999	0.1595675682	-0.1576008034	-0.0067799492000000005	0.1537099562	-0.10495633189999999	-0.0293118294	0.0160227201	-0.0747135	-0.05860869320000001	-0.089697789	0.1131830649	0.024890063900000002	-0.0355428973	0.0082338992	-0.195509889	0.0550847884	0.0211472929	-0.0498005764	0.007564396	0.10128291029999999	-0.06553345099999999	0.0057383895	-0.0407388635	0.0410014171	-0.025817443199999998	-0.1438902459	0.0001116957	-0.040933164	0.031173570499999997	-0.0622451546	-0.0658772377	0.09842836880000001	0.122289785	0.0640634836	-0.0711601011	-0.0782475254	0.0260416189	-0.0806846988	0.0301876729	-0.057331203	-0.060766243	0.0073222475	0.1215101995	0.120893123	0.1198669825	0.00639891	-0.011113389999999996	4.09460491881e-05	0.00012350743729209993	2.6494599999999995e-06	-0.01289615054	0.00016631069875034228	7.019638291599997e-12	-0.0141063	-0.014136213100000001	0.0001998325208086116	0.00019898769969	0.000951197	0.00035075699999999994	9.047757328090001e-07	1.2303047304899996e-07	0.00025536900000000003	-2.817199999999997e-05	6.521332616100002e-08	7.936615839999985e-10	0.000615565	9.449900000000006e-05	3.78920269225e-07	8.930061001000011e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33135.83984375	-84.5703125	1097983882.15065	7152.137756347656	25130.83984375	-3.3046875	10.92095947265625	631559111.2522125	23853.982421875	-19.59375	569012477.3831215	383.9150390625	1.08854	16.546642000000002	0.030286045490000007	-0.0648899696	0.1563892961	-0.0092305765	0.0744440241	0.025659800299999997	-0.043739733899999994	-0.0215373441	-0.1340968686	0.149962609	-0.0405274844	0.0667732917	0.012687815	-0.0464832571	-0.0607519678	-0.0111439598	-0.1072100811	-0.2055520862	-0.0167345622	-0.0017847682999999996	0.0263121607	0.12302280859999999	0.0024277668	-0.11146365949999999	-0.0321686384	-0.1076571029	-0.0840062169	0.10530886019999999	0.0587292802	-0.1099866928	-0.016854660100000002	-0.12326070019999999	-0.0595760638	0.022632305099999996	0.017452246	-0.0010488249000000002	-0.009855825799999999	-0.08745836119999999	0.12164248970000001	0.1126981203	-0.0760162492	-0.044392302300000006	0.0056591739	0.1139128282	0.0831329325	0.0121198544	-0.1342096288	-0.0176222085	-0.12354732619999999	-0.09458873279999999	0.09760777429999999	0.0947389637	-0.09868756050000001	-0.0184864211	0.1282605745	0.0428766817	0.0263787279	0.0187452516	-0.053281397	-0.0151656554	-0.143669042	0.1366293449	0.1166781563	-0.0178620944	-0.040846708100000004	-0.0162628278	-0.1311871909	0.0242133376	0.015739211399999998	0.067888527	-0.1144478866	0.0114376054	-0.08897132529999999	0.0337964699	0.1300045867	0.013822683999999998	-0.1406912532	0.1270371467	0.0069379533	0.00041675919999999996	0.09246308800000001	-0.09567586089999999	-0.0364897266	0.1243418023	-0.028530605	0.0784497046	-0.1079060609	0.021714662000000003	0.025661642999999998	-0.1546281697	-0.0828410208	-0.026186754700000002	-0.045909386100000005	0.0873729427	-0.11715033529999999	0.0230311842	-0.07349767019999999	0.050561402400000004	0.0957776216	0.1337135365	0.039430733100000004	0.1213126213	0.12010478890000001	0.1181006348	0.00401796	-0.00238095	1.61440025616e-05	5.668922902499999e-06	2.62397e-06	-2.548999999999973e-08	6.497400999999865e-16	6.8852185609e-12	0.00632572	0.02043202	0.0004174674412804	4.00147335184e-05	0.0008147939999999997	-0.00013640300000000033	6.638892624359994e-07	1.860577840900009e-08	0.000268427	1.3057999999999982e-05	7.205305432900001e-08	1.7051136399999953e-10	0.000615565	0.0	3.78920269225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33361.171875	225.33203125	1112967788.873291	50774.52430725098	25139.19921875	8.359375	69.879150390625	631979337.3600006	23909.357421875	55.375	571657372.3269691	3066.390625	1.408513	21.410479	0.09428657597	-0.0927197193	-0.0212658597	0.0919214426	0.10874602050000001	-0.0319561494	-0.0130682556	-0.1092644381	0.012108896999999999	0.0703697298	0.1067276061	-0.022385375099999997	0.1233666111	-0.0123708787	-0.0477501034	0.08831297460000001	0.1847828456	0.015987660900000002	-0.0033839611	-0.24982442719999998	0.0526490425	-0.0860134208	0.0097601841	-0.1192683024	-0.1310379703	-0.0222670004	-0.09260642890000001	0.0513371704	0.05416486349999999	-0.0094865087	0.0853315353	0.0009547939	0.0126236714	-0.0532631325	0.0792935275	0.1340541463	0.1255019564	-0.0352881414	0.024826947999999998	-0.0819036929	-0.0969059412	0.031837820499999996	-0.047220854400000005	0.1005262274	0.1353912801	-0.08463309050000001	0.049868834699999996	0.1948364038	0.0258693346	-0.1022289113	-0.0707534901	-0.0554040118	-0.12920790810000002	-0.0832574598	-0.12347580789999996	-0.08617537369999999	0.0014287473	-0.049251091500000004	0.0339237539	0.0560726734	0.0267746517	0.15464655630000002	-0.0724399082	0.030667720899999997	-0.064545295	-0.0887154553	-0.1162870125	0.0365217281	0.0500647486	-0.0102058169	0.2533013281	-0.066686466	-0.0604408263	-0.0894810808	0.11124746029999999	-0.29334900140000003	-0.023295165	-0.026052038700000002	0.053180705700000004	0.0705514461	-0.0662745621	-0.1280863984	-0.033508479300000005	-0.0010761671	0.0121024845	0.0818451151	-0.0922219284	-0.00036499709999999997	-0.0475602679	0.016945415	0.0569366487	-0.07454417349999999	-0.011757149299999999	-0.0721049726	0.10187593619999999	0.0546301331	0.0956005202	0.1045782341	0.1500982668	0.0342310494	-0.0073140296	0.12104935019999999	0.11905633460000001	0.11575891279999999	0.0008399879999999997	-0.0031779720000000003	7.055798401439996e-07	1.0099506032784002e-05	-0.0370761	-0.037078723969999984	0.0013748317712434519	0.0013746371912099994	0.0260944	0.01976868	0.0003908007089424	0.0006809177113599999	0.000367495	-0.0004472989999999997	1.3505257502500002e-07	2.000763954009997e-07	3.0502e-05	-0.000237925	9.30372004e-10	5.660830562500001e-08	0.000615565	0.0	3.78920269225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33324.44140625	-36.73046875	1110518395.0385897	1349.1273345947266	25138.654296875	-0.544921875	0.2969398498535156	631951939.8577919	23917.62890625	8.271484375	572052972.4970857	68.41745376586914	1.3079809999999998	19.88232	0.110281142	0.1626953387	-0.0376262341	-0.0189289949	0.1034961276	-0.0664728011	0.14250157900000002	-0.0104536558	-0.0769633213	-0.1606833107	0.034612623700000004	0.0332066019	-0.1119134866	-0.1838860873	0.0149316776	-0.0027132634	0.053303032400000006	0.0510524	-0.2222071208	0.0918365417	-0.0600234391	0.07953025849999999	0.130305803	0.07213169280000001	-0.0110263116	0.0131715326	-0.12751234949999998	0.1170914619	-0.1191967555	0.0381416237	-0.0059094189	0.0006371504	-0.0863975705	0.10275903089999999	0.08363762400000001	0.08511005619999999	-0.1202321225	-0.083507246	0.0071759147	0.0463730235	-0.0187109265	-0.0827952775	0.0291754512	-0.0435574059	-0.018502918700000003	0.0032956538000000002	0.0365965276	-0.11400614949999999	-0.11687797330000001	0.17926695510000001	-0.021753662200000003	-0.0314165516	-0.101040885	-0.1008083516	0.08536516820000001	-0.0505797575	0.1649550025	-0.06196915	0.11905670759999999	0.0034181185999999997	-0.0956681078	-0.1140388508	-0.0898409761	-0.1337482601	0.005384499599999999	-0.1799387481	0.10150421189999999	-0.0173752751	-0.1091801804	-0.14007557869999998	-0.036856135400000004	0.18224076379999998	-0.11451775189999999	0.061528502400000004	0.14214415119999999	0.0742767086	-0.0513130827	0.0441715445	-0.1465154139	-0.051551866200000004	-0.0374980455	0.0383447717	0.042378262	0.0228915342	-0.055630603	0.0678105205	-0.0826446604	0.0037356941	-0.0949441575	0.0717914466	0.0584029384	0.16407387269999998	0.0587345245	-0.055323761900000004	-0.0446965483	-0.1027213409	-0.0025809023	-0.0046512207	-0.0256622723	0.1022380458	0.08887021789999999	0.1207205288	0.11775003070000001	0.11285322490000001	0.00639848	0.005558492	4.09405463104e-05	3.0896833314064e-05	0.0124836	0.049559699999999984	0.0024561638640899987	0.00015584026895999994	-0.0110534	-0.0371478	0.00137995904484	0.00012217765156	0.000584278	0.000216783	3.41380781284e-07	4.699486908900001e-08	0.000174022	0.00014352	3.0283656484e-08	2.0597990400000004e-08	0.000615565	0.0	3.78920269225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33314.43359375	-10.0078125	1109851485.6723783	100.15631103515624	25158.404296875	19.75	390.0625	632945306.7650185	23974.55078125	56.921875	574779085.162735	3240.099853515625	1.2168310000000002	18.496763	0.06775851	0.1033880617	-0.0756097209	-0.05924199910000001	-0.036251562	0.05752701690000001	0.07016725160000001	0.15025132970000002	-0.015391006799999999	-0.0424247228	0.034923240099999996	0.0231599815	-0.0043757901	-0.0093569954	-0.1346134883	-0.0730944476	0.0142791196	0.1079787175	0.0171636625	0.0067672908	-0.0678790403	-0.0405056997	-0.0715329148	-0.004876805200000001	0.14448815140000001	-0.1059600338	0.1418323045	0.0132376952	-0.038935052799999995	-0.005499908299999999	0.0621291365	-0.0205315782	0.1889142993	-0.0013558466	-0.12170574220000001	0.09820452390000001	-0.1300753736	-0.10923753050000001	-0.1238611126	-0.0310379875	-0.0023842418	0.053353228600000004	0.0034303855	0.0682416923	-0.0544507599	0.0026673820000000003	-0.1287812336	0.1448936652	-0.0979557826	0.1265034392	-0.0380405473	-0.0092345813	0.0882730582	0.0511005838	0.08986297130000001	0.025178969199999998	-0.11316806210000001	0.0682332584	0.0238703297	-0.1573719814	0.0153831466	-0.0933667147	-0.010180745699999999	-0.05593663	0.0230398087	-0.041887557400000004	0.058205405	0.145737843	-0.042998708200000006	0.0179977744	0.0769649804	0.0248886956	0.0970303849	0.1093194444	-0.0785018364	0.0260820273	-0.0597219372	-0.011443475900000001	0.1203149042	0.0068385476	-0.0221498807	-0.0708823789	-0.0177679813	-0.0535003625	0.0831826909	-0.0755572205	-0.09276684550000001	0.14378745	0.0684526218	0.09803408539999996	0.1407811612	-0.0644074919	-0.0720300378	-0.0764212207	-0.1062847361	-0.0828526196	-0.0212711048	0.07632161259999999	-0.09783440539999999	0.1529240668	0.0854481976	0.120326335	0.1161887065	0.1093977275	0.00639392	-4.559999999999807e-06	4.08822129664e-05	2.0793599999998246e-11	-0.015958100000000003	-0.028441700000000004	0.00080893029889	0.00025466095561000007	0.0022291	0.0132825	0.00017642480624999998	4.9688868099999985e-06	0.000367495	-0.000216783	1.3505257502500002e-07	4.699486908900001e-08	0.000174022	0.0	3.0283656484e-08	0.0	0.000311753	-0.000303812	9.7189933009e-08	9.2301731344e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33387.43359375	73.0	1114720721.977066	5329.0	25161.681640625	3.27734375	10.740982055664062	633110222.9841652	24012.189453125	37.638671875	576585242.3327675	1416.669620513916	1.2617040000000002	19.178871	0.02397847	-0.1215080983	-0.0472195205	-0.09389299720000001	-0.044528603	0.056012676	-0.047104684400000006	-0.0658071558	-0.0201772747	-0.0091006838	0.0460667387	-0.006607926899999999	-0.0724321378	-0.0040021233	0.01924326	0.1005039799	0.0101277911	-0.0635843754	0.0835421108	0.10390309140000001	-0.16209196550000002	0.0062793704	0.0393947258	0.0057586324	-0.050853759500000005	-0.0567190613	-0.0420350425	-0.10134452960000001	0.0597735224	-0.044873650099999995	0.080810437	0.1248000246	0.1501845738	-0.1063726594	0.09969591289999999	-0.216565283	-0.0824300663	-0.0208849652	0.1929537377	-0.0845476627	-0.043430644299999994	0.0391195436	0.0508290698	0.010884216499999998	-0.0737954327	-0.0358599105	0.0926923233	-0.1533349642	0.08524851230000001	-0.0656163955	-0.10897859380000001	0.0634343924	0.0593989975	0.0059192792000000004	-0.0486067985	0.069930104	-0.0072208476	0.0544240625	-0.009462807	0.0632098354	-0.0516731863	0.039926340899999996	-0.0451533514	0.021322191600000002	0.0892260631	-0.060472728899999995	-0.0664192742	-0.0781520106	0.0772184059	-0.11694221640000001	-0.1280020596	0.0790862944	0.0626988139	-0.0193966304	-0.0384720496	-0.07907467209999999	0.020510376	0.16545264	-0.0358091856	0.0283708296	-0.0691749123	0.0933647517	0.09967960699999999	0.0967514316	0.20818413309999997	-0.1379913586	0.14369596910000001	-0.1182734856	0.18536399879999998	-0.0881676783	-0.0018084651	-0.007614559200000002	-0.0088961541	-0.006370669399999999	-0.06887253019999999	0.139914529	0.0215705729	-0.0235093279	0.0044395021	-0.0544816655	-0.008729505799999999	0.1198669825	0.1143757435	0.10540925529999999	0.00638666	-7.2600000000002515e-06	4.07894259556e-05	5.2707600000003666e-11	-0.0012040999999999998	0.014754000000000003	0.0002176805160000001	1.4498568099999997e-06	0.00159519	-0.0006339099999999999	4.018418880999999e-07	2.5446311361e-06	0.00043376	6.626499999999998e-05	1.881477376e-07	4.391050224999997e-09	0.000174022	0.0	3.0283656484e-08	0.0	0.000206352	-0.000105401	4.2581147904e-08	1.1109370801000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33247.9609375	-139.47265625	1105426906.5015259	19452.621841430664	25148.607421875	-13.07421875	170.93519592285156	632452455.2595862	23951.623046875	-60.56640625	573680246.5795938	3668.289566040039	1.115851	16.961788000000002	0.07908479999999997	-0.1296707614	0.0257716625	0.0046705809000000004	0.0123325506	0.0597032072	-0.0934449535	-0.0052462509	-0.0273026659	0.1087915992	0.0196071498	-0.0012714112	-0.0632397868	0.1178096046	-0.0613471583	-0.0349031074	-0.038053101299999996	-0.0711206699	0.0593241233	-0.0261779519	-0.12547252220000002	0.0761938273	-0.1847625197	0.0180202644	0.026980514900000002	-0.1045594934	-0.1513761227	0.0662859872	0.1042769651	0.0308148194	0.0069933979	-0.07228331389999999	-0.093357929	-0.0096039076	-0.0529098791	0.0701481187	-0.030679489900000002	0.0726810966	-0.0693809202	0.0498572792	0.044921210700000005	0.059865288600000004	0.079995787	-0.030361371499999998	0.1656633458	0.0376837106	0.158170263	-0.04382857	-0.16189242140000001	-0.11547544859999999	-0.004490983499999999	0.0470936474	-0.0304169919	0.0597608538	0.0349879027	0.019432181399999998	0.0768214602	0.0531216725	-0.0891205601	-0.0322997742	-0.0079397413	0.0874057017	0.0100050196	0.0378773706	0.11464254480000001	0.110720377	-0.0464774984	0.0847255405	0.0688611023	0.11436322	-0.10808196810000001	0.0764384005	-0.0543809309	-0.0302248961	-0.0932574066	-0.044603199	-0.16977723530000002	-0.044060309000000006	0.06006464860000001	-0.11328991880000001	-0.0579728276	-0.0346912189	-0.12185959789999999	-0.0436079569	-0.016352511200000003	0.16575317650000002	0.0045381134	0.054112666399999995	-0.020728889	-0.00386339	-0.0014947132999999998	0.011411093300000001	0.14395744130000002	-0.0148693056	-0.0951127086	-0.0643458791	-0.0315006233	0.237420031	0.05858797	-0.09957859820000001	-0.20536224620000001	0.11934271980000001	0.112315068	0.1009072399	0.00639988	1.3220000000000419e-05	4.09584640144e-05	1.7476840000001108e-10	-0.0657609	-0.0645568	0.00416758042624	0.00432449596881	0.00769958	0.00610439	3.7263577272100014e-05	5.92835321764e-05	0.00042973	-4.029999999999973e-06	1.846678729e-07	1.6240899999999783e-11	0.000174022	0.0	3.0283656484e-08	0.0	4.21742e-05	-0.0001641778	1.77866314564e-09	2.6954350012840004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33345.9921875	98.03125	1111955194.968811	9610.1259765625	25125.21875	-23.388671875	547.029972076416	631276617.2353517	23925.228515625	-26.39453125	572416559.5248756	696.6712799072266	1.1509200000000002	17.494873000000002	0.15302858149999998	-0.0196074221	-0.052100263	0.09272991119999999	0.1098558382	0.0021008217	0.17298920690000005	-0.017014768899999998	0.0643352443	0.1301982182	0.003960786599999999	-0.055826537999999995	-0.1348152615	-0.0157519991	0.0250349021	-0.0082078572	0.1201096275	-0.0103807577	-0.0750988632	0.0333527513	0.1690280579	0.029773112400000006	-0.0235893285	-0.0348114175	0.0400995411	-0.021394862799999997	0.0414763648	-0.0429582009	0.0332170687	0.13019387400000001	0.0120986519	-0.1661737641	0.0383930741	-0.0669104316	-0.071007788	-0.055575565199999996	-0.1167202604	-0.0079619941	-0.048982179400000006	-0.0842990215	-0.021806199300000002	0.0395978519	0.006376918100000001	-0.0524076865	0.12016877320000001	0.17642844359999998	0.01340871	0.1875999952	0.2085848332	-0.0525958896	-0.058909313	-0.08721777539999999	-0.0665066138	0.05655438240000001	0.0708848488	-0.0027282396	0.0134426177	-0.0228274284	0.1818948627	-0.0648220561	0.0278220204	0.040423298999999996	0.0223097849	0.0709935417	0.1416526891	0.017501428500000003	0.062341198	0.012224739299999999	-0.0960941328	-0.0829990289	0.051688650999999995	-0.0786536635	-0.0630592257	-0.071356885	0.0604216725	0.09800178300000001	0.1278235939	-0.0494993979	0.1212234925	-0.023909543300000002	-0.0661296636	0.08192641120000001	-0.1418216544	-0.0597978459	0.1025156448	0.11836724789999999	-0.0928970759	-0.0510680381	-0.0690858188	-0.0467053333	-0.022763065699999998	-0.026255585499999998	0.09862084939999999	0.0936810039	0.1238632674	0.054336887199999996	0.1340523495	-0.0109164185	-0.09948150509999999	0.0438106291	-0.1601599638	0.11875383099999999	0.1100111431	0.0959136145	0.00639988	0.0	4.09584640144e-05	0.0	0.0464555	0.1122164	0.01259252042896	0.0021581134802500005	0.0274964	0.01979682	0.0003919140821124	0.0007560520129599999	9.42277e-06	-0.00042030723	8.878859447289996e-11	1.7665816759027292e-07	0.000174022	0.0	3.0283656484e-08	0.0	4.21742e-05	0.0	1.77866314564e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
