onset	duration	trial_type	img_gender	word_gender	response_time	response_hand	response_accuracy
1.0228	0.5	incongruent	male	female	1.5401	right	incorrect
5.5393	0.5	incongruent	male	female	1.0255	left	correct
10.0559	0.5	incongruent	female	male	0.6478	right	correct
15.5725	0.5	incongruent	male	female	0.927	left	correct
20.089	0.5	congruent	female	female	0.4474	right	correct
24.6056	0.5	incongruent	male	female	0.2367	left	correct
29.6222	0.5	congruent	male	male	0.4719	left	correct
34.1388	0.5	incongruent	male	female	0.5752	left	correct
38.6553	0.5	incongruent	male	female	0.6036	left	correct
43.1719	0.5	incongruent	female	male	0.3929	right	correct
48.1885	0.5	congruent	female	female	0.5822	right	correct
52.7051	0.5	incongruent	female	male	0.7395	right	correct
57.7216	0.5	congruent	female	female	0.5388	right	correct
62.2382	0.5	congruent	male	male	0.4761	left	correct
67.7548	0.5	incongruent	male	female	0.6163	left	correct
72.7713	0.5	congruent	female	female	0.5397	right	correct
77.2879	0.5	congruent	male	male	0.461	left	correct
82.8045	0.5	congruent	female	female	0.5153	right	correct
88.821	0.5	congruent	male	male	0.4696	left	correct
93.3376	0.5	congruent	male	male	0.5339	left	correct
98.3541	0.5	congruent	female	female	0.8153	right	correct
103.8707	0.5	incongruent	male	female	0.4335	left	correct
108.8873	0.5	congruent	female	female	0.5298	right	correct
113.9038	0.5	congruent	male	male	0.4551	left	correct
118.9204	0.5	congruent	female	female	0.5134	right	correct
123.437	0.5	congruent	male	male	0.6077	left	correct
127.9535	0.5	congruent	female	female	0.5391	right	correct
132.4701	0.5	incongruent	female	male	0.5224	right	correct
136.9867	0.5	congruent	male	male	0.4586	left	correct
141.5033	0.5	incongruent	male	female	0.9489	left	correct
146.0199	0.5	incongruent	male	female	0.5842	left	correct
150.5364	0.5	incongruent	female	male	0.8736	right	correct
155.553	0.5	congruent	male	male	0.6408	left	correct
160.0696	0.5	incongruent	female	male	0.6501	right	correct
164.5861	0.5	incongruent	female	male	1.0355	right	correct
169.1027	0.5	congruent	female	female	0.5828	right	correct
174.1193	0.5	incongruent	male	female	0.6211	left	correct
178.6359	0.5	incongruent	male	female	0.5663	left	correct
183.1524	0.5	congruent	male	male	0.5247	left	correct
187.669	0.5	congruent	female	female	0.524	right	correct
193.1856	0.5	congruent	male	male	0.5863	left	correct
198.7021	0.5	congruent	female	female	0.5956	right	correct
204.7187	0.5	congruent	female	female	0.4959	right	correct
210.2352	0.5	congruent	female	female	0.5152	right	correct
216.7518	0.5	incongruent	male	female	0.5394	right	incorrect
221.2683	0.5	incongruent	female	male	0.8118	right	correct
226.2849	0.5	incongruent	female	male	0.6771	right	correct
230.8015	0.5	incongruent	male	female	0.5834	left	correct
236.318	0.5	incongruent	female	male	0.7917	right	correct
240.8346	0.5	incongruent	male	female	0.579	left	correct
246.8512	0.5	congruent	female	female	0.6523	right	correct
252.8677	0.5	congruent	female	female	0.5836	right	correct
257.8843	0.5	incongruent	male	female	0.5329	left	correct
262.4009	0.5	congruent	male	male	0.6272	left	correct
266.9174	0.5	incongruent	male	female	0.6745	left	correct
271.934	0.5	congruent	female	female	0.6668	right	correct
276.4506	0.5	congruent	female	female	0.5761	right	correct
280.9671	0.5	incongruent	female	male	0.5095	right	correct
286.9837	0.5	incongruent	female	male	0.5857	right	correct
291.5003	0.5	incongruent	female	male	0.607	right	correct
297.0168	0.5	incongruent	female	male	0.5933	right	correct
303.5334	0.5	congruent	male	male	0.5865	left	correct
310.0499	0.5	incongruent	female	male	0.4919	right	correct
314.5665	0.5	congruent	male	male	0.5292	left	correct
319.583	0.5	congruent	male	male	0.5135	left	correct
326.0996	0.5	incongruent	male	female	0.4508	left	correct
331.1161	0.5	congruent	male	male	0.5072	left	correct
337.6327	0.5	congruent	female	female	0.9483	right	correct
343.1492	0.5	congruent	male	male	0.4817	left	correct
347.6658	0.5	congruent	female	female	0.406	right	correct
352.1824	0.5	incongruent	male	female	0.4923	left	correct
357.199	0.5	incongruent	female	male	0.5316	right	correct
362.2155	0.5	congruent	male	male	0.3309	left	correct
367.7321	0.5	incongruent	female	male	0.5042	right	correct
372.2486	0.5	incongruent	male	female	0.5136	left	correct
378.7652	0.5	congruent	male	male	0.5718	left	correct
383.2818	0.5	incongruent	female	male	0.5671	right	correct
388.2983	0.5	congruent	male	male	0.4824	left	correct
392.8149	0.5	congruent	male	male	0.4617	left	correct
397.3315	0.5	incongruent	female	male	0.619	right	correct
401.8481	0.5	incongruent	female	male	0.6323	right	correct
406.8646	0.5	incongruent	male	female	0.4967	left	correct
412.3812	0.5	incongruent	female	male	0.7629	right	correct
416.8978	0.5	incongruent	female	male	0.4932	right	correct
421.4143	0.5	congruent	female	female	1.2286	right	correct
426.4309	0.5	incongruent	female	male	0.7418	right	correct
430.9475	0.5	incongruent	male	female	0.8041	left	correct
435.464	0.5	congruent	male	male	0.5785	left	correct
441.4806	0.5	congruent	female	female	0.7147	right	correct
445.9972	0.5	congruent	female	female	0.61	right	correct
451.0137	0.5	congruent	male	male	0.6464	left	correct
455.5303	0.5	congruent	male	male	0.5586	left	correct
460.0469	0.5	incongruent	male	female	0.464	left	correct
465.0634	0.5	congruent	female	female	0.4713	left	incorrect
470.08	0.5	incongruent	male	female	0.6836	left	correct
475.0966	0.5	incongruent	female	male	0.6419	right	correct
