csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	a_comp_cor_102	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
35245.84765625	n/a	1242269777.0075836	n/a	23108.400390625	n/a	533998168.61343765	n/a	22873.146484375	n/a	n/a	523180830.09567636	n/a	n/a	n/a	-0.0647991993	-0.0516890188	0.0016162214999999999	-0.08449881220000001	0.0264054071	-0.17434367010000001	-0.24449877399999997	0.0746497924	-0.13080948539999998	0.0169509863	-0.07069149999999999	0.0796217455	0.0464517117	-0.0916276565	0.0192971357	-0.0129864776	0.06956919980000001	-0.0178931071	0.043409782699999996	-0.09690942550000001	0.1615483565	-0.0708768857	0.058914727300000004	-0.1027209635	0.0908712975	-0.0777774691	0.1189689103	0.10811541449999999	-0.040037532599999995	-0.1620613484	0.018476512	0.0072258118000000015	0.0226206861	-0.046561957599999995	0.0627303307	0.0435633581	0.0107152649	-0.17742778620000002	0.09281371640000001	0.1127457279	-0.0850236242	-0.0259237904	-0.0336869735	0.0399665354	0.0609104641	0.0698395845	-0.1078890817	-0.059401835300000004	0.17330698379999998	0.0078953239	-0.0562604021	-0.1144435512	0.0477493802	-0.0663056955	0.0022513387	-0.1398368635	0.2926368594	0.2759312097	-0.10979290970000001	0.0569900932	-0.0626959592	-0.21494239699999998	0.2612551795	-0.0751265488	0.008421823	-0.0218062337	0.005108167	-0.050856398399999996	0.057369012699999986	-0.030450991200000006	0.0081429581	-0.0177952548	0.11695154519999999	-0.0113156843	0.08910150189999999	-0.0579035486	0.1721595634	-0.09579632449999999	0.0946201843	-0.1481451674	0.09511517779999999	-0.0027194524	-0.0690636465	0.031446224	-0.0522947671	-0.041372574100000004	0.043255887400000005	0.0410360869	0.0255110937	-0.10276173779999999	-0.0956973585	0.11220331759999999	0.0236741868	-0.0621089133	0.051255492199999995	0.0086953398	0.0235156328	-0.0370859187	-0.0878907834	0.0427829204	0.0575281805	0.12493650140000001	-0.008367636500000001	-0.0097774951	-0.0998085807	0.034833397200000005	0.1217078847	0.1216831682	0.1216419777	8.373749999999998e-05	n/a	7.011968906249997e-09	n/a	-0.08413469999999999	n/a	n/a	0.007078647744089998	-0.0872212	n/a	0.00760753772944	n/a	0.0008669589999999999	n/a	n/a	7.516179076809999e-07	0.000913634	n/a	n/a	8.347270859560001e-07	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35027.44921875	-218.3984375	1226922198.77211	47697.877502441406	23134.330078125	25.9296875	535197228.1636391	672.3486938476562	22890.3359375	17.189453125	295.47729873657227	523967479.331604	1.39716	22.553116	0.11349226215	0.0677139606	-0.10535702720000001	0.0304789186	-0.0904383015	-0.1336165361	-0.0887221976	-0.1247247478	0.0094597146	-0.1462184677	-0.1618309709	0.0109925852	0.0191368308	0.09298495429999999	0.0770814471	0.0543809182	-0.1278535717	0.1216563599	0.0476526857	0.00020459900000000002	0.0652456636	0.0921417718	0.0699564258	-0.0027668763000000002	0.1918155527	0.2076182546	0.0907905906	-0.119025504	0.11052357630000001	-0.022561849	-0.0270961196	-0.12297417769999999	-0.2064827129	-0.09298615630000001	-0.0408201674	0.0457395644	-0.0317147817	-0.0103501714	-0.0436305455	-0.024468559100000002	-0.0181404222	-0.0557801842	-0.0192331396	0.0841971883	-0.053846861399999994	0.0382146005	-0.016940828300000002	0.015152091299999997	-0.017147068999999997	-0.033604261499999996	-0.0692674691	0.0692076536	-0.1234286621	-0.0037104956	0.043743464800000006	-0.0370977141	0.040302405699999995	0.2076105382	-0.0611691663	-0.0850734252	0.0685102166	-0.1268523654	-0.0184282078	0.16906400300000002	-0.07389425919999999	-0.1657121207	0.0369415677	0.0155960919	-0.014002058000000001	0.0526814108	0.014420212	-0.0459769775	-0.24920196530000002	-0.1146479549	0.10159042300000001	0.0759725562	0.026504818700000002	0.0615647973	0.188505327	-0.0970356089	-0.0199636199	0.1212785867	-0.08808549539999999	-0.0725629069	-0.242048933	-0.0143678414	-0.0557938433	0.0756416702	0.0742948694	-0.046943600300000006	0.0355959239	-0.10502322160000001	-0.0026307444	-0.020233107099999998	-0.0257584054	-0.0518429549	0.0782057352	-0.0330339079	-0.0210076564	0.0392564277	0.0152521601	0.055386149800000006	-0.060360714	-0.012248806499999999	0.0928728286	-0.0447890917	-0.0210548746	0.1216419777	0.12141962949999999	0.12104935019999999	3.47535e-06	-8.026214999999998e-05	1.20780576225e-11	6.442012722622497e-09	-0.0396722	0.0444625	0.00197691390625	0.0015738834528399998	-0.0871186	0.00010259999999999436	0.00758965046596	1.0526759999998844e-08	0.00170233	0.000835371	6.97844707641e-07	2.8979274289e-06	0.0006758560000000001	-0.0002377779999999999	5.6538377283999954e-08	4.5678133273600006e-07	0.000303789	0.000303789	9.2287756521e-08	9.2287756521e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35063.3203125	35.87109375	1229436431.336975	1286.735366821289	23147.947265625	13.6171875	535827462.61215585	185.42779541015625	22958.78125	68.4453125	4684.760803222656	527105636.4853516	1.407269	22.716301	0.13243730034999998	-0.0206434337	-0.042613372000000004	0.1287596641	-0.0846601952	-0.0643408761	0.11180163650000001	-0.0679788538	-0.058735039100000004	-0.2635537757	-0.051262902199999995	0.0382788821	-0.021486303199999997	0.13125019429999998	-0.0446983803	-0.031284321600000005	0.10543864720000001	-0.0233506079	0.127105845	-0.050193631100000004	-0.0178932254	0.0002171615	-0.1167073632	0.047607548799999996	0.0323745211	0.0097923737	-0.06310924849999999	-0.10252607539999999	-0.0280797257	0.22536625370000002	-0.0246906867	0.0735175917	-0.10428703210000001	0.0365394777	0.2008167387	0.1748231548	-0.012727160800000002	-0.0635786488	-0.1203065193	-0.014557667600000001	0.10037254960000001	-0.0888380748	0.031915368900000005	-0.056598949100000004	0.049763017400000005	-0.0371332537	-0.0114133374	0.1513527986	0.1052306599	0.0261263906	0.030057753	0.009251326800000001	-0.060682622199999994	0.11501973970000001	0.11793043630000001	-0.2006429969	0.0595127011	0.0498209321	0.0387382046	0.1214659132	0.0882127024	0.0010057732	0.1212959863	0.1650620411	-0.1318255727	-0.1518900462	0.032925190800000004	-0.046229644800000004	0.0918262178	-0.0463387871	-0.0758035914	-0.1173173815	0.0358618302	-0.0152678174	0.070116841	0.0113037418	-0.0763701313	-0.0271588985	-0.0532930562	-0.1653881284	-0.10660489460000001	0.1109219466	-0.16205897119999998	0.24113784719999998	0.0481044324	0.11635689519999999	0.1184325308	0.2038443065	-0.0367478026	-0.0328437059	-0.0622408729	-0.0751782137	0.0396162439	-0.014246179599999999	-0.0591196557	-0.032154496	-0.0347120491	0.0870636463	-0.0860431517	-0.06747769099999999	-0.1006276803	-0.1762210639	0.1519129415	-0.08766786060000001	-0.0303089131	0.08567740830000001	0.1535709114	0.1215101995	0.120893123	0.1198669825	-0.0172305	-0.01723397535	0.00029689013025	0.0002970099063644076	-0.084036	-0.0443638	0.00196814675044	0.0070620492960000005	-0.070561	0.016557600000000006	0.004978854721	0.0002741541177600002	0.00111668	-0.0005856499999999997	3.429859224999998e-07	1.2469742224000005e-06	0.000916882	0.0002410259999999999	5.809353267599994e-08	8.406726019239998e-07	4.48265e-05	-0.0002589625	2.0094151022499995e-09	6.706157640625e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34905.90625	-157.4140625	1218422291.133789	24779.187072753906	23163.126953125	15.1796875	536530450.24658585	230.42291259765625	22978.046875	19.265625	371.164306640625	527990638.18969727	1.328766	21.4491	0.120239625	0.1941610099	0.0400646667	-0.1425296855	0.0219101387	-0.0841682795	0.12542264890000002	-0.0230904955	0.1670160199	-0.1250525724	-0.1023124767	0.19922856	0.090618534	0.1223355046	0.0669088102	0.0314772425	-0.0061937662	0.2008708175	0.0973387993	-0.0033066640000000004	-0.020002656599999998	-0.0040118787	0.0191164603	-0.0006309833	0.0201566796	-0.036334982	0.0591891749	-0.0538721734	-0.1424758689	0.0258484414	0.19819895329999998	0.0433417425	0.0651526335	-0.1253097946	0.0036601121	-0.1266000981	-0.15132866650000001	-0.1681700348	0.1167115167	0.010434580799999999	0.0626661112	-0.022553804	-0.2029606796	-0.040566417	-0.0527623977	0.0508723862	-0.0290961821	-0.0196144154	0.0778836331	-0.0199130853	-0.0552767061	0.16898969379999998	0.1295565616	-0.14019538410000001	-0.0747607307	-0.1675889297	0.0070182944	0.0293078238	-0.1063364585	-0.0522157226	-0.0057528069999999995	0.0226302656	0.1219315549	0.058958959400000004	-0.1829511882	-0.18367741510000002	-0.1199514299	-0.18503869350000002	0.0193438722	0.0694589057	0.06729196900000001	0.021828761000000002	-0.027392445699999997	0.047013159299999996	0.21382077019999998	-0.0011352624	0.0074257476	0.0218031208	0.0394765799	-0.0356308007	0.07176538019999999	-0.14987450800000002	0.1082185092	0.13144674779999999	-0.0643921031	-0.012533336200000002	0.0647601428	-0.0337018746	-0.10240356789999999	0.034967341400000004	0.000389213	0.0676966073	-0.1314284499	-0.17742327440000005	0.0724340213	-0.0758224513	0.10966972259999999	-0.0872169459	-0.0680649361	-0.0805028102	-0.10085604029999999	-0.0193159304	-0.0015442245	0.04694587769999999	0.052438652800000006	-0.0268637984	-0.07214354519999999	0.1213126213	0.12010478890000001	0.1181006348	-0.017250599999999998	-2.009999999999859e-05	0.00029758320035999994	4.0400999999994337e-10	-0.0277753	0.0562607	0.00316526636449	0.0007714672900900001	-0.0433394	0.027221600000000002	0.0018783035923599998	0.0007410155065599999	0.00143634	0.0003196599999999998	1.0218251559999987e-07	2.0630725956e-06	0.000648933	-0.000267949	7.179666660099997e-08	4.21114038489e-07	-0.00010230900000000004	-0.00014713550000000004	1.0467131481000008e-08	2.164885536025001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35080.50390625	174.59765625	1230641754.3164215	30484.341567993164	23150.96484375	-12.162109375	535967173.19654846	147.91690444946292	23018.4453125	40.3984375	1632.0337524414062	529848824.6045532	1.352892	21.838547	0.16296982999999998	-0.0782047542	0.026206324700000002	0.019426729	0.0100691214	0.1112292389	0.1562463593	-0.1266448796	0.0021203545000000002	-0.25213807309999997	0.0631368101	0.021426162599999996	0.16870509260000002	-0.1217586569	-0.005142655800000001	-0.0185894213	0.0803227282	-0.006515478000000001	-0.09854333189999999	0.0009532603	0.0371749149	-0.0024793948	-0.2152409271	0.0687512879	-0.0571330076	-0.0600838008	-0.0374940714	0.2219704426	-0.030673386400000002	0.050059065599999994	0.0630629939	0.0589185992	0.0251191579	0.0760516968	-0.0328297097	-0.16170476050000002	-0.11407571279999999	0.05716436690000001	0.1663182252	0.043246874500000004	0.0388659837	0.08766948039999999	0.0835961122	0.0785229671	0.1664594452	0.0409429473	-0.055372753499999997	-0.0426973996	-0.1324751598	0.10777572810000001	-0.0396891259	-0.07350117839999999	0.0085809444	0.2029215113	-0.07509365929999999	-0.2182027664	0.0412591858	-0.028692784300000006	0.1807191279	-0.078643163	0.0166255775	0.1914113255	0.0066676475	0.1120795134	-0.1131692684	-0.024839146200000002	-0.2191417093	0.1052058392	0.068342149	0.06099586780000001	-0.09250479710000001	0.042322154699999996	0.0449008242	0.1509050485	-0.0296147525	-0.0294610631	-0.0689548389	-0.0740171983	-0.2649153407	-0.087426735	-0.08917531050000001	-0.0692575245	0.07568616	-0.1401056502	0.044432802199999996	-0.046741947400000004	-0.0572069639	0.07494753950000001	0.0017039328	-0.0258991407	0.1704308387	0.1022683242	-0.18484970120000002	-0.11357464119999999	0.0650450339	0.0394579522	-0.10996650849999999	-0.0331124202	-0.0356941853	0.0142366477	-0.0018615481	0.15915495699999999	0.0620859289	0.0143387217	-0.1346089097	0.0819315868	0.0026446501	0.12104935019999999	0.11905633460000001	0.11575891279999999	0.00344963	0.02070023	1.18999471369e-05	0.0004284995220528999	-0.0632411	-0.035465799999999985	0.0012578229696399994	0.003999436729209999	-0.10539200000000001	-0.06205259999999999	0.011107473663999999	0.0038505251667600004	0.00103624	-0.0004001	1.6008001000000002e-07	1.0737933376e-06	0.000648933	0.0	0.0	4.21114038489e-07	0.000392615	0.0004949240000000001	1.54146538225e-07	2.449497657760001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35097.984375	17.48046875	1231868507.187744	305.56678771972656	23181.265625	30.30078125	537371075.9768066	918.1373443603516	23011.48828125	-6.95703125	48.40028381347656	529528592.91810614	1.413159	22.811386	0.175775735	0.0455424339	0.003187893	0.047586406	0.0719831022	0.0060347425	0.08959811820000001	-0.1673132434	-0.0219450102	-0.0286759818	-0.0871776759	0.1907957775	0.0844353607	-0.1481022224	0.12840642689999998	0.0866438541	-0.2112158087	-0.1358577485	-0.08644096970000001	-0.1491159583	0.0057103186	-0.18579369760000009	0.030242881099999997	-0.0191059827	0.0045401847999999995	0.146229307	-0.0429242145	0.0501889081	0.052332507300000004	0.0008372312	0.1223166796	-0.0376078184	-0.0683390297	-0.0392992601	-0.0040828539	0.07024722480000001	0.0840089033	0.0857291141	0.004954465999999999	-0.0901706858	0.0495713659	0.044401188700000004	-0.0278205231	-0.0738691025	-0.036207647	-0.0667470543	-0.2556794293	-0.0209072304	-0.1302776437	0.0108469891	-0.09384433	0.053170416	0.025997836	0.041953539299999995	-0.0436390361	0.1252885058	0.1365040939	0.1277925026	-0.127565677	-0.2056903367000001	-0.059000505599999996	0.1245793303	0.11136735960000001	0.09903715099999999	0.0905551638	-0.1597389353	-0.1718915228	0.056335357999999995	-0.0611485634	0.0889959177	0.10891811400000001	-0.0482131811	-0.1449436133	-0.1104046221	-0.284554693	0.0272925305	0.1700835189	0.0283228738	-0.042491012800000005	-0.0494296778	0.030978563599999998	0.047928102800000004	0.0181361263	-0.0628643118	-0.0663142967	0.0863168923	0.0517413162	-0.0009043969	-0.036021006200000004	0.0014088397	0.0286071142	0.0107229478	-0.0969653531	0.0394257227	0.0075108915	-0.1054358992	-0.0609372204	-0.1187528918	-0.035728921600000005	0.0748530778	0.1285989515	-0.0680215896	0.13298521119999998	0.0563383713	0.09537552269999999	-0.17729640940000002	-0.0887783481	0.1207205288	0.11775003070000001	0.11285322490000001	-0.00545888	-0.00890851	2.97993708544e-05	7.936155042009999e-05	0.0114771	0.0747182	0.00558280941124	0.00013172382441000002	-0.0631664	0.042225599999999995	0.003989994088959999	0.00178300129536	0.00168692	0.00065068	4.233844624e-07	2.8456990864e-06	0.000648933	0.0	0.0	4.21114038489e-07	4.48265e-05	-0.00034778850000000003	2.0094151022499995e-09	1.2095684073225002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35200.0625	102.078125	1239044400.0039062	10419.943603515623	23121.640625	-59.625	534610265.1916504	3555.140625	22964.43359375	-47.0546875	2214.143615722656	527365210.2817536	1.190483	19.216913	0.13838893	-0.192518747	0.013781468100000001	0.0659914339	-0.0708426646	0.1869460169	-0.0068402186	0.0524074017	-0.050292243	-0.1523016107	0.0865620058	0.053638870199999994	0.11829983039999999	-0.0639682645	0.0184853372	0.1737570186	0.028193764700000002	0.06137930940000001	-0.0062915524	-0.0205803557	-0.0736055041	0.0852663265	0.1346005201	-0.17793095550000002	0.030288427599999997	-0.0668808629	0.0047567597999999996	-0.019851143600000003	-0.05773732030000001	-0.08653091880000001	-0.0508878463	-0.1462931667	0.105357536	-0.09786726859999999	0.0121876859	0.027519624500000003	0.0633897092	-0.0866390466	0.17900370280000005	-0.1302534716	-0.12686644130000002	0.0648365786	0.1582765445	-0.1411581286	-0.0680899291	0.0577301613	-0.0129597346	0.043660303399999996	0.187529938	-0.0164541986	-0.13093825679999999	-0.1874113539	0.0053048417	0.1083228886	0.0370818123	-0.023383965899999998	0.0779578558	0.1484931595	-0.030244929500000007	0.0174978376	0.10550452210000001	0.0975006484	-0.1019226462	-0.042518882699999996	0.0124927774	0.023536924	-0.1964232991	-0.0684027982	0.0121654529	0.1344924967	-0.18838839649999997	-0.0639838058	-0.026403557999999997	-0.0049714669	-0.0224746764	-0.0318961983	-0.069319981	-0.0085204208	0.2642452608	0.1146140893	-0.0271922435	-0.030072037000000006	0.009001955899999999	-0.0380711336	0.1557261231	0.1388070938	-0.0778287428	-0.12280385369999999	0.0721599311	0.052608284400000004	0.054645825499999995	-0.0724695741	-0.0544485333	0.025284616800000003	0.0897760841	-0.1253180158	-0.0115514075	-0.0132374873	0.1878522406	0.1173382427	-0.0122205198	-0.0342165275	-0.0941670015	-0.092496268	0.18685456809999998	0.17308282989999998	0.0030667221	0.120326335	0.1161887065	0.1093977275	0.00242475	0.007883629999999999	5.879412562499998e-06	6.215162197689999e-05	-0.08195219999999999	-0.0934293	0.00872903409849	0.006716163084839999	-0.06878530000000001	-0.00561890000000001	0.004731417496090002	3.157203721000011e-05	0.00111668	-0.0005702399999999999	3.2517365759999984e-07	1.2469742224000005e-06	0.000707835	5.8902e-05	3.469445604e-09	5.01030387225e-07	4.48265e-05	0.0	2.0094151022499995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35042.50390625	-157.55859375	1227977080.0195465	24824.71046447754	23122.5	0.859375	534650006.25	0.738525390625	22941.369140625	-23.064453125	531.9689979553224	526306418.04642105	1.544117	24.925316	0.13843645999999998	0.015131128	-0.07844194809999999	0.0746317108	-0.11641947529999999	-0.0052196724	0.0269414335	-0.057553997999999995	-0.0668744255	0.05414370860000002	0.047035990800000003	0.09416883220000001	-0.0381169983	-0.049863902	0.0408957878	0.09984276550000001	-0.0725564187	-0.0773522416	0.0658360635	-0.0886702868	0.055961793499999996	0.0449192404	0.0241848144	0.0678807276	-0.09324094039999999	-0.0044964178	0.17491302350000001	0.013888685800000002	-0.0790480539	0.0073716605	0.1007388541	-0.0694610955	-0.0015908984	-0.0473610388	-0.0006774883000000001	0.012382606899999999	0.06814250599999999	0.0655602252	0.015310366200000003	0.0833124856	-0.0475018907	0.0686970678	-0.0721573504	-0.00023113369999999998	0.0164190134	-0.0628172343	-0.0077675528	-0.0031120466999999996	0.1906186118	0.08245878799999999	0.0808758468	0.0338914777	-0.0802265483	-0.0273691482	0.0804322339	0.1071950224	0.0139921523	0.1314680791	-0.13945667109999998	-0.1132667933	0.1185124617	0.0258677088	0.0659327338	0.0400794691	0.1005347702	0.043928709100000005	-0.0301482639	0.0381752909	-0.0301275502	-0.0008756682000000001	-0.018805939	-0.043154806100000005	0.051620939000000005	-0.1197127449	-0.0750486062	-0.0049976546	-0.13162860029999998	0.0741356999	-0.0055884712	-0.0471104406	0.0815969591	-0.10901801369999999	0.045369625	0.0344013352	-0.14155254679999998	0.09338080509999999	0.0183029377	-0.11408076539999999	0.09610881939999999	0.033441840800000004	-0.0465669013	0.0175357274	-0.0873199156	-0.0110619111	-0.1349033134	0.0685810371	-0.0329147086	-0.070489035	-0.028342852	-0.0265297535	-0.0269684496	-0.083669273	-0.1404774275	0.0055350619	-0.049465014	-0.0166662174	0.0119803915	0.1198669825	0.1143757435	0.10540925529999999	-0.00401381	-0.006438559999999999	1.6110670716099993e-05	4.145505487359999e-05	-0.0151769	0.06677529999999998	0.004458940690089998	0.00023033829361	-0.0368641	0.03192120000000001	0.0013589618688099993	0.0010189630094400008	0.00130748	0.00019079999999999987	3.640463999999995e-08	1.7095039504e-06	0.000232607	-0.000475228	2.2584165198400002e-07	5.4106016449000016e-08	4.48265e-05	0.0	2.0094151022499995e-09	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34993.5	-49.00390625	1224545042.25	2401.382827758789	23066.578125	-55.921875	532067026.3967285	3127.256103515625	22917.3671875	-24.001953125	576.0937538146973	525205718.80670166	1.445901	23.339909	0.03825765	-0.0736778672	-0.0533425136	0.0420092742	-0.2412387587	0.0928562983	-0.0038653042	0.0311382733	-0.0172954479	-0.038058802	0.1482792775	0.0293726365	-0.026844954100000002	-0.0162751846	-0.0634795026	0.1297574087	-0.1294043928	-0.044581419000000004	-0.0468322091	-0.0182965924	0.0745865214	-0.0202478577	-0.0937772592	0.1492992202	0.07984196019999999	0.0416792578	0.0608735589	-0.0920562166	0.1062164382	0.0175044412	-0.11412156529999999	-0.11567229359999999	0.0734413926	0.054072347800000004	-0.0105960111	-0.0913098497	0.0059691195999999995	0.1538820941	-0.0195192121	0.1066519816	-0.0380100415	-0.12584136939999999	0.053424939500000004	0.0801120512	-0.0512465388	0.0051063147	0.0490752895	0.022668241000000002	0.0548219913	-0.137986045	0.020892344099999998	-0.0583301117	-0.0940809262	0.0320439992	0.0439880412	-0.1012865909	-0.004823393400000001	-0.061530373099999994	-0.0634308614	0.0726494344	0.2618742612	0.0268383323	-0.049742623	-0.00038487300000000004	0.009729182099999999	0.1059327364	-0.0657091685	0.021507244100000003	-0.0311116836	-0.0769169344	-0.13014226869999998	-0.09741259630000004	-0.1273847059	-0.13868437349999999	-0.0588047622	0.1237077224	0.015398776999999999	-0.025538471299999997	-0.0866712877	-0.0703412615	0.0155788452	-0.0472373193	-0.1610228961	-0.026597063100000002	-0.0732278878	-0.1711758293	-0.1483170603	-0.0826246721	0.0609882246	0.07697946530000001	0.0216788241	0.09498440720000001	0.0911825694	0.0708255417	0.0195765823	-0.0372539218	0.0268441929	0.0751882791	-0.0849009244	-0.08618317029999999	-0.0038157818	-0.0034903595	-0.1289842873	-0.0381060148	0.0154304204	0.1071026374	0.0827305742	0.11934271980000001	0.112315068	0.1009072399	0.00440529	0.008419099999999999	1.94065799841e-05	7.088124480999998e-05	-0.0208405	-0.0056636	3.2076364960000015e-05	0.0004343264402500001	-0.0415767	-0.004712600000000004	0.00172862198289	2.2208598760000038e-05	0.00105602	-0.00025146	6.32321316e-08	1.1151782404e-06	0.000370394	0.000137787	1.8985257369e-08	1.37191715236e-07	4.48265e-05	0.0	2.0094151022499995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34961.90625	-31.59375	1222334888.633789	998.1650390625	23137.458984375	70.880859375	535342008.25363535	5024.0962257385245	22938.6484375	21.28125	452.8916015625	526181592.1392212	1.499752	24.209166	0.07072099500000001	0.12123977650000001	-0.07506645990000001	0.060587185700000004	-0.0445878864	-0.1576585099	-0.040810671	0.1338293183	-0.0472006542	0.006545108000000001	0.0186334664	0.0957576442	-0.0669552405	-0.1702720532	0.090711662	0.017140623799999997	-0.0353607373	-0.10055283470000001	0.0988951408	0.11143437	0.0101674441	0.038493825	0.006909835400000001	-0.0240982058	0.0046679493	-0.05144427360000002	-0.0877352499	-0.0183859794	-0.054877078899999994	-0.0773325941	0.0941041025	0.19395779170000002	0.0861787324	0.2550490073	-0.0561698389	0.0884493417	0.027351618799999998	0.0151111389	0.08211448980000001	-0.0105879153	-0.061274618600000004	-0.010327103	-0.0207044031	0.0166869922	0.0862672644	0.0759320878	0.1405300975	-0.1145220749	0.014631452	-0.053114469500000004	0.0269225773	0.1319984027	-0.0268296739	-0.0903521292	0.1468608233	0.0036758966	0.09297252439999999	-0.0886196682	-0.0250025387	0.0807247203	0.0316279534	-0.1551140962	0.0977928908	-0.1066762984	0.0296256346	-0.0293071605	-0.1225830268	0.10459796539999999	-0.047866151600000004	-0.1199718743	0.032506024700000004	0.0132883625	0.0910334875	-0.0298241904	-0.0218794119	0.1544078937	0.0009494245	-0.11121125050000001	-0.0369603761	0.1216391223	-0.0190960972	0.00092074	0.022658593900000003	-0.095323823	0.18214804710000002	0.11165992220000001	0.1588523915	-0.045589455999999993	-0.0600213871	-0.186792088	0.0002017859	0.17581054699999998	-0.0140601289	0.0082172107	0.0220117388	-0.11452917509999999	0.0234318973	0.0822062988	0.0443444261	-0.1926488045	-0.04415766559999999	0.0954370196	-0.1555622409	0.1607548844	0.030977044300000006	0.075422235	-0.118625021	0.11875383099999999	0.1100111431	0.0959136145	-0.00503618	-0.00944147	2.5363108992400006e-05	8.914135576090001e-05	-0.036753	-0.01591249999999999	0.0002532076562499997	0.0013507830089999995	-0.0236549	0.017921799999999998	0.00055955429401	0.0003211909152400001	0.00093894	-0.00011707999999999997	1.3707726399999997e-08	8.816083236e-07	0.000112137	-0.000258257	6.669667804900001e-08	1.2574706769e-08	0.000218394	0.00017356750000000002	4.7695939236000005e-08	3.012567705625001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
