csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
34332.12890625	n/a	n/a	1178695075.2353668	18608.03125	n/a	346258827.00097656	n/a	20248.740234375	n/a	410011481.0791969	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32183.8671875	-2148.26171875	4615028.412246704	1035801307.1426393	18564.662109375	-43.369140625	344646679.2352638	1880.8823585510254	20107.65234375	-141.087890625	404317682.77711487	19905.792881011963	2.794746	64.94768499999999	0.6571340000000001	0.1547913542	0.2104020149	-0.13940982970000002	0.24563071120000002	0.0429475957	-0.18710894320000002	0.2442688539	-0.0410854286	0.0396164624	-0.1235999955	0.1553861525	-0.3260575382	0.0036880179	-0.0926281943	0.395423222	-0.0770075049	0.0306313251	-0.0436638725	0.1412400838	-0.040209802200000005	0.063901948	-0.044302976900000006	0.0116364948	-0.1907029333	0.0259900998	-0.0193143719	0.0027433755	-0.1143142139	0.0921186257	-0.0682876789	0.021883367200000003	-0.0480440905	0.1001534749	-0.023797046699999998	0.009317045500000001	-0.08140663599999999	0.0608330229	-0.0077396001	0.0818373202	-0.15262172	0.0445406456	0.024059635899999997	-0.0189036056	-0.0362398736	0.027336097599999998	-0.1548377394	-0.253432314	0.16283921810000002	0.09570566400000001	-0.1365678524	0.2079148946	0.0513918048	0.036444011	-0.1335045727	0.3220411334	-0.0418285445	0.0708497366	-0.0193353653	0.2761687774	-0.18339736899999998	0.053959598899999996	-0.0743806668	0.2453990473	-0.1210649308	0.1163882887	-0.0512323783	0.1525732148	0.1358801594	-0.0433760287	0.055826872	-0.0202669347	0.040584550899999995	-0.1326936124	0.10169869039999999	-0.0178248494	0.1452803925	-0.032325316800000004	0.0409791477	-0.1024367617	0.0755088337	-0.0543293037	0.0205500045	-0.0659157834	0.0663673627	-0.0001189882	-0.056662530499999995	0.042413362	-0.058136991299999996	0.0385614927	0.0335796078	-0.1161741017	0.0679921246	0.0397514788	-0.1264943613	-0.07071637559999999	0.0659636443	0.1002478183	0.1002384491	0.10022283439999999	0.1002009753	0.10017287289999999	0.0	0.0273426	0.0273426	0.0007476177747599999	0.0007476177747599999	0.168881	0.168881	0.028520792160999998	0.028520792160999998	0.266152	0.266152	0.070836887104	0.070836887104	-0.00250896	-0.00250896	6.294880281600001e-06	6.294880281600001e-06	0.0012783	0.0012783	1.63405089e-06	1.63405089e-06	-0.000107908	-0.000107908	1.1644136464e-08	1.1644136464e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32600.158203125	416.291015625	173298.209690094	1062770314.8687783	18572.494140625	7.83203125	344937538.60355	61.34071350097656	20094.826171875	-12.826171875	403802038.87787247	164.51068496704104	1.400306	32.541988	0.463886869	0.0735930876	0.1247081254	-0.0928369797	0.1323902582	-0.044811324900000005	-0.0347724381	0.07293483690000001	-0.0701848954	0.09022087220000001	-0.0418620743	-0.0113392016	-0.21328914780000002	-0.0954207823	-0.07294635769999999	0.0384333829	0.11235017609999999	-0.1130134424	-0.0683780162	-0.0845312335	-0.06660281950000001	0.0252160272	-0.0380987726	0.0498973749	0.0338075182	-0.0123777456	0.0376510033	-0.0397639431	-0.12325285609999999	-0.1049310183	-0.031312022200000005	-0.0668754411	0.1400424337	-0.123019225	-0.0604159883	-0.015073965900000003	-0.0491327203	-0.024042325099999998	0.0153529221	-0.16230085390000001	0.06876014379999999	-0.0837487593	0.0161954996	0.0071864569	-0.1223510991	0.033626569700000004	-0.0781180818	-0.1145096574	0.0488226869	-0.0052237579	-0.09195166789999999	0.12497161539999999	-0.0392638363	-0.0276304315	0.0316806863	0.1388962994	0.035714665699999995	0.043344013099999995	0.0407030662	0.1308723587	-0.12700391519999998	-0.1948061666	-0.0843421816	-0.076268349	-0.0757005551	-0.0291197979	-0.1008154505	-0.0019422571	-0.0721362816	-0.07132873	0.041708476200000004	0.0147219738	0.0049272194	0.0718272106	-0.019843639	-0.079622389	-0.1301721752	0.06615418099999999	0.1393785926	0.1409163055	0.005040546	0.033546630099999995	-0.0044674923	-0.0388023353	-0.0929167395	-0.0956037314	-0.0043643019	-0.0039348025	0.003982212	0.0831635723	0.1016294525	-0.0708772108	0.015790564099999998	-0.1185018543	0.2254411314	-0.0639990464	-0.005467784399999999	0.10022283439999999	0.10013852919999999	0.0999980731	0.0998015448	0.0995490545	0.0	-0.000448519	-0.027791119	2.0116929336100004e-07	0.0007723462952721608	0.218025	0.049143999999999986	0.047534900625	0.0024151327359999987	0.424889	0.15873700000000002	0.18053066232099999	0.02519743516900001	0.00085015	0.00335911	1.12836199921e-05	7.227550225e-07	0.000740201	-0.000538099	5.47897520401e-07	2.89550533801e-07	-0.000774994	-0.0006670860000000001	6.00615700036e-07	4.45003731396e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32696.533203125	96.375	9288.140625	1069063283.5030557	18561.2890625	-11.205078125	344521451.6616821	125.55377578735352	20027.65234375	-67.173828125	401106858.40211487	4512.323184967041	1.136729	26.416689	0.26523322399999993	0.0442304143	0.0242736044	-0.0741688156	0.036911383799999996	-0.000901334	0.0465905143	-0.0049932051	-0.0302157647	0.08541982199999999	-0.0285977494	0.0807365637	-0.0376157576	0.1572872557	0.013206153899999998	0.0063141986	0.131229591	-0.07821654389999999	-0.09245585279999999	-0.0698399173	0.007807535	-0.0347227939	0.053536713099999994	0.053122765	0.19534960829999998	0.0214743029	0.050874828399999995	0.077014442	-0.0517088976	0.0237262642	-0.0383288415	0.0139188224	0.0767371282	-0.0425607684	0.1427458941	-0.090234759	0.046052391	0.0117988559	0.0569694387	-0.028898906800000002	-0.0464562982	-0.0089903862	-0.0181412434	-0.1536121064	-0.10080366619999999	-0.0372205513	-0.0522321476	-0.024172859100000003	0.007669249499999998	-0.09325277359999999	-0.07022430019999999	0.0401407685	0.0100652508	-0.0497411579	0.0613846165	0.0397580894	0.0020053288	0.11342654960000001	0.0612638559	-0.0367308067	-0.137346318	0.0502838336	-0.029691310699999997	0.0501864831	-0.033238668900000004	0.0132916767	-0.031152798399999997	-0.06625128429999999	-0.0850287741	0.1555716344	-0.0435559976	0.0240716875	-0.024376172400000003	0.1746836521	-0.0899036938	0.0385367508	-0.0757372584	0.043347931	0.0607046553	0.0132218178	-0.086207701	0.132919444	-0.0577038611	0.0221547021	-0.08730895609999999	-0.0314444055	0.0688228104	-0.08887658300000001	0.037663979199999996	-0.0938970648	-0.0198255445	0.0508771936	0.10476495050000001	-0.0972487025	-0.09737461039999999	-0.0428077052	-0.0617429116	0.10017287289999999	0.09993878910000001	0.0995490545	0.0990042761	0.09830530230000001	0.0	-0.000687143	-0.00023862399999999994	4.72165502449e-07	5.694141337599997e-08	0.258729	0.04070399999999999	0.066940695441	0.0016568156159999991	0.545569	0.12067999999999995	0.29764553376099995	0.014563662399999991	0.00199846	0.00114831	1.3186158561000002e-06	3.9938423716e-06	0.0008726069999999999	0.00013240599999999982	7.614429764489997e-07	1.7531348835999958e-08	-0.00156649	-0.000791496	2.4538909201e-06	6.26465918016e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32794.82421875	98.291015625	9661.123752593994	1075500495.5387118	18553.388671875	-7.900390625	344228231.20965964	62.41617202758789	20011.232421875	-16.419921875	400449423.0423012	269.6138343811035	1.136055	26.401009	0.393503433	0.0495699855	-0.0585473577	-0.0596486038	-0.0397390321	-0.006967851999999999	0.0911400306	-0.0014401320000000002	-0.1003872362	0.0896366682	0.08386796469999999	-0.0411501296	-0.1364435889	-0.0781490108	0.012005857	-0.012244651499999998	0.16989491489999994	-0.2102080845	-0.0680512531	-0.0523505724	-0.0321176676	-0.06934050110000001	-0.0562632634	-0.0874496727	0.0379019892	0.1172868751	-0.09071203550000001	0.1141098819	0.034063753100000004	0.0102215452	0.0227812662	-0.0002227177	-0.0743660597	-0.0701255991	-0.1271079791	0.09108875109999999	0.07889829799999999	-0.0641611235	-0.018956626299999998	0.050406484800000005	0.09067915210000001	0.0882713447	-0.09785667029999999	-0.0239379506	-0.0396887612	-0.0099138942	-0.0425374616	0.061345221799999995	-0.0146402568	0.0094905871	-0.0646619798	-0.0297782955	-0.0064743337	-0.1202779978	0.1250823446	0.0004823328	-0.011956980700000001	0.0145627573	0.0949048666	0.0791489962	-0.1246502187	-0.235216073	0.076939718	0.007788081999999998	-0.0798977382	-0.17157558399999998	-0.0523196918	-0.021458999399999998	-0.1052572087	0.11982192259999999	0.012525230900000002	-0.0437365538	-0.0495685212	0.0025631910000000003	-0.0064468754000000005	-0.0508562064	0.09151980609999999	-0.0393755287	0.0360158325	0.0187548535	0.010521046899999999	-0.13172942029999998	0.0088707388	0.1588493594	0.0034583065999999997	0.0153969265	0.0947362036	-0.0068774552	0.056920981100000004	-0.12262120130000001	0.0024874188	0.0072055819999999994	-0.019430490800000002	0.0722523806	-0.010311034200000001	0.11058236519999999	-0.0335070437	0.1000979463	0.0996394278	0.0988767856	0.0978123473	0.09644936189999999	0.0	0.00516864	0.005855783000000001	2.6714839449600007e-05	3.429019454308901e-05	0.174146	-0.08458299999999999	0.030326829315999997	0.007154283888999999	0.7055899999999999	0.16002099999999994	0.4978572480999999	0.02560672044099999	0.00454489	0.00254643	6.484305744900002e-06	2.06560251121e-05	0.000780944	-9.166299999999987e-05	6.098735311359999e-07	8.402105568999974e-09	-0.00178927	-0.0002227799999999999	3.2014871329e-06	4.9630928399999954e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32797.52734375	2.703125	7.306884765625	1075677799.864029	18496.48828125	-56.900390625	342120078.7384186	3237.654453277588	19992.90625	-18.326171875	399716300.32128906	335.848575592041	1.100421	25.572912	0.26882941000000005	0.0664003479	-0.1077203506	-0.0600585571	-0.0982275974	0.0312489283	-0.0232290821	-0.030517356699999998	-0.07298919429999999	-0.0193974673	0.0322258574	0.022906566899999998	0.0327305373	0.0486823556	0.0141104557	-0.048172258899999994	0.06033439490000001	-0.1745837755	-0.0156260074	0.051506857999999996	0.0562646845	0.0037432002	0.0245848061	-0.1359779078	0.011670485800000002	0.0652103674	-0.1109420236	-0.1942717211	-0.1356923927	0.1689352403	0.1087178278	-0.0513707088	0.0859116139	0.0311703519	-0.021709514	0.067196454	-0.0098590728	-0.0752894582	0.10180036199999999	-0.0704034683	-0.0609719686	0.09277423039999999	0.0342481076	0.0279370835	-0.08325734679999999	0.0192874028	-0.0637865905	0.0891761599	-0.0018176196	0.0386747561	-0.061305107699999986	-0.1011339986	0.0189228367	0.0401925326	0.0477084554	0.0006840344000000001	-0.0467461337	-0.047181277599999995	0.0996191317	-0.05418860440000002	-0.05697586690000001	0.0034316843	0.01178043	-0.0364416911	-0.0346203687	-0.1452384797	-0.21622654730000002	-0.14459758039999998	-0.0125441319	-0.0529010763	-0.0979982073	-0.1589184879	-0.05442118519999999	-0.0632938872	-0.1005226231	0.0088376933	0.10928794050000001	-0.0055060414	-0.031352074900000006	-0.0239747209	0.1213647524	0.024442583599999998	-0.051168178499999994	-0.0018963451	0.038852434	-0.12045882210000004	-0.0060595887	-0.0602662929	0.0369786695	0.038108175099999995	-0.0575877887	0.1018386768	-0.060025564000000003	0.0547996199	-0.052644526500000004	-0.0206502854	0.0702195273	0.0999980731	0.0992407438	0.09798277400000001	0.0962305098	0.0939927908	0.0	0.0197361	0.01456746	0.00038951364321	0.0002122108908516	0.297064	0.122918	0.08824702009600001	0.015108834724	0.8089609999999999	0.103371	0.6544178995209999	0.010685563640999998	0.00455056	5.670000000000154e-06	3.214890000000175e-11	2.0707596313600007e-05	0.000742465	-3.847900000000001e-05	5.51254276225e-07	1.4806334410000007e-09	-0.00127396	0.0005153099999999999	1.6229740816e-06	2.655443961e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32826.8125	29.28515625	857.6203765869141	1077599618.9101562	18519.3203125	22.83203125	342965224.83697516	521.3016510009767	19984.548828125	-8.357421875	399382191.8637123	69.84650039672853	1.0563570000000002	24.548901	0.28414278200000004	0.0703555746	-0.0560932746	-0.0271545792	-0.057009263	0.0471533229	0.0369243583	0.0890509268	-0.0780481047	-0.0943876083	0.1484487325	-0.04808463	0.0475610031	0.0637622129	0.0661493678	-0.07583368900000001	0.1518763745	-0.0958161535	0.1272987217	-0.042245231900000006	-0.0181735708	-0.0281418046	-0.0291042258	-0.2144699658	-0.0705696314	0.048773152699999996	-0.0021097806	-0.0468573609	-0.0484336146	-0.0737335337	0.027323309	0.0337935927	-0.11175295519999999	0.09153659880000001	-0.0871529091	0.0231064515	0.0210446339	-0.0951577399	0.0184533993	0.017339238899999998	-0.12021695519999999	0.026643659	-0.08146519940000001	0.01495834	0.0376614775	0.0281816077	-0.050916687999999995	0.0071406034	-0.0604071507	0.2152848726	-0.0321034669	-0.06489189570000001	0.045850822699999995	-0.0633738815	-0.0353890118	-0.0834634598	-0.040430122799999996	-0.0729893332	0.1953759618	-0.014878840400000001	-0.0093319417	0.0062610988	0.08482291980000001	-0.0879653506	0.0299959914	-0.20030301550000001	-0.027003196	0.0656076337	-0.0640212213	0.0017821644	-0.0339883461	-0.1252495195	-0.055500889500000004	0.0521288941	0.0653308604	0.0244053062	0.0244294142	-0.0499566149	-0.1290374916	0.014741985400000001	0.0674326598	-0.0369636082	0.0653718621	0.020823755700000002	0.10884648179999999	-0.1649750201	-0.0194531366	-0.0077751105000000015	-0.1082996063	-0.0153404927	0.0573306124	-0.0143328429	0.0353373579	-0.0405654819	0.0103957041	0.0850457382	-0.0894305059	0.0998732783	0.0987431344	0.0968690246	0.0942650692	0.09095088720000001	0.0	-0.000307932	-0.020044032	9.4822116624e-08	0.00040176321881702404	0.233575	-0.06348899999999999	0.054557280625	0.004030853120999999	0.761579	-0.04738199999999992	0.580002573241	0.0022450539239999927	0.00687265	0.00232209	5.392101968099998e-06	4.72333180225e-05	-5.890810000000002e-22	-0.000742465	3.470164245610001e-43	5.51254276225e-07	-0.00127396	0.0	1.6229740816e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32749.306640625	-77.505859375	6007.158237457275	1072517085.4416847	18547.87890625	28.55859375	344023811.9209137	815.5932769775391	19891.8359375	-92.712890625	395685136.9644165	8595.680088043213	1.370583	31.851263	0.35487828799999993	0.0508475746	-0.1162447249	-0.0468210247	-0.11854539089999999	0.0780559796	0.08718236039999999	0.029684646000000002	-0.023602234500000003	0.0277386043	0.1793049253	0.0487187641	-0.0443540117	-0.1095523823	0.010424106800000001	0.0262999232	0.0728479509	-0.07459092980000001	0.0937522974	-0.083508526	0.099926181	-0.046344633499999996	0.1751972119	0.0146631096	-0.0478198734	-0.0442417834	-0.1413158954	-0.1178813641	0.1179956994	-0.0728120433	0.0288606437	0.0634134285	-0.0116675468	0.049815298200000004	-0.0087699001	-0.11666523599999999	-0.1112118592	0.0971014836	0.18730275440000002	0.1144896102	-0.0583355641	-0.0340136386	0.0674519931	0.0121440952	0.1649791067	0.07304179179999999	-0.043779600300000006	0.09937034539999999	-0.0251182955	0.0655365395	-0.0506608645	-0.12461329550000001	0.0654840461	-0.150372065	0.0496655776	-0.09485424320000001	-0.1306620953	0.0240274221	0.0631727418	0.07694703209999999	-0.0119033356	-0.0451817555	0.036183575600000004	-0.1352662283	0.19825696469999998	-0.0101215115	-0.031384771400000004	0.0544063346	0.0270423083	-0.0354197595	-0.10285816369999999	0.0857444539	-0.0754111697	-0.1839447405	0.0112286688	0.0304167698	-0.0171655122	0.0184345448	0.0172489485	0.035782386299999996	-0.0444920199	0.093370009	0.0277744468	-0.0007168964	-0.1036716695	-0.008003801500000001	-0.0102417205	-0.0566021612	-0.0690215128	0.0035914365999999997	0.0094710665	0.1107092398	0.10451409560000001	0.19113523870000002	-0.1358160765	0.0207116835	0.11785461679999999	0.09972359300000001	0.0981470957	0.09553803529999999	0.09192386050000001	0.0873425944	0.0	-0.00111167	-0.0008037379999999999	1.2358101888999998e-06	6.459947726439998e-07	0.342562	0.10898699999999996	0.11734872384399997	0.011878166168999994	0.8369579999999999	0.07537899999999986	0.7004986937639998	0.0056819936409999786	0.00508959	-0.0017830600000000004	3.1793029636000013e-06	2.59039263681e-05	0.0012391800000000005	0.0012391800000000005	1.5355670724000013e-06	1.5355670724000013e-06	-0.000902029	0.000371931	8.136563168409999e-07	1.3833266876100006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32808.8125	59.505859375	3540.9472999572754	1076418177.6601562	18520.560546875	-27.318359375	343011162.9704628	746.2927589416504	20098.95703125	207.12109375	403968073.7440338	42899.14747619629	2.297614	53.394714	0.6102176899999999	0.0540909876	-0.0206497689	-0.0670029834	-0.024665457999999998	0.0089764284	0.0061943941	-0.0014113911	0.0827074111	-0.0663094171	-0.058470279699999995	-0.056831287	-0.007735986899999998	-0.0388135243	0.16111697630000002	-0.031532165099999995	-0.0709583966	0.2980981339	0.0653895113	0.1722683652	0.1226940021	-0.09978055599999999	0.09728864710000001	0.1221114735	0.0241725754	-0.0814281912	-0.0559560725	0.1515679354	0.0022350063	0.0582662613	-0.0124854245	0.0849443077	0.220720174	0.0102388	0.0695781978	0.2695295996	0.1523972851	0.0332291307	0.08234190400000001	0.1391344102	-0.025442916200000002	0.0016884516	0.0017598245999999999	0.0513503351	0.06076286030000001	0.0321933063	-0.0556785267	0.034479031800000004	-0.052553800899999996	-0.0317777026	-0.06635074190000001	-0.0139058646	0.0164140446	-0.0067815529000000005	-0.0514834854	0.027816788999999998	0.0160791711	-0.09339553199999999	-0.05332024690000002	-0.0673596113	0.0895085131	0.1713621355	0.09194584900000001	0.0132669214	0.1498115869	0.1647083798	-0.005268933000000001	-0.1221689199	-0.0200491288	0.0038345326	0.0963571028	0.09789792480000001	0.1813741946	-0.0018583117	0.0751040727	-0.11258425529999999	0.1446052203	-0.010981808000000001	0.045333220099999995	0.05675302	-0.018142838300000002	0.0801494779	-0.0719270498	0.2661295212	0.0531988597	0.0699477461	0.0057508711	0.2366545138	-0.0837970158	-0.0179231636	-0.02008723	0.037402923	-0.0617845184	0.1351106995	0.0473308414	0.029668463500000002	-0.0429937592	0.0995490545	0.0974532219	0.0939927908	0.08921621619999999	0.0831903826	0.0	-0.00158876	-0.0004770900000000001	2.5241583376000003e-06	2.276148681000001e-07	0.275854	-0.06670799999999999	0.076095429316	0.004449957263999999	0.6611739999999999	-0.17578399999999994	0.4371510582759999	0.03090001465599998	0.00138182	-0.00370777	1.37475583729e-05	1.9094265124e-06	0.00373943	0.00250025	1.39833367249e-05	6.2512500624999986e-06	0.000234923	0.001136952	5.5188815929e-08	1.2926598503039995e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32847.70703125	38.89453125	1512.7845611572266	1078971857.2108307	18540.07421875	19.513671875	343734352.0367584	380.783390045166	20053.39453125	-45.5625	402138632.2259674	2075.94140625	1.945362	45.208668	0.6847631100000001	0.08662044140000001	0.1641990143	-0.07341477469999999	0.1279804381	-0.0344743816	-0.011449432800000001	0.0322695933	-0.0045134924	-0.10282674609999999	-0.1492181752	-0.0183180133	0.058313692599999994	0.1213228692	-0.0766047549	0.0209719321	-0.1268546344	0.101421582	0.1442481594	0.1060723732	0.14386338769999998	0.11251096599999999	0.05072647190000002	0.1573867474	0.020727798500000002	-0.0174989229	0.08173643139999999	-0.1665824242	0.028696177799999997	-0.0316273352	0.1802597398	-0.0393807999	0.005555668000000001	-0.0566685057	-0.0912983144	-0.0237097719	-0.030216011	-0.11907062119999999	-0.1032869448	-0.0336631094	0.2116403264	-0.0950633089	0.0399203957	-0.13254625150000002	0.0623650905	0.0171709788	-0.0787026892	-0.1421075822	-0.08669220429999999	0.0134527733	-0.0768404713	0.1367986345	-0.028060365499999997	0.0733320987	-0.08487166859999999	0.1048077403	0.038831140699999996	-0.0006625013	0.007654721	0.047511662	0.16775055490000002	0.1960626725	-0.0687743433	0.0186053833	-0.006162344399999999	0.1370654131	-0.10148608619999999	-0.0035086207	-0.0424069639	-0.0938268139	0.0104653927	0.1201677109	-0.0048385394	-0.09370793289999996	-0.1282396348	0.03280163	-0.1519339072	0.0513054582	-0.0135830613	-0.0094077827	0.0098825956	-0.1483247322	-0.11900962150000001	-0.0083420183	-0.0169096343	-0.0416324249	-0.055763485300000006	-0.087557701	0.08682811039999999	-0.0201323078	-0.0008108067	0.12742956019999999	-0.0521962279	-0.061916515599999986	0.1181019974	0.0260249372	0.11189149470000001	0.0993497063	0.09666220460000001	0.0922367566	0.08615293	0.07852010940000001	0.0	0.031763	0.03335176	0.001008888169	0.0011123398950976002	0.412667	0.13681300000000002	0.17029405288899999	0.018717796969000004	0.39377	-0.2674039999999999	0.15505481289999998	0.07150489921599995	-0.00143066	-0.00281248	7.9100437504e-06	2.0467880356e-06	0.00216574	-0.00157369	4.6904297476000005e-06	2.4765002161e-06	0.0007926399999999997	0.0005577169999999997	6.282781695999996e-07	3.1104825208899964e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
