name	intensity-avg	volume
Left-wm-bankssts	97.485	1978.5
Left-wm-caudalanteriorcingulate	100.8371	2349.2
Left-wm-caudalmiddlefrontal	97.1395	6205.4
Left-wm-cuneus	93.1531	2822.3
Left-wm-entorhinal	77.4083	632.7
Left-wm-fusiform	91.3316	6111.0
Left-wm-inferiorparietal	99.9031	9889.7
Left-wm-inferiortemporal	91.0221	5805.3
Left-wm-isthmuscingulate	100.6153	3852.5
Left-wm-lateraloccipital	95.0725	10881.5
Left-wm-lateralorbitofrontal	93.1563	6212.2
Left-wm-lingual	87.1861	4775.3
Left-wm-medialorbitofrontal	94.1265	2696.7
Left-wm-middletemporal	90.779	5030.9
Left-wm-parahippocampal	89.3428	1468.1
Left-wm-paracentral	95.2805	4019.1
Left-wm-parsopercularis	96.7895	3058.9
Left-wm-parsorbitalis	89.1364	922.8
Left-wm-parstriangularis	93.7723	3081.8
Left-wm-pericalcarine	90.6935	3051.1
Left-wm-postcentral	93.3687	6714.3
Left-wm-posteriorcingulate	100.7089	5564.9
Left-wm-precentral	95.3482	13191.7
Left-wm-precuneus	98.0809	7788.9
Left-wm-rostralanteriorcingulate	98.7632	2481.5
Left-wm-rostralmiddlefrontal	96.5933	12162.5
Left-wm-superiorfrontal	94.2339	16826.4
Left-wm-superiorparietal	98.7865	12612.9
Left-wm-superiortemporal	95.8383	7238.2
Left-wm-supramarginal	99.5072	8748.5
Left-wm-frontalpole	90.3523	268.9
Left-wm-temporalpole	79.986	589.0
Left-wm-transversetemporal	95.1997	731.3
Left-wm-insula	91.7096	10032.0
Right-wm-bankssts	96.7525	2623.6
Right-wm-caudalanteriorcingulate	102.0063	2226.3
Right-wm-caudalmiddlefrontal	95.5641	5552.1
Right-wm-cuneus	91.4609	2174.4
Right-wm-entorhinal	79.8297	697.1
Right-wm-fusiform	89.831	5600.5
Right-wm-inferiorparietal	97.5556	11739.3
Right-wm-inferiortemporal	87.3128	5378.0
Right-wm-isthmuscingulate	99.7675	3540.2
Right-wm-lateraloccipital	92.2037	9820.2
Right-wm-lateralorbitofrontal	94.5139	6517.3
Right-wm-lingual	86.5113	4499.8
Right-wm-medialorbitofrontal	95.1046	3638.3
Right-wm-middletemporal	89.1365	5653.2
Right-wm-parahippocampal	86.4543	1380.9
Right-wm-paracentral	95.4681	4623.0
Right-wm-parsopercularis	96.7125	2770.1
Right-wm-parsorbitalis	89.9156	1411.1
Right-wm-parstriangularis	92.6562	2609.2
Right-wm-pericalcarine	88.6663	3074.9
Right-wm-postcentral	93.5846	7503.3
Right-wm-posteriorcingulate	99.306	4225.1
Right-wm-precentral	94.189	13352.9
Right-wm-precuneus	97.8109	9303.0
Right-wm-rostralanteriorcingulate	103.9226	1832.2
Right-wm-rostralmiddlefrontal	95.6846	13347.3
Right-wm-superiorfrontal	94.0322	18194.3
Right-wm-superiorparietal	98.2467	12076.2
Right-wm-superiortemporal	90.0691	5802.7
Right-wm-supramarginal	98.5511	8239.6
Right-wm-frontalpole	90.094	276.8
Right-wm-temporalpole	77.0993	449.2
Right-wm-transversetemporal	90.1235	413.1
Right-wm-insula	90.5752	8953.4
Left-UnsegmentedWhiteMatter	99.8745	32571.4
Right-UnsegmentedWhiteMatter	99.97	31153.9
