csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
26427.427734375	n/a	n/a	698408936.655613	19990.84765625	n/a	n/a	399633990.0153961	19822.44921875	n/a	392929493.0299225	n/a	n/a	n/a	n/a	-0.0065028384	0.012609776599999999	-0.1179846294	0.0911283837	-0.051032947	-0.07589332110000001	0.1301155526	-0.0092660782	0.2633041987	-0.0337802914	0.17839617559999998	0.1323122708	-0.06888044759999999	0.0271633254	-0.22929665940000002	0.1375031115	-0.060264027699999986	-0.0152591941	0.1691694831	-0.0361744107	0.0563623547	-0.1712964665	0.1078325027	-0.2143447527	0.051503045899999995	-0.076635892	0.0707635646	-0.0301280107	0.06181594150000001	-0.0276325357	0.0301581331	0.217417941	-0.0181797387	-0.0489245747	0.013250817600000001	0.08623099869999999	-0.046286574500000004	-0.15776010029999998	0.1400987197	-0.1456636086	-0.0925163012	0.0869538268	0.0432045048	-0.0675347845	-0.1152329527	-0.029320927799999997	0.0232035951	-0.0567596383	0.1487002405	-0.09035604039999999	0.0722362204	-0.0325397328	0.3138592798	-0.09221498130000001	-0.08514739029999999	0.15241543529999999	-0.0190652477	0.2749860518	-0.0168300903	0.2079220999	0.1670753545	-0.148518196	0.059929915	-0.09011690300000001	0.0149780491	-0.1752472758	0.0885521316	-0.2153634314	-0.0757462307	0.0406516721	-0.0772938471	0.0102360821	-0.0320375928	0.1630423658	-0.1394943337	0.0188547254	-0.1921005616	0.1291547971	-0.0078090787	0.0752048856	-0.055511822300000006	0.0406537646	0.027291141	-0.126211256	-0.0379743015	-0.034233138999999996	0.1298779316	-0.031825461299999996	-0.1948290553	0.1927868786	-0.1052782957	-0.042327843899999995	-0.0278379472	-0.063021933	0.1516960263	0.1217078847	0.1216831682	0.1216419777	0.0372102	n/a	0.00138459898404	n/a	-0.037949	n/a	n/a	0.0014401266010000005	-0.170966	n/a	n/a	0.029229373156000008	-0.00416521	n/a	n/a	1.7348974344099998e-05	-0.000336865	n/a	n/a	1.13478028225e-07	-0.000568389	n/a	3.23066055321e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26100.541015625	-326.88671875	106854.9268951416	681238241.3083229	20042.951171875	52.103515625	2714.776340484619	401719891.67816544	19929.0546875	106.60546875	397167220.73736566	11364.725967407228	3.006289	59.422634	0.9482587	0.3063261788	-0.38946599270000004	0.0589610698	-0.0665685766	0.168775072	0.0103267098	-0.5579617363	0.1926270818	0.0470985645	-0.004696400999999999	0.1538129101	-0.1610495843	-0.1363415036	-0.12746119449999999	-0.2102039204	0.1161443818	0.0377200452	0.1889560877	-0.0582261254	-0.0803223122	-0.1431723009	0.018640488400000002	0.12846365740000001	-0.0781195889	0.0206934014	-0.08923717980000001	0.0390212188	0.086475935	-0.0325987281	0.09164246470000001	0.141073445	-0.042406292000000005	-0.0517430132	-0.0554512125	-0.0273559855	0.0952558516	-0.047900281100000004	0.1261953838	-0.0334722213	0.0303646594	0.1836701989	-0.0968947577	0.08650515730000001	-0.0707559046	0.035334255499999995	0.251033746	-0.2822074731	-0.0790561453	-0.053454093200000004	0.0376296474	0.0791441416	-0.0994926385	-0.2522063913	0.1434353544	-0.0395696767	-0.5433176908	0.2017863743	0.049795441399999994	0.0017347515	0.2078729725	-0.1970784383	-0.2295526035	0.24398670739999997	-0.0367578774	0.0175740331	0.0963105192	-0.1318963903	-0.11296492359999999	-0.0234720815	-0.1357646957	-0.0228674582	0.0457410429	0.0085306698	0.037475545299999996	0.016700378999999998	-0.0320250436	-0.056726109000000004	0.16115252929999999	-0.09870651130000001	0.0618838353	0.0214865879	0.1033842376	0.1098228673	0.0092076477	-0.0983947699	-0.2005645459	-0.0083704099	0.0135068451	0.06723571610000001	-0.0775401845	-0.0080327019	-0.0131618962	0.1073626687	0.0189340624	-0.0803166687	0.1216419777	0.12141962949999999	0.12104935019999999	0.0982231	0.061012900000000016	0.009647777373610002	0.003722573966410001	-0.0491041	-0.011155099999999994	0.00012443625600999986	0.00241121263681	-0.65215	-0.481184	0.23153804185600002	0.4252996225	0.00191346	0.00607867	3.69502289689e-05	3.661329171600001e-06	-0.00056639	-0.00022952499999999995	5.268172562499998e-08	3.207976320999999e-07	0.00102155	0.0015899389999999998	1.0435644025e-06	2.5279060237209994e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26112.744140625	12.203125	148.916259765625	681875406.5537453	19941.400390625	-101.55078125	10312.561172485352	397659449.5392189	19726.49609375	-202.55859375	389134648.136734	41029.98390197754	3.018764	59.669235	0.8958951999999999	-0.047660429500000004	0.0272768394	-0.0031115253999999997	0.0764187016	-0.31524370820000003	-0.1035674653	0.1196256186	-0.10120877689999999	0.2331007339	-0.0917330982	-0.24238050390000002	0.3775024332	0.0009086347	-0.135868782	-0.047189331200000004	0.042120192599999995	-0.1310072348	0.09855267150000001	0.0692394167	-0.0722749475	0.1880701202	0.09422973779999999	0.08529669640000001	0.0539044785	0.0733014446	0.0677185451	-0.025593519	0.0962781597	-0.0312571187	0.085516515	0.1279285195	0.0757563852	-0.09379437369999999	0.2104912935	-0.0079953843	0.0720618375	-0.0188133709	0.054516340999999996	-0.0197789519	0.028270046200000006	0.045175632199999996	-0.17961222780000002	-0.1492108597	-0.1050751586	0.0206715392	-0.0297963165	-0.026804289300000003	-0.0477253987	-0.0202246018	0.12708779679999999	0.1248712666	0.24914869829999997	0.3587755543	-0.1463614366	-0.0932458667	0.1343146616	-0.10923729369999999	0.2690294821	-0.1056647344	-0.2157492832	0.36317019450000004	-0.014245443200000001	0.1083122717	0.0938253551	-0.0405957962	0.0408814268	-1.12674e-05	-0.1176386483	0.047712299699999995	0.0413282838	-0.1271477868	-0.11757971689999999	0.0643433341	-0.0944683724	0.077502528	-0.0722052066	-0.0504013171	-0.0946002577	-0.076287001	-0.1326196026	-0.0055799574	0.19345697260000005	-0.0725430807	-0.0876795309	-0.0018055578	-0.1829308127	0.2311046321	0.0224363307	0.1011948396	-0.1296477203	0.1578727346	0.12645495980000002	0.06225172320000001	-0.0807792736	-0.0917768058	0.1215101995	0.120893123	0.1198669825	0.0970075	-0.0012155999999999972	0.009410455056250005	1.477683359999993e-06	-0.186466	-0.13736190000000004	0.018868291571610008	0.034769569156000005	-0.355692	0.296458	0.08788734576400001	0.126516798864	-0.0057627	-0.00767616	5.8923432345599986e-05	3.320871129e-05	-0.00163625	-0.00106986	1.1446004196e-06	2.6773140624999995e-06	0.000550376	-0.00047117400000000004	3.02913741376e-07	2.2200493827600002e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26067.001953125	-45.7421875	2092.347717285156	679488590.8242227	19956.73046875	15.330078125	235.01129531860352	398271091.0023346	19928.486328125	201.990234375	397144567.33026505	40800.05478286743	2.7201	53.7658	0.67045005	0.16220840890000002	-0.2607537814	0.07891737830000001	-0.239286277	-0.052005253200000004	-0.12882837789999999	-0.4124741708	0.0645569463	-0.10601644810000001	-0.0882310426	-0.1544669208	0.17818386449999998	-0.1988533737	-0.1977546662	-0.0630096346	0.0535446346	-0.1555181924	-0.1632578078	-0.20898947129999998	-0.0038121954999999997	0.0204516546	0.1089153623	-0.1675692147	0.054648737999999995	-0.0609962159	0.0911465601	-0.1572465551	-0.1002483594	-0.0625935783	-0.0910982758	-0.08193757139999999	-0.041624716299999996	-0.12007819380000001	-0.018277986	0.0825606247	-0.09353007470000001	0.12210188890000001	-0.055476852800000004	0.0470113845	-0.1701042721	-0.1751707971	0.0562203671	-0.0872835498	0.043118663	-0.0295548048	0.127802577	-0.26654133760000004	-0.0744934988	-0.29930489039999997	0.0123553292	0.0108849123	-0.023864375299999997	-0.18757262309999997	-0.0014130820000000002	-0.1440366258	-0.3944005061	0.08865824550000001	-0.08122900059999999	-0.1031877967	-0.1464544496	0.1511102222	-0.23456853719999998	0.1589784508	0.20355506969999998	-0.1480823847	-0.08187516780000001	-0.12412389	0.0879805526	-0.008767763100000001	0.1602906151	0.2172282684	-0.1057959821	0.0032602368	-0.1375813608	-0.0569962112	0.017743673600000003	0.11403732289999999	-0.16822642149999995	-0.012631280600000001	-0.1675495495	-0.0143477304	-0.0485340032	-0.1540485768	0.0094748686	0.1423695556	0.2254873525	0.0633426041	0.0409859898	-0.0269291303	0.0287594473	-0.0904922172	-0.0356722044	-0.0253894295	0.11190380220000001	0.08546997460000001	0.1213126213	0.12010478890000001	0.1181006348	0.0704473	-0.02656020000000001	0.00496282207729	0.0007054442240400004	-0.177605	0.008861000000000036	7.851732100000064e-05	0.031543536024999985	-0.675692	-0.31999999999999995	0.10239999999999996	0.456559678864	-0.000758533	0.005004167	2.5041687363889002e-05	5.75372312089e-07	-0.000811014	0.0008252359999999999	6.810144556959998e-07	6.577437081959999e-07	0.00102155	0.00047117400000000004	1.0435644025e-06	2.2200493827600002e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26111.44921875	44.447265625	1975.5594215393066	681807780.30336	19955.134765625	-1.595703125	2.5462684631347656	398207403.5142555	19770.681640625	-157.8046875	390879852.5349464	24902.319396972656	2.589824	51.19075	0.6325219000000001	0.2332849143	-0.2228400855	-0.0328338734	0.07418027690000001	-0.1637382782	-0.090059987	-0.3138632786	-0.0060058886	-0.0116157054	0.1312411829	-0.0683306158	-0.0099415837	0.1250994347	-0.1029734893	0.088956779	-0.1547487161	0.2300593344	-0.08484418789999999	-0.0621184656	0.1773994576	0.0653582647	-0.1653773584	-0.1070614807	-0.0295045927	0.1293895338	-0.0345785879	-0.0648871814	0.0750943449	0.29119987	0.0366797258	0.009538958299999999	0.18490042739999998	0.13136567429999998	0.0917567294	-0.1069938109	0.058565228	-0.0100825275	-0.10047953220000001	-0.009267865600000001	0.0858423136	-0.0497089867	0.0323675602	0.030777335899999998	0.08969447050000001	-0.0607725545	0.2633955243	-0.2130562242	-0.10105405320000001	-0.0253035402	0.1196943691	-0.0010293789	-0.0836232401	-0.0151251949	0.1225293288	-0.09528745779999999	-0.3003424555	0.036626497	-0.0143477111	0.1038402342	-0.0984810681	-0.029247698	0.183809865	0.0904304472	0.0532476254	0.1066431817	-0.0436927069	0.16333585720000002	0.20916883949999998	0.2907084465	0.042091320999999994	-0.0818063679	0.11939443720000001	0.1526734245	0.20085047039999998	0.11614595189999999	0.1020443093	-0.10067576689999999	-0.125028378	0.0824209097	0.1486186655	-0.0948830587	-0.005831734	-0.0010891078	-0.142017751	0.0838612404	-0.053267115	-0.10541488460000001	0.0011443616	-0.1367484453	0.18396293760000001	0.0542745045	0.036872359300000004	-0.0429241758	-0.1732628657	-0.0343788144	0.12104935019999999	0.11905633460000001	0.11575891279999999	0.10442	0.033972699999999995	0.010903536399999999	0.0011541443452899995	-0.037486800000000015	0.14011819999999994	0.01963310997123999	0.0014052601742400009	-0.590124	0.08556799999999998	0.007321882623999995	0.348246335376	0.00482512	0.005583652999999999	3.117718082440899e-05	2.3281783014399995e-05	0.000107373	0.000918387	8.43434681769e-07	1.1528961128999995e-08	0.00197677	0.00095522	3.9076196329e-06	9.124452484000004e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26211.541015625	100.091796875	10018.36780166626	687044882.4137918	19890.115234375	-65.01953125	4227.5394439697275	395616684.03671646	19782.962890625	12.28125	391365620.73184586	150.8291015625	1.6699689999999998	33.008796999999994	0.46588825	0.0819981306	-0.0383060162	-0.010570353999999999	-0.0351385498	-0.22652556769999999	-0.16813274190000002	-0.0082224107	-0.1612076302	-0.0524604212	0.07798675	-0.09560073960000001	0.1892587557	0.25209098760000004	0.056387278	0.047631754500000005	-0.047525055700000006	0.1794466629	-0.0697834349	0.049258667199999995	0.17410891050000002	0.0753295131	-0.012118849499999999	0.14475903699999998	0.0821174507	-0.11711170539999999	0.0911112983	-0.2365876282	-0.13278629849999998	-0.009423273499999999	-0.0969656701	0.0667652519	-0.034706493399999996	-0.16763638	-0.0011730736	0.1101237832	-0.19301229960000002	-0.2121613611	0.0657015749	0.1348086302	0.0219216961	0.015811965600000002	0.0097416799	0.0505664885	-0.0571929429	0.064691502	0.1055929343	-0.07167158650000001	-0.0898863957	-0.1419315323	0.1051602493	-0.0807539953	-0.0023713639000000003	0.2216879767	0.0721063224	-0.1627788023	-0.0166180196	-0.1353299894	-0.056083572699999994	0.05465727	-0.1393394858	0.23663946019999998	0.2603672353	-0.0129674067	-0.1545591768	0.1175068749	-0.0969107761	0.0693450629	0.11895280650000001	0.24513339050000002	-0.051792499000000006	0.014323441599999999	0.1066274056	0.1051784132	-0.15283704550000002	-0.0754917393	-0.1290498183	0.0497170983	0.1029755869	-0.0918012374	-0.19023984010000008	0.1471368996	-0.0693937835	0.18420836850000002	0.0337369262	-0.1010564808	0.0150891099	0.021386418900000002	0.011647711699999999	-0.0650301054	0.0264979935	-0.0778036195	0.0579188238	0.1310889674	0.168498428	0.05718254940000001	0.1207205288	0.11775003070000001	0.11285322490000001	0.0735335	-0.0308865	0.00540717562225	0.00095397588225	-0.0548606	-0.0173738	0.0003018489264399998	0.0030096854323600005	-0.495333	0.094791	0.008985333681000003	0.245354780889	0.000393747	-0.004431373	1.9637066665129002e-05	1.5503670000899995e-07	-0.000773661	-0.0008810339999999999	7.762209091560002e-07	5.985513429210001e-07	0.000832438	-0.001144332	6.929530238440001e-07	1.3094957262240005e-06	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26322.1796875	110.638671875	12240.915714263916	692857143.5010376	20008.82421875	118.708984375	14091.822971343994	400353046.61683655	19813.708984375	30.74609375	392583063.71750265	945.3222808837892	1.523942	30.122416	0.36136395	0.049737056200000004	0.0109127576	-0.0206137479	0.1023437757	-0.1404574042	0.0319855935	-0.0113075411	-0.042440817699999994	0.21957935609999998	0.0298780284	0.0270332915	0.0829764248	0.0452854419	0.0059721164000000005	-0.0697698366	-0.1125344801	0.0586711145	-0.042796095199999995	0.235542776	-0.0528965275	-0.09111060789999999	0.0165619815	0.0214473669	0.022564689900000004	0.0396323372	-0.060078933	-0.021978509700000003	-0.0530333347	-0.1557683037	-0.03792861	0.0062697887	-0.066023319	0.0373710244	-0.174507775	-0.2661211897	-0.05845387320000001	0.0606735067	0.0076321467	-0.06849894769999999	0.2681351618	-0.0964993344	-0.05407493	0.0160274199	0.0927145834	-0.1112359295	0.0635604263	-0.0002161984	-0.07099419950000001	0.0199636494	-0.008985803399999999	-0.0480208083	-0.009556782	0.23442720530000002	-0.1367037738	0.0166077198	-0.0174900906	-0.052584341500000006	0.2415801803	0.035679831099999997	0.0291355902	0.12480884980000001	0.0059362834	-0.0093251029	-0.0545909607	0.047892839000000006	0.04220594230000002	0.1855338451	-0.0709454471	-0.19097624600000002	-0.0354996613	-0.090864015	-0.07489367200000001	-0.0087395535	0.1087489471	0.125008116	-0.1406425239	0.1429233289	0.1626726896	-0.1155364638	0.1330249021	0.0372990365	-0.1873197573	-0.0277191415	0.0500809759	0.0844873509	0.1049896673	-0.1836899851	-0.0169183965	0.0281703241	-0.0391268714	-0.0070938059	0.08902281150000001	-0.1166675332	-0.022755268	-0.008151959	0.120326335	0.1161887065	0.1093977275	0.06464200000000002	-0.008891499999999983	0.004178588164000002	7.905877224999971e-05	-0.0693039	-0.0144433	0.00020860891489	0.00480303055521	-0.320902	0.17443099999999995	0.030426173760999983	0.102978093604	-0.00153806	-0.001931807	3.731878285248999e-06	2.3656285636e-06	0.000227101	0.0010007619999999999	1.0015245806440005e-06	5.157486420099999e-08	0.000493044	-0.000339394	2.43092385936e-07	1.1518828723599998e-07	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26201.751953125	-120.427734375	14502.839206695557	686531805.4130898	19953.478515625	-55.345703125	3063.1468544006348	398141304.87350845	19780.4375	-33.271484375	391265707.6914063	1106.9916725158694	1.268207	25.06753	0.1029528	0.1286270003	-0.0431163866	-0.027150418500000002	0.1422252582	-0.08858337990000001	-0.0415997429	-0.0162162273	-0.0581657575	0.0282446121	0.08443147279999999	0.1755547925	-0.0073712983	0.20239758579999997	-0.0188203823	-0.0405741135	0.0939913515	0.0941303351	-0.0683483626	-0.0090662413	-0.09400368769999999	-0.14013450859999999	0.0147974068	-0.1243870259	0.1446233224	0.0707671898	0.0736717575	0.1755138881	0.0371799981	-0.0752564059	0.114040457	0.0409330507	-0.1117904341	-0.0489081083	0.0918956682	0.033779949	0.0451246738	-0.00026284400000000003	-0.17828180629999998	-0.1881335863	-0.017625888	-0.1566634836	0.0069746930000000006	-0.043793754000000004	-0.0259520406	0.037882125600000004	0.15174381609999998	-0.0593328817	-0.0209012761	0.1192392849	0.0488046769	0.0256759225	0.0503825503	0.0805093064	0.03361144	-0.059592153499999995	-0.0090506986	-0.0783883034	0.0203880222	0.09080712880000001	0.1780971914	0.036805315400000004	0.13300614019999998	0.0994335016	-0.1574908054	0.0862247551	-0.0081189187	-0.0858268343	0.0360065894	-0.2081328257	0.010182324100000001	0.0634125733	0.0187461826	-0.0956930199	-0.0759845609	0.1661916253	0.0285965438	0.0862784146	-0.0996823706	0.0346295851	0.059899128600000004	0.0731140933	0.1226689617	-0.0313178058	0.1099978315	0.10393689060000001	0.0988845007	0.0166337787	0.06811567980000001	-0.012009452299999999	-0.0598883779	0.18464314489999997	-0.0035786149	0.006508852	-0.0076882190000000005	0.07879871849999999	0.1198669825	0.1143757435	0.10540925529999999	0.0914701	0.02682809999999998	0.00836677919401	0.0007197469496099989	-0.0380082	0.0312957	0.0009794208384900002	0.0014446232672400002	-0.318566	0.0023360000000000607	5.456896000000281e-06	0.10148429635599998	-0.00160945	-7.138999999999995e-05	5.096532099999993e-09	2.5903293024999995e-06	0.000406305	0.00017920400000000003	3.2114073616000005e-08	1.65083753025e-07	0.00109231	0.000599266	1.1931411361e-06	3.59119738756e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26129.609375	-72.142578125	5204.551578521729	682756486.0900879	19910.580078125	-42.8984375	1840.2759399414065	396431199.0474281	19748.828125	-31.609375	390016212.310791	999.152587890625	0.920372	18.192181	0.16927155	0.1352753102	-0.036589694900000004	0.0148100578	0.1397978676	-0.115869971	-0.09941048109999999	0.0554248262	-0.1178644403	-0.0665083241	0.2270878459	0.1709762126	0.141696196	0.2308774066	0.1479501443	-0.1693505221	0.1761301108	-0.10584952449999999	-0.09646934119999999	-0.11382277619999999	-0.10349200380000001	-0.011469196999999999	0.0516321929	-0.064166763	-0.010684941399999998	-0.0513101676	-0.0453331695	0.0144345623	-0.0038341157	-0.0151748914	-0.2060609459	-0.055393499999999984	-0.056733031399999995	0.0186603797	0.09416752119999999	0.051077650499999995	-0.035484715099999994	0.0814036258	0.15402858349999998	-0.125540384	0.1386948236	0.1946251604	-0.0382380518	0.2069737741	0.0381710031	0.0368988754	0.17823855149999998	-0.0582476857	0.0119423593	0.0824162828	0.1504281617	0.0422680218	0.0877962652	0.0433948621	-0.0940739825	-0.1054573684	0.0370492124	-0.1185958567	-0.061443522599999995	0.2335995779	0.1576308096	0.1591531334	0.1095027445	0.0733896731	-0.2508218688	-0.1361585266	-0.0112183683	-0.1194576392	0.0356379602	-0.0464465344	0.1650166573	0.10311529039999999	-0.0278399746	-0.0328228141	0.05874117490000001	-0.0768639131	-0.0873436977	0.0590676086	-0.0217901749	0.2502035752	-0.135980349	-0.0459536714	0.0217496108	-0.060892363	0.05209137900000002	-0.06704377360000001	-0.09426203300000001	-0.2624743154	-0.2048320256	-0.035895047299999996	-0.0744715301	0.0581395753	-0.1020422845	-0.08676884929999999	-0.0594706792	-0.1437004354	0.11934271980000001	0.112315068	0.1009072399	0.0893371	-0.002132999999999996	0.007981117436410001	4.549688999999983e-06	-0.0105347	0.0274735	0.0007547932022499999	0.00011097990409000003	-0.371095	-0.05252900000000005	0.002759295841000005	0.13771149902500002	-0.00266743	-0.0010579800000000002	1.1193216804000006e-06	7.1151828049e-06	0.000226452	-0.00017985299999999995	3.234710160899999e-08	5.1280508304e-08	0.000587422	-0.000504888	3.45064606084e-07	2.54911892544e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26608.439453125	478.830078125	229278.2437171936	708009050.130619	19971.2421875	60.662109375	3679.891513824463	398850514.51177984	19817.564453125	68.736328125	392735860.85376364	4724.682804107666	2.266871	44.807236	0.70192695	-0.15416025490000002	0.1260698517	-0.0744217744	-0.06425490360000001	-0.048421494100000004	0.1304121426	-0.0361066624	0.1688041425	-0.0582521771	-0.0319099748	-0.2482698173	-0.0868211193	-0.0593368651	0.17584173760000002	0.0673007429	-0.1476356679	-0.1764261436	0.001251159	0.14753559460000001	-0.0200588122	0.0724003446	-0.0236716281	0.02512032	0.16821804850000002	-0.18582111699999998	-0.2571274474	0.0842933535	-0.01216002	-0.0428200512	-0.117243529	-0.08543040060000001	-0.0833385868	-0.012325413700000001	0.2172786669	-0.179859963	0.020933497	-0.0008074352000000001	-0.11910569800000001	0.053270523099999995	0.0546198225	-0.23063776530000002	-0.0325239732	0.1473629537	-0.1107825446	0.0717413716	-0.19488835359999998	0.201324177	-0.1459492908	-0.0702658722	0.1499704173	-0.1574439704	-0.0684682533	-0.0403265871	-0.050118658200000006	0.1334263473	-0.04240124940000002	0.1764425508	-0.033811504900000004	-0.0523437233	-0.2315907473	-0.1254824969	-0.0605189849	-0.25052956579999996	-0.035202193799999996	-0.1170490857	0.0542658588	0.1442483255	-0.07005417809999999	-0.10604497869999999	-0.10246343949999999	-0.2504620319	-0.0217993521	-0.12478379710000001	0.0394548518	0.0217213021	0.0457292541	0.2482067678	-0.0816054058	0.12698212849999999	-0.2278729334	0.0156839002	0.0191789685	0.0659571527	0.0345478815	0.1670781176	-0.1698770889	0.00039410309999999996	-0.0130586393	-0.0006296123	0.2449270155	0.0447904346	-0.039537295099999994	-0.0368346244	-0.1236031527	0.012936466399999999	0.11875383099999999	0.1100111431	0.0959136145	0.0657166	-0.023620500000000003	0.0043186715155600006	0.0005579280202500001	0.0703016	0.0808363	0.00653450739769	0.004942314962560001	-0.114903	0.25619200000000003	0.06563434086400001	0.013202699409	0.0024314	0.00509883	2.5998067368900007e-05	5.911705959999998e-06	0.000996967	0.000770515	5.936933652250001e-07	9.93943199089e-07	0.00154364	0.000956218	2.3828244496e-06	9.14352863524e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
