csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
32966.859375	n/a	n/a	1086813817.0510254	20826.8203125	n/a	433756444.32916266	n/a	21618.673828125	n/a	n/a	467367058.0868568	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-9.6321e-06	n/a	9.277735041e-11	n/a	-1.03972e-05	n/a	n/a	1.0810176784000001e-10	0.015683199999999998	n/a	n/a	0.0002459627622399999	-0.000590459	n/a	n/a	3.48641830681e-07	0.000451073	n/a	n/a	2.0346685132900003e-07	-0.000405279	n/a	1.6425106784100002e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32782.41015625	-184.44921875	34021.51429748535	1074686415.6526034	20818.572265625	-8.248046875	433412951.1790505	68.03027725219728	21606.07421875	-12.599609375	158.75015640258792	466822443.1461334	1.243033	20.964291	0.0545007051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.013088399999999998	-0.013078767899999998	0.00017130621455999995	0.00017105416978207037	0.00912349	0.0091338872	8.342789538232383e-05	8.32380697801e-05	0.0263694	0.010686200000000005	0.00011419487044000005	0.0006953452563600001	-0.000345327	0.000245132	6.0089697424e-08	1.19250736929e-07	0.0005059859999999999	5.4912999999999906e-05	3.0154375689999906e-09	2.5602183219599994e-07	-0.000273287	0.00013199200000000005	7.468578436900001e-08	1.7421888064000012e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33137.12109375	354.7109375	125819.8491821289	1098068794.3818512	20868.82421875	50.251953125	435507824.27308655	2525.258792877197	21647.81640625	41.7421875	1742.4102172851562	468627955.15870667	1.413925	23.84646	0.2129240268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.012696	0.0257844	0.00016118841599999998	0.0006648352833600001	-0.0181285	-0.02725199	0.0007426709589600999	0.00032864251224999993	3.861320000000001e-05	-0.0263307868	0.0006933103335070544	1.4909792142400006e-09	0.000824286	0.0011696130000000001	1.3679945697689998e-06	6.794474097960001e-07	-0.000335466	-0.0008414519999999999	7.080414683039998e-07	1.1253743715599997e-07	0.000386785	0.0006600719999999999	1.49602636225e-07	4.356950451840001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32847.22265625	-289.8984375	84041.10406494139	1078940036.2292633	20869.970703125	1.146484375	435555677.1492958	1.3144264221191406	21630.30859375	-17.5078125	306.52349853515625	467870249.8608551	1.736112	29.280275	0.11642740319999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.00821463	-0.0044813699999999975	6.74801460369e-05	2.0082677076899987e-05	-0.00842758	0.009700919999999998	9.410784884639996e-05	7.10241046564e-05	-0.0558462	-0.0558848132	0.0031231123463988947	0.00311879805444	0.000326227	-0.000498059	2.4806276748100004e-07	1.06424055529e-07	-0.000614075	-0.00027860900000000003	7.762297488099999e-08	3.77088105625e-07	0.000537323	0.00015053800000000006	2.88716006329e-07	2.2661689444000008e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33410.625	563.40234375	317422.2009429932	1116269862.890625	20888.6171875	18.646484375	436334328.00592035	347.6913795471192	21591.248046875	-39.060546875	1525.7263221740725	466181992.2216835	1.585542	26.740843	0.13205213	-0.3322168879	0.0700671867	-0.16414841189999999	0.27659428140000003	-0.3143571582	0.0820920715	-0.0350786757	0.0292851168	-0.024077774399999998	0.0332546364	-0.06334479230000001	0.042100373899999995	-0.0595882987	0.2200669002	-0.034486630899999995	0.0427094326	-0.0772141449	0.0850732931	-0.0504691457	0.0171603824	-0.0803780989	0.0765021778	-0.1537035483	0.07261105179999999	-0.0018572185	-0.07517930219999999	0.0888951709	-0.0677280823	0.0324142735	0.007462019300000002	-0.05600619230000002	-0.0707143827	0.0288992171	0.09100527720000001	-0.0735626595	-0.0273629681	0.0359855003	0.1452418552	-0.0787250828	-0.1452387742	0.0708101765	0.0861094059	0.129431841	-0.022762157999999998	-0.138994972	-0.0339748647	-0.305955675	-0.0922086387	0.19952638260000002	-0.2388962958	0.1474735114	-0.0387957813	-0.25072105920000004	0.2737636738	-0.0637594559	0.07841357610000001	0.0102709766	-0.0757975211	0.0808292194	-0.0665023285	0.057015805499999996	-0.14498793199999999	0.0508419126	-0.08575025650000001	0.0479730175	-0.0601581889	0.1110090343	-0.0432993246	0.0923241408	-0.0403480277	0.1242946083	-0.0155813048	0.017388722199999998	-0.0425851853	0.0780610899	-0.0070889389	-0.0635057233	0.17353060210000001	-0.022501127000000003	-0.026484736000000002	-0.0612948668	0.055657850099999996	0.1753803784	-0.043135817300000004	0.0481455245	0.08645400439999999	0.0070925868999999996	-0.0110924193	-0.0696664137	-0.12140686869999999	0.132592801	-0.0410289231	-0.053528909699999995	-0.1572637697	0.12355153	0.1235248834	0.1234804767	0.0	0.0	0.0	0.0	0.00694297	-0.0012716600000000008	4.8204832420899986e-05	1.617119155600002e-06	0.0224445	0.03087208	0.0009530853235264	0.00050375558025	0.00102634	0.05687254	0.0032344858060516	1.0533737956e-06	-0.000335096	-0.000661323	4.37348110329e-07	1.1228932921600002e-07	-0.000614075	0.0	0.0	3.77088105625e-07	0.000736717	0.000199394	5.42751938089e-07	3.9757967235999986e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32669.109375	-741.515625	549845.4221191406	1067270707.3557127	20842.81640625	-45.80078125	434422995.74464417	2097.711563110352	21447.39453125	-143.853515625	20693.83395767212	459990732.1790924	1.962697	33.101727000000004	0.13247914	-0.1478670917	-0.2740752401	0.12147019419999999	0.1671207703	-0.2557429693	-0.1981759586	0.1236454511	-0.0829625273	-0.0831643266	0.0041662677	0.1550839605	0.0159890428	-0.0098185274	0.1052133343	-0.09777014220000001	-0.2354035427	0.0590154979	0.12144072480000001	0.12047975400000001	0.09726715650000001	-0.005921318399999999	0.0936698559	-0.0790081262	0.0039484356	0.019772776399999997	0.026286477000000003	-0.061629404400000004	0.0018026848000000002	-0.12617367289999998	0.0051185495	0.1600678758	0.0871346952	-0.0488214716	-0.061323628399999996	-0.0465511488	-0.0421556117	-0.1577163272	-0.1085231367	-0.0813180363	-0.127312133	0.016718053700000002	-0.21937645039999998	-0.07740877389999999	0.0384487781	-0.0093446199	0.034447317000000005	-0.0844602451	-0.2750639401	-0.1522795562	-0.1340104193	-0.008458625400000001	0.05805951400000001	-0.1547744009	0.2873217186	-0.0160653924	-0.10734114759999999	0.2005775328	0.0680942817	-0.022608602400000004	-0.0308637281	0.0456887213	-0.103151022	-0.059506141100000014	-0.0351406996	-0.1970017774	0.1582847306	0.0900872041	-0.1199657009	-0.0616645131	0.0040346669	-0.0585596775	-0.0768680999	0.0794693882	-0.09954383609999999	0.08274627080000001	-0.067048216	0.045126310999999995	-0.0198424527	0.036383576800000005	0.0268036349	-0.1018611274	-0.19062285780000002	0.0913014333	-0.13034112609999998	-0.2368761101	-0.0199916706	0.0196824112	0.0741788912	0.0669752302	0.1352417528	-0.1703271128	-0.1023166686	-0.0091035552	0.09299835279999999	0.1234804767	0.1232407722	0.1228416094	0.0	0.0	0.0	0.0	0.0118913	0.004948330000000001	0.00014140301569	2.448596978890001e-05	-0.0313176	-0.0537621	0.00289036339641	0.0009807920697600002	0.0363569	0.035330560000000004	0.0012482484699136002	0.0013218241776100006	0.000117493	0.00045258900000000004	2.04836802921e-07	1.3804605049e-08	-0.00081894	-0.00020486500000000004	4.196966822500001e-08	6.706627236e-07	0.0008480260000000001	0.00011130900000000007	7.191480966760002e-07	1.2389693481000019e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32666.443359375	-2.666015625	7.1076393127441415	1067096521.751255	20804.26171875	-38.5546875	432817305.6622467	1486.4639282226562	21479.501953125	32.107421875	1030.8865394592283	461369004.1543007	1.609573	27.146137	0.17089347	0.08490738710000001	-0.0483570711	0.0313401523	0.08748715550000001	-0.1281450749	-0.200453715	-0.18307625379999998	-0.10123015240000001	0.042746720999999994	0.015210604499999999	0.051711434199999996	-0.0160257421	0.131135629	0.0729884391	0.0355247579	-0.0775624992	-0.0687916566	-0.19264879199999999	0.14837430140000002	0.146664887	-0.06129158320000001	0.0377206043	-0.0185065218	0.027603506	0.042576024299999994	0.0100907345	-0.0527138188	-0.011230738899999999	0.0969068443	0.1590823216	-0.0091226542	0.0713237593	0.2074560903	0.1433988686	-0.0676981587	0.0966269308	0.1110104967	0.08657596070000001	0.09709745730000001	0.0744220944	-0.0434032503	0.044018113899999996	-0.1179650724	-0.06147178320000001	0.0320362006	0.0186089453	0.0449156321	-0.0293544193	-0.0244214894	0.1093864337	0.0648717483	-0.0204960823	-0.07405335	0.19654827170000005	0.20915594399999998	0.07732071780000001	-0.0036949535999999997	-0.0032785314	-0.0788164147	-0.1186449348	0.038135914900000005	0.0160389318	-0.0184560477	0.0421609469	-0.134915888	-0.1343486508	-0.125242871	0.0051935864	-0.0252572969	0.0222935589	0.032311869	-0.2260419455	0.0234748807	-0.046642781900000006	-0.030490447900000002	0.1287319589	0.056333821900000004	0.0036245170000000003	0.1556433867	0.0101220302	-0.029816773300000002	-0.07445637849999999	0.0638378251	0.0918366275	0.1117267601	0.014587236299999999	-0.0833515617	-0.0381127796	0.05332183150000002	-0.1150090315	0.0746141622	-0.0501844396	0.0940715339	0.050784432000000004	0.1233384109	0.1226732033	0.1215671803	0.0	0.0	0.0	0.0	0.00811124	-0.00378006	6.57922143376e-05	1.42888536036e-05	-0.00643089	0.02488671	0.0006193483346241	4.13563461921e-05	0.13033800000000004	0.09398110000000004	0.008832447157210006	0.01698799424400001	0.000411971	0.000294478	8.671729248400001e-08	1.6972010484099998e-07	-0.00111045	-0.00029151000000000003	8.497808010000003e-08	1.2330992025e-06	0.00122695	0.000378924	1.5054063025000004e-06	1.43583397776e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32593.017578125	-73.42578125	5391.3453521728525	1062304794.8479652	20764.1953125	-40.06640625	431151806.97564703	1605.316909790039	21516.28515625	36.783203125	1353.0040321350098	462950526.92506415	1.615277	27.242336	0.07993236	0.1456296722	0.0151351247	-0.0736141958	-0.07196055309999999	-0.0863991911	-0.2983802948	-0.1719216427	0.0878332126	0.1362116686	-0.061269087199999996	0.0408974982	0.0773753969	-0.0049488351	-0.0507254117	-0.10428668710000001	-0.030067638900000002	-0.0870538071	0.0863819098	-0.0072926813	-0.0548722693	0.0032070757	-0.0279437714	-0.0352331394	-0.1293423559	0.09231117050000001	-0.012105241899999999	-0.038228409500000005	-0.024034215699999997	0.0138888854	-0.0335388795	-0.0715727444	-0.07977383910000001	-0.0424936995	-0.0566252546	0.0354033291	-0.0634622915	-0.1079194518	-0.044953280199999994	-0.0467592249	0.0050286749	-0.0621017002	-0.0189576294	-0.0406360963	-0.081066127	0.0015502399	0.1023947376	0.1443090857	0.0147267715	0.0775792123	-0.0701341851	-0.07532937690000001	-0.015355104199999999	0.0620136623	0.2022173134	0.28229865	-0.0679805099	-0.1288772151	0.0333089828	-0.055457067400000004	0.0066821162	0.0333363053	-0.015326636299999996	0.0877033183	0.0829513984	-0.0895933986	0.029406336499999998	0.056528061	-0.088537251	0.0059947202	0.0116317907	-0.1837199745	0.1136512367	-0.0660151292	0.0489295671	-0.011434366599999999	-0.0054238507	0.0152514976	0.0805441955	0.0091599928	0.0430290923	-0.011793131100000001	0.0866304577	-0.09410722349999999	-0.1267359344	-0.0141079078	-0.12185087369999999	0.0343910831	0.0873974898	-0.07004935	0.0548613598	0.0822826232	0.035788529900000005	0.0715082185	-0.0226840171	0.1231254143	0.1218234821	0.11966378300000001	0.0	0.0	0.0	0.0	0.00733532	-0.0007759200000000003	5.38069195024e-05	6.020518464000002e-07	0.0253871	0.03181799	0.0010123844876400998	0.00064450484641	0.118583	-0.011755000000000043	0.00013818002500000102	0.014061927889	0.00102746	0.0006154890000000001	3.788267091210001e-07	1.0556740516e-06	-0.0011958	-8.53500000000001e-05	7.2846225000000165e-09	1.4299376400000004e-06	0.00123778	1.0829999999999868e-05	1.5320993284e-06	1.1728889999999713e-10	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32600.0	6.982421875	48.75421524047852	1062760000.0	20784.37890625	20.18359375	431990406.51857	407.3774566650391	21549.685546875	33.400390625	1115.5860939025881	464388947.16919327	1.287213	21.709398	0.09965950999999998	0.0185497877	0.09837489960000001	0.0249856784	0.0049121481	-0.1021388691	-0.1558156084	-0.2098434555	0.0812853194	0.0601801502	-0.012663235600000001	-0.0300695769	-0.1383036459	-0.1023192499	-0.1596735592	0.0706659312	0.07925886809999999	-0.1011338492	0.0891712798	-0.0345689061	-0.000998806	-0.0297075279	-0.1467252463	0.0799698482	-0.1530751179	-0.08640021939999999	-0.0105280819	0.022733791899999998	-0.0025450278	-0.0108837475	-0.0486043857	-0.059881647300000014	-0.0408824192	-0.0176313655	0.0473212499	0.09631305550000001	0.1782836816	-0.0548181087	-0.0033561737	0.0718102246	-0.052108280599999994	0.1304926011	-0.0807181361	0.037158524500000005	-0.0022395133	-0.0283836728	-0.13366565119999999	0.0079310156	0.09655172710000001	0.00032839519999999995	-0.0511620175	0.0015052566	-0.13307963650000001	-0.0054987813	0.1563665899	0.23903072399999997	0.0039257259000000004	-0.0869575526	0.0235631827	0.046854167800000006	0.1575843767	-0.1396771101	0.0290853125	-0.0371778294	0.083488779	0.09540893859999999	-0.0336247884	-0.0117248974	0.044111333200000005	0.023128508199999998	-0.11739678630000001	-0.061748200999999996	-0.0111850933	-0.0655563888	0.1463632412	0.0489368207	-0.055565891799999996	-0.053762574	0.012833343799999999	-0.0393620479	0.0565263984	0.1725028073	0.0704366577	0.09333594869999999	-0.016768122	-0.043113526500000006	0.0091378874	-0.1619359991	0.0837375737	0.0459507355	-0.0127145852	0.0430325155	0.11072804550000001	0.0196801627	0.0152154977	0.1228416094	0.120693563	0.11714126550000001	0.0	0.0	0.0	0.0	-0.00236859	-0.00970391	5.610218588099998e-06	9.41658692881e-05	-0.0101231	-0.0355102	0.00126097430404	0.00010247715361000002	0.129737	0.011153999999999996	0.00012441171599999993	0.016831689169000002	0.0007694039999999999	-0.0002580560000000001	6.659289913600006e-08	5.919825152159999e-07	-0.000994957	0.00020084300000000025	4.0337910649000097e-08	9.899394318489998e-07	0.0008308509999999999	-0.00040692900000000016	6.903133842009997e-07	1.6559121104100012e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32633.853515625	33.853515625	1146.0605201721194	1064968395.2792703	20831.447265625	47.068359375	433949195.18051535	2215.4304542541504	21530.400390625	-19.28515625	371.91725158691406	463558140.9806252	1.2149299999999998	20.490318	0.08509857000000001	-0.00495606	0.07027123730000001	0.06298010030000001	0.010965171599999999	-0.1874315177	-0.09765500949999999	-0.0195361639	0.1709314518	0.10034840199999999	-0.09950249859999999	-0.024391422599999997	-0.004744491500000001	-0.0015198966	-0.051578411399999996	-0.0098459795	-0.0086613186	0.15414795679999999	0.0225578153	-0.0614514265	-0.06416158549999999	0.012755863999999999	0.1540690247	-0.0912298607	-0.0928611132	-0.1086039427	0.1445278455	-0.0028661090999999995	-0.0778255057	0.0837336924	-0.0552317603	0.1537880922	0.11072356550000001	-0.1631073787	-0.1012114233	0.2774404202	-0.0620588513	0.0548567835	0.0101561441	0.067276936	0.025373899	0.0302559878	-0.042286869500000004	0.023534344900000004	0.0193245351	0.12469799599999999	0.0726803486	-0.0090254276	0.0479043967	0.0023414426	-0.18472226309999998	-0.1861288941	0.0112693665	0.0023240037	0.227394989	0.0326925898	-0.0739922276	-0.1358063527	0.0689809335	0.0707729983	0.0907115015	-0.028768371600000002	0.005673484	-0.04808385	-0.0943395094	0.0452068682	0.0658407013	0.0822447603	0.028441147000000007	0.0628103923	0.1809772848	0.0050820499	0.052259258499999996	-0.12094821359999999	0.0833509082	0.1851522383	0.035519506299999996	0.033064814399999996	-0.055972229500000005	-0.0894141136	-0.033943745899999996	0.0015512509	-0.120906479	-0.2525251626	0.0825879232	-0.063480194	-0.0098528602	-0.0189079927	-0.0586236663	0.022816364300000003	0.1698099257	0.0129485585	0.014373377199999999	0.135340052	0.0669077322	0.1224871595	0.1192860448	0.1140126786	0.0	0.0	0.0	0.0	-0.0161208	-0.01375221	0.00025988019263999997	0.00018912327988410005	0.00577766	0.01590076	0.0002528341685776	3.33813550756e-05	0.123056	-0.006680999999999993	4.4635760999999895e-05	0.015142779136000001	0.0006686719999999999	-0.00010073199999999997	1.0146935823999996e-08	4.471222435839999e-07	-0.000614075	0.00038088199999999987	1.4507109792399994e-07	3.77088105625e-07	0.000337173	-0.0004936779999999998	1.13685631929e-07	2.437179676839998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
