csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
32361.896484375	n/a	n/a	1047292344.065403	22349.330078125	n/a	n/a	499492554.9409828	22502.224609375	n/a	506350112.37076193	n/a	n/a	n/a	n/a	-0.0056126139000000005	-0.0549493459	0.043186463	0.0101245869	-0.028351159100000002	0.0435437397	-0.1470198304	0.1888346111	-0.1261711523	-0.012421796399999999	0.012151701200000002	-0.0887106968	0.0895779773	-0.0714121748	0.12645228449999998	0.013776294199999999	-0.1155883174	0.1154102101	-0.12019932259999999	0.068149237	-0.014231541200000001	0.1066200012	-0.0852570871	0.1646676538	-0.0720863336	0.0224957778	-0.05568719019999999	0.0927996309	-0.1391234485	0.020678977299999998	-0.2399574975	-0.0219933044	0.035776467299999996	0.020717216899999998	-0.0389777423	-0.0942114567	0.0728230328	0.041491272200000005	-0.0302342693	-0.0622313473	0.025598871699999998	0.0651475999	0.061263271200000004	-0.080841633	-0.053174842	-0.0131614697	-0.0081924035	0.055870507	-0.0068220229	0.1019394321	-0.2264157173	0.0992955109	0.005412988299999999	-0.033059856400000004	0.19257336719999998	-0.0866833498	0.1050183661	0.0418835626	-0.0339789608	0.0694049142	-0.1455445066	0.010664075600000001	0.1008947918	-0.0264201908	0.11193714099999999	-0.1396068858	0.0495925061	-0.1750150771	0.0970855776	-0.1489007349	0.064017472	-0.07882669240000001	5.33917e-05	-0.1690326493	0.1476210891	-0.0238167519	0.1294807999	-0.0087775686	-0.08964539769999999	0.047334008899999995	-0.0684449545	-0.11943572359999999	0.031193649500000007	0.0437312725	-0.0199397698	-0.015317265600000001	-0.0468513012	0.0235701556	0.0567343381	0.05574356019999999	-0.09235283710000004	0.025727236299999998	0.020098555900000002	0.0153356772	0.0089331848	0.0817743358	-0.1425370504	0.1217078847	0.1216831682	0.1216419777	-0.0023468000000000004	n/a	5.5074702400000015e-06	n/a	-0.0177931	n/a	n/a	0.00031659440761	0.00930245	n/a	n/a	8.653557600250001e-05	0.000503016	n/a	n/a	2.53025096256e-07	-0.000496435	n/a	n/a	2.4644770922500005e-07	-0.000125428	n/a	1.5732183183999998e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32191.029296875	-170.8671875	29195.59576416016	1036262367.1922647	22295.48046875	-53.849609375	2899.780429840088	497088449.3324127	22386.3125	-115.912109375	501146987.34765625	13435.617099761963	1.25289	23.640034	0.06988902129999999	0.0154580046	-0.0545165739	-0.08443942380000001	0.020189829399999998	-0.0123548516	-0.1061068784	-0.0219151474	0.047543207000000004	-0.08844621859999999	0.0229879217	0.1168869558	-0.1925631897	-0.0200983818	-0.1127034341	0.0839813588	-0.0125815174	-0.0546376592	0.12095869109999999	0.0644545888	-0.0090166511	-0.0191851657	-0.0026445979999999997	0.0076888947	0.0466736987	-0.0831653505	0.0051317314	0.0333921045	0.0395255944	-0.021664652799999996	0.1157376039	0.0101208105	0.1631521531	0.3152275152	0.11838046029999999	0.005801436899999999	0.0101243203	0.0116714808	-0.0810767369	-0.061855174299999996	-0.012367221299999998	-0.1202674058	0.008331123900000001	0.0967841588	0.026259601299999998	0.0541783278	-0.0084605176	0.0109271607	0.0787812008	0.0724481909	0.0313121366	-0.088680496	-0.0291801844	0.029467200099999997	-0.0414897799	-0.024288305	-0.0893961992	-0.0504861877	0.0301159585	0.0505245432	0.11602416439999999	-0.1098604643	0.08488139189999999	-0.050972882000000004	-0.1258210336	0.13215847390000002	-0.1266855288	0.0613350367	0.0490397584	0.0072201448	0.0014236341	0.0505224446	-0.0786705166	0.0043856966999999995	-0.0210945307	0.0838993067	-0.0690954379	-0.277589238	-0.12580572380000002	-0.0517605182	0.20312372690000002	-0.0392633391	0.0193983477	-0.0282611502	0.055511769	-0.0872416663	0.012750298600000001	-0.1100089313	-0.0320454051	-0.07850463049999999	-0.061604994800000014	-0.1215519848	-0.054434490499999995	0.1704408041	-0.0015191068	0.0718323768	-0.0810106175	0.0376306387	0.1216419777	0.12141962949999999	0.12104935019999999	4.11127e-05	0.0023879127000000005	1.6902541012900007e-09	5.702127062821293e-06	3.93236e-05	0.017832423599999998	0.0003179953314498369	1.5463455169600002e-09	0.0528879	0.04358545	0.0018996914517025	0.00279712996641	0.000429743	-7.3273e-05	5.368932529e-09	1.84679046049e-07	-0.000496435	0.0	0.0	2.4644770922500005e-07	-7.70363e-05	4.8391699999999986e-05	5.9345915176900006e-09	2.3417566288899985e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32101.021484375	-90.0078125	8101.406311035156	1030475580.3403053	22284.947265625	-10.533203125	110.94836807250977	496618874.6316872	22361.86328125	-24.44921875	500052929.409317	597.7642974853517	1.021122	19.266953	0.0698369213	-0.024961388799999998	-0.1178572489	-0.11399460480000001	0.06199861070000001	-0.0462933439	-0.14572124279999998	-0.017545385400000002	-0.0519927647	-0.0235652912	0.09562886609999999	0.0001388495	-0.068450174	0.031307657200000005	0.13865949460000002	-0.002952292	-0.0834406502	-0.0364594737	0.1350085379	0.06731388519999999	-0.1372083076	-0.0972393416	-0.1624628033	-0.12465134720000001	0.0481743006	0.0063198859	-0.013743136000000001	-0.1465725897	-0.1187231521	0.0569924155	0.012859638100000001	0.11272008210000001	0.0148281695	0.0455743773	-0.0283423917	-0.0461413998	-0.028219607	-0.078866598	-0.0095709898	0.0713431949	0.09746869720000001	-0.1580211706	0.11165981970000001	-0.0077995697	-0.1157964245	0.0904539092	-0.0974978961	-0.0279657266	0.1310874216	0.05927000950000001	-0.0116435164	0.031380922	0.1540685316	0.061064789400000014	-0.0695709328	-0.0759957332	-0.026882881400000003	-0.11125873039999999	0.0026362435999999997	-0.0503437699	0.04451528019999999	-0.005576140899999999	0.2016494675	0.0154731433	-0.0260365606	0.07098446530000001	0.1378813475	0.0043401112	0.0252697057	-0.1466514736	-0.104107059	0.031515806800000004	-0.012340415300000001	0.13720629880000001	0.10719298449999999	-0.0746822236	0.0724726835	0.0371635508	0.0020741785	0.0749592604	0.09380905140000001	-0.1563720931	0.016312572	-0.14800099279999998	0.1066084826	-0.015531801100000001	0.1702397356	-0.0093885788	0.0135243472	-0.0466413417	0.0192662777	0.1192301668	0.0841719873	0.0525491	-0.0985003582	0.0695272191	0.00034117699999999996	0.0299839293	0.1215101995	0.120893123	0.1198669825	-0.00259862	-0.0026397327000000003	6.7528259043999985e-06	6.968188727449291e-06	-0.0290313	-0.0290706236	0.0008451011564928767	0.0008428163796900001	0.0358411	-0.017046799999999997	0.00029059339024000005	0.00128458444921	0.00019977900000000005	-0.000229964	5.2883441296e-08	3.9911648841000015e-08	-0.00038184	0.00011459500000000005	1.3132014025000011e-08	1.4580178559999998e-07	0.0	7.70363e-05	0.0	5.9345915176900006e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32203.306640625	102.28515625	10462.253189086914	1037052958.5901222	22252.494140625	-32.453125	1053.205322265625	495173495.47855	22403.546875	41.68359375	501918912.5803223	1737.521987915039	1.025415	19.347956	0.04746456	-0.0314352017	-0.056183411100000004	0.0308036619	-0.0078073864000000005	0.1058589265	-0.005372436800000001	0.0044138828	-0.1641308962	0.0010435572	-0.025390426400000003	-0.10678560990000001	0.1058601117	0.0695075677	-0.045935889	-0.0170318205	0.0552410279	-0.1458760807	0.1947259977	0.1460730959	0.0164881628	-0.07634026940000001	0.0767891951	-0.0953296543	-0.0596064107	0.112736369	0.030116312599999997	-0.1275935834	0.18744341550000002	-0.013119123799999998	-0.0012961047	-0.0331421182	-0.016319621399999998	-0.0654243212	0.0660914595	-0.0539092966	0.0160707609	-0.0595090417	-0.0684717988	0.0037653509	0.0735134718	0.0125011632	-0.033377113	-0.11901740820000001	-0.1307392282	-0.0172659971	0.0168190422	-0.0042723527	0.0533016569	-0.07453556459999999	-0.0867941972	0.0689326679	0.1235934609	-0.010602573600000002	0.1222956183	-0.0984848434	0.0694455226	-0.0538833716	0.0457295948	-0.0934387095	0.0054812004000000004	0.045134020899999995	-0.07282982639999999	-0.0840884172	0.10077640380000001	0.0746690209	-0.0814950182	0.026875211	-0.0508662664	-0.0782769712	-0.1777437552	0.0296286777	0.09357207990000001	0.032507045400000004	0.0578440239	0.0018540957	0.0788368389	0.0769803986	0.0759342529	-0.1716479918	0.0695211929	0.0234694012	0.044314590300000005	0.0824706055	-0.050227811399999996	-0.0794195326	0.1510007183	-0.0024099179	-0.1282934637	0.1077339258	0.0570705427	0.1618176424	0.0095573614	-0.1736470689	0.0052247408000000006	0.10233579699999999	-0.10022098	0.0635448187	0.1213126213	0.12010478890000001	0.1181006348	-0.00329087	-0.0006922500000000003	1.08298253569e-05	4.792100625000002e-07	-0.00441199	0.02461931	0.0006061104248760999	1.94656557601e-05	0.0294068	-0.006434300000000004	4.140021649000005e-05	0.0008647598862399997	0.0	-0.00019977900000000005	3.9911648841000015e-08	0.0	-0.000496435	-0.00011459500000000005	1.3132014025000011e-08	2.4644770922500005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32147.568359375	-55.73828125	3106.7559967041016	1033466151.4206886	22296.380859375	43.88671875	1926.0440826416016	497128599.4263039	22407.462890625	3.916015625	502094393.19473654	15.33517837524414	0.894882	16.885004000000002	0.03855309	-0.0259419839	-0.0178064744	0.0843190712	-0.0115297641	0.0323605413	0.035582680400000004	-0.0403507428	-0.1531151049	0.1318747256	-0.0141732653	0.0043792316	0.047619292	-0.0902911275	-0.1280662951	-0.006952215899999999	0.0256621815	-0.0491231501	0.11867202240000001	0.1487186719	-0.1140276266	0.049388025700000004	0.030756475	-0.00198698	-0.0613887868	0.0117463085	-0.11841451759999999	-0.1685697732	-0.0274070238	-0.1088313661	-0.1371576443	0.1846722541	-0.0368948303	0.0093598151	-0.029704460699999997	0.1225060259	0.0198722452	0.1611202511	-0.0414323008	-0.0040106248	0.0704325941	-0.112265356	0.0577055514	0.0312169115	-0.0282884612	-0.036447631800000005	-0.0258469539	0.0054554324	-0.0211187031	-0.1030930653	-0.0739574855	0.1196568942	-0.016786063400000002	-0.0138295362	0.060652918499999986	-0.0015536426999999998	0.072862105	-0.144442516	0.0107046076	-0.008510095799999999	-0.0381925275	0.1432078817	-0.103709637	-0.0906638889	-0.068548208	0.0579424008	-0.053694524800000004	0.0084787535	0.1597497833	-0.1253623346	-0.013430708000000001	0.20913806559999998	0.0600023637	0.1178612087	-0.0019768859	0.1552922176	0.0789346019	0.0601609815	0.0374348367	0.0269283078	-0.0892748766	0.1227051428	0.0407428955	-0.047211674599999996	0.1112261069	0.0527995305	0.0039027834999999997	0.0848855032	-0.1328686678	-0.1055828825	0.0860568109	0.0306711812	-0.015250598899999999	0.0197265278	0.0403002788	0.0533665859	-0.1930177873	-0.055759286799999995	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.0053294	-0.00203853	2.840250436e-05	4.155604560899999e-06	0.00214387	0.00655586	4.29793003396e-05	4.5961785769e-06	0.0525274	0.0231206	0.0005345621443600002	0.0027591277507600003	0.00013676200000000002	0.00013676200000000002	1.8703844644000003e-08	1.8703844644000003e-08	-0.000496435	0.0	0.0	2.4644770922500005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32266.4765625	118.908203125	14139.16077041626	1041125509.7583617	22358.462890625	62.08203125	3854.178604125977	499900862.8314552	22453.4296875	45.966796875	504156504.7315064	2112.9464149475093	0.939466	17.726226999999994	0.0403289437	-0.1098786651	0.019224866599999998	0.1113569493	0.0530057353	-0.0778177489	0.1448005174	-0.10071787130000001	-0.0581317759	0.071243591	-0.0011198751	0.07399314900000001	-0.130495544	-0.089871147	-0.0777638527	0.0914542409	-0.1018821698	-0.0512309145	-0.0091118435	0.0763059971	-0.07330380980000001	0.0232069324	0.0955826815	0.003834572	0.0651408094	0.019954079	-0.0138227445	-0.039229189399999996	-0.0109330707	0.06318449599999999	-0.0422492164	0.0285946087	-0.0886201939	-0.11633580660000001	-0.1228719489	-0.0270547335	-0.056793749299999995	-0.0772901794	-0.0059632497	0.0800199754	-0.0132376329	0.23461322140000002	0.1296046684	0.0580827368	0.0286977593	0.1577518915	-0.096882971	-0.0828128937	-0.0544973933	-0.1160335916	-0.0427609641	0.004825269	-0.0730543498	0.0415891521	-0.0386030481	0.1727013443	0.1262156606	-0.0737396204	-0.0047526681	0.0439718483	-0.0288612613	-0.0526493045	0.0331901245	-0.0374322995	-0.19232318710000001	0.0619878299	-0.0870760559	0.0102520015	0.12118824660000001	0.0794374236	-0.0501611574	0.04289517650000002	-0.0538735657	-0.0370292489	-0.0199975715	-0.0573280644	0.0575705638	0.1195880076	0.1397579367	-0.015273151100000004	-0.0526224772	-0.006246972	0.0342362066	-0.1311131656	-0.0139174718	0.093044647	-0.0645742226	-0.1142739082	0.06331520339999999	-0.0036373855	0.0225974483	0.0344211804	0.2349599212	0.0559720194	0.0192233423	-0.1359203942	0.2442612277	-0.014039863500000001	0.1207205288	0.11775003070000001	0.11285322490000001	3.62437e-05	0.0053656437	1.31360578969e-09	2.879013231534969e-05	0.01187	0.00972613	9.45976047769e-05	0.0001408969	0.0294142	-0.023113200000000004	0.0005342200142400002	0.0008651951616399999	9.42826e-05	-4.247940000000001e-05	1.804499424360001e-09	8.889208662760001e-09	-0.000496435	0.0	0.0	2.4644770922500005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32320.8828125	54.40625	2960.0400390625	1044639465.779358	22323.138671875	-35.32421875	1247.8004302978516	498322520.16376114	22485.771484375	32.341796875	505609919.24753183	1045.9918251037598	1.074991	20.283358	0.0452781437	0.0052377121999999995	0.1161476395	0.1236252565	-0.0219772315	0.0446638753	0.1484851793	-0.028622771	0.0633456094	0.0672500284	-0.0934605663	-0.046504543499999995	-0.028231474399999998	0.0870880849	-0.04887509860000002	-0.107675787	-0.146950685	-0.0108339914	0.1150635582	-0.09345089449999999	-0.0748826296	-0.0804595081	0.0031950471000000004	0.0302611436	0.158170281	-0.1172827291	0.008287657	0.0212450523	0.0056421637	0.15916327759999999	0.0275410112	0.1501998735	-0.0626951521	-0.12061239369999999	-0.121536942	-0.0637110625	0.10710844060000001	0.0742073699	0.097518405	-0.0365251227	0.007903344	-0.0657441517	-0.0013263579	-0.0263623048	0.05043236	-0.18907581440000001	-0.0020777894	-0.0038982941999999997	-0.1661361119	-0.0503412629	0.023926489500000002	-0.0129992777	0.10655709320000001	-0.0298261244	0.0628412796	0.11521383939999999	0.0022462541	0.0718092832	0.0160914407	-0.0375741281	-0.0672936673	-0.0729601512	-0.0226288067	-0.1182581836	0.0026452777000000004	0.07623338269999999	0.1367199868	0.1147302033	0.0288976192	0.010260000200000001	-0.1144898558	-0.0484638494	-0.0917425527	-0.0364861404	-0.15011306230000002	-0.0956560949	-0.07231880780000001	0.041574899500000005	0.1409868168	0.32984268829999996	-0.0681384508	0.0359899985	-0.0130518553	0.015374843400000001	-0.0770003487	-0.0078538369	0.07802178900000001	0.08979366039999999	0.0579326705	-0.0117890978	0.1125046517	-0.025602284500000003	-0.1405205004	-0.0398574184	-0.0737316687	-0.0446193308	-0.2044066791	-0.0519638854	0.120326335	0.1161887065	0.1093977275	-0.00549802	-0.0055342637	3.0228223920400006e-05	3.062807470113769e-05	0.0021329	-0.0097371	9.481111640999999e-05	4.54926241e-06	0.0119415	-0.017472699999999997	0.00030529524528999987	0.00014259942225000006	-0.000156399	-0.0002506816	6.284126457856e-08	2.4460647200999998e-08	-0.000496435	0.0	0.0	2.4644770922500005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32088.26171875	-232.62109375	54112.57325744629	1029656540.1309967	22276.025390625	-47.11328125	2219.6612701416016	496221307.20376974	22439.23828125	-46.533203125	503519414.64271545	2165.3389930725093	1.3646950000000002	25.749619	0.08676845999999999	0.0822291603	0.051422404500000005	-0.0344272026	-0.0454080196	0.12020239769999999	0.0117519394	0.0228557281	0.0589976283	-0.027520301	-0.0132476577	0.0646099288	-0.07326009019999999	0.1041035523	-0.1114910269	0.032809856299999995	-0.0424855728	-0.0861505853	0.0268868359	-0.1227319242	-0.06496210349999999	0.07626620860000001	0.0301322823	-0.0023076703	0.024358461499999998	0.0895404518	-0.0395528068	-0.09860582080000001	-0.1057806343	-0.0832875828	-0.0199417202	0.0556002451	0.048143217599999996	-0.0487870031	-0.046666514900000004	0.0312560418	-0.011212770300000001	0.0914766902	0.1028601476	0.011706890900000001	-0.0826479455	0.06429607700000001	-0.1642437415	0.1476946629	0.0151877233	-0.1044700043	0.055996694400000005	0.05830840950000001	-0.0371672648	0.0862829819	0.0381510469	-0.0153209601	0.0300813521	-0.0422202747	0.1147377138	-0.0028240398	-0.051044219800000006	0.0384128252	0.021767554300000002	0.04023312	0.031405998500000004	-0.1739151771	-0.0180066142	0.0004223289	-0.1019793769	-0.0182604982	-0.0186043782	0.12069293460000001	-0.042493716699999996	0.045154141200000004	-0.0339870649	0.0798736831	0.04387527	0.0582866932	0.05329850269999999	0.1198023201	0.0958331518	0.0968942651	-0.0405507195	0.1081747429	-0.0627107174	0.049610662400000005	-0.0171626687	0.0109104363	-0.006740752900000001	-0.0148676466	-0.045214964100000005	0.0365478306	-0.0536725685	-0.0275072427	0.010530001	-0.10248197960000001	-0.1679701314	0.0618728991	-0.0789522109	0.0011652665	0.14177629349999998	0.0674466212	0.1198669825	0.1143757435	0.10540925529999999	-0.00791573	-0.0024177099999999987	6.265878143289999e-05	5.845321644099996e-06	-0.0191327	-0.0212656	0.00045222574336	0.00036606020929	0.041	0.029058499999999994	0.0008443964222499997	0.0016809999999999993	0.000524134	0.000680533	4.6312516408900005e-07	2.74716449956e-07	-0.000496435	0.0	0.0	2.4644770922500005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32047.07421875	-41.1875	1696.41015625	1027014965.9820707	22268.765625	-7.259765625	52.70419692993164	495897922.4611816	22407.208984375	-32.029296875	502083014.46945566	1025.8758583068848	1.444354	27.252665000000004	0.0939098561	-0.0303511606	-0.0338270289	-0.139462477	0.0530617201	0.0083932861	-0.0670544027	0.042178787300000006	0.008366669200000001	-0.10995643570000001	-0.0170761753	-0.053484717800000005	-0.0883161908	-0.0320007275	0.0396728414	-0.09991849130000001	-0.1082115575	-0.0719412541	0.12162889369999999	0.025390910299999996	0.08985792039999999	0.0605767921	-0.0754068883	0.1672796687	-0.0232977736	-0.1020985283	0.1009314504	0.0771289674	-0.1175054363	-0.08837453869999999	0.0373493056	-0.0403606063	0.1951162182	-0.0329760834	0.0030241578000000002	0.049221811399999996	0.18283340420000002	-0.008923397900000001	-0.05843885980000001	0.1752892958	-0.0400298676	0.13035813599999999	-0.033407071	-0.05798596230000001	0.0288802307	0.1257918988	0.08250372360000001	-0.0493583308	0.07053072519999999	0.1072649521	-0.0005228402	-0.0217458257	-0.0395025447	0.0579476601	-0.0178174903	-0.0762791642	-0.0245895657	0.0491328288	0.066385832	-0.0669587284	0.0533742061	-0.043944135700000005	0.1326417899	-0.1376483894	0.058204950899999996	0.08281143839999999	-0.0399309162	0.0058728156	-0.0342508102	-0.050477158200000004	0.058015768499999995	0.010334170699999999	0.1419214234	-0.0055265078	-0.009900789699999999	-0.0476480624	0.0673107372	-0.1282668308	-0.09292789580000001	0.14542646550000002	0.057847398700000004	0.0216070433	-0.031240880800000002	0.1498607434	0.011807268700000002	0.1149605376	-0.1356178389	-0.0097975936	0.2855939724	-0.077752935	0.0325087902	0.1655910535	0.0536751547	-0.024756933	0.0995674201	-0.0696192024	0.0514077071	0.14910789730000001	0.11934271980000001	0.112315068	0.1009072399	3.10761e-05	0.007946806099999999	9.657239912099996e-10	6.315172719099719e-05	0.027791000000000003	0.0469237	0.00220183362169	0.0007723396810000001	0.033653300000000004	-0.007346699999999991	5.397400088999986e-05	0.0011325446008900002	0.0	-0.000524134	2.74716449956e-07	0.0	-0.000386716	0.00010971900000000004	1.2038258961000007e-08	1.4954926465599998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32009.41796875	-37.65625	1417.9931640625	1024602838.6981354	22262.388671875	-6.376953125	40.66553115844727	495613949.3776283	22357.42578125	-49.783203125	499854487.5641022	2478.3673133850093	1.221295	23.043886	0.033382442600000006	0.0018637657	-0.0120723102	-0.0524720429	-0.028619761299999998	0.1084872402	-0.0069662088	-0.0335030978	-0.24527899820000001	-0.039826865	0.0074260346	0.0799088998	0.012787821299999998	0.10952940900000001	-0.0811454711	0.10919555380000001	0.0407868921	-0.08673075279999999	-0.07429103940000001	0.0367904009	-0.11431278689999999	-0.0043916264	0.0217166842	0.0889173538	-0.0175421852	0.0253354136	0.0154934664	-0.1138419861	-0.0415013592	-0.1074261301	0.09358006210000001	-0.0763869574	-0.1124876443	4.54269e-05	0.21948596129999998	-0.0101100002	0.0102137937	-0.0276403237	0.10811487630000001	0.0447874632	-0.0333371034	0.0326940165	-0.032955021200000004	-0.0979751442	0.12457313460000001	0.0802424065	-0.0569023013	0.0199534839	0.0682746915	-0.0223571335	-0.20782375809999998	0.0652972214	-0.0199250886	-0.028891905	0.1343250749	-0.07520779030000001	0.13299234769999999	-0.1655466601	0.0760763475	0.0081413298	0.0639368149	-0.0514409367	-0.0773505273	0.10621456539999999	-0.0131840983	-0.0717233941	-0.032846781	0.09854598099999999	0.0882288869	0.0340155621	-0.06673064940000001	0.0822738273	-0.005988740500000001	-0.050623168600000004	-0.0131661414	0.08510793130000001	0.0506936424	0.10209171939999999	-0.090491095	-0.044376904800000005	0.068732328	-0.2646624807	0.1027349382	0.0273688196	-0.09844847150000001	-0.0055845926	0.0182798217	0.036672454300000004	0.0194343235	-0.043765065199999995	-0.10135288710000001	0.0564533708	0.0739539139	-0.0404611398	0.09972778060000001	-0.051005137199999995	0.04406285099999999	-0.0780701192	0.11875383099999999	0.1100111431	0.0959136145	3.62437e-05	5.167600000000001e-06	1.31360578969e-09	2.6704089760000015e-11	0.0209014	-0.0068896000000000035	4.746658816000004e-05	0.0004368685219600001	0.0516908	0.0180375	0.00032535140624999993	0.00267193880464	-5.92845e-05	-5.92845e-05	3.5146519402500005e-09	3.5146519402500005e-09	-0.000496435	-0.00010971900000000004	1.2038258961000007e-08	2.4644770922500005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
