csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90	motion_outlier91	motion_outlier92	motion_outlier93	motion_outlier94	motion_outlier95	motion_outlier96	motion_outlier97	motion_outlier98	motion_outlier99	motion_outlier100	motion_outlier101	motion_outlier102	motion_outlier103	motion_outlier104	motion_outlier105	motion_outlier106
29459.515625	n/a	n/a	867863060.8596191	25264.40625	n/a	n/a	638290223.1650392	17321.998046875	n/a	300051616.3359413	n/a	n/a	n/a	n/a	-0.027105900099999997	-0.092241441	-0.0893855869	-0.0908339149	-0.174074482	-0.0324946293	-0.0015820218	-0.0538787436	-0.010775068799999999	-0.051722173200000006	0.0095126393	-0.0186054839	-0.022409952900000002	0.10802713119999999	-0.08538126369999999	0.0723992243	0.031246498799999998	-0.0162966044	-0.0212346141	-0.09018613939999999	0.0903489333	0.0903433624	0.09033407789999999	0.09032108009999999	0.0903043695	0.0902839469	0.0115624	n/a	0.00013368909375999994	n/a	0.0129001	n/a	n/a	0.00016641258001000002	0.17398	n/a	n/a	0.0302690404	0.00280278	n/a	n/a	7.8555757284e-06	-0.000932676	n/a	n/a	8.698845209760002e-07	-0.0006902039999999999	n/a	4.7638156161599987e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29489.08984375	29.57421875	874.6344146728516	869606419.8127594	25161.626953125	-102.779296875	10563.583866119383	633107470.9282265	17471.69921875	149.701171875	305260273.59046936	22410.44086074829	3.575876	76.29630299999998	0.2611095516	-0.0968361753	-0.0582861264	-0.1637579358	0.2220983784	-0.2258048245	-0.0985628494	0.1239536684	-0.0012071063	-0.10559062960000001	0.0394243135	-0.0639428929	-0.0255972296	0.06559916610000001	0.0768264387	-0.20512083600000008	0.189810731	0.0169128931	-0.1340166699	-0.0776239455	0.051922837	0.09033407789999999	0.0902839469	0.0902004158	0.09008351560000001	0.0899332895	0.08974979300000001	-3.01016e-05	-0.0115925016	9.061063225600001e-10	0.00013438609334600254	-0.0388686	-0.0517687	0.00267999829969	0.0015107680659599994	0.2495	0.07552	0.005703270400000001	0.06225025	0.00504943	0.00224665	5.047436222499998e-06	2.54967433249e-05	-0.0007347589999999998	0.00019791700000000025	3.91711388890001e-08	5.398707880809997e-07	-0.0006902039999999999	0.0	4.7638156161599987e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29472.533203125	-16.556640625	274.1223487854004	868630213.4093057	25073.736328125	-87.890625	7724.761962890625	628692253.4523354	17394.837890625	-76.861328125	302580385.2411232	5907.663761138916	2.929564	62.506348	0.4359249866	-0.0018102485000000001	-0.1738746513	-0.0016886191	0.0139759562	-0.11611535070000001	-0.0699663853	-0.049859440199999994	-0.0274263082	0.041091242	-0.0141458647	-0.1108004324	0.0102879341	-0.0221154754	-0.0157119158	-0.0786848783	-0.0050427423999999995	0.08510788119999999	0.052925998499999995	-0.0503972082	0.0083952199	0.0903043695	0.0901651549	0.0899332895	0.0896090116	0.0891926543	0.0886846456	0.00909023	0.0091203316	8.263228145289999e-05	8.318044849395855e-05	-0.0131102	0.025758399999999997	0.0006634951705599997	0.00017187734404000002	0.00116266	-0.24833734	0.0616714344382756	1.3517782756e-06	0.00279678	-0.00225265	5.074432022499999e-06	7.8219783684e-06	6.67693e-05	0.0008015282999999997	6.424476157008897e-07	4.458139422490001e-09	-0.0006902039999999999	0.0	4.7638156161599987e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29923.701171875	451.16796875	203552.53602600095	895427891.8236732	25129.17578125	55.439453125	3073.5329627990723	631475475.4449615	17209.35546875	-185.482421875	296161915.64979553	34403.728824615486	2.104886	44.910671	0.152599215	-0.0214418291	-0.036542885899999995	0.056565152699999996	-0.006053703299999999	0.10111257679999999	-0.0776133429	-0.049365683099999995	0.0013933321	0.016043553000000002	-0.037038271	-0.024424652999999998	-0.0772447363	0.0277191619	-0.0266120719	0.1126635881	0.0006494808	0.0287089989	0.0779391524	-0.040493696600000004	-0.0283063152	0.0902598131	0.08998706460000001	0.0895330941	0.0888988159	0.0880855073	0.08709480630000001	0.016869400000000003	0.0077791700000000045	0.0002845766563600001	6.0515485888900064e-05	0.00688108	0.01999128	0.0003996512760384	4.734926196640001e-05	0.00108808	-7.458000000000009e-05	5.5621764000000145e-09	1.1839180863999998e-06	0.00111556	-0.00168122	2.8265006884e-06	1.2444741136e-06	0.000423867	0.0003570977	1.2751876734528996e-07	1.7966323368899996e-07	-0.000233438	0.000456766	5.4493299843999997e-08	2.0863517875599999e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29507.064453125	-416.63671875	173586.1554107666	870666852.6408731	25260.0703125	130.89453125	17133.37831115723	638071152.1924437	17238.666015625	29.310546875	297171605.9982643	859.1081581115723	2.268872	48.409557	0.106789705	-0.053929478499999996	0.014916667	-0.10294094349999999	-0.046862493899999996	0.0042329864	0.030853546800000006	0.0184695755	0.0353968056	0.0860172266	-0.1314719063	0.08424638	-0.0174231353	-0.0063339301	0.1101678403	-0.0445907799	-0.0084875179	-0.037249262799999995	0.061911601399999995	0.0248594874	-0.1163986842	0.0902004158	0.08974979300000001	0.08900042179999999	0.0879547967	0.0866163981	0.08498968130000001	0.0225818	0.005712399999999996	0.0005099376912399999	3.2631513759999956e-05	-0.07494769999999999	-0.08182877999999999	0.006695949236288397	0.0056171577352899975	-0.00274366	-0.00383174	1.46822314276e-05	7.527670195600001e-06	0.00127223	0.00015667000000000006	2.4545488900000008e-08	1.6185691729e-06	0.000423867	0.0	0.0	1.7966323368899996e-07	-8.177229999999997e-05	0.0001516657	6.6867090472899955e-09	2.3002484556490004e-08	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29244.958984375	-262.10546875	68699.27674865723	855267625.997776	25127.349609375	-132.720703125	17614.785037994385	631383698.391758	17164.244140625	-74.421875	294611276.91897964	5538.615478515625	2.176303	46.434456	0.162086455	0.017469794	0.0095656179	0.0037899061	-0.058298017800000004	-0.0779289522	0.05487390809999999	0.0017120964000000001	-0.0230999475	0.04346399	0.0336765228	-0.0016344677	0.056955854800000004	0.0537386071	0.009067750500000001	-0.051574515999999994	-0.0185339035	-0.0330096732	0.0607159795	0.0260420765	0.0483986579	0.0901261876	0.0894534963	0.0883360609	0.08677943689999999	0.08479136359999999	0.0823817253	0.0163291	-0.0062527	0.00026663950681	3.909625729e-05	0.00273901	0.07768670999999999	0.006035224910624099	7.5021757801e-06	0.0423806	0.04512426	0.0020361988405476	0.00179611525636	0.00153445	0.00026221999999999986	6.875932839999991e-08	2.3545368025e-06	0.000263872	-0.00015999499999999996	2.5598400024999993e-08	6.9628432384e-08	-0.000320013	-0.00023824070000000004	1.0240832016900001e-07	5.675863113649003e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28960.705078125	-284.25390625	80800.28321838379	838722438.6221353	24900.11328125	-227.236328125	51636.348819732666	620015641.4190826	17105.80859375	-58.435546875	292608687.6460113	3414.7131385803223	1.41833	30.262051	0.06627455999999997	0.0086650473	0.1153921791	0.100595189	0.07709627940000001	0.028934555	0.052602123099999995	-0.0324545289	0.16326097009999999	-0.0050072006	-0.0337831725	-0.0652095308	0.060304575199999995	0.0957138057	-0.1325867677	0.0008109697000000001	-0.0633247822	-0.0765559547	-0.0027402707	-0.1366825874	-0.11667128210000001	0.09003714060000001	0.0890983693	0.0875409941	0.08537582789999999	0.0826179031	0.079286368	0.0183008	0.0019717	0.00033491928063999994	3.88760089e-06	-0.0126943	-0.01543331	0.0002381870575561	0.00016114525249	0.0243172	-0.0180634	0.0003262864195599999	0.00059132621584	0.00116857	-0.0003658799999999999	1.3386817439999991e-07	1.3655558449000005e-06	0.000423867	0.00015999499999999996	2.5598400024999993e-08	1.7966323368899996e-07	-0.000229765	9.024800000000002e-05	5.2791955225e-08	8.144701504000004e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29849.251953125	888.546875	789515.5490722656	890977842.1611367	25030.087890625	129.974609375	16893.399082183838	626505299.8124123	17055.96484375	-49.84375	290905936.751236	2484.3994140625	1.20171	25.640148	0.0720616335	-0.065400084	0.1481842226	0.0062737787	0.0025405503	-0.0383975968	0.035978128	-0.0175742183	-0.0236810742	0.051927113399999995	0.0910907159	0.0420799586	-0.1018919802	0.1351320201	-0.0106886111	-0.0664194227	-0.014022358899999999	0.056020673300000004	0.047542976900000006	0.009375140799999999	0.0994320231	0.0899332895	0.0886846456	0.0866163981	0.0837476616	0.080104948	0.07572192259999999	0.0225576	0.0042568000000000016	0.0005088453177599999	1.8120346240000005e-05	-0.0212178	-0.008523499999999998	7.265005224999997e-05	0.0004501950368399999	0.0500472	0.025730000000000003	0.0006620329	0.00250472222784	0.000969751	-0.00019881900000000004	3.952899476100002e-08	9.40417002001e-07	0.000176032	-0.000247835	6.142218722499998e-08	3.098726502400001e-08	-5.39233e-06	0.00022437267000000003	2.9077222828900005e-11	5.03430950429289e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29029.658203125	-819.59375	671733.9150390625	842721055.3902626	24807.345703125	-222.7421875	49614.082092285156	615404400.8343544	16998.83984375	-57.125	288960556.0334625	3263.265625	1.7688700000000002	37.741306	0.0533456235	-0.020362170500000002	0.1513952751	0.1027435276	0.11599707890000001	-0.0375419869	0.210383512	0.0030355988	-0.018727149499999998	0.0232985213	-0.10397681980000001	-0.0666736836	0.0461803426	0.1408750879	-0.1616600013	-0.12329375029999999	-0.0574807043	-0.10651873	0.0358224229	0.0527857354	-0.0199084486	0.0898146513	0.08821259710000001	0.0855636409	0.0818992203	0.0772628244	0.0717094778	0.0261855	0.0036279000000000003	0.00068568041025	1.316165841e-05	-0.012275500000000005	0.008942299999999993	7.996472928999989e-05	0.00015068790025000013	0.0423924	-0.0076547999999999955	5.8595963039999936e-05	0.0017971155777600004	0.0013530800000000006	0.0003833290000000006	1.4694112224100047e-07	1.8308254864000016e-06	0.000423867	0.000247835	6.142218722499998e-08	1.7966323368899996e-07	-3.66408e-05	-3.1248469999999995e-05	1.3425482246399998e-09	9.764668773408995e-10	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28672.068359375	-357.58984375	127870.4963531494	822087504.004673	25037.83203125	230.486328125	53123.947452545166	626893032.8250885	16909.9765625	-88.86328125	285947307.3442993	7896.682754516602	2.01759	43.048092	0.0395601	0.0555899154	0.1477369654	0.0213309008	-0.0182789049	-0.036167929700000004	0.15647116279999998	-0.0112976862	0.0800210597	-0.0511710412	-0.066785903	-0.05130886	0.10772245109999999	0.0987006454	-0.0444913202	-0.0174162271	-0.0912803043	-0.09214644960000001	-0.016540551100000002	-0.0248275894	-0.0960561422	0.0896812455	0.08768253449999999	0.0843842802	0.07983536599999999	0.0741032114	0.0672727727	0.0240578	-0.0021277	0.0005787777408400001	4.527107289999999e-06	-0.00899826	0.003277240000000006	1.0740302017600038e-05	8.096868302759999e-05	0.049343300000000014	0.006950900000000003	4.8315010810000045e-05	0.002434761254890001	0.000930943	-0.00042213700000000065	1.781996467690005e-07	8.666548692490001e-07	0.000423867	0.0	0.0	1.7966323368899996e-07	-0.000158589	-0.0001219482	2.5150470921e-08	1.4871363483239999e-08	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
