name	intensity-avg	volume
Left-wm-bankssts	99.6719	2769.6
Left-wm-caudalanteriorcingulate	102.6715	2610.8
Left-wm-caudalmiddlefrontal	96.5275	5857.7
Left-wm-cuneus	95.8877	2485.8
Left-wm-entorhinal	82.2851	1276.8
Left-wm-fusiform	91.6742	6295.0
Left-wm-inferiorparietal	96.8619	9494.0
Left-wm-inferiortemporal	89.7292	7029.5
Left-wm-isthmuscingulate	102.4525	4251.8
Left-wm-lateraloccipital	90.3952	9176.7
Left-wm-lateralorbitofrontal	93.834	6902.1
Left-wm-lingual	89.9497	4537.8
Left-wm-medialorbitofrontal	95.4274	3207.8
Left-wm-middletemporal	90.8038	5884.3
Left-wm-parahippocampal	89.2984	1489.8
Left-wm-paracentral	96.6738	3755.3
Left-wm-parsopercularis	95.8881	4327.0
Left-wm-parsorbitalis	82.7788	999.8
Left-wm-parstriangularis	93.8496	3187.1
Left-wm-pericalcarine	93.4001	2947.5
Left-wm-postcentral	91.7924	7719.7
Left-wm-posteriorcingulate	101.2911	4499.9
Left-wm-precentral	95.5222	11613.4
Left-wm-precuneus	99.6026	9643.6
Left-wm-rostralanteriorcingulate	100.1802	2331.6
Left-wm-rostralmiddlefrontal	96.1534	12558.7
Left-wm-superiorfrontal	96.4237	16490.6
Left-wm-superiorparietal	95.4391	10753.5
Left-wm-superiortemporal	94.3003	6283.9
Left-wm-supramarginal	96.8733	6830.7
Left-wm-frontalpole	86.5172	263.3
Left-wm-temporalpole	74.5293	665.4
Left-wm-transversetemporal	99.1304	767.8
Left-wm-insula	94.6725	9966.0
Right-wm-bankssts	98.4343	3322.0
Right-wm-caudalanteriorcingulate	101.9228	2629.0
Right-wm-caudalmiddlefrontal	94.9708	5789.3
Right-wm-cuneus	94.9506	2368.7
Right-wm-entorhinal	77.6143	1106.5
Right-wm-fusiform	89.4947	5776.4
Right-wm-inferiorparietal	94.6294	10435.4
Right-wm-inferiortemporal	88.2859	6476.8
Right-wm-isthmuscingulate	104.6009	3434.0
Right-wm-lateraloccipital	92.3224	9364.8
Right-wm-lateralorbitofrontal	95.0696	6711.1
Right-wm-lingual	91.4765	5712.6
Right-wm-medialorbitofrontal	94.9762	3497.0
Right-wm-middletemporal	87.2913	6321.1
Right-wm-parahippocampal	89.7222	1548.2
Right-wm-paracentral	96.7929	3860.2
Right-wm-parsopercularis	94.7328	4029.5
Right-wm-parsorbitalis	83.2211	1438.5
Right-wm-parstriangularis	91.2204	3844.8
Right-wm-pericalcarine	91.95200000000001	2523.0
Right-wm-postcentral	89.8699	6666.9
Right-wm-posteriorcingulate	101.5949	3952.4
Right-wm-precentral	94.119	11539.6
Right-wm-precuneus	100.1359	9797.6
Right-wm-rostralanteriorcingulate	102.1187	1865.2
Right-wm-rostralmiddlefrontal	93.1413	13399.2
Right-wm-superiorfrontal	94.5627	14179.6
Right-wm-superiorparietal	95.5479	9509.6
Right-wm-superiortemporal	89.2898	5868.1
Right-wm-supramarginal	96.2322	8657.1
Right-wm-frontalpole	84.6826	396.0
Right-wm-temporalpole	76.8844	670.3
Right-wm-transversetemporal	95.5116	577.9
Right-wm-insula	93.9299	8707.2
Left-UnsegmentedWhiteMatter	101.0848	27812.5
Right-UnsegmentedWhiteMatter	101.0102	27817.6
