csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34
40546.7265625	n/a	n/a	1644037034.934143	23605.603515625	n/a	557224517.3368874	n/a	25160.03125	n/a	633027172.5009767	n/a	n/a	n/a	n/a	-0.0729119341	-0.0706525931	0.023465121499999998	-0.0949533895	0.0171159724	0.10299734990000001	-0.0417101763	0.0377737277	-0.0216499652	0.1001080009	-0.005358966800000001	0.06859869889999999	-0.0746552408	0.023378924300000003	-0.0179655276	0.1320739649	-0.054035434699999996	0.0462145577	-0.0118975981	0.05457167	-0.10856482710000001	0.0605835984	-0.12243543230000001	0.1109705602	-0.010787898300000001	0.0685989448	-0.0872530428	0.0781118558	-0.0790895937	-0.010545320300000001	0.0824049093	-0.0113497435	0.0182237196	-0.050268341900000006	0.06402942	-0.0758104617	-0.0554433599	-0.0341346163	0.0480541415	0.056683560099999995	0.0878174417	-0.0948579812	0.0207006921	0.09432633650000001	-0.07622961	0.023555471600000003	-0.0483299201	0.0786951442	-0.0024559217	0.0625203193	-0.09232146179999999	-0.0381962986	0.0178600217	-0.0853622331	0.027974493399999998	-0.0339405246	0.015436178899999996	-0.0607570288	0.0237404221	-0.045094843499999995	0.015707181	-0.0402275188	0.1451875994	-0.036639572	0.0409691005	-0.0109736995	0.030047044300000002	-0.034852090499999995	0.1495422544	-0.1166659992	0.026994657400000004	-0.0977099467	0.0341495941	-0.044116231900000004	0.0811742939	-0.1339630695	0.1260074411	-0.0807808159	0.0999969158	0.09998766320000001	0.099972243	0.099950656	0.09992290359999999	-0.0502245	n/a	0.00252250040025	n/a	0.0346245	n/a	n/a	0.0011988560002500002	0.256379	n/a	n/a	0.06573019164100001	-0.00270293	n/a	7.305830584900002e-06	n/a	-0.0005554669999999999	n/a	3.085435880889999e-07	n/a	-0.00148311	n/a	n/a	2.1996152721e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40654.0703125	107.34375	11522.6806640625	1652753432.9736938	23611.302734375	5.69921875	557493616.8143044	32.481094360351555	25127.3125	-32.71875	631381833.4726562	1070.5166015625	0.6658189999999999	20.353315	0.15520285	-0.043903934299999996	-0.0602691354	-0.0159045604	-0.0856164668	0.0286448142	0.0824793935	-0.044398160199999995	0.0269583317	0.026852560499999997	0.1226360067	0.022659284900000003	0.0117480344	-0.0636570909	0.0168055831	-0.0103414831	0.1033596341	-0.043433897	-0.0597472013	0.0012633121	-0.0184573573	-0.0569440094	0.0032074521999999996	-0.0207488394	0.0205627805	-0.0568163268	0.0890669236	-0.0744620449	-0.1223145199	0.075167867	-0.020478883899999998	0.0442463683	0.0271734594	0.0336805198	0.1462428492	-0.066535758	-0.0635639892	-0.0370658532	-0.042162765899999996	0.05692099940000001	-0.0010896083999999999	0.0731465702	-0.08537749119999999	0.0250310981	0.0757849149	-0.0742544295	0.01021149	-0.1080337868	0.068180459	-0.016040845800000002	0.0076504079000000004	-0.052568533	-0.0321544384	0.0081965413	-0.0701722425	0.090926832	-0.0679204573	0.0039443639	-0.0020987823	-0.0353213752	-0.08728895789999999	0.041358407400000005	0.0192965914	-0.057627593899999996	0.0481803154	-0.038937122000000005	0.0056297304000000005	0.0193921071	-0.0477872582	-0.0343027871	-0.14838383789999998	-0.1530219574	0.0503197651	-0.14601589939999998	-0.10836737699999999	0.14322417869999998	0.0931373108	-0.1385626177	-0.051244853099999994	0.099972243	0.0998889875	0.0997502796	0.0995561965	0.09930684570000001	-0.0387496	0.011474900000000005	0.0015015315001599993	0.00013167333001000008	0.04799	0.013365499999999995	0.00017863659024999987	0.0023030401	0.216392	-0.039987000000000016	0.0015989601690000019	0.046825497664	-0.00120266	0.0015002700000000002	1.4463910755999996e-06	2.2508100729000007e-06	-0.000809756	-0.0002542890000000001	6.55704779536e-07	6.466289552100004e-08	-0.00143016	5.294999999999996e-05	2.803702499999996e-09	2.0453576256e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40646.78125	-7.2890625	53.13043212890625	1652160825.9853516	23586.8828125	-24.419921875	556341040.8106079	596.3325843811035	25088.912109375	-38.400390625	629453510.8319435	1474.590000152588	0.627545	19.183336	0.05508145	-0.050211544000000004	-0.055873339	-0.0456522003	-0.0925698439	0.042728800899999995	0.0641929606	-0.0651534591	0.0644273545	-0.0401516889	-0.058630234	0.0343783141	0.046939717400000004	0.0464439473	0.0407457692	-0.025140112200000002	0.054894432199999996	-0.0661075128	-0.1336310078	0.0344107185	-0.042378392599999995	-0.0106140907	0.0556935826	-0.0129427755	-0.026440848599999997	-0.0627535222	-0.0072794377	-0.09183702619999999	0.0164196679	0.0412156792	-0.0051018415	0.0386431969	-0.0391780466	-0.0999717515	0.0267511933	-0.0201927792	-0.0820951977	-0.0374884339	-0.0945805799	0.045966892300000006	-0.039425600299999995	0.0022539731	-0.0939937455	0.029922625	0.0589202817	-0.1053277485	0.0389694866	0.0813851387	0.0082590378	0.0366568591	-0.0392367008	0.029884029700000002	0.0376753956	0.0038707134999999998	-0.1127726358	0.13633437210000002	-0.0298774188	-0.0105873393	-0.048860742	0.0333955131	-0.0356997944	-0.016712028400000002	-0.060369869699999995	0.031458611000000004	0.0702420754	-0.0016925476000000002	0.0439585074	0.06429765309999999	-0.08043262940000001	-0.063131124	-0.0771816636	-0.0537010884	-0.1799683323	0.0284071975	-0.0609129363	-0.0239580005	0.053194354000000006	0.0206595123	-0.0185459449	0.09992290359999999	0.0996917334	0.09930684570000001	0.09876883410000001	0.09807852800000001	-0.0421863	-0.003436700000000008	0.0017796839076900004	1.1810906890000054e-05	0.029753	-0.018237	0.00033258816899999996	0.0008852410089999998	0.223089	0.006696999999999982	4.484980899999974e-05	0.04976870192099999	-0.00120266	0.0	1.4463910755999996e-06	0.0	-0.000809756	0.0	6.55704779536e-07	0.0	-0.000895945	0.000534215	2.85385666225e-07	8.02717443025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40527.30859375	-119.47265625	14273.715591430664	1642462741.8530426	23571.919921875	-14.962890625	555635408.8032875	223.8880958557129	25047.759765625	-41.15234375	627390269.2764626	1693.515396118164	0.75102	22.957821	0.05405024999999999	-0.08542622970000001	-0.0273384441	-0.0056640703	-0.0991062067	0.018853985	0.0949960552	-0.031041458100000002	0.015251952099999999	0.0118127176	-0.0132993349	-0.0018055578	0.0167961625	0.0202509327	-0.0121808567	-0.0670631381	0.0708125341	0.0264318265	-0.0389830834	0.0785214688	0.009982781	-0.025305164100000003	-0.0112686597	-0.0280495652	-0.0981363865	0.0708300615	-0.0136751068	-0.0204453413	-0.0610588892	-0.043935609699999996	-0.012796800700000001	-0.0317311952	-0.07115258719999999	-0.1269243806	-0.0165103007	-0.0722749084	0.040475617900000004	-0.06170473360000001	-0.0732781644	0.0274805449	0.0402701838	-0.0079102518	-0.1011494712	0.013188484399999999	0.08738659359999999	-0.048429527800000004	-0.008688873100000001	0.0114911235	-0.0142228068	0.0107209928	-0.005658410500000001	-0.0346748229	0.0217414519	0.0640206724	-0.022647416099999998	0.1105618273	0.0043666441	-0.0091139374	0.022209400600000002	0.0681565306	0.0311097402	-0.07008483530000001	0.0703401747	-0.051121121799999995	-0.0127798361	-0.101584489	0.0016149926000000002	0.0059457079000000005	0.0319182843	-0.124453212	0.0257417237	-0.007023064399999999	-0.043355484900000005	-0.0718949052	0.0570464461	-0.0926408193	-0.0070788195999999986	0.061019225199999985	0.0044615379	0.0998489097	0.0993960955	0.09864292570000001	0.09759167619999999	0.0962455236	-0.0350386	0.007147700000000006	0.0012277034899599998	5.10896152900001e-05	0.0565198	0.0267668	0.0007164615822399999	0.0031944877920399998	0.228761	0.005672000000000038	3.2171584000000425e-05	0.05233159512100001	-0.00120266	0.0	1.4463910755999996e-06	0.0	-0.000809756	0.0	6.55704779536e-07	0.0	-0.00118522	-0.00028927500000000013	8.368002562500005e-08	1.4047464484e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40572.50390625	45.1953125	2042.616271972656	1646128073.2226715	23575.783203125	3.86328125	555817553.6407509	14.924942016601562	25077.978515625	30.21875	628905006.4301491	913.1728515625	0.578507	17.684296	0.11200522999999996	-0.07996523679999999	-0.0291443174	-0.0332041265	-0.0894392485	0.010187752	0.0741458359	-0.0274854219	0.0352158054	0.0196062019	-0.008141420699999999	0.0127336103	-0.0138254994	0.0272375	-0.06790661190000001	-0.0302747325	0.09391406	-0.0226180196	0.005503310500000001	0.0392832335	0.0142974347	-0.011441390400000001	-0.0048025794	0.0192652124	-0.0192789547	0.0277902373	-0.0060593742	0.10208479820000001	0.0282794391	-0.048470358399999997	-0.083550385	0.027501228500000002	-0.034358267000000005	-0.0480099939	0.0498964449	-0.0158693972	0.01241339	-0.0618749278	-0.0815584932	0.0353336333	0.0087059199	-0.0258107354	-0.0898949698	0.0013047478999999999	0.0712303931	-0.0492137459	0.0147910853	-0.013833029699999999	-0.014890818	0.007326786	-0.0477870492	-0.0396768423	-0.0408206874	0.0957497826	-0.0395143805	0.0043472453	0.022126977000000003	-0.0048201425	0.0080526587	0.0052088993	0.0213775644	-0.0167317078	-0.005270823000000001	-0.0405272631	-0.0965461355	0.0762455395	0.024725765499999997	0.0140445501	0.0030984172999999997	0.025556091800000003	-0.030099373500000002	-0.0480538312	-0.0917887747	0.022011415099999997	0.17685514719999998	0.0184057377	0.0577695811	0.0365716934	-0.007615259799999999	0.0997502796	0.0990023658	0.09775999380000001	0.0960293686	0.0938191336	-0.0371209	-0.0020823000000000018	0.00137796121681	4.3359732900000084e-06	-0.00642563	-0.06294543	0.0039621271578849	4.12887208969e-05	0.224868	-0.0038930000000000353	1.5155449000000274e-05	0.050565617424	-0.00120266	0.0	1.4463910755999996e-06	0.0	-0.00116709	-0.00035733399999999995	1.3620990681e-06	1.2768758755599995e-07	-0.000680864	0.0005043560000000001	2.543749747360001e-07	4.63575786496e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40524.13671875	-48.3671875	2339.384826660156	1642205656.799942	23550.310546875	-25.47265625	554617126.8542519	648.8562164306642	25065.603515625	-12.375	628284479.6025124	153.140625	0.5992270000000001	18.317677	0.17616173	-0.0871276373	-0.029476122200000007	0.0075412892000000014	-0.1171273783	0.0088040061	0.08760719550000001	0.0172691724	-0.0251045219	-0.0328081219	0.0414231996	-0.0590516018	-0.005732323100000001	-0.0203244018	-0.0498246332	-0.017747185	0.0937868867	-0.0592098676	-0.013719768600000001	0.054883274800000006	0.0386049302	-0.024977401	-0.0063526332999999996	-0.040134652	-0.0690732699	0.01817595	0.030828663399999998	-0.0081518003	0.0847583097	-0.0342841746	-0.0472135487	0.0191405381	0.043522827199999996	-0.0368517393	-0.013445710500000001	-0.059478142699999986	-0.0093671686	-0.0800706377	-0.0193086858	0.041614351	0.09579817880000001	0.0304499804	-0.1181486833	0.0022395805	0.0923703224	-0.0009241674000000001	-0.017766811299999997	-0.0105135422	-0.0191723027	0.0104006726	0.0397670491	-0.11263772679999999	-0.0624487624	-0.0011818374	-0.07756535070000001	0.08260866809999999	0.0154501674	0.0258520304	4.53628e-05	0.0526203011	0.0243048178	0.0164857701	-0.007700461	0.0473220683	-0.0390207274	-0.009330469899999999	0.026495505899999997	0.0932540127	-0.0079189505	-0.045709701799999995	-0.0026265523	0.0577926987	-0.0580728517	0.0081180378	0.0027389234999999996	-0.0337301007	0.0880858566	-0.0930911697	-0.1081795875	0.0996270376	0.0985109326	0.0966600102	0.0940880769	0.0908143174	-0.029441	0.0076798999999999965	0.0008667724810000001	5.8980864009999954e-05	0.10744	0.11386563	0.0129653816952969	0.011543353600000002	0.20712	-0.017748000000000014	0.0003149915040000005	0.04289869439999999	-0.00130112	-9.846000000000008e-05	1.6929132544e-06	9.694371600000017e-09	-0.000809756	0.00035733399999999995	6.55704779536e-07	1.2768758755599995e-07	-0.000962434	-0.00028157	7.928166489999999e-08	9.26279204356e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40681.1640625	157.02734375	24657.586685180664	1654957109.4800415	23650.166015625	99.85546875	559330352.5666237	9971.114639282228	25193.69140625	128.087890625	634722086.6733551	16406.507724761963	1.048199	32.042235999999995	0.4563759	-0.0713370217	-0.0196036947	-0.0638683972	-0.0145760074	0.021970608	-0.08182795400000001	-0.05971096610000001	0.0739807925	-0.012125522199999999	-0.016793501699999998	-0.0721539439	-0.0116123703	-0.0418141659	-0.09225401849999999	-0.08599593859999999	0.1553416451	-0.022603968399999997	-0.0708301078	-0.0809834161	0.031183839100000006	0.1422010597	-0.0530421301	0.0182778811	0.0379157119	0.0181332167	0.100711077	-0.046796244699999996	0.0424442979	0.071439198	0.0243101743	-0.0470554281	-0.0743889425	0.0989206271	-0.0022523261	0.0464067934	0.0415882627	-0.0712182391	-0.0126046031	0.0312846073	-0.0384520456	0.0743594734	-0.0046566544	0.0293576137	-0.09093617699999999	-0.07112593269999999	0.0574853106	-0.0060735595	-0.0648107375	-0.0301690607	-0.0378399769	-0.1728022554	-0.053171641900000004	0.06297930269999999	-0.0027845476000000003	-0.0183600558	0.0823970123	0.0950437059	-0.1287886606	0.0072330804	-0.15044793509999999	-0.1060008681	0.0198326809	0.006751861	0.0281935304	-0.0694597602	-0.1124305174	-0.0149240043	-0.0852996676	-0.0685593372	-0.0129068321	0.1044825	0.1501353653	0.043128256600000005	0.052672345700000005	0.0502967208	0.09114218199999999	-0.0448333334	0.0476791541	0.0994792142	0.0979222811	0.0953454172	0.0917754626	0.0872496007	-0.0408848	-0.011443799999999995	0.00167156687104	0.00013096055843999992	-0.06354610000000001	-0.17098610000000006	0.029236246393210014	0.004038106825210001	0.1431	-0.06401999999999998	0.004098560399999996	0.02047761	0.00253328	0.0038344	6.417507558400002e-06	1.470262336e-05	-0.000809756	0.0	6.55704779536e-07	0.0	-0.000598314	0.00036412	1.325833744e-07	3.57979642596e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40677.21484375	-3.94921875	15.596328735351562	1654635807.4445953	23635.44921875	-14.716796875	558634459.77211	216.58411026000977	25163.9609375	-29.73046875	633224930.0640259	883.9007720947266	1.288111	39.37606	0.468782125	0.0624339377	0.0036623433000000003	-0.010543908700000002	0.0083463733	0.037592174	0.051689414100000004	0.013994915600000001	-0.0055909653	-0.1213607273	-0.0373469608	0.010528721000000001	0.042880520400000004	0.0259647438	0.048128398899999994	0.0465339045	-0.028354716000000002	-0.0815201878	-0.0664158259	-0.1053820694	0.035270126	0.0322691565	0.040331386600000005	-0.008528211400000001	0.0725850542	-0.0414993142	-0.1144752729	0.0775978067	0.0230234442	-0.09218884990000001	0.0364763445	-0.0292646122	0.028473948399999997	-0.0037048287	0.0617216342	0.1337571759	0.0936070608	0.07353150309999999	-0.0073168285	0.0324990743	0.1058332077	-0.0241732939	0.005450413	0.0297140387	0.055582683099999995	0.0066509809	0.0119713452	0.1149474128	0.05724700360000001	0.031359095499999996	0.0373932525	0.0111601195	0.0160349033	-0.09728915949999999	-0.049725381299999996	-0.0260131749	0.0078076892000000005	0.0513244465	-0.0808749623	-0.045121363	0.0369112933	0.0133153553	-0.0794411732	-0.0127987529	-0.02097069	0.0430989875	0.0487463817	-0.022657942400000002	0.10722957220000001	-0.0586850475	0.166375986	-0.042196051	0.1230111573	0.1088257972	-0.0002346731	-0.1175261109	0.0771765205	0.1669548013	0.0740531226	0.09930684570000001	0.097236992	0.0938191336	0.08910065240000001	0.08314696120000001	-0.028789099999999995	0.012095700000000004	0.0008288122788099997	0.0001463059584900001	0.0177384	0.08128450000000001	0.006607169940250002	0.00031465083456	0.012689	-0.130411	0.017007028921	0.00016101072100000002	-0.0012592800000000006	-0.003792560000000001	1.5857861184000015e-06	1.4383511353600006e-05	-6.66175e-05	0.0007431385	4.43789130625e-09	5.522548301822501e-07	-0.000962434	-0.00036412	1.325833744e-07	9.26279204356e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40652.375	-24.83984375	617.0178375244142	1652615593.140625	23688.2109375	52.76171875	561131337.4194946	2783.7989654541016	25124.37890625	-39.58203125	631234415.4248201	1566.7371978759766	0.721717	22.062059	0.166913825	-0.0033698166999999997	-0.0457565172	0.0149043705	0.0097301959	0.0414745293	0.040260847	-0.029377212799999997	0.064050909	-0.014659408700000001	0.1035379816	0.0475678414	-0.0383957283	-0.0673045825	0.047432546	0.0739033318	-0.0819579163	0.0644839774	-0.0867267457	-0.0248868096	0.068341866	0.0379366992	0.094127424	-0.0009336813	-0.1350761792	0.0196827732	-0.0457639583	0.0256288871	0.0543190742	-0.079382891	0.0329022903	0.1114315282	0.0704908276	0.0599538913	-0.056759823099999995	-0.24736337149999998	-0.0079041602	-0.0069869336	-0.025133015800000002	0.0431441648	0.032834016	-0.0139385128	0.0163830407	0.039259081200000004	0.0395887117	-0.0654585514	0.053606252400000005	-0.0884869318	0.0886304598	-0.056679804	0.0040472002	0.0892991915	-0.002361805	-0.0517924568	0.024484156	0.0653037249	0.0574568772	0.038676270299999996	-0.0241888436	0.1162709436	0.10153765140000001	0.0481331517	-0.024347790499999997	0.0612227141	-0.054805100499999995	-0.035951586800000004	0.18722493839999998	-0.0512557	0.0993997164	-0.0273488754	0.0273789159	0.0251823875	0.0522106388	0.0556283912	0.0050953765	-0.12157744529999999	0.0317315727	-0.1236025219	-0.0010478457	0.0991099747	0.0964557418	0.092084548	0.08607420269999999	0.0785316931	-0.0279668	0.0008222999999999947	0.00078214190224	6.761772899999911e-07	0.0714292	0.053690800000000004	0.00288270200464	0.005102130612639999	0.094298	0.081609	0.0066600288810000005	0.008892112804000001	-0.00139125	-0.0001319699999999993	1.9355765625e-06	1.7416080899999808e-08	-0.000265443	-0.0001988255	7.045998624899999e-08	3.9531579450249986e-08	-0.000677395	0.00028503899999999995	8.124723152099996e-08	4.588639860250001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40636.015625	-16.359375	267.629150390625	1651285765.875244	23645.44921875	-42.76171875	559107268.756485	1828.5645904541016	25098.70703125	-25.671875	629945094.6405183	659.045166015625	0.660328	20.185463	0.2125525	-0.014576586899999999	-0.0282661002	0.0011925111	-0.0101595974	0.026798662200000004	0.016572651100000002	-0.0213474637	0.033621910299999995	0.0144581724	0.0040416132	0.061646531799999994	-0.038965460699999996	0.0330490369	0.0069443759	-0.037334653599999996	0.0144782913	0.0116239342	-0.020932751399999998	0.09194891289999996	0.0312111117	-0.0481328675	-0.0432351604	0.0118503458	-0.1105956003	0.0703493808	-0.051447447300000004	0.0649179854	-0.0599476951	-0.0028802913	0.061342553099999995	-0.0836974082	-0.07750230820000001	0.0113863829	-0.0981730423	0.0216454602	0.048047538099999995	-0.0105976531	-0.0489567983	0.016483619799999998	-0.0358111903	-0.0544231815	-0.0079428376	0.0214414684	0.0136849026	-0.0279715333	0.0142148448	-0.0037846534000000004	0.026872911200000002	-0.0203515916	-0.0055531314	0.0335089753	0.0339749045	0.1019256494	-0.05395770849999999	0.0628727691	0.0493934001	0.012240791200000002	0.085576445	0.0077925361	0.0921908231	-0.039939464300000005	0.0882458916	-0.0800735997	-0.0442724113	-0.0092937573	-0.0362809017	-0.026267320499999997	0.0926205262	0.0228424385	0.0853908547	0.0416817571	-0.0376937397	-0.0711939432	0.0474977449	0.0807478491	-0.0231761632	-0.0150271104	0.012904423500000001	0.0988886499	0.0955793015	0.0901455117	0.0827080574	0.0734322509	-0.0281414	-0.00017460000000000045	0.0007919383939600001	3.0485160000000155e-08	-0.0407187	-0.11214790000000001	0.01257715147441	0.0016580125296899995	0.0505798	-0.043718200000000006	0.0019112810112400008	0.00255831616804	-0.0005758180000000001	0.0008154319999999997	3.315663691240001e-07	6.649293466239998e-07	-0.000506945	-0.00024150200000000002	2.56993233025e-07	5.8323216003999996e-08	-0.000604093	7.330200000000002e-05	5.373183204000004e-09	3.6492835264899996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
