csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
38069.328125	n/a	1449273743.888916	n/a	23797.32421875	n/a	n/a	566312639.9723053	24234.00390625	n/a	n/a	587286945.3281403	n/a	n/a	n/a	-0.0983320895	-0.058888962300000014	-0.3323378462	0.032815523	-0.3358769364	0.08413422890000001	-0.09691676810000001	0.1376245632	-0.067944502	0.1292842436	-0.2124252579	0.21197304760000002	-0.1954279373	0.038031025499999996	0.0961903611	-0.2340831145	0.2249286812	-0.059814682599999995	0.013006223400000001	-0.1929453333	0.0530780763	-0.18334046280000002	0.0750486358	-0.08051197809999999	0.1882710077	-0.1523977312	0.0388293367	-0.0103977241	-0.0524306323	0.0224791995	-0.0371674807	0.08776659	0.0045174952	0.1543426468	-0.112872054	0.11311071140000001	0.0276135191	0.013168328899999998	0.044942470400000004	-0.1557382332	0.049711836399999994	0.0550716488	-0.0906103566	-0.0040894832	-0.0613343754	0.0301771875	0.043436922	-0.2437747691	-0.0209701335	0.3542412747	-0.2290608232	0.2520998397	-0.14320472210000001	0.2218308001	0.1148620552	-0.1764359804	0.3020940073	-0.1269891971	-0.0642589397	0.1192251874	-0.20887273010000001	0.0063277032	-0.0328162862	0.0820279996	-0.0343292954	0.15514303029999998	-0.1443359476	0.1781180254	-0.077900558	0.0839810914	-0.1091133606	0.0143594479	-0.0027571741	0.012834197299999999	-0.20768812820000002	0.11204536130000001	-0.161046534	0.0246096588	-0.1604240259	0.0465362617	-0.0592996645	0.0186894144	0.0171021324	-0.10375477949999999	0.0405970183	0.007348256700000002	0.1252933353	-0.030303370099999997	-0.0531678828	0.0370179837	0.138146941	-0.0351412944	-0.0130522598	-0.0350559481	0.096924394	0.030611073	-0.0443045103	-0.1616783189	0.1477604735	0.0859709508	-0.1851394801	-0.0393458386	-0.1269856037	0.1217078847	0.1216831682	0.1216419777	-0.016721400000000004	n/a	0.0002796052179600001	n/a	0.0599471	n/a	0.003593654798410001	n/a	0.0215762	n/a	n/a	0.00046553240644	-0.0014344500000000005	n/a	2.0576468025000016e-06	n/a	-0.0007977789999999997	n/a	n/a	6.364513328409996e-07	0.0006619039999999999	n/a	n/a	4.3811690521599986e-07	0.0	0.0	0.0
38048.51171875	-20.81640625	1447689244.011856	433.3227691650391	23798.333984375	1.009765625	1.0196266174316406	566360700.4318581	24230.98828125	-3.015625	9.093994140625	587140793.0860747	1.2238950000000002	21.956108	0.06501555000000002	0.0040494162	-0.1415677702	-0.22322797870000002	0.0170016127	-0.22800870269999998	0.1410660929	-0.1745078075	0.1701394798	-0.0641009215	0.05174532849999999	-0.282922073	0.1046496858	-0.0188348887	-0.0633177691	-0.0190377848	-0.010883405	0.0275868025	0.0863266801	-0.2601055369	-0.1173368146	-0.1154930916	0.0754484383	-0.12557886199999999	0.0145201317	-0.020462576899999998	-0.04524899	0.0485759271	0.1113714206	0.120825432	0.00026163200000000003	-0.0124302241	-0.0342022701	0.1030754104	-0.1871935996	0.0284348988	-0.0965543363	-0.1090172405	0.0512343427	0.030708118	0.0750572531	0.0317327733	0.0133642554	-0.0738694635	-0.1127650231	-0.0545093593	0.06506288519999999	-0.038534652	-0.1366580534	-0.10802781189999999	0.2769743863	-0.30616016420000003	0.1391695447	-0.1578838645	-0.0184674452	0.0646498357	-0.0979581739	-0.0471104061	-0.0665080286	-0.0396160666	0.1045457488	-0.24040996920000002	-0.033246970099999995	-0.0204775926	0.08221645429999999	0.1002689739	-0.046276018200000005	-0.1025652888	0.19545651120000002	-0.047331624	0.044188812699999996	0.0943316413	-0.0558968653	0.0437452784	0.0908032248	0.134411795	0.2182380816	-0.0007802842999999999	-0.0622067702	0.0189437958	-0.0436018063	-0.0509848288	0.1159680053	-0.0985378142	0.0894045021	-0.0766992602	0.0491888087	-0.0915335463	-0.0040550432	0.1603174897	0.0880770916	0.014501203300000001	-0.0038425978000000004	0.004959939799999999	0.1860681082	0.0541204981	0.0222473784	0.0855231962	-0.0740410185	-0.0237533994	-0.0209605312	0.10338474519999999	-0.04603507019999999	0.0785551604	0.1216419777	0.12141962949999999	0.12104935019999999	-0.0169692	-0.00024779999999999594	0.00028795374863999995	6.140483999999799e-08	0.059916	-3.110000000000612e-05	0.003589927055999999	9.67210000000381e-10	0.0237416	0.002165399999999998	4.6889571599999915e-06	0.0005636635705599999	-0.00222272	-0.0007882699999999997	4.9404841984e-06	6.213695928999993e-07	-0.00057577	0.00022200899999999966	4.9287996080999865e-08	3.3151109289999995e-07	0.000420758	-0.0002411459999999999	5.815139331599996e-08	1.7703729456400004e-07	0.0	0.0	0.0
38348.0859375	299.57421875	1470575695.0698853	89744.71253967285	23823.359375	25.025390625	626.2701759338379	567552451.9104004	24301.953125	70.96484375	5036.009048461914	590584925.6896973	1.199534	21.519087	0.049819700000000015	0.0059851968	0.1269714943	-0.0778340942	0.2176652464	-0.1255925248	-0.061122135999999994	-0.1028596539	0.0712575278	-0.14946308560000002	0.010932086799999999	-0.0847519437	0.009912407	-0.1131986574	-0.13607574220000002	-0.0564247249	0.100048039	-0.20266345019999998	0.09961003480000001	-0.094336951	0.0974791473	-0.0720899072	-0.046935625300000006	0.0650295617	0.14699886480000002	-0.0252655162	-0.11469609970000001	-0.0929841121	0.0705975436	-0.0986811968	-0.0318305767	0.0754631945	-0.068294828	-0.1035200683	-0.023091955	0.0376133374	-0.0343281929	-0.0198250217	-0.0978202002	0.1483415147	0.010922716499999999	-0.04260400860000002	-0.025542918799999998	0.0489647588	0.0148497187	0.1961855882	-0.07206632219999999	-0.011206826699999999	0.0145907191	0.1228899443	0.19484341940000002	-0.1984405038	0.0958321421	-0.20288118230000002	-0.0758316707	0.0355112985	0.055133504400000005	-0.22427953190000002	0.1159297992	-0.22557603690000005	0.0226907667	-0.0827609121	0.0044133403000000005	0.005664854	-0.0330211161	0.09364846560000001	0.0740517873	0.0732539888	0.0446795482	-0.1072990178	0.1006678889	0.0958212257	-0.0024437257	0.030732558599999998	0.0103730999	0.0166611948	-0.1012982536	-0.022619772000000003	-0.0852253316	0.0262928685	0.0039202964	-0.0390403384	-0.0626616108	0.055754382699999994	0.027216530099999997	-0.0353162056	0.049280699000000004	0.1267672763	-0.024021874199999998	-0.0268822922	0.110414749	-0.1750829751	0.10325260480000001	-0.13264198119999998	0.0843105165	-0.015233189	0.0210463844	0.0082747788	0.0580861894	-0.0910861022	0.09373267390000001	-0.026632733	0.025633292400000004	-0.0170641994	0.1215101995	0.120893123	0.1198669825	-0.016474400000000004	0.0004947999999999966	0.0002714058553600001	2.4482703999999673e-07	0.0331699	-0.0267461	0.0011002422660100002	0.0007153538652099997	0.0160539	-0.007687699999999999	5.910073128999998e-05	0.00025772770521	-0.00207021	0.00015251000000000023	4.285769444099998e-06	2.3259300100000068e-08	-0.000516216	5.955399999999997e-05	3.546678915999996e-09	2.66478958656e-07	0.0005065159999999999	8.57579999999999e-05	7.3544345639999835e-09	2.565584582559999e-07	0.0	0.0	0.0
38348.56640625	0.48046875	1470612545.414566	0.2308502197265625	23807.8125	-15.546875	241.705322265625	566811936.0351562	24307.814453125	5.861328125	34.355167388916016	590869843.4875526	1.128703	20.248421	0.06993265	-0.0252752952	-0.1291929604	-0.14537518789999998	0.025747776099999998	-0.130211187	0.1125702609	-0.1295224959	0.0337067084	-0.0977787551	-0.1523301694	-0.1349613107	-0.0789805977	0.1715402549	0.0125416107	-0.051828362	0.010080049300000001	-0.1064601071	0.0382124991	0.11072053720000001	0.09553654689999999	-0.0412504736	-0.0578681672	0.0343589929	-0.07126091799999999	0.0679583066	0.2565072189	-0.043158475999999994	-0.0920579673	-0.117969547	-0.1528621566	0.0959086616	-0.0836727714	0.0437747158	0.0517032717	-0.027182810499999998	0.029928545600000002	0.1360063438	-0.1351284818	0.0885274067	0.0656996118	-0.0862592618	-0.0628097639	0.04480463480000002	-0.08972738640000001	-0.06418023910000001	0.1548034016	0.0058870663	-0.1132423652	-0.10126639929999999	0.1002614046	-0.060631002	0.059422195899999995	-0.0397266613	-0.08554881539999999	-0.1591613912	0.0324458543	-0.027745307799999997	0.0896035342	-0.0656560795	0.11074041289999999	-0.1750675688	0.0508020793	-0.0667559266	-0.065620391	0.2566279168	-0.1579514202	0.0314237214	0.0107537726	0.0016830492000000001	0.1284680296	0.0416917117	0.065082044	-0.0156803052	0.0242143433	-0.06293505320000001	-0.1098055925	-0.0770543672	0.12482627589999999	-0.068534253	-0.042651296	0.0645581354	-0.044328050199999997	-0.1591500826	0.023152355299999997	0.0012638158	-0.0631768278	0.1104724381	0.1204740386	-0.033623079199999996	-0.17376550289999998	-0.0406852401	0.0048098408	0.0126473895	-0.27920260809999997	-0.1323830879	0.1473728779	0.1264770789	0.1401205754	0.0208852091	0.0262533723	-0.0266000665	-0.0660421828	-0.0800908911	0.1213126213	0.12010478890000001	0.1181006348	-0.0182082	-0.0017337999999999974	0.00033153854724000004	3.0060624399999903e-06	0.0586257	0.025455799999999997	0.00343697270049	0.0006479977536399997	-0.016543799999999997	-0.032597699999999986	0.0010626100452899997	0.0002736973184399999	-0.00215682	-8.660999999999999e-05	4.651872512399998e-06	7.5012921e-09	-0.000412822	0.00010339400000000003	1.0690319236000006e-08	1.70422003684e-07	0.000519419	1.290300000000009e-05	1.664874090000023e-10	2.69796097561e-07	0.0	0.0	0.0
38589.1953125	240.62890625	1489125994.866272	57902.27052307129	23874.849609375	67.037109375	4493.974033355713	570008443.8702736	24297.9375	-9.876953125	97.55420303344728	590389766.7539062	1.363578	24.461964	0.2152145	-0.0539378903	0.1009649202	-0.005241855	0.17290247109999998	-0.09559186039999999	-0.05649360320000001	0.1412294634	-0.09211289210000001	-0.1350413221	0.0114967479	-0.13887575119999998	-0.1299557268	0.10826637130000001	0.2799429706	0.0501269378	-0.0446544354	0.0105460949	0.0013396348000000002	-0.0985632779	0.09231744509999999	0.1675171839	0.1162849159	-0.035088018900000004	0.174126027	0.0817235462	0.0374643648	-0.1132141323	-0.0009602902	0.07612231559999999	0.0256063035	0.0393814502	0.0409343748	-0.0293931858	0.1385135025	0.1061733057	0.0913277105	0.0542560877	0.0843613724	-0.0104566311	0.0950612051	0.08186819690000001	-0.0119061017	0.0804148596	-0.0422748906	0.018131094599999998	0.011840826200000001	0.0502564948	0.0028441913	0.1562150969	0.014444653799999999	-0.0593128174	0.1306089411	0.0410832061	0.0310515731	-0.1675936028	0.1165070081	-0.19317493079999998	0.032037038	-0.1434200162	0.100768126	0.113407465	0.22268838800000001	-0.1145979501	0.11111917539999999	0.1361328782	0.0737275608	-0.0407131045	0.0356943763	0.10923915769999999	0.0414118078	-0.0096891422	0.1967001175	-0.19049504469999998	-0.1085037791	0.187135983	-0.037511692400000005	0.022970031800000002	-0.0853426576	-0.0681405497	-0.07207718169999999	0.1093231667	0.0559072279	0.06017031	-0.192826152	0.0160175047	-0.0813276947	-0.06000543410000001	-0.0254003364	0.0065767467	-0.0376214032	-0.0260754922	-0.121696717	-0.0147404474	0.054965469	-0.0563962557	-0.0388974879	-0.047000331	0.0271861071	-0.0342035087	-0.0063437384	-0.16493092339999998	0.0729910666	-0.043248567300000006	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.010898	0.007310200000000002	0.000118766404	5.343902404000001e-05	-0.0707416	-0.1293673	0.00500437397056	0.016735898309290002	0.043794900000000005	0.060338699999999995	0.00364075871769	0.0019179932660100005	-0.00233294	-0.0001761200000000001	5.442609043599998e-06	3.1018254400000035e-08	-0.000516215	-0.00010339300000000002	1.0690112449000004e-08	2.66477926225e-07	0.000434966	-8.445300000000001e-05	7.132309209000002e-09	1.89195421156e-07	0.0	0.0	0.0
38519.97265625	-69.22265625	1483788293.4382474	4791.776138305664	23860.744140625	-14.10546875	198.96424865722656	569335110.9443703	24322.236328125	24.298828125	590.433048248291	591571180.0011635	1.376996	24.702665	0.09161965	0.10832442390000001	-0.1001704152	-0.1124742966	0.1469472519	0.0131266425	0.0290895171	-0.1449185776	-0.1355465573	-0.12435729699999999	-0.10009904730000001	-0.0006936281	-0.018134201200000002	0.0686899251	0.1201998363	1.2504100000000001e-05	-0.0663684117	-0.024074135299999997	-0.102181922	0.0990136434	0.14537774609999998	-0.0169930201	0.0741197567	0.0513352297	0.0419723121	0.0167879172	0.0113244822	-0.0768543613	0.0154904983	0.10547602539999999	0.158001685	-0.19139375600000005	0.01845732	0.1134147706	0.0372929361	0.0134429449	0.0028623515	-0.0374720556	-0.0442460201	-0.09887904730000001	0.062265679299999994	0.057626495300000004	0.1130442599	-0.1750977448	0.14481366810000001	-0.0478907964	-0.048843222199999994	-0.1461133683	0.042969832199999995	-0.1341926329	0.0509561654	-0.0082948367	0.1020017778	0.096825595	0.009333178000000001	-0.167226553	0.2119939108	-0.0987749172	0.196060627	-0.2027675997	0.0315819107	0.0117997096	0.1095686176	0.0619959438	-0.1299401165	0.13981745539999998	-0.057282554299999996	0.0462876346	0.0372484136	-0.0217079252	0.0155062122	-0.14393661160000001	0.0217700471	-0.0692297553	-0.0630394366	-0.0604436869	-0.11780743630000001	0.0907250234	-0.0860163995	0.0704249768	-0.0832327232	-0.0217057896	-0.0501762854	0.006590150899999999	-0.1549019985	-0.0520354924	0.0104436114	-0.1482504654	-0.034006698700000004	0.09833660050000001	0.0399750917	0.017456781299999998	-0.0039942947	-0.09889439789999999	0.1577869442	0.1258486562	-0.0456035808	-0.18145338460000002	0.0152274626	0.1307459847	-0.0469566582	0.1539275758	-0.0925056344	-0.0038518153000000003	0.1207205288	0.11775003070000001	0.11285322490000001	-0.016966499999999995	-0.006068499999999996	0.00028786212224999984	3.6826692249999954e-05	-0.039806699999999993	0.030934900000000005	0.0015845733648899994	0.0009569680380100004	0.0185658	-0.025229100000000004	0.0006365074868100003	0.00034468892963999997	-0.00175605	0.0005768899999999997	3.0837116025000008e-06	3.328020720999998e-07	-0.000516215	0.0	0.0	2.66477926225e-07	0.0004241130000000001	-1.085299999999996e-05	1.177876089999991e-10	1.7987183676900004e-07	0.0	0.0	0.0
38506.60546875	-13.3671875	1482758664.7259676	178.68170166015625	23822.849609375	-37.89453125	1435.9954986572266	567528163.5108986	24374.03515625	51.798828125	2683.118595123291	594093589.7981111	1.208514	21.680191	0.10922035	-0.0835372158	-0.0426531195	-0.0146482225	0.1849327354	-0.15131771130000002	-0.0172646448	-0.11114655009999999	-0.0695447718	0.08928243539999997	-0.1332424496	0.0713990742	-0.062069644800000004	-0.0161636652	0.0980299413	0.048234852	0.0512496604	-0.0138647857	0.0691035499	0.04811262400000002	0.0517754687	0.0763315175	-0.0981614593	-0.0705311792	-0.10806877220000001	-0.13452438490000002	0.0676845292	0.0522986749	-0.2138360028	0.1276840639	0.064674915	-0.0589306532	0.0166018705	-0.0073714735	-0.0576260052	-0.0813041433	0.0865482841	-0.11741701730000001	0.0051542145000000004	0.0167785347	0.0651923264	-0.1053939168	-0.0462199402	0.09042055140000001	-0.0268690923	0.1851092662	-0.06792811509999999	-0.058935799299999994	-0.053296643	0.0097755948	-0.0072315028	-0.19161381289999999	-0.1327129535	0.14564334	-0.0073531928	-0.08736918880000001	0.2849256001	0.0007571787	0.1223165338	-0.2455000294	0.0690843891	-0.0535082875	0.0442059865	-0.0593458496	0.0058668474	-0.0412141255	-0.0859473414	0.0847081386	0.011508748700000002	0.0684723693	-0.0477355463	0.052419562	0.1083510456	0.0078333111	0.1250308042	-0.0263591017	0.0128383956	-0.0081435984	0.0550318315	0.1403357083	0.1423252859	0.0352869827	-0.0425405955	-0.0398402927	-0.0051841005	0.18863710179999998	-0.054524891900000004	-0.1667763267	-0.0757790143	-0.030758717400000007	0.008738993	-0.0447984985	-0.0322410193	-0.023017151	-0.066860215	0.0265775499	-0.0317578424	-0.0092415787	-0.1380410984	-0.0256253106	0.0670910163	0.0405475481	-0.0131039374	0.0800870331	0.120326335	0.1161887065	0.1093977275	-0.0169958	-2.9300000000002928e-05	0.00028885721763999994	8.58490000000172e-10	0.0485898	0.08839649999999999	0.0023609686640400003	0.007813941212249998	0.0185606	-5.200000000000343e-06	2.7040000000003568e-11	0.00034449587236	-0.0020537	-0.0002976499999999998	4.2176836899999985e-06	8.859552249999986e-08	-0.000516216	-1.0000000000157452e-09	1.0000000000314906e-18	2.66478958656e-07	0.00030597700000000003	-0.00011813600000000002	1.3956114496000004e-08	9.362192452900002e-08	0.0	0.0	0.0
38664.2421875	157.63671875	1494923623.9336548	24849.3350982666	23828.064453125	5.21484375	27.194595336914066	567776655.5822793	24416.5	42.46484375	1803.262954711914	596165472.25	1.366117	24.507504	0.15582141	0.085936317	0.1091784856	-0.0613511259	0.1045114681	0.0047170517	0.1233327751	0.0755008961	0.017630514099999998	-0.0786112924	-0.1540400544	0.0476767787	-0.11618236650000001	-0.0936332775	0.0540679967	0.0416754479	0.2033661078	0.0141547856	-0.0043873390000000005	0.1067660106	0.10304047150000001	0.0707217441	0.019006131000000002	0.1969271121	0.0720871867	-0.0017822347	-0.1317948524	0.0651324533	-0.004165908	0.0360436518	0.09021031449999999	0.0040690423	0.0166939002	-0.22114528309999998	-0.0608843008	0.0314497623	0.045836372199999996	0.10929661939999999	0.0522971479	-0.09756227519999999	-0.0442686121	-0.1132088334	-0.0369881758	0.0292018309	-0.0733133372	-0.14006867720000002	0.0107101611	-0.11896306529999999	0.1060346625	0.0291681123	0.11487481949999999	-0.0282189638	-0.22397571719999998	-0.0300515119	-0.08215291	-0.11515150589999999	0.161514782	-0.1015725442	0.17476566850000005	-0.0488664905	0.1764057888	0.0749338828	0.0038872715	-0.0327811811	-0.0316767335	0.09267422119999999	0.0205133447	0.1007711322	0.06466004639999999	-0.0405020049	-0.13238990220000002	0.0464376001	0.0314035385	0.0479548063	-0.1078516224	-0.0379261156	-0.17578696579999994	0.0459288604	-0.0268191258	-0.0608637876	-0.015762445	-0.0078997509	-0.0908184672	0.09989126150000001	-0.063078853	0.1855076334	0.054256111600000004	0.11543657199999999	-0.1225547832	-0.0266871796	-0.00056173	-0.14564992	0.0807464303	0.012563991299999999	0.02560286	-0.0602073125	-0.0308246529	0.1140546351	0.020299401499999998	0.0716559704	-0.0257166977	0.1159425932	-0.0055396372	0.0227987255	0.1198669825	0.1143757435	0.10540925529999999	0.00782475	0.02482055	6.12267125625e-05	0.0006160597023024999	0.00549854	-0.043091260000000006	3.02339421316e-05	0.0018568566883876004	0.0527075	0.034146900000000015	0.0011660107796100006	0.0027780805562500005	-0.00172464	0.00032905999999999994	2.9743831296e-06	1.0828048359999995e-07	-0.0011384600000000002	-0.0006222440000000003	3.8718759553600025e-07	1.2960911716000005e-06	0.000429927	0.00012394999999999995	1.5363602499999992e-08	1.84837225329e-07	0.0	0.0	0.0
38860.21875	195.9765625	1510116601.2978516	38406.813049316406	23825.26953125	-2.794921875	7.8115882873535165	567643468.2367097	24476.818359375	60.318359375	3638.30447769165	599114636.9978371	1.507403	27.042112	0.16681043400000006	0.049249542699999996	-0.08402789470000001	0.397319277	0.286038815	0.0653642835	0.05612869980000002	-0.0006573989	-0.17339846760000002	0.20246188	0.16658419929999999	0.2391575816	0.2072545704	0.1050969452	0.1216286875	0.0805979917	0.0064676868000000005	-0.151695943	-0.026805951	-0.1633177426	-0.0560288371	-0.1812057846	-0.0034944919	0.0617505072	-0.0860668341	0.1741991364	0.0793498129	-0.0128029487	-0.0444562237	0.0553356135	-0.10168077619999999	0.0471182067	0.1732925393	-0.0070719603	0.0113154127	0.0170089366	-0.0624218245	0.0193768192	-0.026254992799999998	0.0625632244	-0.1098954402	-0.060902261	-0.0204639898	0.1151103	-0.0211932781	0.0020719573000000002	0.0060984356	0.0384903192	0.14449977519999999	0.0240806375	-0.34665378880000003	-0.14036510929999998	-0.0499091429	-0.1916352685	0.1122671133	-0.0629926288	0.0235044052	-0.2040130515	-0.09306258490000001	-0.2378210043	0.0982118412	0.0811245659	-0.1127654008	0.1721602877	-0.1158038648	-0.23918632350000002	0.06003924610000001	-0.09946546029999999	-0.057144246100000004	0.1967020166	-0.0580184376	-0.0931682783	0.1282558935	0.0508123279	0.1442353634	0.1557963604	-0.013852373999999999	0.0642434442	0.0225231656	-0.0874849099	-0.0421739751	-0.11022824269999999	-0.024426706099999997	-0.0258786719	0.1594068937	-0.041944225599999996	-0.1169451734	0.0320151844	0.014455603300000001	0.0680727428	-0.1901619014	-0.046598775	0.0669487785	0.051727008	-0.11618685769999999	-0.042623562000000004	0.066695141	-0.0501739918	-0.0758420787	-0.1501480834	-0.0457268508	-0.046089435899999996	-0.0320816211	-0.0812497813	0.11934271980000001	0.112315068	0.1009072399	0.000913231	-0.0069115190000000005	8.33990859361e-07	4.776909488736099e-05	-0.0134612	-0.01895974	0.00018120390543999997	0.00035947174086759995	0.15278	0.10007250000000001	0.01001450525625	0.023341728399999997	-0.00135335	0.00037129	1.8315562225e-06	1.378562641e-07	-0.00122003	-8.156999999999978e-05	6.653664899999964e-09	1.4884732009e-06	6.54535e-05	-0.0003644735	1.3284093220224998e-07	4.284160662250001e-09	1.0	0.0	0.0
38657.18359375	-203.03515625	1494377843.4008944	41223.27467346192	23795.376953125	-29.892578125	893.5662269592285	566219964.3413124	24450.0	-26.818359375	719.2243995666504	597802500.0	1.346857	24.161989	0.121730154	-0.047847066900000006	0.006915245600000001	0.2615228199	0.1639360642	-0.0328037539	0.0996754912	0.08751815689999999	-0.042189971799999997	0.2591180931	-0.0205377617	0.34930111280000004	0.1088798073	-0.12425914029999999	0.0552052457	0.10101862980000001	0.0025962672	0.1254407042	0.05888908950000001	-0.0837429433	0.05884006820000001	-0.0232595717	-0.0480008952	-0.0936886192	0.1217571727	-0.1352355408	-0.034770345	-0.0091397964	0.039776209300000004	-0.0996209172	-0.1054968628	0.0487866215	-0.1190221689	0.0184059856	0.0401115371	0.0929213218	-0.12055998429999999	0.0083355817	-0.0336150297	-0.037761364	0.1313277616	-0.0193429252	0.09077799449999999	0.0196474776	0.146170283	-0.1024731423	-0.06511443730000001	0.0863078374	0.059456320300000004	0.0447510333	-0.2250756137	-0.1602720365	-0.2146669843	0.021673388999999998	0.30019856429999997	-0.005674220400000001	-0.0532117743	-0.1045179126	-0.0873388991	-0.1048804951	0.20012996100000002	0.0766058618	-0.1374553599	0.0121937407	-0.049942960599999996	-0.4248318124	0.0706794713	0.0914859992	0.0253172054	0.017989093	-0.0988397438	0.0222805473	0.0342340656	-0.18937186120000002	0.0708956841	0.025209524599999998	0.073510442	0.011535805500000001	-0.0824801944	0.0465016681	0.021542205499999998	-0.0047389589000000005	-0.0418544201	0.0628110871	0.0759768362	-0.0689866495	0.0773716652	0.0046776469000000005	0.0666032931	0.0264643783	-0.0165701932	0.038488302200000005	0.1102320026	0.0618730952	-0.028678663599999998	0.0162276108	-0.0631093412	-0.0314203947	0.24951003260000001	0.032363243199999996	0.0556758269	-0.032276377599999996	0.006576256999999999	0.0632699338	0.11875383099999999	0.1100111431	0.0959136145	0.00718942	0.006276189000000001	5.16877599364e-05	3.9390548363721e-05	0.00202179	0.01548299	4.087634804099998e-06	0.00023972297934009995	0.116094	-0.036686	0.0013458625959999998	0.013477816836	-0.000977537	0.000375813	9.555785863689998e-07	1.41235410969e-07	-0.000591951	0.000628079	3.9448323024099997e-07	3.5040598640099987e-07	0.000327261	0.0002618075	6.854316705624999e-08	1.0709976212099998e-07	0.0	0.0	0.0
