onset	duration	trial_type	img_gender	word_gender	response_time	response_hand	response_accuracy
1.0212	0.5	incongruent	female	male	1.2808	right	correct
7.0378	0.5	congruent	male	male	1.482	left	correct
12.0544	0.5	incongruent	male	female	1.2684	left	correct
16.570999999999998	0.5	incongruent	female	male	1.2247	right	correct
22.0876	0.5	congruent	male	male	1.163	left	correct
27.1042	0.5	congruent	female	female	1.0482	right	correct
31.6208	0.5	congruent	male	male	1.5855	left	correct
36.1374	0.5	incongruent	female	male	1.2059	right	correct
40.654	0.5	incongruent	female	male	1.1932	right	correct
45.1706	0.5	congruent	male	male	1.1005	left	correct
50.1872	0.5	congruent	male	male	0.9788	left	correct
54.7038	0.5	congruent	male	male	1.7751	left	correct
59.2204	0.5	congruent	male	male	1.5744	left	correct
63.737	0.5	incongruent	female	male	1.0877	right	correct
68.7536	0.5	incongruent	male	female	1.03	left	correct
73.2702	0.5	incongruent	male	female	0.8903	left	correct
79.7868	0.5	congruent	female	female	0.8996	right	correct
85.8034	0.5	congruent	female	female	1.2579	right	correct
90.32	0.5	congruent	female	female	1.0962	right	correct
94.8366	0.5	incongruent	female	male	0.9505	right	correct
100.8531	0.5	incongruent	female	male	0.9589	right	correct
105.8697	0.5	incongruent	male	female	0.9952	left	correct
110.3863	0.5	incongruent	female	male	1.3584	right	correct
115.4029	0.5	congruent	male	male	1.2257	left	correct
119.9195	0.5	incongruent	female	male	0.926	right	correct
124.4361	0.5	congruent	female	female	1.0124	right	correct
128.9527	0.5	congruent	female	female	1.0187	right	correct
133.4693	0.5	incongruent	male	female	1.475	left	correct
137.9859	0.5	incongruent	male	female	1.2553	right	incorrect
143.0025	0.5	congruent	male	male	0.8826	left	correct
149.5191	0.5	incongruent	female	male	1.0098	right	correct
154.0357	0.5	incongruent	male	female	0.9952	left	correct
158.5523	0.5	congruent	female	female	0.9095	right	correct
163.5689	0.5	congruent	male	male	1.0068	left	correct
168.5855	0.5	congruent	male	male	1.0131	left	correct
173.1021	0.5	incongruent	male	female	1.0193	left	correct
177.6187	0.5	congruent	male	male	1.1276	left	correct
183.1353	0.5	incongruent	female	male	0.9339	right	correct
187.6519	0.5	incongruent	female	male	0.9412	right	correct
192.1685	0.5	incongruent	female	male	1.1946	right	correct
197.1851	0.5	congruent	male	male	0.8978	left	correct
201.7017	0.5	congruent	male	male	0.7891	left	correct
206.2183	0.5	congruent	male	male	1.3545	left	correct
211.2349	0.5	congruent	female	female	1.1787	right	correct
217.7515	0.5	congruent	female	female	1.584	right	correct
222.7681	0.5	incongruent	male	female	1.0863	left	correct
228.2847	0.5	incongruent	female	male	1.1126	right	correct
232.8013	0.5	incongruent	male	female	1.0399	left	correct
238.3179	0.5	incongruent	male	female	0.9182	left	correct
242.8345	0.5	incongruent	male	female	1.3875	left	correct
248.851	0.5	incongruent	male	female	0.9709	left	correct
253.8676	0.5	congruent	male	male	0.9292	left	correct
258.3842	0.5	congruent	female	female	0.8045	right	correct
263.9008	0.5	congruent	female	female	1.2018	right	correct
268.9174	0.5	congruent	female	female	1.462	right	correct
274.434	0.5	incongruent	female	male	1.0004	right	correct
279.4506	0.5	incongruent	female	male	1.0036	right	correct
283.9672	0.5	congruent	female	female	0.7709999999999999	right	correct
290.4838	0.5	congruent	male	male	0.8123	left	correct
295.0004	0.5	incongruent	female	male	0.9846	right	correct
300.017	0.5	incongruent	female	male	0.8808	right	correct
305.5336	0.5	congruent	female	female	1.4681	right	correct
310.0502	0.5	congruent	male	male	0.9594	left	correct
314.5668	0.5	incongruent	female	male	1.3897	right	correct
319.5834	0.5	incongruent	male	female	0.967	left	correct
324.1	0.5	incongruent	male	female	0.9134	left	correct
328.6166	0.5	incongruent	female	male	1.2637	right	correct
333.1332	0.5	incongruent	male	female	1.2189	left	correct
338.6498	0.5	incongruent	male	female	0.8813	left	correct
345.1663	0.5	congruent	female	female	0.8116	right	correct
349.6829	0.5	incongruent	female	male	0.9839	right	correct
354.1995	0.5	congruent	male	male	0.9042	left	correct
360.7161	0.5	congruent	male	male	0.8495	left	correct
365.2327	0.5	incongruent	male	female	0.8408	left	correct
369.7493	0.5	incongruent	female	male	1.1241	right	correct
375.7659	0.5	congruent	female	female	0.8684	right	correct
380.2825	0.5	congruent	female	female	0.8437	right	correct
385.2991	0.5	incongruent	female	male	1.261	right	correct
390.3157	0.5	congruent	male	male	0.9583	left	correct
394.8323	0.5	incongruent	male	female	0.9396	left	correct
399.3489	0.5	congruent	male	male	0.8999	left	correct
404.3655	0.5	incongruent	male	female	0.9112	left	correct
408.8821	0.5	congruent	female	female	0.9205	right	correct
413.3987	0.5	congruent	female	female	1.0348	right	correct
418.9153	0.5	congruent	male	male	1.3141	left	correct
423.4319	0.5	congruent	male	male	0.8474	left	correct
428.4485	0.5	congruent	female	female	1.2407	right	correct
433.9651	0.5	congruent	female	female	1.271	right	correct
439.4817	0.5	incongruent	male	female	1.1373	left	correct
444.9983	0.5	congruent	female	female	0.9516	right	correct
450.0149	0.5	incongruent	female	male	1.7049	right	correct
454.5315	0.5	congruent	female	female	0.9842	right	correct
459.0481	0.5	congruent	female	female	0.8905	right	correct
464.0647	0.5	incongruent	male	female	1.1178	left	correct
470.0812	0.5	incongruent	male	female	1.1772	left	correct
474.5978	0.5	incongruent	male	female	0.9945	left	correct
