csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
35218.69140625	n/a	1240356224.3686676	n/a	21615.787109375	n/a	467242252.35782236	n/a	21703.146484375	n/a	n/a	471026567.32223886	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	-5.02716e-05	n/a	n/a	2.52723376656e-09	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35324.203125	105.51171875	1247799326.4162598	11132.722793579102	21660.5703125	44.783203125	469180306.2627564	2005.5352821350095	21788.203125	85.056640625	7234.6321144104	474725795.41625977	1.861157	53.359585	0.5373796252999999	-0.1336806758	0.0136470107	-0.026895625299999996	0.029608761400000006	-0.0302728317	0.0272343021	-0.007634589200000002	0.0759045067	-0.1102433975	0.0204384084	-0.0064966396	0.1498830218	-0.1279169336	0.25137591989999997	-0.0900769184	0.3405283521	-0.013396644	0.04377658139999999	-0.017040603600000002	-0.08511736	0.0202180823	-0.0556916559	0.0896368896	-0.0161287621	0.0240547187	-0.0372516435	0.0082280403	-0.06224743	0.0798951717	-0.0344961944	0.12992452880000002	-0.18620538309999998	0.0240451163	-0.1839591491	0.04693790019999999	-0.2154310264	0.06860896429999999	-0.147569025	0.036841586600000004	-0.0038923607	0.22591451769999998	-0.0215548036	0.1476881482	-0.10943221970000001	0.1615717405	0.1221610506	0.12213587039999999	0.1220939072	0.0	-2.88953e-05	-2.88953e-05	8.349383620900002e-10	8.349383620900002e-10	-0.0753766	-0.0753766	0.005681631827560001	0.005681631827560001	-0.15261	-0.15261	0.0232898121	0.0232898121	0.0047052	0.0047052	2.213890704e-05	2.213890704e-05	0.00098352	0.0010337916	1.0687250722305602e-06	9.673115904000002e-07	0.000448291	0.000448291	2.00964820681e-07	2.00964820681e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34815.50390625	-508.69921875	1212119312.246109	258774.89515686035	21617.908203125	-42.662109375	467333955.0787392	1820.055576324463	21518.83984375	-269.36328125	72556.5772857666	463060468.2209625	1.472674	42.221737	0.3127313547	0.035126882799999995	-0.0861020631	-0.0168681276	-0.061027653099999996	0.0201036526	-0.0022860094	0.0309587385	0.0360849542	-0.0809971571	0.09710641460000001	0.0321463978	0.0575434018	0.11104839779999999	0.0999902142	0.0275884344	0.0238884873	-0.0667005313	0.02385537	0.0778849241	0.0035907186	0.0451561008	-0.0023886127	-0.1227083721	-0.0136092307	-0.0720906115	0.0403773623	-0.0188923177	0.0033700721	0.090994294	0.0060747523	0.0834468452	-0.12856715789999998	0.0698303872	-0.0883260412	-0.0055494296	0.014854194199999999	-0.0464209936	-0.015458664799999999	0.0941235883	0.0197256395	0.11259664779999999	-0.2311451243	0.0743069632	-0.0513903194	-0.078064171	0.1220939072	0.1218673892	0.12149017050000001	0.0	-0.0240491	-0.024020204699999995	0.0005783592108099999	0.0005769702338299017	0.0413284	0.11670499999999999	0.00170803664656	0.013620057024999998	-0.07829669999999997	0.07431330000000003	0.005522466556890004	0.006130373230889995	0.00358417	-0.00112103	1.28462745889e-05	1.2567082608999997e-06	0.000281271	-0.0007022490000000001	4.931536580010002e-07	7.911337544099999e-08	0.000317713	-0.00013057799999999995	1.00941550369e-07	1.7050614083999987e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35041.58984375	226.0859375	1227913018.7776034	51114.85113525391	21641.0546875	23.146484375	468335247.9873657	535.7597389221191	21643.1796875	124.33984375	15460.396743774414	468427226.9854126	0.931004	26.691994	0.20818435	0.042696501100000006	-0.07404869900000001	-0.028480207200000007	-0.0748361507	0.0158708211	0.0067419987	0.09901644679999999	0.0661290826	-0.0614108797	0.0722622648	0.1228297384	0.18185360309999998	0.058485418899999995	0.0588555608	0.1080816895	0.0578570646	0.013756079899999999	0.0361359647	0.0430764358	0.0287496007	0.0602286365	0.021338079	-0.0223920936	-0.0229839989	-0.0819446964	0.0018186898000000001	-0.0353114795	-0.0329346501	0.2341361593	0.039132883199999996	-0.0303885737	-0.1467521162	-0.017907044	-0.0875998645	0.0699780767	-0.0294894596	-0.048563415199999994	0.0387322165	0.0601000296	0.1107065423	-0.059139734299999996	-0.1884100232	0.1387878675	-0.0760598636	0.0048874711	0.1219596574	0.12133101710000001	0.1202856824	0.0	-0.0290712	-0.005022100000000002	0.00084513466944	2.5221488410000016e-05	-0.011652	-0.0529804	0.00013576910399999998	0.0028069227841599994	-0.0275879	0.05070879999999997	0.002571382397439997	0.0007610922264100001	0.00442115	0.0008369800000000006	1.9546567322500005e-05	7.00535520400001e-07	0.0007685599999999997	0.0004872889999999998	2.3745056952099967e-07	5.906844735999996e-07	-0.00034747900000000004	-0.000665192	1.2074165544100006e-07	4.4248039686400006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35315.640625	274.05078125	1247194472.7541506	75103.83070373535	21706.5859375	65.53125	471175873.0620728	4294.3447265625	21603.6796875	-39.5	1560.25	466718976.0401001	1.188439	34.072685	0.36566735	0.0838937183	-0.057485564800000014	-0.0530824272	-0.1293636608	-0.030391732999999997	0.0535826413	0.1481024289	-0.07341731309999999	-0.11522739550000001	-0.1771388266	0.0368707724	0.1052200905	0.0391896836	-0.1548966205	-0.09114819140000001	-0.022802050499999997	0.0834254325	0.1424241931	0.1031940982	0.0840449477	0.0879655663	0.0352647774	-0.0062421358	-0.0572812778	-0.1329949258	-0.0656498209	0.0102825816	0.0812380696	0.123187407	-0.1464283815	-0.1932740778	-0.003218383	0.0533177728	0.18391253989999998	-0.0006647955	-0.0935972448	0.046263465499999996	-0.010006247099999999	0.1521777893	0.07943847030000001	-0.035368547400000006	-0.0264147736	-0.0929585027	-0.0142246567	0.0646390576	0.121758375	0.12052793310000001	0.11848639890000001	0.0	-0.0398531	-0.010781900000000004	0.0015882695796100002	0.00011624936761000008	-0.056992	-0.045339999999999984	0.0032480880639999994	0.0020557155999999994	0.0436415	0.0712294	0.00507362742436	0.00190458052225	0.00599765	0.0015764999999999998	3.597180552250001e-05	2.4853522499999997e-06	0.00291174	0.00214318	4.5932205124000005e-06	8.4782298276e-06	-0.0013941200000000006	-0.0010466410000000005	1.9435705744000017e-06	1.095457382881001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35016.8203125	-298.8203125	1226177704.7979126	89293.57916259766	21652.56640625	-54.01953125	468833631.9770661	2918.1097564697266	21480.361328125	-123.318359375	15207.41775894165	461405922.786808	1.070283	30.685133	0.07725950000000001	0.085526033	-0.1086460567	-0.030822107799999998	-0.12212738470000001	-0.013410578999999999	0.0316222042	0.1297895204	-0.0610330803	-0.1811410162	0.0032795746999999997	-0.0165120216	0.0037311429999999997	0.08979204210000001	-0.07446063530000001	-0.020546049	-0.029894103999999998	0.019824199299999998	-0.0030745188	0.13425687349999998	0.056999320599999986	0.0799922265	0.0104649928	-0.1245072633	-0.0291582063	-0.1277273227	-0.018781364	-0.0021002770000000002	0.14620285060000002	0.131709426	-0.1601105382	-0.0011934489	-0.0121686176	0.07885696610000001	0.11143660300000001	0.0072945217000000015	-0.0092573594	-0.04523593	0.0073471367000000004	0.0093850653	0.10882265210000001	-0.0581955442	-0.0180267245	-0.0429295771	-0.1292302923	-0.0129908004	0.12149017050000001	0.1194599025	0.1161012174	0.0	-0.028012	0.0118411	0.0007846721440000001	0.00014021164921000003	-0.0424831	0.014508899999999996	0.00180481378561	0.00021050817921	0.0366035	-0.007037999999999996	4.953344399999994e-05	0.0013398162122500005	0.00632959	0.0003319400000000002	4.00637095681e-05	1.1018416360000011e-07	0.00260593	-0.00030581000000000016	9.351975610000008e-08	6.790871164899998e-06	-0.00115444	0.00023968000000000052	1.3327317136e-06	5.7446502400000276e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34928.47265625	-88.34765625	1219998202.098404	7805.308364868164	21610.69921875	-41.8671875	467022320.72328186	1752.8613891601562	21507.251953125	26.890625	723.105712890625	462561886.5751991	0.7370799999999998	21.132164000000003	0.17113769999999998	0.0217129458	-0.1330029142	-0.028483799100000002	-0.0642506533	0.0546874486	0.024875288500000002	0.0604203587	-0.058909232699999994	-0.1897694412	0.0871124125	-0.0232125396	-0.0354737772	0.0279656096	0.030830987	-0.0362981384	0.020177614	0.0880458647	-0.0249128913	0.1385624332	0.0033634803000000004	0.0737880301	0.0135408449	-0.1636976166	-0.020205014599999998	-0.0685645255	0.0635458792	0.030010575	0.1190244425	0.09409381619999999	-0.098789276	0.1208507174	-0.0294953558	0.088081953	0.02839057	-0.0030975804999999997	-0.0555119116	-0.0271482956	-0.030826463	0.0591507742	-0.0236559277	-0.0175406322	-0.07075837509999999	-0.14397911619999998	0.08531157660000001	0.0465542729	0.1211551914	0.1181292731	0.11314193199999999	0.0	-0.0434337	-0.015421699999999997	0.0018864862956900002	0.0002378288308899999	-0.0624497	-0.0199666	0.00389996503009	0.00039866511555999997	-0.0460464	-0.08264989999999998	0.0068310059700100005	0.00212027095296	0.00632959	0.0	4.00637095681e-05	0.0	0.00164656	-0.0009593699999999998	9.203907968999996e-07	2.7111598336000003e-06	-0.00125706	-0.00010261999999999988	1.5801998436e-06	1.0530864399999977e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34930.109375	1.63671875	1220112540.9494631	2.6788482666015625	21569.765625	-40.93359375	465254789.1174317	1675.559097290039	21578.404296875	71.15234375	5062.656021118164	465627531.9993935	0.8253479999999999	23.662809	0.11517149999999995	0.08736618210000001	-0.111417944	-0.006819789200000001	-0.10374238429999999	0.1064669633	0.0562919051	-0.013740249	-0.1109448841	-0.1248924406	0.1729046116	-0.020915136799999998	-0.1613969442	-0.05347420940000002	0.0053014298	0.045571649900000004	0.0011369883000000001	-0.028118614700000003	0.0798594412	0.0480082227	0.0509833353	0.0657224067	0.0361347238	-0.084766749	-9.5281e-05	-0.10448109470000001	0.14777711470000002	0.08704382349999999	0.1449387339	0.0117030931	-0.0186229319	0.19031748699999998	0.0762738224	-0.0038620028999999997	0.0096295458	0.08912808720000001	-0.0361563004	-0.0556945408	-0.0333281717	0.0262703977	0.0021217212	0.0501330459	-0.0573647279	-0.0136312873	0.011329635400000001	-0.0750088505	0.1207536218	0.11653897	0.10962317619999999	0.0	-0.043386900000000006	4.679999999999268e-05	0.0018824230916100004	2.1902399999993148e-09	-0.0322758	0.0301739	0.00104172726564	0.0009104642412099998	-0.057776199999999986	-0.011729799999999992	0.00013758820803999982	0.0033380892864399987	0.00742939	0.0010997999999999995	5.51958357721e-05	1.2095600399999997e-06	0.00201118	0.00036462	1.329477444e-07	4.0448449924e-06	-0.00125706	0.0	1.5801998436e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35078.06640625	147.95703125	1230470742.8012848	21891.28309631348	21605.611328125	35.845703125	466802440.8620033	1284.9144325256348	21675.291015625	96.88671875	9387.036270141602	469818240.6120338	0.790942	22.676401	0.06609499900000003	0.10067715810000001	-0.069463833	-0.0088797108	-0.1197235175	0.0764958758	0.028167746299999998	-0.0642548085	-0.09173883449999999	0.008070254	0.1217679546	0.0088529435	-0.0116463973	-0.0509124771	-0.0150715102	0.021253873700000002	0.0243035069	-0.00016462419999999995	0.0716184537	0.0022545686	0.0830819292	0.0693629617	0.0382113796	0.0057073783	-0.0014220056	-0.1122960879	0.1045237849	0.0541837987	0.0798069686	-0.0306396331	0.09358504039999999	0.0591824857	-0.026748826899999998	0.0055061124	0.0389153915	0.11002886939999999	-0.0278012513	0.039658525	0.0467522888	-0.0748283791	0.1369367492	-0.036782515	0.0361753118	-0.0700039318	-0.08096541410000001	-0.09784750519999999	0.1202856824	0.1146924889	0.10556234960000001	0.0	-0.043389300000000006	-2.3999999999996247e-06	0.0018826313544900008	5.759999999998197e-12	-0.000420601	0.031855199	1.76905201201e-07	0.0010147537033296011	-0.0633701	-0.005593900000000007	3.1291717210000065e-05	0.00401576957401	0.00712818	-0.00030121000000000054	5.0810950112399986e-05	9.072746410000033e-08	0.00173952	-0.00027166	7.379915559999997e-08	3.0259298304e-06	-0.00125706	0.0	1.5801998436e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35109.09375	31.02734375	1232648463.946289	962.6960601806641	21609.6875	4.076171875	466978593.84765625	16.615177154541016	21732.66796875	57.376953125	3292.1147499084473	472308857.03993225	0.637113	18.266113	0.08519729900000003	0.1321595217	-0.0792357954	-0.0048490016	-0.12851875599999998	0.08624795630000001	0.0268498291	-0.036205236200000004	-0.058354454699999996	0.0381299628	0.07647254190000001	0.0061328114	0.019018036000000002	0.0274794152	0.038224657200000005	0.0288166154	0.0102977578	0.0483122625	-0.059252077	0.0317122096	0.1087173783	0.073902528	0.0698489159	0.0088842803	-0.0005856747	-0.12302814029999999	0.0863547525	0.0385401013	0.0590266666	-0.0014554901999999999	0.06686394	-0.0070297912	-0.028950961400000006	0.0119936088	-0.0614175239	-0.0028309615	-0.0092691949	-0.013458803500000002	-0.0108510594	-0.0055023464	0.06363459860000001	-0.0852892631	0.0313396771	-0.0531524099	-0.0345610752	0.11957674550000001	0.11975163039999999	0.11259388880000001	0.1009795324	0.0	-0.0434081	-1.8799999999992434e-05	0.0018842631456099997	3.5343999999971547e-10	-0.028332099999999995	-0.027911499	0.0008027078904099997	0.0007790517764270008	-0.08177960000000001	-0.01840950000000001	0.0003389096902500004	0.0066879029761600026	0.00767575	0.0005475700000000007	5.89171380625e-05	2.998329049000008e-07	0.00150994	-0.0002295800000000001	5.270697640000003e-08	2.2799188036e-06	-0.00125706	0.0	1.5801998436e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
