csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22
35930.37109375	n/a	n/a	1290991566.9345856	22018.380859375	n/a	484809095.66849136	n/a	22269.740234375	n/a	n/a	495941330.10654074	n/a	n/a	n/a	-0.0028046443	-0.2038894087	0.0781178936	-0.06815683	0.0934229543	-0.1244494814	0.0192621214	-0.18444118620000002	-0.047970267000000004	0.0205386929	-0.2730095374	0.1000305263	-0.1095970565	0.062089684400000004	-0.1143696327	0.10649313	-0.12049186320000001	-0.10814855460000004	0.0410845341	-0.08253721280000001	0.11380539880000001	-0.0535137513	0.09477092449999999	-0.0737778745	0.0228769446	-0.0285833875	0.0754108783	-0.0104588331	0.12153531199999999	-0.1339696364	0.21728157059999997	-0.0361977021	-0.1107355276	0.12402595820000001	-0.0372264764	-0.0384759656	-0.0161915448	0.0579461696	-0.1385226087	0.049155327	-0.1573940472	-0.08588195400000001	-0.05141335599999999	0.1242797037	-0.1527100508	0.0475696817	0.1307976703	-0.1181734406	0.137193617	-0.0826608051	0.0516632978	-0.1570694795	0.18878259149999999	-0.1164755519	-0.0714577704	0.0971316785	-0.0356341809	0.060190680999999996	-0.016844051699999998	0.0002430107	-0.0829865695	0.030662706499999998	-0.0591114079	0.010770686299999999	-0.058726440899999996	0.16898629899999998	-0.1328352814	0.08609407529999999	-0.101085492	0.055248335	-0.1774659348	-0.0131686296	-0.0702663166	0.0522958681	0.1650242901	-0.109995515	0.1217078847	0.1216831682	0.1216419777	0.12498600000000006	n/a	n/a	0.015621500196000013	0.167188	n/a	0.027951827344	n/a	-0.320847	n/a	n/a	0.102942797409	0.00497086	n/a	n/a	2.47094491396e-05	0.00114803	n/a	n/a	1.3179728808999998e-06	0.002	n/a	n/a	4e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36549.05859375	618.6875	382774.22265625	1335833684.0893707	22049.119140625	30.73828125	486163654.8774757	944.8419342041016	22420.8125	151.072265625	22822.82944107056	502692833.16015625	2.643708	60.14677	0.68509815	0.2447270436	0.0280925118	0.24009325690000002	0.091766891	0.05878577190000001	-0.1133248553	0.2144776321	0.048724301100000006	-0.2857186891	0.1838500573	-0.0045077158	0.3659267577000001	-0.0653494191	0.1197535398	-0.0638511014	0.0665915128	-0.0783346282	-0.2118292352	-0.0825434116	0.227039852	0.053855795	-0.0446965876	-0.2258509907	0.0289984431	-0.2305844964	-0.0209405227	0.0537059136	-0.104737926	-0.0016253764000000001	0.13610063349999998	0.0258662315	0.0170634135	0.0205415335	-0.102381091	0.08812326390000001	-0.0107627103	0.24375210000000005	0.36665436149999997	0.2020026622	0.1475042872	-0.0410335854	-0.2092294639	0.0870820262	0.056552651100000004	-0.0719293884	0.045779775300000006	-0.0955190311	-0.30607705329999996	0.08867735539999999	-0.4185801967	0.0724742685	0.1596868161	0.1116900925	-0.1486721228	0.1267297533	0.0700073182	-0.0855464407	-0.069240853	-0.0135260285	-0.0822987077	0.0276361888	-0.10069046720000001	-0.07251216070000001	-0.0068838308	-0.196593436	0.05394937019999999	0.043505444000000004	-0.0367750196	-0.07585646019999999	-0.0762160748	0.1096512945	-0.0477847246	-0.0329217434	0.09760608970000001	-0.1066460248	-0.1157165907	0.1216419777	0.12141962949999999	0.12104935019999999	0.125621	0.0006349999999999549	4.032249999999429e-07	0.015780635641000004	0.101916	-0.06527200000000001	0.010386871056	0.0042604339840000005	0.07681389999999999	0.39766090000000004	0.15813419138881	0.0059003752332099976	0.00717638	0.0022055200000000007	4.864318470400003e-06	5.1500429904400014e-05	-0.000490645	-0.001638675	2.6852557556250003e-06	2.4073251602499995e-07	0.00258641	0.0005864099999999999	3.4387668809999985e-07	6.6895166881e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35345.53125	-1203.52734375	1448478.067153931	1249306579.3447266	21979.39453125	-69.724609375	483093783.9603424	4861.521152496338	22258.166015625	-162.646484375	26453.87887954712	495425954.37912375	2.158484	49.107494	0.57552555	0.0150145402	-0.0445408177	0.049815802199999995	-0.017507563	-0.049455499900000005	0.0408510463	-0.0979343427	-0.0768298645	0.11139065470000001	-0.0856525397	-0.1344904146	0.1174443158	0.0475384272	-0.024728987	-0.1844175115	0.0520220329	0.0240836873	0.2714349451	-0.13925379400000001	-0.1965851952	0.1372507108	0.0703582401	-0.09318424689999999	0.2592931312	0.12031146449999999	0.061248482199999996	0.042287852	-0.17104971079999998	0.0193009782	-0.0409636917	-0.1589787909	-0.0560079532	0.0726748569	0.0332326205	-0.06576362059999999	0.10875272429999999	-0.0284123077	-0.0844035425	-0.0817951996	-0.1581441564	-0.1014807267	-0.0662377237	-0.0102628597	-0.043886874699999995	0.0209140739	0.028317271499999998	0.09983281570000001	-0.0463753792	-0.0522715318	-0.0128185611	-0.108141689	-0.1078271042	0.1055458326	-0.0027639098	0.1611593077	0.1736871673	0.1458106779	0.036013932	0.003990912199999999	0.020813611699999998	0.06399931269999999	0.1395954285	-0.0299754481	0.2773522958	0.2124341025	-0.06352097129999999	0.0350725648	0.09546283539999999	0.1050645406	0.0267403322	0.1231459267	0.0296531664	0.046815749000000004	-0.1624712876	0.0086536405	0.1432880514	0.1215101995	0.120893123	0.1198669825	0.0352924	-0.0903286	0.008159255977960002	0.00124555349776	0.0472267	-0.0546893	0.00223036119289	0.0029909195344899994	-0.173291	-0.2501049	0.06255246100400998	0.030029770680999997	0.00698281	-0.00019357000000000052	3.746934490000021e-08	4.87596354961e-05	-0.00153412	-0.001043475	1.0888400756249996e-06	2.3535241744e-06	0.0002154	-0.00237101	5.621688420099999e-06	4.639716e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35417.66015625	72.12890625	5202.579116821289	1254410650.9436188	21960.32421875	-19.0703125	482255839.7926178	363.67681884765625	22180.189453125	-77.9765625	6080.344299316406	491960804.1765175	1.383519	31.476316	0.48169868	-0.014514163600000001	-0.1073853183	0.069610173	-0.1194014868	-0.10313294	0.0012656389	-0.0307653977	-0.12116738390000001	0.1207009722	0.0922650967	-0.1126901311	-0.0107476802	0.0640353644	-0.0605037658	-0.0769705098	0.1680469832	0.023459935600000002	0.023554687400000003	-0.0945608469	0.0584018036	-0.023543971299999997	0.0414705316	0.061933689199999996	-0.0022326409	-0.0571677604	0.07882845570000001	0.012486366399999999	0.1611386226	-0.0263414675	0.0369656134	0.0014564764	0.002313256	0.11056845800000001	0.0146334094	0.1208988241	0.1943656175	-0.0806761012	0.0226495576	-0.0788101499	-0.1682974452	-0.1284636671	-0.0782575034	-0.11623346130000001	-0.0930550251	-0.043455855599999996	0.1116258451	0.11310285869999999	0.0311386148	0.0871252511	0.033630131800000004	-0.07791112780000001	-0.0392809057	0.144549257	-0.10211648150000001	0.0058452745999999995	-0.0562180697	0.0691560447	0.021080497000000004	0.0899933014	0.1278771104	0.0379831679	0.0457848663	0.058437143899999995	-0.09399842970000001	-0.09643499720000001	-0.0508073441	0.0194025859	-0.0549206754	-0.0735922438	-0.0191826101	0.07553740980000001	-0.096586622	-0.057941865599999996	-0.012254235300000001	-0.0378313793	0.1903445148	0.1213126213	0.12010478890000001	0.1181006348	0.010752200000000002	-0.0245402	0.0006022214160399999	0.00011560980484000005	0.15831199999999998	0.11108529999999997	0.025062689343999998	0.012339943876089995	-0.33417600000000003	-0.16088500000000006	0.02588398322500001	0.11167359897600003	0.00949116	0.0025083500000000003	6.2918197225000025e-06	9.00821181456e-05	-0.00244341	-0.00090929	8.268083041000002e-07	5.9702524281e-06	-7.07236e-05	-0.0002861236	8.186671447695999e-08	5.001827596959999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35558.69921875	141.0390625	19892.017150878903	1264421090.129532	22010.966796875	50.642578125	484482659.3331337	2564.6707191467285	22229.29296875	49.103515625	2411.155246734619	494141465.8905182	1.15435	26.262529	0.26358227	0.0226179892	-0.060631821100000004	0.0957037427	-0.0899896902	-0.021030675800000002	0.049055632	0.0060988547	-0.0466374375	0.047245256299999996	0.15076383869999999	-0.1572796081	-0.0287885043	-0.0059060062	-0.08864376289999999	-0.1236967837	0.0206466305	0.1001608682	0.0889879397	0.1222507769	0.1234016154	-0.026819642299999998	0.08998150710000001	0.0609600869	-0.0519135469	0.0034921275	-0.009942211999999999	0.0779123155	-0.0389702464	0.0920165429	0.1071896908	-0.08599271050000001	0.1520804354	-0.0336512394	-0.014698214099999999	-0.0511643399	0.030663172000000002	-0.0264180511	0.0594073471	-0.0267322719	-0.0913596839	-0.0736074127	-0.10425301599999999	-0.09864260080000001	-0.014311598799999999	0.025879140099999996	0.12076027660000001	0.05879133280000001	0.0141899376	0.1701765412	0.0480270192	0.0544478761	-0.0023293578	0.1142080177	-0.0102845348	0.0626910319	-0.0309103449	-0.1789511156	0.0163712884	0.0799539438	0.0932472883	0.0369970179	-0.057628211900000004	-0.0305196192	0.006244491	0.088017061	-0.0766040231	-0.1086272692	-0.0622603263	0.1290617513	-0.0805612785	-0.0182321181	-0.1091366316	-0.0751568236	-0.0192148187	0.0600316741	0.049600920599999994	0.12104935019999999	0.11905633460000001	0.11575891279999999	0.0248923	0.014140099999999997	0.00019994242800999996	0.00061962659929	0.133503	-0.02480899999999997	0.017823051008999998	0.0006154864809999987	-0.274843	0.059333000000000025	0.003520404889000003	0.075538674649	0.00661666	-0.0028745000000000003	8.262750250000004e-06	4.37801895556e-05	-0.00258654	-0.00014313	2.04861969e-08	6.6901891716e-06	-0.00035909699999999995	-0.00028837339999999995	8.315921782755997e-08	1.2895065540899994e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35549.10546875	-9.59375	92.0400390625	1263738899.6283114	21948.0703125	-62.896484375	481717790.4424439	3955.967746734619	22118.5703125	-110.72265625	12259.506607055664	489231152.6690064	1.26664	28.817219	0.26282165	-0.0421710609	-0.13484275810000002	0.0326630171	-0.1099644114	-0.0783922454	0.019564391100000002	-0.0426488641	-0.0096194587	-0.0240961783	0.1329269039	-0.06512799849999999	-0.0565643491	0.0120533793	-0.013227355	-0.0096487764	-0.0196794705	-0.0250068761	-0.025775758500000003	-0.0312782194	0.0195571782	0.1796180087	0.16974743620000002	0.1387765651	-0.0008773149	0.0735499093	0.0059906091000000005	0.033936225800000004	0.012389690600000001	-0.0740750156	-0.0091938569	0.08209730559999999	0.0090628232	-0.026888736400000002	-0.1362385826	0.0107732928	-0.0128992554	-0.0829520434	0.0859389924	-0.0626123846	-0.052407121699999996	-0.05547953	-0.038850347599999994	-0.1035129325	-0.0875843151	0.0001812565	0.0008199982	0.0817802812	0.0299590077	0.14449479939999998	-0.0084696855	0.019487535900000002	-0.029838809700000007	-0.018489666499999998	0.011799471	0.036041627	0.0263212617	-0.06922025650000001	0.0995765511	-0.0081822086	0.1259100467	-0.0444245435	0.17978586440000002	-0.0217319006	-0.009404777	-0.0555363938	0.0112858249	-0.0452669421	-0.0638814999	0.0078266322	0.10689864589999999	0.0504924068	-0.0852425251	-0.0946271876	0.04709771980000002	-0.0091235233	-0.0210397978	0.1207205288	0.11775003070000001	0.11285322490000001	0.0364333	0.011541000000000004	0.00013319468100000007	0.0013273853488900002	0.240238	0.106735	0.057714296644	0.011392360224999998	-0.294233	-0.019389999999999963	0.0003759720999999986	0.08657305828899999	0.005539	-0.0010776600000000002	1.1613510756000003e-06	3.0680521e-05	-0.00154924	0.0010373	1.0759912900000003e-06	2.4001445775999995e-06	2.9056e-05	0.000388153	1.5066275140899994e-07	8.44251136e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35338.171875	-210.93359375	44492.98097229004	1248786391.467041	21980.44140625	32.37109375	483139804.4135895	1047.887710571289	22061.064453125	-57.505859375	3306.9238624572754	486690564.80493546	2.085618	47.44971500000001	0.49620143	-0.07440125759999999	-0.0149249851	0.16173534009999999	-0.1392813698	-0.18273829190000002	-0.1727457501	0.0110947223	0.0006776039999999999	-0.0264232588	-0.0483714485	-0.025902907200000002	-0.1675386145	0.7400939891	0.025940387999999998	-0.0374217001	-0.1273183028	-0.047218219699999994	-0.10719225689999999	0.08169963870000001	-0.011039015400000001	-0.056764747699999986	-0.0658010008	0.0799696058	-0.022030048700000002	-0.0099668116	0.06609929839999999	-0.0160373769	-0.0487050132	-0.0035828967999999997	-0.0889699307	0.1417611544	0.0204982199	-0.0084258148	0.0011695397999999999	0.0095743848	-0.0086507785	-0.0987707346	0.1111119683	0.0892580438	-0.1271584581	-0.0926917039	-0.17504585579999998	-0.0911181171	-0.1649987235	-0.2560217962	-0.0305890506	-0.0360446841	-0.0510297394	0.0956653176	0.09476497939999999	-0.6647319261	0.1853614606	-0.0592996476	0.2581082372	-0.0888884907	-0.1237070862	-0.043548169000000005	0.0513536995	0.0591307696	-0.0414615366	-0.07116843980000001	-0.0381090807	-0.0550813908	-0.028574571899999998	-0.0103812969	0.0850890781	-0.0050030711	0.0640557355	-0.026220598799999998	0.1040435499	-0.033424671	0.039642464	0.08015918849999999	-0.09329459539999999	-0.0364702565	-0.0046484188	0.120326335	0.1161887065	0.1093977275	0.007963019999999998	-0.028470280000000008	0.0008105568432784003	6.340968752039996e-05	0.14174500000000004	-0.09849299999999996	0.02009164502500001	0.009700871048999995	-0.402159	-0.10792600000000002	0.011648021476000005	0.16173186128099998	0.0092053	0.0036663000000000004	1.344175569e-05	8.473754808999999e-05	-0.00099462	0.0005546199999999998	3.076033443999998e-07	9.892689444000003e-07	-0.000976267	-0.001005323	1.010674334329e-06	9.530972552889999e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35126.9765625	-211.1953125	44603.460021972656	1233904482.4224243	21905.65234375	-74.7890625	479857604.6052399	5593.403869628906	21878.845703125	-182.21875	33203.6728515625	478683889.3011513	2.270361	51.652805	0.37454727	-0.1557956459	0.0874456535	-0.026739452	-0.1597117699	-0.1087790744	-0.0101639262	0.0083405551	0.0633753797	0.09838511800000001	-0.046586769199999996	-0.0085216238	-0.0729359307	-0.0817215539	0.1157464566	-0.0687002371	0.1284037579	0.0587700718	-0.0644784637	-0.0036183044	-0.1022617018	-0.0781119711	-0.058335682800000004	-0.011155821399999998	-0.09119453570000001	-0.0430755288	-0.0070248868	0.0726436394	-0.07931174190000001	-0.0007542047	0.0099999303	-0.2585885872	-0.006088654000000001	0.0625642022	0.1299502091	0.034129094900000004	-0.0670852913	-0.1625093796	-0.050071208	0.1089919566	-0.0354609966	-0.11330530330000001	0.0152605476	-0.1453872175	-0.0968311505	-0.0592036395	0.00017872939999999998	-0.0619041008	0.1595421537	-0.0035867244	0.022989404300000002	0.0190663358	-0.01290797	0.0980560107	-0.1182850702	0.0078100188000000004	-0.009630671300000001	0.058823168899999986	0.0507513355	0.033907645800000004	-0.0417897941	0.049364508099999996	-0.0919097324	-0.0284905435	-0.0503139546	0.0423057658	0.0530780209	0.1668238958	-0.1220952383	0.081019328	-0.10502050660000001	-0.0245829929	0.0581308017	0.0358023929	0.0121697557	-0.032726601099999995	0.0274064398	0.1198669825	0.1143757435	0.10540925529999999	-0.0188956	-0.02685862	0.0007213854683043997	0.00035704369936	0.0398675	-0.10187750000000004	0.00158941755625	0.010379025006250008	-0.296864	0.10529500000000004	0.011087037025000008	0.08812823449599998	0.00752624	-0.0016790599999999994	2.819242483599998e-06	5.66442885376e-05	-0.0019227	-0.00092808	8.613324863999998e-07	3.69677529e-06	-0.00117945	-0.00020318300000000006	4.1283331489000044e-08	1.3911023025000002e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35246.7890625	119.8125	14355.03515625	1242336139.2163696	21912.3203125	6.66796875	480149781.4776001	44.46180725097656	21939.609375	60.763671875	3692.223819732666	481346459.5275879	1.122219	25.531519	0.2976915	-0.1140844209	0.09064734449999999	-0.0358550852	-0.0825987233	-0.0915251577	0.0547737921	-0.005519138000000001	0.09823675330000001	0.057762485999999995	-0.0227512517	0.036021537799999996	-0.0441615257	-0.0749018223	0.0006986272	0.031176102200000007	-0.0014856030999999999	0.0399511973	-0.13484947320000001	0.0921565549	0.0027257144	0.1636114627	0.05916304150000001	-0.0255840056	0.1251791583	0.022949459199999998	-0.0695103994	0.0068754073	0.0277170139	-0.0758673086	0.08396522630000001	-0.16738249619999998	-0.0489576824	0.026281289700000002	-0.11402614679999999	-0.1078216791	-0.0322558288	-0.10904730230000001	-0.0109688835	0.1125238368	-0.0045739263	-0.0173478541	0.0354500428	-0.07854685230000001	-0.0944165507	0.041318621800000004	-0.0291006598	-0.0756927609	0.1047966847	-0.026933946400000002	0.0273526543	0.0672127196	-0.0662717646	0.022605217599999998	-0.038898415299999996	0.0042992840000000004	-0.085603253	-0.07579014070000001	0.15519563779999998	-0.150351971	-0.1435914529	-0.0472908282	0.1925285611	-0.025567967900000002	0.0480012619	-0.016422466599999998	-0.035849861600000005	0.057017990899999996	0.0617559512	-0.0405343423	-0.1804039498	0.1196141043	0.092510035	-0.0227627953	-0.0111364706	-0.029410560899999997	0.011769384099999999	0.11934271980000001	0.112315068	0.1009072399	-0.0208213	-0.0019257000000000024	3.708320490000009e-06	0.00043352653369	0.0743318	0.0344643	0.0055252164912399995	0.0011877879744900002	-0.198905	0.09795899999999996	0.009595965680999992	0.039563199024999995	0.00498452	-0.00254172	6.460340558399998e-06	2.48454396304e-05	-0.00143763	0.00048507	2.352929049e-07	2.0667800169e-06	-0.00141951	-0.00024005999999999987	5.762880359999992e-08	2.0150086401e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35211.04296875	-35.74609375	1277.783218383789	1239817546.9471588	21913.044921875	0.724609375	480181537.7481117	0.5250587463378906	21916.984375	-22.625	511.890625	480354204.0939941	0.920967	20.952848	0.13821979000000004	-0.120277669	0.0969071817	-0.0443635393	-0.0741480365	-0.0684684097	0.0393852259	0.06284120259999999	0.0823648093	0.04741406	-0.036121557900000004	0.0711201214	-0.0159881574	-0.1028750628	-0.0740509153	0.0419204115	-0.013612976899999999	0.0968697106	-0.1457214827	0.0267786823	0.026947670299999997	0.1144049652	-0.0087306437	0.05670677320000001	-0.0737803759	-0.06876105519999999	0.0708656942	-0.1487665267	-0.044034286	0.0523515989	-0.056469880199999996	0.068279982	0.158291934	0.09962264300000001	-0.1364415914	-0.0467207299	0.0152510749	-0.0993272026	-0.0637056091	0.1029646217	0.0276697702	0.0402096366	0.0427529933	-0.0890983135	-0.0618384687	0.0170407835	0.0050627258	-0.0966115861	0.0648039624	-0.0766344502	0.0176849506	0.1366196881	-0.0017640875	0.017688706499999998	-0.0055985485	0.0432258738	-0.084684728	-0.011559528000000001	0.124072393	0.0188010516	-0.0944985602	-0.1646367244	-0.0729675197	-0.09369304980000001	-0.1206460223	-0.0417064911	-0.0113281949	-0.08568338880000001	0.06615817480000001	0.0107882181	0.025519837599999998	0.1049473928	-0.10151768720000001	-0.0086504354	-0.05270145019999999	0.0399079067	-0.030901694	0.11875383099999999	0.1100111431	0.0959136145	-0.00414551	0.016675790000000003	0.0002780819721241001	1.71852531601e-05	0.034118800000000005	-0.040213	0.0011640925134400006	0.0016170853690000001	-0.192118	0.006786999999999988	4.606336899999983e-05	0.036909325924	0.00391094	-0.0010735800000000002	1.1525740164000005e-06	1.52954516836e-05	-0.0011856700000000006	0.0002519599999999994	6.348384159999971e-08	1.4058133489000016e-06	-0.00125417	0.00016533999999999993	2.7337315599999977e-08	1.5729423889e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
