Measure:volume	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter	lhCerebralWhiteMatterVol	rhCerebralWhiteMatterVol	CerebralWhiteMatterVol	MaskVol	EstimatedTotalIntraCranialVol
sub-0100	3431.4	2973.8	7721.1	2232.4	1144.9	6644.6	11010.8	7757.1	4463.1	10186.7	7806.6	5525.2	3661.9	5717.5	1605.1	4252.1	3879.9	1370.2	3581.2	2930.0	7391.6	5509.5	13914.6	10943.6	3212.4	12707.0	21923.6	14773.4	8584.9	10947.9	284.2	661.6	687.6	10823.8	3217.3	4488.3	6923.5	2528.2	986.5	6374.7	13236.0	6477.6	3356.2	9627.8	8790.0	5908.6	4056.9	7942.2	1653.3	6137.4	3315.9	1266.8	3181.5	2515.1	8364.1	4604.3	14729.8	10952.3	1870.8	13620.1	21712.5	14649.6	7085.7	9688.2	421.1	785.6	523.2	10494.4	32076.5	33739.2	254406.589277	255669.063683	510075.652961	1637471.0	1662847.267452
sub-0101	3474.9	2633.7	6751.8	2977.7	994.5	6155.0	9938.5	7532.1	3565.3	11556.8	7097.3	5510.6	4622.1	6408.8	1531.0	4088.2	3588.4	964.6	2916.4	3201.5	8232.7	4879.6	12567.9	11447.7	2354.6	13084.8	17235.4	10474.2	8296.8	10624.9	259.0	634.0	702.2	10339.1	3221.8	2672.2	6651.9	2443.1	848.4	7237.6	14173.7	6357.8	3547.7	8960.4	8799.4	5585.0	3465.7	6529.7	1801.9	5061.0	3193.2	1137.2	3164.0	3740.9	7927.8	4350.3	13265.4	10645.7	2095.5	13984.9	17057.6	12544.2	7506.3	9416.9	336.3	529.9	534.5	9328.3	34356.2	34569.6	243228.270261	244129.26208	487357.532341	1483056.0	1448074.530533
sub-0102	4994.4	3455.5	6484.4	2286.2	689.0	8124.3	13650.9	8164.3	4168.1	10088.5	7748.0	5300.1	5467.9	7745.6	1536.6	4835.4	3536.6	1173.5	3311.8	2704.0	8876.2	5300.1	12659.1	12322.6	3584.0	12734.3	21562.1	15857.9	9266.8	12760.4	344.6	610.1	703.5	11328.2	3990.2	3372.9	5619.1	2572.3	675.5	8255.3	16303.1	8185.5	3893.0	10852.4	7655.0	5061.4	4865.1	9131.5	1535.5	5548.7	3856.7	1681.6	3955.9	3210.1	8277.1	5085.0	11992.8	14099.5	2505.9	15546.6	19016.1	14049.6	8492.5	11505.9	495.7	505.3	885.6	11940.5	35672.7	35862.2	267851.798303	271582.538534	539434.336836	1726118.0	1743921.110547
sub-0103	2282.0	2187.5	6670.7	2901.9	872.1	6297.1	9005.2	6044.0	3520.3	8802.4	6838.1	5410.1	3582.6	4796.4	1377.1	3719.8	3289.5	805.5	3036.5	3415.7	7260.6	4479.1	12238.6	8088.7	2288.1	11103.8	16230.0	10968.6	7714.5	8493.9	195.2	567.7	829.9	9518.8	2243.8	2991.7	4838.7	2687.8	659.7	5687.4	10325.5	4698.5	3300.0	9902.5	7536.6	5239.2	3420.8	6829.8	1432.7	4764.6	2628.1	1408.1	2993.2	2993.6	6954.3	3880.4	13425.7	8458.3	1802.3	10965.0	15601.4	10582.4	6693.6	7780.0	288.2	639.0	506.4	9178.9	24244.7	23463.6	209205.116029	207820.101	417025.217029	1330384.0	1306228.032015
sub-0104	3280.2	2334.1	5105.7	1699.7	610.8	5678.5	9085.4	5423.1	3242.6	7702.9	6429.5	4648.7	2529.1	4344.3	1307.6	3824.3	2759.1	847.9	3004.7	2143.8	5542.4	4398.8	12171.4	9058.4	2107.7	11181.5	14816.5	13016.2	7045.1	7771.0	246.4	485.3	524.6	9471.8	1979.5	2590.5	4610.8	2065.6	622.4	5128.2	8967.0	4693.9	2898.3	8869.3	6778.1	4855.2	3375.0	4991.5	1260.3	4005.1	2623.3	1185.6	2781.4	2587.7	5994.8	4331.5	13013.5	8427.0	1915.3	10039.8	14868.6	11777.1	6164.9	6996.9	271.7	478.1	560.3	8681.8	26726.6	25665.3	201068.793332	198136.588861	399205.382193	1288557.0	1117095.897251
sub-0105	1978.2	3244.6	5499.2	3378.7	752.0	6276.7	11229.7	6507.9	4683.7	11134.4	6621.0	6663.8	3226.0	6053.2	1449.4	4180.2	4147.6	985.3	3318.3	4767.3	7336.5	4954.7	12598.9	9610.8	2441.8	12933.1	18155.7	13143.6	9009.7	8878.1	282.8	597.2	777.3	10423.0	2521.6	3468.5	4508.8	3619.9	986.3	5684.3	10861.0	6468.7	3506.7	10731.9	7095.2	7702.0	3981.9	6448.1	1364.4	4776.4	3081.2	1372.9	4196.0	4669.9	6754.6	4705.7	11342.2	10736.7	1923.8	13797.1	17169.1	11620.9	7383.0	7978.1	508.4	511.4	510.4	9853.2	32818.4	30964.1	240278.828881	236302.992341	476581.821222	1447743.0	1374946.138192
sub-0106	2590.9	2819.0	5893.1	2224.7	737.7	5288.7	11802.7	5637.8	3367.2	9429.1	5813.7	4982.8	3287.3	5124.7	1184.6	3223.8	3197.6	737.8	2649.4	3150.5	5739.9	4452.1	10951.6	8908.2	2923.6	12485.8	15487.4	10833.8	6721.3	8336.4	245.9	618.0	567.3	8734.1	2768.7	2492.0	5610.8	2505.6	574.6	5726.5	12373.5	5037.8	3058.1	8920.9	6758.0	4295.8	3721.1	5133.6	1351.3	4398.6	2724.3	662.4	2719.6	3249.2	6793.8	4322.9	11154.6	8836.3	1745.0	11096.8	17725.9	10573.8	5545.5	7370.6	405.3	506.7	540.3	8858.2	24786.0	24765.6	205662.932588	204665.53424	410328.466827	1398832.0	1232802.279774
sub-0107	3658.6	2914.3	6404.7	2322.1	777.4	7417.7	12553.4	7571.6	3745.5	9673.5	6698.8	4034.9	5070.1	7169.5	1593.8	2961.8	3641.8	954.2	3439.0	1906.3	7391.4	4351.9	13472.1	10214.7	2687.1	12502.2	18045.1	11212.4	8486.6	9580.5	312.2	639.2	731.2	10771.6	3424.3	2718.1	6157.1	2159.5	712.9	6911.0	12972.0	7059.1	3059.9	9166.6	7131.9	4810.6	3703.0	7154.9	1533.7	4652.3	2559.7	1324.6	3678.2	2016.4	7365.2	4394.1	13019.6	9779.9	2448.8	14164.5	19010.2	10343.9	7457.6	9289.8	289.8	679.1	767.1	10810.6	32726.5	30532.7	237263.20772	234860.559119	472123.766839	1538525.0	1531951.741104
sub-0108	3409.5	3720.8	8420.3	2891.3	1059.7	8628.1	11779.9	8281.0	3905.8	11847.3	7580.0	4997.7	4893.0	6239.7	1961.3	5108.7	5208.9	1480.5	3809.0	2971.4	8693.6	5110.4	15794.4	9868.1	2971.7	14242.3	23447.1	12953.9	8107.0	10466.4	293.6	677.3	704.4	12171.7	3801.0	3484.9	6707.4	2252.0	841.4	8187.1	13486.6	6978.6	3533.9	10142.3	8125.2	5520.1	4778.6	7944.3	2056.1	5400.3	3863.0	1477.6	4656.7	2286.6	8327.0	4923.5	15702.4	12649.9	2266.3	17543.3	23076.4	13222.0	7984.5	10215.1	468.7	714.2	759.3	11775.5	35776.0	32241.9	269810.29561	268846.758667	538657.054277	1729697.0	1837369.163244
sub-0109	1480.1	3198.9	7363.4	3522.0	950.4	8964.5	9727.6	5399.3	4743.4	9767.3	7843.3	6140.1	4805.3	6980.8	2578.0	4021.0	5848.5	1458.8	3812.7	4024.3	8885.4	4879.4	14784.2	12217.1	2821.5	14553.8	21612.0	14350.6	11558.7	13924.9	307.0	789.8	832.9	11523.5	2733.3	3340.9	7155.5	3684.0	1004.2	7797.8	11384.9	7424.4	3639.8	14396.3	8768.8	7052.9	4683.5	7526.0	1633.8	5156.4	3988.0	1536.0	4566.5	4266.2	8574.7	5219.1	14962.6	11848.0	2526.7	15644.7	21211.5	12739.3	7028.2	9671.2	369.5	869.4	760.3	10380.0	33669.0	34885.6	269796.4075	269586.081014	539382.488514	1719779.0	1792922.374976
sub-0110	3717.8	3380.3	8841.2	2626.2	838.5	7113.4	12623.6	7816.8	3913.1	11453.8	8186.2	6054.3	3994.9	7962.8	1700.9	3802.8	4236.6	1478.8	3621.3	3653.4	9021.8	4621.0	14327.3	8973.3	3401.3	15698.1	22966.1	13005.4	9030.7	11323.2	373.0	672.2	681.9	10821.7	3948.7	3182.1	7518.5	2608.4	753.9	6907.1	13506.9	7066.0	3325.1	10343.9	8877.9	7129.4	4604.4	8272.4	1938.8	4375.1	4330.9	1665.0	4131.1	3686.2	9917.5	5482.2	14965.2	9520.5	2512.1	16669.7	22697.4	12260.2	7621.6	11555.6	455.3	677.1	664.1	11749.6	43887.8	45361.3	279391.806181	280657.931378	560049.737559	1705082.0	1680204.683201
sub-0111	2739.4	2350.5	5155.3	2014.7	882.2	5636.1	8401.0	4767.9	3346.3	7628.2	6167.2	4187.3	2279.5	4119.2	1278.9	4139.2	2475.4	890.8	2669.5	2458.8	5786.6	3410.6	10395.3	8131.6	2727.5	10321.9	14549.2	9535.4	6464.5	7922.4	217.4	465.4	719.6	9546.7	2837.4	2464.9	4434.1	1819.1	688.0	5048.0	10418.9	4597.7	2460.6	7648.0	6561.6	4916.8	3106.0	5260.7	1396.3	5268.6	2438.2	1062.2	3037.3	2635.3	5200.4	3984.6	9983.3	8504.1	1599.9	10061.1	14153.5	8859.9	5072.8	6570.3	254.6	638.4	518.5	8526.2	18385.0	18043.9	182098.002737	180912.033649	363010.036386	1327684.0	1380530.526494
sub-0112	3030.9	2631.1	5794.5	1766.7	752.9	5913.1	10162.4	5465.4	2888.2	7799.4	6373.8	4403.2	3384.7	5715.5	1274.7	3982.8	3385.3	964.6	2913.1	2127.8	5730.5	4542.7	11328.5	8492.9	2407.6	10047.5	15456.6	12454.2	6264.0	6484.7	257.6	585.1	922.7	8524.3	2872.3	2589.6	4622.3	2132.2	732.9	5751.0	11395.2	5345.1	2837.0	8353.8	6374.2	4374.2	3156.8	5691.6	1250.5	5349.7	3065.9	1082.2	3101.5	2349.0	5923.4	3978.5	11236.8	8686.1	1930.2	12794.5	15310.5	10640.9	5715.8	7200.2	441.2	581.8	506.8	8070.9	24504.6	24154.2	199807.053779	200120.031231	399927.08501	1376076.0	1267466.560021
sub-0113	3057.6	2467.9	6173.7	2255.3	1004.2	5834.1	8994.8	5328.6	3121.9	7533.7	5933.3	4727.7	2783.1	4425.4	1273.0	3617.8	3007.6	687.4	2793.8	1998.2	7020.0	4296.3	11222.6	10852.3	2379.5	10042.4	14552.4	10533.6	7190.5	9502.3	257.4	452.9	664.5	9258.0	2584.1	2549.0	5168.4	2402.1	529.9	5119.8	9577.8	5504.6	2975.7	7303.4	6245.6	4744.4	3050.6	5403.9	1351.7	4363.1	2901.2	1022.3	2975.9	2148.2	7271.9	4773.4	10681.3	10254.4	2172.3	10227.8	14087.1	9639.0	6339.0	9313.6	465.7	628.6	566.2	8427.8	24290.2	22314.9	199355.08835	197618.707018	396973.795368	1306715.0	1293806.7876
sub-0114	2187.4	2842.0	6279.5	1899.7	594.0	5856.5	10275.9	6429.4	4017.1	9194.7	6809.5	4666.6	2940.3	5078.2	1414.9	3556.3	3009.9	1106.3	2635.5	1777.3	6504.0	3978.7	11821.1	8719.9	2805.5	11180.7	14503.7	11724.0	6367.8	7032.9	251.0	419.8	551.0	9424.1	2816.3	2368.9	5996.3	2147.4	544.9	5814.3	10821.7	5727.0	3395.6	7782.5	6740.6	5152.2	3311.0	5230.5	1871.4	4281.9	2811.3	1029.5	2585.7	2052.2	6779.5	3565.7	12159.0	8782.7	1961.1	11333.1	15237.2	11872.6	5363.3	6960.9	357.5	591.3	445.3	9015.3	31015.0	28899.7	207774.867516	208176.830877	415951.698393	1408714.0	1197587.80593
sub-0115	3420.3	2082.1	5727.0	2847.6	698.7	5014.5	10423.3	5607.4	3596.1	8651.4	6084.2	5209.7	2897.5	4399.1	1310.0	3758.7	3875.7	834.5	2951.9	3389.9	6199.9	3962.8	11679.0	10165.4	2756.7	10758.7	14966.9	11680.7	6316.9	7378.6	200.2	608.2	693.9	8682.2	2481.6	2284.3	4564.0	2905.7	510.8	5500.0	9965.1	5185.3	3376.2	8091.0	6423.3	5798.5	3546.3	5689.0	1374.6	4572.5	2565.7	1010.7	2564.4	3175.7	6686.6	4170.7	10695.5	9448.5	1951.1	13334.3	14847.3	10441.7	5981.4	8200.2	304.0	576.3	564.7	8445.8	25611.6	27998.8	205698.215391	206068.145285	411766.360676	1318879.0	1392108.138436
sub-0116	2874.0	2331.6	5643.1	2403.1	764.0	5690.9	7704.6	4952.8	3778.9	11077.4	6128.0	5351.8	3228.0	3661.7	1335.7	3822.6	3589.3	796.4	2550.2	3426.3	6374.4	4333.4	11813.5	8876.0	2712.2	9771.3	16019.8	10079.9	7965.1	7744.3	254.3	441.1	727.4	8943.2	1856.6	2459.3	4265.2	2577.5	568.0	5921.8	8350.7	5125.6	3091.4	10392.3	6795.1	5937.3	3518.6	4951.9	1352.6	4307.9	3151.5	1210.2	3434.8	3691.5	6750.8	3921.0	10514.4	9106.3	1859.5	13060.2	14757.5	10898.3	6652.1	7863.6	288.0	544.3	564.7	8379.2	25652.1	25829.0	202749.98322	205303.470377	408053.453598	1383955.0	1294870.702796
sub-0117	1948.9	2539.6	6282.8	3239.3	1042.1	6145.6	6356.1	6369.8	3346.9	11969.6	6767.8	6474.0	3670.0	5329.1	1633.6	3240.8	2580.2	1018.0	3047.2	4371.1	6390.7	4021.7	11877.3	8122.5	2701.3	11344.6	16997.0	12978.1	8671.2	7857.9	293.1	507.0	728.3	9801.6	2571.4	2639.0	4724.5	3407.6	873.7	6610.6	7914.7	5781.7	3104.3	11073.3	6491.5	7663.7	3217.8	5030.3	1566.1	3960.5	2966.5	1183.1	3157.8	4471.6	6979.4	3929.3	12085.3	8681.8	1821.9	13209.3	15728.5	11100.8	7184.9	7549.4	372.4	487.9	554.4	10592.4	25938.1	26379.0	216361.119085	216090.686703	432451.805788	1411933.0	1349473.739635
sub-0118	3640.4	4005.5	8135.6	2475.7	1069.4	7973.9	12643.5	7194.5	4003.9	8759.3	7069.0	4734.7	4067.2	6808.0	1617.5	4716.5	3904.7	1039.4	3574.5	1616.0	8532.2	5092.8	14135.0	10613.0	3614.1	13528.1	19556.0	14128.6	7797.2	10715.8	276.9	669.3	828.4	11710.9	3292.3	2661.1	7418.3	2070.4	1043.0	6979.8	13277.0	7509.0	4154.0	9457.8	7395.3	4570.0	3911.7	7165.4	1871.0	5648.2	3500.3	1328.0	3162.7	1734.0	8840.7	5050.3	14671.0	11882.9	2653.9	16815.2	20294.3	14435.0	7541.3	10673.1	359.8	618.2	547.2	10824.0	36294.4	36253.3	258180.6881	260299.41497	518480.10307	1624110.0	1728881.825442
sub-0119	1900.2	2596.3	5735.9	2086.0	901.9	5852.8	9480.3	5932.5	3571.2	8889.7	6745.1	4890.5	2649.4	4767.8	1512.7	3932.2	3661.9	1160.8	3393.1	2939.2	7139.5	4724.4	14062.3	9155.9	2770.6	12600.0	16404.1	13829.5	7804.9	9352.1	202.1	754.6	673.1	9889.6	1385.7	2770.7	4924.3	2634.6	942.2	5408.4	8131.3	4432.8	3093.3	10565.2	6676.7	5125.2	3379.7	4809.0	1189.9	5397.2	3097.2	1279.3	4094.6	2910.6	6826.2	4402.8	13999.2	11107.1	1995.9	11683.5	16950.6	11088.5	7384.3	8760.1	339.1	477.8	541.2	10258.0	22703.6	22483.9	214898.3249	210089.128033	424987.452933	1427076.0	1229718.867021
sub-0120	3062.8	2417.2	6696.0	2236.0	1163.2	6739.5	8923.7	6364.2	3869.6	8237.8	6871.9	5627.5	4171.4	5153.2	1610.0	3960.6	3436.0	980.9	3316.1	2756.6	7043.0	3941.7	11845.7	8690.5	2843.4	12840.5	18339.4	12844.5	8194.3	11994.4	423.1	690.8	553.1	10859.5	2596.5	2085.0	4705.9	2126.0	736.1	6287.0	11549.7	5667.5	3667.3	9952.7	6985.9	4931.3	3964.8	6718.2	1753.4	5083.9	3678.4	1580.7	3623.8	2310.6	7256.0	3954.4	11833.0	8598.5	1952.9	14313.8	18695.1	12478.8	7754.5	9941.0	303.0	732.8	520.4	10855.2	29765.1	29311.5	228338.559163	229741.504892	458080.064055	1483862.0	1546825.809346
sub-0121	2580.1	2617.7	6660.6	2800.7	601.8	6686.1	9162.6	5613.0	3187.6	10032.9	6068.7	4628.7	2528.3	5127.7	1346.0	3412.7	3253.8	1030.9	2746.7	2861.3	7562.0	3829.7	12506.1	8222.7	3173.2	12715.1	16586.1	11728.3	7278.7	8979.0	272.8	479.3	625.6	9701.5	2507.3	3553.8	4892.5	3472.5	486.3	5302.5	10618.2	5074.6	3249.7	9507.6	6794.5	6467.4	3435.7	5074.7	1540.3	4881.9	2673.3	1237.7	2908.4	3523.0	6995.4	4004.2	12460.3	7787.9	1827.6	13219.2	15799.6	11184.4	6406.4	7317.7	325.9	483.9	456.0	8262.6	24982.8	24086.2	210382.028823	209080.916893	419462.945715	1436953.0	1430410.226792
sub-0122	1936.6	2525.9	6345.9	2729.9	1157.8	6625.9	11021.2	6480.6	3831.6	10690.0	7170.0	4539.0	3875.4	6066.5	1374.7	4262.7	3443.0	993.8	2947.7	3130.6	7280.7	4316.3	13916.1	10024.4	2178.6	10666.2	18199.5	10561.9	7616.5	8816.9	272.6	607.4	1068.4	9641.0	2231.9	2845.6	5373.3	2641.7	1059.6	6364.7	10179.1	6781.6	3835.6	12044.4	7503.6	4690.7	3817.1	6698.6	1357.2	4388.4	3252.3	1299.2	3442.2	3353.9	7203.4	4151.7	13983.4	9848.7	2003.5	13039.4	15830.8	10106.0	6333.6	8271.6	331.8	639.7	558.5	9446.4	29815.1	32005.0	227953.349502	227124.882841	455078.232344	1510370.0	1308183.182692
sub-0123	2153.2	2430.2	7496.1	3005.9	886.6	7760.1	11059.9	7785.8	4734.3	12778.5	7935.9	4884.0	3693.2	7943.7	1890.4	3915.3	5426.2	1261.6	4479.6	3130.1	8026.9	4403.3	13395.0	11003.3	3778.2	14017.4	21910.0	16377.8	9711.8	11056.1	360.2	676.0	766.6	11751.1	3030.8	2912.9	6930.1	2705.4	607.9	8248.2	15981.5	6874.5	3675.8	12190.0	8865.9	4614.7	4567.5	7245.1	2043.1	6373.6	4724.1	1627.7	4622.4	3111.3	8168.3	4346.2	14841.6	10097.4	2028.9	14862.1	22043.2	15471.8	8322.5	10234.4	497.1	609.2	637.7	10319.3	35516.7	35194.0	267184.322918	269376.77379	536561.096708	1686224.0	1702131.883701
sub-0124	2733.6	2113.8	5234.3	2285.9	862.3	5621.3	7712.8	4312.2	2908.5	8189.7	5422.8	4118.0	2078.9	3575.5	1316.4	3106.6	2669.7	706.2	2276.5	2252.3	5650.8	3462.3	10375.5	8401.9	2116.3	8323.9	11856.2	9259.9	5625.5	5801.5	164.9	431.2	945.6	8269.1	2738.4	2097.6	4341.5	1813.8	721.8	4560.4	9354.9	4377.7	2830.0	8580.4	5527.4	4229.9	3126.5	4410.7	1348.4	3294.3	2395.9	841.2	2392.6	2301.0	5666.6	3573.6	9889.1	7711.8	1363.4	9194.1	11403.3	9243.1	5103.0	6823.8	228.7	490.7	485.4	7738.9	22103.9	21837.9	173267.639286	172744.294908	346011.934193	1171812.0	1052334.054241
sub-0125	1672.4	2961.3	6428.1	1917.6	1444.9	6884.7	10272.9	8417.8	3946.9	11634.5	8005.4	6040.7	3855.5	6805.5	1824.2	4544.5	3758.0	1107.1	3084.4	2829.9	7437.6	4716.4	13703.1	10292.1	3378.8	13392.5	19591.3	12124.9	10172.6	11177.0	344.4	813.3	1008.6	10822.2	2738.5	2489.5	5655.8	2841.8	831.5	6618.6	13459.6	6764.9	3749.6	10545.3	7572.7	6990.9	3440.4	6951.5	2073.9	6138.4	3538.9	1701.5	3989.7	3632.4	8043.1	4449.1	13095.5	9556.1	2550.5	13695.4	19145.5	11002.6	8284.9	11582.4	394.7	782.7	534.7	10363.0	35333.8	34532.1	252174.274603	251512.072262	503686.346865	1574796.0	1368269.34666
sub-0126	3275.5	3015.4	6723.6	1875.0	672.0	5935.3	9193.0	6745.2	3222.4	9568.4	7391.1	4203.0	3552.3	6016.0	1455.3	3798.9	3039.8	733.3	2904.9	2393.0	7477.0	4689.8	12367.3	8257.1	3126.7	12470.7	19342.0	10277.8	7795.3	7321.5	206.9	484.7	934.9	9707.6	2362.7	2983.4	5880.6	2263.3	646.0	5826.3	11861.3	5638.8	3100.3	8554.6	7487.2	4605.9	4342.2	6304.6	1628.3	5420.2	3298.9	1167.4	3618.6	2511.4	6478.0	4388.2	13681.6	8369.6	2445.6	11927.1	18255.7	9890.5	6425.5	6664.8	347.9	744.6	704.0	9781.5	30366.7	30633.4	221248.804608	220840.006462	442088.81107	1500260.0	1354407.834998
sub-0127	3607.4	3077.5	7292.5	2297.5	1268.1	7443.8	9526.8	7047.3	3678.8	9849.4	7858.5	4699.4	4729.8	5210.4	1722.7	3889.6	3006.5	971.7	2523.7	2962.0	6536.1	4887.6	11702.5	9706.7	2728.8	12574.9	19266.8	11520.1	7283.5	8145.7	267.6	772.9	862.4	9741.1	3255.2	3069.6	6811.4	2440.9	1071.1	6593.6	13472.4	6424.3	3405.6	8599.7	8474.6	5825.2	4092.4	6632.3	1460.1	4566.9	3592.3	1419.3	3030.2	2859.3	6653.0	4257.6	12708.3	11669.5	2086.1	12984.7	18570.3	11314.1	6602.1	8321.4	369.7	846.5	516.3	9370.5	32254.2	33798.7	231131.813724	239712.088175	470843.901898	1508918.0	1388551.522021
sub-0128	2159.6	2495.3	5727.5	3484.8	1029.8	6174.1	10789.5	6251.5	4130.6	13622.4	5695.8	6647.9	3702.7	5942.5	1752.2	3047.2	3527.2	892.6	3257.1	4422.0	7397.8	4744.1	12843.8	9289.7	2191.8	14468.9	17450.0	10736.2	8284.6	9724.7	324.9	713.8	776.5	10306.8	2268.6	2586.3	4997.1	3492.2	776.1	6345.9	13375.5	5908.0	4355.1	14396.7	6679.5	7703.0	3997.0	6497.8	1863.8	4710.2	2871.9	1258.1	3446.6	4154.7	5979.0	4385.2	14973.2	9673.3	1601.4	11888.2	18900.0	10002.3	6352.4	6840.9	292.3	627.8	671.2	10296.6	34068.8	34649.9	240102.529944	240069.944132	480172.474075	1553276.0	1614246.708114
sub-0129	2150.4	2693.6	6511.8	1800.1	758.9	6070.2	10847.9	5422.3	3827.5	8504.5	6171.7	4456.3	3561.0	5178.4	1329.6	3939.7	3452.9	770.7	2619.1	2244.1	6615.2	4563.5	12649.5	9175.8	2195.6	9896.5	15494.4	11531.0	7401.4	8980.3	256.3	622.2	624.9	9364.4	2749.0	1990.9	5222.9	2204.5	759.1	5596.6	9765.7	5224.2	3231.2	7956.7	6466.0	4557.5	3102.8	6292.0	1417.1	4523.0	3344.7	1214.6	3145.9	2536.8	7172.4	3689.7	11680.8	9555.5	2385.4	12665.1	15770.7	10385.4	6073.1	8656.4	285.8	673.7	431.4	9501.8	25807.0	26373.1	207728.13638	206887.801011	414615.937391	1388690.0	1286549.332646
sub-0130	2856.4	2021.4	5953.2	2774.8	941.5	6579.5	9054.5	5645.3	4289.3	12458.0	6513.9	6405.4	3087.1	4501.1	1690.7	4002.8	3779.7	972.7	3547.0	4624.0	6332.0	3911.4	12545.2	9862.5	2118.5	11647.1	18625.8	10928.2	7758.1	8960.4	306.2	549.9	720.8	8725.4	3332.4	2435.8	4624.9	3003.2	939.8	6490.1	10507.5	5618.6	3908.2	12161.0	6525.3	6072.5	3575.8	5664.8	1655.3	3847.8	3043.3	1216.5	5212.0	4622.2	6321.6	3804.1	12112.6	9823.1	1998.7	14415.1	16627.1	10257.3	5916.1	7954.3	396.4	466.8	674.1	8482.9	29830.6	29964.4	226370.103029	225414.027907	451784.130936	1418658.0	1271007.993467
sub-0131	2780.4	2936.9	6701.2	2597.7	913.1	7260.3	8893.6	6965.2	4318.4	9741.1	7842.8	6056.0	4222.8	6200.9	1569.2	4456.2	4296.6	1444.9	4001.8	3457.8	7893.5	5257.4	15390.5	10175.3	2563.0	17574.5	19809.1	11931.6	7879.2	8501.4	263.8	697.0	872.8	10358.5	3359.6	3591.1	8131.0	2611.2	904.6	7152.2	10125.8	6461.2	3592.2	9841.8	9473.8	6135.0	4321.3	7134.9	1473.2	4073.6	3715.3	1474.0	3744.7	3513.9	7315.0	5565.7	15057.4	10161.5	2579.6	15331.6	20096.3	12213.4	6631.3	9026.1	338.4	747.3	683.4	9954.0	31651.9	32494.2	247009.337189	248342.667701	495352.00489	1653443.0	1764190.675041
sub-0132	2389.2	2058.8	5390.3	1945.8	748.7	5520.4	9360.3	5625.3	3183.0	8404.2	5453.2	4059.9	3016.3	5620.6	1286.5	3312.3	2882.6	703.1	2532.5	2313.6	5541.9	3973.7	10182.8	7681.4	1806.9	11108.8	14416.6	11239.7	8700.8	8308.1	274.6	607.1	587.3	8203.3	2848.4	2635.2	3627.4	2252.2	899.0	5751.8	10777.1	5364.6	2888.4	8364.0	5966.5	4324.4	3111.9	6279.3	1599.6	4449.0	2526.1	1107.8	2454.5	2422.3	6000.7	3294.8	10664.8	7690.1	1503.9	11253.8	13930.3	10829.7	5644.5	7169.4	278.8	483.5	366.7	9314.8	24934.1	24917.4	195271.982286	193479.023779	388751.006066	1287261.0	1162101.650501
sub-0133	3324.7	2905.7	6894.5	2163.1	998.8	8118.4	11965.8	6771.8	3733.3	8581.9	6962.0	4337.3	3907.1	6393.1	1585.8	4566.7	4240.0	999.4	3431.9	2394.5	7439.1	5032.0	13893.2	12210.4	2365.6	13514.4	20258.5	16766.6	6846.4	9922.6	345.9	638.5	890.7	9852.0	3401.8	2686.7	6811.3	2434.1	755.8	7802.4	9934.3	6612.2	3432.8	10386.4	7149.7	4765.7	3853.0	6788.3	1653.7	5384.1	3115.6	1417.3	2927.6	2596.4	8281.5	4509.0	15135.0	13572.8	2165.8	11974.2	22777.5	13769.1	6416.0	9726.5	497.7	726.1	540.3	9635.2	33455.4	32476.6	247910.21731	247019.723837	494929.941147	1575936.0	1387763.249643
