rh.aparc.a2009s.area	rh_G&S_frontomargin_area	rh_G&S_occipital_inf_area	rh_G&S_paracentral_area	rh_G&S_subcentral_area	rh_G&S_transv_frontopol_area	rh_G&S_cingul-Ant_area	rh_G&S_cingul-Mid-Ant_area	rh_G&S_cingul-Mid-Post_area	rh_G_cingul-Post-dorsal_area	rh_G_cingul-Post-ventral_area	rh_G_cuneus_area	rh_G_front_inf-Opercular_area	rh_G_front_inf-Orbital_area	rh_G_front_inf-Triangul_area	rh_G_front_middle_area	rh_G_front_sup_area	rh_G_Ins_lg&S_cent_ins_area	rh_G_insular_short_area	rh_G_occipital_middle_area	rh_G_occipital_sup_area	rh_G_oc-temp_lat-fusifor_area	rh_G_oc-temp_med-Lingual_area	rh_G_oc-temp_med-Parahip_area	rh_G_orbital_area	rh_G_pariet_inf-Angular_area	rh_G_pariet_inf-Supramar_area	rh_G_parietal_sup_area	rh_G_postcentral_area	rh_G_precentral_area	rh_G_precuneus_area	rh_G_rectus_area	rh_G_subcallosal_area	rh_G_temp_sup-G_T_transv_area	rh_G_temp_sup-Lateral_area	rh_G_temp_sup-Plan_polar_area	rh_G_temp_sup-Plan_tempo_area	rh_G_temporal_inf_area	rh_G_temporal_middle_area	rh_Lat_Fis-ant-Horizont_area	rh_Lat_Fis-ant-Vertical_area	rh_Lat_Fis-post_area	rh_Pole_occipital_area	rh_Pole_temporal_area	rh_S_calcarine_area	rh_S_central_area	rh_S_cingul-Marginalis_area	rh_S_circular_insula_ant_area	rh_S_circular_insula_inf_area	rh_S_circular_insula_sup_area	rh_S_collat_transv_ant_area	rh_S_collat_transv_post_area	rh_S_front_inf_area	rh_S_front_middle_area	rh_S_front_sup_area	rh_S_interm_prim-Jensen_area	rh_S_intrapariet&P_trans_area	rh_S_oc_middle&Lunatus_area	rh_S_oc_sup&transversal_area	rh_S_occipital_ant_area	rh_S_oc-temp_lat_area	rh_S_oc-temp_med&Lingual_area	rh_S_orbital_lateral_area	rh_S_orbital_med-olfact_area	rh_S_orbital-H_Shaped_area	rh_S_parieto_occipital_area	rh_S_pericallosal_area	rh_S_postcentral_area	rh_S_precentral-inf-part_area	rh_S_precentral-sup-part_area	rh_S_suborbital_area	rh_S_subparietal_area	rh_S_temporal_inf_area	rh_S_temporal_sup_area	rh_S_temporal_transverse_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0138	717.0	966.0	830.0	1282.0	839.0	2087.0	1050.0	1045.0	398.0	185.0	1753.0	991.0	303.0	785.0	2667.0	4429.0	430.0	725.0	1892.0	1261.0	1743.0	1837.0	832.0	1934.0	1583.0	1887.0	1845.0	1404.0	1826.0	1923.0	590.0	331.0	288.0	1289.0	565.0	705.0	1871.0	2173.0	347.0	180.0	1057.0	2171.0	1391.0	1497.0	2189.0	906.0	331.0	831.0	1021.0	866.0	385.0	1644.0	1923.0	2042.0	322.0	1851.0	743.0	1188.0	386.0	920.0	1250.0	358.0	606.0	1069.0	1977.0	828.0	1802.0	1304.0	955.0	208.0	904.0	967.0	4235.0	263.0	90172.5	1156408.0	1332201.738154
sub-0139	708.0	912.0	781.0	901.0	711.0	1788.0	940.0	874.0	425.0	274.0	1907.0	979.0	338.0	810.0	2483.0	3855.0	433.0	458.0	1129.0	1004.0	1159.0	2043.0	660.0	1986.0	2175.0	1369.0	1554.0	1157.0	1680.0	1786.0	532.0	164.0	228.0	1046.0	623.0	439.0	1128.0	1792.0	350.0	187.0	797.0	2342.0	1070.0	2349.0	2043.0	800.0	398.0	815.0	1027.0	677.0	285.0	1215.0	1203.0	1438.0	278.0	1976.0	492.0	1115.0	360.0	760.0	1464.0	295.0	504.0	989.0	1794.0	866.0	1264.0	921.0	1334.0	304.0	1032.0	844.0	3717.0	207.0	80740.3	1079355.0	1273293.645814
sub-0140	674.0	951.0	1001.0	988.0	963.0	2012.0	1063.0	1037.0	408.0	208.0	1601.0	820.0	163.0	559.0	2991.0	4579.0	371.0	528.0	1657.0	1137.0	1618.0	1856.0	707.0	1893.0	2408.0	1670.0	1961.0	1340.0	1792.0	1731.0	652.0	195.0	269.0	1381.0	427.0	533.0	1317.0	2298.0	312.0	230.0	946.0	2469.0	1201.0	1701.0	2038.0	1058.0	393.0	841.0	873.0	579.0	211.0	1220.0	1615.0	2097.0	375.0	2367.0	574.0	1233.0	516.0	831.0	1541.0	384.0	608.0	954.0	1803.0	827.0	1738.0	1446.0	1010.0	276.0	885.0	1104.0	4740.0	224.0	88977.2	1146479.0	1309036.588567
sub-0141	705.0	1002.0	908.0	1277.0	711.0	2154.0	1088.0	1026.0	361.0	201.0	1507.0	1122.0	339.0	567.0	3195.0	4984.0	409.0	558.0	2106.0	1122.0	1287.0	1912.0	859.0	2170.0	1510.0	1769.0	1575.0	1357.0	1754.0	1622.0	575.0	428.0	305.0	1235.0	612.0	531.0	2217.0	2204.0	285.0	164.0	995.0	2415.0	1193.0	1818.0	2020.0	914.0	512.0	782.0	1008.0	900.0	364.0	1794.0	1791.0	1738.0	215.0	2573.0	851.0	1297.0	816.0	752.0	1321.0	466.0	625.0	1282.0	1435.0	1028.0	1834.0	1279.0	876.0	214.0	882.0	1318.0	4078.0	243.0	91344.7	1269841.0	1568906.612169
sub-0142	737.0	1090.0	959.0	1012.0	1032.0	2344.0	960.0	868.0	367.0	241.0	1581.0	1066.0	229.0	475.0	2501.0	4440.0	641.0	426.0	1638.0	1211.0	1596.0	1834.0	847.0	1951.0	1592.0	1838.0	1512.0	1819.0	1832.0	1830.0	643.0	190.0	206.0	1160.0	499.0	429.0	1694.0	2158.0	293.0	150.0	932.0	2190.0	1137.0	1934.0	2385.0	856.0	342.0	811.0	861.0	787.0	333.0	1336.0	2145.0	2003.0	219.0	1629.0	702.0	1001.0	757.0	832.0	1333.0	368.0	627.0	1085.0	1732.0	709.0	1975.0	1173.0	1146.0	354.0	1086.0	1063.0	4489.0	167.0	88388.6	1107974.0	1419047.042238
sub-0143	828.0	1062.0	840.0	995.0	896.0	1978.0	982.0	963.0	351.0	218.0	1508.0	1090.0	308.0	598.0	3191.0	4397.0	446.0	475.0	1594.0	1088.0	1097.0	2068.0	910.0	2076.0	2288.0	1524.0	1403.0	1284.0	1460.0	1653.0	577.0	120.0	229.0	1100.0	700.0	515.0	1881.0	2023.0	335.0	134.0	875.0	2461.0	1147.0	1802.0	1756.0	914.0	368.0	742.0	899.0	790.0	410.0	1492.0	1729.0	1781.0	396.0	1944.0	848.0	1054.0	677.0	655.0	1301.0	419.0	515.0	1205.0	1586.0	961.0	1817.0	1095.0	1183.0	259.0	825.0	886.0	4905.0	194.0	87076.1	1159677.0	1261795.146594
sub-0144	693.0	1066.0	875.0	897.0	857.0	2507.0	893.0	980.0	404.0	207.0	1705.0	798.0	344.0	732.0	2391.0	5354.0	510.0	505.0	1814.0	912.0	1399.0	1954.0	1179.0	2171.0	2711.0	2070.0	1655.0	1235.0	1798.0	1619.0	608.0	98.0	331.0	1414.0	628.0	643.0	1661.0	2122.0	232.0	195.0	1004.0	2460.0	1325.0	1706.0	1949.0	881.0	561.0	832.0	998.0	703.0	335.0	1439.0	1546.0	2170.0	392.0	2065.0	692.0	986.0	626.0	900.0	1520.0	561.0	435.0	1264.0	1794.0	959.0	1620.0	845.0	1153.0	145.0	892.0	955.0	5848.0	290.0	92017.4	1196989.0	1377598.763074
sub-0145	748.0	842.0	936.0	840.0	674.0	1716.0	856.0	944.0	315.0	181.0	1321.0	872.0	300.0	474.0	2617.0	4381.0	406.0	444.0	1427.0	964.0	1447.0	1982.0	756.0	1914.0	1937.0	1433.0	1418.0	1089.0	1690.0	1292.0	547.0	251.0	232.0	1083.0	562.0	550.0	1334.0	1834.0	233.0	216.0	849.0	2182.0	1099.0	1564.0	1743.0	910.0	471.0	769.0	878.0	527.0	426.0	1350.0	1620.0	1624.0	196.0	2298.0	684.0	860.0	458.0	713.0	1440.0	299.0	735.0	1028.0	1512.0	838.0	1353.0	1285.0	937.0	222.0	763.0	881.0	3776.0	212.0	79560.2	1038528.0	1181004.283169
sub-0146	876.0	1043.0	996.0	1030.0	966.0	2246.0	958.0	1068.0	502.0	265.0	2415.0	1192.0	252.0	753.0	3601.0	4671.0	740.0	553.0	1857.0	1670.0	1953.0	2310.0	804.0	2335.0	2499.0	2551.0	2053.0	1333.0	1774.0	2225.0	667.0	550.0	297.0	1312.0	759.0	819.0	2245.0	2553.0	361.0	319.0	986.0	2802.0	1714.0	2451.0	1984.0	1080.0	485.0	866.0	1219.0	846.0	457.0	2028.0	1833.0	2053.0	531.0	3417.0	764.0	1122.0	598.0	1170.0	2096.0	561.0	621.0	1169.0	2274.0	986.0	1848.0	1141.0	966.0	380.0	1061.0	1222.0	5026.0	210.0	105339.0	1309750.0	1713343.66495
sub-0147	669.0	805.0	966.0	958.0	902.0	2123.0	1048.0	1185.0	351.0	208.0	1471.0	1083.0	256.0	673.0	2515.0	4475.0	655.0	462.0	1461.0	1261.0	1132.0	1740.0	932.0	1957.0	1557.0	1565.0	1598.0	1272.0	1799.0	1408.0	663.0	185.0	293.0	1227.0	554.0	535.0	1576.0	1901.0	235.0	133.0	1022.0	2084.0	1292.0	1427.0	1997.0	916.0	377.0	771.0	960.0	890.0	312.0	1529.0	1856.0	1784.0	243.0	2207.0	770.0	1104.0	382.0	732.0	1510.0	334.0	659.0	1071.0	1697.0	913.0	1792.0	1323.0	998.0	266.0	896.0	977.0	3954.0	233.0	85067.8	1108780.0	1526747.497947
sub-0148	812.0	1025.0	1043.0	1122.0	811.0	2407.0	1068.0	1071.0	406.0	229.0	1960.0	1096.0	355.0	581.0	2774.0	4868.0	437.0	695.0	1897.0	1114.0	1725.0	2192.0	1040.0	2331.0	2356.0	2174.0	1729.0	1752.0	1780.0	1713.0	601.0	346.0	350.0	1353.0	613.0	711.0	2197.0	2047.0	259.0	156.0	971.0	2895.0	1344.0	2197.0	2133.0	1026.0	572.0	763.0	963.0	918.0	313.0	1765.0	1741.0	2164.0	279.0	2420.0	748.0	1055.0	628.0	1230.0	1247.0	357.0	608.0	1157.0	1735.0	1104.0	2060.0	1396.0	828.0	312.0	814.0	1239.0	4297.0	279.0	96755.3	1270800.0	1649087.282336
sub-0149	770.0	1175.0	836.0	1182.0	1080.0	2380.0	970.0	937.0	499.0	303.0	1915.0	979.0	265.0	635.0	3792.0	5662.0	470.0	510.0	2132.0	1208.0	1266.0	1929.0	1150.0	2135.0	2297.0	1700.0	1826.0	1363.0	2068.0	1932.0	711.0	208.0	237.0	1298.0	545.0	474.0	1937.0	2197.0	252.0	92.0	819.0	2849.0	1194.0	2306.0	2300.0	1034.0	315.0	762.0	1042.0	804.0	344.0	1619.0	2317.0	2594.0	235.0	3045.0	1115.0	1025.0	558.0	707.0	1273.0	303.0	688.0	1256.0	1697.0	929.0	1736.0	1509.0	1109.0	253.0	1088.0	1032.0	5239.0	257.0	98672.7	1327923.0	1564750.661083
sub-0150	810.0	971.0	779.0	1020.0	1099.0	2296.0	1105.0	1131.0	388.0	239.0	1443.0	1031.0	254.0	685.0	3038.0	4976.0	385.0	526.0	1573.0	971.0	1159.0	1838.0	953.0	2187.0	1843.0	1549.0	1512.0	1214.0	1754.0	1579.0	642.0	338.0	347.0	1288.0	619.0	539.0	2080.0	2335.0	274.0	183.0	880.0	2463.0	1464.0	1629.0	2008.0	693.0	574.0	817.0	920.0	999.0	291.0	1548.0	2030.0	2456.0	197.0	2045.0	878.0	950.0	671.0	803.0	1265.0	305.0	597.0	1126.0	1691.0	1300.0	1741.0	1139.0	1045.0	339.0	1220.0	1053.0	4282.0	309.0	90680.7	1194002.0	1438480.083057
sub-0151	879.0	1017.0	911.0	811.0	1099.0	2703.0	1262.0	1234.0	449.0	266.0	1738.0	868.0	403.0	528.0	3508.0	5060.0	484.0	667.0	1534.0	1002.0	1372.0	2243.0	1037.0	2281.0	2618.0	1288.0	1816.0	1401.0	1673.0	1687.0	622.0	163.0	247.0	1333.0	675.0	446.0	1725.0	2014.0	223.0	83.0	871.0	2483.0	1075.0	2440.0	2250.0	996.0	579.0	856.0	824.0	975.0	258.0	1806.0	2270.0	2541.0	336.0	2395.0	516.0	748.0	340.0	870.0	1335.0	392.0	834.0	1249.0	1698.0	1323.0	1801.0	1181.0	955.0	252.0	925.0	1028.0	5576.0	193.0	95544.9	1246749.0	1676268.454142
sub-0152	636.0	1181.0	994.0	1102.0	946.0	2172.0	1135.0	1147.0	346.0	209.0	1669.0	1201.0	278.0	783.0	2704.0	4558.0	700.0	448.0	2069.0	982.0	1661.0	2185.0	819.0	2087.0	2040.0	2164.0	1377.0	1442.0	1726.0	1636.0	677.0	435.0	303.0	1382.0	636.0	664.0	1831.0	2371.0	305.0	281.0	979.0	2756.0	1100.0	1890.0	2117.0	846.0	373.0	773.0	996.0	854.0	292.0	1790.0	1734.0	1837.0	462.0	1937.0	809.0	938.0	819.0	679.0	1571.0	363.0	608.0	1026.0	1684.0	1014.0	1967.0	1380.0	952.0	341.0	1105.0	1099.0	4850.0	266.0	93488.8	1251317.0	1394407.333189
sub-0153	707.0	916.0	926.0	1224.0	931.0	2307.0	914.0	947.0	394.0	218.0	1727.0	1000.0	191.0	680.0	3290.0	5365.0	495.0	700.0	2020.0	1711.0	1247.0	2087.0	625.0	1946.0	2036.0	1755.0	1995.0	1443.0	1587.0	1887.0	585.0	304.0	253.0	1263.0	469.0	631.0	1954.0	2257.0	368.0	193.0	959.0	2726.0	1290.0	1804.0	1676.0	923.0	392.0	665.0	935.0	591.0	332.0	1819.0	2139.0	2265.0	267.0	2311.0	663.0	1044.0	602.0	771.0	1570.0	452.0	519.0	992.0	2133.0	894.0	1977.0	1505.0	735.0	380.0	781.0	894.0	3966.0	235.0	92760.5	1225167.0	1611229.257359
sub-0154	752.0	1021.0	1084.0	1123.0	919.0	2243.0	1193.0	1449.0	501.0	294.0	1797.0	1211.0	565.0	1132.0	2874.0	5402.0	637.0	494.0	1481.0	1636.0	1496.0	2498.0	1002.0	2419.0	1864.0	2056.0	1807.0	1191.0	1817.0	1991.0	586.0	495.0	388.0	1710.0	596.0	768.0	1574.0	2487.0	373.0	328.0	1168.0	2553.0	1329.0	2099.0	1907.0	936.0	576.0	863.0	1053.0	899.0	365.0	1688.0	1477.0	1979.0	378.0	2692.0	782.0	932.0	694.0	828.0	1440.0	439.0	599.0	1166.0	1898.0	1319.0	1690.0	1203.0	1056.0	361.0	765.0	809.0	4214.0	198.0	97604.7	1246900.0	1409137.408525
sub-0155	648.0	918.0	832.0	958.0	716.0	1883.0	856.0	935.0	272.0	163.0	1219.0	1016.0	291.0	696.0	2555.0	3871.0	377.0	378.0	1724.0	822.0	1157.0	1873.0	711.0	1810.0	2360.0	1421.0	1556.0	1294.0	1551.0	1443.0	538.0	122.0	353.0	1206.0	515.0	442.0	1322.0	2098.0	243.0	175.0	815.0	2275.0	1065.0	1401.0	1872.0	825.0	358.0	789.0	777.0	682.0	235.0	1872.0	1151.0	1620.0	184.0	2176.0	804.0	698.0	590.0	607.0	1078.0	420.0	500.0	904.0	1265.0	734.0	1715.0	1191.0	784.0	281.0	731.0	995.0	4072.0	217.0	79008.4	994286.0	1049766.083289
sub-0156	782.0	935.0	923.0	1179.0	974.0	2566.0	1179.0	1239.0	491.0	249.0	1971.0	1009.0	266.0	904.0	3653.0	5539.0	464.0	596.0	1904.0	1294.0	1352.0	2297.0	1041.0	2123.0	2364.0	2147.0	1916.0	1532.0	1596.0	2326.0	605.0	194.0	270.0	1317.0	979.0	596.0	1916.0	2317.0	316.0	250.0	919.0	2820.0	1249.0	2124.0	2030.0	1006.0	474.0	725.0	1181.0	778.0	324.0	1932.0	1829.0	1854.0	231.0	2406.0	465.0	1330.0	610.0	1122.0	1474.0	365.0	504.0	1210.0	1947.0	1076.0	2041.0	1131.0	930.0	318.0	1036.0	1406.0	5230.0	216.0	99858.6	1264599.0	1432755.508625
sub-0157	587.0	967.0	1147.0	1115.0	869.0	2609.0	1246.0	1154.0	481.0	213.0	1422.0	979.0	448.0	617.0	3159.0	5189.0	513.0	612.0	1339.0	849.0	1064.0	2050.0	1277.0	2093.0	1756.0	1880.0	1843.0	1295.0	1855.0	2355.0	715.0	422.0	297.0	1168.0	527.0	657.0	2141.0	1671.0	280.0	115.0	1007.0	2378.0	1394.0	1465.0	1812.0	876.0	425.0	851.0	1045.0	800.0	283.0	1483.0	1888.0	2244.0	376.0	2244.0	746.0	866.0	436.0	466.0	1080.0	384.0	610.0	1083.0	1376.0	937.0	1710.0	1408.0	1103.0	262.0	1233.0	1342.0	3169.0	213.0	89972.3	1177199.0	1729902.861085
sub-0158	990.0	998.0	898.0	854.0	1095.0	2960.0	1146.0	1219.0	569.0	225.0	1672.0	1156.0	379.0	847.0	2791.0	5499.0	401.0	536.0	2121.0	1059.0	1561.0	2429.0	1360.0	2545.0	2837.0	1483.0	1697.0	1375.0	1966.0	2039.0	720.0	561.0	322.0	1542.0	645.0	512.0	2584.0	2959.0	265.0	214.0	781.0	2354.0	1340.0	1705.0	2021.0	907.0	359.0	786.0	1130.0	885.0	317.0	1789.0	2466.0	2419.0	273.0	2900.0	708.0	1056.0	1019.0	1068.0	1556.0	464.0	767.0	1412.0	1812.0	1266.0	1874.0	1115.0	1207.0	236.0	1319.0	1418.0	5844.0	186.0	103793.0	1343961.0	1603684.471626
sub-0159	712.0	798.0	773.0	936.0	884.0	2279.0	1007.0	995.0	344.0	303.0	1496.0	985.0	331.0	641.0	2632.0	4611.0	422.0	740.0	2540.0	1059.0	1203.0	1970.0	951.0	2045.0	1991.0	1584.0	1467.0	1376.0	1498.0	1241.0	675.0	201.0	247.0	1175.0	542.0	614.0	1750.0	2135.0	407.0	222.0	874.0	2498.0	1254.0	2023.0	1835.0	915.0	403.0	756.0	1073.0	757.0	296.0	1473.0	1852.0	2027.0	160.0	2133.0	1109.0	1036.0	665.0	876.0	1299.0	414.0	678.0	1019.0	1522.0	942.0	1741.0	1082.0	866.0	263.0	894.0	1165.0	4280.0	188.0	88154.0	1111586.0	1219311.015304
sub-0160	645.0	978.0	905.0	854.0	880.0	2200.0	859.0	1066.0	332.0	225.0	1774.0	1017.0	324.0	808.0	2626.0	4620.0	402.0	444.0	2253.0	1237.0	1227.0	2272.0	860.0	2195.0	1709.0	1351.0	1349.0	1245.0	1838.0	1398.0	544.0	198.0	276.0	1286.0	598.0	433.0	1609.0	2018.0	304.0	233.0	817.0	2524.0	1152.0	2327.0	1969.0	755.0	384.0	781.0	960.0	912.0	392.0	1751.0	1619.0	1715.0	207.0	1844.0	993.0	879.0	691.0	789.0	1155.0	396.0	549.0	1176.0	1937.0	914.0	1476.0	1061.0	840.0	319.0	605.0	1129.0	4245.0	220.0	86870.6	1120869.0	1253010.735341
sub-0161	837.0	1243.0	1021.0	1144.0	867.0	2279.0	925.0	1084.0	447.0	256.0	1808.0	807.0	390.0	707.0	3860.0	4456.0	518.0	705.0	1944.0	1225.0	1616.0	2141.0	707.0	2252.0	2035.0	2114.0	2347.0	1650.0	2149.0	2089.0	653.0	447.0	390.0	1430.0	669.0	689.0	2128.0	2487.0	382.0	169.0	984.0	3143.0	1417.0	1857.0	2182.0	1033.0	475.0	851.0	1232.0	746.0	411.0	1617.0	1893.0	1918.0	487.0	2956.0	1170.0	1031.0	559.0	1045.0	1726.0	485.0	701.0	1306.0	1758.0	1119.0	2123.0	1283.0	1103.0	226.0	1122.0	995.0	4142.0	313.0	100476.0	1264910.0	1678825.014059
sub-0162	906.0	1089.0	736.0	1101.0	1092.0	2360.0	1165.0	1110.0	418.0	228.0	2118.0	1032.0	343.0	932.0	3625.0	5675.0	401.0	492.0	1817.0	1373.0	1487.0	2481.0	863.0	2124.0	2586.0	1842.0	2352.0	1335.0	1493.0	1800.0	608.0	335.0	267.0	1292.0	679.0	634.0	2347.0	2374.0	275.0	126.0	889.0	2986.0	1716.0	2234.0	1781.0	900.0	473.0	671.0	958.0	791.0	459.0	1700.0	2372.0	2007.0	644.0	3611.0	643.0	1235.0	409.0	943.0	1542.0	521.0	590.0	1371.0	1730.0	1192.0	2168.0	1478.0	992.0	205.0	1050.0	1257.0	4963.0	208.0	102004.0	1348454.0	1593923.271011
sub-0163	731.0	804.0	802.0	773.0	914.0	2294.0	945.0	856.0	323.0	213.0	1684.0	851.0	267.0	465.0	2740.0	4759.0	419.0	762.0	1915.0	1207.0	1575.0	2178.0	992.0	2035.0	1804.0	1836.0	1512.0	1301.0	1434.0	1876.0	575.0	324.0	291.0	1462.0	586.0	638.0	2131.0	2372.0	143.0	143.0	952.0	2084.0	1537.0	1736.0	1906.0	884.0	435.0	1021.0	884.0	1032.0	364.0	1174.0	1976.0	1871.0	317.0	2126.0	651.0	1284.0	647.0	1034.0	1488.0	322.0	534.0	1217.0	2131.0	887.0	1838.0	920.0	1037.0	294.0	903.0	1184.0	4819.0	183.0	90603.9	1184842.0	1344675.479312
sub-0164	709.0	994.0	906.0	1156.0	761.0	2426.0	997.0	1183.0	476.0	225.0	2053.0	995.0	271.0	595.0	2952.0	5044.0	510.0	635.0	2233.0	1283.0	1641.0	2112.0	813.0	1863.0	2127.0	2143.0	1750.0	1425.0	1597.0	1993.0	560.0	377.0	208.0	1172.0	601.0	536.0	1995.0	2190.0	287.0	229.0	1039.0	2671.0	1371.0	2037.0	1991.0	1104.0	391.0	850.0	1103.0	704.0	524.0	1426.0	2060.0	2065.0	213.0	2302.0	811.0	1402.0	386.0	1084.0	2183.0	283.0	591.0	1065.0	1624.0	1093.0	2106.0	1428.0	728.0	274.0	1233.0	1031.0	4302.0	201.0	95699.7	1243836.0	1385993.169429
sub-0165	683.0	1077.0	842.0	938.0	774.0	1843.0	862.0	994.0	300.0	227.0	1680.0	872.0	227.0	459.0	2218.0	4269.0	494.0	464.0	1854.0	1198.0	1240.0	1785.0	820.0	1840.0	2119.0	1570.0	1405.0	1328.0	1752.0	1628.0	609.0	259.0	225.0	1176.0	552.0	485.0	1355.0	1822.0	257.0	134.0	845.0	2371.0	1170.0	1625.0	2179.0	724.0	365.0	764.0	924.0	692.0	218.0	1192.0	1465.0	1969.0	300.0	2210.0	679.0	968.0	444.0	568.0	1174.0	226.0	496.0	848.0	1337.0	771.0	1582.0	1048.0	907.0	286.0	843.0	876.0	4329.0	262.0	81294.6	1084384.0	1267159.926204
sub-0166	640.0	898.0	768.0	1213.0	901.0	1922.0	966.0	1037.0	484.0	174.0	1288.0	1171.0	400.0	831.0	2755.0	4470.0	614.0	515.0	1738.0	1006.0	1168.0	1586.0	554.0	1966.0	2035.0	1781.0	1833.0	1307.0	1707.0	2073.0	594.0	429.0	305.0	1170.0	479.0	530.0	1748.0	2322.0	326.0	291.0	1036.0	1988.0	1297.0	1131.0	1857.0	739.0	449.0	762.0	1019.0	583.0	286.0	1458.0	1624.0	2209.0	340.0	2353.0	474.0	1213.0	477.0	771.0	1907.0	286.0	630.0	814.0	1514.0	833.0	1869.0	1208.0	1261.0	314.0	774.0	1098.0	4091.0	183.0	86842.5	1162848.0	1340410.07163
sub-0167	745.0	959.0	1211.0	1035.0	801.0	2078.0	1146.0	1272.0	413.0	302.0	1665.0	882.0	349.0	685.0	2380.0	4937.0	469.0	451.0	1273.0	1446.0	1394.0	1958.0	806.0	2037.0	2714.0	2332.0	2154.0	1366.0	1757.0	2055.0	607.0	235.0	291.0	1392.0	469.0	810.0	2063.0	1983.0	332.0	121.0	1065.0	2308.0	1395.0	1738.0	2326.0	1152.0	479.0	894.0	999.0	877.0	426.0	1523.0	1651.0	2171.0	530.0	3086.0	681.0	719.0	463.0	577.0	1612.0	269.0	603.0	1129.0	1859.0	1114.0	1853.0	1285.0	1042.0	349.0	1083.0	758.0	4312.0	248.0	93952.7	1231796.0	1553483.641544
sub-0168	870.0	1251.0	1044.0	1063.0	1221.0	2728.0	1116.0	1179.0	465.0	207.0	2109.0	878.0	326.0	606.0	4491.0	5790.0	607.0	579.0	2256.0	1461.0	1460.0	2367.0	737.0	2471.0	2123.0	2196.0	1846.0	1385.0	1958.0	2119.0	677.0	544.0	223.0	1572.0	590.0	740.0	2291.0	2360.0	304.0	253.0	967.0	3242.0	1491.0	1867.0	2267.0	866.0	523.0	842.0	984.0	626.0	395.0	1742.0	2051.0	2375.0	202.0	2549.0	759.0	1353.0	757.0	890.0	1925.0	489.0	937.0	1270.0	1995.0	1011.0	2082.0	1192.0	1054.0	327.0	1360.0	1114.0	4748.0	277.0	104991.0	1440272.0	1642326.665107
sub-0169	783.0	1006.0	884.0	1054.0	943.0	2277.0	992.0	950.0	322.0	279.0	1167.0	1045.0	251.0	693.0	3364.0	5605.0	399.0	521.0	2119.0	938.0	1109.0	2177.0	804.0	2011.0	1933.0	2210.0	1810.0	1194.0	1574.0	1693.0	673.0	130.0	355.0	1548.0	621.0	774.0	2080.0	2603.0	305.0	164.0	1058.0	2861.0	1501.0	1143.0	1736.0	946.0	457.0	859.0	933.0	839.0	432.0	1509.0	1776.0	2445.0	229.0	2448.0	1129.0	1002.0	460.0	707.0	1465.0	404.0	561.0	1145.0	1496.0	910.0	1738.0	1208.0	1064.0	109.0	892.0	1257.0	4773.0	244.0	93095.7	1188887.0	1592950.809898
sub-0170	656.0	868.0	958.0	1078.0	1001.0	2314.0	995.0	1106.0	467.0	225.0	1442.0	934.0	252.0	668.0	3448.0	4727.0	420.0	622.0	1562.0	1057.0	1261.0	2184.0	976.0	2189.0	2268.0	1509.0	1826.0	1195.0	1750.0	1671.0	625.0	430.0	287.0	1530.0	632.0	539.0	1384.0	2029.0	377.0	99.0	981.0	2495.0	1125.0	1899.0	2218.0	857.0	420.0	871.0	1050.0	752.0	422.0	1566.0	1446.0	1935.0	228.0	2511.0	585.0	881.0	595.0	779.0	1437.0	398.0	541.0	1227.0	1375.0	1257.0	1614.0	1308.0	734.0	253.0	906.0	794.0	5140.0	198.0	90356.7	1152500.0	1368473.641263
sub-0171	768.0	954.0	928.0	822.0	729.0	1941.0	874.0	839.0	334.0	202.0	1623.0	747.0	250.0	566.0	2035.0	4058.0	405.0	507.0	1521.0	965.0	1532.0	1750.0	812.0	2007.0	2047.0	1461.0	1244.0	1092.0	1621.0	1891.0	558.0	388.0	234.0	1046.0	662.0	545.0	1723.0	1633.0	198.0	164.0	881.0	2437.0	1253.0	1466.0	2040.0	898.0	470.0	726.0	835.0	667.0	282.0	1220.0	1157.0	1727.0	360.0	2141.0	866.0	878.0	571.0	846.0	1599.0	388.0	520.0	961.0	1704.0	725.0	1307.0	908.0	853.0	225.0	821.0	890.0	3588.0	98.0	79987.8	1131183.0	1408471.73881
sub-0172	688.0	875.0	873.0	875.0	782.0	1954.0	942.0	1046.0	479.0	169.0	1270.0	876.0	220.0	717.0	2662.0	3999.0	346.0	389.0	1631.0	930.0	935.0	1731.0	714.0	1821.0	1891.0	1808.0	1927.0	1365.0	1713.0	1852.0	587.0	132.0	226.0	1179.0	545.0	622.0	1771.0	2074.0	235.0	84.0	928.0	2113.0	1108.0	1417.0	1933.0	940.0	392.0	636.0	858.0	525.0	343.0	1538.0	1418.0	1774.0	326.0	2770.0	695.0	1089.0	449.0	539.0	1298.0	361.0	625.0	1129.0	1408.0	993.0	1871.0	1042.0	720.0	207.0	1108.0	895.0	4155.0	159.0	82702.1	1068311.0	1256739.005345
