Measure:mean	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
sub-0109	94.2044	101.0113	97.0856	95.4625	74.775	90.946	98.0452	88.2426	101.2708	92.7538	93.2924	87.5117	93.8294	92.3974	87.7001	95.0329	97.8799	89.2591	94.526	87.8895	93.6389	100.7047	96.0959	99.5594	96.9783	96.1404	94.6798	97.9571	95.7031	98.5669	83.6882	77.0877	93.8966	93.0379	99.6989	102.2443	95.5661	92.7144	76.9366	89.4394	98.5023	88.938	100.8426	94.1743	94.1677	87.6651	96.3541	92.6119	86.2329	95.509	96.9865	87.833	94.5668	87.7929	91.2194	99.8812	93.6335	98.1609	99.021	95.043	93.9374	95.9235	92.6007	97.0082	85.1455	76.5131	97.0442	92.2766	99.1915	99.5246
sub-0110	99.8625	102.1642	96.4845	92.8231	80.7717	91.8452	99.0496	89.6769	99.7818	92.9288	93.7666	89.641	93.1786	90.1683	90.5625	95.7193	96.8353	90.984	96.0878	91.4087	93.6264	100.7737	95.6407	97.5438	99.1457	95.8365	95.4017	97.5001	93.9603	97.9021	88.7351	76.1707	97.4714	92.1923	96.9833	100.8737	94.9057	93.1127	82.2744	90.5902	95.1467	88.2817	98.7333	96.0412	97.8727	90.6628	95.4854	89.5051	88.628	94.7318	96.5492	93.4677	97.3842	92.616	92.1543	100.875	94.5192	96.82	100.7768	95.9076	94.4847	97.0783	92.2553	96.2018	88.0708	82.7747	96.4897	89.3948	101.2737	100.6368
sub-0111	98.6009	103.4639	96.1448	90.0208	77.1489	90.1113	97.5172	88.0674	100.5059	90.0027	95.9489	87.205	92.2794	90.0239	86.393	97.5935	96.6435	86.1272	94.2305	87.3833	91.729	100.3486	96.3856	97.5631	102.6021	96.079	94.1085	94.6772	93.1301	97.8311	84.9673	70.5991	97.6616	92.4278	98.6149	101.7968	95.6478	90.8877	78.4464	89.2221	95.8541	84.3089	101.7877	93.0761	94.8142	89.282	96.3948	88.6859	85.909	98.281	93.1466	86.8681	93.1825	90.0518	90.8582	99.3365	94.8899	97.9553	100.4293	95.1824	94.1279	93.0512	88.526	94.8305	83.3144	74.445	96.749	93.6118	100.7438	100.9645
sub-0112	98.584	103.4808	96.7812	91.3904	79.3801	91.3329	97.9883	87.0773	105.9592	89.2473	95.8466	88.5911	93.0757	88.9734	88.8351	96.0082	96.1194	85.1231	95.9221	89.463	90.656	104.1366	96.161	100.4757	102.6779	95.19	92.9178	96.467	91.2659	97.1888	85.094	76.5027	99.3114	95.7736	99.4531	102.8706	94.1177	92.8304	77.2482	89.5209	96.2367	88.2723	106.4698	88.9318	96.0771	88.2353	96.988	88.5283	88.4272	97.6059	95.9114	84.8956	94.5237	88.4031	91.104	103.2494	94.219	99.62	103.2699	94.6532	92.8953	93.2328	90.6078	96.7755	87.8774	75.4639	96.513	94.1946	102.2758	101.2372
sub-0113	98.4129	105.0799	98.1161	93.1237	81.3364	91.3491	98.5887	87.4872	99.5597	91.6955	96.0041	88.4772	94.5331	89.2191	88.8932	96.5059	98.226	85.5518	95.373	89.1913	94.8516	101.5503	96.1782	98.0116	103.2792	97.4027	95.6682	98.1971	95.6953	99.4517	89.092	75.8305	97.6837	92.3461	96.3222	103.4723	94.9437	90.6505	76.14	89.0395	95.6383	88.0972	100.2725	92.4851	93.9761	85.4568	96.0838	87.6292	86.5453	95.1319	94.4622	83.5219	91.7405	85.3172	91.8939	100.6992	93.8264	96.9468	100.9837	94.2065	95.1173	96.7896	91.3385	97.4345	91.4025	75.7758	94.6322	91.4403	100.7469	98.7803
sub-0114	97.8973	104.9275	97.1579	91.259	82.6957	91.0123	97.3677	89.4522	103.5585	90.5601	95.7707	89.7679	94.9894	89.0985	90.6821	96.3228	97.0376	88.7931	95.4659	89.2056	92.9503	102.1869	96.1168	99.3497	97.4257	96.6398	94.2504	97.6086	94.2874	98.9004	85.9261	76.7043	97.208	94.95	98.815	103.6344	93.9575	90.7871	81.1522	90.5619	95.2117	86.8329	104.1383	89.2135	97.436	89.1718	96.3631	84.8239	89.7325	97.0698	96.9673	88.398	95.883	87.7117	92.5484	101.6651	94.3206	98.9879	100.366	95.051	94.2695	97.4141	90.5336	99.0934	87.6658	80.514	96.1022	93.805	102.656	102.8455
sub-0115	99.0299	102.5646	97.6102	94.1914	78.8174	88.9982	97.9477	91.1193	100.0309	90.4353	95.4219	89.3148	97.5473	89.7291	87.7393	97.7245	96.584	86.6982	94.7674	92.3945	92.5917	100.7365	95.2019	99.2979	100.0099	96.1021	94.7419	96.6432	93.3627	97.7687	88.8174	76.6206	97.526	92.1205	95.8339	102.0266	95.2872	92.3991	79.7842	89.1386	93.8317	87.0229	101.1834	88.239	95.6813	90.1666	96.7112	86.7739	87.6614	96.3551	96.4388	87.6998	94.9062	90.2031	91.3441	100.1087	93.361	97.3869	99.2134	96.469	94.3163	94.8589	90.9476	95.2777	90.1254	82.0318	95.9224	92.2356	101.4627	100.4995
sub-0116	99.0941	105.7033	97.5827	97.0512	81.7406	90.7119	98.9313	91.1192	102.982	92.3992	97.7725	91.3068	94.5968	88.7356	90.0678	97.8913	97.9302	88.1827	97.0247	97.1284	92.2416	102.414	95.7406	99.6981	101.3929	97.8621	95.9433	97.4368	95.5162	98.0831	91.1008	76.8052	98.0042	95.2356	92.7881	105.7977	93.9341	98.9364	80.3485	89.5002	92.8726	86.892	104.791	92.3934	94.2831	93.7868	98.7635	85.2225	90.534	97.3035	94.7456	86.9494	91.193	97.6684	89.6792	103.858	93.7171	99.9834	102.8011	94.7671	94.8089	95.6974	89.4579	94.5136	86.5741	72.941	95.3409	93.8188	102.636	101.2915
sub-0117	97.7189	101.334	97.3954	97.4259	79.6275	90.4956	94.0662	90.7344	101.2209	94.9966	94.4052	89.9605	90.1142	89.6954	89.2326	94.6275	96.0639	86.4937	94.4262	94.5813	92.827	100.025	94.8502	98.1937	100.3721	95.5581	94.5386	96.4561	95.3009	96.6274	86.7893	75.3306	98.816	92.9887	98.6219	101.1045	97.4536	96.0323	80.2757	89.9772	92.4538	86.8089	102.0424	93.3212	96.5394	90.6858	96.5611	86.95	87.8742	96.1127	98.017	88.1895	95.4132	93.2567	92.8639	100.7039	94.4781	97.8217	100.7197	96.8531	94.5275	94.3139	91.6381	96.4319	87.725	77.049	94.136	91.4905	100.734	101.1863
sub-0118	97.1493	103.3937	95.9994	93.9245	80.4299	90.5878	98.7897	89.0006	100.4725	91.6001	94.6899	89.7689	95.8418	88.7423	86.831	96.2443	95.4666	85.7886	93.8562	89.8371	93.0295	100.9949	95.1717	98.038	98.9808	94.9082	94.1468	97.9336	91.9166	98.3478	86.4671	79.2182	94.5867	92.1655	97.8667	100.3503	94.9683	92.4098	80.0473	89.6851	97.0343	87.7154	101.8093	92.1284	94.9496	88.6889	94.6576	88.2364	87.6023	96.3565	96.3079	87.8919	94.0669	90.0212	93.2645	100.3276	94.8985	96.9269	100.7592	95.7005	94.3133	97.9399	91.767	99.2008	85.6104	78.6672	94.8771	90.5193	100.6697	100.0658
sub-0119	98.1529	102.7753	96.3058	90.9922	84.0888	90.7553	97.8213	90.2399	101.3763	91.0078	94.4147	86.3396	92.6659	89.4426	88.8021	96.8308	96.9101	89.4077	95.8901	85.5909	94.2412	100.3734	97.0955	97.434	97.4606	97.4252	95.9886	99.0595	95.4539	98.8029	87.899	81.3834	95.6988	94.3694	96.3958	102.9081	95.2965	92.7269	80.748	90.7225	97.1221	90.9837	101.0305	93.4461	95.8888	89.0094	95.1088	91.6272	89.0087	97.3725	96.5488	90.6963	95.1481	87.4102	92.8125	100.2463	95.1143	97.4229	102.1929	96.2103	95.8901	98.2119	94.3761	99.3205	90.2568	80.5244	94.3834	91.7691	99.9942	99.887
sub-0120	100.9024	101.3078	95.5944	92.7766	81.5263	92.4525	99.4267	93.1884	99.6614	95.7877	94.2386	88.7234	91.1716	93.2737	88.1121	94.6904	97.5304	85.578	96.0642	90.4981	94.3592	99.1174	94.476	96.7605	98.0155	95.0944	93.259	97.4168	96.8594	99.7213	89.6759	77.4896	95.6887	94.5335	95.6738	101.6048	93.0013	91.5522	79.8183	89.9924	97.5805	86.9499	101.5077	93.1433	94.9054	87.6899	94.9518	88.3182	89.0066	96.8671	97.5646	87.2667	93.5405	88.6672	93.6002	99.2235	94.1062	97.2715	102.7394	93.7772	92.6276	97.0223	92.1977	98.7045	84.5746	79.1554	94.7711	92.707	99.036	99.4506
sub-0121	97.7279	101.0708	98.2397	91.7875	75.7174	90.382	100.9186	88.9753	100.0022	93.324	93.468	82.972	92.3982	88.939	85.5378	95.7139	96.4577	88.5645	96.8851	85.8167	94.8095	98.5955	97.0992	97.285	96.8768	96.0687	95.5584	99.8732	95.8041	100.2674	92.5171	75.0566	96.9629	92.5933	97.9136	101.0858	94.4617	92.959	77.0556	87.4494	95.9076	87.852	100.0185	91.264	94.2416	86.1125	95.9523	88.9215	87.1428	96.4785	94.4454	87.7549	93.4164	88.6936	91.0272	99.4105	93.7052	96.9189	98.4568	94.7115	93.8003	97.6656	91.5326	96.9479	88.9678	77.1301	91.8116	91.2184	99.2089	99.3122
sub-0122	94.5803	106.4568	98.4324	94.9516	79.3293	90.5234	97.9188	89.3634	104.5033	92.6175	94.1634	87.8376	95.7782	91.0421	87.7841	95.2588	96.276	84.8655	95.8014	88.8918	91.921	102.733	95.2088	99.9173	104.4064	96.614	95.384	96.6305	94.2874	97.3669	89.0069	73.1986	99.299	91.8817	94.2157	105.1215	95.6612	93.8048	77.4162	88.774	93.8384	85.9579	104.6436	92.4833	94.5119	89.6593	96.6783	88.9291	87.6562	94.3759	96.4377	86.3044	93.5854	89.4306	90.463	102.4377	93.8447	99.1894	104.4795	95.6031	94.4148	94.4811	90.581	94.8118	87.1667	73.2929	96.9719	91.7583	101.4277	101.1297
sub-0123	99.1693	103.6312	97.3673	92.4281	85.2428	94.1679	99.7122	90.5648	100.1348	95.6299	94.6644	88.6152	94.6485	94.59	90.3371	97.0072	98.8862	89.4887	96.3277	87.4885	94.2601	100.4964	96.3865	98.1714	100.3297	96.1577	96.2836	99.0226	97.6301	99.5445	95.014	81.8493	97.0273	95.3563	99.2478	100.0265	95.5394	91.9213	83.9314	91.7547	98.5881	89.6748	101.6048	93.7867	94.9074	85.4728	97.5952	92.0506	90.5661	97.6391	97.2167	89.7791	95.6124	85.0846	92.8711	99.6123	94.6419	97.9654	99.1986	95.6993	95.8416	98.3621	94.4159	97.3883	94.7899	80.25	98.1498	93.0147	99.9462	99.9332
sub-0124	99.5878	104.2996	96.9243	95.4747	83.0357	91.5536	95.8307	91.2519	102.6715	94.7486	97.3672	91.4434	91.9761	89.8027	89.6272	96.7931	96.8188	89.2562	97.6828	91.5332	92.9458	101.6187	95.7655	99.8171	102.3109	96.6568	95.2805	96.1804	92.9451	97.0388	84.5185	73.677	98.4326	93.3382	101.2011	104.0656	95.547	93.5547	80.3018	89.816	95.4959	92.2102	101.2165	92.3289	97.2518	91.8454	94.1511	90.7219	87.9908	96.0333	96.1249	87.5584	94.2026	91.4002	92.8858	100.9928	95.1227	98.2371	102.4514	95.5713	93.8932	96.2156	93.9522	98.5019	89.1036	76.9064	95.9022	93.0258	100.8396	100.4749
sub-0125	95.0987	105.4715	96.9387	90.5515	84.0257	90.9767	96.9486	91.252	102.4512	88.3224	92.8027	87.3064	93.8966	92.9072	90.4313	96.2465	98.5504	86.1161	96.5252	85.8669	91.6628	102.7763	95.0506	98.552	94.8336	95.8804	94.4837	97.8017	96.4835	98.0147	88.3169	78.0039	99.6198	93.7059	99.0306	105.8523	94.6847	92.9074	79.0615	90.0312	95.4522	89.7666	102.5802	90.3413	94.2755	88.4625	92.9145	91.2157	88.6411	97.0837	97.8995	89.3009	93.9438	86.5115	92.5064	101.3847	94.3786	97.7229	101.7508	94.0913	94.3834	95.4522	94.6045	98.0048	85.8681	81.075	95.1651	92.1131	99.8479	99.8152
sub-0126	97.8093	103.4139	96.0758	96.056	80.8889	92.3583	98.4188	89.4851	102.4811	95.2854	94.7506	89.9799	92.4723	90.2276	88.3077	94.6571	98.5685	86.9751	97.3147	92.7313	92.7967	101.6862	95.1055	100.0349	101.478	98.015	93.8437	99.693	94.1065	97.7026	85.7537	83.6031	99.3365	93.818	97.9034	102.8537	96.0338	94.5833	78.8301	90.1241	95.8387	86.4395	103.135	92.3574	95.2961	88.8506	95.8785	89.1308	88.4367	95.7766	98.8533	83.5004	94.0332	90.5423	91.8182	100.784	94.7421	99.5715	102.3192	95.0368	93.2574	96.9152	91.384	97.9608	89.5858	80.2331	97.2999	91.7029	101.1622	101.2848
sub-0127	101.6468	104.2015	96.7308	93.1758	83.0388	93.7517	99.0666	90.9055	102.9872	94.6612	93.6677	89.645	92.2023	91.5838	88.9333	96.3107	95.324	84.4273	94.295	89.6236	93.993	101.2469	96.3805	100.0188	101.4009	95.9957	95.3947	96.7015	95.6479	100.7664	87.3309	80.4139	100.1472	93.4657	98.9389	101.4681	95.1151	92.957	80.9496	89.7336	97.0487	87.7476	101.4061	91.3956	92.7501	88.8869	95.4843	89.0284	87.3307	96.01	95.607	83.2115	93.4035	90.1206	92.6503	100.7638	94.8682	98.6892	99.8741	93.6508	94.0424	94.9581	91.9302	98.7775	84.8211	79.3973	93.6874	90.8495	101.5828	100.9454
sub-0128	96.2247	103.5731	96.8319	94.1719	82.8328	88.9382	97.9422	89.1081	101.6003	91.438	93.604	89.8275	94.5404	92.0038	90.207	95.4271	96.3175	87.1241	95.2278	92.3533	93.9329	101.1038	95.7266	99.6382	99.738	97.3264	94.2048	96.7386	94.56	99.8026	88.242	76.5708	95.4343	92.0232	98.524	103.5429	95.4361	93.219	82.1185	88.3271	96.167	89.4956	101.0514	92.4312	95.9162	90.3735	96.4426	92.5941	89.7719	95.7822	97.5418	85.9816	93.4508	91.7361	92.5557	101.9755	95.1475	97.3178	103.4172	94.5922	93.806	95.4527	94.4258	98.2724	82.7492	76.4544	99.7426	91.7575	101.9161	101.7535
sub-0129	95.3976	101.7213	97.8821	92.1562	83.2361	91.8999	99.3608	89.7016	100.9057	92.864	94.1813	88.1429	95.1712	91.1227	90.1616	96.2804	96.4272	87.0	94.9584	88.6169	94.853	100.2431	96.7338	98.2055	99.4634	95.443	94.6321	98.4668	95.6028	98.8682	86.8303	77.1906	95.5563	94.7386	98.0917	102.7744	95.8637	91.7805	80.5585	91.3664	96.4046	88.0475	101.7888	93.2104	96.1391	88.0407	94.1448	91.6211	87.7965	96.4774	95.9468	89.9127	94.8303	87.9354	93.0418	98.8517	95.1522	98.1954	104.9313	95.5134	94.5634	97.0508	92.3195	97.4271	86.0912	77.0123	95.073	92.1369	99.985	99.7831
sub-0130	95.5376	102.998	95.5577	92.0656	81.9648	90.0142	93.8837	88.1525	101.8687	88.6415	94.7348	86.8847	94.289	88.5208	90.1262	95.8411	97.3548	83.0733	93.9252	85.2093	91.6013	101.0867	94.541	96.6292	104.8857	96.1343	94.0594	94.1131	93.2187	95.852	87.4409	78.5516	96.0392	94.056	96.3744	104.1888	94.6608	92.7269	81.1219	89.3306	91.4245	86.7475	102.5851	88.2281	95.9134	87.9562	94.499	87.5638	88.9981	94.7297	94.1759	86.329	93.94	90.2656	89.5973	100.8884	92.707	95.7859	102.9459	95.4827	92.0463	94.2723	90.7608	95.4005	85.6227	75.0165	96.2159	92.7991	100.5174	100.2599
sub-0131	97.8925	101.7292	97.0964	91.9288	79.8944	91.234	99.9132	90.7123	101.5607	93.4715	94.3521	88.0088	95.194	92.5088	91.2225	97.8501	98.2392	91.262	96.236	88.8158	96.0077	99.5235	97.0473	100.1733	99.7495	97.677	94.7945	100.6366	95.0639	100.1442	91.6616	79.7432	98.0902	92.5585	97.1805	100.6335	94.7084	91.6384	80.7732	89.8182	95.7725	87.0974	101.8825	90.8	95.8962	87.6721	95.6539	90.3478	89.3486	96.5353	96.1899	91.4103	95.4185	87.3095	93.7547	99.6862	95.3686	99.3763	101.1507	96.3811	93.9269	99.0465	91.8986	98.7745	88.8511	82.9929	95.2845	92.1876	99.9338	99.6471
sub-0132	95.4537	105.517	96.2753	93.1942	80.4829	91.5883	98.1274	89.38	101.7046	92.8793	95.0108	89.3604	95.9337	90.1176	88.0731	98.0154	97.1449	86.2573	96.0004	91.199	92.6099	101.2146	95.3317	98.8578	102.3676	96.0844	95.6808	98.1091	94.5014	98.0983	86.5495	78.1239	94.364	94.8257	98.568	102.4081	95.1356	93.3303	78.8513	91.251	96.261	85.0896	101.4092	93.9679	96.8439	89.9623	97.1009	88.3852	89.5932	96.7998	95.145	87.1968	93.4545	91.268	90.4739	99.5875	93.4147	98.1523	102.06	95.7652	94.4735	96.4758	89.492	95.9291	85.3673	74.8053	93.0055	91.9272	101.4787	99.8238
sub-0133	98.4587	100.772	98.1354	91.5978	84.9724	92.7559	99.8225	90.353	99.7947	92.6393	93.9547	88.9164	95.6017	92.4728	89.04	95.4173	98.4703	88.509	97.1689	86.8886	92.4593	100.6168	94.6649	99.824	96.9533	97.0031	94.5953	99.7097	93.645	98.9399	90.3663	78.4066	98.7973	91.1167	99.0766	102.9402	95.7357	95.6721	82.3305	92.0371	96.5317	88.9989	99.9484	92.8317	96.3708	89.474	96.5402	89.5985	89.5115	95.0452	95.0051	88.34	93.1746	90.0635	90.8279	98.641	93.9213	98.8367	100.9612	94.9451	95.277	98.154	91.1251	97.9565	91.8673	78.6984	95.9614	89.5057	100.5238	99.6588
sub-0134	96.5012	102.6891	95.7682	92.1854	78.8291	91.2411	97.8968	90.6071	100.7977	93.2968	94.2935	89.0781	93.1719	90.0595	89.5653	95.9063	96.9538	86.9582	96.2778	90.2839	89.8885	100.1893	94.693	98.2447	97.4635	95.4586	94.3221	97.0839	93.2304	95.1366	85.1553	76.8874	99.1508	93.008	99.1449	100.2858	94.7735	92.7104	79.9264	89.4469	94.8513	88.152	100.9513	90.6385	94.9736	88.9366	93.6145	87.8036	86.7493	94.9562	95.8581	86.315	94.6785	91.1912	91.0871	99.5103	94.0217	97.8898	98.9964	94.4005	94.6069	94.4088	91.92	97.0625	89.1048	77.1031	96.2321	92.5321	100.6145	100.8869
sub-0135	96.9709	100.1576	97.9327	92.7227	81.283	91.6955	97.8492	92.3517	101.5911	92.2991	95.0596	86.6623	91.6552	92.9793	86.8529	95.9769	97.5568	87.9087	96.716	88.5902	94.3235	100.1313	96.6484	99.2988	100.0345	97.8029	95.9403	97.1485	96.1123	98.9237	88.436	77.6659	97.0596	94.5589	98.9322	103.0935	96.7326	94.823	78.7074	90.9392	95.7525	87.9368	101.5562	92.5745	96.4821	90.7668	94.7419	90.0664	87.7519	96.3238	98.1817	87.5796	95.8353	92.9968	93.6152	99.9612	96.384	99.1798	100.901	96.8674	95.4235	96.1998	93.8255	98.879	89.1219	78.3486	95.7339	92.1488	100.1236	100.5735
sub-0136	96.8422	102.9232	96.4455	89.0143	78.658	88.8306	98.7696	89.615	100.0659	91.6612	92.7297	85.1795	91.9496	88.4607	87.5959	93.689	94.7501	84.1813	96.3652	84.3931	91.18	100.9181	93.0687	98.2767	100.0798	94.9434	93.2159	95.9356	94.452	97.3692	86.4693	72.0097	98.1425	93.647	95.1684	104.137	95.5572	90.5157	77.2408	87.3754	95.2372	84.7537	100.582	91.4978	94.6808	86.2847	91.1002	85.4861	87.7144	95.0779	95.4692	85.6318	93.9747	86.368	89.8064	100.3735	92.6262	97.522	100.6862	94.1503	92.7026	96.66	89.0363	95.3147	86.676	75.6268	96.9243	91.3462	100.0797	99.5385
sub-0137	98.8536	105.7456	96.9431	94.0543	77.8191	89.4477	96.4015	87.2062	105.2245	87.9864	94.8482	88.345	93.4458	88.0072	88.0732	97.2039	96.8629	85.7692	94.5622	90.2772	88.7127	103.5967	94.5151	99.3538	103.3853	95.6274	94.0718	95.0849	93.2826	96.652	85.1423	75.0705	95.6111	95.7193	95.9944	104.9982	93.7326	91.8361	71.7267	86.2557	92.1761	82.6712	105.9604	87.7925	96.3835	89.1799	97.4581	85.4504	87.7621	97.5218	98.195	88.3144	93.442	88.385	86.8192	101.8849	92.7475	98.2011	104.6164	94.1932	93.9666	94.2324	88.0026	93.7999	88.585	72.4936	91.7232	91.9346	102.0379	101.238
sub-0138	97.3195	102.5845	96.7338	93.7766	80.9276	91.1514	99.3249	90.7288	101.4045	94.6188	94.6235	87.2461	95.0178	89.8901	86.6049	96.965	95.5503	88.0011	98.2353	85.6	93.1176	100.2247	95.988	99.4878	99.4691	97.3429	94.5305	99.1097	94.0183	99.0212	89.13	75.3029	94.7395	92.7341	96.7857	101.2619	95.9272	93.593	79.4457	89.2648	96.148	87.6358	102.2395	91.4963	94.9117	85.2181	95.5718	87.8742	86.7883	97.1144	97.0537	85.8593	95.6949	83.4343	93.6804	100.5927	95.2099	98.6883	100.985	95.3324	93.2255	96.511	91.5724	98.223	85.2589	77.4891	94.9007	92.0582	100.8443	100.801
sub-0139	99.0655	105.0766	96.4221	96.0445	85.1213	91.3635	98.9222	90.8755	100.7005	92.126	95.1778	89.5677	95.3802	90.535	91.2452	97.1502	98.3248	91.7556	97.7903	92.0667	93.5948	101.4891	96.5786	98.8951	94.2764	97.4604	94.5492	99.6437	94.2942	97.4403	87.1449	80.9552	101.7865	93.5657	98.7655	102.5337	94.8319	96.1044	79.2253	86.9847	96.2854	88.952	100.5938	89.7604	98.4768	88.5938	97.4398	87.5992	87.6581	96.7042	97.814	90.7819	96.9986	92.0138	92.2202	100.2866	94.5644	98.0557	101.3663	95.9493	93.7288	97.4508	92.723	96.12	87.6263	79.769	99.8227	94.3158	100.1682	99.2986
sub-0140	98.7108	104.5807	97.4441	93.9258	83.165	90.9354	99.247	92.4112	101.2102	93.3784	94.0047	88.2073	93.8728	93.0041	90.4406	94.9225	98.6493	86.6183	94.248	88.8168	93.6495	99.1488	95.7314	97.7876	98.817	96.991	94.5705	98.1762	95.6802	99.2992	89.2047	81.6343	97.7452	93.7091	98.4387	103.6461	96.385	93.6329	82.7198	88.7636	96.5144	88.3717	102.2565	90.2798	93.7777	89.0358	95.1731	86.4046	90.2032	94.9473	97.7919	86.6902	92.4109	86.3766	94.0155	101.4582	94.69	98.5097	98.8828	95.4369	94.4665	97.574	90.0578	98.4735	89.6986	79.3136	95.5472	91.9203	99.7934	99.9933
sub-0141	96.4505	102.8425	97.336	93.4515	78.894	90.8665	96.3779	85.9694	100.8631	89.8832	91.8634	86.1872	93.804	86.0272	88.7416	96.1765	94.733	88.691	95.0824	90.5212	91.6236	101.5144	95.7922	98.2839	99.629	96.492	93.6354	98.305	92.4181	98.5998	92.059	73.7259	95.8471	92.6067	97.05	101.5222	94.8526	90.7335	77.9944	89.9097	94.369	85.5612	99.8562	90.2143	93.3617	86.8439	95.0693	88.2756	85.517	96.4266	95.5937	85.4089	94.0358	86.8707	90.4621	99.8885	92.9105	96.819	99.5682	94.8556	93.5036	96.4037	91.5121	96.2363	86.5942	78.8094	96.8561	91.6199	100.2641	99.2785
sub-0142	97.5747	103.8043	97.5746	92.3694	80.5108	90.6002	98.9553	86.4439	102.3103	93.5603	93.9769	88.8051	94.0657	89.4167	87.5579	96.0774	95.5578	84.9063	93.6729	87.6012	92.1849	102.4	95.2886	99.5864	95.1145	95.7476	94.5389	95.6235	91.6459	98.127	85.531	74.6987	93.773	92.6085	97.3838	103.5103	95.4168	94.5252	77.9882	89.3908	94.4501	83.6045	102.8047	93.2377	93.934	89.2798	95.6661	87.0154	86.5913	95.0123	93.0537	83.4954	91.5502	91.0133	89.6077	101.0073	92.2876	98.9628	104.037	95.2115	92.5975	95.1478	87.9086	95.9189	87.2057	75.1098	93.0892	91.2598	101.2346	101.5141
sub-0143	97.9879	100.8278	96.9528	91.1724	80.8935	90.1849	100.9044	91.0751	100.3094	91.4408	93.951	86.214	92.6549	92.7578	89.9979	97.0057	97.511	86.6044	96.7089	87.7606	94.0378	99.5644	96.2399	99.4173	97.1154	96.121	94.1639	100.428	95.0091	99.0857	89.6274	77.4021	95.4824	92.341	98.6155	102.6691	95.3801	90.2488	77.5479	88.7395	97.2501	88.9601	100.106	89.0547	94.3274	86.6826	95.6302	90.6245	86.5501	93.6707	95.744	87.0748	96.0398	86.2955	92.3407	100.1686	94.2683	98.7123	99.7564	94.7099	93.5829	98.8918	92.0108	99.4	89.81	78.3071	92.1305	90.8768	99.3505	99.8759
sub-0144	98.4158	101.4397	96.7771	95.2283	78.2537	91.2375	100.2704	89.3639	100.2864	97.2195	96.0886	90.5731	93.3647	91.2449	88.9355	95.5996	97.295	88.491	97.5293	92.2548	94.8327	100.9637	96.6929	99.2543	99.391	97.8844	94.8871	99.2003	95.9811	99.8156	93.0578	78.2543	94.7568	92.8334	94.0955	100.9949	94.8037	92.7957	81.7793	89.6897	95.5225	87.2534	98.6564	94.7108	95.0056	88.9234	95.537	88.9389	86.9505	96.7233	95.4936	88.8113	95.8694	91.6118	93.359	100.9919	94.6531	97.8695	100.206	97.3066	94.5687	97.2541	89.5262	97.1857	91.0987	78.2134	92.2417	90.2338	100.9884	100.7169
sub-0145	95.7096	104.7605	97.104	93.3096	76.8359	89.7025	97.6932	90.589	103.7252	91.5332	93.0853	90.3575	91.308	87.501	88.6367	97.4665	95.7503	84.2035	93.432	92.5373	89.9215	102.7118	94.5006	98.6079	101.9801	96.2104	93.9483	97.3694	92.4064	95.6825	87.4127	74.3771	95.3057	92.3399	99.3471	102.1281	95.7729	90.5616	76.6116	90.582	96.2836	90.4551	104.6936	91.2663	95.1109	90.5286	96.8152	89.9934	90.3323	95.9928	96.0648	87.3151	93.8997	91.6178	91.1241	102.3334	93.93	98.0335	103.034	95.4704	93.6192	95.395	91.7727	96.6358	88.5354	75.3327	100.2648	92.3364	101.92	102.6775
