Measure:volume	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus-Proper	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus-Proper	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	WM-hypointensities	Left-WM-hypointensities	Right-WM-hypointensities	non-WM-hypointensities	Left-non-WM-hypointensities	Right-non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	BrainSegVol	BrainSegVolNotVent	BrainSegVolNotVentSurf	lhCortexVol	rhCortexVol	CortexVol	lhCerebralWhiteMatterVol	rhCerebralWhiteMatterVol	CerebralWhiteMatterVol	SubCortGrayVol	TotalGrayVol	SupraTentorialVol	SupraTentorialVolNotVent	SupraTentorialVolNotVentVox	MaskVol	BrainSegVol-to-eTIV	MaskVol-to-eTIV	lhSurfaceHoles	rhSurfaceHoles	SurfaceHoles	EstimatedTotalIntraCranialVol
sub-0079	5574.7	114.7	12390.1	52529.1	7584.1	4011.4	5348.9	1755.8	724.0	1906.0	21905.1	4218.6	2045.8	1076.0	899.6	4224.4	26.4	399.0	5363.1	472.5	12390.3	52677.3	7240.2	4343.5	5321.2	1847.0	4155.6	1602.6	830.0	3981.3	46.6	421.0	0.0	1030.1	0.0	0.0	0.0	0.0	0.0	209.1	641.3	332.3	503.5	409.3	812.6	1252818.0	1237550.0	1237816.425587	290815.920441	292007.307653	582823.228094	231906.493603	233964.70389	465871.197493	60558.0	748212.228094	1122591.425587	1110816.425587	1108864.0	1573004.0	0.749885	0.941535	14.0	18.0	32.0	1670680.937755
sub-0080	4732.0	585.2	14584.5	53978.1	7228.5	3763.3	5093.0	1803.3	820.1	2097.0	20858.8	4247.9	1613.1	796.0	896.4	3858.5	32.6	444.4	4624.2	681.0	14613.8	55771.5	6711.3	3719.0	5084.0	1805.1	4358.0	1588.7	760.1	3969.5	27.2	387.8	0.0	947.0	0.0	0.0	0.0	0.0	0.0	133.5	955.3	645.0	653.0	542.9	746.2	1167264.0	1152858.0	1153107.83809	245394.484165	248492.081435	493886.5656	230010.441552	233526.830939	463537.272491	58140.0	661350.5656	1028065.83809	1017254.83809	1015242.0	1448664.0	0.937518	1.163531	10.0	10.0	20.0	1245058.25468
sub-0081	4202.3	364.3	16089.4	65567.8	8953.9	4356.7	6635.7	2235.7	818.4	2110.0	24952.8	4973.9	2140.3	681.0	895.5	4857.5	38.7	459.7	3494.1	482.7	16572.6	64942.4	7746.3	4381.9	6627.7	2225.2	5271.7	1979.8	647.7	4727.5	17.0	484.0	0.0	1238.3	0.0	0.0	0.0	0.0	0.0	175.2	935.1	540.9	740.5	590.6	683.9	1441285.0	1429029.0	1429083.388459	314696.851677	322912.828804	637609.680481	276924.066353	281954.641625	558878.707978	70028.0	838449.680481	1278578.388459	1269705.388459	1266351.0	1734848.0	0.794575	0.956416	24.0	16.0	40.0	1813905.93453
sub-0082	9440.0	490.7	15050.4	61708.8	7719.9	4392.2	5689.6	2055.4	1116.4	2848.5	23107.8	4373.3	1654.9	924.4	777.2	4453.3	89.1	676.3	6013.3	589.0	13803.5	61512.8	7412.0	4574.2	5822.0	2001.8	4464.5	1829.1	632.1	4479.4	65.5	664.0	0.0	1126.1	0.0	0.0	0.0	0.0	0.0	181.0	875.5	486.9	455.1	496.3	1079.6	1226108.0	1204055.0	1204105.47753	241620.313593	242669.895058	484290.20865	252336.109559	252133.15932	504469.26888	64098.0	671768.20865	1072491.47753	1055143.47753	1052804.0	1546427.0	0.736599	0.929035	6.0	4.0	10.0	1664552.018743
sub-0083	12395.5	337.6	15122.3	59973.6	8125.3	3955.8	5294.4	1955.5	1027.7	1751.2	20958.0	4182.8	1460.9	1377.9	669.8	3718.5	29.7	431.3	9814.3	207.5	14181.1	58870.5	7397.4	4117.3	5112.3	1986.8	3921.4	1616.0	723.6	3615.7	14.6	665.2	0.0	1306.3	0.0	0.0	0.0	0.0	0.0	198.4	1257.8	601.7	518.9	680.8	1126.5	1291206.0	1263837.0	1263787.985604	279114.44213	274315.993952	553430.436082	253352.926487	251376.623035	504729.549522	59396.0	730960.436082	1142563.985604	1119162.985604	1117473.0	1604502.0	0.786213	0.976978	10.0	12.0	22.0	1642311.48061
sub-0084	5591.5	147.0	14945.5	59143.5	6944.9	3757.1	5837.6	2094.9	763.3	1791.0	21417.5	4080.1	1612.1	952.5	809.4	4320.1	87.0	581.1	6031.5	287.0	14021.3	58162.2	7005.6	4187.5	5555.0	1931.9	3862.3	1634.1	651.1	4470.5	26.4	487.4	0.0	1581.2	0.0	0.0	0.0	0.0	0.0	162.4	1002.8	587.3	596.3	756.9	957.4	1267408.0	1251650.0	1251528.168058	260709.011246	263422.127041	524131.138287	262853.781753	259306.248018	522160.029771	60211.0	701413.138287	1121058.168058	1108583.168058	1106586.0	1550841.0	0.921638	1.127745	14.0	9.0	23.0	1375169.673746
sub-0085	3514.3	249.3	12364.7	50754.7	6282.2	3235.8	4763.1	1519.2	601.7	1195.9	16911.6	3495.2	1115.0	682.3	699.6	3651.1	35.8	400.9	3201.9	183.7	12074.1	49533.1	6259.3	3223.5	4707.2	1517.9	3669.1	1286.9	514.2	3410.2	17.9	370.9	0.0	628.4	0.0	0.0	0.0	0.0	0.0	148.9	875.7	411.8	632.0	401.9	869.7	972448.0	962921.0	962788.840212	209288.301106	206096.634594	415384.9357	188440.146248	184764.758263	373204.904512	50986.0	566099.9357	848279.840212	840964.840212	839619.0	1215460.0	0.947918	1.1848	9.0	8.0	17.0	1025878.102196
sub-0086	5140.1	564.8	15284.6	57876.6	7989.3	4293.5	6082.2	2060.3	934.7	1531.2	24783.3	4293.4	1657.9	872.6	794.6	4896.1	41.7	517.0	4607.4	424.8	14671.9	57507.6	7331.7	4394.0	5965.4	2010.8	4729.0	1890.0	735.6	4649.3	18.0	580.3	0.0	953.7	0.0	0.0	0.0	0.0	0.0	167.4	885.7	561.7	607.5	508.7	778.1	1291429.0	1277219.0	1277800.721161	287800.46237	283737.234154	571537.696523	249041.55795	247512.466688	496554.024637	65319.0	752238.696523	1146203.721161	1135117.721161	1132724.0	1605554.0	0.829136	1.030814	8.0	11.0	19.0	1557559.838422
sub-0087	3577.5	256.5	14772.4	59310.9	7409.6	4081.7	4940.1	1780.3	720.7	1364.0	21416.3	4304.0	1559.1	771.7	809.5	4076.7	0.0	447.8	3363.6	291.9	13768.7	56845.3	7075.8	4262.4	5571.3	1693.2	4415.8	1730.5	714.2	4070.2	27.3	449.6	0.0	2020.4	0.0	0.0	0.0	0.0	0.0	112.1	569.6	366.7	432.7	368.0	693.3	1145501.0	1135006.0	1134823.915896	254389.379316	257096.497339	511485.876655	210058.210991	210376.82825	420435.039241	59999.0	687041.876655	1001290.915896	993429.915896	992019.0	1419720.0	0.955211	1.183877	21.0	12.0	33.0	1199212.396541
sub-0088	16307.5	449.9	13485.8	62110.1	8328.7	4264.5	5424.0	1841.2	1171.7	3030.4	20101.0	4385.2	2336.8	943.2	728.3	4120.8	57.1	661.6	8901.4	389.2	13315.7	61083.5	8155.1	4493.4	5387.5	1888.5	5052.8	2120.0	651.6	4124.4	22.0	709.1	0.0	1622.9	0.0	0.0	0.0	0.0	0.0	187.9	880.4	472.3	435.2	470.7	943.1	1398974.0	1367947.0	1367902.601079	318813.906666	317512.256377	636326.163043	259411.965862	257154.472174	516566.438036	65105.0	825523.163043	1247170.601079	1221003.601079	1217953.0	1734109.0	0.799425	0.990934	29.0	41.0	70.0	1749974.361296
sub-0089	9311.2	521.0	13277.9	64469.2	6431.6	4027.7	4744.0	1955.1	1051.2	2453.7	21071.5	4233.0	1457.2	1210.1	711.2	3750.9	45.9	699.4	8535.3	612.2	12285.7	62138.2	6268.2	3991.9	4847.7	1913.6	4415.8	1602.5	617.2	3785.3	48.2	623.6	0.0	791.5	0.0	0.0	0.0	0.0	0.0	170.0	774.7	535.9	428.8	431.5	847.7	1134176.0	1109753.0	1109709.784688	245227.619117	247453.412271	492681.031387	204361.426634	206763.326666	411124.7533	56199.0	674385.031387	981305.784688	961426.784688	959973.0	1457659.0	0.895274	1.150619	20.0	25.0	45.0	1266847.45001
sub-0090	9083.7	455.2	11826.8	50541.4	7245.4	3380.5	5587.5	1896.4	1191.6	2371.5	20148.7	3987.0	1282.3	1170.5	827.4	3789.4	13.6	656.8	8268.5	414.5	12246.1	50290.3	6881.1	3666.7	5464.0	1779.8	4227.2	1333.4	713.9	3798.5	18.3	623.0	0.0	861.4	0.0	0.0	0.0	0.0	0.0	194.9	961.1	561.1	521.5	504.4	994.5	1107339.0	1083879.0	1083356.04701	224381.198761	224921.105067	449302.303828	228998.155057	224813.588125	453811.743182	57371.0	606765.303828	980544.04701	961623.04701	960865.0	1415879.0	0.802848	1.026547	17.0	21.0	38.0	1379263.516306
sub-0091	5386.8	158.9	12357.5	50865.0	8213.4	3391.5	5182.5	1899.3	873.9	1374.5	21013.5	4599.0	1604.5	800.6	1022.3	4156.2	46.3	407.7	9094.3	319.2	12375.5	50902.7	7743.1	3643.1	5416.6	1968.1	4324.7	1586.5	834.8	4176.4	52.9	466.9	0.0	1036.5	0.0	0.0	0.0	0.0	0.0	161.3	634.7	488.7	396.3	396.0	968.4	1215053.0	1197099.0	1197020.395213	269161.817169	271421.806364	540583.623533	235821.266526	234064.505153	469885.771679	61314.0	703306.623533	1088429.395213	1073306.395213	1071800.0	1526024.0	0.76777	0.964267	19.0	23.0	42.0	1582574.563044
sub-0092	11918.5	697.8	18260.0	73250.1	7888.3	3976.8	4869.2	2090.7	1040.0	2569.4	25612.8	4205.8	1576.1	865.0	767.2	4652.6	40.4	573.4	11649.4	668.3	17691.6	72585.3	7396.4	3996.2	4902.3	2094.9	4143.5	1614.7	644.9	4573.8	17.5	563.3	0.0	1487.0	0.0	0.0	4.7	0.0	0.0	171.0	889.0	535.2	450.7	667.1	946.7	1326741.0	1297126.0	1296768.773247	274343.882942	275150.788519	549494.671461	251391.357347	254740.74444	506132.101787	61013.0	756196.671461	1143897.773247	1118497.773247	1116905.0	1650008.0	0.750992	0.933975	14.0	15.0	29.0	1766651.713107
sub-0093	6448.4	529.7	11575.1	54713.9	6772.0	3601.6	4026.8	1551.2	949.7	1731.4	18669.4	3342.9	1452.1	974.9	682.9	3366.6	21.3	281.7	6095.6	439.3	11147.4	55343.0	6630.8	3691.8	3940.8	1507.1	3480.8	1525.7	662.0	3422.1	34.6	555.6	0.0	865.0	0.0	0.0	0.0	0.0	0.0	219.1	934.9	577.3	743.7	732.7	886.9	1104454.0	1087119.0	1086877.668636	242573.860291	238581.349425	481155.209715	211822.163562	211446.295359	423268.458921	51248.0	642009.209715	971006.668636	957198.668636	955766.0	1389664.0	0.756066	0.951309	9.0	13.0	22.0	1460791.342004
sub-0094	3380.2	330.9	12630.7	54627.6	6698.2	3212.3	4475.5	1429.6	737.1	1991.1	18274.7	3819.1	1471.6	950.7	753.0	3614.8	40.4	338.8	3059.7	372.4	12787.8	54330.4	6373.1	3723.7	4427.2	1400.1	3937.1	1329.9	638.5	3669.8	24.0	337.5	0.0	857.1	0.0	0.0	0.0	0.0	0.0	163.8	732.0	423.1	596.8	503.6	746.4	1101509.0	1090472.0	1090839.986479	253531.754091	250582.527457	504114.281549	201337.408611	200322.29632	401659.704931	52030.0	664754.281549	967041.986479	959600.986479	957343.0	1352222.0	0.899121	1.103769	13.0	10.0	23.0	1225095.466245
sub-0095	5644.7	388.6	16259.0	59977.1	7072.1	3494.9	5345.8	1943.4	979.9	2197.8	21328.9	3920.0	1345.9	994.5	770.6	3862.1	19.7	403.2	6045.7	407.4	16591.9	60396.1	6750.7	3692.5	5315.2	1827.8	3981.7	1356.0	603.0	3966.5	22.5	508.7	0.0	799.4	0.0	0.0	0.0	0.0	0.0	136.9	852.7	550.7	511.3	428.0	919.8	1193464.0	1176761.0	1176621.614052	254539.513699	258905.907839	513445.421537	226167.130737	228359.061778	454526.192515	56923.0	690697.421537	1039288.614052	1026509.614052	1024946.0	1500727.0	0.856243	1.076686	10.0	3.0	13.0	1393838.718019
sub-0096	6403.2	466.2	12275.1	49451.9	6598.4	3475.7	4699.8	1722.7	960.7	1563.1	18704.6	3783.0	1363.6	865.9	678.6	3868.7	19.8	566.6	6819.3	273.3	12349.4	50511.1	6578.8	3503.6	4793.3	1596.8	4210.5	1467.5	621.5	3822.1	33.3	572.2	0.0	648.6	0.0	0.0	0.0	0.0	0.0	214.7	906.5	609.5	672.6	719.3	947.5	1120942.0	1103258.0	1103125.106738	257359.810031	255866.311003	513226.121034	207513.879376	205133.106328	412646.985704	54432.0	666900.121034	996257.106738	981773.106738	980286.0	1397747.0	0.884343	1.102722	8.0	10.0	18.0	1267541.963561
sub-0097	4664.7	344.2	12081.9	54409.1	6941.5	3200.1	5358.3	1628.4	691.7	2182.6	18686.2	3457.6	1432.3	696.3	767.8	3735.7	21.7	346.3	4022.3	460.7	11785.0	55801.1	6797.1	3426.8	5487.6	1656.8	3542.7	1353.1	780.7	3721.8	17.0	400.7	0.0	692.3	0.0	0.0	0.0	0.0	0.0	119.5	955.9	617.8	673.0	726.7	930.8	1117961.0	1105184.0	1105377.086941	236219.300895	236010.686665	472229.987559	223167.573338	222460.526043	445628.099381	55015.0	637163.987559	983870.086941	974427.086941	972609.0	1401215.0	0.865535	1.084833	11.0	16.0	27.0	1291641.31448
sub-0098	20234.5	603.6	13561.9	65736.3	8202.0	4629.4	5941.7	2085.8	653.5	1593.6	22351.2	4795.7	1882.4	1241.7	696.2	4450.2	66.0	638.2	21374.5	407.8	13205.3	63333.5	8213.3	4758.7	6079.3	1981.7	4865.9	1925.7	688.0	4054.0	36.4	784.3	0.0	1368.6	0.0	0.0	0.0	0.0	0.0	134.7	1023.0	342.7	408.1	461.2	1038.5	1371387.0	1324428.0	1324230.888377	295096.238076	299964.813613	595061.051689	253422.057701	255055.778987	508477.836688	66949.0	790068.051689	1215624.888377	1171975.888377	1170647.0	1717680.0	0.7758	0.9717	19.0	15.0	34.0	1767706.388905
sub-0099	12679.1	512.8	16451.4	62296.8	8468.6	4065.1	4936.9	1964.2	750.9	1722.6	24640.7	4882.5	2059.3	1039.5	822.4	4446.8	14.5	796.8	16036.4	444.2	16513.1	62267.6	7673.7	4490.2	4907.6	1936.2	4817.3	2114.0	593.8	4526.7	8.1	838.0	0.0	1521.6	0.0	0.0	0.0	0.0	0.0	152.6	1111.2	519.7	549.7	590.4	1108.3	1374230.0	1340357.0	1340108.33574	284082.464666	284382.810918	568465.275585	275757.185847	275789.874309	551547.060155	64374.0	756959.275585	1216797.33574	1186158.33574	1184511.0	1708225.0	0.768594	0.955394	21.0	18.0	39.0	1787979.018134
sub-0100	5471.3	330.0	14770.2	59894.4	8483.7	4193.4	5567.5	2119.1	865.2	1540.7	23538.7	4428.4	1372.2	750.4	831.4	4388.1	27.1	489.4	7181.0	451.3	14892.3	60122.9	7682.1	4615.0	5465.8	1983.9	4250.1	1752.8	691.3	4400.7	24.0	584.3	0.0	1956.4	0.0	0.0	0.0	0.0	0.0	151.5	958.5	609.8	543.0	526.4	1064.6	1343032.0	1326269.0	1326802.840814	298377.892239	305752.295615	604130.187854	254406.589277	255669.063683	510075.652961	63646.0	788018.187854	1193562.840814	1179749.840814	1177222.0	1637471.0	0.80767	0.984739	19.0	22.0	41.0	1662847.267452
sub-0101	5978.9	404.1	14457.4	54469.3	6998.8	4317.2	4672.4	2153.2	701.2	1953.0	22372.6	4288.8	1487.6	1153.7	815.3	4301.0	67.6	591.2	7900.8	362.4	14902.3	54268.1	6877.8	4780.7	4712.8	2071.7	4375.4	1648.8	690.8	4312.2	82.5	630.5	0.0	1164.6	0.0	0.0	0.0	0.0	0.0	139.1	918.4	686.9	535.7	526.3	1076.0	1189286.0	1170530.0	1170557.027432	242559.425154	244018.069937	486577.495091	243228.270261	244129.26208	487357.532341	60068.0	655185.495091	1050703.027432	1035441.027432	1033987.0	1483056.0	0.821288	1.024157	16.0	12.0	28.0	1448074.530533
sub-0102	11670.0	407.0	14353.7	62675.7	7780.4	4336.6	5827.7	1887.3	1055.0	2949.0	22431.9	4261.0	1682.2	1187.7	890.7	4441.3	36.7	727.3	7712.0	235.6	13254.2	60830.9	7613.5	4433.4	5637.1	1868.9	4381.8	1651.2	759.9	4185.5	31.5	689.2	0.0	1087.7	0.0	0.0	0.0	0.0	0.0	159.1	1071.0	546.4	448.6	493.3	1085.1	1392075.0	1366345.0	1366960.953065	305997.209253	308904.406976	614901.616229	267851.798303	271582.538534	539434.336836	63077.0	801001.616229	1239836.953065	1219072.953065	1216716.0	1726118.0	0.798244	0.989791	19.0	21.0	40.0	1743921.110547
sub-0103	4899.1	204.4	11838.4	50143.2	6800.1	3783.0	5147.1	1705.0	909.0	2006.9	18507.9	3910.6	1398.7	954.2	742.2	3739.5	133.8	513.9	5744.6	311.6	11702.4	49764.4	6821.7	3874.1	4940.2	1645.4	3722.0	1419.4	867.8	3596.4	14.0	400.9	0.0	650.8	0.0	0.0	0.0	0.0	0.0	164.1	889.2	490.6	495.1	532.7	916.6	1058026.0	1042847.0	1042655.6787	225414.619983	222868.841689	448283.461672	209205.116029	207820.101	417025.217029	55490.0	603306.461672	933683.6787	922173.6787	921010.0	1330384.0	0.809986	1.018493	10.0	12.0	22.0	1306228.032015
sub-0104	4121.3	288.3	12230.8	52830.1	6546.9	3552.9	5102.9	1642.2	656.8	1321.7	17362.0	3338.3	1634.1	734.0	806.9	3550.3	35.6	360.7	4088.6	436.1	11342.5	51237.9	6231.2	3639.2	5145.1	1522.8	3375.9	1408.5	728.4	3539.1	37.6	365.3	0.0	622.2	0.0	0.0	0.0	0.0	0.0	121.5	905.3	490.6	479.8	485.6	879.4	1041874.0	1030459.0	1030746.661436	227568.338941	224184.940301	451753.279242	201068.793332	198136.588861	399205.382193	53352.0	609104.279242	915229.661436	906305.661436	903973.0	1288557.0	0.932663	1.153488	9.0	10.0	19.0	1117095.897251
sub-0105	4214.4	290.3	12533.6	48109.3	7582.4	3018.9	6072.5	2037.3	669.4	1381.9	19694.3	4043.0	1522.9	815.4	627.8	4016.6	64.9	478.1	2969.2	521.9	12310.7	48098.4	7101.6	3115.0	6191.4	2080.0	3942.9	1544.4	626.3	4018.5	73.0	587.3	0.0	962.0	0.0	0.0	0.0	0.0	0.0	149.9	1009.8	493.2	653.5	534.9	983.9	1156302.0	1145351.0	1145549.171464	245865.21023	243918.140012	489783.350242	240278.828881	236302.992341	476581.821222	59217.0	644895.350242	1035443.171464	1027135.171464	1025374.0	1447743.0	0.84098	1.052945	9.0	14.0	23.0	1374946.138192
sub-0106	6925.2	339.5	12435.4	52613.8	6339.9	3412.9	5271.0	1778.0	955.5	2383.5	18523.5	3576.2	1552.5	867.6	746.8	3522.0	20.7	468.7	9456.2	466.0	12792.4	52346.4	6189.7	3558.8	5180.8	1685.3	3527.1	1422.0	711.9	3549.5	21.2	517.2	0.0	1118.7	0.0	0.0	0.0	0.0	0.0	144.5	817.6	543.8	441.9	443.1	867.8	1119302.0	1097629.0	1097399.401949	253731.671628	251391.263494	505122.935122	205662.932588	204665.53424	410328.466827	53394.0	663086.935122	987883.401949	970246.401949	968986.0	1398832.0	0.907933	1.134677	15.0	13.0	28.0	1232802.279774
sub-0107	11788.4	380.2	12835.6	55907.7	7007.5	4345.7	5490.2	1919.1	615.8	2038.4	20520.0	4166.0	1550.0	782.3	747.8	4129.0	106.8	449.3	7446.2	514.4	12230.3	54963.3	7052.6	4428.9	5609.2	1949.1	4241.5	1488.0	762.7	3959.3	68.1	509.9	0.0	687.1	0.0	0.0	0.0	0.0	0.0	134.3	1003.0	671.3	517.9	519.9	1069.6	1257232.0	1233475.0	1233858.922184	282744.562229	284347.593116	567092.155346	237263.20772	234860.559119	472123.766839	60313.0	737564.155346	1121762.922184	1101192.922184	1099170.0	1538525.0	0.820673	1.004291	10.0	18.0	28.0	1531951.741104
sub-0108	16362.8	538.9	14969.8	65317.1	8027.8	4607.9	5871.3	2144.9	1035.0	2036.1	20567.3	4255.1	1604.2	1481.7	847.7	3799.0	67.2	666.0	10957.3	350.0	14273.6	63150.5	7915.9	4745.6	6049.8	2054.1	4698.0	1470.9	726.7	3870.2	18.9	789.1	0.0	1522.4	0.0	0.0	0.0	0.0	0.0	167.1	1191.7	656.6	496.1	580.8	1318.9	1395972.0	1362511.0	1362293.551485	297408.807276	304728.689931	602137.497207	269810.29561	268846.758667	538657.054277	64524.0	795286.497207	1236943.551485	1207791.551485	1205470.0	1729697.0	0.759767	0.941399	17.0	15.0	32.0	1837369.163244
sub-0109	6291.8	516.3	14627.4	60556.3	8045.9	4590.2	6385.3	2057.5	1241.1	2016.7	22262.9	4467.0	1760.3	1154.6	789.5	4329.9	20.7	591.5	6345.4	393.2	13702.5	58481.3	7791.8	4987.1	6163.7	2020.1	4801.7	2105.0	679.7	4562.6	19.1	577.5	0.0	1379.3	0.0	0.0	0.0	0.0	0.0	177.9	910.6	598.3	611.0	489.5	936.4	1383174.0	1364880.0	1364563.596574	305754.92879	305639.17927	611394.10806	269796.4075	269586.081014	539382.488514	67020.0	798157.10806	1233897.596574	1219815.596574	1217989.0	1719779.0	0.771463	0.959204	15.0	17.0	32.0	1792922.374976
sub-0110	5467.5	290.7	17687.3	71591.5	8803.6	4770.7	5825.0	2248.6	897.9	1763.8	26905.5	4796.0	1804.3	1078.8	917.7	4744.5	33.9	498.5	4559.5	250.4	16160.0	69963.9	8149.5	4980.7	5688.9	2181.2	4770.8	1858.6	862.0	4597.3	22.7	484.0	0.0	1260.0	0.0	0.0	0.0	0.0	0.0	196.2	1115.3	664.5	553.8	564.8	1211.4	1369639.0	1355261.0	1355487.892558	275721.113407	278850.041592	554571.154999	279391.806181	280657.931378	560049.737559	68171.0	762929.154999	1194944.892558	1184063.892558	1182443.0	1705082.0	0.815162	1.014806	6.0	10.0	16.0	1680204.683201
sub-0111	10434.6	550.3	11402.8	52169.6	6006.3	3598.9	4962.0	1714.0	894.5	2371.6	17043.3	3875.9	1439.0	912.6	672.1	3490.3	56.8	761.2	6143.4	515.9	11555.0	51460.6	5791.7	3750.8	4709.6	1581.8	4293.2	1666.7	605.6	3411.7	38.1	562.2	0.0	843.8	0.0	0.0	0.0	0.0	0.0	164.1	787.1	409.7	332.7	400.8	814.3	1040477.0	1018030.0	1017732.885426	239274.813358	238076.035681	477350.84904	182098.002737	180912.033649	363010.036386	52919.0	632903.84904	912968.885426	894528.885426	893516.0	1327684.0	0.753679	0.96172	10.0	10.0	20.0	1380530.526494
sub-0112	11962.1	433.2	14054.5	57387.7	6659.1	3110.9	5091.5	1867.5	967.0	1781.9	19416.0	3472.5	1298.0	980.5	670.1	3686.7	39.6	509.4	12909.9	486.8	13557.4	55829.2	6521.1	3313.1	5143.0	1731.1	3422.1	1376.2	640.5	3766.1	28.6	503.1	0.0	1222.8	0.0	0.0	0.0	0.0	0.0	169.7	737.8	501.2	457.3	397.1	827.1	1094904.0	1065066.0	1065152.205866	235394.728283	237286.392573	472681.120856	199807.053779	200120.031231	399927.08501	53444.0	638972.120856	953896.205866	927540.205866	925867.0	1376076.0	0.863852	1.08569	10.0	6.0	16.0	1267466.560021
sub-0113	4943.8	219.9	11636.0	51311.7	6171.7	4085.6	4595.3	1665.5	616.9	1603.8	18290.8	3278.9	1122.9	798.1	650.5	3285.3	42.3	355.1	5436.6	203.8	11250.6	50692.5	5692.9	4047.2	4457.5	1523.5	3364.5	1404.8	696.3	3335.7	19.5	393.6	0.0	988.3	0.0	0.0	0.0	0.0	0.0	159.1	753.9	513.0	418.1	461.0	835.6	1059534.0	1045706.0	1045826.31156	237597.200047	236298.316145	473895.516192	199355.08835	197618.707018	396973.795368	50879.0	626703.516192	934658.31156	923604.31156	921547.0	1306715.0	0.818928	1.009977	7.0	14.0	21.0	1293806.7876
sub-0114	3990.2	241.7	15291.8	61903.6	7028.2	3383.7	4856.0	1778.8	982.2	1805.9	21534.6	3931.4	1612.9	879.1	591.9	3873.0	61.8	370.6	4127.6	223.1	15169.3	59044.5	6920.2	3517.5	4815.7	1727.4	3978.6	1388.7	604.7	4005.5	26.2	427.8	0.0	679.6	0.0	0.0	0.0	0.0	0.0	197.3	998.8	590.6	513.6	512.6	856.3	1102843.0	1090531.0	1090354.517859	235630.08401	233884.735456	469514.819466	207774.867516	208176.830877	415951.698393	55624.0	645225.819466	951334.517859	942485.517859	941175.0	1408714.0	0.920887	1.176293	9.0	14.0	23.0	1197587.80593
sub-0115	8507.0	364.9	12465.0	47282.7	6735.8	3775.6	5050.8	1900.9	933.2	1159.6	18255.4	3886.1	1610.1	892.0	631.6	3595.5	38.9	755.9	8357.7	309.4	11819.5	48150.0	6242.5	3797.2	5076.8	1840.5	3920.0	1550.4	691.5	3597.5	22.5	558.8	0.0	805.4	0.0	0.0	0.0	0.0	0.0	128.9	845.2	443.0	395.0	408.5	784.6	1053787.0	1032477.0	1032109.490825	223777.648083	223046.482065	446824.130148	205698.215391	206068.145285	411766.360676	55171.0	597005.130148	933984.490825	915501.490825	914062.0	1318879.0	0.756972	0.947397	11.0	12.0	23.0	1392108.138436
sub-0116	3393.2	212.6	12039.0	48497.8	7453.9	3427.8	5345.7	1993.3	759.4	1824.1	20904.9	4067.6	1384.4	888.8	592.1	4540.9	108.7	344.3	2948.9	260.8	12644.1	50560.3	7784.4	3497.8	5594.0	1980.5	3998.6	1552.6	617.0	4348.9	117.4	497.4	0.0	1593.1	0.0	0.0	0.0	0.0	0.0	135.5	704.2	321.7	543.6	631.1	799.9	1074004.0	1063668.0	1063325.550779	234671.049433	238832.047748	473503.097181	202749.98322	205303.470377	408053.453598	59742.0	631718.097181	949791.550779	942691.550779	941725.0	1383955.0	0.82943	1.068798	13.0	16.0	29.0	1294870.702796
sub-0117	4815.7	332.9	12798.3	56117.5	7135.6	4313.4	6394.2	2178.9	758.9	1652.5	19258.9	4113.8	1766.5	739.2	822.8	4249.4	32.6	393.5	4161.9	425.4	12553.4	56834.8	6579.7	4161.6	6363.5	2058.9	4131.8	1608.8	768.8	4139.9	34.2	407.0	0.0	1495.5	0.0	0.0	0.0	0.0	0.0	134.9	802.0	567.3	488.6	506.1	754.1	1139686.0	1126977.0	1126710.822312	247710.687825	247536.328699	495247.016525	216361.119085	216090.686703	432451.805788	62532.0	670007.016525	1001820.822312	992032.822312	990425.0	1411933.0	0.844541	1.046284	19.0	12.0	31.0	1349473.739635
sub-0118	9111.2	359.6	14523.8	60413.1	7948.1	3554.5	4979.2	1731.8	875.5	1995.0	22584.9	4274.7	1807.2	877.7	672.7	3987.1	53.4	448.5	12166.1	433.6	14299.4	59329.1	7665.8	3819.3	5124.6	1787.2	4537.0	1903.5	715.0	4134.1	27.2	523.5	3.0	933.9	0.0	0.0	0.0	0.0	0.0	154.4	1203.5	734.6	585.0	704.5	1124.1	1308833.0	1282660.0	1282580.978248	276459.778402	280882.096776	557341.875178	258180.6881	260299.41497	518480.10307	60192.0	736301.875178	1160029.978248	1137446.978248	1136032.0	1624110.0	0.75704	0.939399	14.0	7.0	21.0	1728881.825442
