csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
32573.205078125	n/a	n/a	1061013689.0615883	23452.83203125	n/a	550035330.286026	n/a	23385.072265625	n/a	546861604.8685036	n/a	n/a	n/a	n/a	-0.2413272236	0.1012921782	-0.2097922012	0.1520812363	-0.1130906874	0.0059730072999999995	-0.0556593304	0.1328483074	-0.10556642050000001	0.1132222259	-0.0617903023	-0.0619913856	0.041761380099999995	-0.0410076475	0.10662547369999999	-0.07942983990000001	0.1268336726	-0.0971789543	0.015105724899999999	-0.0874862857	0.197885372	-0.1208736634	-0.0191631976	0.0308776861	-0.094102462	0.043996778	-0.0018867463	0.0197104504	-0.0346694521	0.0048656213	-0.0397117367	0.047043527	-0.1283051636	0.050206044400000004	-0.2228666952	0.0972225107	-0.0300553769	0.0732715602	-0.22825136010000002	-0.196569178	0.17102347690000005	0.0991336169	-0.011287626399999999	0.077102903	-0.0122050701	0.0445402881	-0.1146752787	0.1146240548	-0.0819761544	0.0106038114	-0.0744244619	0.0072642914	-0.027054850699999997	0.1383744918	-0.0732935405	0.0340325449	-0.0096342887	-0.2073167444	-0.0286457382	0.0041649888	-0.09271975460000001	0.0575192289	-0.0747116283	0.013773848600000001	-0.0147826172	0.10497489380000001	-0.0187979279	0.0005840916999999999	-0.0092555064	0.0705847439	-0.1346091562	0.057692148799999995	-0.1232459308	0.0330112984	0.11110588789999999	0.11109021890000001	0.1110641056	0.1110275503	-0.102374	n/a	n/a	0.010480435876	-0.205536	n/a	0.04224504729600001	n/a	-0.8519299999999999	n/a	0.7257847248999998	n/a	0.00922315	n/a	8.50664959225e-05	n/a	-0.00027895400000000004	n/a	7.781533411600003e-08	n/a	-0.000281111	n/a	7.902339432099996e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31729.328125	-843.876953125	712128.3120155334	1006750263.263916	23399.314453125	-53.517578125	547527916.8762245	2864.1311683654785	23250.208984375	-134.86328125	540572217.817112	18188.104629516598	1.434185	32.953976000000004	0.12330494999999995	-0.2051307139	0.0472175297	-0.21244293329999997	0.13745368689999998	-0.10341304970000001	-0.0062529280000000005	0.0193246405	-0.021208085499999998	-0.0406446315	0.1371865905	-0.1614629711	0.0059146215	-0.09941457529999999	0.0136467497	-0.0440893879	0.0581716846	0.029387765299999997	0.0021117392999999997	0.0285468615	-0.0650720298	0.09261939220000001	-0.0301950605	-0.1033869301	-0.033010662999999996	-0.0952650792	-0.0779888725	0.0349889171	-0.1215381668	-0.0993818794	-0.0244077268	0.0076710680000000005	0.0145630311	0.014096581399999999	-0.0448363137	-0.226187458	-0.1265146983	0.0194416883	-0.17524327239999998	-0.08744394259999999	-0.2006209157	0.1657382728	0.08897118960000001	0.0052941692000000005	0.0229045766	-0.06419149980000001	-0.0775119197	-0.139392254	0.10457590359999999	0.0798644624	0.09642707029999999	-0.0267233092	0.0078220432	-0.021074773300000002	0.0361038642	-0.0337138253	0.0005162014	0.0252754582	-0.117824636	0.092307949	0.0069789437	-0.1189990079	0.0707869939	0.0180528411	0.037464517	-0.1356705408	0.0175853279	-0.0398589933	0.077841109	0.0890270126	0.020604380800000002	-0.0043316009	-0.039561326	-0.0123109798	-0.027317433199999998	0.1110641056	0.1109231287	0.1106882998	0.1103598175	-0.0965325	0.0058415	3.412312224999999e-05	0.00931852355625	-0.195397	0.010139000000000007	0.038179987609000016	0.00010279932100000018	-0.8064529999999999	0.04547699999999999	0.6503664412089998	0.002068157528999999	0.0083847	-0.0008384499999999993	7.030319409000001e-05	7.029984024999989e-07	-0.0005922130000000001	-0.00031325900000000003	3.507162373690001e-07	9.813120108100002e-08	-0.000195871	8.523999999999996e-05	3.8365448641e-08	7.265857599999994e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32110.0859375	380.7578125	144976.51177978516	1031057618.9136351	23433.98046875	34.666015625	549151440.6097566	1201.732639312744	23400.537109375	150.328125	547585137.0072365	22598.545166015625	1.351465	31.053286	0.13134849999999998	-0.1566266861	0.0399444452	-0.1828022276	0.10569086230000001	0.0088832819	0.20517848789999998	-0.0095477482	-0.16671258320000001	0.0055647308	0.029053541699999998	0.0237663698	0.034600116	-0.1366014187	-0.0386531023	0.0108286557	-0.0234559654	0.1000945121	0.11041802630000001	0.0414449452	-0.07979381719999999	0.0244579464	-0.0580360449	-0.0228506684	-0.0106017903	0.018275586599999998	-0.06256662660000001	0.0423086152	0.0293565875	0.059079318	-0.053810953200000004	-0.1177496224	-0.0795452019	0.0441718614	0.0476889037	-0.1567386994	0.043700503099999996	0.022741051499999998	-0.133866569	0.0520369898	-0.17421077199999999	0.12321417109999999	-0.0393560876	-0.1913728507	0.0116798756	-0.1102046943	-0.074039214	-0.0311011532	-0.1062195016	0.0930081867	0.066319904	-0.0435293684	-0.030493520299999997	-0.0445694855	0.061845513	0.038715284700000005	-0.0774146868	0.0902549624	-0.0605955478	0.0765364876	-0.0553343272	0.0414497692	0.0795208634	0.0441028449	-0.07619213679999999	0.0072732334999999985	0.0313483778	0.0481494307	0.0163248437	0.007278303000000002	-0.0723249039	0.1669392432	0.059030821	0.0497263679	0.0833172648	0.11098055650000001	0.1105891995	0.1099379598	0.1090283678	-0.0752159	0.0213166	0.00045439743556000017	0.005657431612810001	-0.194391	0.0010060000000000069	0.037787860881	1.0120360000000141e-06	-0.768524	0.03792899999999988	0.5906291385760001	0.001438609040999991	0.00715988	-0.0012248199999999995	5.1263881614400014e-05	1.5001840323999994e-06	-0.000590966	1.2470000000001189e-06	3.492408131559999e-07	1.555009000000296e-12	0.0	0.000195871	0.0	3.8365448641e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32026.9609375	-83.125	6909.765625	1025726226.8921508	23431.71484375	-2.265625	549045260.5188142	5.133056640625	23377.48046875	-23.056640625	546506593.0667877	531.6086769104004	1.074574	24.691004	0.08336496	-0.20610727760000008	0.0823451698	-0.1941399791	0.1503296705	-0.047796015899999995	0.0458772642	-0.017486298100000002	-0.04098786	-0.0123707111	0.0510769921	-0.0261239765	-5.80432e-05	0.0026064359	0.0628795371	0.0285732446	-0.0418072415	-0.0018459326999999998	-0.0863984102	-0.0009077483999999999	0.0158298138	-0.093782164	-0.0268986	0.0905331418	-0.0127720607	0.07477802809999999	0.1556873061	-0.0559838387	-0.0602701451	0.0798531745	0.0498092972	-0.0449398051	-0.0322729573	-0.0348203602	0.032543306699999996	-0.2214992396	0.0304731723	-0.0120918159	-0.10899060529999999	-0.0374903125	-0.1772561764	0.1704800547	0.0335748722	-0.052344191500000005	0.0334990559	-0.04576867849999999	-0.017925086899999998	-0.0483033895	0.0064278412	0.0092004358	-0.0228931559	-0.0178031584	-0.0456700263	0.0062524754000000005	0.004950524600000001	-0.0396874957	0.0657364401	0.012482579099999998	0.0865444097	-0.051278841299999996	0.0274214367	0.0625540794	-0.1681796933	0.0171356592	0.034741948599999996	-0.014180186200000004	0.015607628799999999	0.0496796821	-0.0515353176	-0.0619328503	-0.1058434145	0.06575423450000001	0.1410681715	0.0796501235	0.0193681585	0.11085527220000001	0.11008893369999999	0.10881562460000001	0.10704120869999999	-0.060348300000000014	0.014867599999999996	0.00022104552975999985	0.003641917312890001	-0.194655	-0.00026399999999998647	0.037890569025	6.969599999999286e-08	-0.807513	-0.03898900000000005	0.652077245169	0.001520142121000004	0.00748289	0.00032300999999999944	5.59936427521e-05	1.0433546009999963e-07	-0.0007804789999999999	-0.000189513	6.091474694409999e-07	3.5915177168999995e-08	-7.23642e-05	-7.23642e-05	5.23657744164e-09	5.23657744164e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32056.6796875	29.71875	883.2041015625	1027630712.5869752	23455.75390625	24.0390625	550172391.3105621	577.8765258789062	23363.19140625	-14.2890625	545838712.6850739	204.17730712890625	1.209455	27.790236	0.24855866	-0.17567470289999998	0.022852878700000002	-0.1693024949	0.1060295326	0.0018428569	0.03986757	0.0391489196	0.001325491	-0.09383796369999996	0.0988738594	-0.023310024300000003	0.016345306	-0.0723276815	-0.0011419355000000001	-0.0352716329	-0.0058450815	0.022907877599999998	0.0825989435	0.023450551	-0.032870587799999997	-0.1023485209	-0.0250447527	0.1031601851	-0.038020228999999996	0.081457954	-0.05263350940000002	0.0201322375	0.0680269529	-0.0321178972	0.0290870846	0.0590973049	-0.0505505738	0.09665998699999999	0.0850729414	-0.1822838175	-0.0783144892	0.0237394248	-0.0069524686	-0.0593297107	-0.1596534912	0.12236385570000001	-0.00916477	-0.031965711699999996	-0.0096732265	-0.0663529644	0.0594623799	-0.1042629719	0.0237277023	0.0270479689	0.09068678320000001	-0.015727378400000002	-0.0367776593	0.0026679231	-0.0099104606	0.048184022800000004	-0.0460146055	0.12187627	0.0941449499	-0.004156663	0.013724995700000001	-0.0096068048	-0.0216809214	0.0897292587	-0.0327282667	0.08196563280000001	-0.0648111451	-0.0284736786	0.08883291089999999	-0.0552461807	-0.0728218566	0.0241122459	-0.0305954811	-0.04477262940000002	-0.1153149486	0.1106882998	0.10942308369999999	0.1073250918	0.10441029119999999	-0.0427744	0.017573900000000003	0.0003088419612100001	0.0018296492953600004	-0.211167	-0.016512	0.044591501889000004	0.00027264614399999994	-0.697822	0.10969099999999997	0.4869555436840001	0.012032115480999995	0.00597611	-0.00150678	3.57138907321e-05	2.2703859684e-06	-0.00129697	-0.000516491	1.6821311808999996e-06	2.66762953081e-07	0.0	7.23642e-05	0.0	5.23657744164e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32119.93359375	63.25390625	4001.056655883789	1031690134.0669098	23431.564453125	-24.189453125	549038212.7209512	585.1296424865723	23387.271484375	24.080078125	546964467.48386	579.8501625061035	1.041082	23.92145	0.07753705000000001	-0.1580225818	0.0349972119	-0.16178473300000001	0.1163454505	0.026022893199999998	0.0062557304	0.0012280401	-0.1579244316	-0.0163050184	0.1213642009	0.0142436723	0.0695839879	0.0085122857	-0.0076645177	-0.0074706528000000015	-0.0466485962	0.048869377900000004	-0.0118846888	0.0011279439	-0.0730698997	-0.0258767095	-0.0021515826999999998	0.0621359241	-0.0008755474000000001	0.0295036262	0.050671918200000006	0.0674228281	0.0633520288	0.0280150568	-0.12570550390000002	0.14744869289999998	-0.0268047386	-0.14657505810000002	0.0895449486	-0.1692718466	0.0322057819	-0.0039112971	-0.1352649507	0.0867068516	-0.1515690232	0.1349355313	-0.0381080774	0.0155949776	0.0018905106	-0.1087467481	-0.0098569376	-0.10643916689999999	-0.0939582632	0.064637341	-0.0564336076	0.0072030036	-0.0397968107	-0.0155117455	0.0651259959	-0.0005771573999999999	-0.008894356800000001	0.0823738502	-0.0106703408	-0.0603576815	-0.0014995206	0.0752264988	0.0317888793	-0.1305930186	-0.0573921317	0.022998206299999997	-0.0497956216	-0.1536590638	-0.124227135	0.0835435614	-0.0238689802	-0.060712798099999986	-0.035854834599999996	-0.0591903603	-0.042838189299999996	0.110479702	0.1085926509	0.1054714048	0.10115143789999999	-0.0438433	-0.0010688999999999976	1.1425472099999951e-06	0.0019222349548900003	-0.240897	-0.029729999999999982	0.058031364608999984	0.0008838728999999989	-0.699204	-0.0013819999999999946	0.4888862336160001	1.9099239999999843e-06	0.00641191	0.00043580000000000013	4.11125898481e-05	1.8992164000000007e-07	-0.000825647	0.000471323	6.816929686089999e-07	2.2214537032899999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32509.30859375	389.375	151612.890625	1056855145.2436676	23512.583984375	81.01953125	552841605.6222878	6564.164443969727	23510.486328125	123.21484375	552742967.3849525	15181.897720336914	1.698916	39.036835	0.3504646	-0.1424027374	0.018196298899999998	-0.1292626182	0.0684289818	0.0732253957	0.0917339947	-0.0003197938	-0.1243816502	0.0094903017	0.1430062788	0.15328311	0.0888175147	0.1373881422	-0.15856251429999998	0.1837805187	0.029294199700000002	-0.0470865898	0.0507854402	-0.1278839857	0.0821761025	0.0388111759	0.1932103633	0.014201765	0.1520874247	-0.009266651400000001	-0.0855036126	0.0268693011	0.1202822315	0.06064447980000001	-0.0015216914	0.0886813855	-0.061321978099999994	0.0383758541	0.02786016	-0.1348624425	0.129876228	0.0104986645	0.0044871706	0.204466084	-0.1230409989	0.0759029637	-0.0803677796	-0.064429153	-0.0059881136	-0.051534085800000004	0.1086103424	-0.12585599890000002	-0.13609047900000001	0.0377006883	-0.2625988991	-0.0663213928	0.1179793161	-0.0031169313	0.0103019449	0.1238520892	-0.0177409426	-0.15606431880000002	0.02544631	-0.1570854727	-0.0050594541	0.12039261710000004	0.1321614935	-0.06503019019999999	-0.0304117411	0.048548931600000005	-0.08674479759999999	-0.0551663247	0.0044706671	-0.11811504630000001	0.1070298616	-0.0390193843	0.0484081704	0.062417451	0.066566884	0.1102295573	0.10759888449999999	0.103260836	0.0972842479	-0.0440925	-0.00024919999999999803	6.210063999999902e-08	0.00194414855625	-0.135115	0.10578199999999996	0.018256063225000004	0.011189831523999992	-0.501456	0.19774800000000006	0.25145811993600004	0.03910427150400001	0.00659845	0.0001865399999999998	4.35395424025e-05	3.4797171599999926e-08	-0.000216941	0.000608706	4.7063397481e-08	3.70522994436e-07	0.000138462	0.000138462	1.9171725444e-08	1.9171725444e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33290.3203125	781.01171875	609979.3048248291	1108245426.50885	23585.08984375	72.505859375	556256462.9377594	5257.0996437072745	23800.828125	290.341796875	566479419.435791	84298.35901260376	2.651435	60.92332800000001	0.73970245	0.19097848620000002	-0.0782660069	0.10641889310000001	-0.1429391531	0.008920802700000001	0.17486819690000002	-0.19051416940000002	0.0265649188	0.0277880225	0.059418376900000014	0.017996402800000002	0.0777584477	0.0750294273	-0.0434153122	-0.0910987806	-0.18641015309999998	0.060721491600000004	-0.0167427392	0.0430739272	0.109992029	-0.1852478669	-0.2526832289	-0.1668651276	0.08949535119999999	0.0790384117	-0.21276210899999998	-0.3384580997	-0.19554107199999998	0.1151119089	-0.033752350800000004	0.082290554	0.0874031478	0.08673433539999999	-0.0547257705	0.2273915242000001	0.09068026970000001	0.1139698518	0.11338017140000001	-0.052103953	0.0875151073	-0.1476795498	-0.033158427000000004	-0.1539641433	0.17660427210000001	0.0148184757	0.017962064099999998	-0.025759146099999998	-0.0787558949	0.0093943153	-0.050571089900000005	0.1075287458	-0.036272040400000004	0.0442327412	0.0946522714	-0.0678618067	0.0410299636	-0.0973264361	0.08870594820000001	0.0766861053	-0.30541623739999996	-0.256792095	-0.1114253691	0.2607211463	-0.0642923559	0.0553261817	0.061992441399999994	0.0319410089	-0.1857446065	-0.053208346399999995	0.0935636718	-0.03339	-0.0004656792	0.0777585695	-0.028876094799999998	0.1099379598	0.1064432791	0.10070086519999999	0.09283197900000001	-0.024496	0.0195965	0.00038402281225	0.000600054016	-0.0569911	0.07812390000000002	0.0032479854792099995	0.006103343751210004	-0.0578432	0.4436128	0.0033458357862400003	0.19679231632384006	0.00365836	-0.00294009	1.33835978896e-05	8.644129208099997e-06	-0.00061591	-0.000398969	3.793451281e-07	1.5917626296099998e-07	0.000766788	0.000628326	5.879638369439999e-07	3.9479356227600003e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32164.525390625	-1125.794921875	1267414.2061195374	1034556693.6041603	23535.16015625	-49.9296875	553903763.5803375	2492.973693847656	23545.63671875	-255.19140625	554397008.4913484	65122.65382385254	1.574139	36.169773	0.22113755	0.0596216358	0.021279560099999997	0.07322413030000001	-0.0333175983	0.0549189481	0.0801460597	0.0303275221	0.018590676299999997	-0.0726421454	-0.0077429137	0.0679458857	-0.1135355285	-0.050431301100000006	0.0380551966	0.0346595487	0.1182566004	-0.1359024547	-0.0203989521	0.09901469480000001	-0.0155915126	-0.0507189315	0.1179149163	-0.0719606794	0.0316025187	-0.027936026099999997	0.0229174364	0.0981718676	-0.0577577775	-0.003352832	0.046769717999999995	0.0733269022	0.0895931538	-0.0826405472	-0.0954084555	0.0294457516	-0.0856434876	-0.0326810846	0.067445264	0.0230519353	0.0754959133	-0.0494286008	-0.0460383209	-0.0957440657	-0.005237219	-0.016007465	0.0434452596	-0.011143110900000001	-0.0218437712	-0.0576063236	0.007646699200000002	-0.08492895789999999	0.0606467095	0.0700233548	-0.0320710873	-0.0766249468	0.0331080585	0.017087961000000002	0.0476448234	0.0701835658	0.0076245344999999985	0.046725285	0.0238781962	-0.09848449960000001	-0.012252928500000001	-0.08431842460000001	-0.0793528746	-9.01776e-05	0.020234965	0.14785649720000002	0.0090626109	-0.0114089006	-0.004316761	-0.030498876	0.09687991369999999	0.1096050192	0.105127573	0.09780015460000001	0.08782140769999999	-0.0188016	0.005694400000000002	3.242619136000003e-05	0.00035350016255999994	-0.0534302	0.0035608999999999923	0.002854786272040001	1.2680008809999944e-05	-0.15640599999999996	-0.09856279999999996	0.02446283683599999	0.009714625543839991	0.00185794	-0.0018004199999999996	3.4519410436e-06	3.2415121763999994e-06	-0.00061591	0.0	3.793451281e-07	0.0	0.000300819	-0.000465969	9.0492070761e-08	2.1712710896100002e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32184.658203125	20.1328125	405.33013916015625	1035852223.6519815	23530.294921875	-4.865234375	553674779.1104164	23.67050552368164	23537.83203125	-7.8046875	554029536.7313385	60.91314697265625	0.962655	22.1194	0.05415512000000002	0.0256034317	-0.011779791699999998	0.0524627129	-0.0106060387	0.0529830051	0.0030205784000000005	0.0104984703	-0.0102912876	0.0518865882	0.0759474492	0.0187486901	-0.0202282737	0.012248363	0.1740767986	-0.0038969955	0.1943806752	-0.1015590592	-0.1298984676	0.0774488874	0.042566365300000006	-0.19458308829999998	0.0772218314	-0.058561351	-0.0073434821	0.0167755474	0.14325997140000002	-0.0372495643	0.0651242403	0.035141618799999996	-0.0175400284	0.0040297212	0.034147327799999995	0.0594474466	-0.0396476459	0.0068613937	-0.055940390599999994	-0.033973852400000004	-0.0220918803	0.1173293775	0.0572652067	-0.0174406093	-0.046339951399999996	-0.0133220629	0.021756623	0.052985384299999994	0.0070037504000000006	-0.051705317199999996	-0.0279502723	0.046889262699999996	-0.0792205775	-0.0078183231	-0.0872171079	-0.0589768949	-0.1711209512	-0.1116905707	0.1943241507	0.0239758943	0.1376111237	0.054794635099999996	0.0239823743	0.1096808196	-0.06771941299999999	-0.0500564155	0.021245300099999996	0.0083643049	0.0953118529	-0.0211208115	0.005311235500000001	0.0396333955	-0.0047050651	0.0687004259	-0.1675289164	-0.0883378509	-0.0620621595	0.10923086050000001	0.103653745	0.09456851919999999	0.0822826681	-0.00450188	0.014299719999999997	0.0002044819920784	2.02669235344e-05	-0.053430499999999985	-2.9999999998781e-07	0.0028548183302499986	8.999999999268599e-14	-0.174457	-0.01805100000000004	0.030435244849	0.00032583860100000135	0.00179611	-6.182999999999991e-05	3.2260111321e-06	3.822948899999989e-09	-0.000990162	-0.000374252	9.80420786244e-07	1.4006455950399995e-07	0.000300819	0.0	9.0492070761e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
