csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	a_comp_cor_102	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
36195.72265625	n/a	1310130338.6081696	n/a	22024.34375	n/a	n/a	485071717.61816406	23021.091796875	n/a	529970667.5201454	n/a	n/a	n/a	n/a	-0.15483640210000002	-0.1213047406	-0.0194843434	0.0661182021	0.19585343730000002	-0.0389735219	0.0164184134	-0.0524284322	-0.0405682502	0.1554413081	-0.2603098944	0.1753541608	-0.0366219051	0.0030320334999999997	-0.0528216512	0.030570813399999997	-0.1263440558	0.135975509	-0.0119015406	0.180949749	-0.1344509129	0.1271161159	-0.14215894029999998	0.012307281699999999	-0.021025946400000002	0.0712217047	-0.0679417947	0.0521192442	-0.026461358100000002	-0.0148125257	0.1112477252	-0.110306822	-0.0238891301	0.027628923399999998	0.046233864000000006	-0.022500136400000002	-0.0586891918	0.007995284	0.0760229985	-0.08750747199999999	0.0682117829	0.0199105862	-0.043857688	-0.022556645	-0.08470333669999999	0.0178409499	0.11583609730000001	0.1144448017	-0.12730907019999999	-0.0392306013	-0.0795515188	-0.1864112952	-0.024806936600000003	0.10591238369999999	-0.020146421	0.0097951917	-0.0799084811	-0.1523527883	0.0102521663	-0.2872523544	0.024773552999999997	-0.0281814022	0.0692120766	0.1031539298	-0.0934554526	0.1359581343	-0.1997809432	0.053762574699999996	0.005949740500000001	-0.012579617	0.1138324736	-0.0791436687	0.0013584057	-0.0752807168	0.1668573238	-0.0082025222	0.0123722931	-0.0794592503	0.0615309508	-0.10444899310000001	0.081664465	-0.0171801514	0.1299419875	-0.014060794	-0.0007227694	0.0186687193	0.05677448070000001	-0.14856924259999998	0.0829213916	-0.0026546056	-0.021887141800000003	-0.0311242355	-0.07316707360000001	0.0743825561	0.028319304700000002	-0.13288541269999998	0.0555644481	0.0187585537	0.0831153379	-0.0508571312	-0.02098469	-0.166815826	0.11190656859999999	0.0640940544	-0.047232614699999995	-0.0094243439	-0.0667400656	0.1217078847	0.1216831682	0.1216419777	-0.0238583	n/a	n/a	0.0005692184788899999	5.54056e-05	n/a	3.0697805113600004e-09	n/a	0.0215554	n/a	n/a	0.0004646352691599999	0.000900881	n/a	8.115865761610002e-07	n/a	0.0025683000000000004	n/a	6.5961648900000025e-06	n/a	0.000551508	n/a	3.0416107406400003e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36057.46875	-138.25390625	1300141052.6572266	19114.142593383793	22025.068359375	0.724609375	0.5250587463378906	485103636.23514175	22949.611328125	-71.48046875	526684660.1120033	5109.4574127197275	1.311748	20.753532	0.13065909439999998	0.0229810693	-0.024966627	-0.1226255327	0.109950085	0.042555338399999997	-0.0191750431	-0.107311755	0.043548023600000006	0.1609010491	0.2152031891	-0.028648664	0.0207247463	0.104814244	-0.0024980706	-0.013356422	0.1123979292	0.025241013599999997	-0.0666064913	-0.08989122710000001	0.0768259129	-0.09079951970000001	0.08216938019999999	0.0249968696	-0.06590596650000001	-0.0923877158	0.0745494783	-0.1345035928	-0.0760775299	-0.09986826369999999	0.0568163208	-0.097901332	-0.1360129726	0.07732658860000001	-0.020962964599999998	0.22140597120000002	0.025896351800000002	0.0198029755	-0.0696851678	0.0944360965	0.0805145162	-0.0884849254	-0.06213549490000001	-0.0089954512	0.08897174449999999	0.0952510023	0.0843306808	-0.015460165900000001	0.1243053142	0.09055128230000001	0.0442196396	-0.09349369240000001	-0.0333414805	0.1341155	0.0211657217	0.1179212726	0.1997999623	-0.1019473915	-0.0163747569	0.1151556161	-0.22106384920000002	-0.055813684	-0.025675493100000002	0.0378340632	0.0017039873	0.0912673911	-0.0009715957	0.0478559038	-0.10259882349999999	0.0918791864	0.024583727200000002	-0.052517515099999995	-0.19191865859999999	0.000256335	-0.0107520706	-0.0052013304	-0.040502037799999994	-0.0640712804	0.05877415110000001	-0.0300510345	-0.039483327	-0.12317273570000001	0.0561028705	-0.12295366210000001	-0.1502832589	-0.0159798925	-0.1834438592000001	0.0112866109	-0.0839768251	-0.0751683798	-0.0855278025	-0.038091879700000005	-0.0526358496	-0.0232378075	-0.0556999705	0.154872556	-0.034363141800000004	0.05777038900000001	0.039678552799999996	-0.022790084	-0.0953773168	0.1766434459	-0.032249767400000004	-0.059903920599999994	0.08969730810000001	0.0613057391	0.0024317010999999997	-0.1026791724	0.1216419777	0.12141962949999999	0.12104935019999999	-0.0311531	-0.0072948000000000015	5.3214107040000015e-05	0.0009705156396100001	0.030942200000000007	0.030886794400000007	0.0009574197408400002	0.0009539940683078717	0.0608625	0.0393071	0.0015450481104099998	0.00370424390625	0.000156455	-0.0007444260000000001	2.4478167025e-08	5.541700694760001e-07	0.00234102	-0.0002272800000000003	5.4803746404000016e-06	5.1656198400000126e-08	0.000459806	-9.170200000000004e-05	2.11421557636e-07	8.409256804000007e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35971.8125	-85.65625	1293971294.5351562	7336.9931640625	21984.046875	-41.021484375	1682.7621803283691	483298317.00219727	22901.943359375	-47.66796875	524499009.6360207	2272.235244750977	1.363438	21.571335	0.11614395000000002	-0.1282949012	-0.0328856171	-0.0051538609	0.0880984581	0.0979365834	-0.2114700176	0.023217026	-0.0208031697	0.072469467	0.0674752513	-0.0795237576	-0.05101714	0.025320608199999997	-0.042249661200000004	0.0185677773	-0.041875044300000004	-0.2386033466	-0.026999426	0.0711962557	-0.030325660299999998	0.065106752	-0.0706264774	-0.201039158	0.0012801662	-0.1523314335	0.12261448650000001	-0.0354502264	0.044030167300000006	0.1614335437	-0.0099900024	0.042410711399999995	-0.1169285128	0.0314296394	0.1037762436	-0.0053572067000000004	0.0544704529	0.18949579519999998	-0.1331882383	0.023267737599999998	0.0759546319	0.16552253990000002	-0.0373089779	0.0288946415	0.0037347334	0.0055562987	-0.10418185449999999	-0.12343695	-0.028172421	0.0127529864	0.0137711285	0.1197928633	-0.140243845	-0.0060178997	-0.0491892403	0.07488497429999999	-0.0315106386	-0.11765982369999999	-0.0216124555	-0.044852652699999995	0.0308015944	0.0026288419	0.12327389300000001	0.0239310195	0.1954915292	-0.1219557116	0.11969141359999999	0.09413699060000001	0.06925807610000001	0.1002780467	0.18028674320000002	-0.0479277404	-0.025541659100000003	-0.10511826810000001	-0.09287664179999999	0.11288532550000001	0.0616722425	-0.1045184944	0.10028802220000001	0.1655205376	0.0420942024	0.0318465326	0.1263412714	-0.2116587023	-0.012754036699999999	0.017293663799999998	-0.0018714895999999998	-0.082129644	0.068153401	0.175165502	-0.0093557035	0.013481393799999998	-0.0857398336	-0.2303776702	0.0034412201	0.034834268599999996	0.0907083995	-0.060579729900000004	-0.027836112599999997	-0.1643267875	-0.0450954705	0.0292268504	-0.08419961960000001	-0.1129774298	-0.09323076	0.0765616058	-0.1391215517	0.1265167828	0.1215101995	0.120893123	0.1198669825	-0.0176605	0.013492600000000002	0.00018205025476	0.00031189326025	-0.0167291	-0.0476713	0.00027986278681	0.00227255284369	0.06910169999999999	0.008239199999999988	6.788441663999979e-05	0.00477504494289	-0.000277764	-0.000434219	7.7152839696e-08	1.88546139961e-07	0.00259749	0.00025647	6.746954300100001e-06	6.577686089999997e-08	0.0007039339999999999	0.0002441279999999999	4.955230763559999e-07	5.9598480383999954e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35909.34765625	-62.46484375	1289481249.0974276	3901.856704711914	21975.66796875	-8.37890625	70.20606994628906	482929982.6727448	22898.9296875	-3.013671875	524360980.8330689	9.082218170166016	1.378597	21.811172	0.1101063	0.05898223690000001	0.0560435241	-0.048731082300000006	-0.0084463357	-0.095735726	-0.1676438259	-0.0621083301	0.018602981	0.1321682725	0.1763704234	-0.014111674099999999	-0.0142137191	0.1451270948	0.0910562227	0.036117209	-0.2676902953	0.0018797609	0.022931996	0.029090812400000002	-0.0554539604	0.0598720791	0.0768852818	0.0010924110000000002	0.016258678500000002	-0.0760167615	-0.061717229299999996	-0.0999205246	0.1135884998	-0.0392665577	0.0391724187	-0.0042683567	-0.061532824000000014	-0.042870568600000006	0.031155194599999998	0.0897914344	-0.1126388176	0.051895462	0.052656397	0.023670976200000002	0.073156704	-0.0993923659	-0.0675825152	-0.0420106487	-0.0559262897	0.0088338879	0.0568904014	-0.1337778634	-0.0814956005	0.040655001499999996	0.10167598470000001	-0.12188159119999999	0.0532856646	0.1111568584	-0.1172962635	0.12869246410000001	0.0870866552	0.0115107897	0.08799387619999999	0.0932704618	-0.1176472512	0.0133180179	0.1712800091	0.005607882099999999	0.0589681308	0.0600777445	-0.0082858798	0.042601701500000005	-0.1387956467	0.2646131007	-0.02004607	0.0112907951	0.020487045500000002	-0.0415672819	0.043056612800000005	-0.052219599500000005	0.0243490962	-0.007616642099999999	0.07678635519999999	0.049239869000000006	0.11958595550000001	-0.0110471698	0.0136163058	-0.0523741349	0.0192170941	0.0622247118	-0.1256686469	0.0684238654	0.022305254	-0.0312270006	-0.025256524300000003	-0.1653114812	-0.0712954382	0.139235028	0.0948132362	0.0350422998	-0.0785058173	0.0057001672	0.0094349308	-0.0067063135999999995	-0.009486952	-0.0285110403	-0.09617275130000001	-0.062828416	0.1412739029	-0.050261668499999995	-0.0560875923	-0.014422181599999999	0.1213126213	0.12010478890000001	0.1181006348	-0.0244685	-0.006808000000000002	4.634886400000002e-05	0.0005987074922500001	0.0199663	0.0366954	0.00039865313569	0.0013465523811600007	0.0942059	0.02510420000000001	0.0006302208576400004	0.008874751594809998	-0.000856807	-0.000579043	7.34118235249e-07	3.3529079584900003e-07	0.00245241	-0.00014508000000000012	6.0143148081e-06	2.104820640000004e-08	0.000598083	-0.0001058509999999999	3.577032748890001e-07	1.120443420099998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35937.4296875	28.08203125	1291498852.5440063	788.6004791259766	22017.021484375	41.353515625	1710.1132545471191	484749235.04343027	22912.58984375	13.66015625	524986773.3479157	186.5998687744141	1.191033	18.843662	0.19459743	0.0116374924	-0.0007562902	-0.0552125584	-0.0010029636	0.0070312765	-0.11862531550000001	-0.0874480236	0.031333520499999996	0.043799697	0.21751284989999997	0.0315919796	0.006065169499999999	0.0388670429	0.0007086997	0.11199672220000001	-0.1470210668	-0.17562052739999998	0.0264475279	-0.013172030900000001	-0.0259123083	0.10660210839999999	0.024046077599999997	0.0497615897	-0.0012554541	0.047754954599999996	-0.016324838	0.0674035476	-0.0601042958	0.1319714448	-0.0272476244	-0.0493951909	0.0645189169	0.0198643318	-0.07587026990000001	-0.0115152403	0.0336172586	-0.16163414380000002	0.11223143140000001	-0.0081408574	-0.0157469141	-0.1501512396	0.1454974603	0.0219330238	0.08480070349999999	-0.0372883482	-0.1297756098	0.1334825458	0.0200249032	-0.051991456900000003	-0.0159003186	0.0412508548	-0.0043287505	0.0801252858	-0.008039501	0.0830075266	0.0024717387	-0.0765156853	0.0101822101	0.040037390299999996	-0.1102360039	-0.0767899001	0.083408147	0.1366828809	0.17856222800000002	-0.0440360759	-0.0260008899	0.1126609898	-0.015461163	0.2359633521	0.0124282766	0.0589232467	0.025152638199999997	-0.038034103	-0.048029280099999995	-0.1053247661	0.1604874892	0.06957629679999999	0.017361926399999998	-0.0086604815	0.0038659446000000003	-0.0547008159	-0.0394507292	0.1090276926	0.09550375960000004	-0.0153781674	-0.0354316857	0.0712564584	-0.1444979957	-0.1522245249	0.06480962950000001	0.1874479211	0.09513811609999999	0.0406114007	0.0419576465	0.0069875856	0.0398783599	-0.1919413667	-0.0083627995	0.10181553269999999	-0.0169374605	0.0540771827	0.0436494871	0.0240051145	-0.1353614981	-0.1035890542	0.0723683825	0.0267239425	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.00923507	0.01523343	0.00023205738956490004	8.528651790489999e-05	-0.047328	-0.0672943	0.002239939584	0.00452852281249	0.0649032	-0.029302699999999997	0.0008586482272899999	0.004212425370239999	0.000221912	0.001078719	4.9244935744e-08	1.1636346809610002e-06	0.00211045	-0.00034196000000000015	4.4539992025e-06	1.1693664160000007e-07	0.0008327439999999997	0.00023466099999999967	6.934625695359996e-07	5.506578492099987e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36012.53125	75.1015625	1296902407.0322266	5640.244689941406	22044.578125	27.556640625	759.3684425354004	485963424.7092285	22896.328125	-16.26171875	524241841.607666	264.4434967041016	1.149609	18.188288	0.11630511	-0.1513817277	-0.0333741266	0.0345201458	0.0161942536	0.1292948666	-0.0831879697	0.0572354363	0.1026705352	0.047238385	-0.0068499542	-0.112748875	-0.055625420999999994	0.013476032800000001	0.1986649116	0.0058203212	0.0067687614	-0.1381364309	-0.0429131603	-0.041990445300000005	-0.0667006639	0.0334280905	-0.20715187300000001	-0.0141917456	-0.06102771150000001	0.1989456636	-0.0747335232	-0.14813801199999999	0.11907799779999999	-0.0852363712	0.0164722193	0.0084944822	0.1616281432	0.1149495076	0.0320388905	-0.06994475650000001	0.0077952754	0.016597416599999998	-0.036808152000000004	0.0656112856	0.0244246371	-0.027563067200000003	0.0479346626	0.0469172638	0.057052240199999986	0.0233752725	0.0716269475	-0.079866753	0.0623235509	0.0043804562	-0.2160070924	0.0719205274	-0.139447657	-0.020037168600000002	-0.10857357990000001	0.0047266775	-0.014613993200000001	0.040709406499999996	-0.11888930369999999	-0.0826957723	-0.0432149238	-0.060739742199999995	-0.0386677586	0.06052698610000001	0.020822793	-0.15051230570000002	0.13846166	0.20963000920000002	0.0039219069	0.1088844834	0.1209697572	0.16021514720000002	-0.0252043942	-0.0253400187	-0.019131129099999998	0.0575919804	-0.0768668597	-0.0651187055	-0.012285051699999999	-0.020874459799999998	-0.026259008599999998	-0.0620028677	-0.11851368710000001	0.045749106500000004	-0.1992746394	0.0485731456	-0.011790055	0.06581458650000001	0.0821232913	0.19443512079999997	0.048261340599999994	0.0058541664	0.1829171846	0.1305741436	-0.0086776461	-0.1191991278	0.0443839708	0.0116898856	-0.013326348600000001	-0.0828048562	0.0055898524	0.0057730313	0.061219906799999994	0.0792950583	0.1128627558	0.0746203271	-0.0743088188	0.0328969589	0.1207205288	0.11775003070000001	0.11285322490000001	-0.00471341	0.004521659999999999	2.0445409155599993e-05	2.22162338281e-05	0.0189676	0.0662956	0.00035976984975999985	0.004395106579359999	0.0466506	-0.018252599999999997	0.00033315740675999976	0.0021762784803600003	0.000201808	-2.010400000000001e-05	4.0726468864e-08	4.041708160000004e-10	0.00182051	-0.0002899399999999998	3.3142566601e-06	8.406520359999988e-08	0.000598083	-0.00023466099999999967	3.577032748890001e-07	5.506578492099987e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35856.53125	-156.0	1285690833.2822266	24336.0	22015.419921875	-29.158203125	850.2008094787598	484678714.3364906	22872.990234375	-23.337890625	523173682.2618142	544.6571388244629	1.299583	20.56106	0.17199341499999998	-0.0349855118	0.1697947145	0.0399704404	0.0861114864	-0.0269412702	-0.0189008605	0.1581581683	0.1339091315	0.09228642289999996	0.1355104666	-0.056679197699999996	0.09863935550000001	-0.0510376454	-0.03506538	0.10997497279999999	-0.0334498757	0.21923570809999998	-0.0541141023	-0.0235125287	-0.016917946399999998	-0.052021028	-0.0777736025	-0.131469411	-0.048215037999999995	-0.1180337463	-0.0664260389	0.0008209358999999999	0.0192168317	0.0244762701	0.0031814052	-0.1287626464	-0.0196286027	0.0495717959	-0.11994827890000001	-0.0583966087	-0.0779962859	-0.1751412786	0.0895194467	-0.08605284789999999	-0.22355984199999998	0.019595631999999998	0.048464122400000004	0.0549156212	-0.0450362188	-0.0402454415	-0.10438763279999999	-0.1223435369	-0.008608005600000001	-0.0146824969	0.0452309087	-0.0833294762	0.045699005599999995	-0.09101684759999999	-0.08931806460000001	0.1345607049	0.1448720722	0.0490144217	-0.0112239207	0.0322864104	-0.0760437155	-0.0725105969	0.016844669399999998	0.0632470069	-0.0562497032	-0.14701137220000002	0.1496976391	0.0785406257	-0.1450010203	-0.0181345028	-0.1744911143	-0.06491720200000001	0.0034052639000000003	-0.1730301542	0.065623276	-0.041037851800000004	-0.0693258822	-0.0496364479	0.030987812799999997	0.06843795150000001	-0.0323748294	0.1045743674	0.028924500899999997	0.0048440543	0.1374182783	-0.0327658985	-0.1185951276	-0.061922408899999996	0.0084715138	-0.0423958103	-0.0651607446	-0.0662640387	0.0389473408	0.1051881717	0.1969162864	-0.031224785	-0.17204976870000002	0.0746433163	-0.059969632599999996	0.09936345070000001	-0.1540891238	-0.11289956150000001	0.025653386299999997	0.0843318081	-0.1334123828	-0.1173728064	-0.0416464194	0.058252633	0.120326335	0.1161887065	0.1093977275	-0.0174938	-0.01278039	0.0001633383685521	0.00030603303844000003	-0.050078500000000005	-0.0690461	0.0025078561622500005	0.00476736392521	0.07452710000000001	0.02787650000000001	0.0007770992522500008	0.005554288634410002	9.50156e-05	-0.0001067924	9.027964243359999e-09	1.1404616697759999e-08	0.00126767	-0.00055284	1.6069872289e-06	3.056320656e-07	1.19069e-05	-0.0005861761	1.4177426761000003e-10	3.4360242021121e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35914.83203125	58.30078125	1289875159.832901	3398.981094360352	22030.314453125	14.89453125	221.84706115722656	485334754.90356827	22964.853515625	91.86328125	527384496.99411386	8438.862442016602	1.241151	19.636597	0.123823445	0.1384984268	0.1001718482	0.011235736599999999	-0.0655188484	-0.16789281309999998	0.0987552119	0.0715327138	0.09917214070000001	0.1553984154	0.0827392425	-0.0054399616	0.06081412820000001	-0.0905936209	0.027800010099999998	-0.0464084445	-0.0406848281	-0.0059830286	0.038648978199999996	-0.20821494370000002	0.0690439945	0.2290045309	-0.0325096032	0.0219452179	-0.09848730019999999	-0.0599078445	0.0577887325	0.1332510648	-0.1939827032	0.1008856456	0.0847044197	0.1143743541	0.07006990860000001	0.0335043726	-0.0769980432	-0.082362775	-0.0365106966	-0.0177955021	0.0083438678	-0.09051282710000001	0.028114708399999997	0.0101744811	0.0713795658	-0.0097155687	-0.09581984369999999	-0.057985905899999995	0.0389539773	-0.0205986222	-0.1188862062	-0.0031691965	-0.049536664	0.1754742141	0.1912994304	-0.0103584435	-0.11051860470000001	0.0582745037	-0.0140620437	-0.0354050517	-0.1836394005	-0.0026802578000000004	-0.0222087787	-0.061429992	-0.0319860434	-0.013766125300000001	-0.2169224272	0.1135119732	0.0438599404	0.0555791745	-0.09613782119999999	0.1402308989	-0.2549447885	-0.077616644	0.0395630686	0.09851123099999999	-0.0365212098	0.0095964374	0.0542039322	0.0342103071	-0.1048639793	0.0613429334	0.0242541172	-0.0220725056	0.031967882999999996	-0.210608508	0.0742414213	-0.0908823364	0.11448116130000001	0.0313258868	-0.0804318812	0.021084071	0.1442895168	0.1097861966	0.052114024800000006	0.0392109168	0.1202483853	-0.011525710900000001	-0.0045140813	-0.0493946277	0.060790776799999995	-0.0166630036	0.1005955976	0.0080166774	0.0743612452	-0.035500712000000004	0.0668425286	-0.0560122493	-0.0365001559	0.077832075	0.1198669825	0.1143757435	0.10540925529999999	-0.0265235	-0.009029700000000002	8.153548209000003e-05	0.0007034960522500001	-0.00255099	0.04752751	6.5075499801e-06	0.0022588642068001	0.06364010000000002	-0.010886999999999994	0.00011852676899999985	0.004050062328010002	-0.0006811260000000001	-0.0007761416000000001	4.639326278760002e-07	6.023957832505602e-07	0.00107036	-0.00019731	1.1456705296e-06	3.893123610000001e-08	0.00016604	0.0001541331	2.75692816e-08	2.375701251561e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35957.8203125	42.98828125	1292964841.6260376	1847.9923248291016	21953.814453125	-76.5	5852.25	481969969.04224014	23019.671875	54.818359375	529905293.232666	3005.0525245666504	1.211724	19.171017000000006	0.0812520753	0.06648687639999999	-0.06525668700000001	0.10259543289999999	-0.16450673789999998	-0.118755465	-0.0401329052	0.11095878099999999	-0.079227674	-0.16066725910000001	-0.09645580289999996	-0.1151980273	0.0767388583	0.1780846472	-0.1329123616	-0.0327770305	-0.10791764	-0.028123202599999998	0.0221565622	-0.0059069314	0.0786222456	0.1010040354	-0.1049308573	0.1582958573	-0.0050501245	0.0334244105	-0.0274556552	0.123122005	0.0820246521	-0.043514816500000005	0.0258369959	-0.016879116	0.016468304399999998	0.0217770529	-0.0333522427	0.0320246464	-0.045658314699999994	0.1137896233	0.0726174941	0.032385670899999996	0.0518570032	0.09544386949999999	0.1033176133	-0.1429164756	-0.1008815409	0.10781100130000001	-0.050902530599999996	-0.017517912099999998	0.046076473	-0.0355167121	0.031069498900000006	0.003993827100000001	0.0807272074	-0.07754442269999999	-0.0101865775	-0.1699178671	-0.1909094128	-0.0382019021	-0.1079190226	0.09154046490000001	-0.0973593291	-0.0748683188	0.1488397843	-0.0381018981	-0.1523089142	-0.0352122036	0.0609183267	-0.1857840128	-0.011369258500000002	0.026972274700000003	0.0616414978	0.013303856499999999	0.1010092372	-0.1449106776	-0.0004652297	-0.0194040477	-0.017649771499999998	0.1882367668	-0.1856760066	-0.1384073477	-0.016723716200000002	-0.010763205	0.0251636285	-0.031449224500000005	-0.0685723139	0.014788626899999999	0.0073556616000000005	-0.0267209263	0.1185735123	0.0669750295	-0.11416597369999999	0.0016301407999999998	-0.1363490548	0.0112168709	-0.0604759337	-0.1253246734	0.040098808	-0.09456085730000001	-0.0351082974	0.06742820299999999	0.0126352165	0.0351629188	-0.0072362342	-0.12045188109999999	-0.021014299900000002	-0.038107483399999996	0.1493350317	0.0106381925	0.11934271980000001	0.112315068	0.1009072399	-0.0262205	0.00030300000000000465	9.180900000000283e-08	0.0006875146202499999	2.8635300000000007e-05	0.0025796253	8.199804060900002e-10	6.65446668840009e-06	0.014725	-0.04891510000000002	0.0023926870080100016	0.000216825625	-0.000427666	0.0002534600000000001	1.8289820755599998e-07	6.424197160000005e-08	0.000734733	-0.00033562699999999996	5.39832581289e-07	1.12645483129e-07	0.00016604	0.0	2.75692816e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35924.6953125	-33.125	1290583733.2959595	1097.265625	21987.7890625	33.974609375	1154.2740821838381	483462867.8569946	23021.458984375	1.787109375	529987573.76926035	3.19375991821289	1.055354	16.697044	0.04698849263	0.1149095592	-0.006356748000000001	0.0631763385	-0.1326150977	-0.1280846297	-0.0068968759	-0.0145922495	-0.0652085579	-0.1046771284	-0.116671051	0.0321073057	-0.003546220900000001	0.1119105101	-0.135084929	0.2513644738	-0.0594120267	0.0778845325	0.004499442	0.0074628309	0.163704763	-0.08031631809999999	-0.0839849867	0.0347790184	0.06342006929999999	-0.085698001	0.0924057431	-0.0286031141	0.0306062062	0.0881247046	0.0833266613	-0.1418619046	0.0339837646	0.112520757	0.0826875518	-0.043590432	-0.0087450678	0.018354958	-0.0728051646	-0.045991799400000005	0.0301305052	0.1598496221	-0.0568598695	-0.038058827999999996	0.0453611287	0.029818812099999998	0.1224645958	-0.0039916474	0.1031032005	-0.08624992599999999	-0.0984612049	-0.055529307400000005	0.1075520451	-0.0037635	0.0125572597	-0.11260989310000001	-0.09017060789999999	-0.0023333077	0.1125548502	0.04598589769999999	-0.0712726538	-0.0380307119	0.087906723	-0.05273258769999999	-0.01061521	0.038829675	-0.0970046676	-0.019975721999999998	0.0978457749	-0.15510960710000002	0.0456436298	0.0182058929	0.0070995702	-0.0710859828	-0.0861528166	-0.1956893412	-0.0381101857	0.1980934671	0.0805219336	0.1267678641	-0.0952370377	-0.0171865849	0.1407628891	0.006729238	0.1138374076	-0.1366789839	-0.0047488838	-0.055593480599999995	-0.0246771155	0.0762853311	0.0763576663	-0.1066053873	-0.0326131343	0.149140845	-0.0861917271	-0.0335770654	-0.033981441	-0.11067284960000001	0.064853695	0.0417639827	0.0052393965	-0.002014745	0.043525586	-0.0274797225	-0.0962863226	0.0363269682	-0.1501271471	-0.0398028864	0.11875383099999999	0.1100111431	0.0959136145	-0.0194209	0.006799599999999996	4.623456015999994e-05	0.00037717135681	-0.0205011	-0.0205297353	0.00042029510121000007	0.0004214700314880661	-8.55733e-06	-0.01473355733	0.00021707771159639675	7.322789672890002e-11	-0.000481088	-5.342200000000002e-05	2.31445663744e-07	2.853910084000002e-09	0.000689643	-4.509000000000002e-05	4.7560746744899997e-07	2.0331081000000017e-09	0.00016604	0.0	2.75692816e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
