csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
34921.3984375	n/a	n/a	1219504068.8306274	24763.33203125	n/a	613222613.2899323	n/a	25216.48828125	n/a	635871281.2384187	n/a	n/a	n/a	n/a	-0.0370837806	-0.09182520779999999	0.0369283121	-0.0160195095	-0.0674773262	0.0702762883	-0.0795401747	0.0832233341	-0.135070379	0.1915989641	-0.1049863226	0.0626585232	-0.0078658436	0.0746455726	-0.09847083570000001	0.0749994241	-0.0680370229	0.0813265724	-0.049780001100000006	0.0165767	-0.0787362124	0.0285191869	-0.1400432268	0.1605237034	-0.1064179478	0.1840021398	-0.052901877199999996	0.0299101479	-0.053637944900000005	0.080570305	-0.0174888006	-0.0302237929	-0.028603953900000006	0.10920785890000001	0.1231030106	-0.1909018165	0.0140054262	0.0693154129	-0.2049227476	-0.010505203400000001	-0.047191736100000006	0.036460036200000004	0.062982053	-0.0431453174	-0.1041761465	0.0197492663	0.1294300903	-0.17341065949999998	-0.0581145576	-0.008873795	0.0305009394	-0.09183331289999999	0.1685782249	-0.1118469514	0.22016610179999999	0.0672352051	-0.0674330406	0.0591135853	-0.1435582308	-0.1704226694	0.12523387619999998	-0.0756022308	0.0363717367	-0.0218539133	0.0653573974	-0.1054229328	0.014111306100000004	-0.008817424499999999	0.0026169736	-0.034932205200000004	0.2257698859	-0.1228206845	0.1065893271	-0.0697785707	0.13754895849999998	-0.1287468204	0.0338671507	-0.0564473618	0.051803251200000004	-0.0271479506	0.0156295388	0.024090496200000002	-0.07029712839999999	0.0622374319	0.08232689480000001	0.0051791632	-0.1617406714	0.10548971509999999	0.10848847449999999	-0.0494910221	-0.0519394623	-0.0204310695	0.0958107705	0.06338284059999999	0.0939972775	-0.0018303479999999999	-0.1508223438	0.026663388	0.08824678109999999	0.1217078847	0.1216831682	0.1216419777	-0.0262303	n/a	n/a	0.0006880286380899999	-0.0601941	n/a	n/a	0.00362332967481	-0.117184	n/a	0.013732089856	n/a	0.00246784	n/a	6.090234265599998e-06	n/a	-0.0008970919999999998	n/a	n/a	8.047740564639998e-07	0.00120733	n/a	1.4576457289e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35191.984375	270.5859375	73216.74957275389	1238475764.250244	24873.111328125	109.779296875	618671667.1413003	12051.494022369385	25277.53515625	61.046875	638953783.5754548	3726.720947265625	1.325315	23.351053	0.11474499999999994	-0.10239337220000001	0.0447316055	-0.1272305728	-0.1586220871	0.1520402965	0.14571041269999999	-0.1036919381	0.020452009099999998	-0.0992408182	0.0993183435	-0.14251537779999998	0.1434570567	0.1084228367	-0.07355265650000001	0.012406198899999998	0.028402552799999998	-0.0601889117	-0.0354818552	0.1142784731	-0.050883748300000003	-0.1838032181	-0.044743591299999996	-0.055194824	0.0794203428	-0.056447265	0.0227938037	-0.1229164088	-0.0365037113	-0.0494379158	-0.1263897113	0.1645961055	-0.08841797439999999	-0.09860232109999999	-0.1090239569	-0.0062739595	-0.0397434925	-0.1422651814	0.1551886273	0.1573470365	0.0467156434	-0.034162257599999996	0.0998454036	-0.0375191541	-0.11771408119999999	0.1702895964	-0.0416647616	0.1195788259	0.0336226971	0.0657107109	-0.1225569083	0.043337803700000004	0.1709279184	0.057637710700000004	0.0728777883	0.1565650326	-0.1635320541	-0.1378475397	0.1008557316	-0.0536369925	-0.0980685209	0.1188015339	-0.19994345670000002	0.09273778099999999	0.0783511418	-0.035488487799999996	0.0857838594	0.023061845	-0.1040992116	0.012001936999999999	-0.171901987	0.08431751259999999	-0.0432607421	-0.0024015333	0.032733739399999996	-0.0509373006	-0.19159019489999998	-0.0567407875	-0.049228624500000005	-0.012925914299999999	0.1256664188	0.044239170999999994	0.005156056599999999	-0.1334014502	-0.20474654920000002	0.0478475409	-0.1140918281	0.13118398439999998	-0.0525770472	0.0394209531	0.011493193300000001	0.0577180496	-0.0115357248	0.08926038019999999	0.13600916470000002	-0.0771424623	-0.0218425027	-0.07412579150000001	0.11434638119999999	-0.1166053961	0.1216419777	0.12141962949999999	0.12104935019999999	-0.0316688	-0.005438499999999999	2.957728224999999e-05	0.0010029128934399998	-0.0774886	-0.017294500000000004	0.00029909973025000016	0.006004483129960001	-0.08006839999999997	0.037115600000000026	0.006410948678559995	0.001377567763360002	0.00313046	0.00066262	9.7997798116e-06	4.390652644000001e-07	-0.0008970919999999998	0.0	0.0	8.047740564639998e-07	0.0007720219999999999	-0.000435308	5.960179684839999e-07	1.8949305486400002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34945.2421875	-246.7421875	60881.707092285156	1221169951.5430298	24877.00390625	3.892578125	618865323.3515778	15.152164459228516	25239.611328125	-37.923828125	637037979.9948157	1438.216739654541	1.452937	25.599661	0.09977265	-0.0027475298999999997	0.1784517205	-0.069826532	0.0406437941	0.1852086358	0.1549503076	-0.0146809844	0.18988509309999999	0.09211473740000001	0.0350027058	-0.1799452463	0.229999591	-0.0357410107	0.0488772931	0.1371124745	0.07926585280000001	-0.1139211042	0.12240888	-0.0302798384	0.0794213528	-0.0710928122	0.0165299132	0.0758827397	0.0990206719	-0.0684971473	-0.0472984397	-0.0107773225	0.177403129	-0.041424413199999996	-0.1422639709	0.0009898682000000002	-0.1730366886	0.0163078899	0.0504827942	-0.1611343896	0.0870115487	-0.1178374474	-0.09386585160000001	0.0565062754	-0.2071643224	0.0154133845	-0.0116262891	0.0222744297	-0.040296343	-0.0428270046	-0.0582596543	-0.0919164983	0.0591915867	0.1793461969	0.09684171050000001	-0.0381053072	0.0913552976	0.0422737924	-0.0957958067	0.2357743782	-0.1873748896	-0.11986106619999999	0.0047420213000000004	-0.2371539027	0.09654244640000001	0.0165870366	-0.1497242557	0.19642618190000002	-0.1052038736	0.0502730144	0.1062436884	0.10815001279999999	0.13387639099999998	-0.1124883295	-0.030592377999999996	0.0414845906	-0.0068605463	-0.024925878199999998	-0.0259846143	-0.0157837697	-0.0171492439	0.1758505936	-0.0265030521	0.1413150634	0.1431232002	0.0277610452	0.0112222778	0.042988040199999994	-0.045451014000000005	-0.2184301682	-0.1077383588	0.045001452000000004	0.06673929049999999	-0.0628901632	-0.0891151695	-0.0426500542	-0.0193935273	-0.2315116464	-0.024236365299999996	0.0462073491	-0.0470071709	-0.0513915449	-0.052507805	-0.17839063940000002	0.1215101995	0.120893123	0.1198669825	-0.057158000000000014	-0.02548920000000001	0.0006496993166400006	0.003267036964000001	-0.0774694	1.9200000000010875e-05	3.686400000004176e-10	0.00600150793636	-0.140818	-0.06074960000000002	0.019829709124	0.0036905139001600033	0.00302831	-0.00010214999999999965	9.170661456100003e-06	1.0434622499999925e-08	-0.0008970919999999998	0.0	0.0	8.047740564639998e-07	0.000603879	-0.00016814299999999994	3.64669846641e-07	2.8272068448999978e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34766.83203125	-178.41015625	31830.183853149414	1208732609.489151	24778.490234375	-98.513671875	613973578.2950172	9704.943546295166	25032.462890625	-207.1484375	626624198.3705177	42910.475158691406	1.882124	33.161613	0.398107	-0.0816497429	0.17996729079999998	-0.023472358	0.1728419466	0.011373913000000001	0.0936522927	0.0350353402	0.28712246399999997	0.0863266713	-0.0263295243	-0.2043355141	0.0752841895	-0.3551785492	-0.09853288019999999	-0.0810645613	0.0544409285	-0.009474112199999999	-0.0225248441	-0.0212880767	0.0955094331	0.050904699299999995	-0.07176984019999999	0.0060607746	0.0735543513	0.1435580839	0.0222648311	0.079197999	0.0267680813	0.04318496	0.1693050172	-0.0583770013	0.0133060005	0.011187666399999999	-0.07117297339999999	-0.0241014922	0.0150586902	0.09420561779999999	-0.13733372	-0.0657771141	-0.0463311161	-0.0784566309	0.0330980971	0.054731040999999994	-0.0211607969	0.0850493618	0.0653854901	-0.0705417688	-0.051924077699999995	0.23408019219999998	0.0734877368	-0.0599470071	-0.13470628240000002	0.121483781	-0.0547622003	0.2686456091	-0.0071187249	-0.0797521908	-0.065929929	-0.2814708682	0.17426467510000002	-0.0893986048	-0.1770409315	0.06691746679999999	-0.23791521989999997	-0.20886429809999998	-0.09864654980000001	0.0640649821	-0.0234011248	-0.0378598418	0.09429098849999999	0.0314323845	-0.0079866574	0.0188779473	-0.1163150755	-0.0415463035	0.0418963335	0.0035109371999999996	0.0239062452	0.10933433949999999	-0.0193585113	-0.0284500605	0.049085339900000004	0.055589004299999994	0.0514943176	-0.0063123347	0.1238505966	0.0224110706	0.039635036400000004	-0.0047805777	0.07623516030000001	-0.0836910871	0.1240748755	0.027064696	0.088729961	-0.0012418328999999999	0.09016158169999999	0.0049320786	0.0129272055	0.055733241100000004	0.1213126213	0.12010478890000001	0.1181006348	-0.073162	-0.016003999999999997	0.00025612801599999993	0.005352678244	0.08881939999999999	0.1662888	0.02765196500544	0.007888885816359999	-0.07760849999999997	0.06320950000000003	0.006023079272249996	0.003995440890250003	0.000304758	-0.002723552	9.287743856399998e-08	7.417735496704001e-06	-0.000906264	-9.172000000000001e-06	8.4125584e-11	8.213144376959998e-07	0.000284509	-0.00031937	8.094537108100001e-08	1.019971969e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34824.1640625	57.33203125	3286.961807250977	1212722402.6519165	24751.482421875	-27.0078125	612635882.0803871	729.4219360351562	24940.787109375	-91.67578125	622042861.6351662	8404.448867797852	1.974271	34.785175	0.40239875	-0.1059308187	-0.06868520639999999	0.0890113807	0.21859709089999999	-0.0701444646	0.0333393259	-0.0049325568	-0.0470842514	-0.0673391597	-0.0425510183	-0.3035896116	-0.13921951470000002	0.045565007000000005	0.0490791564	0.0919460249	0.044651002300000006	0.0375274726	0.0032994646999999996	0.0553173444	0.1301803616	0.0281391113	-0.0398896933	-0.0603850349	0.0681134312	0.0641362668	0.155045433	0.10172346730000001	-0.126745786	0.1671097922	0.0479807145	0.11431143740000001	-0.0093713414	0.1470996538	0.0712892583	0.0132386973	-0.0818759801	-0.11705184390000001	-0.0609335054	0.057734814	0.0778920226	0.050989699299999997	-0.0713546728	0.17929092160000001	0.0489003063	0.10920082	0.0690031193	0.061964590099999994	0.122314489	0.0514003084	-0.10016612429999999	-0.039642547599999994	-0.2332610035	-0.05896405480000001	0.0834870716	0.2064859764	0.0781033587	-0.061025445	-0.0040998198	0.074593757	-0.0267478272	-0.0154168029	-0.2506447065	-0.22794924449999998	-0.006096369599999999	0.0743831074	0.051758965	-0.0008079783	-0.025269431600000003	-0.1282277512	0.053229943499999995	0.0042988976000000005	-0.11366983050000001	0.050123922300000005	-0.1057556511	-0.0166540132	-0.0353019226	0.0650829432	-0.0318819941	-0.1457226677	-0.0030791525	0.1405607045	0.012917608999999998	-0.0504511325	0.1238285294	0.0531069937	0.1241217335	0.0683049894	-0.0448554884	0.0530935558	0.0244760755	0.0302749835	-0.0006147431	-0.0417980138	0.0182624978	-0.0796905639	0.1711164003	0.0783367076	-0.0622209491	-0.0956451192	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.06606469999999999	0.007097300000000016	5.037166729000021e-05	0.004364544586089997	-0.105137	-0.1939564	0.03761908510095999	0.011053788769000001	0.0326084	0.11021689999999998	0.0010633077505599999	0.012147765045609995	0.00150185	0.001197092	2.2555534225000004e-06	1.433029256464e-06	-0.000280793	0.000625471	3.9121397184099993e-07	7.8844708849e-08	0.000284509	0.0	8.094537108100001e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34698.19140625	-125.97265625	15869.110122680664	1203964486.8647616	24769.865234375	18.3828125	613546223.7290993	337.92779541015625	25008.544921875	67.7578125	625427319.1094397	4591.121154785156	1.355855	23.889137	0.078967665	-0.0224938654	-0.056580894000000014	0.1621610044	0.08422744759999999	-0.0211776356	-0.1550503772	-0.18587388670000002	-0.0614511983	-0.1418465988	-0.0900671301	-0.2214901864	0.0082024917	0.0918122077	0.170483255	0.1428793163	-0.0031747864000000003	0.049407957599999996	-0.0861783887	0.0808753441	-0.12071823050000001	0.0141857115	-0.0611465178	-0.042358285999999995	-0.04331891349999999	-0.0316783577	-0.011734607099999999	-0.0321242567	0.1343117867	-0.1141685536	0.1313961674	-0.0897220167	0.09265305439999999	0.043755092	-0.1087468665	0.048322879400000004	-0.0901801166	0.018049921899999998	0.044969593700000005	-0.08971327220000001	0.1608582547	-0.1336513743	0.0216893877	0.0472973913	0.12887773	-0.0390155338	-0.0147342574	-0.1130118025	-0.0329081268	-0.0349481768	-0.052481249400000006	0.0680123695	-0.12829903539999998	-0.2163976184	0.0947991863	0.11807687130000001	0.0306631263	0.1403715536	0.182205023	0.0883295893	-0.1311445144	-0.0254805023	-0.24149935109999998	-0.0774626119	-0.0058882648	0.178692424	0.09503749130000001	-0.022530702000000003	-0.1149948981	0.1011274011	0.039479502400000005	0.0019251473999999998	0.0034238426	-0.1088020869	0.0315206448	0.1077250168	0.0228971047	-0.0131939833	0.053042856900000004	0.07749011830000001	-0.069880703	-0.0811017554	0.0828764882	-0.107702235	-0.122528952	0.10854863070000001	0.1510934556	-0.11309073539999999	0.0028421527000000004	0.058386932999999995	0.1925765058	0.0452505067	0.0241395337	-0.1244887775	0.0439626082	0.0909205828	-0.0687421815	0.0349426906	-0.0403414533	0.1204077209	0.1207205288	0.11775003070000001	0.11285322490000001	-0.0450487	0.021015999999999996	0.00044167225599999973	0.0020293853716900003	-0.0923016	0.012835399999999985	0.00016474749315999957	0.008519585362560003	0.0279731	-0.004635300000000002	0.00078249432361	2.1486006090000023e-05	0.00187129	0.00036944	3.5017262641e-06	1.3648591359999994e-07	-0.000451937	-0.00017114399999999995	2.9290268735999983e-08	2.0424705196900002e-07	1.5473699999999994e-05	-0.00026903530000000004	2.3943539169e-10	7.237999264609003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34384.9296875	-313.26171875	98132.9044342041	1182323389.6143188	24713.25	-56.615234375	610744725.5625	3205.2847633361816	25040.419921875	31.875	627022629.8638344	1016.015625	1.333461	23.494579	0.17997268500000002	0.0743826197	0.05484900349999999	0.2370331916	0.06266984589999999	-0.1271749543	-0.08498812439999999	-0.1610620906	0.1319132231	0.0005715787999999999	0.0621822542	-0.1133181739	0.24705722219999998	0.1172430204	0.048204015700000005	-0.10855795	-0.0741450284	-0.0064859175	0.0149292157	0.0913842887	-0.08399005220000001	0.017646713300000002	0.0460460745	-0.007075022600000001	0.007610237	0.0474239591	-0.093561604	-0.0087208007	-0.0265951301	-0.1400986222	-0.0453498258	0.0206296137	0.1560288388	0.028675377000000002	-0.0924052434	-0.0756005745	0.110026765	0.1281570498	-0.0332246198	0.09134949699999999	0.1128669024	0.1064665767	-0.1090501686	-0.251264104	-0.037624875099999996	0.0951122385	0.0843723404	-0.0576449403	0.0163081955	-0.0545274337	0.182815885	0.1362927668	-0.1562888043	-0.0091688451	-0.2041794328	0.0170590459	0.1248402258	0.09050139609999999	0.145669145	-0.15269791630000001	-0.0088010042	0.0595941674	-0.1711990564	0.1907866719	0.1328629892	0.1141910913	-0.025012122	-0.0600011878	0.025022531	-0.0637592981	-0.0357435092	0.0348336492	0.0035692047999999997	-0.0812624032	0.0339374951	0.0070345365	0.0659308543	-0.0562220244	0.049104601500000004	0.012482711	-0.10828710189999999	-0.1197374284	0.06239581	0.0352344246	-0.0155805515	-0.0744648007	-0.0028403044000000002	0.037781624300000004	-0.0901596683	0.0565616737	0.029118522	-0.0385834217	-0.1102500066	0.0736274118	-0.15784947230000002	-0.0711934041	-0.007502758399999998	0.1828243856	0.0276998517	-0.14734808900000002	0.120326335	0.1161887065	0.1093977275	-0.0450878	-3.910000000000719e-05	1.5288100000005619e-09	0.0020329097088400004	-0.00357175	0.08872985000000001	0.007872986281022502	1.2757398062499997e-05	-0.0254188	-0.0533919	0.0006461153934399999	0.00285069498561	0.00167227	-0.00019902000000000008	2.7964869529e-06	3.9608960400000015e-08	-0.0008633309999999997	-0.00041139399999999977	1.692450232359998e-07	7.453404155609995e-07	-0.000130349	-0.0001458227	1.6990861801000004e-08	2.1264259835290004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34867.6875	482.7578125	233055.10552978519	1215755631.5976562	24806.58203125	93.33203125	615366512.0731354	8710.868057250977	25098.529296875	58.109375	629936172.8660928	3376.699462890625	1.315985	23.186661	0.0372855	-0.074462683	-0.1203434931	0.015443983799999996	0.014279818799999996	0.0406708529	-0.0604061803	0.0115845816	0.0484321895	-0.10004688810000001	0.1147112885	-0.0914049598	0.0105782979	0.06571417709999999	-0.0162038657	-0.1169135519	0.012954391	-0.0014973142	-0.14379916	0.0023960154	-0.08714590800000001	0.0687276084	0.0867066588	-0.0064805703	-0.10286495650000001	-0.06722623559999999	-0.1347717884	0.051470620099999996	-0.0544264809	0.0342777409	0.06370601299999999	-0.040126189900000005	-0.0093145744	0.2432528957	-0.0115682115	-0.058466406	0.0115898909	0.0283235575	-0.0337273524	0.12934248	-0.0726932699	0.0402015715	0.0291481916	-0.049026105099999995	0.2092724247	-0.159093415	-0.1550304136	0.041156386	-0.1580147692	-0.07811398580000001	-0.09808282439999999	0.0323286828	-0.081471432	0.1246574265	-0.0045086376000000004	-0.0919800854	-0.044265269	0.0530808544	-0.042484277699999996	-0.056992972300000014	-0.09462977759999999	0.0843539861	-0.09931800029999999	-8.05701e-05	0.050427502	-0.023753172200000002	-0.0826914771	-0.0316396382	-0.038994077599999996	0.0089942756	0.016185399399999998	-0.0915112315	0.0017422826000000001	-0.0050966339000000005	0.1748338305	0.1009622916	-0.0355917459	0.05388527269999999	0.1677622768	-0.10459482029999999	0.0264741452	0.0087478951	0.1878478164	0.1588200849	-0.062410765599999994	-0.054659380199999996	0.11102276650000001	-0.0557427532	-0.1344991229	-0.0371994998	-0.0759695642	0.1175480825	0.0195857828	-0.0275381541	-0.0507477068	-0.15268493130000002	-0.12288805789999999	-0.007277000899999999	-0.16198617070000002	0.2299411791	0.1198669825	0.1143757435	0.10540925529999999	-0.0451046	-1.6799999999997373e-05	2.822399999999117e-10	0.00203442494116	-0.00617845	-0.0026067000000000004	6.7948848900000025e-06	3.81732444025e-05	-0.017159999999999998	0.0082588	0.00029446559999999993	6.820777744e-05	0.0012881600000000006	-0.00038410999999999936	1.6593561856000014e-06	1.4754049209999949e-07	-0.0008633309999999997	0.0	0.0	7.453404155609995e-07	-0.000274303	-0.00014395399999999998	7.524213580900001e-08	2.0722754115999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34528.6328125	-339.0546875	114958.08111572266	1192226483.9004517	24789.068359375	-17.513671875	614497910.1257668	306.728702545166	25093.953125	-4.576171875	629706483.4396973	20.941349029541016	1.422395	25.061537	0.0852541	0.0329575814	0.0834852918	0.10119169160000001	-0.0205451213	-0.045099757000000004	0.2644079048	-0.1066321029	-0.22670596739999999	0.15865545279999999	-0.19431037329999998	0.1933766634	-0.0064833413	0.061275741200000004	0.0147514168	-0.1493459752	0.21389489379999999	-0.052618519800000006	-0.08663189630000001	0.06940605379999999	-0.1588862796	0.159976744	0.0487841367	0.1198476596	-0.1114141311	0.0091637839	-0.0006920914	-0.000690796	-0.1358010998	-0.07172770469999999	0.0392775472	-0.2348678221	0.0074121299	-0.008984027	-0.1737347152	-0.1517672551	-0.0753433276	0.0069187516	0.0453640563	0.0572901892	-0.1186100312	0.0371001954	0.0494046791	0.0736712862	-0.033184863599999996	0.0681234129	-0.0564379671	-0.0452384066	0.0312661295	-0.012915614099999998	0.1038423846	0.1071027492	0.0033189743	-0.0254165568	-0.041839171800000005	-0.2495224225	0.0277358135	-0.2941603129	0.1520034366	0.1987040299	0.1298433175	-0.1131730778	0.1997964562	0.031281357999999995	0.1686819124	0.0203242927	-0.1589767581	0.2031831173	-0.0155218048	0.0122216054	0.0077202335	-0.09714885529999999	-0.0202467927	-0.1146367674	0.13231277730000002	0.0660586736	0.0312011973	-0.0988146528	0.1121336658	-0.0910269634	0.06880495190000001	-0.28199569539999997	-0.0424893605	0.1792983949	-0.059869856900000004	0.0332454123	0.0195658381	0.1492058086	0.0174335095	0.016734175900000002	-0.0603402082	-0.0426042912	-0.0056497854	-0.0034322940000000002	0.0293157385	-0.0697826758	0.1530783714	0.0023541385	-0.0682310669	-0.0831770154	0.11934271980000001	0.112315068	0.1009072399	-0.049912300000000014	-0.004807700000000005	2.3113979290000048e-05	0.0024912376912900012	-0.0685738	-0.06239535	0.0038931797016225	0.004702366046440001	-0.0340315	-0.0168715	0.00115814299225	0.00028464751225000003	0.00131175	2.358999999999933e-05	1.7206880625e-06	5.564880999999685e-10	-0.0008633319999999999	-1.0000000001241657e-09	1.0000000002483306e-18	7.453421422239997e-07	-0.000274303	0.0	7.524213580900001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34434.46484375	-94.16796875	8867.606338500977	1185732369.0754547	24736.51171875	-52.556640625	611895012.0118562	2762.2004737854004	25063.1640625	-30.7890625	628162192.8237915	947.9663696289062	1.249613	22.017237	0.11030209000000002	0.1376970958	-0.0063027404	-0.056255283200000006	0.1489490618	-0.15929692199999998	0.3115353514	-0.0428659766	-0.22317473059999998	0.141136982	-0.0477665383	0.1051884398	0.0401428595	-0.0352710203	-0.0169680643	-0.0582967097	-0.0672253318	0.0532611786	-0.0361092934	-0.2005199662	-0.059506496900000004	0.0201745028	0.0034277863	-0.048821930599999994	0.0669904585	0.1078066744	-0.0296757761	-0.12437195279999999	0.0954740555	-0.0763072277	-0.0485439188	0.085050525	-0.026941826600000003	-0.0183032979	-0.052987819400000004	0.0733376993	-0.032110923799999996	0.049359961900000006	0.0137168284	0.0685901716	0.0254699274	-0.1563523051	-0.022779665600000002	0.0297589273	0.0044398475	-0.0008383558999999999	0.016567048600000002	0.1685794771	0.1497635468	-0.0029031558	0.1452386712	-0.1335567077	-0.09557862310000001	0.0718798788	0.1052494284	-0.2828777702	0.144877894	-0.34904205850000003	0.0761737034	0.15794042960000002	0.13477998859999998	-0.0308041052	0.1239251869	0.0791209024	0.0131789788	-0.0190375362	-0.0417485023	-0.1241607084	0.0359732885	0.1054813747	0.0973093877	0.10068516529999999	-0.05664471	-0.0379501336	0.0714877137	-0.09968109789999999	0.025678549900000004	-0.0481524153	-0.1062680438	0.07201290219999999	-0.0216580851	0.048941568899999996	0.0158705223	-0.16803572239999998	-0.07858359150000001	0.0487287273	-0.007151947	0.1360636019	0.0555528765	-0.1229730411	0.1212639181	0.0720480379	0.0639442126	-0.0084500622	-0.0802862767	-0.0562843369	-0.0047779573999999995	-0.0962894132	0.0289067852	0.034804500499999995	0.11875383099999999	0.1100111431	0.0959136145	-0.045110500000000005	0.004801800000000003	2.3057283240000017e-05	0.0020349572102500006	-0.00196256	0.06661124	0.004437057294337601	3.8516417536e-06	-0.05763400000000001	-0.023602500000000002	0.0033216779560000004	0.0005570780062500002	0.00152975	0.0002180000000000001	2.3401350625000003e-06	4.752400000000004e-08	-0.000951063	-8.773100000000018e-05	7.696728361000031e-09	9.04520829969e-07	-0.000274303	0.0	7.524213580900001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
