csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
32814.28515625	n/a	n/a	1076777310.315689	22780.142578125	n/a	n/a	518934895.8797035	22467.77734375	n/a	504801018.7683258	n/a	n/a	n/a	n/a	-0.0316913024	-0.0135065007	0.0902500111	0.0004604029	-0.05987570690000001	0.0668999835	-0.028240124900000007	0.2489709423	-0.12437102	0.0778180839	-0.1460770135	0.0018824314	-0.2312441489	0.0588583851	-0.1601148495	0.18563934699999998	-0.0792312459	0.1289715264	-0.10524162779999999	0.0724798841	-0.1533824834	0.0043143711	-0.025013735099999997	0.08733773880000001	-0.004039289099999999	0.0293637425	-0.08722480640000001	0.0488210626	-0.0649119093	0.022496321899999998	0.0491455784	-0.0845761815	-0.1536699022	-0.0232040723	0.166207385	-0.0251606884	-0.08738940640000001	0.1203108309	0.09440191789999999	-0.1217449724	-0.0660595668	-0.089623097	0.042298235999999996	0.0655126527	0.0799139812	0.022281446400000002	-0.0514990697	-0.0248333544	0.12312435640000001	-0.0063489075	0.0456368768	-0.18231377829999998	0.0086718901	-0.0657609321	0.025915797999999997	0.1877299013	-0.0623106758	0.1277038882	-0.0445159568	0.31335721440000003	-0.0704403745	0.12035339099999999	0.030889232599999997	-0.0922009859	0.1279225869	-0.1469560247	0.1417427998	-0.0262582036	0.0173146107	-0.09409774480000001	0.011439880800000002	-0.159111912	0.1465251605	-0.029514264300000002	0.1899364541	-0.08186879	0.0706785596	-0.0814935048	0.0448017051	0.022022346499999998	-0.0248929417	-0.0219235342	-0.08827915609999999	0.0913475614	-0.0362623294	-0.0013806944	-0.0906994648	2.6421599999999998e-05	0.0758394267	-0.0685805673	-0.0403958288	-0.0409853787	0.092952732	0.04424002900000002	0.026323781600000002	0.1217078847	0.1216831682	0.1216419777	0.0212246	n/a	n/a	0.00045048364516	0.07571	n/a	0.0057320041	n/a	0.0792417	n/a	0.00627924701889	n/a	0.00743556	n/a	n/a	5.52875525136e-05	0.000655867	n/a	n/a	4.3016152168900005e-07	0.00115735	n/a	n/a	1.3394590224999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32928.33203125	114.046875	13006.689697265625	1084275050.3602448	22851.80078125	71.658203125	5134.898075103761	522204798.9459381	22491.51171875	23.734375	505868099.39466864	563.320556640625	1.527465	27.017435	0.31056175	0.0662807751	-0.1841169341	-0.0302458979	0.2452656663	-0.06189518910000001	0.0080891567	0.1067090654	0.3247096487	-0.059758843799999996	-0.0051105057	-0.2049470848	-0.0940131761	-0.2160823911	0.0740959315	-0.20275482190000002	-0.09785839619999999	-0.012914790700000001	0.07545331150000001	-0.036644574900000004	0.0640577049	0.0759804092	0.15941393439999998	-0.055201812999999995	-0.0581249974	0.0158802476	0.0760166377	0.09900781089999999	-0.0993117409	-0.0906215733	-0.058501418300000003	-0.030722633	-0.0337274563	0.0734708083	-0.0292231725	-0.1643834949	0.050623504699999995	-0.08947343699999999	0.0598575421	-0.1148505981	0.0156568673	0.0184562122	-0.0001791954	0.0351832146	-0.1506324665	0.0582790544	-0.017795548600000002	0.06897669099999999	0.1598985363	0.07113866719999999	0.043186847699999996	0.1973485327	-0.2620526795	-0.2362621242	-0.0882976359	-0.006441501	0.2836552113	0.0309421552	0.0648123671	-0.0957052807	0.34487323490000005	-0.0066363543	0.1659753035	0.0089646872	-0.044742770999999994	-0.0897687999	-0.1078101075	-0.0555589213	0.0310234881	-0.1280956014	0.0633341914	-0.1266970896	0.017065436	-0.0126552944	-0.0129357443	-0.1687568438	-0.1137567018	0.08348724639999999	0.0804722227	0.0861682056	-0.007753330799999999	0.0222845884	-0.0199313584	-0.043435023899999994	0.0557925438	0.0969779537	-0.1430341627	0.0977073441	-0.08628245720000001	-0.0019022875	0.11500417519999999	0.0352070694	0.0292247738	0.0016987995000000001	0.0871347806	-0.0641863034	0.1216419777	0.12141962949999999	0.12104935019999999	0.06436549999999999	0.0431409	0.00186113725281	0.004142917590249999	0.0863007	0.010590699999999995	0.007447810820489998	0.00011216292648999987	0.196249	0.1170073	0.038513670001000005	0.01369070825329	0.00852682	0.0010912599999999993	1.1908483875999985e-06	7.270665931239998e-05	0.0015837099999999995	0.0009278429999999996	8.60892632648999e-07	2.5081373640999984e-06	0.000379996	-0.0007773539999999997	6.042792413159998e-07	1.44396960016e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32918.5859375	-9.74609375	94.98634338378906	1083633300.1245728	22830.869140625	-20.931640625	438.1335792541504	521248585.71634287	22530.01953125	38.5078125	507601780.07850647	1482.8516235351562	1.6556799999999998	29.285257	0.19877609999999998	-0.2039341377	-0.3074286181	-0.1451742006	0.2009475506	-0.3060566695	-0.0234025142	0.12251371119999999	0.1070352932	-0.1113566161	-0.0935841185	0.1021709734	0.0324428906	-0.0345802865	-0.09437814779999999	-0.1401305014	-0.09794190859999999	0.0388216483	-0.1720189262	-0.0111680154	0.1472280636	-0.0678978112	-0.047171030999999995	-0.0154920426	0.1266236147	0.0362103321	0.026845665299999998	0.1104164232	-0.09505181609999999	-0.0005994206999999999	-0.1893755685	0.1364691398	0.0196664745	0.07932920610000001	0.0442038929	0.22620866280000002	-0.1555837882	0.0176117472	-0.1261206628	-0.05401945440000002	0.0778659546	0.053293108799999996	-0.0059287588	-0.0901687793	0.1432937602	-0.0503385536	-0.070213069	-0.1559574246	0.34490564049999994	-0.04375803019999999	-0.027572062799999998	-0.0358417797	-0.15152672650000001	-0.18117291800000002	-0.3073723732	-0.065486303	0.0983019775	0.0882268016	0.0921221193	0.0205096058	-0.12104089	-0.1616043878	0.0482402089	0.0787267572	-0.1185050415	-0.2183701909	0.0351995754	-0.0443104808	0.008579446999999999	0.0060782886	-0.044345935999999996	0.0348226953	-0.1399267185	0.0582887324	0.0277468738	0.06335988990000001	-0.0272198692	-0.0120428319	-0.0212909494	0.1631267353	-0.023629584	0.0035301301000000007	0.0035411712	0.1054204778	-0.1934254126	0.1674947192	-0.1261085225	-0.07199262719999999	0.1428083249	0.1170438176	-0.097363514	0.0664122267	0.026366188199999998	-0.0768909035	-0.18294602350000005	0.0075580757	0.1215101995	0.120893123	0.1198669825	0.06436549999999999	0.0	0.0	0.004142917590249999	0.0451201	-0.0411806	0.00203582342401	0.0016958418163599998	0.276513	0.080264	0.076459439169	0.006442309695999999	0.00698019	-0.0015466299999999994	2.392064356899998e-06	4.87230524361e-05	0.0015837099999999995	0.0	0.0	2.5081373640999984e-06	0.000379996	0.0	0.0	1.44396960016e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32788.21875	-130.3671875	16995.603576660156	1075067288.7978516	22786.78515625	-44.083984375	1943.3976783752441	519237577.75709534	22505.369140625	-24.650390625	506491640.15579605	607.6417579650879	1.866876	33.02084	0.44762835	0.011425311799999999	0.004834937	0.1647984217	-0.0280969401	-0.0490040817	0.0909068943	0.010602691899999999	0.0975424558	0.1678909636	-0.0008633081	0.0241751181	0.2055065512	0.0101042285	0.031191480299999998	-0.0851815441	0.0894564325	-0.053174249800000004	-0.0583094229	0.0827933138	0.0199935158	0.0361935169	0.1523143262	0.0977158134	-0.0436677247	-0.0809639797	-0.0923720566	0.0970886752	0.0261446985	0.0276181042	0.0389523891	0.17249803649999998	-0.0920743652	0.0765965599	0.0094638892	0.0313701652	-0.0209703023	-0.0430721244	-0.0148158118	0.0206071053	-0.0857413323	-0.0749262008	0.025595303399999998	0.0195529984	0.0215904161	-0.0265131462	-0.0791369339	-0.009236022	-0.0983933926	0.1493145606	-0.10882899619999999	-0.0321592308	-0.2190407515	0.0252411969	-0.08560860449999999	0.0648577655	0.0841203958	-0.0680509208	-0.1620386445	0.0375160745	-0.0056049931	-0.0815659042	0.025973111299999997	-0.1091413922	-0.0228775084	0.0584178428	-0.0253881628	-0.06305487559999999	0.08991837820000001	-0.015719411399999998	0.13026553130000001	-0.028662475899999998	-0.015083666	0.0047196302	0.0027415089	0.1103136683	-0.0182589558	-0.05481564480000002	-0.1069685284	-0.048762490199999994	0.10004525210000001	-0.0243147528	-0.1452427174	0.00447704	-0.0679539749	0.0574279813	-0.0385893618	-0.015135206399999997	0.029601509100000006	-0.0233806366	0.1599919441	-0.1976005152	-0.0147366723	0.012370020700000001	-0.023132392	0.0841501	0.1213126213	0.12010478890000001	0.1181006348	0.0276998	-0.0366657	0.0013443735564899993	0.0007672789200400001	0.112862	0.0677419	0.012737831043999998	0.004588965015609999	0.12516300000000002	-0.15134999999999998	0.015665776569000006	0.0229068225	0.00457644	-0.00240375	5.7780140624999984e-06	2.0943803073600007e-05	0.0007087510000000001	-0.0008749589999999994	7.655532516809989e-07	5.023279800010001e-07	0.000938702	0.000558706	3.1215239443599994e-07	8.811614448039999e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32690.326171875	-97.892578125	9582.956851959229	1068657425.2235756	22756.697265625	-30.087890625	905.2811622619628	517867270.4393044	22403.490234375	-101.87890625	501916374.68173605	10379.311538696287	1.279657	22.634258	0.10488210000000002	0.11159723220000001	-0.1333312041	0.0019416292000000001	0.0463298533	0.0079263839	-0.2268198962	0.0662401102	0.0839382659	0.2605504461	0.036170249	0.1493122915	0.14961506089999999	0.008447698299999999	0.047913996699999996	0.0378606731	0.0123469578	0.009413863199999999	-0.0747272804	0.0265343187	-0.0135323256	-0.0749756919	-0.0181687448	-0.0039184779	-0.0722815778	-0.0541946002	0.1734039496	-0.0755207774	0.052998528899999994	0.0720374264	0.1267088834	0.0436351429	-0.0639130899	-0.0605530903	0.16476927759999999	-0.035238302	-0.0798547129	-0.0924255354	-0.0157213766	0.0276213979	-0.080300945	-0.0157654073	-0.057766688899999995	0.1624182948	-0.0773444521	-0.0262851211	0.0964991531	0.1147839417	0.0825359632	0.034670038199999996	-0.1276820608	0.1143404876	-0.0774258369	-0.0304004439	-0.0102585205	-0.22604811170000005	0.1328979926	-0.0451156467	-0.2149143235	0.14906801390000002	-0.153595704	-0.0257585268	0.0287464808	-0.1236323637	-0.0037082958	0.0113513259	0.0007101982000000001	0.024080779700000002	-0.0006744784	0.079583388	0.0927106025	-0.035246965899999996	-0.057642507999999995	-0.024466373700000002	0.07762132570000001	0.018329901699999998	0.029283598900000006	0.1889900954	-0.047164079000000005	-0.079501287	0.1333889121	0.045007123600000004	0.1233225797	-0.0470213138	0.059197770999999996	-0.057130721399999994	-0.023257502000000003	0.0575758996	0.0300824087	0.08483025539999997	0.09933967380000001	-0.032919930800000004	-0.1289369702	-0.051164499100000004	0.11464751990000001	0.0071735971	0.12104935019999999	0.11905633460000001	0.11575891279999999	0.0273629	-0.0003368999999999976	1.135016099999984e-07	0.0007487282964100001	0.13356300000000002	0.020701000000000025	0.017839074969	0.00042853140100000095	0.187665	0.06250199999999997	0.035218152225	0.003906500003999997	0.0045409	-3.5540000000000564e-05	1.2630916000000409e-09	2.061977281e-05	0.000606645	-0.00010210600000000014	1.0425635236000028e-08	3.6801815602499993e-07	0.000649504	-0.00028919799999999995	8.363548320399997e-08	4.2185544601599997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32659.607421875	-30.71875	943.6416015625	1066649956.9509926	22762.333984375	5.63671875	31.77259826660156	518123848.41623306	22337.59765625	-65.892578125	498968269.0525055	4341.831851959229	1.0707970000000002	18.940004	0.14811959999999993	0.11313291140000001	-0.0694256094	-0.1257411564	0.0006008864	0.0435181679	-0.053111517000000004	0.1940658566	0.0775153382	0.1452409928	-0.006697776700000001	0.039635194	0.0006790919	-0.11617175449999999	0.0156197205	0.0667411178	0.0160316712	0.045209875700000006	-0.1276366651	0.1987528233	-0.0201413202	0.0012545648	-0.017507269	-0.0293890062	0.09928645539999999	-0.014638023600000001	0.0826448763	0.005419241500000001	0.1654660066	0.033859199900000005	0.0884620684	-0.09485695539999996	0.043950948899999995	0.1676431056	-0.0144486992	0.0200310205	-0.12231782669999999	0.0695690644	0.0607272695	-0.0269864881	-0.0224887488	-0.1086711817	0.1235187562	-0.0374823586	0.0014567117	-0.050986967300000005	0.054658627	0.1328463758	0.07101478809999999	-0.08556508939999999	-0.0573823172	0.1427488666	-0.0428859233	0.024596991699999998	0.0033431233	-0.0356977177	0.1558876695	0.0973038733	-0.1451025127	0.08556251449999999	0.004666801	-0.0395833665	0.1033225185	0.0211317976	-0.0027010995	-0.0095088226	0.2069751236	0.0353536355	0.08975696849999999	0.1464719239	0.1034397986	0.014852098700000003	-0.050761256500000004	-0.006892895600000001	-0.1484441412	-0.0085191213	0.1226504947	0.0026729634999999997	-0.0214817068	-0.08095056169999999	-0.2053061411	0.015036480500000001	0.15174223050000002	0.0276910698	-0.0731429602	0.059122540099999996	0.11385335140000001	0.1255518163	-0.002571772	-0.009150521600000001	-0.0109107067	-0.1201804298	0.024542993399999997	0.1244201615	-0.0011808625	-0.14532487619999998	0.1207205288	0.11775003070000001	0.11285322490000001	0.024174200000000003	-0.0031886999999999987	1.0167807689999997e-05	0.0005843919456400003	0.04121	-0.09235300000000002	0.0016982641000000006	0.008529076609000003	0.16708599999999998	-0.020579000000000014	0.027917731395999998	0.00042349524100000063	0.00413286	-0.00040803999999999927	1.664966415999994e-07	1.7080531779600002e-05	0.000451927	-0.00015471799999999998	2.3937659523999992e-08	2.0423801332899998e-07	0.000572284	-7.721999999999991e-05	5.962928399999986e-09	3.275089766560001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32377.8359375	-281.771484375	79395.16940689088	1048324259.9956664	22723.013671875	-39.3203125	1546.0869750976562	516335350.33221817	22307.470703125	-30.126953125	497623249.1707802	907.6333045959473	1.15155	20.36833	0.06922230000000003	-0.0199536022	0.1328546483	-0.2251895852	-0.1508845855	0.0408311315	-0.1249515342	0.1296547241	0.0038565828999999998	-0.0182307915	-0.047893759800000005	0.0436736412	-0.1449920674	-0.0510059846	-0.0207439218	0.038527988	-0.023491371299999998	0.0945494932	-0.0442844645	0.029245010099999996	0.0498733746	0.1489530613	0.0462142366	0.06442419719999999	0.0240264773	0.09505333099999999	0.0400655486	-0.0486361566	0.20272692280000001	0.0353221068	0.13627504699999998	0.0528068417	-0.0413478636	-0.11683815119999999	-0.041417015	-0.10661729130000001	0.021441592599999997	0.136904482	-0.022842374	-0.06168101860000001	0.047817500199999995	0.0625302755	0.1067789849	-0.18248696039999998	0.1067540114	0.012965536399999998	0.0401764232	0.0088557514	-0.0639302046	-0.24031457539999998	0.14912724789999998	0.132489578	-0.060063988	0.13623359	0.0553998444	-0.11305468140000001	0.021837346	0.10502337619999999	0.016405803400000002	0.0311956334	-0.0314776152	0.0462368369	0.0684355836	0.1539439266	-0.0195703934	-5.92431e-05	0.016455426699999998	-0.1652534606	0.046976486399999996	0.09996061269999999	0.0849034166	0.0495714191	0.0499584209	0.05650539280000001	-0.1584853241	-0.08648209789999999	0.1426756126	0.0460369691	-0.0481641967	0.0213581104	0.0586639273	0.023762197000000002	0.051702022599999994	-0.0306787971	0.1119596932	-0.1436896408	0.12321133880000001	0.0854855242	0.113010814	-0.0242007988	-0.0248576475	0.023760161000000002	0.0334344388	0.0063220151	-0.14166626029999999	0.071298079	0.120326335	0.1161887065	0.1093977275	0.0241433	-3.090000000000384e-05	9.548100000002373e-10	0.0005828989348899999	0.0411052	-0.00010480000000000904	0.0016896374670399995	1.0983040000001895e-08	0.14746800000000002	-0.01961799999999997	0.021746811024000005	0.00038486592399999877	0.00339497	-0.0007378900000000003	5.444816521000003e-07	1.15258213009e-05	0.000606645	0.00015471799999999998	2.3937659523999992e-08	3.6801815602499993e-07	0.000669048	9.676399999999994e-05	9.363271695999991e-09	4.47625226304e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32551.869140625	174.033203125	30287.555789947513	1059624184.5483742	22763.15234375	40.138671875	1611.112979888916	518161104.6247711	22382.0078125	74.537109375	500954273.71881104	5555.780673980713	1.326877	23.469479	0.06682325	-0.053376133799999996	0.0831102052	-0.0772113487	-0.0835138004	0.006367044499999999	-0.0752396501	0.0315391965	-0.0164361268	-0.056015362699999995	0.0606532574	0.032080932	0.050356388499999995	0.1424331869	0.057086594500000004	-0.014224558799999999	-0.021878351299999998	0.1734214079	0.13995396699999998	0.0635601942	-0.0059648472	-0.0765440824	0.0831366929	0.0120532885	0.073775857	-0.0916943471	-0.005547502199999999	0.050507493099999995	-0.1286254066	0.0241628076	-0.0723799049	-0.0322317405	0.1616828892	-0.013951508799999998	-0.012150435	0.0520187034	0.0424890197	0.0979865389	-0.1385997099	0.057528145999999995	0.0284999234	0.0204546215	0.0650634974	-0.0414301288	0.059647982	-0.0626527384	-0.0643902987	-0.0319844615	-0.0379614831	-0.11902429699999999	0.0914556292	-0.1535852562	-0.1093499603	0.0836545017	0.0245408534	-0.07071262190000001	-0.025568593799999997	0.0176733939	0.0008009246	0.0238539503	-0.0327249175	0.1364755675	-0.1120393941	-0.0066493596999999995	0.15851402539999998	-0.0455468761	-0.1155612382	0.0782434056	0.0150337778	0.0430275767	0.0581934782	-0.0523463477	-0.0141357217	0.0542060031	-0.026239288	-0.050077650700000004	0.0224197606	-0.1009487532	0.0745843712	0.07563467139999999	0.024258075499999997	-0.1462641208	-0.0642617568	-0.0156436465	-0.0973664322	0.0086814364	0.0879938919	-0.0155833346	-0.0022195929999999997	0.0099589112	-0.1522183093	0.1190986408	-0.10979102800000001	-0.1118175674	-0.054614522400000004	-0.026539196	0.1198669825	0.1143757435	0.10540925529999999	0.024152700000000003	9.400000000003156e-06	8.836000000005933e-11	0.0005833529172900001	0.0244437	-0.016661499999999992	0.0005974944696900001	0.00027760558224999973	0.126694	-0.02077400000000001	0.016051369636	0.00043155907600000065	0.00319625	-0.00019872000000000032	3.948963840000013e-08	1.02160140625e-05	0.000429575	-0.00017706999999999993	3.1353784899999983e-08	1.84534680625e-07	0.000457271	-0.000211777	4.484949772900001e-08	2.09096767441e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32561.353515625	9.484375	89.953369140625	1060241742.7695043	22755.830078125	-7.322265625	53.61557388305664	517827802.5444984	22400.56640625	18.55859375	501785375.320816	344.42140197753906	1.047193	18.522501	0.04607984999999999	-0.0825727531	0.0782977165	-0.0029027374	-0.11801341900000001	-0.0301092137	0.031249043900000002	-0.0237014548	-0.0227552962	0.0056058003	-0.0340333081	-0.0010716153999999999	0.0798614421	0.0220009654	0.11695644300000001	0.0102709506	0.0807457545	0.09131634150000001	0.0317210976	0.0403073811	0.0416329642	0.0503914684	-0.1140188159	-0.1447509175	-0.0276869961	-0.1103230682	-0.032254942	-0.16444127220000002	0.0056645775	0.058096736100000004	-0.0812789086	0.005009920300000001	0.0725376668	-0.026706493199999997	-0.086484895	-0.0048332501	-0.0018071107	0.17511484030000002	0.10941202539999999	0.024491301	0.21204018649999998	-0.0226217247	0.0583445289	-0.0878060506	-0.182034891	-0.1795754338	-0.0418454402	-0.0844421489	-0.06378692059999999	-0.066961484	-0.0724663208	-0.0344459562	-0.0528869543	0.11342373619999999	-0.01935462	0.0383796681	-0.023478554500000002	-0.0326225628	-0.0139672106	-0.029263047	-0.0208816878	0.0222677444	-0.0347117838	-0.06737118190000001	0.0314504101	0.0633372653	-0.0781497947	-0.0339420124	0.011823651000000001	0.1687932403	-0.1239909017	-0.0745439021	-0.0351710183	-0.11767887240000001	-0.022196484500000002	0.0301020931	0.09030536269999999	0.0147280533	0.1718557999	0.032463599999999995	-0.08654578859999999	0.0515040009	-0.0439077137	0.1531432919	-0.09257622480000001	0.059808271100000004	0.14834151880000002	0.044705258399999996	-0.0222209789	-0.0037021662	0.20754348350000001	0.110215779	0.1381879154	-0.05886274900000001	0.0188353538	0.1341327958	0.11934271980000001	0.112315068	0.1009072399	0.024143900000000003	-8.79999999999978e-06	7.743999999999613e-11	0.0005829279072100003	0.0418523	0.0174086	0.0017516150152900002	0.00030305935396	0.112156	-0.01453800000000001	0.012578968335999998	0.00021135344400000027	0.00324789	5.163999999999993e-05	2.666689599999993e-09	1.0548789452099996e-05	0.000496545	6.697000000000002e-05	4.484980900000002e-09	2.4655693702500003e-07	0.00062115	0.00016387900000000002	2.685632664100001e-08	3.858273225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32574.0234375	12.669921875	160.52692031860354	1061067002.9067992	22757.462890625	1.6328125	2.66607666015625	517902117.21817404	22394.6484375	-5.91796875	501520278.6392212	35.022354125976555	0.905395	16.014406	0.06764238	0.0053450334	0.08093655599999999	-0.0252930104	-0.0720168739	0.0269510398	-0.0105117183	0.0076341743	-0.0342714351	-0.024535463900000002	0.0472343615	0.0027974545	-0.021694026499999998	-0.0394212185	0.0803531059	0.0699603756	0.058994915	0.1157879986	-0.0822970784	0.129741074	-0.10207008960000001	0.0485483191	0.0171352001	-0.0744734303	-0.0378981052	0.1603349579	0.0532101315	-0.0546208309	-0.0511593399	-0.0462888034	0.043699953	-0.0989027241	-0.0160168423	0.011721716699999999	0.0407515658	0.12872399710000001	-0.0857079057	0.0121844802	0.0324586775	0.04698492730000002	-0.030325952599999997	0.0718148118	-0.0087067614	0.0693801639	-0.060295726200000004	0.027602830800000002	-0.026911836499999998	0.0058419811	-0.0633131469	-0.05686021440000001	-0.043665591399999995	0.0045737172	0.0763087437	0.0695538781	0.026905327599999997	-0.015275872099999999	-0.0231087068	-0.0120944873	0.029915679100000002	0.0152830118	-0.0072413603	0.0564918712	0.0101600525	0.0070892557	-0.0801771875	0.0770248914	0.051277317	0.035255876400000004	0.0717798723	0.0565109366	0.1176774606	0.11299384609999999	0.043839746900000004	-0.0757193597	0.0132757795	-0.0554230483	-0.11358983789999999	0.0980173028	-0.0118729785	-0.037524408599999996	-0.0912705675	-0.0808713437	0.1287462106	-0.0070547963	0.0053980749	-0.022998514100000002	-0.0654176712	-0.08976893179999999	-0.1585235524	-0.018539456699999998	-0.0184790344	0.0943520883	-0.10276564460000001	-0.0321983172	0.06213671480000001	-0.13482149	0.11875383099999999	0.1100111431	0.0959136145	0.0241368	-7.100000000002937e-06	5.041000000004171e-11	0.00058258511424	0.00653672	-0.03531558	4.27287083584e-05	0.0012471901907364	0.0998335	-0.012322499999999986	0.00996672772225	0.0001518440062499997	0.00329658	4.86900000000001e-05	2.37071610000001e-09	1.08674396964e-05	0.000606645	0.00011009999999999993	1.2122009999999981e-08	3.6801815602499993e-07	0.000379996	-0.00024115400000000002	5.8155251715999985e-08	1.44396960016e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
