onset	duration	trial_type	img_gender	word_gender	response_time	response_hand	response_accuracy
1.0203	0.5	congruent	female	female	2.6895	right	correct
6.5368	0.5	incongruent	male	female	0.9099	left	correct
13.0533	0.5	congruent	female	female	0.5462	right	correct
17.5699	0.5	congruent	male	male	0.4464	left	correct
22.0864	0.5	congruent	male	male	0.5108	left	correct
27.1029	0.5	incongruent	female	male	0.7401	right	correct
31.6194	0.5	congruent	male	male	0.4714	left	correct
36.136	0.5	incongruent	male	female	0.9826	left	correct
40.6525	0.5	incongruent	male	female	0.705	left	correct
45.669	0.5	incongruent	female	male	0.6283	right	correct
50.1856	0.5	incongruent	male	female	0.6226	left	correct
55.2021	0.5	congruent	male	male	0.5449	left	correct
60.2186	0.5	congruent	female	female	0.6022	right	correct
66.7351	0.5	congruent	female	female	0.6275	right	correct
71.2516	0.5	congruent	male	male	0.5728	left	correct
76.7681	0.5	congruent	female	female	0.6811	right	correct
82.2846	0.5	incongruent	male	female	0.7245	left	correct
88.3011	0.5	congruent	female	female	0.5927	right	correct
93.3177	0.5	incongruent	female	male	0.9639	right	correct
97.8342	0.5	incongruent	male	female	0.5513	left	correct
102.8507	0.5	incongruent	male	female	0.9336	left	correct
108.3672	0.5	congruent	male	male	0.5419	left	correct
113.8837	0.5	incongruent	female	male	0.8632	right	correct
120.4002	0.5	incongruent	female	male	0.8475	right	correct
124.9168	0.5	incongruent	male	female	0.5948	left	correct
129.4333	0.5	congruent	female	female	0.6621	right	correct
133.9498	0.5	incongruent	female	male	1.1064	right	correct
139.4663	0.5	congruent	male	male	0.6587	left	correct
144.4829	0.5	incongruent	female	male	1.209	right	correct
149.4994	0.5	congruent	male	male	0.6473	left	correct
154.5159	0.5	incongruent	female	male	0.9386	right	correct
159.0324	0.5	congruent	male	male	0.6069	left	correct
163.549	0.5	incongruent	male	female	0.7502	left	correct
168.0655	0.5	congruent	male	male	0.5995	left	correct
172.582	0.5	congruent	male	male	0.5609	left	correct
177.0986	0.5	congruent	female	female	0.5721	right	correct
181.6151	0.5	incongruent	female	male	0.7124	right	correct
186.1316	0.5	incongruent	male	female	0.6788	left	correct
191.1482	0.5	incongruent	male	female	0.5539999999999999	left	correct
195.6647	0.5	incongruent	female	male	0.8413	right	correct
200.6812	0.5	congruent	female	female	0.7117	right	correct
206.6977	0.5	incongruent	female	male	0.7190000000000001	right	correct
211.2143	0.5	congruent	male	male	0.6112	left	correct
215.7308	0.5	incongruent	male	female	0.8556	left	correct
220.2473	0.5	congruent	male	male	0.7089	left	correct
224.7639	0.5	congruent	male	male	0.5472	left	correct
229.7804	0.5	congruent	male	male	0.4865	left	correct
234.2969	0.5	incongruent	female	male	0.6868	right	correct
240.8134	0.5	congruent	male	male	0.5691	left	correct
246.3299	0.5	congruent	female	female	0.5984	right	correct
251.3464	0.5	incongruent	male	female	0.7967	left	correct
255.863	0.5	congruent	female	female	0.613	right	correct
260.8795	0.5	incongruent	female	male	0.8893	right	correct
265.896	0.5	congruent	male	male	0.5636	left	correct
270.9125	0.5	congruent	male	male	0.4938	left	correct
276.92900000000003	0.5	congruent	female	female	0.5752	right	correct
282.9455	0.5	incongruent	male	female	0.6695	right	incorrect
287.962	0.5	congruent	male	male	0.6158	left	correct
293.4785	0.5	incongruent	male	female	0.8111	left	correct
297.9951	0.5	congruent	female	female	0.6524	right	correct
304.5116	0.5	congruent	female	female	0.5707	right	correct
309.0281	0.5	incongruent	female	male	0.89	right	correct
314.5446	0.5	incongruent	male	female	0.9393	left	correct
319.5611	0.5	congruent	male	male	0.8086	left	correct
324.0777	0.5	incongruent	male	female	0.9209	left	correct
330.5941	0.5	incongruent	female	male	1.0482	right	correct
335.6107	0.5	incongruent	female	male	1.0735	right	correct
340.1272	0.5	congruent	female	female	0.9218	right	correct
344.6437	0.5	congruent	female	female	0.7982	right	correct
349.1603	0.5	congruent	male	male	0.5644	left	correct
354.6768	0.5	incongruent	female	male	0.8207	right	correct
359.1933	0.5	incongruent	female	male	0.69	right	correct
363.7098	0.5	incongruent	male	female	0.6524	left	correct
368.7264	0.5	congruent	female	female	0.6476	right	correct
373.2429	0.5	incongruent	male	female	0.612	left	correct
377.7594	0.5	congruent	female	female	0.6723	right	correct
382.276	0.5	congruent	female	female	0.7815	right	correct
386.7925	0.5	incongruent	female	male	0.8949	right	correct
391.309	0.5	congruent	male	male	0.6952	left	correct
395.8256	0.5	congruent	female	female	0.7304	right	correct
400.3421	0.5	incongruent	male	female	0.6948	left	correct
404.8586	0.5	incongruent	female	male	0.7602	right	correct
409.3752	0.5	congruent	female	female	0.8293	right	correct
413.8917	0.5	incongruent	male	female	0.7047	left	correct
418.9082	0.5	congruent	male	male	0.6409999999999999	left	correct
423.9248	0.5	incongruent	male	female	0.7892	left	correct
428.9413	0.5	congruent	female	female	0.7266	right	correct
434.4578	0.5	incongruent	male	female	0.7119	left	correct
439.4743	0.5	incongruent	female	male	1.0072	right	correct
443.9908	0.5	congruent	female	female	1.1915	right	correct
450.0073	0.5	incongruent	male	female	0.7098	left	correct
454.5239	0.5	congruent	female	female	0.9171	right	correct
459.0404	0.5	incongruent	female	male	0.9034	right	correct
463.557	0.5	incongruent	female	male	1.1556	right	correct
469.0735	0.5	incongruent	female	male	0.685	right	correct
475.0899	0.5	congruent	male	male	0.6204	left	correct
