csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
36083.3203125	n/a	1302006004.774475	n/a	21349.302734375	n/a	n/a	455792727.2439919	22336.078125	n/a	n/a	498900386.0061035	n/a	n/a	n/a	0.110173511	0.0388029479	-0.0533068064	0.1639539541	0.1373971419	0.0435515629	-0.1126224106	0.0036161313	-0.1319811206	0.1038313202	-0.027599315699999998	0.051994985599999995	-0.0823710231	-0.0251878413	0.1457336252	-0.1002704943	0.0894384743	-0.0510459586	0.20277379620000002	-0.0105742878	0.0486056658	-0.0268364038	0.2859076568	-0.10833573210000001	0.05585432	-0.0536204032	0.0164986993	-0.1061221916	0.039748572200000006	-0.0027889607	0.14021185519999999	-0.0785464225	0.0421551322	-0.008103586	0.0807128433	-0.1205845574	0.028875644	-0.0900779909	0.0667816037	-0.10885611380000004	0.0238918098	-0.09139323490000001	0.08245021	-0.0367454083	-3.52052e-05	-0.0386055652	-0.08132594309999999	-0.14733876210000002	-0.10276631039999999	-0.2372062667000001	0.04262965	-0.0076743747	0.06413592679999999	0.06412221950000001	0.1419725108	-0.0311111025	0.1003144844	-0.0948379775	0.1052021554	-0.035509163999999996	0.055982974500000005	-0.0343673549	0.1225561384	-0.0397950656	0.0013394682999999998	-0.0363957289	0.0397020045	-0.053927681	0.1184640451	-0.032350212999999996	-0.0213018893	0.1316103776	0.0026154538	-0.03922441	0.065673377	-0.0207128762	0.2042803035	-0.0208921432	0.0416872714	-0.1144206749	0.0917210514	-0.0021570324	0.1511247295	-0.009052233199999999	0.0859389698	0.0488811672	-0.0519274032	0.0182966543	-0.0414649913	0.0681242497	-0.0619940811	-0.1094055407	0.074611774	-0.0014180655	-0.0731621729	0.030391939700000002	0.011125163300000001	-0.0368658052	-0.07952066299999999	0.028677091600000006	0.0999969158	0.09998766320000001	0.099972243	0.099950656	0.09992290359999999	-0.0291122	n/a	n/a	0.0008475201888400001	0.08033269999999999	n/a	0.006453342689289999	n/a	0.115335	n/a	0.013302162225	n/a	0.00449355	n/a	2.01919916025e-05	n/a	-0.000160702	n/a	n/a	2.5825132803999998e-08	0.000250454	n/a	n/a	6.2727206116e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35535.02734375	-548.29296875	1262738168.3210602	300625.17958068853	21320.810546875	-28.4921875	811.8047485351562	454576962.3757362	22157.72265625	-178.35546875	31810.673233032227	490964673.31129456	1.6696220000000002	37.36599	0.2157104	0.0180199492	-0.2740283118	0.0056149745	0.1455442682	0.09528848820000001	-0.1622248601	-0.17185805	-0.0405594157	-0.056119141399999996	-0.0609375407	0.0152432521	0.0159381623	-0.044685109699999996	0.0827121832	-0.0300093042	-0.11510452060000001	-0.045810221	-0.0796367934	0.0688764659	0.0458401316	0.0861696003	-0.027111652000000003	0.0172052876	-0.11280241140000001	0.0044217783	-0.0485394929	-0.0601980963	0.030578265299999997	0.16045674599999998	0.013573337	-0.0858038045	-0.0127296158	0.09582926039999999	-0.1209131405	0.0659132011	0.0550034413	0.0495606455	0.0009527858999999999	-0.0936420576	-0.016114696499999998	-0.0742502984	-0.1001489253	0.0637760159	0.07886097389999999	-0.1213801213	-0.12380242300000001	-0.014128061899999999	-0.027137042000000004	-0.2881729823	-0.0053763289	-0.0922420709	-0.0281325039	0.1004079569	-0.1094225808	0.1576541643	-0.0792090863	0.1029498741	-0.061275786900000004	0.0024150535	0.0386030177	0.1114846452	-0.089280852	-0.0336494013	0.005394894599999999	-0.0831584137	-0.0027349443	0.043207078499999996	-0.008726340899999999	0.0814371458	-0.0883313335	-0.0393321472	0.0174563392	0.0107443521	-0.0996948553	-0.0172202052	-0.0074706695999999986	0.0516016613	0.0410280678	0.0588676086	-0.132757191	0.0031406615999999997	0.067188208	0.1387793763	0.04200327190000002	0.0182785402	0.0075995095	-0.079459341	-0.0685090951	0.0067580283	-0.0188385832	-0.0110281526	0.024567778300000002	0.0789126991	0.013004920500000001	0.11752653460000001	0.0753706496	-0.024821111899999998	0.062211843899999994	0.0476812948	-0.1252634593	0.099972243	0.0998889875	0.0997502796	0.0995561965	0.09930684570000001	-0.0459426	-0.0168304	0.00028326236415999995	0.00211072249476	0.105285	0.0249523	0.011084931224999995	0.0006226172752899997	0.211969	0.09663400000000004	0.044930856961000014	0.009338129956000005	0.00345032	-0.0010432299999999996	1.1904708102400003e-05	1.0883288328999992e-06	0.000140122	0.000300824	9.0495078976e-08	1.9634174884000004e-08	0.000452274	0.00020182	4.073131240000001e-08	2.04551771076e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35598.6796875	63.65234375	1267265995.493225	4051.620864868164	21266.892578125	-53.91796875	2907.147354125977	452280719.9295082	22201.234375	43.51171875	1893.2696685791016	492894807.7736816	1.325795	29.671169	0.08075779999999999	-0.106589103	-0.22609586690000005	0.0910613595	-0.0413680363	0.0157571581	-0.0569183972	-0.184585268	0.0083059805	0.0674462076	-0.15993639369999998	-0.0161652897	-0.0413247117	-0.0148937642	0.1116938982	-0.0160542217	-0.044743292999999996	-0.035307164700000004	-0.047288520300000005	0.078979638	-0.0482455427	0.0340828684	-0.07130342519999999	-0.062225977	-0.0896865674	-0.0019081888	-0.0497810299	-0.1645171638	0.0937626176	0.1026587757	-0.007543716999999998	-0.07602303839999999	-0.0800669361	-0.2333967638	-0.09630253789999996	0.0713401737	-0.08188766459999999	0.1002965698	-0.0682679171	-0.039822709	0.0410606617	0.0941684673	-0.1736172188	-0.06691652740000001	-0.049653847800000005	0.1495483667	-0.12259897380000001	0.1027754017	0.0481596886	-0.189078165	0.0791351508	-0.0444091181	-0.010504441599999999	-0.0958357715	-0.0983581032	0.013742156	-0.1764535912	0.032371382000000004	-0.0370408576	-0.07479101169999999	0.0687279232	0.0330365825	0.019525131799999998	-0.16894714859999999	0.0651565892	-0.048951253300000004	-0.0164073988	0.049227972300000006	-0.0179349112	-0.0509219023	0.0051673644	-0.09622513949999999	-0.077376342	0.0464392446	-0.028837648599999998	-0.1108807517	-0.0561665233	0.055920486299999995	0.0039416121	-0.0180791206	0.0623403938	-0.0597200667	-0.007046409	0.038626168100000004	0.1255780047	0.1471310968	0.1605941455	0.0361274237	0.0647393203	0.0667222016	0.1229261377	0.0009089427000000001	0.1035650135	-0.0121971774	0.0255352379	-0.0426124985	0.0030186821	0.0010859548	-0.1728012595	-0.046242273	0.0542319747	0.09992290359999999	0.0996917334	0.09930684570000001	0.09876883410000001	0.09807852800000001	-0.0414492	0.0044934000000000016	2.019064356000001e-05	0.0017180361806400002	0.11345400000000005	0.008169000000000065	0.012871810116000013	6.673256100000106e-05	0.188243	-0.023726000000000025	0.035435427049	0.0005629230760000012	0.00288067	-0.0005696500000000001	8.2982596489e-06	3.245011225000001e-07	0.000252392	0.00011226999999999998	1.2604552899999996e-08	6.3701721664e-08	0.000246806	-0.00020546800000000005	4.221709902400002e-08	6.091320163599997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35568.51953125	-30.16015625	1265119581.6449127	909.6350250244141	21251.8359375	-15.056640625	226.7024269104004	451640530.7144165	22363.40234375	162.16796875	26298.450088500977	500121764.388443	1.114408	24.940363	0.12587459999999998	-0.0279594096	-0.108456021	0.0270226292	-0.1482231572	0.023488974500000002	-0.1085536567	-0.0414466158	0.0384971975	0.0762914047	-0.0028706183000000002	-0.0349699835	0.008942049399999999	-0.0160647898	0.1193180607	-0.0414537184	-0.002960043	-0.17810382940000002	-0.0463334403	0.0455760195	0.0399347504	-0.0957271567	-0.059819428	-0.0658558374	-0.0115744482	0.0691466407	-0.019989896	-0.050217153	-0.0525619254	0.019964961899999998	0.0382509029	0.0861182642	0.0731650207	0.14346142550000002	-0.023371516800000002	-0.0721609655	-0.0118671073	0.0568943243	-0.029798694700000006	-0.018220907800000002	0.0392836343	0.0928451516	-0.0474088908	0.006875371700000001	0.0857101374	0.0273139672	-0.0152169521	0.0165236656	0.1365122908	-0.0363915298	0.09202552130000001	-0.1230989172	0.0574574512	-0.0987796415	-0.12321982460000001	0.033176284900000005	-0.0531483545	-0.0623719792	0.0397822657	0.07265317190000001	0.015047495	-0.0214656215	-0.0813073929	-0.1316997469	-0.05682281650000001	-0.0105436026	0.0593086284	-0.0048439475	-0.0210937471	0.0172646646	0.0647182856	-0.0262420498	0.010847913	0.021588414	-0.0551781564	0.0317311312	-0.0712944951	0.0363576303	-0.1263444731	-0.0497285668	0.0005484573999999999	0.06498863190000001	-0.0842458668	-0.17747454989999994	-0.0068817812	0.09436000550000001	0.0525956803	0.0430660801	-0.09173602980000001	0.0107138487	0.0207510999	0.031241993	0.0340325909	-0.0711994668	-0.0659520553	0.09132468839999999	0.0450418696	-0.0231552669	-0.0481264303	0.015987278100000002	-0.0707909564	0.0998489097	0.0993960955	0.09864292570000001	0.09759167619999999	0.0962455236	-0.026461400000000003	0.014987799999999997	0.0002246341488399999	0.0007002056899600001	0.0944586	-0.01899540000000005	0.008922427113960001	0.0003608252211600019	0.111794	-0.07644899999999999	0.012497898436	0.005844449601	0.00292478	4.410999999999998e-05	8.5543380484e-06	1.9456920999999983e-09	0.00023446	-1.793199999999999e-05	3.2155662399999963e-10	5.49714916e-08	0.0	-0.000246806	6.091320163599997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35711.25	142.73046875	1275293376.5625	20371.98670959473	21289.896484375	38.060546875	1448.6052284240725	453259692.31540304	22435.630859375	72.228515625	5216.958469390869	503357532.05813986	0.811292	18.156654	0.08175940000000001	-0.0589850836	-0.0284515648	0.053191228099999995	-0.1006889307	0.0186076426	-0.09472543679999999	0.0338204515	0.007665005	0.0275103945	-0.0128919935	-0.0246657412	0.0184749507	0.0169685163	0.0593962254	0.023255547999999997	-0.1289524669	-0.1055721438	-0.055124041	0.0752437782	0.020648565	-0.0038147586	0.0056925081	0.0791105663	-0.08559310070000001	0.0403526352	-0.0494418975	0.0060792484	-0.083880542	-0.2534083095	-0.05354075269999999	-0.0361554662	0.0476999984	0.038124880800000004	0.011895286599999999	-0.0158204624	0.033325510499999995	-0.0590499964	0.0263182552	-0.0012840567	-0.0844076568	-0.0755251114	-0.0092393561	0.0460541887	-0.0009742759	-0.0916251198	0.0094792458	0.042737584800000006	0.0990332927	-0.0078445091	0.028121667200000002	-0.044800593	0.0232630211	-0.0793094919	-0.11781486869999999	0.021312443900000002	0.0740993862	0.0063462378000000005	0.11022296570000001	0.0374561631	-0.0421030629	0.0038548388	-0.0462420449	-0.1091539602	0.0021474508	-0.057595065	-0.058745655	0.1054979053	-0.0589494007	0.0428389032	-0.0995000517	-0.0038815408	0.1333173266	-0.1623792737	0.048711907900000004	-0.0166194321	0.15807466	0.056035286100000005	0.0377414638	-0.0508034287	-0.0757919634	0.014208793899999999	-0.032198628199999996	-0.0113346924	0.07755740629999999	0.043932670199999996	-0.1610324343	-0.0143347574	0.0478284029	-0.0513929125	-0.1024705811	-0.028803249	-0.1076640333	-0.1111333076	-0.0152990829	-0.0299305075	0.0059070551	0.0237591935	0.00640335	-0.0026281821	0.0380085724	0.0997502796	0.0990023658	0.09775999380000001	0.0960293686	0.0938191336	-0.0305164	-0.004054999999999996	1.644302499999997e-05	0.00093125066896	0.07795629999999999	-0.016502300000000008	0.006077184709689999	0.00027232590529000037	0.150706	0.038912	0.022712298436	0.0015141437440000002	0.0026119	-0.0003128800000000002	6.82202161e-06	9.789389440000011e-08	0.000101538	-0.000132922	1.7668258084000002e-08	1.0309965443999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35666.45703125	-44.79296875	1272096157.1620026	2006.4100494384768	21314.759765625	24.86328125	618.1827545166017	454318983.86630636	22451.376953125	15.74609375	247.93946838378903	504064327.0913124	0.957836	21.436295	0.1415026	-0.022363842000000002	-0.0315722354	0.0121249171	-0.0870601525	0.0142313073	-0.0310071559	0.049092435700000006	0.022243421800000003	0.0387649122	0.0656891741	-0.0019437748000000002	0.0001857484	0.1518294435	0.0863218706	0.027022137	-0.0443763992	-0.1075563306	-0.0065269944	-0.0652696911	0.047689834400000006	-0.026726499700000003	0.0384195931	0.0578799274	-0.0734299969	0.0746841389	-0.18901134170000009	0.0175572919	-0.0302115938	-0.07878711349999999	-0.0101637002	0.0159795258	-0.0575438782	0.0360224839	0.1844493441	-0.1482196098	-0.047674366399999994	0.0319382679	0.007046500799999998	-0.057176347	-0.015161341000000004	0.070367049	0.0728620273	-0.046668274100000004	0.11061862550000001	-0.0434877544	0.0911371549	0.0058132015	0.0979513787	0.0240485215	0.0569385315	-0.06425448809999999	0.0328040195	-0.0516225693	-0.0029493328999999997	0.0146895893	0.0660956125	-0.0258677992	0.047446198099999996	0.1306403247	-0.0624646458	-0.0665436929	0.0290058728	-0.0868975463	0.0295790903	0.020368557	-0.2042278273	0.04120187	0.08968952570000001	0.0463707208	0.002767666	-0.1002909498	0.0424047028	0.047064590700000006	0.07504258429999999	-0.0344016736	0.0289335566	0.0945940105	0.15358963050000002	0.0157112957	0.0450529182	-0.0170936762	-0.08003071860000001	-0.09460014259999999	0.0060412331000000005	-0.0063743864	-0.0170919566	-0.012540566000000001	-0.0846169936	0.009864267	-0.0247594179	0.0780666471	0.052048274699999994	-0.0637738949	-0.0225813591	-0.010772040600000001	-0.0440857867	-0.0383525387	0.0306352808	0.1059719482	-0.158878634	0.0996270376	0.0985109326	0.0966600102	0.0940880769	0.0908143174	-0.0227016	0.0078148	6.107109904000001e-05	0.0005153626425599999	0.107527	0.029570700000000005	0.011562055729000001	0.0008744262984900003	0.07522589999999997	-0.07548010000000002	0.005658936030809998	0.005697245496010003	0.00290221	0.0002903100000000002	8.4228228841e-06	8.427989610000013e-08	-0.000180892	-0.00028243	7.976670490000001e-08	3.2721915663999996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36033.2890625	366.83203125	1298397920.6616821	134565.73915100098	21370.046875	55.287109375	3056.664463043213	456678903.43969727	22579.365234375	127.98828125	16381.000137329102	509827734.38730234	1.092223	24.443848000000006	0.1970092	-0.1219545977	0.0500028618	0.1394815958	-0.0109749273	0.016504731	0.049260629800000004	0.056717381	-0.0499097733	-0.051486742800000006	-0.1386326867	0.05390874019999999	0.015331173100000001	0.0505635633	-0.0574887656	0.0640023441	-0.051296868600000003	-0.1074050831	-0.1428596395	0.0740517904	-0.012714363700000002	-0.044391045999999997	-0.0270640238	-0.0887877624	-0.0672930266	0.0678144146	-0.1963489162	0.1236235291	-0.1117045267	0.0074846291	-0.0594585315	-0.0297686419	-0.0146128231	-0.050385657300000004	0.0268960094	-0.0485921782	-0.0496077613	0.0324088812	-0.0047294241	0.2012933694	-0.0137215901	-0.059293624800000014	0.19814461100000005	-0.1223090183	-0.0345262139	-0.0288376337	-0.057662182199999995	0.1314070573	0.0276151054	0.0510596421	-0.0431306005	-0.0018925265	-0.1194544433	-0.0785028148	0.046984909299999995	-0.0035097867	0.0479715554	0.0346310669	0.007298955699999998	-0.10093291160000001	-0.046832833399999996	0.0429436315	0.028117668	-0.18386745350000008	-0.010391705400000001	-0.1000752582	-0.0874599158	0.0612148525	-0.1037412994	0.018380158400000002	0.010174154	-0.042451684	-0.0898650278	-0.05980408070000001	0.0282735746	-0.0954539666	0.0517311984	0.1011749333	-0.1651406514	0.046443062199999996	-0.0171251382	0.1177272075	-0.0242360854	0.0050652845	-0.15478120720000002	0.018780364299999998	-0.0449256284	-0.0227818819	0.033500244	-0.1504208583	-0.0904009019	0.000817248	0.0333000149	0.0133693176	0.0270779177	-0.1536904851	0.051167916699999996	-0.005824045799999999	0.1040993041	0.0724728492	-0.1225953391	0.0994792142	0.0979222811	0.0953454172	0.0917754626	0.0872496007	-0.0266193	-0.0039177	1.5348373289999998e-05	0.0007085871324899999	0.0633913	-0.0441357	0.0040184569156900005	0.00194796001449	0.179112	0.1038861	0.032081108543999995	0.010792321773210002	0.00279784	-0.00010437000000000032	7.8279086656e-06	1.0893096900000071e-08	0.000506207	0.0006870989999999999	4.7210503580100004e-07	2.5624552684899987e-07	-0.000109925	-0.000109925	1.2083505625e-08	1.2083505625e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35847.3984375	-185.890625	1285035974.7368774	34555.324462890625	21319.72265625	-50.32421875	2532.526992797852	454530574.1394196	22587.779296875	8.4140625	70.79644775390625	510207773.56433487	1.2567100000000002	28.125053	0.24885421	-0.0165513986	0.1213205332	0.013369354299999999	-0.07941524629999999	0.0822530586	0.11907641769999999	0.0652259701	0.10456552849999999	0.0598238966	0.043146639900000006	-0.0449595407	-0.049500467699999995	-0.0299670377	0.0559200864	-0.0193316838	-0.13865711630000002	0.071612278	-0.0319157474	-0.042193414900000004	-0.0087977205	0.0339429361	0.0313804912	-0.0467506042	-0.062451166600000003	0.004864918	-0.1540292591	0.2212548548	-0.0063826644	0.009655383	0.0232049356	-0.0369256282	-0.1701620216	-0.1208758765	0.0579370347	0.0890329684	0.0657210414	0.0202215434	-0.0539024795	0.0330430492	-0.0516522777	0.1196080065	0.0405435896	-0.0225422095	0.0316806987	0.0780966403	0.1444700615	-0.0050146954	0.0671189666	0.110052025	-0.043513630899999996	0.0822950573	2.98312e-05	-0.11761381679999999	0.1082722416	0.0661194477	-0.0097867575	-0.0140258239	0.0707022247	0.1239115664	0.0417428148	0.0529897675	0.0673206276	-0.0174513945	-0.0540454276	0.0745600677	-0.0637732919	0.10388414859999999	-0.0495912296	0.0153234241	-0.0169988836	-0.07703185809999999	0.0381740477	0.010491483999999999	0.0457931558	0.004358754	0.0861834397	-0.011706030400000001	-0.0348282973	0.0637836539	0.0280177274	0.014262516299999996	-0.0527802664	0.0060011105	-0.0001776009	0.024500697000000002	0.0260182798	0.0049930415999999995	0.0325379545	0.09837247939999999	0.1530813866	0.0795201509	-0.0526385491	0.0844700167	0.1539046683	-0.1208464105	0.0007366142999999999	0.006895021800000001	0.1034371694	0.0484427258	0.020877007700000002	0.09930684570000001	0.097236992	0.0938191336	0.08910065240000001	0.08314696120000001	-0.00706839	0.01955091	0.00038223808182809993	4.99621371921e-05	0.11771600000000003	0.05432470000000002	0.013857056656000004	0.0029511730300900017	0.0955706	-0.08354139999999999	0.00913373958436	0.006979165513959998	0.00230702	-0.0004908199999999999	5.3223412804e-06	2.409042723999999e-07	-0.00028661	-0.0007928169999999999	6.28558795489e-07	8.214529210000001e-08	-0.0006550319999999999	-0.000545107	2.97141641449e-07	4.2906692102399996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35974.1015625	126.703125	1294135983.229065	16053.681884765625	21330.76953125	11.046875	122.033447265625	455001728.79530334	22594.162109375	6.3828125	40.74029541015625	510496161.42471695	0.942656	21.096558	0.04658858	-0.0461573301	0.12089874810000001	0.042987093	-0.08458609630000001	0.06755804900000001	0.15787614630000002	0.0315077363	0.046867734	-0.0376790521	0.0316093436	-0.0128684079	-0.0177491774	-0.0019474808	0.0550450797	0.026116513100000002	-0.2040659845	0.0510749495	0.0853632197	-0.029522856400000002	0.045358834699999996	0.0853809619	-0.0681412049	-0.0162891971	0.0123527517	0.0088880501	0.0472549055	0.0446234592	-0.0122034539	0.0526104295	0.0723920643	0.0594247362	0.0648891293	-0.15750945289999999	-0.1113363845	0.043751434400000004	0.020298379199999998	-0.1352363558	0.13842879800000002	0.0880801111	0.1410923664	-0.1239768503	0.0021782689	-0.0696619797	0.0379878442	-0.0282571819	0.0821266755	0.0367291436	0.0086641026	0.0753704714	-0.06151845	0.0886584517	-0.0097736449	-0.1391881959	0.15288698550000002	0.0296840425	0.033402596	0.0383532469	0.023068892799999997	0.1251452425	0.0380372968	-0.0798031948	-0.1224808334	0.0045530007	0.0020878494	-0.092749405	0.0161956724	0.0419257015	-0.050517237	0.037754498399999996	-0.011082819499999999	0.0247712939	0.0560697524	0.039611050099999996	0.1003722107	0.0449776975	-0.2160692591	-0.052347012699999994	0.0379799881	-0.0094659055	0.1366507709	-0.0936977692	-0.0038879082	0.1403471694	-0.0446062749	-0.1048066895	-0.059932751900000004	-0.109285185	0.009319305600000001	0.0044323838	-0.10729534630000001	-0.0082209229	-0.037035066400000004	-0.1416879308	0.005604034599999999	-0.044047193899999997	-0.0073136847999999985	0.036288673	-0.055819010700000005	-0.0355253491	0.045289185700000005	0.0991099747	0.0964557418	0.092084548	0.08607420269999999	0.0785316931	-0.00839657	-0.0013281800000000009	1.7640621124000024e-06	7.05023877649e-05	0.124413	0.0066969999999999955	0.015478594569000003	4.4849808999999936e-05	0.0936041	-0.001966499999999996	0.008761727536810001	3.8671222499999846e-06	0.00233163	2.461e-05	5.4364984569e-06	6.056520999999997e-10	-0.000338906	-5.2295999999999955e-05	2.734871615999996e-09	1.1485727683599999e-07	1.0587899999999999e-22	0.0006550319999999999	4.2906692102399996e-07	1.1210362640999998e-44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35917.703125	-56.3984375	1290081397.7756348	3180.7837524414062	21348.57421875	17.8046875	317.00689697265625	455761621.1734772	22595.908203125	1.74609375	3.0488433837890625	510575067.52405167	0.960722	21.500868	0.05257475999999997	-0.062188232300000014	0.054217935099999996	0.070511499	-0.0491439908	0.0353068482	0.10557563810000001	0.0601198291	0.030075002799999997	-0.0367315751	-0.012342005500000001	0.0617598593	0.0363713217	0.0104862816	0.11441464550000001	0.0178943779	-0.0486608626	-0.10760874640000001	0.0490792058	0.0055428018	0.0823058466	-0.0318284989	-0.0434181233	-0.0630173804	0.0201861523	0.0720343604	0.0844243043	-0.0407150896	-0.1057260789	0.0051294526	-0.052757606299999996	-0.0472480674	-0.0242705096	0.0334421238	-0.1391687556	0.0286723375	0.1376413396	-0.12401135390000001	-0.0356126636	0.009333486	0.0852444091	0.0298114519	0.1095859966	0.0776649681	-0.1251338025	0.0022504757000000003	0.0326493001	0.0632793965	0.042107035	0.055051654500000005	-0.0398448976	-0.0281423449	-0.0444061096	-0.09527348890000001	0.1138399908	-0.0314893226	0.0306256991	-0.040133152799999995	-0.022611550299999998	0.053421967599999995	-0.0570052914	-0.057202263899999994	-0.1504383527	-0.0831202139	-0.11144336810000001	-0.10608865140000001	0.096396682	0.0069926667000000005	0.060571001299999996	-0.0012376045	0.0531366222	0.053348093	-0.0067296822	-0.0651828033	-0.0072299838	-0.011259186000000001	0.1340877382	-0.1621969369	0.014719494199999999	-0.0354482877	-0.0507324589	0.0727911396	-0.0205517526	0.061986273099999996	-0.071613966	0.0945365292	-0.11145639800000001	0.1095405303	0.0670583375	0.0018466807	-0.046085405	-0.0057450753	-0.0105221072	0.106883471	-0.0291129902	-0.0118746663	-0.0062358896999999995	-0.017131396200000003	0.0582715884	0.0294801971	0.0690928963	0.0988886499	0.0955793015	0.0901455117	0.0827080574	0.0734322509	-0.00170026	0.0066963100000000005	4.4840567616100014e-05	2.890884067600001e-06	0.096582	-0.02783100000000001	0.009328082724	0.0007745645610000005	0.0860335	-0.007570600000000011	0.00740176312225	5.731398436000016e-05	0.00222927	-0.00010235999999999968	4.969644732900001e-06	1.0477569599999935e-08	-0.000446083	-0.00010717700000000002	1.1486909329000004e-08	1.9899004288900002e-07	0.0	-1.0587899999999999e-22	1.1210362640999998e-44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
