csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
29317.734375	n/a	859529548.8830566	n/a	19839.5078125	n/a	393606070.2422485	n/a	20217.45703125	n/a	n/a	408745568.81044006	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29435.3515625	117.6171875	866439921.6079713	13833.802795410156	19861.69140625	22.18359375	394486785.5171051	492.1118316650391	20086.21484375	-131.2421875	17224.511779785156	403456026.7492829	1.77509	35.859848	0.4566334648000001	-0.0004744926	-0.36717817020000004	-0.1853194222	-0.11165801339999999	0.37604667880000003	0.1564581678	-0.0658033718	0.0581346567	-0.050888785199999995	-0.188222698	0.259681967	-0.1089560203	0.018203491000000002	-0.052411237	0.12370939480000001	-0.015006397099999999	0.3014525822	-0.0037974278	-0.0020717713	0.0265023504	-0.1675131579	0.0083562248	-0.011496702900000001	0.0168375116	-0.0186539133	0.10605593960000001	-0.1798096132	0.056000809000000006	-0.1554044436	0.0672649972	-0.1500318269	0.10573993429999999	0.028954390099999998	-0.0436426292	0.045799503	-0.0554706016	0.0348447808	0.004494260999999999	-0.0432404088	-0.0221883618	0.0562701165	0.1179250575	0.0265303263	-0.0572667058	-0.0526895737	0.0962217682	0.39963404259999996	-0.2018493235	0.06859847200000001	-0.0632475441	-0.1219150225	0.3338239221	0.2080518813	0.1251693127	-0.06173570320000001	0.0239579051	0.19335802940000002	-0.2433688903	0.0470964348	-0.0080412969	0.0275959764	-0.0764883886	0.0444976324	-0.1500453544	0.0479147355	-0.1912712803	0.0791001297	-0.0256133846	0.0466790088	-0.1313951417	0.0557450686	-0.1653558508	0.1483957398	-0.0740816245	0.0216840812	-0.1182701389	0.1650917459	-0.1045404765	0.1093811056	-0.0003934405	-0.0554513021	0.11634465890000001	-0.035383818399999996	-0.0154639457	-0.0431820538	0.086344331	0.0336617861	-0.1487513373	0.1356946924	0.0781378135	0.1540655456	0.11145033789999999	0.1114344244	0.11140790369999999	0.1113707782	0.0	-9.231480000000004e-05	-9.231480000000004e-05	8.522022299040008e-09	8.522022299040008e-09	0.0774947	0.0774947	0.006005428528090001	0.006005428528090001	0.107756	0.107756	0.011611355535999998	0.011611355535999998	0.00375116	0.00375116	1.40712013456e-05	1.40712013456e-05	-0.00125621	-0.00125621	1.5780635641e-06	1.5780635641e-06	-0.000418439	-0.000418439	1.7509119672100002e-07	1.7509119672100002e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29700.013671875	264.662109375	882090812.1095619	70046.03213882446	19819.07421875	-42.6171875	392795702.8883209	1816.224670410156	20117.158203125	30.943359375	957.4914894104004	404700054.16955954	1.552766	31.368532	0.3477028352000001	-0.062221822	-0.2884478443	-0.15155059880000002	-0.1043827368	0.2404552697	0.1265330016	-0.0327811375	0.1583215314	-0.13309619109999998	-0.1178679821	0.17208863170000002	-0.0591939698	-0.1014601931	-0.0667953015	-0.0548838147	0.0102097957	0.0223285249	0.0605274162	0.14724087859999999	-0.09359982300000001	0.0652580421	-0.0180110293	0.16562486740000001	0.1415907237	0.0271016319	-0.1366214876	0.0490167859	-0.08599996630000001	-0.11518658359999999	-0.0591979141	-0.1516481405	-0.0427920491	0.11141761929999999	-0.013310141200000002	0.0051629446	0.0965639107	-0.132075988	0.1616988873	0.0615327473	0.031869492799999996	-0.0777012748	-0.1442255224	0.042370705300000006	0.0453117362	-0.0966674197	0.0691928451	0.3120934093	0.0011231162	-0.0403702556	0.076252914	-0.1074455518	0.2085426351	0.1631217759	0.09834736179999999	-0.1738432255	0.11817377289999999	0.1679458814	-0.2032403848	0.0402892658	-0.0094966315	-0.0428528896	0.0014826791	-0.0022717114	-0.0399554508	-0.0738413586	-0.024677415	-0.0552428859	0.05694410690000001	-0.1413989462	0.0206453181	-0.0988331622	0.051675602	-0.144752293	0.0671672734	-0.09073085119999999	-0.08125633110000001	0.0093986533	0.057922027699999996	0.2042607239	-0.03237282	0.2100425972	0.0412105382	0.0608361679	-0.1045219159	0.0187676165	0.0187983858	-0.0636816848	0.0963011907	-0.0247033533	-0.1587396358	-0.1724433578	0.11140790369999999	0.11126472820000001	0.1110262386	0.1106926392	0.0	-0.019813	-0.0197206852	0.00039255496899999996	0.00038890542475749913	0.10885	0.0313553	0.00098315483809	0.0118483225	0.225295	0.117539	0.013815416521	0.050757837025	0.00670281	0.00295165	8.7122377225e-06	4.49276618961e-05	-0.00105846	0.00019775	1.1203375716e-06	3.9105062500000013e-08	-0.000850796	-0.00043235699999999997	7.238538336159999e-07	1.86932575449e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29860.330078125	160.31640625	891639312.3745766	25701.35011291504	19822.154296875	3.080078125	392917800.96912	9.486881256103516	20122.759765625	5.6015625	31.37750244140625	404925460.5850563	1.603734	32.398163000000004	0.4031341	-0.0719674022	-0.1857814878	-0.064416585	-0.0747869139	0.1693089298	0.0957497174	0.0707258502	0.0648841397	0.0558444704	0.1222464261	0.1625743875	-0.0734420677	-0.074589778	-0.1317580944	-0.033281891	0.1253428954	-0.0696619772	-0.0667784847	0.0570829877	-0.1664996883	0.17811290789999998	-0.0043048166	-0.060614668899999995	0.10836005230000001	-0.0542467998	-0.0707598751	0.1506722778	-0.09646688279999999	0.2094033379	-0.0957974408	0.09724389789999999	0.05371429900000002	-0.0514345929	0.1020159033	0.0219379833	-0.061796180199999995	-0.0847950075	-0.1325527786	0.0386622021	-0.0168783282	0.06814534059999999	-0.0587822617	0.1062303235	0.00040230720000000004	-0.0692318873	0.056810092699999995	0.1566782725	0.0770609649	-0.2243915746	0.07924241230000001	-0.0719006466	0.1535474339	0.1372509959	-0.0590825188	-0.083704526	-0.07250147030000001	0.19687314350000001	0.0154754094	-0.1139202821	-0.0819996283	-0.08628081509999999	0.016368111499999997	-0.1168996389	-0.0909365028	-0.0980226075	-0.0338355642	-0.0752605503	-0.069402932	0.068009855	0.0177572589	-0.0424578961	0.0345617193	-0.108370906	0.0397047908	-0.0524866483	0.1035313633	-0.229825175	-0.011795666000000002	-0.1338411024	0.0470887791	-0.09763057650000001	-0.1091099934	-0.0590619284	-0.0195090509	-0.05800382690000001	-0.2037566818	0.0094894768	-0.08016188839999999	-0.11835686599999999	-0.0507251129	-0.0574758581	0.1113230515	0.1109255941	0.1102642158	0.10934049039999999	0.0	-0.0171106	0.002702400000000001	0.00029277263236000004	7.302965760000003e-06	0.194068	0.08521800000000003	0.007262107524000002	0.03766238862400001	0.393234	0.16793900000000006	0.028203507721000005	0.15463297875600002	0.008681609999999998	0.0019787999999999976	3.9156494399999916e-06	7.537035219209995e-05	-0.00105846	0.0	1.1203375716e-06	0.0	-0.00181749	-0.000966694	3.3032699001e-06	9.344972896360001e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29753.0546875	-107.275390625	885244263.2373658	11508.009433746338	19842.853515625	20.69921875	393738835.64255136	428.4576568603516	20081.68359375	-41.076171875	1687.251895904541	403274015.9594879	1.274176	25.740526000000006	0.19999190000000008	-0.0404695142	-0.12672509369999999	0.1019618093	-0.0495279747	0.1491799983	0.051152178099999994	-0.0201224446	-0.137643915	0.017163298700000003	0.054040707199999996	-0.10019036890000001	-0.12286232720000001	-0.1191192008	-0.1402830308	-0.1059263723	0.16250171160000002	0.0404780833	-0.1265333287	0.1070194284	0.0705355013	0.0727833987	-0.1014910176	0.0541206908	-0.0715885037	0.0538535528	0.134897674	0.0418285403	-0.015094986000000001	0.061271202999999996	0.0187121777	0.0290092825	-0.0335031058	-0.0137337946	0.0157800941	-0.0721551642	-0.011724855400000001	0.0291492398	-0.0677143091	-0.1045915857	-0.003191647	-0.0437935095	0.0221683412	0.0531397586	-0.3068516859	0.012245502	0.1484030992	0.0251580266	0.027509547000000002	-0.2117621507	-0.0020017636	-0.0543075515	0.1458877727	0.0702723146	0.0166751405	0.1268274316	0.0308754587	-0.0783155829	-0.0402262986	-0.1639416759	0.0186532456	-0.2088371037	0.1188171088	-0.046723447800000005	-0.0508614846	-0.013416640700000001	-0.027166307999999997	-0.1638882169	-0.0032993023999999998	-0.057322675199999985	-0.0271101402	0.0775946213	0.0934263878	0.022468397299999998	0.004590277	-0.1076160374	0.1009994534	0.0392352384	-0.0493070295	-0.0502431859	0.09047060800000001	-0.0755139896	-0.0496829058	-0.0671815901	0.0518705157	-0.0379648836	0.0723046499	0.0371123679	0.0256298276	-0.19190270350000002	-0.0802930461	-0.0499321537	0.11119581369999999	0.11041753859999999	0.1091244461	0.107322565	0.0	-0.0150918	0.0020187999999999994	0.00022776242724000006	4.0755534399999975e-06	0.2163	0.02223199999999997	0.0004942618239999988	0.04678569	0.497025	0.10379099999999997	0.010772571680999992	0.247033850625	0.00953101	0.0008494000000000019	7.214803600000032e-07	9.084015162009997e-05	-0.000683108	0.00037535199999999997	4.66636539664e-07	1.4088912390400002e-07	-0.00203174	-0.00021425000000000025	4.1279674276000015e-06	4.59030625000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29663.919921875	-89.134765625	879948145.1314125	7945.006443023682	19891.6171875	48.763671875	395676434.33404535	2377.895694732666	20061.708984375	-19.974609375	398.9850196838379	402472167.37375265	1.16857	23.607103	0.18417435	-0.026530502200000004	-0.10649368	-0.022184927400000002	-0.0938165198	0.1302589338	-0.1503773045	-0.0983420391	-0.05665557440000001	0.0326000604	-0.0815781913	-0.11828225210000001	-0.014105465900000001	0.0769737269	-0.0407213081	0.045487372699999994	0.098300515	-0.08044235059999999	-0.1192910478	-0.1335576584	-0.037423551299999996	-0.0009488036	-0.0183382629	0.0333333054	-0.0119728967	0.1174196498	0.0654622747	-0.09569135349999999	0.1317047994	0.1372280074	-0.11092570630000001	0.0793855101	-0.1615258657	0.017136686499999998	0.165443857	0.0988116223	0.0511600362	0.0476785454	0.032223888799999996	0.11962463849999999	0.1181586106	-0.0083077082	0.0374883825	0.0641204838	-0.126775495	-0.0216304372	0.0505315992	0.1003310524	0.0303531227	-0.0258503216	-0.0833949553	-0.1068548068	0.13221587740000001	-0.1397372502	0.0995919833	0.0627178936	-0.024271457200000002	-0.14755077119999999	-0.03056024	-0.0124425796	-0.0651502067	0.0032746892	0.07752690549999999	-0.1630299361	0.047414398499999996	0.1063661326	0.1132290668	0.0076994539	-0.013192798200000001	0.0732451575	-0.1798873522	0.0648027895	0.06344051889999999	-0.042222097	0.030735497	0.017970989	0.0670066466	0.011322334299999999	0.138178216	-0.037519718199999996	0.215303047	0.042907949400000006	-0.053028604699999995	0.1450068648	-0.049795459699999996	-0.0150853976	-0.0480013815	-0.0830137299	-0.042362716200000004	0.0189624363	0.1114782668	-0.0138058012	0.1110262386	0.10974133550000001	0.10761083390000001	0.1046511502	0.0	-0.00942825	0.00566355	8.889189806250003e-05	3.20757986025e-05	0.212116	-0.004183999999999993	1.7505855999999947e-05	0.044993197456	0.560539	0.06351400000000001	0.004034028196000002	0.31420397052099996	0.0114568	0.00192579	3.7086671241000006e-06	0.00013125826624	-0.000489042	0.00019406599999999998	2.39162077764e-07	3.7661612356000006e-08	-0.00212814	-9.639999999999996e-05	4.528979859600002e-06	9.292959999999993e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29765.134765625	101.21484375	885963247.615818	10244.444595336914	19860.36328125	-31.25390625	394434029.66322327	976.8066558837892	20053.701171875	-8.0078125	64.12506103515625	402150930.6908608	1.076167	21.740416	0.20694817	-0.0221638755	-0.06294209320000001	0.000356998	-0.0551770878	0.0754005148	-0.1690418155	-0.1194350325	-0.01427627	-0.0794379014	-0.017494755	-0.10840262369999999	-0.0558069837	-0.09713373939999999	0.030042895099999998	-0.1239531485	-0.0470466608	-0.1239357359	-0.1323036867	-0.1266006915	-0.055612300700000006	-0.022991712999999997	-0.0820866003	0.0282589125	-0.1113995776	0.18040661219999998	-0.0503666367	-0.0028680353000000002	-0.0956597034	-0.0524568428	0.134380878	0.0248305194	-0.0317200459	0.0923942852	0.1154815373	0.0751296977	-0.1984671996	0.0356951433	-0.0044585616	0.048674412300000004	-0.008397030500000001	-0.0427081333	0.1643235206	-0.0121804804	0.0962954097	-0.0180991424	0.0292445304	0.034595155	0.0550998721	-0.0033576757	0.0975110441	-0.0645191233	0.0923492841	-0.1531774467	0.12200891970000001	0.0162070791	0.1050310863	-0.06684538570000001	0.0187145341	-0.0407127985	0.1355145931	-0.10692421	0.0744622556	-0.0247961713	0.2032085237	0.1171167282	0.0743197778	0.1057886527	0.0085512829	0.0120599648	-0.0453878705	0.1366624258	0.1237995195	-0.1091913068	-0.041666884700000004	0.0400953257	0.051041673200000005	0.08460161640000001	-0.151314731	-0.0103557122	-0.07038457570000001	-0.17162972	0.061649003499999994	-0.0224567741	0.0785614401	-0.0553172885	-0.10279044849999999	-0.1325598203	-0.086788832	0.061397952900000004	0.053251607199999995	-0.1661038342	0.1108143908	0.10889801439999999	0.10572856480000001	0.1013425123	0.0	-0.008215929999999998	0.0012123200000000028	6.750150576489996e-05	1.469719782400007e-06	0.247744	0.035627999999999986	0.0012693543839999994	0.061377089536	0.64474	0.08420099999999997	0.007089808400999995	0.4156896676	0.0126007	0.0011439000000000015	1.3085072100000035e-06	0.00015877764049000004	-0.000350885	0.00013815699999999994	1.23120283225e-07	1.9087356648999988e-08	-0.00256422	-0.0004360799999999997	6.5752242083999985e-06	1.9016576639999975e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29725.146484375	-39.98828125	883584333.5175514	1599.0626373291016	19763.869140625	-96.494140625	390610523.4077492	9311.119174957275	20014.212890625	-39.48828125	1559.3243560791016	400568717.63125986	1.088062	21.980711	0.36234626	0.028351045	-0.0126884609	0.021712100800000002	0.027502625099999997	-0.026422244700000003	-0.027185274900000004	-0.0819641087	0.051809441500000004	-0.0974222286	-0.0323813186	-0.0750653437	-0.0061660928	-0.10730862199999999	-0.0196736921	-0.1853234396	-0.0719443679	0.011356273799999999	-0.0527642436	-0.0076833415	-0.0324893714	0.0675621605	0.0826870562	0.0050272413	-0.0278668393	-0.08678294199999999	-0.0374606417	-0.1219618644	0.06690989230000001	0.0334305408	-0.02153998	0.0340111386	-0.042413828	-0.0443739689	-0.0254167106	-0.09866414429999999	-0.0478830244	0.2095842086	0.0006387469	-0.029721781	0.0184772011	-0.0148307004	-0.1327124287	0.0730046437	0.1582484344	0.0272344048	0.0050574394	-0.0223863156	0.0390225403	-0.010895976699999999	0.0477254282	0.0282290119	-0.0294877537	-0.0269527155	0.08419995179999999	-0.0427340747	0.1247367099	-0.0796681214	-0.022699640099999998	-0.030349497000000007	0.0814825653	-0.1035846358	0.1013614183	0.0557156519	0.0337439858	0.0133951167	-0.1179248777	-0.0195761447	0.042435869400000006	0.0551786229	0.0745053269	0.028508279100000002	-0.0935965303	-0.048519003399999996	0.10032075630000001	0.1609384721	-0.0273621181	0.0457680012	0.1055980392	-0.058524462699999995	-0.0077744462	0.09706816789999999	-0.1171819315	-0.0337308925	0.1099790359	0.058418800199999996	-0.0525717666	-0.0530560708	0.1545396772	0.015621999199999997	0.050758175999999995	-0.0264309126	0.110560351	0.10788885960000001	0.10348408699999999	0.0974167978	0.0	0.00010793	0.008323859999999999	1.16488849e-08	6.928664529959997e-05	0.327901	0.080157	0.006425144649000001	0.107519065801	0.773591	0.12885100000000005	0.016602580201000014	0.5984430352810001	0.0142077	0.001606999999999999	2.582448999999997e-06	0.00020185873928999998	-0.000947223	-0.0005963380000000001	8.97231411729e-07	3.556190102440001e-07	-0.00326117	-0.00069695	1.06352297689e-05	4.857393025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29609.076171875	-116.0703125	876697391.7518959	13472.317443847656	19743.619140625	-20.25	389810496.77005386	410.0625	20010.005859375	-4.20703125	17.699111938476562	400400334.4922218	1.069715	21.610081	0.14421378999999998	0.046707396100000007	-0.023305276200000002	0.12544449470000002	0.042685503099999994	-0.0633525566	0.048567459699999996	-0.1382795523	0.007203788199999998	-0.040472951800000004	-0.012193138700000002	-0.042223019	0.0171265364	-0.0647734933	0.0358795111	-0.011660384	-0.014775683799999996	0.0126628959	0.0925075594	-0.1024442942	-0.0492865655	0.1015139762	0.12703741529999998	-0.1031381534	-0.0392511263	-0.0849046842	-0.0563010239	0.09836976689999999	-0.1362283223	0.053846198399999996	-0.0287710358	-0.141349198	-0.18084552329999998	0.022000097000000003	-0.1649845859	-0.0698518814	0.0587227241	0.2104438357	0.12281323300000001	-0.1236525282	-0.053327502199999995	0.058905440199999985	0.024292969700000003	-0.018366932199999998	0.0409872134	0.0617601574	0.0902184808	-0.0603292337	-0.0046099817	0.0817925604	0.0032926858000000003	0.047519212400000004	-0.0756417517	0.0199467529	0.12282184119999999	0.0166713808	0.046052576399999996	-0.027232838500000002	0.0152251317	0.0058307761	0.0336581132	-0.0146016625	-0.0227456254	0.0910209976	-0.0894180976	0.019109368999999998	0.051935015300000005	0.0829267515	0.0001809852	-0.007001884399999999	0.2557970153	-0.0568932821	0.0145655175	-0.11297893369999999	0.08670270470000001	0.0659897832	0.005712285	0.0329297682	0.1331118466	0.1377578504	0.0144659708	0.0431366381	-0.0293635636	-0.1045108322	0.09105882259999999	0.10317085990000001	-0.0544804242	-0.011677019299999999	0.10058975279999999	0.1026279258	0.16656364810000002	0.0160140714	0.1102642158	0.1067154078	0.10088508970000001	0.0928979103	0.0	0.00400232	0.00389439	1.60185653824e-05	1.5166273472100004e-05	0.26497800000000005	-0.06292299999999995	0.003959303928999994	0.07021334048400002	0.778192	0.004600999999999965	2.1169200999999688e-05	0.605582788864	0.015518100000000003	0.0013104000000000015	1.717148160000004e-06	0.00024081142761000004	-0.000801715	0.00014550800000000006	6.42746941225e-07	2.1172578064000008e-08	-0.00326117	0.0	1.06352297689e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29675.580078125	66.50390625	880640052.9732094	4422.769546508789	19778.41015625	34.791015625	391185508.3088532	1210.414768218994	20103.39453125	93.388671875	8721.444034576416	404146471.6790924	1.251821	25.288929	0.09838894000000004	0.0342818006	-0.0331948231	0.0387292063	0.0093927966	-0.0784284431	-0.0858618737	-0.12490758199999999	0.1630479785	0.0031446942	0.1049891205	0.1142156497	-0.0614892358	0.1045893118	0.0078432051	-0.0776254695	0.0257477419	-0.0557158526	0.0517919837	-0.0568523141	0.0121793734	-0.1801915347	0.01046784	-0.005326245899999999	-0.0951949952	-0.2137410857	-0.0911430423	0.025465776000000002	-0.0092857577	-0.0684091716	-0.068141991	0.066341093	0.0860090791	-0.142149354	0.0019246672	0.0228363881	-0.1484084278	0.046333375499999996	-0.0345196288	-0.1392198282	0.11326295269999999	-0.1112412178	-0.0346893263	-0.0728558499	0.11091562640000001	0.022553747000000002	0.0496759582	-0.0149547974	0.060209017000000004	0.0806423683	0.0774919254	0.0155125131	-0.0796915524	-0.10819186609999999	0.115270815	-0.14201595220000002	-0.0256808608	0.1468048127	0.1065665573	-0.115802379	-0.0895039109	0.0415968622	0.1207081793	0.028294623799999998	0.0286975046	0.0672248864	-0.0150254793	0.1343398645	-0.0476238847	-0.0863207483	0.1202688216	-0.0120859278	-0.09916193820000001	0.075028964	-0.078457478	0.0808724075	-0.1224704459	-0.0342149187	-0.1156671609	-0.0383330176	-0.0577163533	-0.11293632460000001	-0.128335285	-0.024285493199999997	0.1864099098	-0.0142009121	0.013168498999999998	0.0633143514	0.11424003279999999	-0.0225999045	-0.10955915179999999	0.029053301	0.1099260982	0.1053794461	0.0979404768	0.0878133654	0.0	-0.00109037	-0.00509269	1.1889067369e-06	2.5935491436100007e-05	0.310815	0.04583699999999996	0.0021010305689999967	0.096605964225	0.790935	0.01274300000000006	0.00016238404900000152	0.6255781742250001	0.0153352	-0.00018290000000000144	3.345241000000053e-08	0.00023516835904	-0.00059733	0.00020438500000000007	3.568031289e-07	4.177322822500003e-08	-0.00295413	0.0003070399999999997	8.726884056900001e-06	9.427356159999985e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
