csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
30524.427734375	n/a	931740688.5110817	n/a	20283.162109375	n/a	411406665.1551857	n/a	20770.2265625	n/a	n/a	431402311.45758057	n/a	n/a	n/a	-0.1494218416	-0.0965340697	0.0313240021	-0.0120835427	-0.023757084900000003	0.0445813637	-0.09595945480000001	0.1056258288	-0.1351863484	0.050277101799999994	-0.1675913424	0.0201337571	-0.1191995888	-0.10291542570000001	0.0872841171	-0.0311017991	0.14342893240000001	-0.0584538603	0.033208551	-0.038074155299999995	0.0598719905	-0.0390584843	0.1233591913	-0.0476933807	0.15478982130000002	-0.049590295599999994	0.01861856	-0.0169992315	-0.035551020499999995	0.1688234518	-0.041421776	-0.1582115872	0.0227851289	0.0634892929	-0.13521645029999999	-0.039710980800000004	-0.1055579252	0.1225361044	0.0585441812	-0.2382406589	0.0293423356	0.0315198558	0.030040592999999997	0.0370019928	-0.0809285639	-0.09478519710000001	0.0018364802	0.0012108469	0.0736857183	-0.12372528099999999	0.19835618940000002	-0.059298447699999986	0.007238424499999998	-0.1913903935	0.047271054800000004	-0.0841560079	0.043166349400000005	-0.0092653852	0.0191805899	-0.07502719299999999	0.1256070491	-0.09122341119999999	0.0495278736	-0.0136529347	0.15403403699999998	0.1110580768	-0.0184304639	0.032270102200000005	-0.10401748720000001	0.0997693241	-0.043633967999999995	0.0325022683	-0.0475666404	0.0592361976	-0.0342265942	0.0786662515	-0.1811237655	0.0214800913	-0.0632232953	0.1875295693	-0.0076673244	-0.0297978811	-0.1269045239	0.0587042699	-0.0289726623	-0.0647614774	0.1598941794	-0.09708149740000001	-0.0888452208	0.015250903500000001	0.0307966542	0.0774893231	-0.0089171259	-0.17797476829999995	0.0404030781	0.0457050036	0.058147655599999994	0.05940109480000001	-0.1600345823	-0.028373847599999998	0.0830703638	0.052965175999999996	0.1217078847	0.1216831682	0.1216419777	0.0145863	n/a	0.00021276014769	n/a	-0.0345494	n/a	n/a	0.00119366104036	0.0166095	n/a	n/a	0.00027587549025	0.000405292	n/a	n/a	1.6426160526399994e-07	-0.00155972	n/a	2.4327264784e-06	n/a	6.46402e-05	n/a	4.17835545604e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30303.806640625	-220.62109375	918320696.9123877	48673.66700744629	20280.775390625	-2.38671875	411309850.4449806	5.6964263916015625	20725.8671875	-44.359375	1967.754150390625	429561570.6738892	1.4341640000000002	27.130062	0.11008349	0.0076341798	-0.0332301062	-0.0072539556000000005	-0.0997437664	0.0592247763	-0.0625233026	-0.0275668515	-0.052708133	-0.1496306848	-0.0347595405	-0.036886705299999996	-0.0524745854	-0.23211499149999998	0.0902408739	0.0291941044	0.0539714654	0.1478360165	0.0623249076	-0.08697077269999999	0.129791708	0.0788450769	-0.0315614964	0.2092979106	-0.0478008866	0.2225822244	0.0114269555	0.11052308720000001	0.045441905899999996	-0.0121648646	-0.07294194030000001	0.0770223591	0.005360058399999999	-0.0747736023	0.009899124399999999	-0.0826626188	0.0434237894	0.0492553183	-0.0224762138	0.054814352000000004	-0.0176276766	0.0698382077	0.1323257824	-0.0540906012	-0.1309853473	0.0761422224	0.0078692496	0.0559442409	0.0778510318	0.042098370999999996	0.018236223500000003	-0.0084674563	-0.0596648235	-0.0042299556	-0.12238287029999999	-0.059644287000000004	-0.16278133	-0.1172939456	-0.0464228659	-0.0710625481	0.014965103700000001	-0.0774587878	-0.1238458431	0.024219263199999997	0.0724496824	0.0890100726	0.1001671753	0.0025383154	0.1525398516	0.0612683343	-0.0114927501	0.07632857400000001	0.0095975904	0.13690951710000002	0.17944917059999999	-0.0791941624	-0.0132537699	-0.284544911	-0.08712126769999999	0.06596787309999999	-0.0055616573	-0.006323398399999999	-0.1220612982	0.0735646839	-0.1604748301	-0.0286047059	-0.0820139503	0.0641526119	-0.041771277200000005	-0.09566178300000001	0.0191693112	-0.0350346884	0.012052508	-0.044223213899999995	0.0480911993	-0.1278406525	-0.0928570195	0.0098998999	-0.0012995744	-0.0029951934000000003	-0.1107618084	-0.027733369	-0.0620706388	0.1216419777	0.12141962949999999	0.12104935019999999	0.034516000000000005	0.0199297	0.0011913542560000006	0.0003971929420900002	-0.0255742	0.008975200000000001	8.055421503999998e-05	0.0006540397056400001	0.0159008	-0.0007086999999999996	5.022556899999993e-07	0.00025283544064	1.0587899999999999e-22	-0.000405292	1.6426160526399994e-07	1.1210362640999998e-44	-0.00109353	0.00046619	1.1958078608999998e-06	2.173331161e-07	0.0008025559999999997	0.0007379157999999997	6.440961331359996e-07	5.445197278896396e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30250.275390625	-53.53125	915079161.2086524	2865.5947265625	20275.333984375	-5.44140625	411089168.1779518	29.608901977539066	20763.92578125	38.05859375	1448.456558227539	431140613.8492584	1.405569	26.589127	0.13567165999999994	0.0836738534	0.0740359575	-0.1288517771	0.0398937323	0.08550295779999999	-0.1337253104	-0.0569022929	-0.053602618600000006	-0.0343531067	-0.1402803254	-0.09726504150000001	-0.0895172699	-0.1833603334	0.031608633500000004	0.0015364770999999999	-0.030286732900000002	0.030217601400000002	0.0806874906	0.0745646083	-0.1976067768	0.12202349380000001	0.0893268735	-0.0706443764	-0.0423000775	0.026138405899999998	0.045334842599999994	-0.0203367684	0.17504301940000005	0.057140816	-0.0005694474	-0.1323216992	-0.0345157695	-0.0529111612	0.0143746173	0.1493504216	-0.0897647823	0.1207877716	0.002834193	0.041119208500000004	0.0562098838	-0.0123975649	0.1143986183	-0.09176820779999999	0.0913254652	-0.026601199500000002	0.034792803500000004	-0.0809348067	-0.055216782	0.1733064902	0.05488123599999999	-0.11569991710000001	0.07965151849999999	-0.0398460208	-0.2382439509	-0.0450498851	-0.2038366045	0.080609628	-0.060364618099999996	-0.1461233243	-0.0132815637	-0.076481093	-0.0800341582	-0.1797699438	0.079045437	0.16616996609999998	-0.0155950502	-0.1556935931	0.0355072492	-0.1282530423	0.0519280036	0.0244232057	-0.0860154617	0.0897071101	-0.1252986928	-0.064267847	-0.1054015894	-0.0228076897	-0.0972734101	0.1676200919	0.0244420233	0.057959071699999996	-0.0478432016	-0.1501234615	0.0774515073	0.0932792714	-0.0126971899	-0.0724934412	0.0148036578	-0.0481294383	-0.0036529295000000002	0.17922788420000002	0.0084535787	-0.0092725982	0.0567803761	-0.12295458710000001	-0.0574629785	0.055184097599999996	-0.0179994313	0.0840281119	0.0034829089	0.0692370694	0.0080925003	0.1215101995	0.120893123	0.1198669825	0.0208186	-0.013697400000000007	0.0004334141059599999	0.00018761876676000024	-0.008661439999999998	0.016912760000000006	0.0002860414508176002	7.502054287359998e-05	0.0235949	0.0076941000000000015	5.9199174810000026e-05	0.0005567193060100001	0.00119055	0.00119055	1.4174093025000004e-06	1.4174093025000004e-06	-0.000719047	0.00037448299999999984	5.17028588209e-07	1.4023751728899992e-07	0.000420241	-0.00038231499999999977	1.7660249808099998e-07	1.4616475922499983e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30391.279296875	141.00390625	923629857.3006631	19882.101577758793	20299.728515625	24.39453125	412078977.8080788	595.0931549072267	20812.7890625	48.86328125	2387.6202545166016	433172188.5601196	1.334424	25.243288	0.07980635999999999	0.0286301869	-0.0178227476	-0.15216096910000002	0.07791820769999999	-0.0118602794	-0.052739414299999995	-0.034200558	0.0036707479999999997	0.1503548925	-0.0666200092	-0.1549767605	-0.182087072	-0.1253832527	-0.022419408999999998	0.0750674578	0.0956642505	-0.0375832569	-0.1434053907	-0.014197858300000001	-0.0415388187	0.0157249905	-0.0072589762	-0.0333575292	0.0257702584	-0.0290290663	0.0820393342	0.1517413241	0.0096562528	-0.1118512527	-0.17363307600000005	0.029489228399999998	-0.0914147515	0.050600375	0.1627386224	0.1823420475	0.1660922336	-0.024910124199999998	0.0315068996	-0.0947397126	0.026089707400000002	0.0141142152	-0.0943928436	0.055375035	-0.0890117659	0.01751929	0.0797520973	0.0062423241	0.143137241	0.0045125046999999995	0.0336081099	0.043667543600000004	0.1396962479	-0.12301969369999999	-0.0731485238	-0.0001930828	0.0033959842	-0.1027019211	0.029466397400000007	-0.0551776868	-0.0692954051	-0.006135485699999999	0.1171459549	-0.11081438060000001	0.19945005920000008	0.2113369014	0.07924401519999999	-0.034461461299999996	0.017736896000000002	0.07629800639999999	-0.0221535279	-0.0706432919	-0.014933592800000001	0.0631573574	-0.0110961419	-0.0242444127	-0.05667396	0.0446835155	-0.0760433646	0.0304981791	0.0036114190000000003	0.06963016009999999	0.0647801053	0.2334121919	0.11100760929999999	0.2013982628	0.0679402974	0.032598591499999996	-0.07575174009999999	0.1617011321	-0.058581838399999996	-0.039937222200000004	-0.1343528431	-0.1431876712	0.0496675913	0.0224271634	0.011312259	0.005885560799999999	0.0050305279	-0.0461748374	-0.0735564825	-0.056467501399999995	-0.17324545239999994	0.1213126213	0.12010478890000001	0.1181006348	0.0243925	0.003573900000000005	0.0005949940562499999	1.2772761210000034e-05	-0.0359434	-0.02728196	0.0007443053414416	0.0012919280035599999	0.0467516	0.023156699999999995	0.0005362327548899998	0.00218571210256	0.000838073	-0.00035247699999999997	1.24240035529e-07	7.023663533289999e-07	-0.0008824459999999998	-0.00016339899999999984	7.787109429159997e-07	2.6699233200999947e-08	0.000420241	0.0	1.7660249808099998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30345.68359375	-45.595703125	920860512.771988	2078.9681434631348	20356.478515625	56.75	414386217.5571022	3220.5625	20771.765625	-41.0234375	1682.9224243164062	431466247.1799317	1.409291	26.659548	0.07986652999999999	-0.029441624500000006	-0.0411884314	0.0472911461	0.0765833564	-0.0573310642	0.1992175764	0.050516002000000004	0.1061451966	0.1082620997	-0.0033304863000000002	-0.042381002800000005	-0.0775187941	-0.165062898	0.1821408401	0.054991367199999995	0.0436583758	0.0077258840000000014	-0.0222461619	0.0052386314	0.09528134199999999	-0.0671972109	0.0482995918	-0.17966758719999998	0.0645156987	0.012419936699999998	0.0172442302	0.025614226299999997	-0.046436568899999996	0.06325776059999999	-0.005916559	0.1296501795	-0.012128930500000001	0.0392617483	-0.0775079338	0.0693907077	-0.0329313942	-0.11649305310000001	0.0132910909	0.0513627928	0.11053526849999999	0.0455708566	0.045214776100000006	-0.0148393647	-0.0576950751	-0.053544589000000004	-0.23016919519999998	-0.10911360070000001	-0.032964180499999995	0.013110863700000001	-0.0086917717	0.07864025849999999	0.07196719830000001	0.0162781052	0.0705260887	0.06803796549999999	-0.07503508240000001	-0.10421818599999999	0.041031448	0.232788487	-0.036012317	0.1247159678	0.06936216519999999	-0.0234030179	0.1055555618	0.0804915101	-0.0351263508	0.0021055623	0.1900968988	0.1055162233	0.0097594706	-0.0105203188	0.042920684400000006	0.0480392049	-0.051013181100000006	0.0839263167	-0.0032137877000000003	0.11133651970000001	0.0510403266	0.0864387605	-0.08369734570000001	-0.0158928697	-0.10214117550000001	0.0585065372	-0.013546176799999999	-0.050024648600000006	-0.1073579365	-0.0742845731	-0.0605988035	-0.065704525	0.0557505314	-0.0057454304	0.0406500516	-0.0005839237	-0.0876594388	0.100179197	-0.1405796915	0.064747729	-0.0076585666000000005	-0.049754837999999996	0.1117376329	0.0714855975	0.087071403	0.12104935019999999	0.11905633460000001	0.11575891279999999	0.0170855	-0.007307000000000002	0.00029191431025	5.339224900000002e-05	-0.00797832	0.02796508	0.0007820456994064	6.36535900224e-05	0.0406986	-0.006052999999999996	3.663880899999995e-05	0.00165637604196	0.0008034509999999997	-3.462200000000032e-05	1.1986828840000224e-09	6.455335094009996e-07	-0.00062439	0.0002580559999999999	3.8986287209999993e-07	6.659289913599994e-08	0.0008983919999999998	0.000478151	8.071081856639998e-07	2.28628378801e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30551.107421875	205.423828125	933370164.7029457	42198.949161529534	20333.501953125	-22.9765625	413451301.6777382	527.9224243164061	20767.29296875	-4.47265625	20.004653930664066	431280457.2498932	1.253078	23.704466	0.14249212700000002	-0.1917322672	-0.0912327207	0.005903332900000001	-0.0248933534	-0.2131565614	0.13136262099999998	0.0782535885	-5.8877299999999986e-05	-0.0667895641	-0.0438823148	-0.0593918129	-0.027453063599999997	-0.1314448707	-0.0638074217	0.1034177784	-0.0274702114	0.0745322784	0.0065237443	0.10172157779999999	0.0827089201	-0.0838910359	-0.068871365	-0.0534094126	-0.1254768935	0.0681546327	-0.1070533622	-0.0944615458	-0.0050616096	0.1465468931	0.044861810999999994	-0.086887424	0.033652571400000005	-0.0827485072	-0.0745375558	0.2045181228	-0.054707434000000006	0.1227090309	-0.0060549889	-0.0761103947	-0.0178397208	0.053600465300000004	-0.0970179163	0.016498888	0.07174868820000001	0.08279611419999999	-0.103469964	0.0824246864	-0.1231402971	-0.0357060966	-0.1516070753	0.0861122617	-0.0837729509	-0.1042905993	-0.0082698696	-0.048015929699999994	-0.0468140016	0.0042332392	0.1955980019	0.1755978951	0.0098208099	0.024148033	-0.0971591673	-0.0162258051	0.0087615365	0.1171416525	0.1746267822	0.000647902	0.109021731	-0.13936123179999999	-0.0477532337	0.0616125582	0.026939781200000002	-0.06421551519999999	0.024393147799999997	-0.104348074	0.0440850392	0.0100412223	0.099159077	0.0096498601	-0.0001504909	0.16680493230000001	-0.0749235172	-0.2012935574	-0.0061371082	-0.006781871	-0.0444092164	-0.0385098742	0.1361901548	0.1246573348	-0.028221806699999998	0.1056794922	-0.0640714899	0.06584499320000001	0.0328148137	0.0728596476	-0.0077841976	-0.012061351000000001	-0.011870561100000001	-0.046686612999999995	0.048352556500000005	0.12084403949999999	-0.0453399384	0.1207205288	0.11775003070000001	0.11285322490000001	2.6963000000000006e-05	-0.017058537	7.270033690000003e-10	0.000290993684580369	-0.0547646	-0.04678628	0.0021889559962384	0.0029991614131599995	0.00851149	-0.032187110000000005	0.0010360100501521003	7.24454620201e-05	0.00070808	-9.537099999999971e-05	9.09562764099994e-09	5.013772864e-07	-0.00074693	-0.00012254000000000008	5.579044249000001e-07	1.501605160000002e-08	0.000187099	-0.0007112929999999999	3.5006035801e-08	5.059377318489998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30357.97265625	-193.134765625	921606503.7976227	37301.03769302368	20322.828125	-10.673828125	413017342.998291	113.93060684204102	20706.857421875	-60.435546875	3652.455326080322	428773944.28985983	1.236241	23.38595	0.12539522870000006	-0.031413611200000004	-0.061622231	0.13667444480000002	0.017527008	0.0851330949	0.17065100219999998	0.039492184	0.17700235239999998	-0.1159615542	0.1649577338	0.044985856	0.0017694206	-0.1081466526	-0.0178053666	0.1512516482	-0.0192072351	0.0694947539	-0.0331713888	-0.0186137432	0.047896025099999996	0.0499548475	-0.045854558499999996	-0.0479981872	0.0106748102	0.0207339291	-0.0711014166	-0.021678696400000003	0.0629921596	-0.0626560818	0.0879924274	-0.0213144259	0.0008157339	0.0782546648	-0.11149943890000001	0.042396465300000005	0.14842927150000002	-0.0573943228	-0.0075417913	-0.0763684694	0.0211163204	-0.1499599835	-0.1063156874	-0.0017534720999999999	-0.0627516332	-0.027572489300000003	0.0597081511	-0.08241146860000001	-0.0554574001	-0.1051793491	-0.0090935234	0.1424396912	-0.0367882019	0.10778699550000001	-0.0819120058	0.0340767075	-0.0757683257	-0.043710722199999996	-0.1140298582	0.1465349474	0.0387263725	0.22610927109999998	-0.0339522004	0.20472429260000002	0.0009299578999999999	0.0884587234	0.0978524932	0.06712225570000001	0.0940341382	-0.06755259599999999	-0.0006034567	-0.0223504893	0.0748833114	0.08404729300000001	0.049414412000000005	0.0563395233	-0.06028143900000001	0.0173539179	0.0884571197	-0.043600982999999996	0.0230168935	-0.10423824720000001	-0.038983587	0.0005590225	0.19018288960000002	0.0744266814	-0.0188674615	0.0201235331	0.112773767	-0.0049090329	0.0472759342	-0.0611543404	0.014938441200000001	-0.0264030237	0.0801341383	0.0742424465	0.030482935899999997	-0.0088952951	0.095465316	0.0249776573	0.0135456453	-0.0357216253	-0.006640599200000001	0.120326335	0.1161887065	0.1093977275	4.40432e-05	1.7080199999999993e-05	1.93980346624e-09	2.917332320399998e-10	-0.008978659999999998	0.04578594	0.0020963523016836	8.061633539559995e-05	0.039243	0.03073151	0.0009444257068801	0.0015400130489999998	4.7313e-05	-0.0006607669999999999	4.3661302828900003e-07	2.238519969e-09	-0.00062439	0.00012254000000000008	3.8986287209999993e-07	1.501605160000002e-08	-6.80797e-06	-0.00019390697	4.63484555209e-11	3.7599913014580906e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30325.384765625	-32.587890625	919628961.1832008	1061.9706153869631	20298.55859375	-24.26953125	412031480.983902	589.0101470947267	20760.66015625	53.802734375	2894.7342262268066	431005010.1233063	1.223024	23.135923	0.14921410529999998	0.1397872282	-0.0071073707	0.0421956296	-0.09667782890000001	0.2087693863	-0.0363586703	0.0541241796	0.0331690035	-0.1634161074	0.0769627785	0.0960478408	-0.1360115278	0.0725952141	0.0659482022	0.0114344204	-0.1082390511	0.061186667199999996	-0.1940072366	0.14716318960000002	0.17548237739999994	-0.1407067067	0.0475114008	-0.11818954960000001	0.011474835	-0.1482988045	0.053279648799999996	0.0346305982	0.0080102621	-0.0418979363	-0.0203429802	-0.051269670499999996	0.0723424487	0.1672553602	-0.0828313634	0.0343862738	-0.0972245823	0.0030082474	-0.120166817	0.1407164884	0.080479944	0.0861703808	0.019900479199999998	0.008850682700000001	-0.0917079222	-0.1484150964	0.1082798168	-0.0061596167	-0.0178053887	-0.0608276665	0.1386139996	-0.0926415064	-0.12136694140000001	0.0516910703	0.0027322886	-0.10317239369999999	0.0313907542	-0.15693141019999998	-0.2069327991	-0.06377521259999999	0.08958783210000001	0.0547212028	-0.1558581085	0.1718919568	0.1764150018	-0.08014407309999999	-0.0412798838	0.11031390029999999	0.0017429994	0.1138432262	0.1260814259	-0.018832683	0.1380507628	-0.0646212129	-0.0656441823	-0.0714824117	0.1704703677	0.1336888148	-0.026493209900000002	0.1578679787	-0.0596350813	0.0657318767	0.0190553414	0.09298129	0.0707296426	-0.0382034833	-0.0149637502	-0.1498348971	0.0953219727	0.051327589900000005	0.1480012343	-0.0638280974	0.0131772788	-0.0433780807	-0.0955276033	-0.05929730940000001	0.021731804700000003	0.09664503	-0.0223484352	-0.0919984734	0.0779122334	-0.1576845018	0.0708352574	0.1198669825	0.1143757435	0.10540925529999999	0.0172583	0.0172142568	0.00029784891889000003	0.0002963306371763463	-0.08239069999999997	-0.07341203999999997	0.005389327616961596	0.006788227446489995	0.0486253	0.009382300000000005	8.802755329000005e-05	0.0023644198000900003	2.8302800000000006e-05	-1.90102e-05	3.613877040399999e-10	8.010484878400003e-10	-0.00018711	0.00043728	3.50101521e-08	1.912137984e-07	0.000521012	0.0005278199699999999	2.71453504144e-07	2.7859392073080085e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30378.94140625	53.556640625	922880080.9643707	2868.3137550354004	20264.087890625	-34.470703125	410633258.0389748	1188.2293739318848	20826.80078125	66.140625	4374.582275390625	433755630.7818756	1.293773	24.474293	0.21791261100000006	0.1263396849	-0.007663599	-0.1810395796	0.040575075499999995	0.08879847960000001	-0.1468669803	-0.0899789683	-0.06273417070000001	0.050508745599999995	-0.08367854179999999	-0.020111824099999998	-0.005966083299999999	0.09780784349999999	-0.0987409836	0.033137952000000005	0.028886763	0.0323710236	0.012008575300000001	0.0009473111	-0.0678482286	-0.0356222219	0.11201196960000001	-9.24649e-05	0.0394840869	-0.0617704658	0.0824686206	-0.0960504885	-0.0465852521	-0.0128687314	0.0825342402	-0.117953487	0.09551394460000001	0.0165931125	-0.0013903479	-0.0793909593	-0.0531041992	0.0074576985	-0.0574772195	0.17567147079999998	0.1430560981	0.017791959399999998	0.0244421685	0.0742523004	0.1375036752	0.0528690687	-0.18551608309999998	0.0630025618	-0.0417626072	-0.0847927042	0.12436399460000001	-0.0871452293	0.08821893019999999	-0.1446180392	-0.0451797038	-0.083806989	0.1314040071	0.132916332	-0.0751982418	-0.17469178719999998	-0.050681585	-0.080558321	0.011890113300000001	-0.10343041630000001	0.029729096099999998	-0.0044672218	-0.0024054693	0.0279168472	-0.07331900870000001	-0.0658780958	0.0157371006	-0.0786044606	-0.0680353507	0.0491885454	-0.1559342589	0.0333303665	0.0813235828	-0.039381243999999996	0.0365486864	-0.0288206136	0.029569471099999998	-0.0326952645	0.108318181	-0.046747314299999995	-0.066053035	-0.0822195296	-0.0235289211	-0.0323382473	0.07100833349999999	-0.1018695572	0.097395008	-0.011686431200000002	-0.07541360309999999	0.0835305192	-0.0062459349	0.1072681639	0.137544514	0.1909143311	-0.2543823404	-0.0019444878	0.0620836814	0.0661832522	0.0248856777	0.11934271980000001	0.112315068	0.1009072399	-0.000183551	-0.017441851	3.3690969600999986e-08	0.00030421816630620105	0.0362282	0.11861889999999994	0.014070443437209994	0.0013124824752399995	0.0317039	-0.016921400000000003	0.0002863337779600001	0.00100513727521	0.000543099	0.0005147962	2.6501512753444013e-07	2.94956523801e-07	-0.000338078	-0.00015096800000000002	1.1429673408399999e-07	2.2791337024000007e-08	-0.000111833	-0.0006328449999999999	1.2506619889e-08	4.00492794025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30320.01953125	-58.921875	919303584.3753816	3471.787353515625	20312.25	48.162109375	412587500.0625	2319.588779449463	20814.734375	-12.06640625	145.59815979003906	433253167.1018066	1.13961	21.557991	0.070731381	0.0951161348	-0.0036115934000000003	-0.0962300168	0.09323555539999999	0.2530708326	0.0245693558	0.0229933025	0.0450078766	0.213682133	-0.029597385499999997	-0.0331623394	0.1758448959	0.0450468031	-0.1658105152	-0.0335473869	0.0228274508	-0.08523852359999999	0.1016066145	0.0166712573	0.0408285872	0.0060103535	0.0419572379	0.1107180093	0.0010829009	-0.044626503399999996	-0.1230345897	0.0355333183	0.0049849034	0.019465805200000002	0.0272309885	-0.1353929142	0.0545782823	-0.0095428083	-0.0663170218	-0.0102733271	0.08102151440000001	-0.0756828497	0.0086830555	-0.1269148927	0.0031283031	-0.0539811223	0.0468327218	-0.0599007117	-0.08187771419999999	-0.049313656399999996	0.1846618484	-0.0736835918	-0.0077652829	0.0866482665	0.0996380884	-0.0288968282	0.10019775939999999	-0.07368387009999999	0.1100560599	0.0318016433	0.1186388452	-0.0286754721	-0.2532292446	-0.019801189099999998	0.0726000055	0.0490281725	0.2123236739	-0.1588364587	-0.1578585378	-0.0471449154	0.052745874299999995	-0.0657711328	-0.0463790321	-0.0150018294	-0.10035704320000001	0.0867480935	0.0040218873	-0.017482191	0.0661519482	0.06838304490000001	0.0028575704	0.0165082281	-0.06668997230000001	-0.0985947636	-0.0162467327	-0.0166287738	0.058211697699999995	-0.0766626483	0.0153570035	-0.146831821	0.07371473490000001	-0.0046714397	0.0415629439	-0.0117053765	0.0486950821	-0.0009616681	0.0058217191	-0.0752348942	0.0575403926	-0.0419090564	-0.033609859900000004	-0.0380043251	0.183572922	-0.0258787269	0.0045695746	0.0034053969	-0.0727815505	0.11875383099999999	0.1100111431	0.0959136145	0.00205933	0.002242881	4.2408400488999985e-06	5.030515180161e-06	0.0446708	0.008442600000000008	7.127749476000013e-05	0.0019954803726400005	0.0313209	-0.00038300000000000134	1.4668900000000106e-07	0.00098099877681	-0.000134394	-0.000677493	4.5899676504900005e-07	1.8061747236e-08	-0.000483229	-0.000145151	2.33510266441e-07	2.1068812801e-08	-0.000482447	-0.000370614	2.3275510780900002e-07	1.3735473699600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
