name	intensity-avg	volume
Left-wm-bankssts	96.8794	1945.9
Left-wm-caudalanteriorcingulate	102.7382	3903.5
Left-wm-caudalmiddlefrontal	96.1377	6299.3
Left-wm-cuneus	92.13799999999999	2651.1
Left-wm-entorhinal	77.9718	929.2
Left-wm-fusiform	89.4113	6514.0
Left-wm-inferiorparietal	98.4625	11976.1
Left-wm-inferiortemporal	91.454	6381.4
Left-wm-isthmuscingulate	102.4109	4318.2
Left-wm-lateraloccipital	90.8324	9123.8
Left-wm-lateralorbitofrontal	93.3607	6987.4
Left-wm-lingual	89.4501	5965.5
Left-wm-medialorbitofrontal	95.6481	2990.0
Left-wm-middletemporal	90.6818	6077.2
Left-wm-parahippocampal	85.005	1441.0
Left-wm-paracentral	98.2938	4173.7
Left-wm-parsopercularis	96.7429	3328.3
Left-wm-parsorbitalis	85.4806	909.6
Left-wm-parstriangularis	95.2138	3269.1
Left-wm-pericalcarine	89.6198	3516.3
Left-wm-postcentral	94.1976	8112.4
Left-wm-posteriorcingulate	101.1491	5887.6
Left-wm-precentral	96.4235	12279.5
Left-wm-precuneus	99.0943	10454.6
Left-wm-rostralanteriorcingulate	98.8349	2773.6
Left-wm-rostralmiddlefrontal	95.1721	13581.9
Left-wm-superiorfrontal	95.1826	18393.0
Left-wm-superiorparietal	98.9719	12639.9
Left-wm-superiortemporal	94.4444	8349.3
Left-wm-supramarginal	97.1031	10220.5
Left-wm-frontalpole	89.8416	305.1
Left-wm-temporalpole	76.5893	754.1
Left-wm-transversetemporal	101.4574	925.9
Left-wm-insula	91.6662	11109.8
Right-wm-bankssts	97.3904	2359.8
Right-wm-caudalanteriorcingulate	102.2882	3039.3
Right-wm-caudalmiddlefrontal	95.9152	6755.9
Right-wm-cuneus	91.3639	2951.2
Right-wm-entorhinal	78.0275	775.9
Right-wm-fusiform	89.3289	5877.5
Right-wm-inferiorparietal	96.9745	12682.0
Right-wm-inferiortemporal	88.5849	6162.4
Right-wm-isthmuscingulate	102.4887	3761.9
Right-wm-lateraloccipital	90.9994	9853.6
Right-wm-lateralorbitofrontal	96.3853	6827.3
Right-wm-lingual	87.1933	5972.0
Right-wm-medialorbitofrontal	97.9419	3745.2
Right-wm-middletemporal	91.0997	7113.5
Right-wm-parahippocampal	85.6934	1475.3
Right-wm-paracentral	97.3995	4831.8
Right-wm-parsopercularis	95.1641	2913.3
Right-wm-parsorbitalis	89.2333	1217.0
Right-wm-parstriangularis	93.7547	3516.6
Right-wm-pericalcarine	86.1947	3870.6
Right-wm-postcentral	92.5429	7573.9
Right-wm-posteriorcingulate	99.751	4796.3
Right-wm-precentral	95.0061	11833.9
Right-wm-precuneus	99.2885	11455.4
Right-wm-rostralanteriorcingulate	100.4833	2147.9
Right-wm-rostralmiddlefrontal	95.5027	13966.2
Right-wm-superiorfrontal	95.096	19347.0
Right-wm-superiorparietal	98.223	12142.4
Right-wm-superiortemporal	91.6364	6317.9
Right-wm-supramarginal	97.0411	9269.9
Right-wm-frontalpole	94.0885	490.5
Right-wm-temporalpole	77.4534	707.7
Right-wm-transversetemporal	100.1222	807.3
Right-wm-insula	91.37899999999999	10607.3
Left-UnsegmentedWhiteMatter	99.9747	28585.1
Right-UnsegmentedWhiteMatter	100.4689	26018.9
