csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34
40288.9140625	n/a	n/a	1623196596.3355105	23968.322265625	n/a	n/a	574480472.2288551	23989.0234375	n/a	575473245.4849242	n/a	n/a	n/a	n/a	-0.014432403100000001	0.0663412214	-0.0433427434	0.025287147000000003	0.1288628526	-0.1162088572	0.0644403082	-0.0413573324	0.1356969778	-0.1697925688	-0.045628527300000006	0.0099985637	-0.0806521627	0.1569754977	-0.1284636509	0.0715445755	-0.0263461499	0.20374843760000005	-0.0924951868	0.11789069699999999	0.0149728499	-0.0663621516	0.0413228245	-0.0748774168	0.040769864100000004	-0.16199284279999998	0.09159434720000001	-0.0316077073	0.050363415	-0.0284380936	0.0182237452	-0.0834888063	0.0366961678	-0.0205375629	-0.05353872269999999	0.0971711545	-0.2064892247	0.023847286000000002	-0.1638320862	-0.0403293661	0.0147411063	0.15640293130000002	-0.0553688416	0.0509781276	-0.1387908908	0.0194404127	-0.0234998476	0.0832865109	-0.09388996220000001	0.18934499370000002	-0.1038091968	0.1337252994	-0.075919125	0.1632886475	-0.0993130507	0.0790957058	-0.0081132238	-0.1356949168	0.0872093713	-0.0830176027	0.1055501869	-0.034946248	0.0916115074	-0.12468888410000001	0.0050226459999999995	-0.0043102229	0.051358721399999994	-0.0024086904	0.1224233351	-0.0435092917	0.0434095332	-0.1381892774	0.11110588789999999	0.11109021890000001	0.1110641056	0.1110275503	0.00220243	n/a	4.8506979049000005e-06	n/a	-0.000941514	n/a	n/a	8.864486121959999e-07	0.20143	n/a	0.0405740449	n/a	-0.00286031	n/a	8.1813732961e-06	n/a	0.00435299	n/a	n/a	1.89485219401e-05	0.00224311	n/a	5.0315424721e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39773.09375	-515.8203125	266070.5947875977	1581898986.446289	23921.22265625	-47.099609375	2218.373203277588	572224893.3698883	23826.970703125	-162.052734375	567724532.8875769	26261.088718414307	0.992171	31.511034	0.15498851399999994	-0.0481959032	0.006627982199999999	-0.0512754673	-0.0038917917999999998	0.07124489839999999	-0.0274244745	0.08022403360000001	-0.0198137081	0.0763615507	-0.19069719350000008	0.025086993	0.0816494744	-0.0983206526	0.1321611638	-0.10231141939999999	0.0690317099	0.1774548879	0.07942659519999999	-0.13319685009999999	-0.0418196721	0.08397505	-0.040076542	0.0757024063	0.09235034519999999	0.0151008229	-0.0665439264	-0.0625757659	-0.0236480939	-0.0595559862	0.0598865375	-0.0645770842	0.058542159800000014	-0.0129393789	-0.0476904917	-0.0610776936	0.0083256814	0.0365657374	0.189574515	-0.047705492300000006	-0.0511427817	-0.0088999868	0.0760607214	-0.033950751800000005	-0.0103565325	-0.1125714225	0.0190589467	-0.0387865664	0.1771748172	-0.1550554187	0.1838543377	-0.034312140299999995	0.141422109	-0.060671719400000004	0.1069443424	0.0178029925	0.008297734499999999	-0.1499994902	0.0805157932	-0.0519721233	0.017045198	0.0881012981	-0.0647698401	-0.0018939657	0.0052524216	-0.0034185116999999998	-0.0908766494	0.026179732799999998	0.10348607800000001	-0.0060253072	-0.0197533984	0.0905585881	0.1135417791	0.1110641056	0.1109231287	0.1106882998	0.1103598175	-0.00139127	-0.0035936999999999996	1.9356322129e-06	1.291467969e-05	0.0134043	0.014345813999999998	0.000205802379322596	0.00017967525849000004	0.238334	0.03690400000000002	0.056803095556000015	0.0013619052160000016	-0.00137525	0.00148506	1.8913125625e-06	2.2054032036000004e-06	0.00407826	-0.00027472999999999994	7.547657289999997e-08	1.6632204627600007e-05	0.002	-0.00024310999999999994	4e-06	5.9102472099999976e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39885.9609375	112.8671875	12739.002014160156	1590889879.9077759	23828.337890625	-92.884765625	8627.579685211182	567789686.6297951	23806.45703125	-20.513671875	566747396.3807527	420.810733795166	0.888854	28.229733000000003	0.30536227000000005	0.0232424155	-0.027163102400000003	0.0185875264	-0.006133931	-0.0792796446	0.0125548849	-0.0133815501	0.0448510011	-0.0584236865	-0.282465947	0.0212680542	-0.007651010699999999	-0.0558793701	0.09679592070000001	-0.1037876507	0.0781127638	0.0182150022	0.1984830352	0.037106951	-0.017351515300000002	0.08062535030000001	0.0357612752	-0.0268473706	-0.0260601872	0.0812713471	-0.0444858197	-0.0769758689	0.0641954121	-0.059282142300000014	0.0103281472	0.0818183835	0.11524962539999999	0.1404265575	0.0189287468	0.0270922395	0.020299486999999998	-0.036769785	0.2466736627	-0.025403097599999997	0.0163869748	-0.0113673148	-0.064495952	0.0182731548	-0.0027756017999999998	0.0529834206	0.0898553211	-0.0344762483	0.2118920252	-0.0565132072	0.1906312373	0.0299878684	0.1692184624	-0.08652307	0.0559540027	0.0075721879	0.059481151399999994	0.00020593419999999997	-0.0793295375	0.0008198386	0.0169018041	0.0749941523	-0.1211405624	0.0029912019	0.0747983774	-0.0474045425	0.0291361086	0.10355171769999999	-0.0333274103	0.019352027	-0.015190458700000001	-0.0779186516	0.1173660095	0.11098055650000001	0.1105891995	0.1099379598	0.1090283678	0.00229586	0.00368713	5.270973139599998e-06	1.35949276369e-05	-0.00557984	-0.01898414	0.0003603975715396	3.11346144256e-05	0.357598	0.119264	0.12787632960400006	0.014223901696	-0.00429031	-0.002915060000000001	1.8406759896100007e-05	8.497574803600003e-06	0.0039915	-8.675999999999996e-05	7.527297599999994e-09	1.5932072250000002e-05	0.00226672	0.0002667199999999998	5.138019558399998e-06	7.11395583999999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39767.6796875	-118.28125	13990.4541015625	1581468347.7276	23876.78125	48.443359375	2346.7590675354004	570100682.8603517	23812.146484375	5.689453125	567018320.1933327	32.369876861572266	1.061684	33.718739	0.38106535	-0.0687259714	-0.0369132826	-0.0609857905	-0.0508103314	-0.0275624477	0.0854593742	-0.0192119854	0.0312291975	0.0511821441	-0.208283492	0.0025588258	0.1407400312	-0.1012452276	0.07389318360000001	-0.0393380048	0.04689967230000002	-0.0056356749	-0.0659871119	0.000669349	0.0842951381	-0.0094945984	0.106066249	-0.0020041109	-0.0421305997	0.0913107884	-0.1507061448	0.042734728799999996	-0.062123187300000014	-0.0296374586	0.0029677171999999996	0.0995133828	-0.1835476661	-0.1460230652	-0.0711616511	-0.0115547493	0.021429467	0.078600151	0.1743727034	-0.0833494914	-0.06148869	-0.0472165879	-0.045185872099999996	0.0720033039	-0.0376177306	-0.0050044964	0.07501039429999999	-0.0710955277	0.1589829332	-0.21512986469999998	0.0538429162	-0.0235283775	0.09314317550000001	0.035932363700000004	-0.0228744799	-0.050472591100000005	-0.0738970227	0.0599180416	-0.1392133406	-0.023623405299999997	-0.09933319789999999	0.067305081	0.08429817099999999	0.027765047799999998	-0.046020409299999995	-0.0065981288	0.0731713358	-0.09767953900000001	0.0389165363	-0.0495019078	-0.10487427269999999	-0.0116799916	0.1299095922	0.11085527220000001	0.11008893369999999	0.10881562460000001	0.10704120869999999	0.015114	0.01281814	0.000228432996	0.00016430471305959996	-0.017773299999999995	-0.012193459999999995	0.0001486804667715999	0.00031589019288999986	0.305323	-0.052275000000000016	0.093222134329	0.002732675625000002	-0.000523075	0.003767235	2.73607455625e-07	1.4192059545225003e-05	0.00194988	-0.00204162	4.1682122244e-06	3.8020320144e-06	0.002	-0.0002667199999999998	4e-06	7.11395583999999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39842.42578125	74.74609375	5586.978530883789	1587418892.134415	23855.708984375	-21.072265625	444.04037857055664	569094851.1471901	23840.05078125	27.904296875	568348021.2525787	778.6497840881348	0.958697	30.447926	0.28046385	-0.0284736731	-0.14621186390000002	-0.0415346452	-0.0602523666	-0.1052409111	0.1162451399	0.065417781	0.0334650394	-0.038520205099999996	-0.08968509960000001	-0.0843796116	0.16808952219999998	-0.08857893609999999	0.11084953369999999	-0.1108507534	0.0693439255	0.1490718402	-0.0138512303	0.0182318286	0.0009426655	-0.100158842	-0.019861996899999998	-0.047689250700000005	-0.16021408550000002	0.0080804273	-0.03545999	-0.0029400316	-0.0224564714	0.15372449529999999	0.0307420629	0.0800374984	0.005951799200000001	-0.07307997969999999	-0.0281746598	0.0880884543	-0.1089666636	0.1472615992	0.0904817117	0.0027347492	-0.0495642226	-0.060395596100000004	-0.11233607429999999	0.022825083700000002	-0.08729878599999999	0.0418752611	0.0455101576	-0.1448685297	0.0033991538	-0.1690925473	0.0749570098	-0.0828240877	0.10364207630000001	-0.0832997439	-0.0146121997	-0.0819070474	-0.11938105800000001	0.024716180600000002	0.0405632066	0.12336024720000001	-0.14402174550000002	-0.0048219487	0.037357529900000006	0.015188361499999999	-0.0321725148	-0.006506305	0.0812453039	-0.17253613280000002	0.103506308	0.046567866799999996	0.14998314710000002	-0.1567767358	-0.043073766	0.1106882998	0.10942308369999999	0.1073250918	0.10441029119999999	0.013352200000000002	-0.0017617999999999976	0.00017828124484000005	3.1039392399999903e-06	0.09576440000000004	0.11353770000000005	0.012890809321290008	0.009170820307360009	0.339766	0.034443	0.115440934756	0.001186320249	0.0005493119999999999	0.001072387	3.0174367334399986e-07	1.150013877769e-06	0.00106141	-0.0008884699999999998	7.893789408999998e-07	1.1265911881e-06	0.00134643	-0.00065357	1.8128737449e-06	4.271537449e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40038.49609375	196.0703125	38443.567443847656	1603081169.449234	23864.970703125	9.26171875	85.77943420410156	569536826.6610147	23897.814453125	57.763671875	571105535.6359901	3336.641788482666	0.8377569999999999	26.60688	0.14211155	0.0013142366	-0.0987415182	-0.0478652191	-0.0478210695	-0.13403219800000002	0.0405508243	-0.0036477365999999997	0.016151195	-0.0175762153	-0.0387658197	-0.0438941733	-0.1406143992	0.0746456399	-0.0385241957	0.021721581099999998	-0.048416879100000004	-0.107780525	0.11445858939999999	0.160124563	-0.005370392900000001	-0.0773560884	0.1319048289	-0.0074777329000000016	0.0214732525	-0.0985496924	-0.0509123636	0.0120112107	0.1133462407	-0.019089863500000002	0.0781911249	0.0710027154	-0.0104633988	-0.0165733043	-0.0091926975	0.0844738878	-0.0225526729	-0.04351256269999999	0.0776211647	-0.0497208478	-0.0536641687	-0.0493979369	-0.151137183	-0.0101319079	-0.0330680336	0.029938872400000007	0.0661625328	-0.0094418848	0.0330759586	0.123203085	-0.0080884526	0.0175850778	-0.059173247699999994	-0.0867371857	-0.0123018156	0.051049215499999995	0.0362933694	0.1352415697	-0.1622611327	-0.0170881469	-0.0381931541	-0.1109630242	-0.0009018081	0.16060467220000002	0.0619247688	0.1117567199	0.1654628822	-0.0882876133	0.054947601799999995	-0.0009085787	0.018179499	0.0928045392	0.0845957825	0.110479702	0.1085926509	0.1054714048	0.10115143789999999	0.0102292	-0.003123000000000001	0.00010463653264	9.753129000000003e-06	0.0281583	-0.06760610000000004	0.0045705847572100064	0.0007928898588899999	0.34792	0.008153999999999995	0.1210483264	6.64877159999999e-05	0.000218712	-0.00033059999999999985	4.7834938944e-08	1.0929635999999993e-07	0.0005470669999999999	-0.0005143430000000001	2.6454872164900013e-07	2.992823024889999e-07	0.000926804	-0.00041962600000000015	8.589656544159999e-07	1.7608597987600008e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40003.67578125	-34.8203125	1212.4541625976562	1600294076.0113678	23861.951171875	-3.01953125	9.117568969726562	569392713.7289468	23937.9921875	40.177734375	573027469.968811	1614.2503395080566	0.806483	25.613651	0.11583654999999995	-0.0030005190999999997	-0.16022084849999998	-0.0307646531	-0.0418805967	-0.14827310900000001	0.0200780162	-0.0046043177	0.0432603778	-0.020542543899999998	-0.0030005118	-0.0420333524	-0.1169762399	0.0223951955	0.0276989388	0.045069975199999994	-0.0435716936	0.1385835625	-0.07325736299999999	0.14074507619999999	-0.0808339001	-0.06441093120000001	-0.029264069700000006	0.034040985	-0.0416006739	-0.15717488359999998	0.1386853314	-0.08644642539999997	0.0769294261	-0.0348313211	-0.0007965802	-0.0853414154	0.030087767999999997	0.0143478524	-0.0030721604999999997	0.1346407897	-0.1066868807	0.0913538635	0.0070640246	-0.017329466	-0.041926132799999995	-0.0390959807	-0.1412839836	-0.0082732718	-0.0134211718	0.010931358799999999	0.11498073699999999	0.0408750572	0.0469668822	0.12122277029999999	0.0363892098	-0.0048875895	-0.052807396799999996	-0.0599514307	-0.11866240089999999	-0.0039898206	-0.0312289384	-0.029042571200000002	0.1086887455	-0.003688092	-0.01478213	-0.1645288513	0.043379792	-0.10414562210000004	0.17890361510000002	0.024160228399999997	0.06334920990000001	-0.0181234901	0.0907221937	0.0490828952	0.0311519863	0.0029341134	0.1258603504	0.1102295573	0.10759888449999999	0.103260836	0.0972842479	0.017561900000000002	0.007332700000000002	0.00030842033161000004	5.376848929000002e-05	0.07445349999999999	0.0462952	0.0021432455430399995	0.005543323662249999	0.360963	0.013043000000000029	0.13029428736900006	0.0001701198490000007	-0.000489354	-0.000708066	2.3946733731600003e-07	5.01357460356e-07	0.000438856	-0.00010821099999999992	1.1709620520999985e-08	1.9259458873599998e-07	0.00109384	0.00016703600000000007	1.1964859456e-06	2.7901025296000022e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40113.3671875	109.69140625	12032.204605102539	1609082227.1192017	23864.64453125	2.693359375	7.2541847229003915	569521258.6029205	23949.484375	11.4921875	573577801.8283691	132.07037353515622	0.780038	24.773745	0.06897930000000004	0.019118805	-0.0915138492	-0.0349942304	-0.050264686100000004	-0.1634471578	-0.0120697368	0.0065643152	0.0030853821000000003	0.0456402375	-0.0064984922	-0.0611107309	-0.0559375927	-0.055000740599999993	-0.1009413985	-0.022257720499999998	-0.1321571136	-0.11163567769999999	0.024763152799999997	0.028139732200000003	0.050115086100000004	0.043757766	0.0902983134	0.056686517400000004	0.042899998099999996	-0.0739379192	0.12585882269999998	0.0670347728	-0.0304836231	-0.10598517119999999	-0.0072695334	0.0046333589000000005	-0.10994192109999999	0.022787804	0.0028444281	0.09540318449999999	0.0372969067	-0.0485466027	0.017290545	-0.0962258831	-0.0422117	-0.033017075800000004	-0.16210544429999998	-0.0304478236	-0.0189052455	-0.0364966906	0.054150049299999996	0.0136493557	-0.0373790732	0.017567156599999998	0.040081559700000005	0.0606134394	-0.1165122123	-0.017777256	0.0421871101	0.0292533056	0.10278933789999999	0.05758524280000001	-0.0353545348	-0.0870771311	0.0157092562	-0.08516968609999999	0.0059597043	-0.0580475667	0.0334005208	0.0280244922	-0.0079884207	0.0476070778	-0.0829387331	-0.1535029457	0.024488671200000003	0.0276022242	-0.0401816839	0.1099379598	0.1064432791	0.10070086519999999	0.09283197900000001	0.0224168	0.004854899999999999	0.0005025129222400001	2.357005400999999e-05	0.0455474	-0.028906099999999987	0.0008355626172099996	0.00207456564676	0.373813	0.012849999999999973	0.13973615896900002	0.00016512249999999933	-0.000489354	0.0	2.3946733731600003e-07	0.0	0.00023779	-0.000201066	4.0427536356e-08	5.6544084100000015e-08	0.00134014	0.0002463000000000001	1.7959752196000005e-06	6.066369000000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40080.42578125	-32.94140625	1085.136245727539	1606440530.8062894	23815.798828125	-48.845703125	2385.902713775635	567192273.8217201	23964.00390625	14.51953125	574273483.2187653	210.81678771972656	0.853466	27.105804	0.1442861	0.0365456288	-0.2351155475	-0.009510104	-0.0739527734	-0.2543226754	-0.0001241934	0.0227997146	0.00017446330000000002	-0.0325415058	0.0368271531	-0.0404093159	-0.0251120269	0.0094717906	-0.0745042316	0.0613870455	0.0334668753	-0.0305848761	-0.0564412986	-0.0513418909	-0.0413571871	0.10376369560000001	-0.048014983600000005	-0.04408363480000002	-0.0359456419	-0.0569872175	0.1974325572	-0.1181986159	-0.08777009	0.050013501200000005	0.0838337162	-0.1348906553	-0.030460131600000002	-0.0306158486	0.025875544500000004	0.21360759329999998	-0.0454509087	0.040099398599999996	0.007748859300000002	-0.0410662006	-0.015052701100000001	-0.0645607995	-0.2604845366	-0.048696790999999996	-0.020954835800000002	0.0122879501	0.0419555967	0.0031360775	-0.05125815139999999	0.054453071500000005	-0.0391231196	0.0542986774	-0.0019015979000000002	0.0546506654	0.047346800099999996	0.0045647501	-0.0103512295	-0.023908019	0.032309867400000004	-0.008262547299999999	0.09260921119999999	-0.0804616225	-0.0141694859	-0.17965070809999995	0.0040652187	-0.056237811900000004	-0.0363245836	0.0916110028	0.13944883859999999	-0.09618291279999999	0.07346226480000001	0.0249906292	-0.2138710976	0.1096050192	0.105127573	0.09780015460000001	0.08782140769999999	0.0168508	-0.005566000000000002	0.00028394946064	3.098035600000002e-05	0.0742617	0.0287143	0.0008245110244899999	0.005514800086890001	0.447282	0.07346899999999995	0.200061187524	0.0053976939609999925	-0.00105727	-0.0005679159999999999	1.1178198528999995e-06	3.225285830559999e-07	0.00028476	4.6969999999999986e-05	2.2061809e-09	8.108825760000001e-08	0.00145599	0.00011585000000000002	2.1199068801000005e-06	1.3421222500000006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40029.8359375	-50.58984375	2559.332290649414	1602387765.1831665	23831.482421875	15.68359375	245.97511291503903	567939554.4241371	24074.24609375	110.2421875	579569324.9824371	12153.339904785156	0.836987	26.582453000000005	0.2604807132	0.0652240488	-0.1731339094	0.0021599206	-0.0352757047	-0.21584590010000002	0.005767493	0.0353237498	0.0396465289	-0.0089969509	0.0945615586	-0.0018503716	-0.0282069668	-0.043615303700000004	-0.115767552	0.1331624843	0.1190163462	-0.0157728321	-0.027119160099999998	-0.09506177519999999	0.075459814	0.12114301029999999	-0.0642489807	-0.0606854458	0.24142487399999998	-0.024380401800000003	-0.0016987598	0.0508653519	0.0273785371	-0.010015871800000001	-0.0384167386	-0.0115414623	0.1663055273	0.035587248599999996	0.0532362262	0.1869573307	-0.0494668021	0.0153158893	-0.0868028267	-0.074536781	-0.0024760529999999998	-0.0282243204	-0.2100228179	-0.0516982201	-0.0307482073	0.0112190137	0.0428481236	0.0114054475	-0.0769650061	-0.0084687512	-0.13631881640000001	0.0958810751	0.0386933063	0.08979418880000001	0.0708725873	-0.0748881271	-0.0420293624	-0.0773627945	0.08577029	-0.09133896109999999	0.2304776251000001	-0.025197623199999998	-0.018326085500000002	0.0150845327	-0.1470353866	0.0357597895	-0.1615402884	-0.11371367859999999	-0.054635687800000006	0.07364351870000001	0.0277439454	0.11208759619999999	-0.029900019	0.10923086050000001	0.103653745	0.09456851919999999	0.0822826681	-8.46132e-05	-0.0169354132	7.15939361424e-09	0.0002868082202547342	-0.020658000000000003	-0.0949197	0.00900974944809	0.0004267529640000001	0.413582	-0.033700000000000015	0.17105007072399994	0.0011356900000000006	-0.00258228	-0.0015250100000000007	6.668169998400002e-06	2.3256555001000007e-06	0.000623372	0.000338612	1.1465808654399998e-07	3.88592650384e-07	0.00189088	0.00043488999999999984	3.5754271744e-06	1.8912931209999983e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
