csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
32131.29296875	n/a	1032419987.8436432	n/a	21432.330078125	n/a	n/a	459344772.5777016	21811.931640625	n/a	475760361.89529806	n/a	n/a	n/a	n/a	-0.0444443787	-0.1083963072	-0.0197775794	-0.1181380867	-0.056101395199999994	0.0006936672	-0.0504035983	0.0615910113	-0.0400704786	0.0235567525	0.0820975099	-0.0207381304	0.0804141419	-0.029929361600000006	0.050071989500000004	-0.18814455170000002	0.0344663812	-0.0324482775	0.15903736400000001	-0.06782129519999999	0.11779742160000001	-0.0212352626	-0.016056491000000003	0.0325546472	-0.18178260289999998	0.0940040202	-0.0350557857	0.0041631124	-0.152274385	0.074572073	-0.0389305094	0.078901846	-0.0357378319	0.22392230559999998	-0.059093719100000004	-0.1227705438	0.0112766569	-0.0027574796999999996	0.0321828721	-0.0188827326	-0.1141084757	0.05637705320000001	-0.025248699500000003	2.6743200000000002e-05	-0.08922693720000001	0.032665948	-0.0069157615	0.0565875499	-0.0508595462	0.08936273480000001	-0.0649328765	0.0388509046	-0.08389626630000001	0.0986527859	-0.2040649838	0.1089240258	-0.0137856009	0.047772876799999996	-0.1037259928	-0.0815980847	0.049670858	-0.0666537247	0.06991735889999999	-0.0058837156000000005	0.06756094879999999	-0.0389395793	0.1231107251	-0.0692641123	0.0023903756	-0.016558836	0.1548095783	-0.06767137570000001	0.1773903055	-0.19377785890000002	0.045439607400000005	0.11110588789999999	0.11109021890000001	0.1110641056	0.1110275503	-0.0210444	n/a	n/a	0.0004428667713600001	-0.369666	n/a	0.136652951556	n/a	-0.921328	n/a	0.848845283584	n/a	-0.000416745	n/a	1.73676395025e-07	n/a	0.00216713	n/a	4.696452436900002e-06	n/a	-0.00139945	n/a	1.9584603025e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32141.56640625	10.2734375	1033080291.0473783	105.54351806640624	21483.41015625	51.080078125	2609.1743812561035	461536911.9416657	21723.626953125	-88.3046875	471915967.998539	7797.717834472656	1.818401	48.525162	0.86548215	-0.0382751881	0.096847414	-0.0375173271	0.1205805683	-0.04873634	-0.20870694539999998	-0.35556181200000003	-0.0531696608	0.041359439500000005	0.21810293719999999	0.1177020608	-0.2971649522	0.0814919451	0.0026720537	0.0074199671	-0.080077871	0.0562323026	-0.3653743572	0.0331118061	0.0133060169	0.0984516719	0.06554496530000001	-0.0274837806	0.1810548868	-0.1898084337	0.0390125495	-0.0717941574	0.09436317470000001	-0.030111399	0.1501978949	-0.0260100246	0.0722162437	0.0780448207	-0.0341987772	-0.0181022232	-0.037994265	-0.11540987039999999	0.1419445372	0.0225726844	-0.040554090699999996	0.11868555880000001	0.0614906613	0.12388570300000001	0.38473623490000003	-0.1559804713	0.0951960455	-0.19397586879999998	0.2097524423	-0.0573696932	0.0264939758	0.1210718745	-0.009754568	-0.0026046051	0.062775594	-0.2163504868	-0.0946601926	-0.1995866704	0.06877205269999999	-0.1627530613	-0.1173965887	-0.09994186050000001	-0.0195863803	-0.028974947799999998	0.08368220309999999	0.0245309475	-0.0841454524	0.142852859	0.0275895381	0.010002374599999999	-0.0673277425	0.0752807906	0.0196713178	0.0708410675	0.001206628	-0.028688249300000006	0.1110641056	0.1109231287	0.1106882998	0.1103598175	-0.017614999999999995	0.003429400000000006	1.1760784360000043e-05	0.00031028822499999984	-0.420695	-0.051028999999999984	0.176984283025	0.0026039588409999988	-1.4119100000000002	-0.4905820000000002	1.9934898481000003	0.24067069872400015	0.00471327	0.005130015	2.2214914092900007e-05	2.6317053900225e-05	0.0032225	0.00105537	1.0384506249999999e-05	1.1138058369e-06	-0.001176	0.00022345000000000004	1.382976e-06	4.9929902500000015e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31198.9375	-942.62890625	973373701.1289062	888549.2548980713	21462.439453125	-20.970703125	439.7703895568848	460636307.27905655	21476.546875	-247.080078125	461242065.67407227	61048.5650062561	1.67458	44.687206	0.5102827600000001	-0.0734379425	0.0322088987	-0.0332542873	-0.0132335999	-0.053221061900000005	-0.14291340560000002	-0.1501623529	-0.0278669886	0.0182814831	0.1417545588	-0.0741689465	0.14331020279999998	0.0283150054	-0.2238259556	-0.1080695799	0.0381601632	0.2238351832	0.1259390561	-0.2021086473	0.0594305213	0.0107343482	-0.0495788981	-0.08794279949999999	0.1019434042	0.1485507201	0.17255964079999994	-0.018880556200000002	-0.1770740714	0.139404643	0.026396294700000003	-0.16851441539999998	0.06073681280000001	0.12529955880000002	0.0385714065	-0.0474185654	0.021854579199999998	-0.2539600105	-0.0858689435	0.0378080971	-0.025140986299999998	-0.0171073632	0.0189406328	0.1538965434	0.1848756709	-0.0383167283	0.013496005600000001	-0.15824231490000001	-0.1018124929	-0.12644314199999998	0.1219510717	-0.0748582589	-0.0696211454	-0.2491515858	-0.1395733108	0.164478925	-0.0112436606	0.0699857973	0.0200290522	-0.0159343741	-0.0132814686	0.018708241100000002	0.18373446640000002	0.0338677902	-0.1782936908	-0.1210395782	-0.1481328781	-0.1297693837	0.0133460933	-0.00017813009999999998	-0.1214740606	0.0939928131	0.0467890404	0.1460882167	-0.026798690299999997	-0.0052713348	0.11098055650000001	0.1105891995	0.1099379598	0.1090283678	-0.00884239	0.008772609999999995	7.695868621209991e-05	7.818786091210001e-05	-0.378411	0.04228399999999999	0.143194884921	0.0017879366559999988	-1.0966300000000002	0.31528	1.2025973569000006	0.09940147839999999	0.00283819	-0.0018750800000000003	8.0553224761e-06	3.5159250064000015e-06	0.00392473	0.0007022300000000003	1.5403505572900007e-05	4.931269729000005e-07	-0.000874387	0.00030161299999999995	7.64552625769e-07	9.097040176899996e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31991.712890625	792.775390625	1023469693.6761818	628492.8199806213	21444.65625	-17.783203125	316.24231338500977	459873281.68066406	21645.33984375	168.79296875	468520736.95143133	28491.06629943848	2.2415380000000003	59.816845	0.5924143399999999	0.1074976969	-0.15175685619999998	0.0828483769	-0.16834680170000002	0.17915159649999998	0.0905545312	0.154064108	0.197517463	0.3341071134	0.2852479315	0.0133690122	0.1539340226	-0.4110964051	0.028074268700000002	-0.034385593900000004	0.0385742631	-0.0327658179	0.0688822875	0.1490140404	0.3453036285	0.0308908738	-0.1656048276	0.012764881	0.272038529	-0.0028662223	-0.0522269153	-0.1226664904	0.0410573867	-0.06750098339999999	-0.0089388801	0.016750766	0.0317168145	-0.0636659533	-0.10102151990000001	0.1597676706	-0.1532880008	0.12142669630000001	0.05767658570000001	0.1457038572	0.0682030525	-0.142503456	-0.1583885667	-0.0541780842	-0.130649826	0.028238787400000007	-0.0129273628	-0.4489245082	-0.3544073414	0.3669233326	-0.10302210220000001	0.1220415704	0.09722586039999999	-0.0610926038	0.1745783377	-0.1245077958	0.0879251853	0.18351498719999998	-0.024987770099999997	0.0706008693	-0.17895751710000002	-0.1475565905	-0.003052514	-0.1049368685	-0.11507884789999999	0.0458035847	-0.0543792446	0.0760452418	0.0002223732	-0.0202229094	-0.0020065645	-0.0797346613	-0.12359209689999999	-0.0665151603	0.1906770075	0.0330779012	0.11085527220000001	0.11008893369999999	0.10881562460000001	0.10704120869999999	0.0357539	0.04459629	0.0019888290817640995	0.0012783413652100002	-0.501367	-0.122956	0.251368868689	0.015118177936000003	-0.8313450000000001	0.2652850000000001	0.6911345090250002	0.07037613122500005	0.00480339	0.0019652000000000003	2.3072555492100007e-05	3.8620110400000015e-06	0.00514629	0.00122156	2.6484300764100005e-05	1.4922088336e-06	-0.0008696060000000001	4.780999999999926e-06	7.562145952360002e-07	2.2857960999999287e-11	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31223.935546875	-767.77734375	974934151.0354043	589482.0495758057	21397.21484375	-47.44140625	2250.687026977539	457840803.06959534	21391.642578125	-253.697265625	457602372.1902504	64362.302585601814	3.746588	99.980034	1.159820657	0.0215810131	0.2273441234	0.0020670937	0.2708400768	-0.1085994994	0.026251894900000003	-0.2560851501	0.0550786367	-0.0502255979	0.10568066779999999	0.0394485893	-0.1040099466	0.0743278621	-0.0588436073	0.0114567628	0.0710235744	-0.0157663168	0.003869312800000001	0.3440008431	0.168186757	-0.0467354631	0.0826936011	0.0072067555	-0.136485138	0.10659702800000001	-0.13105992460000002	0.1244696169	-0.026036225	0.0769427957	-0.1458363262	0.11823937470000001	-0.0505504496	-0.0976093978	-0.1375527116	0.0352773484	0.2033650577	-0.2300407619	0.060019435499999996	0.0318502808	0.0051559978	0.2584990136	0.1256923096	-0.0849115642	0.19988962429999999	-0.1272539541	0.0501312558	-0.053785530199999994	0.1358208402	-0.0723751362	-0.0091562959	0.0353929171	0.011503392099999999	0.0339693863	0.0198808485	-0.21215841829999998	-0.009680696800000001	0.0174841367	-0.20837949449999998	0.0101350993	0.0699019758	0.0452740755	-0.0619027345	-0.0138332279	-0.0317598012	-0.06828787019999999	0.14746997650000002	-0.1114089918	0.0361323421	-0.031277685	0.1210287666	-0.2156042077	-0.045566723200000006	-0.1211049758	0.1261415911	0.1593412315	0.1106882998	0.10942308369999999	0.1073250918	0.10441029119999999	0.000432443	-0.035321457	0.001247605324602849	1.87006948249e-07	-0.378171	0.12319600000000006	0.14301330524099998	0.015177254416000006	-1.73033	-0.8989849999999998	2.9940419089	0.8081740302249997	0.00424292	-0.0005604700000000004	1.80023701264e-05	3.141266209000005e-07	0.00402985	-0.0011164400000000009	1.62396910225e-05	1.2464382736000016e-06	-0.00123906	-0.0003694539999999999	1.5352696835999996e-06	1.3649625811599988e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30723.16796875	-500.767578125	943913050.036026	250768.167301178	21355.546875	-41.66796875	1736.2196197509766	456059382.3303223	21387.173828125	-4.46875	457411204.35443497	19.9697265625	1.867429	49.833511	0.335675847	-0.029321904500000006	0.2376054999	-0.0291290902	0.2332361721	-0.1851052964	0.09327914050000001	-0.0819470323	0.0418332181	-0.0781168713	-0.0182915951	-0.11336065740000001	-0.0092472544	0.0301028952	-0.06425554650000001	-0.0418740294	0.1632238386	0.0436875436	0.12452913480000001	0.0537005792	0.1268533869	0.0389864999	0.0194174548	-0.10098314	-0.0399970481	0.1107618453	-0.045453975300000005	0.13043746779999998	-0.0672737999	-0.1331391074	-0.0714542958	0.0542804981	0.1249358297	-0.09622877	0.0469032775	-0.025337355	0.3262687857	-0.2312128945	-0.07676266309999999	-0.0999741852	-0.01468086	0.1982952128	0.1745480213	-0.0823396623	0.0522218687	-0.0618870171	-0.036710825	-0.0086640785	0.015869121599999998	-0.0640786012	-0.0694176754	-0.052080727300000004	-0.0027718914	-0.0686779272	-0.1200276359	0.0184980821	0.046842995199999994	0.0442040069	-0.0345358424	-0.051381097	-0.0133627153	-0.0498128126	-0.026806663799999998	0.0465220722	-0.1283706751	0.0243824084	0.1776872799	0.0037858782	-0.091628806	0.015644906200000003	0.1809546985	-0.10625831470000001	0.005907265300000001	-0.1125575449	0.0867185458	0.0189350403	0.110479702	0.1085926509	0.1054714048	0.10115143789999999	0.007251289999999999	0.006818846999999999	4.649667440940898e-05	5.258120666409998e-05	-0.441995	-0.06382399999999999	0.195359580025	0.004073502975999999	-1.58301	0.1473199999999999	2.5059206600999997	0.02170318239999997	0.00266534	-0.00157758	7.1040373156e-06	2.4887586564e-06	0.00405458	2.4730000000000585e-05	1.64396189764e-05	6.115729000000288e-10	-0.00048711	0.0007519499999999999	2.372761521e-07	5.654288024999998e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31462.0	738.83203125	989857444.0	545872.770401001	21390.6640625	35.1171875	1233.2168579101562	457560509.034729	21573.306640625	186.1328125	465407559.41043466	34645.42388916016	1.612613	43.033588	0.4867013100000001	-0.054768879699999995	0.11971099660000001	-0.0381594044	0.0955660679	-0.0980302933	0.055179885	0.086411415	0.039907446	0.0871845599	0.0648342323	-0.0413499202	0.0239803598	0.05909898280000001	0.0326608463	0.0081839683	0.1096704406	-0.0507924067	0.049344264400000004	-0.1018137785	0.026067356	-0.0910509114	-0.0286400842	0.0282682773	-0.0353038766	-0.0085258234	0.11893659599999999	-0.0492329002	-0.0304778719	-0.0952278222	0.025011307200000003	-0.0930275066	-0.0790347179	0.012050339399999999	-0.022523237999999998	-0.0390400796	0.1121660641	-0.025380380499999997	0.0021451503	0.056238450999999995	-0.029435307	0.0788493499	0.11314512789999999	-0.047465603700000004	-0.0664699386	0.0534933546	-0.0393075944	-0.1015154557	0.006302298299999999	-0.0585627064	-0.06519264150000001	0.0085142409	-0.0403578378	0.07432550480000001	0.023211297000000002	0.0768232273	-0.0793851288	0.026997427200000004	0.0771282892	0.10139764859999999	-0.0567743609	0.0832878717	-0.0104343634	-0.0649335579	-0.0880757787	-0.0135885125	-0.0279608645	0.0083237929	-0.1192590067	0.0101163539	-0.0509464063	-0.0498923499	-0.0225553494	-0.0133367595	-0.094588528	0.0739922056	0.1102295573	0.10759888449999999	0.103260836	0.0972842479	0.0147251	0.007473810000000002	5.585783591610002e-05	0.00021682857001	-0.332003	0.10999199999999998	0.110225992009	0.012098240063999996	-1.3339200000000002	0.2490899999999998	1.7793425664000009	0.062045828099999915	0.00467268	0.0020073400000000003	2.18339383824e-05	4.029413875600001e-06	0.00365901	-0.00039557000000000047	1.33883541801e-05	1.5647562490000037e-07	-0.00048711	0.0	2.372761521e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31453.39453125	-8.60546875	989316027.5384674	74.05409240722656	21369.34765625	-21.31640625	454.3891754150391	456649019.25367737	21599.021484375	25.71484375	466517729.08249277	661.2531890869142	0.8748940000000001	23.347088	0.18264275000000008	-0.07563977940000001	0.1159576699	-0.056256840999999995	0.09780103529999999	-0.1656942915	-0.0133728075	0.0514691359	0.0595600418	0.0069432819	-0.0360263001	-0.022983907999999997	0.05235271389999999	0.1144657975	0.0709258487	-0.0524083251	0.12444974519999999	0.0116615349	-0.0001845036	-0.0917419142	-0.0353261874	-0.0191336247	-0.1146235719	-0.0329313683	0.10377263380000001	0.1144888948	0.029939745499999997	-0.0317404414	0.0686550122	-0.0216954555	0.051466997300000004	0.0479690658	-0.09278286640000001	-0.062124171799999996	0.1959360198	-0.0780385965	0.10533874130000001	-0.09014666710000001	0.0073953731000000016	0.0543470622	-0.047191526399999996	0.077117146	0.1757699384	0.0104100719	-0.0761187207	0.0025067706	-0.0429819937	0.020303713600000002	-0.0385366737	-0.1198312595	-0.0398414717	0.0391706577	-0.0920014781	0.0342336848	-0.11202378060000001	0.0544665892	0.0030077567999999997	0.1250585224	0.054888873899999996	0.10573224939999999	-0.0659340167	-0.07730314769999999	0.07841260480000001	-0.041348755200000004	-0.0493459042	-0.0812507826	0.00033235029999999997	0.1168323022	0.0271404695	0.0470193368	0.0412920584	0.0776052859	-0.0131986747	0.0136568279	-0.1259467138	-0.0606534228	0.1099379598	0.1064432791	0.10070086519999999	0.09283197900000001	0.0136894	-0.0010356999999999988	1.0726744899999974e-06	0.00018739967236	-0.446567	-0.11456400000000001	0.199422085489	0.013124910096	-1.32334	0.010580000000000256	1.7512287556000001	0.00011193640000000542	0.00418991	-0.00048277000000000037	1.7555345808099994e-05	2.3306687290000037e-07	0.00402686	0.0003678500000000003	1.62156014596e-05	1.3531362250000018e-07	-0.00020846900000000005	0.000278641	4.345932396100001e-08	7.7640806881e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31743.58203125	290.1875	1007655000.174698	84208.78515625	21392.978515625	23.630859375	558.4175148010254	457659529.76999277	21735.28515625	136.263671875	472422620.82350165	18567.788272857662	0.8607360000000001	22.969267	0.15897339000000016	-0.078759575	0.1106408408	-0.0593416778	0.10609115779999999	-0.1605032208	0.0072172412	0.1239873959	0.0057490993	0.0083637548	0.0217885547	0.055460499	-0.0995128719	-0.0100641676	0.157845511	-0.0791854499	0.0723901595	-0.031360418	-0.005538851700000001	-0.042764103	-0.0766598787	-0.0787796291	-0.010761374399999999	0.0475690493	0.0801144028	-0.0026089539	-0.0202133771	-0.0448968372	0.0719725323	0.0133908999	-0.028638527900000002	0.1902539543	-0.0060064973	0.032251535299999995	0.0472774061	-0.07883639099999999	0.0933121034	0.042271997	0.0061040587	-0.051180087699999995	-0.0534091749	0.0941675283	0.18546749640000001	-9.28343e-05	-0.083991947	0.0279890176	0.065363219	0.0024662986	0.0234947319	-0.0316951464	-0.1492614786	0.095952175	0.0269396259	0.0793532092	-0.0308759233	0.0396828213	-0.0303572252	0.0672770198	-0.0094944512	0.022072405	-0.0431863967	-0.1006854418	0.0490757803	-0.043907677699999995	0.054296767999999995	0.0866787835	0.0725404157	0.029295798199999997	0.1846421704	-0.0429989153	0.0154442478	0.1283374639	-0.0380421367	0.0084494714	-0.033513525	-0.0176214796	0.1096050192	0.105127573	0.09780015460000001	0.08782140769999999	0.00595776	-0.00773164	5.977825708960001e-05	3.54949042176e-05	-0.485662	-0.03909499999999999	0.235867578244	0.0015284190249999993	-1.35322	-0.029880000000000132	1.8312043684000003	0.0008928144000000076	0.00571781	0.0015279000000000007	3.26933511961e-05	2.3344784100000014e-06	0.0039214	-0.00010545999999999992	1.5377377960000007e-05	1.1121811599999983e-08	-0.000196494	1.1975000000000005e-05	3.860989203600001e-08	1.4340062500000016e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31865.5546875	121.97265625	1015413575.5420533	14877.328872680664	21425.974609375	32.99609375	1088.742202758789	459072387.96158224	21798.576171875	63.291015625	475177923.1210365	4005.752658843994	0.983733	26.251535	0.14443504999999984	-0.07694782139999999	0.1254658548	-0.0599407534	0.09509753359999999	-0.10687057789999999	0.0450833783	0.1735402465	-0.08417714679999999	0.0235776629	0.0390557557	0.0307177206	-0.0746682727	0.0218677378	0.060268593499999995	-0.0668696453	0.0794335618	-0.0396853449	0.0576669451	-0.2039518634	-0.1314814513	-0.08956563570000001	-0.006395658	0.0086372377	-0.122486262	-0.0090831697	-0.015046639799999999	-0.0528868885	0.1017526109	-0.0604906025	-0.0417820962	0.09525759800000001	-0.0227868452	-0.0518277362	-0.051749891	-0.0897064552	0.0948542705	0.15006755289999998	-0.0241131757	-0.0073059193999999985	-0.0515613361	0.0815262881	0.1245941908	-0.0162697271	-0.0877014827	0.1473009974	0.0707631101	0.0064973884	0.0406173419	-0.0444571316	-0.0704831012	0.0544363597	0.041789836600000005	0.0945299857	-0.1408099612	0.2225086414	-0.021194157400000004	-0.023817129700000002	0.0318183168	0.09914204119999999	0.006330619599999999	0.0593976543	-0.0009735054	-0.0694357337	0.0829935151	0.1012552146	0.0366395465	0.0334632919	-0.0349877827	-0.017939268799999998	0.036590858500000004	-0.033848136800000005	-0.0903117661	-0.0043088985	-0.0513515802	0.009060920200000001	0.10923086050000001	0.103653745	0.09456851919999999	0.0822826681	0.00908391	0.0031261500000000003	9.7728138225e-06	8.251742088810003e-05	-0.42915	0.056512000000000014	0.1841697225	0.003193606144000001	-1.38014	-0.026919999999999836	1.9047864196	0.000724686399999991	0.005508699999999999	-0.00020911000000000107	3.0345775689999986e-05	4.372699210000045e-08	0.00442442	0.0005030199999999999	1.95754923364e-05	2.5302912039999984e-07	-0.000641902	-0.000445408	4.12038177604e-07	1.98388286464e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
