csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
33619.38671875	n/a	n/a	1130263163.3448641	20968.67578125	n/a	n/a	439685364.0191803	22028.501953125	n/a	n/a	485254898.298832	n/a	n/a	n/a	-0.0786553265	-0.11479519210000001	0.053622895	-0.1949756212	0.010452340899999999	-0.0358148657	0.2301025325	-0.161775912	0.1167797887	-0.0002352666	0.053541112099999996	0.1358959206	-0.025111727200000003	0.0790766305	-0.0231690883	0.1404120737	-0.012701153400000002	0.028181895099999996	-0.0795965724	0.1535273732	-0.078420203	0.0406931341	-0.05745750030000001	0.1137657024	-0.0308798398	0.0316246496	-0.0066044738	-0.0026980049	-0.0134515972	0.1245654315	-0.0982218218	-0.0178144488	-0.0540341243	0.0287204355	0.0170894521	-0.1588628166	0.080440573	0.26896195850000004	-0.0495032132	-0.0417645154	-0.0352175043	-0.06845325440000001	0.1486472221	0.0403336802	0.047963073700000004	-0.13829097939999999	-0.0381545301	0.0063299526	0.0745339064	-0.052020185499999996	-0.1299917589	-0.074973738	0.2393971014	-0.003661040300000001	0.0073981796	-0.1517961644	0.1258813727	-0.1369029617	0.22186695969999998	-0.1455125593	0.0833390733	-0.0394555286	-0.06387979190000001	0.18173719219999998	-0.0269106234	0.065371804	-0.0438400417	0.0697117549	-0.1261388914	0.035491382200000005	-0.057851846799999995	0.1290218815	-0.0319804848	0.1150847654	-0.0090537168	0.030396947	-0.0420207183	0.0024797736	0.050727036399999995	-0.0758677715	-0.13948769800000002	0.1665263123	-0.058088607199999996	-0.0158720549	0.1413225323	0.034183283700000004	0.0374083121	-0.0419253148	-0.0265139865	0.06550306	0.0940222585	-0.0652824354	-0.0836525093	-0.0046837386	0.0886370331	0.0419081557	-0.0190567347	-0.0694972076	-0.0682647021	0.0801950399	0.0865425125	0.1217078847	0.1216831682	0.1216419777	0.024477	n/a	n/a	0.0005991235290000001	0.0362221	n/a	n/a	0.00131204052841	-0.105773	n/a	0.011187927529000002	n/a	0.0	n/a	0.0	n/a	0.0005542909999999999	n/a	n/a	3.072385126809999e-07	0.000466374	n/a	n/a	2.1750470787600003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33583.76953125	-35.6171875	1268.5840454101562	1127869575.9281158	20964.765625	-3.91015625	15.289321899414062	439521397.7111816	22072.892578125	44.390625	1970.527587890625	487212586.7654457	1.220622	21.034081	0.07967749	-0.0298023657	-0.0848116093	0.0399904177	-0.0957415767	-0.0374866028	-0.030223625	0.1915776271	-0.21635077870000002	0.0355502985	-0.0569371026	0.07585687969999999	0.049382353399999995	-0.082333861	0.04397805690000001	-0.0477933958	0.0178329081	0.1455388867	0.0210671603	0.1140790483	0.018235403600000002	-0.1179067682	0.0379062656	-0.0520555378	-0.1030243748	0.0834446755	-0.0390712162	-0.1490054536	-0.1006171475	-0.0439647979	-0.056701383499999994	-0.0451603938	0.0395679908	0.0858544707	0.18373353	-0.0083666509	0.0279629473	-0.0621096074	0.0083879203	-0.058949612900000004	0.0958774517	0.033499369300000005	0.0338783452	-0.10802852810000001	-0.0878908939	-0.012033626100000002	-0.031915932	0.0220239089	-0.0411573919	-0.0772672601	-0.013265187099999999	-0.0648542119	-0.0960733175	0.2299145068	0.044570775	-0.017782503	-0.0700792891	0.10396469960000004	-0.1179115039	0.1945323451	-0.1711770582	0.0371463062	-0.0013196889000000002	-0.0871165314	0.0188639554	-0.055384410099999996	0.0599960463	0.136927254	-0.1158728782	-0.0718800838	-0.0020144636	-0.0893328981	-0.15433894410000001	0.016375883100000002	0.0262636441	0.0209620568	0.0490317651	-0.0491052578	-0.1143598701	0.0166970262	0.0927161735	-0.04452874440000002	0.0925976644	0.0259885398	0.0590545709	-0.1295902727	0.0779019589	0.1400496086	0.12450298039999999	-0.122894481	0.0186514144	-0.0008988606	-0.015187473200000001	0.0231055432	-0.0501082056	-0.058375562	-0.0447938808	-0.1200997382	0.0586805216	0.23822130530000002	0.0516408499	-0.0494131939	0.1216419777	0.12141962949999999	0.12104935019999999	0.0222479	-0.002229100000000001	4.968886810000005e-06	0.00049496905441	0.00527891	-0.03094319	0.0009574810073761	2.7866890788100005e-05	-0.0998339	0.0059391000000000175	0.009966807589209998	3.52729088100002e-05	0.000474891	0.000474891	2.25521461881e-07	2.25521461881e-07	0.000731634	0.00017734300000000005	3.1450539649000016e-08	5.352883099560001e-07	0.000307286	-0.00015908800000000005	2.530899174400001e-08	9.4424685796e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33678.95703125	95.1875	9060.66015625	1134272146.7127838	21016.859375	52.09375	2713.7587890625	441708377.9885254	22074.353515625	1.4609375	2.13433837890625	487277083.13278586	1.338914	23.072517	0.10157629	0.0126198242	-0.0821091007	0.1554925452	-0.0922177344	0.1397557135	-0.2178553777	0.0978618681	-0.1770164828	0.0316647833	-0.0114178106	0.0463313534	0.1156581028	0.16164182119999998	-0.048908237	-0.0320599738	0.09389730019999999	-0.10275619720000001	-0.0435123012	0.10657674880000001	0.051508545499999996	0.0791204884	-0.13783947300000002	0.0198998632	-0.2433541423	0.2012445994	0.08421182070000001	0.1951611826	-0.0666060346	0.004583999	-0.0359324041	0.0570097159	0.048082414000000004	-0.1042258329	-0.050316210300000004	-0.085081713	-0.0355539264	-0.144170089	0.060707824199999996	-0.0002356173	0.09990043109999999	-0.0036781534	-0.038826586499999996	-0.1335995972	-0.0016693488	-0.126298454	-0.0151573457	0.1396080208	0.055710585800000004	0.09619616859999999	0.0390315589	-0.039952047000000004	-0.23685821850000002	0.1585049672	0.0346222512	-0.1479525073	-0.22982175370000002	-0.0203548932	-0.1490736855	0.0107822657	-0.22526432940000002	0.017318155800000002	0.022087674300000002	0.0626487654	0.08863090009999999	0.0084507081	-0.15332833769999998	0.001416416	0.1412911869	-0.042371350499999995	-0.1888723944	0.0493285317	-0.2406498685	0.1518815888	-0.0593334099	-0.1041730548	0.10096396939999999	-0.1027304007	0.1029818076	0.0934925552	0.0168329074	0.1573120369	-0.022160926400000003	-0.016463206299999998	-0.0028949386	0.1683357426	0.0893810141	-0.0014992204999999998	0.0860872658	-0.0774719257	-0.0102150704	-0.0058622665	0.0392861258	0.077026727	0.10966394759999999	-0.0646306983	-0.0207890927	-0.0410328726	0.1453407042	-0.07868740469999999	-0.1524556475	-0.1684874207	0.1215101995	0.120893123	0.1198669825	0.022204400000000003	-4.34999999999984e-05	1.892249999999861e-09	0.0004930353793600001	0.0205498	0.01527089	0.0002332000813921	0.00042229428004	-0.0602582	0.039575699999999985	0.00363105066724	0.0015662360304899991	1.3234899999999996e-23	-0.000474891	1.751625780099999e-46	2.25521461881e-07	0.000272801	-0.000458833	2.1052772188900003e-07	7.442038560099999e-08	0.000307286	0.0	0.0	9.4424685796e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33478.48046875	-200.4765625	40190.852111816406	1120808654.4964752	20979.1015625	-37.7578125	1425.6524047851562	440122702.36968994	22041.3671875	-32.986328125	1088.097843170166	485821867.49420166	1.15422	19.889818	0.05373375	-0.0679806411	-0.0644080501	0.0077446774	-0.1558805535	0.0808392579	-0.0521786315	0.13238053589999998	-0.062418809400000004	0.027364138399999998	-0.0237540781	0.0228897621	0.0035591568	-0.0092467572	0.0023357539999999998	-0.0806128201	0.0682755595	-0.0141456422	-0.0057942389	-0.1337385278	-0.025364761800000003	0.2000102655	0.0420751861	0.0930587569	0.06405433440000001	0.049812612699999995	-0.1125452346	-0.1420815749	-0.09655384800000001	-0.01876683	0.1650985036	-0.0349579173	-0.0850539723	0.1404415583	0.0518703349	-0.034108684199999996	-0.0034751655	0.2044017301	-0.0383036724	0.06866010040000001	-0.0119727245	-0.166277024	0.0487920421	0.0178385451	-0.0972515463	0.0146373222	0.032440190099999995	-0.1331624748	-0.0484826017	-0.1148560528	-0.0548913617	-0.0579139003	0.042276894	0.1830620584	-0.0365796773	0.0395581053	-0.1616719852	0.0375310793	-0.12233473689999999	0.057926894000000013	-0.1239340286	-0.0043726149	-0.024062399100000003	0.0406040374	0.0087603674	-0.0067257702	0.0341161314	-0.0500592406	-0.0021831102	0.0408368772	-0.0146014586	0.0480550948	0.2262734596	0.0792275209	-0.19118351719999999	0.0694561552	0.1247361896	-0.09552175800000001	-0.0686864754	0.0172844373	0.0166446529	-0.144417925	0.0624738568	0.0183293757	0.0924008762	-0.1580212411	-0.0374934751	-0.0022346939999999997	-0.0695414913	0.0610100709	0.10188200970000001	-0.051409912599999996	0.0203934698	0.0871036927	-0.1689998056	0.149975175	-0.08113017639999999	-0.0682522337	-0.0217279908	-0.060902865300000004	0.0240876773	-0.0361442141	0.1213126213	0.12010478890000001	0.1181006348	0.0255098	0.0033053999999999965	1.0925669159999975e-05	0.00065074989604	0.014247	-0.006302800000000001	3.9725287840000014e-05	0.000202977009	-0.0907548	-0.030496600000000002	0.008236433723039999	0.00093004261156	-2.64698e-23	-3.9704699999999996e-23	7.0065031204e-46	1.5764632020899994e-45	0.000272801	0.0	0.0	7.442038560099999e-08	0.000579865	0.0002725790000000001	7.429931124100005e-08	3.3624341822500007e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33744.81640625	266.3359375	70934.83160400389	1138712634.2915194	21008.935546875	29.833984375	890.0666236877441	441375372.812748	22080.669921875	39.302734375	1544.7049293518066	487555984.1987953	1.230418	21.202887	0.18915935	0.0539909723	-0.08139145730000001	0.1441167386	0.0308886817	0.0593884536	-0.14239060039999998	0.2281803627	-0.1144218357	-0.1761887461	0.0896494449	-0.0134158877	-0.09111027320000001	0.0115961626	-0.0074535797	0.1430319888	-0.11371141789999999	-0.0259333308	0.013203526	0.014365328200000001	-0.0465257445	0.12134175679999999	0.1298159041	-0.142337544	0.0347714431	-0.1172070452	-0.0556133266	0.039526249	-0.00245299	-0.1054446041	-0.1573968605	0.0391311472	0.286263313	-0.11920409009999999	0.1066871468	0.0455736025	0.071884872	-0.023340624700000003	-0.0157388053	0.0782393286	0.0540529746	0.0254702809	0.0747389614	0.0620273453	-0.06394912679999999	0.1656950354	0.12473354060000001	-0.0049103582	0.0110613232	-0.2207270154	0.0824745538	-0.0881187647	-0.0639512138	0.1872941143	0.17986608059999998	-0.1574260226	-0.06945816120000001	-0.0662126245	-0.2248701983	0.1207478358	-0.0082270506	-0.1220473908	0.1016372514	0.0175883646	-0.0427595736	0.1768912464	-0.1058888208	-0.0111864378	-0.060320992999999996	0.09642453	0.0142400113	0.0152280576	0.11460123109999999	-0.0916968415	0.0004778057	0.0859390461	-0.10000897539999999	0.060942305499999995	-0.0021891846	-0.0203149368	0.2144609581	0.1157447089	-0.0740154319	-0.17029795920000002	0.0939174137	-0.0762378738	-0.0263446304	0.0630600997	-0.0487606212	-0.1555283596	-0.0008425342	0.0922004466	-0.08464436289999999	-0.04315200860000002	0.0462360712	0.0702134566	-0.1068400777	0.156017903	0.0797438251	0.0885988799	0.18542074309999998	-0.0054654486	0.12104935019999999	0.11905633460000001	0.11575891279999999	0.024384	-0.0011257999999999997	1.2674256399999993e-06	0.0005945794559999999	-0.100292	-0.114539	0.013119182520999995	0.010058485263999998	-0.0616432	0.029111599999999994	0.0037998841062399993	0.0008474852545599996	0.000226191	0.000226191	5.1162368481e-08	5.1162368481e-08	-0.000116088	-0.000388889	1.5123465432099998e-07	1.3476423743999997e-08	0.000307286	-0.0002725790000000001	7.429931124100005e-08	9.4424685796e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33405.65234375	-339.1640625	115032.2612915039	1115937608.51149	20970.365234375	-38.5703125	1487.6690063476562	439756218.0630837	22026.87890625	-53.791015625	2893.473361968994	485183394.3506012	1.361281	23.457952	0.20199965	0.0413561172	0.0652317427	-0.0218257148	0.0581810292	0.1037646169	-0.023901492599999997	0.1260737747	-0.1488535239	-0.0036127756	-0.0462114812	-0.0741951362	-0.060280728799999996	0.0577710984	-0.1021515868	0.0720637321	-0.0330213966	-0.0724520301	0.0899237164	0.1082679289	-0.0050329008	0.0326931973	0.0116715048	0.0083878089	-0.0383626815	-0.0427792316	0.0061411623	0.029685143599999998	-0.0954478223	-0.0238250627	-0.033804015	0.076038217	-0.17954661239999994	0.11923680310000001	-0.0770705981	0.1112896779	0.1281568437	0.024342771800000003	0.0516107505	0.036108901400000004	-0.1585267607	-0.07540842889999999	-0.026046443199999998	0.24220384809999998	0.1285993649	-0.1387807873	-0.000853708	0.017122149	0.0787907666	0.0616314438	0.0039088232	0.0660408609	-0.025728419199999998	0.0827347645	0.0851167473	-0.0034776246999999997	-0.0010854953	-0.1062419003	-0.09153318380000001	0.090768961	-0.1052520368	-0.00026191919999999996	0.0370880293	0.102796181	-0.07326556570000001	-0.0084631956	-0.0891710015	0.0364718813	0.0648195531	0.0022878032	0.09984277800000001	-0.0539575942	-0.07829117740000001	-0.0219509235	-0.0356600603	0.0573093743	0.0060371954000000005	0.0002536146	0.06301019	-0.0884139532	0.0385651097	-0.0513190351	-0.1473194338	0.1688682403	0.0026239867	-0.022145026499999998	-0.0650994508	-0.0375478098	0.061407470199999994	0.08684890640000001	-0.1115490897	0.1811867862	0.0028587943	0.1255490583	0.0341343212	0.2447844209	0.0206580099	-0.0347230716	-0.09790451210000001	-0.0983876192	-0.0470739237	0.2459912032	0.1207205288	0.11775003070000001	0.11285322490000001	0.0245728	0.00018879999999999936	3.564543999999977e-08	0.0006038224998400001	0.0446767	0.1449687	0.02101592397969	0.00199600752289	-0.0860853	-0.024442099999999998	0.0074106788760899996	0.0005974162524099999	0.000588244	0.000362053	3.4603100353600003e-07	1.3108237480900002e-07	0.00016986	0.000285948	8.1766258704e-08	2.88524196e-08	0.000307286	0.0	0.0	9.4424685796e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33516.32421875	110.671875	12248.263916015625	1123343989.1363678	20976.421875	6.056640625	36.68289566040039	440010274.6779785	21973.880859375	-52.998046875	2808.7929725646973	482851440.02200705	1.299583	22.394766	0.118165305	0.1273800175	-0.024386466000000002	0.08729697060000001	0.1133449913	-0.0151677746	0.0287196644	0.033868696600000005	-0.0338612718	-0.0097252733	0.023715424199999998	0.0545688483	-0.0004914057	0.0386157014	-0.0321288059	0.0311024898	-0.060269674	0.050467102	0.0786677333	0.1421241024	0.129105326	0.022140640099999997	-0.0877346899	0.0666388138	0.1010131813	-0.0188887453	-0.0633113913	0.11895170740000001	-0.17059579149999998	0.0488796372	0.114694197	0.0466332872	-0.0026026401000000003	-0.010745151100000001	-0.034878331	0.06363859549999999	-0.0019003185999999998	0.0006245936	-0.0783839517	-0.11057266210000001	-0.0730988538	0.0469921448	0.1707530848	-0.1050473426	-0.0766848588	0.0769896298	-0.0171472619	-0.0524889864	-0.195245687	0.09114035529999999	0.11609362279999999	0.00740539	0.00045842400000000003	0.0297014466	0.11042475449999999	-0.1271996909	0.0449685529	-0.051376014500000004	0.0308790639	0.0602445097	-0.020510129499999998	-0.003174474	-0.0280132769	-0.0194905823	-0.014502939	-0.0281454777	-0.1445064436	0.0420284996	0.0575022583	-0.052843985999999996	-0.0127021909	-0.1120059085	0.011983708899999999	-0.1632878872	-0.0328125777	-0.0968756489	0.0971086731	-0.0075869948	0.15135165890000002	-0.0695064108	-0.0753642516	-0.050646024000000005	-0.0991628743	-0.0030336676	0.0739425237	0.026980338700000002	-0.10581080609999999	0.11704055210000001	-0.022208141400000003	0.052970646100000005	-0.026229779100000003	-0.1714577307	0.0451529662	-0.132554432	-0.0245889242	0.0373675396	-0.0079207273	-0.058960242300000014	-0.0739108889	0.1326306015	0.033456562	-0.1448234085	0.120326335	0.1161887065	0.1093977275	0.0221989	-0.0023738999999999982	5.635401209999993e-06	0.00049279116121	0.052746900000000006	0.008070200000000007	6.51281280400001e-05	0.002782235459610001	-0.00741437	0.07867093	5.49728824969e-05	0.0061891152270649	5.71885e-05	-0.0005310555000000001	3.2705245322500004e-09	2.820199440802501e-07	0.00011991	-4.9950000000000015e-05	2.495002500000001e-09	1.43784081e-08	0.000307286	0.0	0.0	9.4424685796e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33587.83984375	71.515625	5114.484619140625	1128142985.3694	20959.17578125	-17.24609375	297.42774963378906	439287049.42933655	21971.96875	-1.912109375	3.65616226196289	482767410.75097656	1.054344	18.168734	0.109789805	0.0524269775	-0.0990167383	0.10392693929999999	0.0497466992	-0.0603313671	0.044313824800000005	0.053505933	-0.0472221012	0.09355415449999999	0.10816599439999999	0.025129893700000003	-0.1412363347	-0.0082624016	-0.016379071000000002	-0.0846647654	0.0592748396	0.0789579899	0.0552382642	-0.0411872402	-0.1644573021	-0.0189872382	-0.0143196626	0.0811892025	-0.0268572276	-0.1909578229	-0.12101304619999999	-0.0744685616	0.1391795046	-0.0146522899	0.0179745316	0.009046195600000001	0.110947769	0.0033498411999999997	-0.1178898617	-0.2427482269	-0.1312082574	-0.1405662724	-0.0771748751	-0.1082739354	-0.0904208598	0.0754797113	-0.0707312084	-0.06551782440000001	0.0552579779	-0.058933028099999986	0.0813090434	0.0664978016	-0.0377578959	0.1336337001	0.08527256039999999	-0.0729331815	-0.0317613183	0.034553435699999996	-0.0201605896	-0.11548395480000001	0.0404870642	0.011991125200000001	0.052041817000000004	0.0958757981	-0.0463250842	-0.1505792828	-0.1523163351	0.0266436883	-0.10496481490000001	0.0140607363	0.1423280335	0.1095945351	-0.032772556800000005	0.0057712505	0.0535167954	0.1339254999	0.0485145784	0.0790336827	0.0281346188	-0.0031689712	-0.09979631039999999	0.1734995228	0.0015241465	-0.013771501799999999	-0.0567078793	-0.0081914107	0.1052323272	-0.11977764210000001	0.11281605460000001	0.06711174610000001	-0.0377016061	-0.2437678595	0.0700596254	0.009777213100000001	0.034249860800000004	-0.23641869850000002	0.0283567191	0.0594493295	0.0646471008	-0.11194174189999999	0.0477275341	0.1265551435	0.0616681788	-0.0358920835	-0.0310283831	0.10183240980000001	0.1198669825	0.1143757435	0.10540925529999999	0.0222099	1.1000000000000593e-05	1.2100000000001305e-10	0.00049327965801	-0.00172841	-0.054475310000000006	0.0029675593995961013	2.987401128100001e-06	0.0123235	0.01973787	0.00015186865225	0.0003895835121368999	0.0005188030000000001	0.0004616145000000001	2.691565528090001e-07	2.1308794661025005e-07	-0.00012978799999999998	-0.000249698	6.234909120399997e-08	1.6844924943999997e-08	0.000307286	0.0	0.0	9.4424685796e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33373.8125	-214.02734375	45807.70387268066	1113811360.7851562	20931.373046875	-27.802734375	772.9920387268066	438122377.62744516	21937.115234375	-34.853515625	1214.7675514221194	481237024.80624765	1.440621	24.825171	0.10362386	-0.1527036393	-0.0807245301	-0.046060384100000004	-0.1858132962	-0.06509339559999999	0.0559696818	0.0090362891	-0.0528519502	-0.005630143000000001	-0.11545449619999999	0.019407348	-0.0430535652	-0.1028932396	0.1155944454	0.0801572799	-0.081988659	0.1550874171	-0.0058332938	0.0318900474	-0.1138488907	-0.0662121828	-0.13553364240000002	0.044920333099999994	0.0140083775	0.0125898695	-0.0550918568	0.017410859299999998	0.13667584900000002	0.1603513967	-0.0402121763	-0.18247143010000005	0.1040495713	-0.0595480925	-0.0162557976	0.106035078	-0.0297408483	0.0863759128	-0.1291671377	-0.015105391000000001	0.0535804409	0.045312592	0.0648696769	0.12074374	0.1486436686	-0.026622005	0.1543360294	-0.17976092059999998	0.0638925454	0.0870236366	-0.13472621710000002	-0.1601530879	0.0718849423	-0.003109898	0.0894400542	0.1354308941	-0.06268469389999999	0.1333642203	0.002430813	0.049107133399999996	-0.041430401400000004	0.0922048377	0.0069439979	-0.032754142	-0.057572633099999986	0.0447793346	0.0527382166	0.1628241793	-0.0775673935	0.14480294259999998	0.0127019219	0.0031363895	-0.058046867	-0.042670166399999994	0.0167098773	-0.0239103337	0.0026163424	0.0619652087	-0.1118735966	-0.1638971651	-0.1466315087	-0.00245385	-0.060608996100000014	0.0001497461	-0.0174829107	0.0668591941	0.0570811518	0.1605537336	-0.22982690030000005	0.15320093640000002	0.0008358367999999999	-0.0421031679	-0.1222811023	-0.07811184610000001	-0.0219535489	-0.0314654497	0.1152369876	0.11430714630000001	-0.0839891242	0.07325260360000001	-0.0439699009	0.0744809689	0.11934271980000001	0.112315068	0.1009072399	0.0221951	-1.4800000000002313e-05	2.190400000000684e-10	0.00049262246401	0.013384900000000005	0.015113310000000003	0.00022841213915610016	0.00017915554801000013	-0.0395643	-0.051887800000000005	0.0015653338344900002	0.0026923437888400005	0.00033469	-0.00018411300000000007	1.120173961e-07	3.3897596769000024e-08	0.000418258	0.000548046	3.00354418116e-07	1.7493975456400002e-07	0.000307286	0.0	0.0	9.4424685796e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33204.3671875	-169.4453125	28711.713928222656	1102530000.3223267	20941.236328125	9.86328125	97.28431701660156	438535378.95038223	21883.109375	-54.005859375	2916.6328468322754	478870475.9182129	1.261655	21.741177	0.129002495	-0.1091846038	0.034483776699999996	-0.08804600720000001	-0.0396973228	-0.0240238135	-0.0368953389	-0.0428371128	0.0003176116	-0.1732342494	-0.21352408109999998	0.1160062216	-0.0486818818	-0.0203849979	-0.0189320714	-0.0963840531	-0.1119135184	-0.1450316433	-0.032428974900000004	-0.0242655405	0.0122890272	0.0288457876	0.048606839299999996	0.0004280065	0.056260064900000004	0.0014123665	-0.0037078166	-0.1018976874	0.0067225971	-0.0152031678	-0.0799615231	-0.14820080759999998	-0.09209475019999999	0.0080518453	0.0625883667	0.0638100015	-0.0044622948	-0.17731396489999998	-0.0833762842	0.12034090539999999	-0.0174968963	0.0246000192	0.13667429949999998	-0.10964359130000001	0.15928568740000001	-0.1102233281	-0.02602174	0.101915009	-0.0371463587	0.0878015973	-0.10223638789999999	0.015596108700000003	0.008407223299999999	-0.16832335539999999	0.11721447439999999	0.0933095782	-0.008229937199999999	0.0199730755	-0.0510980263	-0.0486590913	-0.010220001	0.1527842713	0.061110318899999995	-0.1313785114	-0.1224484112	0.1253788001	-0.0265196659	-0.16832058719999998	0.021670980099999997	0.0033654590000000003	0.009873642299999999	-0.05488078230000002	-0.0466973479	-0.0333972343	-0.023769233799999998	0.0013073108	-0.059726395599999996	0.051729232300000004	-0.0548949533	-0.101495831	0.1643364426	0.0737966083	0.037988766	0.1466762024	-0.0427111962	0.0645859025	-0.0569584155	-0.0129308043	0.1174006892	0.0675709511	0.0057484536	-0.1768437299	-0.017879003100000002	0.0969497364	0.060124604400000004	-0.0516348579	0.2274179364	-0.064148163	0.011609579299999999	-0.0517246733	-0.0351060466	-0.0894343654	0.11875383099999999	0.1100111431	0.0959136145	0.022255200000000003	6.0100000000003894e-05	3.612010000000469e-09	0.0004952939270400002	-0.0320099	-0.045394800000000006	0.0020606878670400004	0.00102463369801	0.00211782	0.04168212	4.4851615524e-06	0.0017373991276944006	-0.000155526	-0.000490216	2.4188336676000004e-08	2.4031172665600005e-07	7.116449999999999e-05	-0.00034709350000000004	1.2047389774225002e-07	5.064386060249999e-09	0.000307286	0.0	0.0	9.4424685796e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
