csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
32458.638671875	n/a	n/a	1053563224.4313393	22677.10546875	n/a	n/a	514251112.4408112	22797.23828125	n/a	n/a	519714073.25209045	n/a	n/a	n/a	-0.0686547326	0.1787340591	-0.0783562907	0.0303119833	-0.0169569495	0.1081137001	-0.1108383917	0.034935781	0.06880938360000001	-0.1259450088	0.0592476722	-0.11004841060000001	0.07150514200000001	-0.1983363914	0.021654443	-0.018983715	0.2541578521	-0.0390520656	0.0329889711	-0.11174921039999999	0.094466953	-0.0127423217	0.1204756417	-0.05969163860000001	0.0765083109	-0.0014342018	0.026305214700000003	0.0015993606	0.0030250557000000003	-0.037070343799999995	0.2032390625	0.0822137161	-0.1027864283	0.1447682594	-0.09223312189999999	-0.0103021037	-0.0107733546	-0.0238285551	0.10735696900000001	-0.0241555964	-0.17435782739999994	-0.0664449232	0.2501147261	-0.0220326656	0.0526771258	-0.1300057239	0.06036489160000001	-0.019540968	0.0271835215	-0.046868796100000006	-0.11365791130000001	0.0288985282	-0.101957824	0.0696404652	-0.0038605378	0.055570895700000005	-0.11935494	0.0686786387	-0.1047582207	0.0649283593	-0.1262456037	0.0582511516	-0.0550470242	0.1365976375	-0.0422001909	0.060665529	-0.0336160888	0.1023755196	-0.146111176	0.1328712901	-0.033969576	-0.1297604683	0.061833840599999995	-0.0836358411	0.0325339748	0.08659931779999999	-0.1703163719	-0.043393265800000004	-0.0411761662	0.0707218016	0.0325894146	0.1494503175	-0.0812338867	0.0733508213	0.029043155499999997	0.1217078847	0.1216831682	0.1216419777	0.0317438	n/a	n/a	0.0010076688384399997	-0.041717	n/a	0.0017403080890000006	n/a	-0.283604	n/a	n/a	0.08043122881600001	0.0022063000000000004	n/a	n/a	4.867759690000001e-06	0.00259768	n/a	6.747941382400002e-06	n/a	0.0007934339999999997	n/a	6.295375123559996e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32258.23046875	-200.408203125	40163.44787979127	1040593432.9749908	22652.490234375	-24.615234375	605.9097633361816	513135313.81845474	22694.251953125	-102.986328125	10606.183780670166	515029071.7119179	1.2864790000000002	24.872025	0.07848890000000001	-0.15293992550000002	0.0751054997	-0.0907876302	-0.0903511857	-0.0976305492	0.1191899607	-0.0281699763	0.041511235099999995	0.1230095056	-0.1212985937	0.14300239380000002	-0.0221933079	0.1017954769	-0.2000234732	0.0231894581	-0.0551017871	0.0389652177	0.0263422569	0.0535676844	-0.0143752961	-0.0949077183	-0.0149235327	-0.037823918399999996	-0.135767409	-0.041423974700000005	0.0600156067	0.0220851606	0.1311579761	-0.1539459311	-0.0584121079	-0.0367236491	-0.043078864	0.041002022799999996	-0.0473932101	-0.1179206064	-0.1831508757	-0.0171778883	0.047634592	-0.0882013073	-0.215854522	-0.0084439328	-0.1614372416	0.11647910439999999	-0.0156631694	-0.056398455199999996	-0.0705454346	0.041537671	-0.0316370894	0.1236285823	-0.08562513	-0.1191887309	0.099608501	-0.13657860060000002	0.1584183656	-0.0275703747	0.0854791279	-0.1276686942	0.10815818349999999	0.0827698422	0.010669584499999999	0.027223415299999998	0.0314048577	0.2099023418	-0.0219522388	-0.061975736399999995	0.043006907000000004	-0.0042223218	-0.09833249039999999	0.0613851944	0.0166069091	0.1312384894	-0.0671193554	-0.24372860559999998	0.1126338459	0.1279363463	0.0546402719	-0.037045267	-0.0341966248	0.1298040496	0.1314166109	0.082182041	0.070657125	-0.0757777734	0.033359504500000005	-0.0219651371	0.1216419777	0.12141962949999999	0.12104935019999999	0.0244435	-0.007300299999999996	5.329438008999994e-05	0.00059748469225	-0.049321300000000005	-0.007604300000000001	0.002432590633690001	5.7825378490000025e-05	-0.247863	0.035741000000000016	0.0012774190810000015	0.061436066769	0.00169045	-0.0005158500000000004	2.661012225000005e-07	2.8576212025e-06	0.00263581	3.8129999999999935e-05	6.947494356100002e-06	1.453896899999995e-09	0.0007905479999999999	-2.8859999999997963e-06	6.249661403039997e-07	8.328995999998821e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32236.572265625	-21.658203125	469.07776260375977	1039196591.4368631	22667.361328125	14.87109375	221.14942932128903	513809269.5797768	22718.580078125	24.328125	591.857666015625	516133880.7661781	1.414605	27.349123	0.18745215	-0.0679031739	0.19294781789999998	-0.11351852529999999	-0.0524771003	0.0574998691	0.17582378780000002	-0.05271107269999999	0.0186514942	-0.0083900463	-0.087965736	0.0789447108	-0.11244658560000001	0.0986295648	-0.0397013466	0.0205608884	0.09231186539999996	0.0962289452	0.0341063444	-0.0216340465	0.08706794359999999	0.0294466761	0.0247553661	-0.238534694	0.22343642079999998	-0.0641553675	0.1524829782	0.1052335452	-0.0495219628	-0.090408407	0.14012497640000002	0.0696321275	0.0513823813	-0.023397092400000003	0.06270762690000001	0.020246574099999998	0.06345250150000001	0.022494539100000002	0.1135611085	-0.10753338109999999	0.0798532038	0.1159389215	-0.0605540022	0.194127673	-0.11493161710000001	0.0157108742	-0.0682779953	0.1037970043	0.08433131390000001	0.1370497867	-0.09920666410000001	-0.1905332823	0.028193681800000002	-0.0568710117	0.0653627396	-0.061100985999999996	-0.1008477098	0.0418467148	-0.0144011569	0.0155878027	0.1901466071	0.0367056793	0.0462212501	-0.1499354284	-0.08883622880000001	0.0679423513	0.0570806246	0.1578340714	0.1109074342	0.1096318463	0.1177457861	0.0934321492	-0.0502761738	0.1365081883	0.0130897653	-0.010385264699999999	-0.0249899473	0.1557468689	0.0535363117	-0.0088008884	0.0078801846	0.0125739848	0.0025065833	0.1420243889	0.0444344833	-0.1158503656	0.1215101995	0.120893123	0.1198669825	0.0201603	-0.004283200000000001	1.8345802240000004e-05	0.00040643769608999993	-0.0723168	-0.0229955	0.00522971956224	0.0005287930202499998	-0.276932	-0.02906900000000001	0.0008450067610000008	0.076691332624	0.0037757	0.00208525	4.3482675625e-06	1.425591049e-05	0.00248177	-0.00015404000000000025	6.1591823329e-06	2.3728321600000085e-08	0.000407749	-0.0003827989999999999	1.66259247001e-07	1.4653507440099991e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32246.68359375	10.111328125	102.23895645141602	1039848602.7954254	22688.884765625	21.5234375	463.2583618164063	514785491.90781015	22668.078125	-50.501953125	2550.447269439697	513841765.8811035	1.455542	28.140591	0.22314155	-0.12208893359999999	-0.0118256271	-0.075582974	-0.0651332557	-0.0552632032	0.0209601386	-0.1441961962	-0.0397146575	0.022438938199999998	-0.0789932466	0.0596632892	0.0953202817	0.18502376920000002	-0.1248669645	0.17071841280000002	0.0331888196	0.0356342479	0.0581806937	-0.155236041	0.14651845689999998	0.0243006114	0.0707622228	0.0489672084	-0.046964570899999995	0.0467088277	-0.08780329390000001	0.028162690299999998	0.0552163116	0.0793296189	0.028066321	-0.0559795579	0.014686043400000001	-0.033234144	-0.1908965779	-0.1302052589	-0.24429082030000002	0.0645208998	0.019905656100000002	-0.1662341824	0.1020964762	0.1230126944	-0.130889457	0.0874481179	0.0382619213	-0.0322777763	-0.0932265166	0.051217407300000004	0.0285409548	0.006502669799999999	-0.1380408217	-0.0039320037	0.1329895423	-0.055675120099999996	0.21540737850000002	-0.0949213022	-0.0699991446	-0.0873106635	0.0732300927	-0.21635670640000002	-0.0551066312	0.0862561811	-0.0799914226	0.054263342400000004	0.0208764884	0.1033367611	-0.0330064096	-0.04505945980000002	0.08545218	0.0641073157	-0.07314669530000001	-0.11275749939999999	0.1401733503	-0.14701334130000002	-0.058180495	-0.20968015760000008	-0.0719814698	-0.0972583066	0.0847498974	-0.0194751743	0.0255852211	-0.29652015600000003	-0.12190365689999999	-0.0906294577	0.015273568000000001	0.09348187349999999	0.1213126213	0.12010478890000001	0.1181006348	0.0274029	0.007242600000000002	5.245525476000003e-05	0.0007509189284100001	-0.0268636	0.0454532	0.0007216530049599999	0.00206599339024	-0.240209	0.036723000000000006	0.0013485787290000006	0.057700363681	0.00163483	-0.00214087	4.583324356899998e-06	2.6726691289e-06	0.00261026	0.0001284900000000002	6.8134572676e-06	1.6509680100000052e-08	0.0008128439999999997	0.0004050949999999997	6.607153683359996e-07	1.641019590249998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31993.9609375	-252.72265625	63868.740982055664	1023613536.470276	22647.298828125	-41.5859375	1729.3901977539062	512900144.210392	22625.140625	-42.9375	1843.62890625	511896988.3010254	1.326938	25.654226	0.0562491	0.023627043799999997	0.1056829678	-0.05576706309999999	0.0652853385	-0.061038157	0.2291377255	-0.0301074338	0.1157311701	-0.0662085847	-0.11708160179999999	-0.0005295038999999999	-0.0325716279	0.134887378	-0.022798870699999998	0.0631534753	0.15765145960000002	0.077668682	0.1246021934	-0.0152334595	-0.005752954	0.1283975688	0.0595458097	0.0007752128999999999	0.0976564164	0.0004728272	-0.0462157505	-0.1511445667	0.0368134605	-0.0209326723	-0.0977206349	-0.0161456072	-0.0748104915	-0.012800388400000001	-0.1828173005	0.0773074168	0.06421800309999999	0.1651000977	-0.19676076550000002	-0.0379561142	0.0691517083	-0.0204753499	0.0301416256	0.0455770566	-0.1785273881	0.0407505675	-0.0810928012	0.053956508	-0.10832250460000001	0.10047473929999999	-0.0841117782	-0.1829417194	0.1220206168	0.1637902436	0.1280385968	0.0797283968	-0.157137473	-0.030594938500000002	0.1528678876	-0.0243764279	-0.0992791033	0.0160275434	0.1468507933	-0.0321013561	-0.1690376833	0.0288327456	-0.019966107	-0.058477315700000004	-0.1150780295	-0.1302474468	-0.1113150319	-0.11038659769999999	-0.0339872686	0.082838035	-0.0789984899	-0.0962031952	0.0067166069999999994	0.0010137869000000001	0.1067722901	-0.028098329300000002	0.0582243479	-0.0293524365	-0.0776133325	0.0442764721	0.0865234376	-0.009794155	0.12104935019999999	0.11905633460000001	0.11575891279999999	0.031657599999999994	0.004254699999999993	1.8102472089999946e-05	0.0010022036377599997	-0.0454102	-0.018546599999999996	0.0020620862640400002	0.00034397637155999996	-0.238692	0.0015169999999999904	2.3012889999999714e-06	0.05697387086400001	0.00212131	0.0004864799999999999	2.3666279039999986e-07	4.4999561161e-06	0.00263566	2.5400000000000075e-05	6.946703635600001e-06	6.451600000000037e-10	0.000686108	-0.00012673599999999972	4.70744187664e-07	1.606201369599992e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32112.65625	118.6953125	14088.577209472656	1031222691.4306641	22684.185546875	36.88671875	1360.6300201416016	514572273.92505264	22635.732421875	10.591796875	112.18616104125977	512376382.2747231	1.893736	36.612373	0.43512375	-0.1146969841	0.0280512565	-0.1558812883	-0.030072984599999998	0.10793168730000001	-0.005340864200000001	-0.012174865900000002	-0.0043271951	-0.017932193	-0.1118090649	0.12551966369999998	0.2502537646	0.015960471599999998	-0.1397947022	-0.23826796260000002	0.0071706511	-0.23387388399999998	-0.11198792980000001	-0.12751648599999998	0.0580816462	0.0800168356	-0.0225401415	0.08093842	0.016185233400000002	-0.2654794821	0.039064888799999996	0.0317759448	-0.134014241	0.0623261795	0.0054638855000000005	-0.1119629689	0.0971849808	-0.0837363131	-0.10506692869999999	0.0313421392	0.08427466480000001	-0.0485532718	0.1788094178	0.11880381820000001	0.0505078304	-0.1032678967	-0.10471658029999999	-0.016022321399999997	-0.034681312	-0.042659692	-0.042469607300000004	0.1541519254	0.1095778843	-0.0061845678000000005	-0.0054122185	-0.1059102484	-0.0408302158	0.0710042045	0.1354874935	0.2101768497	0.1656562935	-0.0767493162	-0.10288973609999999	0.0341039377	0.1323299802	0.1440460431	-0.070446969	-0.0790814113	0.10009132130000001	-0.0455730804	-0.11994156439999999	0.0270179758	0.0269748503	0.0820423226	0.0141599946	0.0503874496	0.09860045390000001	-0.034066717999999996	-0.1982665924	-0.1011077051	-0.0143292848	-0.1030674057	0.028981520299999997	0.013854316799999999	-0.0570864683	0.0677583517	-0.0505615008	0.060372493799999996	-0.0633368576	-0.0259540395	0.1207205288	0.11775003070000001	0.11285322490000001	0.0454317	0.013774100000000004	0.00018972583081000013	0.0020640393648900003	-0.055784900000000005	-0.010374700000000008	0.0031119550680100004	0.00010763440009000016	-0.32277	-0.08407799999999999	0.007069110083999999	0.10418047289999999	0.00717043	0.005049120000000001	2.549361277440001e-05	5.14150663849e-05	0.00371915	0.00108349	1.38320767225e-05	1.1739505800999998e-06	0.000280779	-0.0004053290000000001	7.8836846841e-08	1.6429159824100006e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31897.806640625	-214.849609375	46160.35464859009	1017470068.4827003	22640.140625	-44.044921875	1939.9551429748533	512575967.5197754	22613.72265625	-22.009765625	484.4297828674317	511380452.37379456	1.427849	27.605181	0.31685747	0.0383078776	0.104727952	-0.0790259106	0.0596283473	0.0407379292	0.19442335239999997	0.0831125883	-0.0141208547	-0.005121927	0.0270654103	0.21768044809999998	0.12115715210000001	-0.1199977383	-0.0185192026	-0.0435074289	0.0323570476	-0.0756377493	0.0592677078	-0.0436285217	-0.0587211548	0.0372093914	-0.1652965267	0.0287587664	0.0033821491999999997	-0.0649015474	-0.1111845287	-0.019152678899999998	-0.0036378469	0.078880104	-0.015564369199999999	-0.0936539056	-0.0242871633	-0.082985111	-0.0476034112	0.0513829371	0.129135725	-0.08702936970000001	0.0080095001	3.75731e-05	-0.0241183602	-0.0200709814	0.0488330508	0.0173079534	-0.1787525436	-0.0571576229	0.0024212751	0.0779135433	-0.0512053146	0.0834799487	0.0131046677	-0.100393997	-0.1625215889	-0.0004492927	0.1327333446	0.0648939575	-0.0463535429	-0.0487501312	-0.2023687968	0.02930516	-0.0545501771	0.11349009	0.0661950286	-0.1142897657	0.0366197479	-0.1058798881	-0.105094052	-0.0746727623	-0.0823786275	-0.1732202766	0.0452869584	-0.0411858741	0.1350171167	0.008102335300000001	-0.0433648362	-0.0922812852	0.0113964974	0.0580399575	-0.13659621	0.0471234038	-0.12030274390000001	0.089777861	-0.0346994001	0.09404693060000001	-0.0430013088	0.09451216789999999	0.120326335	0.1161887065	0.1093977275	0.0318734	-0.013558299999999995	0.00018382749888999988	0.0010159136275600003	0.017126699999999998	0.07291160000000001	0.00029332385288999995	0.005316101414560001	-0.271545	0.05122500000000002	0.0026240006250000023	0.07373668702499997	0.00517511	-0.00199532	3.9813019024e-06	2.6781763512100006e-05	0.00247488	-0.00124427	6.1250310144e-06	1.5482078329e-06	-6.28824e-05	-0.0003436614	3.95419622976e-09	1.1810315784996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32333.353515625	435.546875	189701.0803222656	1045445749.5663797	22693.482421875	53.341796875	2845.3472938537598	514994144.4319496	22828.748046875	215.025390625	46235.91861343384	521151737.3876991	3.081799	59.58165699999999	1.3746143979999998	-0.2370058936	0.21705015870000002	-0.4363867622	0.1240725792	0.1835322163	-0.41180633170000003	0.18866921920000002	0.36398884200000003	0.35785193979999996	-0.1317829325	-0.17706454219999998	0.0169671617	-0.1618285876	0.129074818	-0.13640053300000002	0.0350902793	0.037007249900000004	0.09263131919999999	0.048529485	-0.021129264900000003	-0.0078419399	-0.0576633349	-0.050726237699999996	-0.1314064926	0.0806597871	-0.0273877813	0.07812759849999999	0.0335153548	0.0787074032	0.0429500492	0.054431016	-0.010061525699999999	-0.045952743899999995	-0.0430179801	0.0331377863	0.0026710421000000002	-0.0164048464	-0.07485531	-0.0820144788	0.024304476800000002	0.0405252294	-0.2315351712	0.1740287565	-0.0608307466	-0.0808176321	0.13693270289999998	0.4678311247	0.10220121539999999	-0.11541962929999999	0.5548980026	-0.0289101821	0.3560508835	-0.0741681627	-0.1944375593	-0.0022919533	-0.002522996	0.10533655410000001	-0.040567642	0.1396919849	-0.1332597289	-0.0221083233	-0.0241782665	0.0492211688	-0.029416739100000002	0.0112917225	0.1063343586	-0.0021673894	0.0703496286	-0.0321277125	-0.026831313199999998	-0.095723085	0.0823718346	-0.017825894499999998	0.0579596807	-0.013422653	0.08459089210000001	-0.0757678296	-0.1350549863	0.013246517	-0.0202824004	-0.0665022599	0.0353482914	-0.0182315085	0.058198080599999986	-0.0681449977	0.1198669825	0.1143757435	0.10540925529999999	-0.000775228	-0.032648628000000006	0.0010659329102823843	6.00978451984e-07	-0.19299	-0.2101167	0.03724514010000001	0.04414902761889001	-0.796938	-0.525393	0.276037804449	0.6351101758440001	0.0149219	0.00974679	9.49999153041e-05	0.00022266309961000002	0.00422168	0.0017468000000000002	1.78225820224e-05	3.0513102400000006e-06	0.000572649	0.0006355314000000001	3.279268772010001e-07	4.0390016038596005e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32165.587890625	-167.765625	28145.304931640625	1034625044.3495216	22708.857421875	15.375	236.390625	515692205.4070473	22763.076171875	-65.671875	4312.795166015625	518157636.8065834	3.671186	70.97653199999998	1.473341728	0.091872534	-0.0695863362	0.0257964644	0.11856041769999999	-0.030951387900000002	0.1147616466	-0.09599368890000001	-0.1669848239	-0.0004068174	-0.037687380699999995	0.0482198109	0.23703826649999998	-0.0430707316	0.2256873697	-0.1283504412	-0.021624595099999998	0.0770886101	-0.0823869602	0.29893926309999996	0.1023015609	-0.0388993747	0.09961358529999999	-0.012991784499999999	-0.11620415279999999	0.1025489835	0.0277413628	-0.119058445	0.2119609216	0.0813946059	0.0670413468	-0.0836763761	0.0054944804000000005	0.2408366144	0.0434233111	0.0861065315	-0.10428663070000001	-0.08094129509999999	-0.0230736147	0.1027884868	-0.0458481964	-0.1258685987	0.09884148029999999	0.0030109063	0.08373126139999999	-0.0817262076	-0.1394139169	0.0073375543	-0.0708903991	-0.0714384976	-0.16126225019999998	-0.0813409326	-0.0843716259	-0.0040482001	-0.038726357	0.1548215105	-0.0589258829	-0.0360820698	-0.051229528499999996	0.1499583899	-0.1264974433	-0.1431926235	0.0472375133	0.1917251729	0.2244234921	0.0879137049	0.13688277880000002	-0.0606492414	-0.019330878899999997	0.0861119776	-0.0331839119	-0.007988268	-0.0094674393	-0.18434187030000002	0.0686339339	0.184075076	0.0060946277	-0.030725788900000002	0.0748179205	-0.0405421852	0.0748616552	0.0436227579	-0.0922609019	0.0189432782	-0.0423389583	0.08846045279999999	0.11934271980000001	0.112315068	0.1009072399	0.0213249	0.022100127999999997	0.0004884156576163841	0.00045475136001	-0.06325030000000001	0.12973969999999999	0.004000600450090001	0.016832389756090003	-0.152947	0.643991	0.414724408081	0.023392784809	0.00444901	-0.01047289	0.0001096814249521	1.97936899801e-05	0.00129778	-0.0029239	1.6842329283999996e-06	8.549191210000001e-06	0.000419221	-0.00015342800000000005	1.7574624684100002e-07	2.3540151184000014e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32144.4375	-21.150390625	447.3390235900879	1033264862.1914062	22700.9140625	-7.943359375	63.09695816040039	515331499.2730103	22721.427734375	-41.6484375	1734.5923461914062	516263278.2884255	1.826336	35.309292	0.19483849999999991	-0.0190038137	0.0257773464	0.0034901634000000003	-0.027077998399999997	0.0445441745	0.0559933504	-0.14700860400000001	0.0107980493	0.0365456602	0.0231010154	-0.0517072963	-0.0254598699	0.0924610232	0.0706215264	-0.1312228301	-0.1008664283	0.0355584325	-0.195935707	-0.0175593919	-0.08441468810000001	-0.1141348234	-0.071392405	0.0199887407	-0.0144048752	0.16615506789999998	0.058357478399999996	-0.1415560022	-0.11471233	0.0739246165	-0.0714167535	-0.050869244	-0.1852902277	-0.1191452403	0.19402580219999999	0.0360270077	0.0591995099	0.14028519609999998	-0.005524198	-0.09188696140000001	-0.1650585958	-0.0040050687	-0.0285788357	0.0882100276	0.0092170375	0.1347901695	0.1055899134	-0.0042886105	0.046799737599999995	-0.025791516	-0.0972369438	-0.1283917426	0.0190581172	0.0403835737	-0.1351876015	0.0260915964	0.009618313100000001	-0.0026285571999999998	-0.0262055511	0.042037593	0.061991043899999994	0.015298503400000003	0.0439905337	-0.033654627	0.2739530042	-0.0545673918	-0.040532483	0.0219500236	0.008630203000000001	-0.0200467498	0.016862083899999998	0.0274678823	-0.1201315	0.0849230338	0.018173764199999998	0.0813002525	0.022441982000000003	0.0083504558	0.0615745006	-0.070377776	-0.027161461	-0.0323353834	0.1708539573	-0.0870474104	0.1507489015	-0.0380168202	0.11875383099999999	0.1100111431	0.0959136145	0.016953699999999995	-0.0043712000000000065	1.910738944000005e-05	0.0002874279436899998	-0.0535035	0.009746800000000014	0.00286262451225	9.500011024000028e-05	-0.128427	0.024520000000000014	0.0006012304000000008	0.016493494329	0.00196967	-0.00247934	6.1471268355999975e-06	3.8795999089000015e-06	0.000948942	-0.000348838	9.004909193639999e-07	1.2168795024400002e-07	0.000123389	-0.000295832	1.5224845321000002e-08	8.751657222399999e-08	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
