csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	cosine00	cosine01	cosine02	cosine03	cosine04	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31
33454.14453125	n/a	1119179786.3177645	n/a	22585.490234375	n/a	510104369.12704855	n/a	22942.1953125	n/a	n/a	526344325.756897	n/a	n/a	n/a	-0.001155058	-0.028616153300000002	-0.1187186018	-0.028531678900000006	-0.0543009374	-0.08835934109999999	-0.0162057045	0.0698616954	-0.0814526082	0.10552146949999999	-0.0366964817	0.055540171299999996	-0.0696397638	0.0257171602	-0.044926433200000004	0.049608506	-0.0353165382	-0.054560013399999996	0.0130684715	-0.028170054500000007	0.0408503909	-0.0943085641	0.0006444630000000001	-0.0997600568	0.08515131279999999	-0.15151943240000001	0.0173027316	-0.10035629050000001	0.0079693265	-0.0180813771	0.0247977523	-0.0987607804	0.0092731821	0.11501745740000001	-0.0357462969	-0.0305635158	-0.0606972878	-0.0794780817	0.0107958069	-0.0761283767	0.0533315355	-0.11695358189999999	0.0477552024	-0.042489722800000004	0.09130242449999999	-0.019570292	0.0706391664	-0.0079941513	0.0301263458	-0.0013767573	0.0274303653	-0.08663334060000001	0.0429021489	-0.0479508908	0.1339188884	-0.0635530554	0.012220566799999999	-0.029610003399999998	0.1644255044	-0.0832017944	-0.10772333099999999	0.13059045960000001	-0.0487155226	0.0155991085	0.0999969158	0.09998766320000001	0.099972243	0.099950656	0.09992290359999999	0.0104973	n/a	n/a	0.00011019330728999997	-0.0716676	n/a	0.005136244889760001	n/a	-0.111493	n/a	0.012430689049000002	n/a	-0.000497199	n/a	2.4720684560100004e-07	n/a	-0.000341975	n/a	1.16946900625e-07	n/a	-0.000265126	n/a	7.029179587599998e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33405.78125	-48.36328125	1115946220.9228516	2339.0069732666016	22562.923828125	-22.56640625	509085531.6737709	509.2426910400391	23002.03125	59.8359375	3580.3394165039062	529093441.62597656	2.780007	81.863213	1.5443151000000002	-0.1219393687	0.1609790402	0.1156603105	0.1178936683	0.1149391026	0.0667842297	-0.0080726003	-0.12041407679999999	-0.0047223056	0.1651812942	0.0755858968	0.0648702617	-0.004694360900000001	-0.08950003	-0.014621261200000001	-0.041590173	0.1486062819	-0.0991821935	0.0104594975	-0.0215223689	0.0044903728000000006	-0.1205364028	0.0866041208	-0.040283936400000005	-0.1201909523	0.0487513258	0.22299587629999998	-0.007176181800000001	-0.1520003687	-0.0780922294	-0.0907743473	0.0774752468	0.0275786313	0.0743740766	0.0414973272	0.11684159359999999	0.1253373146	0.059453663899999995	0.0015701793	0.1066520442	-0.024340950099999998	-0.1896528396	-0.0421081612	-0.0027139763	-0.014827078999999996	0.0414519659	0.03804027	0.05476343559999999	0.08445855390000001	0.0228338958	-0.0140201364	-0.11833649859999999	-0.0266800566	0.1429637103	0.09639848150000001	0.0731065328	-0.0335785037	-0.0283062555	0.002266952	0.0953864185	0.10362344849999999	0.0060882871	0.019619679299999998	0.2312455041	0.099972243	0.0998889875	0.0997502796	0.0995561965	0.09930684570000001	0.0351552	0.0246579	0.0006080120324099997	0.00123588808704	-0.08365129999999997	-0.011983699999999972	0.006997539991689995	0.00014360906568999934	-0.31071	-0.199217	0.0965407041	0.039687413088999986	-0.0247732	-0.024276001000000002	0.0006137114382399999	0.0005893242245520009	0.000576121	0.0009180960000000001	3.31915406641e-07	8.42900265216e-07	0.000709907	0.000975033	5.03967948649e-07	9.50689351089e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33022.75	-383.03125	1090502017.5625	146712.9384765625	22556.560546875	-6.36328125	508798423.7048378	40.49134826660156	22889.205078125	-112.826171875	12729.745059967041	523915709.1084633	1.856424	54.666363	0.59565845	-0.08850344060000001	0.0948396774	0.08871896900000001	0.0883616859	0.06361896410000001	0.09126295	0.0105546331	-0.0922711368	-0.032277565099999996	0.0629501224	0.0622161736	0.0222563783	0.033669669	0.0360159867	0.06055748	-0.0427993379	-0.017303263899999997	0.06726538809999999	-0.0108583909	-0.1154840719	0.05166806559999999	-0.0397024469	-0.037725483399999996	-0.1220300998	0.0570216871	-0.026643945099999997	0.1791870003	-0.0248083295	0.0462616353	-0.08885890140000001	-0.06442888349999999	0.1179833668	-0.0032383868	0.0129025087	-0.0307831498	0.0870289815	0.0711059228	0.0844669831	-0.0084203165	0.0818598093	0.0206107825	-0.100533805	-0.051484237300000006	0.0137193852	-0.030450240099999998	0.015312590400000001	-0.0586626811	0.0217727558	-0.0012271243	0.1047929925	-0.0520348891	-0.013216318999999999	0.09922266789999999	0.011019825300000001	-0.0643857093	-0.0048593827000000004	0.06979314639999999	0.005467797900000001	0.1571790651	-0.0383636426	0.0056095146	-0.0700730614	-0.183406097	0.0295036082	0.09992290359999999	0.0996917334	0.09930684570000001	0.09876883410000001	0.09807852800000001	0.0421945	0.007039299999999998	4.9551744489999984e-05	0.0017803758302499997	-0.110667	-0.02701570000000003	0.012247184889	0.0007298480464900018	-0.244984	0.06572599999999998	0.06001716025600001	0.0043199070759999975	-0.015561600000000004	0.009211599999999995	0.0002421633945600001	8.485357455999994e-05	0.000379322	-0.00019679900000000002	1.4388517968399995e-07	3.8729846400999996e-08	0.000200757	-0.00050915	4.0303373049e-08	2.592337225e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33216.4375	193.6875	1103331720.1914062	37514.84765625	22586.181640625	29.62109375	510135601.1033059	877.4091949462891	22952.037109375	62.83203125	3947.864151000977	526796007.47012717	0.909447	26.780590000000004	0.22418930000000006	-0.0612454479	0.0625044177	0.0705592395	0.05609293940000002	0.06310403889999999	0.0777739336	0.0036247693	-0.0989036594	-0.0094818126	0.0455210142	0.017522273600000002	0.0376327902	0.0739512156	-0.0160817605	0.0317302812	-0.047161601399999996	0.0195150405	0.10339339789999999	-0.032210851299999996	-0.0658245047	0.0811312086	-0.0028732771	-0.0794233835	-0.0069209526	-0.0185747507	0.0173482102	0.034805629500000004	0.0477505964	0.0382926511	-0.059966697699999995	-0.053133800999999994	0.044262887699999996	-0.034278078999999996	0.041352881099999995	0.0388670293	0.056456423799999995	0.07269012679999999	0.0753224819	0.0027730247999999996	0.0998073433	0.0095043884	-0.0601908669	-0.0269994599	-0.0268204963	-0.0903038122	0.0155769074	-0.0556424492	0.0287562552	-0.017411534	0.12026153740000001	-0.017999375800000002	0.0117780031	0.0745713475	-0.061034464000000004	-0.0466196662	0.0643058197	0.0197554686	0.0696054516	0.0073831767000000015	-0.0526100236	0.0644365875	0.15537252140000002	0.00255033	-0.0492512304	0.0998489097	0.0993960955	0.09864292570000001	0.09759167619999999	0.0962455236	0.0422099	1.5400000000005687e-05	2.3716000000017514e-10	0.00178167565801	-0.07735689999999999	0.03331010000000001	0.00598408997761	0.0011095627620100006	-0.216933	0.02805100000000002	0.047059926489	0.0007868586010000013	-0.012681	0.0028806000000000023	0.000160807761	8.297856360000013e-06	0.000129346	-0.00024997599999999995	1.6730387715999997e-08	6.248800057599998e-08	7.5077e-05	-0.00012568	5.6365559289999995e-09	1.5795462400000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33344.28125	127.84375	1111841092.0791016	16344.0244140625	22569.50390625	-16.677734375	509382506.574234	278.14682388305664	22987.107421875	35.0703125	1229.9268188476562	528407107.6248207	0.749683	22.076006	0.07873079999999992	-0.0473688045	0.075519396	0.10255893740000001	0.0507030151	0.0660346709	0.0777198929	-0.0006992511	-0.0675864749	-0.0120688576	0.0619261771	0.0673953662	0.0139164215	-0.032470934	-0.0208451259	0.036807625	-0.026780780499999997	0.0037477122	0.0434175496	-0.034246600499999995	0.0225407425	0.1262118361	0.0128395943	-0.0090740536	-0.011668425500000001	0.0081296385	0.049272845999999995	0.0449002799	0.0165345927	0.010474109799999999	-0.0318618406	-0.0575015086	0.082012056	-0.0290199696	-0.0305773366	0.0099663241	0.050332253099999995	0.0743967078	0.0714694251	6.68879e-05	0.0570131322	0.005304904599999999	-0.090081936	-0.0498389264	0.036640368300000004	0.0076560030000000015	0.056053522	-0.0223264718	0.0062885186	-0.0481284534	0.057933873399999995	0.0128584822	-0.0488483679	0.0054913449	-0.0466564042	-0.1071919824	0.0261264891	-0.0168573936	0.026914686400000002	-0.0045226149	0.042691335899999995	0.058004283899999995	0.0262183304	0.0510889037	0.051094181600000003	0.0997502796	0.0990023658	0.09775999380000001	0.0960293686	0.0938191336	0.0323881	-0.009821800000000006	9.646775524000009e-05	0.0010489890216099998	-0.091362	-0.014005100000000006	0.008347015043999999	0.00019614282601000018	-0.207468	0.009465	0.043042971024	8.958622500000003e-05	-0.0119571	0.0007238999999999995	0.00014297224040999999	5.240312099999994e-07	0.000197864	6.851800000000002e-05	3.9150162495999996e-08	4.694716324000003e-09	0.000191437	0.00011636	3.6648124969e-08	1.3539649600000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33538.359375	194.078125	1124821549.5666504	37666.318603515625	22583.970703125	14.466796875	510035732.7196083	209.28821182250977	23085.314453125	98.20703125	9644.620986938477	532931743.399662	0.91008	26.799231	0.157757695	0.013861983400000001	0.0838494637	0.073158729	0.0325314394	0.07809217759999999	0.07224729349999999	0.011143943500000001	-0.0883756527	-0.0351611137	0.0010670453	0.0615581034	-0.0176254974	0.0840788126	-0.0488066032	0.06643294200000001	-0.0113730413	-0.0502884883	0.0031210599	-0.0107348731	0.0317944641	0.1404522239	0.023923324	-0.0255044372	0.0195969458	0.11413259279999999	0.022154720299999996	-0.0248590089	-0.0560217774	-0.0235867371	0.0268285368	-0.07744769139999999	0.0845784616	-0.0043515245000000004	-0.0895252341	-0.0336525566	0.0345477854	0.0762399809	0.0663427142	-0.0103165306	0.0806865974	0.038625532000000004	-0.0369791034	-0.0312807779	0.0279168423	-0.1049114497	0.0446800517	-0.058057296200000004	-0.049619205300000004	-0.0334401529	0.0276071102	0.060298285800000004	-0.0808040284	-0.0193009265	-0.1316207885	-0.0923015757	-0.0447899807	-0.08076358780000001	0.0110785103	0.043555021	0.0092941134	-0.0405797922	0.0770346366	0.0468266626	0.0374964766	0.0996270376	0.0985109326	0.0966600102	0.0940880769	0.0908143174	0.0294732	-0.0029148999999999946	8.496642009999968e-06	0.00086866951824	-0.106049	-0.014687000000000006	0.011246390401	0.00021570796900000013	-0.14336500000000002	0.06410299999999998	0.020553523225000002	0.0041091946089999954	-0.0105731	0.0013839999999999998	0.00011179044361	1.9154559999999998e-06	0.000197864	0.0	3.9150162495999996e-08	0.0	5.4381099999999987e-05	-0.0001370559	2.9573040372099987e-09	1.878431972481e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33540.02734375	1.66796875	1124933434.2194977	2.7821197509765625	22600.25390625	16.283203125	510771476.6269684	265.14270401000977	23129.443359375	44.12890625	1947.360366821289	534971150.11453635	0.83936	24.71674	0.06682360500000005	-0.021753696200000002	0.0269479563	0.0437257358	0.030215466099999998	0.0559687248	0.0637840735	-0.0038732508000000002	-0.0797462145	0.0015345259	0.0247210875	-0.0004230669	-0.0059773339	0.0393907436	-0.0314663888	0.0945784085	0.0371666083	-0.0026727374	0.07287646	-0.039999817	-0.075307736	0.0352444793	0.0545076124	-0.041251952599999996	-0.0068738739	0.0280214449	-0.027208665400000002	-0.0653981131	-0.053267252699999997	0.0036726334000000004	-0.013280625	-0.0346658298	0.0474637758	0.0664853955	0.0058522613	0.1031811289	0.0321417836	0.0619434348	0.061467367599999996	0.000817749	0.0739354933	0.0051780851	-0.0336326764	-0.005260996800000001	0.0233238658	-0.0494587906	0.0521202724	-0.0431719914	-0.05566981519999999	-0.0008872684	0.0729959464	-0.051762336299999996	0.0007850854	0.046914013	-0.0649365065	-0.0478162096	-0.0068542509	-0.0258483756	0.0008212164	-0.011196351799999999	-0.0339641921	-0.1334159915	-0.0320291028	0.0236963969	-0.0527040772	0.0994792142	0.0979222811	0.0953454172	0.0917754626	0.0872496007	0.0269263	-0.002546900000000005	6.486699610000024e-06	0.0007250256316899997	-0.08623759999999997	0.019811400000000038	0.007436923653759996	0.00039249156996000136	-0.14441099999999998	-0.0010459999999999636	0.020854536921	1.0941159999999236e-06	-0.00988585	0.0006872500000000004	9.77300302225e-05	4.723125625000005e-07	0.000197864	0.0	3.9150162495999996e-08	0.0	-0.000126755	-0.00018113610000000002	1.6066830025e-08	3.2810286723210004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33535.921875	-4.10546875	1124658056.0061038	16.854873657226562	22597.66015625	-2.59375	510654244.53736883	6.7275390625	23110.3359375	-19.107421875	365.0935707092285	534087627.144104	1.006551	29.640036	0.16814805	-0.0132288193	0.0179128416	0.0095347809	0.0100592934	0.0283477471	0.0082767164	0.043864472599999996	-0.0430574121	0.003364109	0.0251026681	-0.0116252959	-0.0401701789	-0.0034052136	-0.0169517578	0.0571768788	0.0571541259	-0.08336354509999999	0.024862778399999997	-0.0278276932	0.1415461071	0.014606738300000003	-0.0457781105	-0.0786696709	-0.0374666086	0.053254248600000005	-0.0453250059	-0.1072856313	-0.050320650599999996	-0.0047384451000000005	-0.0003551704	-0.0469607252	-0.0319572002	0.011685698500000001	0.013093843300000001	0.0700488727	0.0117252778	0.0266007598	0.0164500389	-0.0510077133	0.0371836183	-0.0040755757	-0.0120143792	0.0155220794	0.0475014089	0.0041623149	0.0221141685	-0.0273351659	-0.0740180082	-0.0875424194	-0.0584850457	0.1307399474	-0.0473820731	0.0662034106	-0.021446722	0.09212519820000001	-0.0886493733	-0.046775295099999996	0.0155361206	-0.054929708499999993	-0.0912994461	-0.1042767158	0.1177566768	0.14560454220000002	0.08997540970000001	0.09930684570000001	0.097236992	0.0938191336	0.08910065240000001	0.08314696120000001	0.0325281	0.0056018000000000005	3.1380163239999996e-05	0.0010580772896099998	-0.0494734	0.03676419999999997	0.00244761730756	0.0013516064016399975	-0.16513599999999998	-0.020724999999999997	0.027269898495999992	0.0004295256249999997	-0.008122499999999998	0.0017633500000000019	6.597500624999998e-05	3.1094032225000076e-06	0.000342886	0.00014502199999999994	1.17570808996e-07	2.1031380483999993e-08	-0.000319524	-0.000192769	1.02095586576e-07	3.7159887361000006e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33476.11328125	-59.80859375	1120650160.4190826	3577.067886352539	22597.126953125	-0.533203125	510630146.5356484	0.2843055725097656	23149.095703125	38.759765625	1502.3194313049316	535880631.87244034	1.390796	40.954952	0.6495465	0.024265657599999997	0.022061297599999998	-0.0227594013	0.008078049399999999	-0.0088744617	-0.0387278168	0.0288281102	0.0655823059	0.008884521	-0.0348212787	-0.0282339182	-0.1304967624	-0.1229955015	0.029306628900000006	0.11437420300000001	0.1522742086	-0.062150679699999996	-0.0728068883	0.08560234929999999	0.30331616699999997	0.0612016438	0.1592982135	-0.1955655728	0.0095239874	0.046515065099999996	0.1952582984	0.1694992298	0.012498875800000002	-0.1115213395	0.014468446999999999	-0.0397336457	-0.0516613686	-0.0262159704	-0.032901264900000005	-0.0221315591	0.008705223	-0.0194933012	-0.0279453389	-0.0366054783	-0.064578291	-0.007715909399999998	0.059467306500000004	0.0585872395	0.139283083	0.1135444324	0.0014180225	-0.0169139282	-0.2254369614	-0.05831749	-0.154026939	0.22026057899999998	-0.0060489227	0.21685610739999997	0.045317051500000004	-0.1891101981	0.0191420611	-0.1467171893	0.0644334805	0.0083004276	0.1228045771	0.0878031785	0.2380723836	0.0346511262	0.029848050299999998	0.0991099747	0.0964557418	0.092084548	0.08607420269999999	0.0785316931	0.0487719	0.016243800000000003	0.0002638610384400001	0.00237869822961	-0.234768	-0.1852946	0.055116013823999985	0.034334088789159986	-0.12262700000000006	0.04250899999999992	0.015037381129000013	0.0018070150809999933	-0.00111038	0.0070121199999999976	1.2329437444e-06	4.916982689439997e-05	0.00013585	-0.000207036	1.84552225e-08	4.2863905295999997e-08	-0.00121035	-0.0008908259999999998	1.4649471225e-06	7.935709622759998e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33637.54296875	161.4296875	1131484296.9745026	26059.544006347656	22654.037109375	56.91015625	513205397.35293967	3238.765884399414	23248.71484375	99.619140625	9923.973178863524	540502741.8860017	1.337456	39.384224	0.27233070000000004	-0.019342229199999998	-0.0712772894	-0.1254511213	-0.0101941705	-0.0832530126	-0.09425599330000001	-0.0246290293	0.1461216486	0.0823708229	-0.0049848505	-0.055841233899999995	-0.1384544079	0.0345369249	0.1924415521	0.24606306239999998	0.2667369188	-0.0880260861	-0.0178726477	0.0866751226	0.20013648809999998	-0.1293087509	0.1313144246	-0.1342460396	0.0101047299	0.0045294126	0.21461817800000002	0.0658777076	0.046503853600000006	-0.0257125988	-0.0131040498	0.050486308	-0.057760854199999996	0.12938778869999998	-0.0332041561	0.010757785800000001	-0.011202363500000001	-0.0941347944	-0.0838498655	0.015845565	-0.134240514	-0.0883072107	0.0504193671	0.0754503485	0.1102075024	0.0323445459	-0.1446839404	-0.0572080251	-0.4180891181000001	-0.06335729679999999	-0.1166502178	0.0530214897	0.1190603386	0.1315202915	0.1326704987	-0.1846641739	-0.0632086446	-0.0568474865	-0.0046615162	-0.048221059299999994	0.17688031850000002	0.0218956946	-0.1276292848	0.0022413981	-0.1688576178	0.0988886499	0.0955793015	0.0901455117	0.0827080574	0.0734322509	0.029807	-0.0189649	0.00035966743201	0.000888457249	-0.209911	0.02485699999999996	0.044062627921000005	0.0006178704489999983	-0.12773099999999998	-0.005103999999999928	0.016315208361	2.605081599999927e-05	0.00282714	0.00393752	7.9927205796e-06	1.5504063750399998e-05	0.000373876	0.000238026	1.39783263376e-07	5.6656376676e-08	-0.0015029000000000002	-0.0002925500000000001	2.2587084100000003e-06	8.558550250000008e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
