onset	duration	trial_type	img_gender	word_gender	response_time	response_hand	response_accuracy
1.0197	0.5	congruent	female	female	0.7192	right	correct
6.0362	0.5	congruent	male	male	0.5995	left	correct
11.0527	0.5	congruent	female	female	1.0198	right	correct
15.5692	0.5	incongruent	male	female	0.6111	left	correct
20.5857	0.5	congruent	male	male	0.5804	left	correct
25.1022	0.5	incongruent	male	female	0.5618	left	correct
29.6187	0.5	incongruent	female	male	0.8051	right	correct
34.1352	0.5	congruent	male	male	0.5274	left	correct
38.6517	0.5	incongruent	male	female	0.7407	left	correct
43.1682	0.5	congruent	male	male	0.472	left	correct
48.1847	0.5	incongruent	female	male	0.5603	right	correct
53.2012	0.5	incongruent	male	female	0.6786	left	correct
59.7176	0.5	congruent	female	female	0.5279	right	correct
64.2341	0.5	incongruent	male	female	0.5782	left	correct
68.7507	0.5	congruent	female	female	0.5545	right	correct
73.2672	0.5	congruent	male	male	0.4688	left	correct
78.2837	0.5	incongruent	male	female	0.5761	left	correct
82.8002	0.5	incongruent	female	male	0.6824	right	correct
87.8167	0.5	congruent	male	male	0.4207	left	correct
92.8331	0.5	incongruent	male	female	0.6081	left	correct
97.3497	0.5	incongruent	female	male	0.6173	left	incorrect
102.8661	0.5	incongruent	female	male	0.5837	right	correct
107.3826	0.5	congruent	male	male	0.506	left	correct
111.8992	0.5	congruent	female	female	0.4542	right	correct
116.4157	0.5	congruent	female	female	0.7915	right	correct
122.9321	0.5	congruent	male	male	0.4808	left	correct
127.4486	0.5	incongruent	male	female	0.6301	left	correct
132.9651	0.5	congruent	female	female	0.5064	right	correct
137.4816	0.5	incongruent	male	female	1.1087	left	correct
142.4981	0.5	incongruent	male	female	0.622	left	correct
147.0146	0.5	incongruent	female	male	0.5573	right	correct
152.0311	0.5	congruent	male	male	0.4556	left	correct
156.5476	0.5	congruent	female	female	0.537	right	correct
161.0641	0.5	incongruent	male	female	0.5923	left	correct
165.5806	0.5	congruent	female	female	0.5145	right	correct
171.0971	0.5	incongruent	female	male	0.8858	left	incorrect
176.1136	0.5	incongruent	male	female	0.6922	left	correct
182.13	0.5	incongruent	female	male	0.5535	right	correct
186.6466	0.5	congruent	male	male	0.4437	left	correct
191.1631	0.5	congruent	male	male	0.481	left	correct
196.1796	0.5	congruent	female	female	0.7413	right	correct
200.6961	0.5	incongruent	female	male	0.4606	left	incorrect
205.2126	0.5	congruent	female	female	0.6719	right	correct
209.7291	0.5	congruent	female	female	0.5812	right	correct
214.2456	0.5	incongruent	male	female	0.7226	left	correct
219.2621	0.5	incongruent	male	female	0.7438	left	correct
223.7786	0.5	incongruent	female	male	0.6062	right	correct
228.2951	0.5	incongruent	male	female	0.6425	left	correct
234.3116	0.5	incongruent	female	male	1.1237	right	correct
239.3281	0.5	congruent	male	male	0.4251	left	correct
244.8445	0.5	incongruent	female	male	0.9674	right	correct
249.361	0.5	congruent	male	male	0.5387	left	correct
253.8776	0.5	congruent	male	male	0.6829	left	correct
258.3941	0.5	incongruent	female	male	0.5803	right	correct
263.9105	0.5	congruent	female	female	0.6916	right	correct
268.4271	0.5	incongruent	male	female	0.7808	left	correct
272.9436	0.5	congruent	female	female	0.6022	right	correct
277.4601	0.5	incongruent	male	female	0.6564	left	correct
281.9766	0.5	congruent	male	male	0.5538	left	correct
286.9931	0.5	congruent	female	female	0.6321	right	correct
293.0095	0.5	congruent	female	female	0.6634	right	correct
298.026	0.5	incongruent	male	female	0.7227	left	correct
303.0425	0.5	congruent	female	female	0.486	right	correct
309.559	0.5	congruent	male	male	0.4822	left	correct
314.5754	0.5	congruent	male	male	0.5197	left	correct
319.092	0.5	incongruent	male	female	0.5929	left	correct
323.6085	0.5	incongruent	male	female	0.5532	left	correct
328.125	0.5	incongruent	female	male	0.7745	right	correct
334.6414	0.5	incongruent	male	female	0.4958	left	correct
340.1579	0.5	congruent	male	male	0.4331	left	correct
345.6744	0.5	incongruent	female	male	0.6243	right	correct
351.1908	0.5	congruent	female	female	0.8657	right	correct
357.2073	0.5	congruent	female	female	0.5479999999999999	right	correct
362.7238	0.5	incongruent	female	male	0.7453	right	correct
367.7403	0.5	congruent	female	female	0.4935	right	correct
372.2568	0.5	incongruent	female	male	0.5809	right	correct
376.7733	0.5	congruent	male	male	0.5442	left	correct
382.2898	0.5	incongruent	female	male	0.5435	right	correct
386.8063	0.5	incongruent	female	male	0.6938	right	correct
392.8227	0.5	congruent	male	male	0.4611	left	correct
397.3392	0.5	congruent	male	male	0.5165	left	correct
401.8557	0.5	congruent	male	male	0.4938	left	correct
406.8722	0.5	incongruent	male	female	0.884	left	correct
411.8887	0.5	congruent	male	male	0.4043	left	correct
417.4052	0.5	incongruent	male	female	0.5106	left	correct
421.9217	0.5	congruent	female	female	0.4389	left	incorrect
428.4381	0.5	congruent	female	female	0.5273	right	correct
433.4546	0.5	congruent	female	female	0.6265	right	correct
438.4711	0.5	congruent	female	female	0.4619	right	correct
443.9876	0.5	congruent	male	male	0.4591	left	correct
448.5041	0.5	incongruent	female	male	0.5274	right	correct
453.5206	0.5	incongruent	male	female	0.6617	left	correct
459.5371	0.5	incongruent	female	male	0.777	right	correct
464.0536	0.5	incongruent	female	male	0.6273	right	correct
468.5701	0.5	incongruent	female	male	0.6746	right	correct
473.0866	0.5	incongruent	female	male	0.6459	right	correct
