name	intensity-avg	volume
Left-wm-bankssts	97.1376	2850.4
Left-wm-caudalanteriorcingulate	105.0387	2351.3
Left-wm-caudalmiddlefrontal	96.7913	6220.3
Left-wm-cuneus	92.5972	2061.1
Left-wm-entorhinal	77.1993	909.3
Left-wm-fusiform	90.8563	6149.3
Left-wm-inferiorparietal	99.551	9390.7
Left-wm-inferiortemporal	89.7407	5261.1
Left-wm-isthmuscingulate	100.2909	3392.9
Left-wm-lateraloccipital	92.9942	9559.9
Left-wm-lateralorbitofrontal	93.4674	6470.9
Left-wm-lingual	89.1496	4458.6
Left-wm-medialorbitofrontal	90.1354	3528.5
Left-wm-middletemporal	91.6653	5598.8
Left-wm-parahippocampal	87.6919	1334.6
Left-wm-paracentral	94.4128	3387.5
Left-wm-parsopercularis	96.8933	3673.4
Left-wm-parsorbitalis	85.4325	928.2
Left-wm-parstriangularis	95.3326	3048.5
Left-wm-pericalcarine	92.1989	2630.1
Left-wm-postcentral	93.2681	6393.6
Left-wm-posteriorcingulate	99.7191	4131.9
Left-wm-precentral	94.6421	11868.4
Left-wm-precuneus	98.6351	8167.8
Left-wm-rostralanteriorcingulate	102.2056	2332.6
Left-wm-rostralmiddlefrontal	95.6186	12113.9
Left-wm-superiorfrontal	94.5697	15902.3
Left-wm-superiorparietal	98.8823	10629.2
Left-wm-superiortemporal	93.36	6411.9
Left-wm-supramarginal	99.6086	8055.9
Left-wm-frontalpole	84.5656	242.4
Left-wm-temporalpole	74.1726	557.6
Left-wm-transversetemporal	97.5829	765.6
Left-wm-insula	92.3634	8603.0
Right-wm-bankssts	100.1375	2773.2
Right-wm-caudalanteriorcingulate	102.5281	2684.8
Right-wm-caudalmiddlefrontal	95.5448	5227.7
Right-wm-cuneus	93.8012	1914.8
Right-wm-entorhinal	78.9297	759.7
Right-wm-fusiform	91.8312	5625.4
Right-wm-inferiorparietal	97.6353	9373.1
Right-wm-inferiortemporal	87.8818	5390.5
Right-wm-isthmuscingulate	99.3989	3105.4
Right-wm-lateraloccipital	93.3733	8271.6
Right-wm-lateralorbitofrontal	94.4575	6194.3
Right-wm-lingual	88.5358	4271.4
Right-wm-medialorbitofrontal	95.3784	3602.1
Right-wm-middletemporal	91.0394	6469.0
Right-wm-parahippocampal	87.0852	1157.0
Right-wm-paracentral	94.488	3788.0
Right-wm-parsopercularis	97.7496	3077.4
Right-wm-parsorbitalis	90.8667	1454.0
Right-wm-parstriangularis	95.6467	3038.1
Right-wm-pericalcarine	90.2118	2263.1
Right-wm-postcentral	93.5101	6496.4
Right-wm-posteriorcingulate	98.9498	4482.3
Right-wm-precentral	94.4413	12284.2
Right-wm-precuneus	98.60700000000001	9068.6
Right-wm-rostralanteriorcingulate	100.4035	1839.3
Right-wm-rostralmiddlefrontal	94.5732	11370.7
Right-wm-superiorfrontal	94.7696	15298.1
Right-wm-superiorparietal	98.992	10980.0
Right-wm-superiortemporal	92.1602	6711.4
Right-wm-supramarginal	98.6215	8174.3
Right-wm-frontalpole	90.9446	400.4
Right-wm-temporalpole	73.8148	451.6
Right-wm-transversetemporal	97.4544	607.1
Right-wm-insula	90.9617	8973.9
Left-UnsegmentedWhiteMatter	100.6203	27716.2
Right-UnsegmentedWhiteMatter	101.0469	26944.5
