csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	a_comp_cor_102	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
32434.494140625	n/a	n/a	1051996410.1582377	20700.53125	n/a	n/a	428511994.03222656	22010.919921875	n/a	n/a	484480595.80719376	n/a	n/a	n/a	-0.07130268669999999	0.21603105449999999	-0.0969991147	0.056377147999999995	-0.0828633558	0.0789843342	-0.11247722550000001	-0.0748320288	0.0925529037	-0.0552408047	0.1760163814	-0.0733079722	0.09900284349999999	0.0253944685	-0.0454301604	0.0810978903	-0.1605114858	0.0146953021	-0.061137083200000004	0.0685326676	-0.1006046231	0.1568063068	-0.087537567	0.0294117354	-0.1468032106	0.0565754218	-0.0799253724	0.0391858105	0.0483341022	-0.062812726	0.13533365349999998	-0.055720305	-0.0160325027	0.0624583316	0.024261157000000002	-0.1682326172	0.07928841269999999	0.0445566892	0.1632786561	-0.0090676906	-0.0030583177000000003	-0.1273066394	0.21976069829999997	0.09331390099999999	0.0093089396	0.2317074847	-0.1658395042	-0.0210152284	0.075789889	0.12452871630000001	0.0791024585	-0.08301351480000001	-0.138652652	-0.2784041938	0.006258540999999999	-0.0266031787	0.0439143605	-0.036860986899999997	0.23227331489999997	-0.1212352575	0.036836381099999996	-0.2849805453	-0.06848642	0.100398671	0.0994749042	-0.0400620892	0.034797539100000004	-0.09024970630000001	0.1010980366	0.17008345260000002	-0.0914973353	0.1034496681	-0.0439087854	0.0451330001	-0.111286589	0.0032477587	-0.08782886039999999	0.0678801371	-0.0508481114	0.09396987970000001	-0.1673054081	0.0043148043	-0.0727499608	0.1144854451	-0.0718097685	-0.0255988698	0.011659418400000001	0.011133508500000002	-0.013921663700000001	-0.1001008734	0.0927627575	-0.08533653779999999	-0.0766121773	0.11901167900000001	0.0200463025	0.0951664711	-0.0065026248	-0.0918784476	0.1665448908	0.0337291085	-0.19909025149999998	-0.031075537799999997	0.0207367631	0.0370850541	0.10502535800000001	0.0478569395	-0.15344184630000002	-0.0148725089	0.1217078847	0.1216831682	0.1216419777	5.919220000000001e-06	n/a	3.503716540840001e-11	n/a	0.0214815	n/a	n/a	0.00046145484225	0.017531400000000003	n/a	n/a	0.00030734998596000017	0.00158661	n/a	n/a	2.5173312921e-06	-0.000324701	n/a	n/a	1.05430739401e-07	0.0	n/a	n/a	0.0	0.0	0.0	0.0
32215.205078125	-219.2890625	48087.692932128906	1037819438.2256508	20667.349609375	-33.181640625	1101.0212745666504	427139339.87613297	21954.880859375	-56.0390625	3140.3765258789062	482016793.54935074	0.954213	14.331076	0.046447328380000014	0.0779631539	0.13791123019999998	-0.1288473998	0.04423224110000002	-0.0230259737	0.0172747382	0.0361546584	-0.1180424794	0.0108762068	-0.0195820764	0.1310394116	0.09577785679999999	0.0658748917	0.0081583735	0.023041392999999997	0.1409278886	0.020909212	0.0457231099	-0.1249990163	0.054587518099999996	-0.1301489179	0.0678192274	0.05614186400000002	-0.09098766039999999	-0.1020586479	0.0654508871	-0.0538030275	0.012305169099999999	0.0688593631	-0.1546780209	-0.0372491536	0.0926890353	-0.05918077610000001	0.1152128301	-0.1294582369	-0.0583072958	-0.0099305473	-0.0950781892	0.0273167478	0.050717889800000006	-0.0392306367	0.0276280162	-0.0501134376	-0.0560890744	0.0448813913	-0.1590668349	-0.0257643171	0.030276299399999998	-0.1758658991	0.0796370223	-0.0173378191	-0.1200165577	0.0185198234	-0.1967996165	-0.0352641734	-0.1073537839	0.0280393531	0.0744332635	0.0277385567	-0.0181641458	-0.008917454699999999	-0.17343810210000002	-0.0135787068	-0.038300167999999996	0.1275250806	0.0363119907	0.06641808639999999	-0.0226844535	-0.024442708100000002	0.13554852779999998	-0.029310441099999997	0.0087242805	0.0121643547	0.0380090287	-0.07163058280000001	0.11010445630000001	0.020968714	-0.1397744897	0.0091883086	-0.0135037781	-0.1481606058	-0.0026738656	-0.03686456	0.18249748670000002	-0.0695819004	0.1833164698	0.040918834	-0.0800743613	0.017389235700000002	-0.1210613686	-0.0040835133	0.0299267296	0.0027463516	-0.08059738030000001	-0.1402282033	-0.0237619298	-0.0730720325	-0.0813223295	0.028541705499999997	-0.1030976866	0.1085810034	-0.0683236238	0.0541166792	-0.0220039406	-0.10272631980000001	-0.0164613497	0.0924467653	0.0260001671	0.1216419777	0.12141962949999999	0.12104935019999999	1.77976e-05	1.187838e-05	3.1675456576000004e-10	1.4109591142440001e-10	0.042872900000000005	0.021391400000000005	0.0004575919939600002	0.0018380855544100005	0.0371047	0.0195733	0.0003831140728899998	0.00137675876209	0.00158661	0.0	0.0	2.5173312921e-06	-0.000434116	-0.00010941499999999997	1.1971642224999994e-08	1.8845670145599998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32220.279296875	5.07421875	25.74769592285156	1038146397.9686316	20653.626953125	-13.72265625	188.3112945556641	426572306.31885153	21937.732421875	-17.1484375	294.06890869140625	481264103.8137856	0.902322	13.551734	0.05926640461999999	-0.0375882613	0.141159148	-0.1750905636	-0.037056563	-0.0009097972	0.0806825094	0.0111969825	-0.030532576800000006	-0.0281719887	-0.12126143060000001	0.07180795870000001	0.1229143579	0.1985717737	-0.011515322199999999	-0.1163073861	0.0492845821	0.23152432690000002	0.0141496526	0.099083394	0.0279553609	0.0137093904	0.0114050791	-0.1544913313	-0.0304273075	-0.12254982240000001	-0.09549968699999999	0.10802894199999999	0.06028774980000001	0.0839845614	0.020058923500000003	-0.0685720025	-0.0380744524	0.0919338183	-0.06353399280000001	-0.042817820300000003	-0.05888243820000001	0.00222271	0.026544245600000002	-0.0042648441999999995	0.0028516863	0.1147816966	-0.1509620405	0.018158431000000003	-0.0972951629	0.0202106924	-0.2606013944	-0.06787348929999999	0.0073624599	0.0581641679	0.020636094299999998	0.023473927000000002	0.0338168428	-0.0847372772	-0.1208797718	-0.1317125127	-0.0630446507	-0.0443212884	0.008499293199999999	-0.0745573753	-0.0426878373	-0.06096033820000001	-0.1302149299	-0.0857986843	-0.0152935843	0.029874528900000002	0.0069243343	0.1917352358	0.1057985915	0.0044186944	0.1653375188	0.0270354704	0.020275136399999998	0.036500265	-0.191151453	0.162773304	-0.0199642786	0.1218207981	-0.0327780062	0.015607768700000003	0.1522789508	-0.0358356653	-0.0112097246	0.015022848200000001	0.10846937710000001	0.06705952400000001	-0.0189946902	-0.043208361900000006	0.2039221521	0.018794893899999998	-0.060847698	-0.029704932200000006	-0.0002449591	0.010295606	-0.0252572065	0.040812365499999996	0.018836026999999998	0.0228549764	-0.0938872074	-0.044355254299999994	-0.0244913523	0.1928747875	0.07532659809999999	0.20666614960000002	-0.1331495824	0.0112296132	0.0378248136	-0.1594579982	0.0573661358	0.1215101995	0.120893123	0.1198669825	6.08298e-06	-1.171462e-05	3.70026456804e-11	1.372323217444e-10	0.00359671	-0.03927619	0.0015426191009161002	1.29363228241e-05	0.035481300000000014	-0.0016233999999999901	2.635427559999968e-06	0.0012589226496900006	0.00176017	0.0001735599999999999	3.012307359999997e-08	3.0981984289e-06	-0.000240574	0.00019354199999999994	3.745850576399998e-08	5.787584947600001e-08	-1.0587899999999999e-22	-1.0587899999999999e-22	1.1210362640999998e-44	1.1210362640999998e-44	0.0	0.0	0.0
32161.55078125	-58.728515625	3449.038547515869	1034365348.6549225	20667.900390625	14.2734375	203.73101806640625	427162106.556797	21937.568359375	-0.1640625	0.02691650390625	481256905.5222512	1.132779	17.012911	0.040420567020000006	0.13215434210000002	0.038784438	-0.1277494777	0.0256087631	0.0622420495	-0.0891475818	0.054483991399999994	-0.10539226880000001	0.0268689912	0.0581686874	0.0738200698	0.0603041188	-0.0031462302000000004	0.032397485499999996	0.0161607613	-0.1595354675	0.0475912329	-0.0483817988	-0.0607340175	0.0575727933	0.1380170007	0.1037355791	-0.0779720102	0.0106381238	0.0314795136	-0.0012877844999999999	-0.0690013951	0.0446543792	-0.0337146689	0.10423754589999999	-0.1571694223	-0.10171286480000001	0.1508518938	0.11820703839999999	-0.0780725357	0.0086152051	-0.1530141892	-0.0027566302	0.0652098756	0.017854223500000002	-0.0199656678	-0.018289843700000002	0.023023832200000004	0.026624063599999997	0.0137539945	-0.030378465099999998	0.0864645007	0.1448988149	-0.030014758199999998	0.0049337795	-0.005004965399999999	0.0993881561	0.1149600911	-0.0730484033	-0.0408546301	-0.10965679960000001	-0.03250445	0.1015045976	-0.0657535125	-0.0659757075	-0.0379011899	-0.0966661359	0.0809363855	-0.053358816600000004	0.1007281011	-0.033517057	-0.065838536	0.0013010233	-0.0794552206	0.0116520527	0.0407379381	-0.0238576875	-0.0157251256	0.12382037189999999	0.1239004385	-0.06577015900000001	-0.025812599	0.0322821011	-0.06943866650000001	0.1302501589	0.058007810599999994	-0.045569273099999995	0.1183853316	-0.0708772068	-0.1373745733	-0.06366513809999999	-0.0994795264	0.0775740735	-0.0711561819	-0.1638017672	-0.0844718083	0.0229076081	0.1124870784	-0.0710331317	-0.1057774981	0.048166803499999994	0.0056858349	0.0718711043	-0.0126945783	-0.0045917054	0.10455989289999999	0.1123077234	0.0357516021	0.09362704960000001	0.0549142995	0.055367795899999996	0.00011315319999999999	0.0042614739	0.1213126213	0.12010478890000001	0.1181006348	0.008787329999999998	0.008781247019999997	7.721716852889996e-05	7.711029922625883e-05	0.0152185	0.01162179	0.0001350660028041	0.00023160274225	0.0417686	0.006287299999999989	3.953014128999986e-05	0.0017446159459599995	0.00158661	-0.0001735599999999999	3.012307359999997e-08	2.5173312921e-06	-0.000250885	-1.031099999999999e-05	1.0631672099999978e-10	6.2943283225e-08	9.07336e-05	9.07336e-05	8.23258616896e-09	8.23258616896e-09	0.0	0.0	0.0
32118.416015625	-43.134765625	1860.6080055236816	1031592647.3527565	20687.833984375	19.93359375	397.3481597900391	427986474.9650612	21947.21875	9.650390625	93.13003921508788	481680410.8603516	1.135024	17.046623	0.07734644	0.061612087	0.0370550864	-0.1184445202	-0.0097784934	0.0645575554	-0.10861217140000001	-0.025799102999999997	-0.0272882679	0.09413558779999999	0.0544764597	0.0389695663	0.19201931989999999	-0.059341296900000014	0.1123976645	-0.0882959975	-0.1067051083	0.0881138813	-0.07713506769999999	0.037669479900000004	-0.008282439	0.1102942579	-0.07231155759999999	-0.0045335036	0.08664835609999999	-0.06992817700000001	-0.023919933199999997	-0.10351150630000001	-0.0104791362	0.0574523132	0.06171556230000001	-0.10867089769999999	-0.1425451529	-0.0188560381	0.020178955800000002	0.009402664	-0.0181340174	0.051323302300000005	-0.078538225	-0.0217070794	0.0359302288	-0.05822348240000001	-0.0514877679	0.07399541330000001	-0.2266903432	-0.0937158188	0.1485913392	-0.0453951178	-0.1467403293	0.0304201049	-0.08489650439999999	0.1287397568	-0.1089933634	0.044856249699999996	-0.014987188	-0.0612189171	-0.0732071173	-0.0655584503	0.0451015318	-0.12012239300000001	-0.124392915	-0.054220004800000006	0.0289061355	0.12181819560000001	0.0347415325	0.0523631624	-0.0990952716	-0.0342742281	0.0927127782	-0.1382847831	0.09177108140000001	-0.0804362662	-0.0493754247	0.009060139200000001	0.0489257189	0.126320666	-0.091357891	0.028506811200000006	0.1255652514	-0.0588025961	-0.025085338500000002	-0.084867253	-0.1225679333	0.028951128	0.0012397531	0.039325937400000004	-0.0857386157	-0.1612714759	0.1191094418	0.0237496855	0.1109630889	-0.0025802167	-0.0243112891	-0.0287262709	-0.0195848357	-0.1479570563	0.0091302591	-0.0326994693	-0.0382275812	0.0108087421	0.07351615610000001	-0.1175735472	-0.0900527467	-0.0983153675	-0.17822679309999995	0.1153819407	0.1229032579	0.042069968099999994	0.0118282261	0.12104935019999999	0.11905633460000001	0.11575891279999999	0.00843551	-0.00035181999999999754	7.115782896010001e-05	1.2377731239999824e-07	0.009400660000000005	-0.005817839999999993	3.384726226559993e-05	8.837240843560008e-05	0.0253493	-0.016419299999999998	0.00026959341248999994	0.0006425870104900001	0.00211118	0.0005245699999999998	2.751736848999998e-07	4.457080992399998e-06	0.000228961	0.00047984599999999997	2.3025218371600004e-07	5.2423139521e-08	0.0	-9.07336e-05	8.23258616896e-09	0.0	0.0	0.0	0.0
32332.341796875	213.92578125	45764.23988342285	1045380326.06995	20692.3046875	4.470703125	19.987186431884766	428171473.28033453	21958.50390625	11.28515625	127.35475158691406	482175893.8007965	1.070183	16.072796	0.10665827	-0.0233108256	0.046510206799999995	0.0085226912	-0.0487215841	-0.0422800324	0.0195891441	-0.0769891935	-0.0403738779	0.0384742005	0.005927728399999999	-0.0315877592	0.13467623550000002	-0.1116846208	0.20229747050000002	0.0878738901	0.1350852916	-0.0765168178	-0.1144494368	-0.2234316447	0.1382036891	0.0703680714	-0.0679883884	-0.14730517369999999	0.10253653300000001	0.0265330564	-0.0517451871	0.1089279304	0.13376993140000001	0.09462627720000001	-0.0403143361	-0.0760409397	-0.0945691892	0.0264177144	0.13903291539999998	0.0922831132	-0.0798583746	0.0071410721	-0.0663211923	-0.0016109749	0.0678427158	-0.0099879334	0.0082609611	-0.1552465308	0.1064730524	-0.0960438705	0.1375498684	-0.0086706945	0.00037303129999999995	0.0365045754	0.0443890528	0.026880438	-0.0408783857	-0.0198677191	-0.013016397800000001	-0.0217036606	0.0400355457	0.07206919190000001	0.06479007269999999	-0.0633868498	-0.1003447075	-0.069764538	-0.08583966289999999	-0.0008701747000000001	0.0981324734	0.0795108087	-0.019662650900000002	-0.0824692882	0.0670992509	-0.0489333389	-0.0328379507	-0.219040724	-0.0323036994	-0.0560890011	0.1001011997	-0.09129878720000001	-0.147448605	-0.0025040216	-0.2325680872	-0.2072539916	0.188736265	0.0967605729	-0.140499232	0.0032373693	0.1691848965	-0.0221799569	-0.0288271581	-0.0189195251	0.0936497342	0.020938836399999997	-0.0290679123	0.04313605	0.0011765147	-0.0198397716	-0.0909197414	-0.0223785248	-0.1074287993	0.1619687336	-0.027557723500000002	0.011708196799999999	0.0324619077	-0.1072208444	-0.1259156778	-0.0701406056	0.0608006945	0.08419451019999999	-0.042160219699999994	0.04541575849999999	0.0648479663	0.1207205288	0.11775003070000001	0.11285322490000001	0.00257191	-0.0058636	6.614721048100001e-06	3.438180496e-05	0.0657005	0.05629983999999999	0.0031696719840255986	0.004316555700249999	0.025146400000000003	-0.00020289999999999545	4.116840999999816e-08	0.0006323414329600001	0.00154471	-0.0005664699999999999	3.2088826089999993e-07	2.3861289841e-06	-9.04076e-05	-0.0003193686	1.0199630266596001e-07	8.17353413776e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32087.501953125	-244.83984375	59946.549087524414	1029607781.5918008	20671.501953125	-20.802734375	432.7537574768066	427310992.9980507	21935.59375	-22.91015625	524.8752593994142	481170273.1650391	1.097879	16.48875	0.07813851143999999	0.1516067182	-0.0231268701	-0.1132250488	0.0488069599	-0.0548174713	-0.011419380900000001	0.0266740746	-0.1097563751	-0.0093132385	0.0274416265	0.1172382494	0.06747152669999999	-0.12400160199999999	0.019658513	0.0602752045	0.0102224927	-0.0657250908	-0.0005199854	0.10961553199999999	-0.1027810222	0.095480698	-0.058675011299999996	0.08038929709999999	0.10147476679999999	0.1442115696	0.0797610163	-0.035717052400000004	-0.065876571	0.0776347288	-0.0714499627	0.101988754	0.0174621709	0.1851730802	-0.0973693219	0.1995378588	0.1475509169	-0.06924614330000001	0.0042449553000000004	-0.0311576533	0.0394987896	-0.016036955	-0.0264850223	-0.0011077599000000001	0.1288620227	-0.0171969675	0.19476543829999998	0.06830519730000001	0.0883313461	-0.045962553499999996	-0.043065739699999994	-0.009475569100000001	-0.0100598088	0.11399673240000001	-0.0727735667	-0.0042751405	-0.11894163740000001	-0.0201909934	0.0192653439	-0.0481047779	-0.0441606762	0.0721156447	0.043209275199999994	-0.0028424894	-0.018292067	0.1060658099	0.0648624144	-0.0461311567	-0.1233889718	-0.13166821410000001	0.0171097537	-0.0812313313	-0.079151467	0.0530507386	-0.026798226499999998	-0.0101135249	-0.0625314415	0.0204603266	0.08014889480000001	0.0170892018	-0.0861789533	0.06271616940000001	-0.1593358058	0.06264394549999999	-0.118038634	-0.0344435899	0.070291185	0.0035403141999999998	0.042459093499999996	-0.0322107265	0.1008763339	0.17287626350000002	0.1317743192	-0.0047323129	-0.0199227069	0.1892958461	0.0471467297	-0.0194817158	0.1017373669	-0.0180697504	0.0025836551000000003	-0.0442636899	0.006784144200000001	-0.1597801808	0.179290568	0.1095866625	-0.0348827973	0.042406724400000005	-0.1090367609	0.120326335	0.1161887065	0.1093977275	-7.2314399999999985e-06	-0.0025791414399999996	5.229372447359999e-11	6.651970567525274e-06	0.0138458	-0.051854700000000004	0.00268890991209	0.00019170617764	0.0289538	0.0038073999999999994	1.4496294759999994e-05	0.0008383225344400001	0.00185945	0.00031474	9.90612676e-08	3.457554302499999e-06	-0.000173613	-8.320540000000001e-05	6.92313858916e-09	3.0141473769000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32273.18359375	185.681640625	34477.67166519165	1041558379.2758943	20648.599609375	-22.90234375	524.5173492431642	426364665.8282814	21998.3515625	62.7578125	3938.5430297851562	483927471.4673462	1.136437	17.067841999999995	0.06028450643999999	0.0347834253	-0.0386845046	0.1396356076	-0.0624347025	0.0011550747	-0.24157064120000002	0.1881077354	-0.040454576	-0.0769913062	-0.07190290120000001	0.0031233546000000003	-0.0373547588	-0.0736859418	0.0409362409	0.0362000767	0.11006736449999999	-0.0147729272	-0.023529783199999998	0.23546355260000001	-0.0776903179	0.0512833803	-0.0705375414	0.062014872199999994	-0.0081471055	0.0871609933	-0.0719656115	-0.0592647795	0.00759867	0.06253962730000001	0.1303121313	0.1848302087	0.1604953266	-0.0385141662	-0.0107728779	0.015083433200000001	0.0532418659	0.07572409150000001	0.0434571904	0.0112465051	-0.0026809695000000002	0.06855768	0.0574876867	0.1939626167	0.12618397779999999	0.0493488258	0.0638494531	-0.1403142225	0.026395649500000003	0.0142286516	-0.1258828678	0.0669401658	0.11026647939999999	0.0746027866	0.1122615317	-0.0399957009	0.1319750102	0.002470241	-0.0566796781	-0.0954873552	-0.1567813258	0.014463730800000001	0.0378482408	0.23088658760000005	-0.2146535013	0.0258546346	0.08322044740000001	0.024663840299999996	-0.045471048300000004	-0.021378747799999997	-0.0289163788	-0.0802079549	-0.08905676	-0.022253579	-0.1347439367	-0.0261462506	-0.0104699527	0.0262976079	0.041147973399999996	0.0404505123	-0.1210714982	-0.0361791136	0.0195499305	0.19092894600000002	-0.0731425585	0.1203531818	-0.1406978841	0.1392569923	-0.0770751339	0.1119796384	0.0051394826	0.1500024363	-0.010736204499999999	-0.024650124300000003	0.08618880179999999	0.12231083849999999	0.0594490233	-0.1025344733	-0.001988302	0.12539323619999998	0.1053425907	-0.029767655499999997	0.0843788284	-0.1532848315	0.056427294800000014	-0.1388313168	-0.0168022434	-0.1864493743	-0.006164272199999999	0.1198669825	0.1143757435	0.10540925529999999	0.00577346	0.00578069144	3.3332840371600005e-05	3.3416393524489274e-05	0.0296835	0.015837699999999996	0.00025083274128999986	0.0008811101722499998	0.018651	-0.010302800000000004	0.00010614768784000008	0.00034785980099999984	0.00158328	-0.00027616999999999984	7.626986889999992e-08	2.5067755584e-06	4.68851e-05	0.00022049810000000002	4.8619412103609996e-08	2.19821260201e-09	-7.059819999999999e-05	-7.059819999999999e-05	4.984105843239999e-09	4.984105843239999e-09	0.0	0.0	0.0
32217.2734375	-55.91015625	3125.945571899414	1037952707.7466432	20621.275390625	-27.32421875	746.6129302978516	425236998.73599625	22029.18359375	30.83203125	950.6141510009766	485284929.80714417	1.101337	16.540688	0.1466973318	0.17826392859999998	-0.07831747650000001	0.16600132310000001	-0.0359491287	0.04554803650000002	-0.01961109	0.214632575	-0.027601753700000002	0.0469330533	0.2520191914	-0.1486538827	-0.029598713399999997	-0.0063159528	0.0478384067	0.0556258583	-0.0343067824	-0.0370354279	0.0833138657	-0.00509003	-0.1183059334	-0.024663140099999998	0.0888870789	-0.0114185518	-0.0529546759	0.06853491980000001	-0.014475620900000001	0.0830281408	-0.088359632	0.040250534	0.14989211060000002	0.09938002970000001	0.0701920023	0.08755780869999999	-0.0126123646	0.0294084764	-0.1198457927	-0.011561960800000002	-0.0073339984	-0.0015554637	0.027141627	0.128060882	0.028016002400000004	-0.1277231922	-0.0877565297	0.1068433082	-0.0686350087	-0.09492543939999999	0.0695782717	0.0015716747	0.0575243857	0.0242393431	-0.12628509029999999	0.2325740071	0.1088202016	0.014495897800000001	0.0776956194	0.0312931746	0.019168790800000002	0.0042183117	-0.11566256550000001	-0.0652608641	-0.1164356408	-0.0006365625	-0.1919632534	-0.0030167483	-0.0960069601	-0.21979046260000001	0.1065713126	-0.0267949883	-0.0537323366	0.043057062699999996	-0.1045781365	0.0876585014	-0.0009658328999999999	-0.0523978712	0.16203126539999999	-0.0844798837	0.0405226638	-0.0088420272	-0.0823123095	0.1104485519	0.09192963470000001	0.00018166150000000002	-0.054162799500000004	0.0270274154	-0.0697852276	0.0144372183	0.0715054877	-0.0052420572	-0.11295873990000001	0.0348114829	0.0068163124	-0.019108071100000002	-0.1024671267	0.11695173619999999	0.0625337673	0.0037345149	-0.1641800813	-0.08390779890000001	-0.1754344844	-0.0478859013	-0.0899945509	0.047484072	-0.0111228821	-0.168387383	-0.080735456	-0.0700665417	-0.09985134150000001	0.11934271980000001	0.112315068	0.1009072399	-2.37968e-05	-0.005797256800000001	5.662876902399999e-10	3.360818640514624e-05	0.108561	0.07887749999999999	0.006221660006249997	0.011785490720999998	0.0151179	-0.003533099999999997	1.248279560999998e-05	0.00022855090041	0.000790977	-0.0007923030000000001	6.277440438090001e-07	6.25644614529e-07	-0.000311322	-0.0003582071	1.2831232649040998e-07	9.6921387684e-08	-5.13188e-05	1.927939999999999e-05	3.7169526435999963e-10	2.6336192334399997e-09	0.0	0.0	0.0
32089.865234375	-127.408203125	16232.85022354126	1029759450.7603493	20638.931640625	17.65625	311.7431640625	425965499.26639175	22036.875	7.69140625	59.15773010253906	485623859.765625	1.073346	16.120304	0.08251331840000001	0.0883275657	-0.1595141986	0.1332110185	-0.0426542836	0.0247274859	0.053378987	0.10380879300000001	0.0757146063	0.0485754773	0.0783256985	-0.023468275099999998	-0.022685486	0.0476163875	0.0343488401	-0.11882047609999999	-0.0957498294	-0.045152459699999994	-0.084315899	0.1711799825	0.0999289364	-0.02770721	-0.09037177390000001	0.024168162000000003	-0.0159040082	-0.043245026	-0.0575108467	0.0507628308	0.0177768013	-0.036952223	0.0853493061	-0.0015009722	0.0207980427	-0.0249282975	-0.0121074996	0.0308069201	0.010762196399999998	0.0960393732	0.1847305418	0.1795181568	0.05855264480000001	-0.0806270526	-0.022036673399999998	-0.1218363239	0.066024576	0.13318593369999998	-0.1900255765	0.08432575519999999	-0.0374744363	-0.12960204109999998	-0.0190058527	0.0172462136	0.0240339414	0.1448199707	0.1739085182	0.027196665	0.0508334502	0.0241368697	-0.0858607091	-0.0701653687	-0.0565854708	-0.1644987457	0.0501368658	-0.0776709595	-0.08196210570000001	-0.0876616893	-0.0920056928	-0.039391413199999996	0.0583301708	0.0222935326	0.0633743214	-0.052824087699999994	0.041434021099999996	-0.1132168586	0.0408775968	0.10537033960000004	-0.06357816969999999	-0.0296731485	0.0659959886	0.0824220799	0.0007600719000000001	-0.0342796249	0.08494985460000001	-0.0674306408	-0.0223325174	0.112150769	-0.09134407859999999	0.0293984157	0.011647141699999999	0.0878907282	0.126148496	-0.0151897892	-0.024209027400000003	-0.028361585499999998	0.0565845788	-0.021016590499999998	0.22096242929999999	0.0956305351	0.05424346769999999	0.007474883299999999	-0.18495836219999998	0.1189489217	-0.023511289700000004	0.0172511119	0.0587606113	-0.1526517834	0.0069593387	-0.0248855331	0.0719808413	0.11875383099999999	0.1100111431	0.0959136145	-1.86184e-05	5.178400000000001e-06	3.4664481855999986e-10	2.681582656000001e-11	0.0421183	-0.06644270000000001	0.00441463238329	0.0017739511948900004	0.0041986	-0.0109193	0.00011923111249	1.762824196e-05	0.000790977	0.0	0.0	6.25644614529e-07	-0.000259718	5.1604000000000016e-05	2.6629728160000016e-09	6.745343952399999e-08	0.0	5.13188e-05	2.6336192334399997e-09	0.0	0.0	0.0	0.0
