csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27
35555.29296875	n/a	n/a	1264178858.0936432	26600.626953125	n/a	n/a	707593354.2993202	25827.35546875	n/a	n/a	667052290.5091705	n/a	n/a	n/a	-0.11306163300000001	-0.1667382918	-0.0398094719	-0.1557488644	0.11818651699999999	-0.1492241808	0.0616050225	-0.0542174037	0.0659907923	-0.0056003901	0.032753114900000005	-0.1812494353	0.0355399909	0.0721650153	-0.0170951068	0.0573683248	-0.0402947483	0.0733659312	-0.14391174369999998	0.052372935700000005	-0.0359289479	0.0456543032	-0.043516115300000005	0.10205259230000001	0.0696396771	-0.058116823	0.055204479	-0.025486921000000003	0.0897845326	-0.1155328428	-0.1455131608	-0.009027300600000001	0.0815584172	-0.12477127460000001	-0.1498535654	0.08797307380000001	0.1612834199	0.1018774562	-0.046201639100000004	0.0510347506	-0.0198787299	0.0007265183999999999	-0.1185791034	0.13370405130000002	-0.0499866658	0.0558779684	-0.0008785458000000001	0.0637574237	-0.008928181700000001	0.0985668264	-0.0125587754	0.020202983600000002	-0.0800126644	0.0745934825	-0.035648763	0.0155387	-0.0956405332	0.1528855219	-0.0404152193	0.024973895899999998	-0.1458366291	0.11110588789999999	0.11109021890000001	0.1110641056	0.1110275503	-0.106123	n/a	0.011262091128999998	n/a	0.5867899999999999	n/a	n/a	0.3443225040999999	-0.91892	n/a	0.8444139664000001	n/a	0.007939319999999998	n/a	n/a	6.303280206239996e-05	0.00479967	n/a	n/a	2.30368321089e-05	-0.00191268	n/a	3.6583447824e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35552.3515625	-2.94140625	8.651870727539062	1263969701.6235962	26682.85546875	82.228515625	6761.528781890869	711974775.9662018	25851.49609375	24.140625	582.769775390625	668299850.2851715	0.7835489999999999	23.569178	0.2485696999999999	-0.1081684686	-0.1144743732	-0.0516478407	-0.1124129845	0.1011828903	-0.0430394	-0.0095988401	-0.0794006797	0.0451326964	-0.0297141915	0.052371561799999994	-0.1634010903	0.0806494791	0.0784692201	0.005252656999999999	0.0327925643	-0.08346259589999999	-0.1369047266	-0.0189676481	-0.045091502400000004	0.0611199407	-0.0681708654	-0.051216642699999995	0.1496703194	0.054591846799999996	0.015097463899999997	-0.0335561782	0.007362975600000002	0.0860639022	-0.1245205214	-0.09023950189999999	-0.007660260699999998	0.07403027599999999	-0.09554684	-0.1048606115	0.0980920166	0.0729682125	0.0336092127	-0.0806651249	0.0012128099000000001	-0.0246430375	0.0232325567	-0.1362752966	0.09536133320000001	-0.0750311082	0.0557051867	0.0247853312	-0.0015517435000000001	0.1569459268	0.0105984017	0.0671091527	0.0836614687	0.0998438336	0.1443760131	-0.005617269	-0.0022612793	0.0413019119	-0.050364827800000005	-0.0692876925	-0.0454368979	-0.035597025899999996	0.1110641056	0.1109231287	0.1106882998	0.1103598175	-0.0981643	0.007958699999999999	0.00963622979449	6.334090568999998e-05	0.5853079999999999	-0.0014819999999999831	2.1963239999999507e-06	0.34258545486399994	-0.748656	0.17026400000000008	0.560485806336	0.028989829696000027	0.00693175	-0.0010075699999999976	1.0151973048999952e-06	4.804915806250001e-05	0.00453674	-0.00026292999999999976	6.913218489999987e-08	2.05820098276e-05	-0.00180588	0.00010680000000000001	3.2612025744e-06	1.1406239999999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35750.01953125	197.66796875	39072.625869750984	1278063896.4847565	26660.630859375	-22.224609375	493.9332618713379	710789237.8198586	26028.291015625	176.794921875	31256.444400787357	677471933.1940651	0.955564	28.743397	0.12072679999999993	-0.0405613532	-0.0815818824	0.0214074312	-0.1024033092	0.067667747	-0.057830565	0.0438137272	-0.0042746025	0.0862031523	-0.0559254583	0.0803180519	-0.1549131204	0.0062085866000000005	0.0814256658	-0.011276144299999999	0.030881779300000002	-0.0333111055	0.0195922644	-0.1394045583	-0.047186989000000006	0.0581531172	-0.0259596318	-0.0735294221	-0.031786011600000004	0.0034362395	0.0144941069	-0.0134716411	0.0231632095	-0.05825770490000001	-0.0463136207	-0.0852813374	-0.0282195808	0.0317922468	-0.0733223159	-0.10450664359999999	0.0527743668	0.0663111327	0.0831671896	-0.0029901321000000004	0.043202207199999995	-0.0676548678	0.0523596883	-0.11554233039999999	0.12384514210000001	-0.0880442826	0.0041072045	-0.0080765223	0.0174950264	0.0029189375	0.14584067779999998	0.060050289000000014	0.07778842379999999	-0.0566416434	0.0173881907	0.0212365679	0.04903001059999999	0.01890893	-0.0298699129	-0.0116995581	-0.0374221255	0.0867691931	0.11098055650000001	0.1105891995	0.1099379598	0.1090283678	-0.097437	0.0007273000000000003	0.009493968968999998	5.289652900000002e-07	0.53747	-0.047837999999999936	0.0022884742439999942	0.2888740009	-0.684822	0.06383399999999995	0.4689811716840001	0.004074779555999993	0.00696942	3.76699999999992e-05	1.4190288999999395e-09	4.85728151364e-05	0.00446555	-7.118999999999962e-05	5.068016099999947e-09	1.9941136802500007e-05	-0.00186357	-5.769e-05	3.4728931449e-06	3.3281361e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35691.765625	-58.25390625	3393.517593383789	1273902133.4299314	26731.982421875	71.3515625	5091.045471191406	714598884.203434	26037.2578125	8.966796875	80.40344619750977	677938794.3945923	0.8056479999999999	24.23391	0.2679	-0.04413482480000002	-0.0596314652	-0.0073179367	-0.063304523	0.0666179884	-0.0075470466	-0.0040067741999999995	0.021895745499999997	0.0986708592	-0.0287593152	0.0194323448	-0.1037861692	0.0676930386	0.0681130543	-0.0518069207	-0.0218549273	0.010830341299999999	-0.038095734900000004	-0.0384318738	-0.10130035400000001	-0.038950629300000005	-0.0322485671	0.057802916600000004	0.1122997555	-0.0407693252	0.07406205190000001	-0.012945725900000002	0.0076919887	-0.1319236933	-0.054994334699999994	-0.05688624110000001	-0.021140728199999997	0.0074783623	-0.011521428	-0.0605078608	0.0804433979	0.017474745700000002	0.01135973	0.018554871299999998	0.0716359655	-0.0249877054	0.0297524912	-0.1233120183	0.041299038999999996	-0.0874255171	-0.0391189938	-0.0282589697	-0.0116569453	0.1013119679	0.0051727378000000004	0.0005141595	-0.001263098	-0.051804437599999996	0.0167659218	0.0071979988	-0.014454564	0.146561121	0.062086673700000004	0.097237259	0.0156932525	0.0997091386	0.11085527220000001	0.11008893369999999	0.10881562460000001	0.10704120869999999	-0.0996515	-0.0022145000000000077	0.00993042145225	4.904010250000037e-06	0.508754	-0.028715999999999964	0.0008246086559999978	0.258830632516	-0.5979260000000001	0.08689599999999997	0.3575155014760001	0.007550914815999996	0.00547335	-0.0014960699999999995	2.2382254448999988e-06	2.99575602225e-05	0.00299801	-0.0014675400000000007	2.153673651600001e-06	8.9880639601e-06	-0.00182571	3.786000000000002e-05	3.3332170041e-06	1.4333796000000014e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35855.5859375	163.8203125	26837.094787597656	1285623042.9214478	26733.291015625	1.30859375	1.7124176025390625	714668848.5260963	26059.580078125	22.322265625	498.28354263305664	679101713.8482094	0.765573	23.028437	0.12826289999999999	-0.0321583048	-0.06153069200000001	0.0116536119	-0.063683756	0.0614607532	-0.0136750849	0.0049939903999999995	0.051505901500000006	0.1310891293	-0.0336102594	-0.0241656277	-0.081838618	0.0625472703	0.0710881725	-0.0796860741	0.025643962000000003	0.0032147049	-0.0226760579	-0.0177387119	-0.0135434885	0.0698942828	0.0391763184	0.06686570509999999	0.0862304997	-0.026715400299999997	0.1472446861	-0.0920044204	-0.0292434805	-0.22923865699999998	-0.0350880409	-0.060939732	-0.0278440977	-0.0097475198	0.0013117854000000001	-0.06054646280000001	0.0642267673	0.0252386929	0.0285335202	0.045748150700000004	0.1120073977	-0.0548058036	0.0036198409000000003	-0.1151759978	0.0384313254	-0.0962920125	-0.0595329093	-0.09195713650000001	0.0310122614	0.0055517571	0.0841379268	0.0523800396	-0.07112934650000001	-0.061580071500000014	0.013263190800000001	-0.034533306	-0.0765580296	0.17907443829999994	-0.0599061049	0.1159481661	0.0080944727	0.0818397654	0.1106882998	0.10942308369999999	0.1073250918	0.10441029119999999	-0.0950406	0.004610900000000001	0.00903271564836	2.1260398810000008e-05	0.459749	-0.04900500000000008	0.0024014900250000073	0.211369143001	-0.569735	0.02819100000000008	0.32459797022500003	0.0007947324810000044	0.00611682	0.0006434700000000003	4.1405364090000025e-07	3.74154869124e-05	0.00318332	0.00018530999999999973	3.4339796099999905e-08	1.01335262224e-05	-0.00192605	-0.00010033999999999998	3.7096686025e-06	1.0068115599999995e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36084.1171875	228.53125	52226.5322265625	1302063513.201233	26750.791015625	17.5	306.25	715604819.9616432	26071.232421875	11.65234375	135.77711486816406	679709159.9954263	0.730815	21.982933	0.2388879999999999	0.0176200536	-0.0290001625	-0.0128238725	-0.0206919943	0.029617023	0.0119726358	-0.03648558	0.0748002375	0.1130258814	-0.0261511346	-0.0416924679	-0.0619250483	0.0399046972	-0.0116273577	-0.0167022204	0.0071592065	-0.053750191399999994	0.0259897192	-0.0596094049	-0.1412794769	0.0253735556	-0.0883231007	0.0857360537	-0.0515567287	0.0002420643	-0.0808346995	0.018259550700000002	0.013613310600000001	-0.0047146034000000005	0.0171461798	-0.040808258199999996	0.0089992153	0.010602078899999999	0.0084325752	-0.025066497099999998	0.0353049687	-0.0013752236999999999	-0.032147693399999996	0.060300909699999995	0.1207516353	-0.0383489022	0.005354886	-0.0655831564	0.013165006299999999	0.0267182394	0.0009524189	0.0038700273	0.04815062	0.0323721173	-0.0395798223	0.0741870377	0.12516882740000002	-0.050449977699999995	-0.0537794429	-0.0014049111999999999	0.0097768218	0.0356249112	0.124636661	-0.011171381499999999	0.0420555952	-0.0361315649	0.110479702	0.1085926509	0.1054714048	0.10115143789999999	-0.07719009999999997	0.01785050000000003	0.005958311538009995	0.0003186403502500012	0.460111	0.00036200000000002897	1.3104400000002098e-07	0.211702132321	-0.443209	0.12652599999999994	0.19643421768100006	0.01600882867599999	0.00514804	-0.0009687799999999998	9.385346883999996e-07	2.6502315841600006e-05	0.00246288	-0.0007204399999999997	5.190337935999996e-07	6.065777894400001e-06	-0.00173228	0.0001937699999999998	3.000793998400001e-06	3.7546812899999914e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35909.1015625	-175.015625	30630.468994140625	1289463575.02594	26707.4140625	-43.376953125	1881.5600624084475	713285965.9058228	26139.19921875	67.966796875	4619.485477447511	683257735.7975006	0.75092	22.587673	0.06478870000000002	0.0040551864	-0.025001302599999997	0.055032459400000004	-0.0359132411	0.0257684051	-0.0139625124	0.0265488236	0.025379021	0.0267959369	-0.1366851834	-0.0196918204	-0.0601553311	0.061773778099999996	0.019192856	0.0209483653	-0.032685544500000004	-0.023657734	0.0342478319	0.029491916899999998	-0.0515903757	-0.1353525543	-0.003417338	-0.0451737984	-0.0634778675	0.0081439558	0.0651825789	-0.013274074399999999	0.1063087006	-0.0523114293	-0.0032978168	-0.0269187585	-0.0231022949	-0.0354460978	0.0084200608	-0.0361103309	0.0243372993	0.0182726785	0.0289944158	0.0330940379	0.0161161758	-0.1223845242	-0.0254394557	-0.10202059849999999	0.027128423399999997	-0.041845580099999995	-0.019615881499999998	0.035475707999999995	-0.0019231401	0.0044306532	-0.0676404869	-0.0220490761	-0.0596619468	-0.0582721483	0.0038204262	0.0478999395	0.0468831628	-0.0097755864	-0.0511104284	0.11586355710000001	0.0419470783	0.0295645746	0.1102295573	0.10759888449999999	0.103260836	0.0972842479	-0.07857129999999997	-0.001381199999999999	0.006173449183689996	1.9077134399999975e-06	0.478237	0.018125999999999972	0.0003285518759999991	0.228710628169	-0.4412970000000001	0.001911999999999969	0.19474304220900004	3.6557439999998826e-06	0.00573063	0.0005825899999999993	3.39411108099999e-07	3.28401201969e-05	0.00235688	-0.00010600000000000019	1.1236000000000042e-08	5.5548833344e-06	-0.00155348	0.0001788	2.4133001104000003e-06	3.1969439999999995e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36123.6015625	214.5	46010.25	1304914589.8462524	26717.05078125	9.63671875	92.86634826660156	713800802.4478912	26188.41015625	49.2109375	2421.7163696289067	685832826.5119781	0.696624	20.954456	0.08136180000000005	0.0161611761	-0.0374246645	0.025867956400000003	-0.0290487539	0.025116315499999996	-0.0059970735	-0.0252681494	0.0107273492	-0.032038375699999996	-0.1621101649	0.0427993056	0.0177686614	0.0328257479	-0.029819907200000002	-0.0174020014	-0.011537380600000001	-0.0915603524	0.0338860209	-0.0319830541	-0.027057956600000002	-0.0750894559	-0.0022541029	0.0378971966	-0.1585398416	-0.0793755938	-0.0393827204	0.021786523500000002	-0.0989689208	-0.11850800630000001	0.0164086697	-0.058872201	-0.0011336561	-0.0770808419	0.0732781775	-0.0286487918	0.0312373814	0.0116397268	-0.0204576354	-0.0054168863	-0.0700432813	-0.12469421060000001	0.035563381	-0.0152993204	-0.0380948828	0.030698875299999998	-0.0083534161	0.006694093199999999	0.1094602348	0.0045013336	-0.061284535599999995	-0.028951551000000002	0.004052234	-0.1100949298	-0.1052110049	0.1266487057	-0.1154128214	-0.0560863673	0.0992334705	0.0313400937	-0.0166761847	0.0954344005	0.1099379598	0.1064432791	0.10070086519999999	0.09283197900000001	-0.08172860000000001	-0.0031573000000000434	0.006679564057960002	9.968543290000277e-06	0.450201	-0.02803599999999995	0.0007860172959999973	0.202680940401	-0.448463	-0.00716599999999995	0.201119062369	5.135155599999929e-05	0.00588122	0.0001505900000000008	2.2677348100000237e-08	3.45887486884e-05	0.00256588	0.000209	4.3680999999999986e-08	6.5837401744e-06	-0.0010530200000000002	0.0005004599999999999	1.1088511204000003e-06	2.504602115999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36010.23046875	-113.37109375	12853.004898071289	1296736698.4124908	26711.408203125	-5.642578125	31.83868789672852	713499328.1939735	26147.068359375	-41.341796875	1709.1441688537598	683669183.7898293	0.707426	21.27939	0.1597704	-0.012319636699999999	-0.013737537	-0.003943968	-0.0354333266	0.007889023	-0.0107515304	-0.0267836146	0.022885560899999997	0.0012669352000000001	-0.0289529244	-0.0163930725	-0.0041878663	0.0525129488	-0.0432760481	-0.012474794499999999	0.0031768992	-0.1211893606	0.1232154498	0.0632930217	-0.0378953719	0.0234480473	-0.014073701999999999	-0.10714863460000001	-0.0543450229	-0.011676182700000001	-0.1330002471	0.0155962293	-0.0048859869	-0.0671513973	-0.018026290900000002	-0.0270101727	0.0175364648	-0.0035262388	0.0713994144	-0.0343532495	0.0085098689	0.0174410771	-0.034511323999999996	0.017855356399999998	0.014242705800000003	-0.029864306299999997	0.0052490939000000006	-0.05443488900000002	-0.025026693	0.031322791	0.0276187856	0.07344493070000001	0.1183764358	-0.0918066903	-0.032851282999999995	0.079088365	0.009701861899999999	0.060201368899999996	0.0054312990000000005	0.0656767684	-0.0026588456	-0.09485066449999999	-0.0193125933	0.0203716719	-0.1149307274	0.0127483855	0.1096050192	0.105127573	0.09780015460000001	0.08782140769999999	-0.0764424	0.005286200000000019	0.005843440517759999	2.79439104400002e-05	0.36439	-0.08581100000000003	0.007363527721000004	0.1327800721	-0.431047	0.017415999999999987	0.185801516209	0.0003033170559999996	0.00496739	-0.00091383	8.350852689e-07	2.4674963412100007e-05	0.00260834	4.2459999999999814e-05	1.802851599999984e-09	6.803437555599998e-06	-0.000984166	6.885400000000014e-05	9.685827155559998e-07	4.740873316000019e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35874.2109375	-136.01953125	18501.31288146973	1286959010.3882446	26734.138671875	22.73046875	516.6742095947267	714714170.5270424	26110.841796875	-36.2265625	1312.3638305664062	681776059.3414345	0.7374649999999999	22.182949	0.06256550000000005	-0.0393522462	-0.0043086841	0.014164660800000001	-0.045624772	0.0161313946	0.0278093226	-0.0382997178	0.0032112868	-0.10560365880000001	-0.0647945733	0.0176921121	0.0082699737	0.07283521820000001	-0.035586312	-0.015563768899999999	0.0058432338	-0.031944619	-0.0296559821	0.1526635703	-0.0308085185	-0.0594240618	0.1401345913	0.0050070555	0.0067339365	-0.0428289039	-0.0054697955	0.095656103	0.1619884716	-0.11105254390000001	-0.0345723006	-0.0033569857	-0.021033360600000002	-0.0111924007	0.0319251489	-0.04731399730000002	0.030064873500000002	-0.0312680188	-0.0462089729	-0.0048790816	-0.10656195460000001	-0.035107706	-0.008535936800000001	-0.059077380199999995	-0.0278776633	0.0214358824	0.0052768947	0.0063168829	0.0575360522	0.052634850999999996	-0.1011370975	0.0351819201	-0.1416830141	0.0625525679	0.0077507338	0.1175179502	0.2028148457	-0.006956089300000001	-0.20585000899999997	-0.0211435895	-0.1349159703	0.1241614053	0.10923086050000001	0.103653745	0.09456851919999999	0.0822826681	-0.0819087	-0.005466300000000007	0.0067090351356899995	2.9880435690000078e-05	0.33970100000000003	-0.02468899999999996	0.0006095467209999982	0.11539676940100002	-0.443873	-0.012825999999999949	0.197023240129	0.00016450627599999868	0.00463419	-0.0003332000000000005	1.1102224000000033e-07	2.14757169561e-05	0.00263248	2.4140000000000186e-05	5.827396000000091e-10	6.9299509504e-06	-0.00101851	-3.4343999999999954e-05	1.0373626201e-06	1.1795103359999968e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
