csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73
36254.01171875	n/a	n/a	1314353365.7032626	26720.1953125	n/a	n/a	713968837.538147	25980.330078125	n/a	n/a	674977550.9683267	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34718.20703125	-1535.8046875	2358696.0381469727	1205353899.464737	26516.88671875	-203.30859375	41334.38429260254	703145281.2550201	25312.453125	-667.876953125	446059.6245155335	640720283.2053223	3.030843	123.85379	1.58417656	-0.0665797079	-0.1350254056	0.0416827875	-0.0816713461	-0.0738126115	0.09086774789999999	0.0559688764	-0.0679458828	0.0526715461	-0.0411573379	0.1230015228	-0.0830893526	0.0980180168	-0.10756777199999999	0.0491533523	-0.0713929415	-0.00035103129999999996	0.0826744708	-0.0343459848	0.0819120851	-0.081257305	0.1049100488	-0.1309772088	-0.0626354979	-0.0938410425	0.1371858456	0.0423232702	-0.0789683495	-0.0855136125	0.094398662	0.0389403988	-0.08498679599999999	0.0180453274	-0.0510453536	0.0985366889	-0.091256862	0.08451018449999999	-0.12405106269999999	0.09396010839999999	-0.0302400821	-0.027848102200000002	0.0970974528	-0.0013519264000000002	0.1116320489	-0.0696716092	0.0681808593	-0.13834273789999998	0.0279919468	0.1002478183	0.1002384491	0.10022283439999999	0.1002009753	0.10017287289999999	0.0	0.00436256	0.00436256	1.90319297536e-05	1.90319297536e-05	0.227044	0.227044	0.051548977936	0.051548977936	-0.804977	-0.804977	0.647987970529	0.647987970529	-0.00712215	-0.00712215	5.07250206225e-05	5.07250206225e-05	0.00275973	0.00275973	7.6161096729000015e-06	7.6161096729000015e-06	0.00107398	0.00107398	1.1534330404e-06	1.1534330404e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34604.00390625	-114.203125	13042.353759765625	1197437086.3437653	26519.58984375	2.703125	7.306884765625	703288645.4807281	25196.109375	-116.34375	13535.8681640625	634843927.6369629	0.7531909999999999	30.778732	0.35073594	-0.0375224246	-0.0681873809	0.0205240785	-0.06314836360000001	-0.056130275800000004	0.058222480800000004	0.0892898067	-0.0670859946	0.0315302348	0.0440145234	0.039237188199999995	0.0283359261	0.0504618996	-0.0539360378	0.0679865626	-0.10435318390000001	-0.0012987617	0.0487040984	-0.0114314223	-0.07824887280000001	-0.072406074	0.0960169583	-0.0472887763	-0.0345924415	-0.0634988974	0.07221169150000001	-0.0046338787	-0.0618554016	-0.0599639967	0.0741518638	0.0745381004	-0.0668343214	0.0372623834	0.0266107116	0.0438547363	0.0033498359999999997	0.0490074167	-0.0007675458000000001	0.10837409560000001	-0.0480025862	0.017544668700000002	0.0496627942	-0.0355552171	-0.0236043448	-0.0951525167	0.0328691769	-0.0807490032	0.1363518257	0.10022283439999999	0.10013852919999999	0.0999980731	0.0998015448	0.0995490545	0.0	0.016972	0.01260944	0.000288048784	0.00015899797711360004	0.284371	0.05732699999999999	0.0032863849289999987	0.08086686564099999	-0.575637	0.2293400000000001	0.331357955769	0.05259683560000005	-0.007835979999999998	-0.0007138299999999978	5.095532688999968e-07	6.140258256039996e-05	0.00248254	-0.0002771900000000001	7.683429610000005e-08	6.1630048516e-06	0.00111215	3.816999999999992e-05	1.2368776224999998e-06	1.4569488999999935e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34866.0234375	262.01953125	68654.23475646973	1215639590.3442993	26554.623046875	35.033203125	1227.3253211975098	705148005.1616249	25241.5078125	45.3984375	2061.0181274414067	637133716.6484985	0.71608	29.26223	0.4631444499999999	-0.0220456815	-0.0625081478	-0.008612095600000001	-0.050623868600000003	-0.051129653399999996	0.0263527408	0.0783428957	-0.0376542814	0.0432509589	0.0607277188	-0.0295412125	-0.023505909300000002	-0.0316046573	0.0108798798	0.054279211699999996	-0.073542383	-0.0268841342	0.1110009278	-0.0208448873	-0.09974773029999999	0.0218404281	0.0394928805	-0.0147647096	-0.0184712655	-0.06425451110000001	0.0081437132	-0.024674839	-0.0510661608	-0.0502527837	0.037035484900000006	0.0697599584	-0.0414172475	0.0625314176	0.046085811399999996	-0.0359695164	-0.030690767	-0.043532465	0.0316880715	0.09083954529999999	-0.0146866102	-0.0142399629	0.1252427684	-0.0198292732	-0.0781876014	-0.0003654095	0.0168221822	-0.0422127953	-0.0280857602	0.10017287289999999	0.09993878910000001	0.0995490545	0.0990042761	0.09830530230000001	0.0	0.0112132	-0.0057588	0.00012573585424000005	3.3163777440000005e-05	0.0435829	-0.2407881	0.057978909101609986	0.00189946917241	-0.398595	0.17704199999999998	0.15887797402499998	0.031343869763999985	-0.007664199999999999	0.00017177999999999811	2.9508368399999352e-08	5.8739961639999985e-05	0.00267907	0.00019652999999999988	3.862404089999995e-08	7.1774160649e-06	0.0006893489999999999	-0.000422801	4.752020438009999e-07	1.78760685601e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35132.59765625	266.57421875	71061.81410217285	1234299418.075943	26569.78515625	15.162109375	229.8895606994629	705953483.2492827	25269.154296875	27.646484375	764.3280982971191	638530158.8792763	0.558309	22.814983	0.10640450999999997	-0.0245736987	-0.0412242052	-0.0043903994	-0.0367968856	-0.056793550899999996	0.0367054743	0.0521118987	-0.0256430356	0.0290816308	0.0579104472	-0.0225904129	-0.0321699326	0.055754013	-0.023161832900000002	0.049643029299999995	-0.0718948565	0.0215633361	0.0500200623	-0.0596671988	-0.11041195320000001	-0.023320341499999998	-0.0231087384	-0.0008360633000000001	-0.0198731071	-0.0355541155	0.0186919558	-0.0369536597	-0.033995254	-0.0617204964	0.0501511713	0.0417184333	-0.0225598816	0.0505297591	0.0310500312	-0.0146142471	-0.041954064000000006	0.0699548978	0.0058111303	0.0777714096	-0.0613514062	0.0272436816	0.0837911444	0.0026461158000000004	-0.1011354356	-0.0718400973	-0.0034491207	0.0315813888	0.0162379615	0.1000979463	0.0996394278	0.0988767856	0.0978123473	0.09644936189999999	0.0	0.008450539999999998	-0.002762660000000004	7.141162629159996e-05	7.63229027560002e-06	0.08648419999999997	0.04290129999999997	0.0018405215416899968	0.007479516849639995	-0.400393	-0.0017980000000000218	0.160314554449	3.2328040000000782e-06	-0.0083688	-0.0007045999999999997	4.964611599999995e-07	7.003681343999999e-05	0.00236907	-0.00030999999999999995	9.609999999999997e-08	5.6124926649e-06	0.0008535999999999999	0.00016425100000000002	7.286329599999998e-07	2.6978391001000012e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35186.1171875	53.51953125	2864.3402252197266	1238062842.732483	26561.94140625	-7.84375	61.5244140625	705536731.2690582	25216.96484375	-52.189453125	2723.7390174865727	635895315.9309236	0.547582	22.376656	0.13153916000000007	-0.0204015586	-0.060259476	-0.020473136399999998	-0.0400498026	-0.042738737699999994	0.0132391569	0.0556285341	-0.023659806499999998	0.029434891600000002	0.063931886	-0.043257826	-0.007878634499999999	0.0021495065	0.0064640596	0.0450042522	-0.067630411	-0.0043751199	0.035800043399999995	-0.0055575692	-0.0729917906	0.0260682216	-0.0498041886	0.0181332233	-0.0229315156	-0.0631055823	-0.011206184499999999	-0.022773846400000002	-0.035298455299999996	-0.0427765529	0.0193854298	0.0481887099	-0.0268814825	0.0601069893	0.050028124800000004	-0.0352890349	-0.0192655926	0.002845763	0.014607031699999997	0.0579075414	-0.0290557369	-0.0248407993	0.0615517502	-0.0362089072	-0.067463118	0.0360712881	-0.015332542	0.024584561	-0.0912638558	0.0999980731	0.0992407438	0.09798277400000001	0.0962305098	0.0939927908	0.0	0.0157513	0.007300760000000002	0.00024810345169	5.330109657760002e-05	0.07500629999999997	-0.0114779	0.00013174218841	0.005625945039689996	-0.357633	0.04276000000000002	0.127901362689	0.0018284176000000017	-0.00861049	-0.00024169000000000097	5.8414056100000486e-08	7.41405380401e-05	0.00150354	-0.00086553	7.491421809e-07	2.2606325316e-06	0.00114639	0.00029279	1.3142100321e-06	8.572598410000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35007.41015625	-178.70703125	31936.20301818848	1225518765.8479154	26539.705078125	-22.236328125	494.454288482666	704355945.6338539	25151.74609375	-65.21875	4253.4853515625	632610331.5644684	0.547574	22.376303	0.12710630000000006	-0.0161357846	-0.07321929469999999	0.0041670589	-0.043499956500000006	-0.042479133200000005	0.0212610003	0.0559370288	-0.0407731794	0.0398057366	0.0538609654	-0.041532731	0.00043133580000000003	0.0269494677	-0.0115460883	0.08414951130000001	-0.0695713605	0.006908501899999999	0.015736804	-0.0083078133	-0.1015031204	0.0403211227	-0.0144585887	0.0603238996	-0.0137389481	-0.06626031240000001	0.0156092001	-0.0396787844	-0.041192568900000004	-0.0455376104	0.032004886600000004	0.0498480665	-0.0394435062	0.061981176900000004	0.0267937195	-0.0272599642	0.0085004244	0.0452246857	0.041321998900000004	0.09814020949999999	-0.0263578112	0.013421493100000001	0.0549480316	-0.0050960455	-0.07685598219999999	0.0203602457	-0.064003573	0.0126159199	-0.0092383024	0.0998732783	0.0987431344	0.0968690246	0.0942650692	0.09095088720000001	0.0	0.006097699999999999	-0.0096536	3.7181945289999985e-05	9.319199295999999e-05	0.090903	0.015896700000000027	0.00025270507089000094	0.008263355408999999	-0.381958	-0.02432500000000004	0.145891913764	0.0005917056250000019	-0.00914842	-0.0005379300000000007	2.8936868490000077e-07	8.369358849640002e-05	0.00240494	0.0009014	8.125219599999998e-07	5.7837364035999986e-06	0.00125168	0.00010529000000000008	1.5667028224e-06	1.1085984100000016e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35204.671875	197.26171875	38912.1856842041	1239368921.826416	26581.74609375	42.041015625	1767.4469947814941	706589225.3925934	25121.939453125	-29.806640625	888.4358253479004	631111841.8864784	0.62938	25.719257	0.24294	0.0005966702	-0.0489653068	-0.0506180861	-0.0151608826	-0.0339240106	0.01042273	0.06548618469999999	0.0103647085	0.0391151248	0.0336277299	-0.05671359030000001	-0.0276099626	0.055167116100000003	-0.026660162999999997	0.0484695174	-0.0312688645	-0.0068167505000000005	0.032466181000000004	0.014969416299999996	-0.12316557980000001	-0.0107085335	-0.0676854167	0.0771752936	0.0004906178	-0.072194263	-0.0273454527	-0.0104204793	-0.011707956100000002	-0.0330185917	0.020346179199999998	0.0592732224	0.0051260856	0.053240773600000006	0.0128461503	-0.058516036500000014	-0.0259544129	0.0661409113	-0.0050333643	0.04895732480000002	-0.028093436099999997	0.0032984757	0.0331683959	-0.0379090891	-0.1189483677	-0.0199786225	-0.1001285949	0.0647876382	0.0085845477	0.09972359300000001	0.0981470957	0.09553803529999999	0.09192386050000001	0.0873425944	0.0	0.0118798	0.0057821	0.00014112964803999998	3.3432680410000004e-05	0.0374401	-0.0534629	0.0028582816764099995	0.0014017610880100006	-0.270821	0.11113700000000004	0.073344014041	0.012351432769000008	-0.00967658	-0.0005281599999999997	2.789529855999997e-07	9.36362004964e-05	0.00155144	-0.0008534999999999999	7.284622499999997e-07	2.4069660736e-06	0.00132118	6.94999999999999e-05	1.7455165923999996e-06	4.8302499999999855e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35089.46484375	-115.20703125	13272.660049438477	1231270543.0207672	26597.083984375	15.337890625	235.2508888244629	707404876.4718971	25320.53515625	198.595703125	39440.253299713135	641129500.5988923	0.722547	29.526516	0.21565095	-0.0170734146	0.0050554143	-0.0171626154	-0.0187039141	-0.0297459597	-0.0085978771	0.0294782236	0.0106125478	0.006315901999999999	0.0793135767	-0.083210628	-0.0150940053	-0.0001936861	-0.0143568271	0.0254152136	-0.031908652999999995	-0.0170704434	0.021258870699999998	0.0380840096	-0.0642164752	0.032081587200000004	-0.0253847095	-0.002952575	-0.0086906181	-0.0159180856	-0.06737842	-0.0669278203	-0.020237241	-0.0291731193	-0.0024996056	0.022527120699999997	0.0163068551	0.041956574	0.0728528523	-0.073834329	-0.0048340218	0.0319764113	0.0207528916	0.0338907008	0.0072924452	-0.0303540369	0.0133556024	-0.061289269699999996	-0.0624691157	0.0567392278	0.0002885759	0.036346263399999995	-0.0269691287	0.0995490545	0.0974532219	0.0939927908	0.08921621619999999	0.0831903826	0.0	0.011999700000000002	0.00011990000000000264	0.00014399280009000004	1.4376010000000634e-08	-0.026044	-0.0634841	0.00403023095281	0.000678289936	-0.23074	0.040080999999999985	0.0532409476	0.0016064865609999985	-0.00945954	0.00021703999999999994	4.7106361599999975e-08	8.948289701160003e-05	-0.000463239	-0.002014679	4.058931473041e-06	2.14590371121e-07	0.00131358	-7.599999999999968e-06	1.7254924164e-06	5.775999999999951e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35279.28515625	189.8203125	36031.751037597656	1244627961.1360016	26597.861328125	0.77734375	0.6042633056640625	707446227.2301674	25357.890625	37.35546875	1395.4310455322266	643022616.9494629	0.57111	23.338104	0.2518076	-0.014850014199999999	-0.016276465900000002	-0.0216317558	-0.013507749	-0.027574610099999997	-0.0041720675	0.0322500879	0.0035632507000000002	0.0084302544	0.0597239583	-0.08816767869999999	0.0269867951	-0.06262713980000001	0.0294449896	0.0235937875	0.0060733666	-0.006472943	0.0772790235	0.0207737162	-0.0756033876	-0.023334196800000002	-0.081816185	-0.029432425499999998	-0.0179296779	-0.0227025164	-0.0182267235	-0.0136418496	-0.012148940700000001	-0.0308399654	0.0019317706	0.035350184	0.0013430751	0.0451971338	0.049253501500000005	-0.0863497955	0.0367891451	-0.053428792	0.0264352298	0.0174014173	-0.0006289442	-0.0148143672	0.0619085112	-0.0489099837	-0.07545395419999999	-0.016520891399999998	0.0613538017	0.0507842036	-0.101460316	0.0993497063	0.09666220460000001	0.0922367566	0.08615293	0.07852010940000001	0.0	-0.00061215	-0.012611850000000004	3.747276225e-07	0.00015905876042250007	0.0412913	0.0673353	0.00453404262609	0.0017049714556900005	-0.269973	-0.03923300000000002	0.072885420729	0.0015392282890000016	-0.010229299999999998	-0.0007697599999999978	5.925304575999965e-07	0.00010463857848999996	0.0012329000000000005	0.0016961390000000006	2.876887507321002e-06	1.5200424100000014e-06	0.00150023	0.00018665	2.2506900529e-06	3.4838222500000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
