csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
36180.7265625	n/a	n/a	1309044974.590393	26862.30859375	n/a	n/a	721583622.9858551	26105.9609375	n/a	n/a	681521196.4702759	n/a	n/a	n/a	-0.035510551200000004	0.36129197020000003	0.0092447609	-0.18777327030000002	0.3095290165	-0.0790536371	0.48728545090000003	-0.0531352884	-0.050453590300000004	0.1000747166	-0.10607422400000001	0.0483335945	-0.12883934589999999	0.12150310550000001	-0.0813787147	0.0128674583	0.0110306828	-0.044148924400000004	0.16179541449999998	-0.0460578103	0.1803909147	-0.0061359489	0.13634883820000002	-0.0179330656	0.0265420234	-0.0112997716	0.0445430891	-0.1238546901	0.09644814369999999	-0.0124133486	0.0348529913	0.0311645742	-0.1394103728	0.0050933563	0.0373204482	0.0739685555	-0.0106098275	-0.0707076017	-0.0139406906	0.1907959169	-0.043874133499999995	-0.3859402861	0.0450395733	-0.0451012583	0.026215935899999997	-0.0394085084	-0.1640588463	0.32687793449999997	-0.063928655	0.46079286659999996	-0.10549287939999999	-0.059619613700000004	0.0062769868	-0.17855566620000002	0.047336108200000004	-0.1101879527	0.0753485891	-0.0343386243	0.1128108462	-0.0696042006	0.014863394399999999	-0.0078354305	0.0598996399	-0.0689685292	0.1447105089	-0.0685304291	0.0602591653	-0.0678256525	0.0695834675	-0.1813168761	0.0303044567	-0.0168443318	-0.0062424572	0.0499192542	-0.0247463902	-0.024887833300000002	0.0394315201	0.1213594805	-0.19388750289999998	0.026461151000000002	0.0208237498	0.0931230858	-0.0353589521	0.1217078847	0.1216831682	0.1216419777	-0.0944427	n/a	0.00891942358329	n/a	-0.00215854	n/a	n/a	4.6592949316e-06	-0.825857	n/a	0.6820397844489999	n/a	0.008387299999999999	n/a	n/a	7.034680128999998e-05	0.00310944	n/a	n/a	9.6686171136e-06	-0.000926529	n/a	8.584559878409999e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36477.18359375	296.45703125	87886.77137756348	1330584922.9321444	26986.28125	123.97265625	15369.219497680664	728259375.7041017	26111.041015625	5.080078125	25.80719375610352	681786462.919651	1.323251	30.015776	0.49037441	-0.0692667479	0.2758776757	-0.0350012288	-0.1018246993	0.2699128696	-0.1235915534	0.28483047219999996	0.28685536829999997	-0.11468122	0.0764749472	-0.1135390906	0.12099990960000001	-0.08602933759999999	0.016964876299999997	0.0127712528	0.017463768600000002	0.0726092393	0.0377205626	0.0609947204	-0.1904165913	-0.0379937777	0.010700668100000001	-0.0290108969	0.17956933949999998	-0.134411747	0.08395893730000001	-0.0346231548	0.051370099	-0.0024448864	0.0206305237	0.0069713675	0.026689163399999997	-0.049629651500000004	-0.0682632701	-0.0430607462	-0.1428080119	-0.0497638196	0.1198806146	-0.0123158711	-0.1873397655	-0.0806339324	-0.26729380420000004	-0.11385048800000001	0.0644371434	-0.0118920713	0.0125652109	-0.08642824630000001	0.2794433418	-0.10277616310000001	0.3013201528	0.25581579179999997	-0.12410775210000001	-0.0192918462	-0.1781097546	0.0482825334	-0.0141687541	-0.036567443	-0.0194372202	0.0701799161	0.0999474435	-0.0731072642	-0.0044442162	0.17085270510000006	-0.021893814900000003	-0.0464586824	0.0273372524	-0.11594520189999999	-0.046461360800000004	-0.050224436500000004	-0.05773335	-0.1320007804	0.0933858617	-0.050405794000000004	-0.0650031534	0.0858576459	-0.0689416113	0.025200516699999998	-0.0369210414	0.104067195	-0.09946631019999999	-0.1076797158	-0.056415977199999995	0.1526538326	0.1216419777	0.12141962949999999	0.12104935019999999	-0.0460696	0.04837310000000001	0.0021224080441599995	0.0023399568036100013	-0.060738699999999986	-0.058580159999999985	0.003431635145625599	0.003689189677689999	-0.603784	0.222073	0.364555118656	0.04931641732899998	0.007532709999999998	-0.0008545900000000006	7.30324068100001e-07	5.674171994409997e-05	0.00129314	-0.0018163000000000003	3.298945690000001e-06	1.6722110596e-06	-0.000370456	0.000556073	1.3723764793599999e-07	3.0921718132900004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36782.9921875	305.80859375	93518.89601135254	1352988514.265686	26974.21875	-12.0625	145.50390625	727608477.1728517	26243.12109375	132.080078125	17445.147037506104	688701404.7412263	1.687557	38.279472	0.8177326199999999	-0.11783656619999999	0.1432830739	-0.08130690139999999	-0.0049282319	0.18665752800000002	0.0609103242	0.19277910489999997	-0.0756625394	-0.0471750797	-0.294843875	-0.12454750949999999	-0.0889198203	0.1307569933	-0.1580502109	-0.1143209857	0.0104915106	0.0667669477	-0.0705699198	0.0153417007	0.2989825664	-0.2831737762	0.0462379576	-0.0878316128	-0.072452958	-0.06150949610000001	-0.0183077252	0.0587646497	0.17842866920000006	-0.1071869159	-0.1120016661	-0.045295627000000005	-0.0740262583	0.04470433769999999	0.1369643328	-0.1586671095	0.0046031858	0.0930287364	0.030580692599999997	-0.0172688488	-0.084075064	-0.1322329792	-0.1592440852	-0.0386718112	-0.0358737622	0.0440509253	0.0429056496	0.0042538053	0.1834273956	0.07133543860000001	0.1747164732	-0.0872412882	0.043324722	0.3472369578	0.0965075502	0.0184489798	0.0346675995	-0.0855117869	-0.1576724785	-0.1672891231	-0.0947872957	0.1335953218	-0.20261074910000001	-0.0290753021	0.025322542000000003	-0.1179091617	-0.0151502131	-0.041684685	0.0917707588	-0.2035045687	0.3146963276	0.0022967987	-0.0321449348	-0.00047634209999999997	0.18354053120000002	-0.0437489137	0.012428598	0.019600346	0.0127281426	0.0637370756	0.0179834671	0.020142811599999998	0.0271982698	-0.072347975	0.1215101995	0.120893123	0.1198669825	-0.156067	-0.10999740000000002	0.024356908489000004	0.012099428006760005	0.00852932	0.06926801999999999	0.004798058594720398	7.27492996624e-05	-0.43335	0.17043399999999995	0.1877922225	0.029047748355999988	0.00213753	-0.005395179999999998	2.910796723239997e-05	4.5690345009e-06	0.00407974	0.0027865999999999998	7.765139560000003e-06	1.66442784676e-05	-0.00154934	-0.0011788839999999998	2.4004544356e-06	1.3897674854559999e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36475.05078125	-307.94140625	94827.90968322754	1330429329.4947662	26899.279296875	-74.939453125	5615.921634674072	723571226.691288	26139.0859375	-104.03515625	10823.313735961914	683251813.6480103	1.223157	27.745323	0.39542218	-0.0818139834	0.2155658869	-0.014581854699999999	-0.0572701441	0.1828740953	-0.0101023884	0.1755176569	-0.1891915087	0.0027030612	-0.1058322095	0.0405390729	-0.0373950046	0.0313213291	0.033789080299999996	0.076490495	0.0686841179	0.0207682665	-0.0197355545	-0.09096894050000001	0.0434818007	0.010736691699999999	-0.0943396342	-0.0122368077	-0.11730008019999999	0.2239915672	-0.0625370941	-0.0144312329	-0.018584683799999998	-0.1208625493	-0.10686536279999999	-0.0593231138	-0.053367838499999994	0.22720559899999998	-0.0163946003	-0.0848790944	0.0699885874	0.0151961383	0.1450406775	0.055318367	-0.0278378835	-0.0922045657	-0.23907877870000002	-0.021524844700000004	0.039196355	0.0731715986	0.10012629029999999	-0.054850639900000005	0.17953716100000006	-0.0076672024	0.167843778	-0.19298767309999998	0.0366678843	0.08832969369999999	0.0851823657	0.0002060814	-0.001050065	0.0210072091	0.1269590105	-0.0382871153	0.016267679	0.0069756465	0.0306411416	-0.0016854607999999998	0.021001709599999998	-0.0448603583	0.018267048	0.0849748345	-0.0421097725	0.052401196399999996	0.069949766	0.1100132886	-0.0495248062	0.0946770422	0.0259890298	0.033594197799999996	0.15147962199999998	-0.1645156727	-0.2501993766	0.1895063906	0.05546459	0.1547784114	0.0123201904	-0.0782310386	0.1213126213	0.12010478890000001	0.1181006348	-0.09730200000000004	0.05876499999999998	0.009467679204000008	0.003453325224999997	0.171772	0.16324268	0.0266481725735824	0.029505619984000007	-0.491846	-0.058495999999999986	0.241912487716	0.003421782015999999	0.00114607	-0.00099146	9.829929316e-07	1.3134764448999997e-06	0.00339416	-0.0006855800000000003	4.700199364000004e-07	1.1520322105599996e-05	-0.00092801	0.00062133	8.612025600999998e-07	3.860509689000001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37123.015625	647.96484375	419858.43873596186	1378118289.093994	27039.837890625	140.55859375	19756.718276977543	731152833.1512794	26129.7421875	-9.34375	87.3056640625	682763426.7852173	1.662905	37.720272	0.6099603	-0.0450432533	-0.06577208429999999	-0.0414992297	0.0790597507	0.0155796528	-0.0340781371	0.059624408399999995	0.17183923280000002	0.1270216901	-0.0836272087	0.0118441576	-0.001052684	0.2414470478	-0.0814978017	0.2037223791	-0.06334174599999999	0.0571751169	0.17375412280000002	-0.2800111547	-0.1364274831	0.032291892	-0.0032426051	-0.0180774376	-0.0908260525	0.0414346123	0.12568492650000002	-0.0264566569	0.18015325329999998	-0.0451042662	-0.0134215449	0.012427533700000002	0.0210290191	-0.099320706	-0.1519333594	0.10793575679999999	-0.05456125	-0.0032903589	-0.0438685401	0.0426536084	-0.1810171225	-0.0707263925	0.098188241	-0.1604892471	0.0725325154	-0.0292169512	0.0442886653	0.0757368404	0.0174476366	-0.0118754967	0.0772621134	0.1568279334	0.1404679248	-0.018124331100000002	0.1860423373	-0.029144328100000002	-0.059868007	-0.1491252299	0.0611617854	-0.1060879614	0.1629624688	-0.2913976862	0.0925049468	-0.1546651492	0.0625385926	0.077549316	0.18161274079999998	0.0903876534	0.1336514619	-0.015387093899999999	0.0664732519	0.017395445	0.1505157275	0.040554125	-0.011606437399999999	-0.0312494373	-0.0386271236	-0.0163438568	0.046902235300000004	0.1579795477	-0.0844441721	0.059187462300000014	-0.044544508899999995	-0.058608527800000004	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.045786	0.05151600000000004	0.002096357796	0.0026538982560000038	0.0669617	-0.1048103	0.01098519898609	0.00448386926689	-0.148795	0.343051	0.022139952025000003	0.11768398860099999	0.00138842	0.0002423500000000001	5.873352250000006e-08	1.9277100964e-06	0.00192652	-0.00146764	2.1539671695999995e-06	3.7114793104e-06	-0.00142968	-0.0005016700000000001	2.0439849024e-06	2.516727889000001e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36693.76171875	-429.25390625	184258.9160308838	1346432149.072403	26997.953125	-41.884765625	1754.3335914611816	728889472.9396973	26186.080078125	56.337890625	3173.957920074463	685710789.857975	1.385048	31.417559000000004	0.20527350000000005	-0.0141592193	-0.08663704539999999	-0.0270973548	0.0530901783	0.0373043364	0.1058556731	0.0112702447	0.0305901685	0.152208319	0.0768293023	0.0059040924	-0.0602315973	0.0611894679	-0.0736437635	-0.0657367805	-0.0927690777	0.0217217103	0.050135235300000004	-0.1063605524	0.0445573503	0.0982004177	0.023166459599999998	-0.0551166756	0.017562638300000002	0.1310368219	-0.015462396000000003	0.0787326673	0.12452697730000001	0.0551940909	0.14047856539999998	0.0023242097	0.1009428251	0.065855482	0.056720395599999994	0.1434607121	-0.17936061469999998	-0.1071709091	-0.066534988	0.32796469149999996	0.1390496194	-0.023857879	0.0759974095	0.1016135955	-0.07701399910000001	0.0318426006	-0.0775029793	0.0516546547	0.0464042706	0.09293509890000001	0.009339916	-0.0038570408000000002	0.09431307789999999	-0.100083497	0.04418104	0.0088598002	-0.0296004052	-0.0051917518	-0.0982294294	-0.0565244339	0.0793531367	-0.0687621598	-0.0083547614	-0.0487508342	-0.0187638633	0.1025720682	0.09308726699999999	0.1446504036	0.18273545579999997	0.0112434476	-0.0018119919	-0.0203721462	0.0917876074	-0.0498346725	-0.1543719675	0.0556938867	-0.1223334245	-0.117722008	0.0379236619	-0.017935921299999998	0.2534672581	-0.0898653514	-0.1176059585	-0.0010692095	0.1207205288	0.11775003070000001	0.11285322490000001	-0.0239817	0.021804300000000002	0.0005751219348900001	0.0004754274984899999	0.0131555	-0.0538062	0.00289510715844	0.00017306718024999999	-0.121941	0.026854000000000003	0.014869607481000004	0.0007211373160000003	0.00285523	0.0014668099999999998	2.1515315760999997e-06	8.1523383529e-06	0.00213511	0.00020859000000000006	4.350978810000002e-08	4.5586947121e-06	-0.0010489000000000002	0.00038077999999999983	1.1001912100000004e-06	1.4499340839999988e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36657.203125	-36.55859375	1336.530776977539	1343750540.9475098	26969.85546875	-28.09765625	789.4782867431641	727373104.0052643	26225.064453125	38.984375	1519.781494140625	687754005.5705606	1.072306	24.323498	0.23238095	-0.032584580099999996	-0.0165988015	0.0925381109	0.02805041	0.0612152272	-0.0076900990000000015	-0.018048138300000002	-0.0717480836	0.0642073999	0.0769537655	0.1267934917	-0.052251420300000004	0.00018138580000000005	0.026169354500000002	0.0084164622	-0.1435031866	0.06654675780000001	0.166217496	-0.0256041135	-0.193438035	0.0076277903	-0.0747694087	-0.0164125166	-0.1383397843	0.0312386187	-0.1781127125	0.044506732400000006	0.0244964715	-0.0768758155	0.1224354701	-0.10102217470000001	0.0807097013	0.0056246025	0.12139324119999999	0.0750117296	0.0682187276	0.0608529573	-0.0512017543	-0.1146510316	0.0207496157	-0.0290331131	-0.0047141889	0.1028481075	0.041711347	0.0276943494	0.08604910539999999	0.023334254	0.0660818689	-0.0103414734	-0.026256714100000002	-0.0800203007	0.0004527422	-0.0806116281	0.0591755558	0.0089162617	0.1181196273	-0.0357205524	-0.0869473787	0.123182465	0.1100044561	-0.1491897799	0.1641904666	-0.048676675700000005	-0.0063824801	0.0504442658	0.058277038899999994	0.1072261416	-0.0117157379	0.0282901643	0.056550511799999995	0.0403415713	-0.1205605045	0.0732917844	-0.0337036884	0.0489363888	0.1281842963	0.1335130352	0.0941696301	-0.0379787101	-0.0767153237	-0.0910670859	-0.0560231755	-0.0589491516	0.120326335	0.1161887065	0.1093977275	-0.0456564	-0.0216747	0.00208450686096	0.00046979262008999993	0.08859349999999999	0.07543799999999999	0.0056908918439999975	0.007848808242249998	-0.213085	-0.091144	0.045405217225	0.008307228735999999	0.00237735	-0.00047788	2.283692944e-07	5.6517930225e-06	0.00241375	0.0002786400000000001	7.764024960000008e-08	5.8261890625000016e-06	-0.000922935	0.00012596500000000013	8.518090142250001e-07	1.5867181225000032e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36782.85546875	125.65234375	15788.511489868164	1352978456.4349518	26979.328125	9.47265625	89.73121643066406	727884146.076416	26251.75390625	26.689453125	712.3269081115723	689154583.1543121	0.791406	17.951757	0.23032219000000004	-0.0009953101	-0.0424760829	0.0544912623	0.0237509736	0.0162191242	0.0109148541	-0.0735314175	0.0029436398	0.09701494990000001	0.0015903657999999999	0.1430239653	-0.0596782811	0.09761824529999999	0.08707438449999999	-0.0175764322	-0.0757376026	0.0422160679	0.0152462342	-0.1049657422	-0.0765685791	0.0832485832	0.1186648691	0.0456733869	-0.08221802389999999	-0.1427011282	-0.0143027151	0.1402996105	-0.1432909021	0.0333070886	0.1413284314	0.15793029	-0.1211310653	0.1538988386	0.037159796200000005	-0.053121384400000006	0.0561151308	-0.0928797474	-0.1132426375	-0.041867674900000006	-0.0716916573	-0.0010020336999999999	0.0419831085	0.04740792480000002	0.025158035	0.0272398808	0.10807440630000001	0.0211650202	0.013409373799999999	0.0042598343	-0.0872998126	0.0019206006	0.09038871230000001	-0.0355082492	0.1367615307	-0.1292141927	0.0685650049	0.0689673767	-0.0296385778	0.0175410516	0.0975982151	-0.0707385329	0.0226954375	-0.085041331	-0.0679359387	0.0189008995	-0.0712899151	0.047359347999999996	-0.1757643686	-0.1197562783	-0.0803899211	0.0918491353	-0.0106989725	-0.1240391744	-0.0073754823	-0.0781540096	-0.1194491278	-0.1313991923	-0.0017293548999999999	-0.0497096345	-0.1716144366	-0.0409817586	-0.2022721968	-0.0875957085	0.1198669825	0.1143757435	0.10540925529999999	-0.0305918	0.015064599999999997	0.0009358582272400002	0.00022694217315999995	-0.00358459	-0.09217809	0.008496800276048098	1.28492854681e-05	-0.16367699999999996	0.049408000000000035	0.026790160328999987	0.0024411504640000034	0.00172858	-0.0006487699999999999	4.209025128999999e-07	2.9879888164e-06	0.00171751	-0.0006962400000000001	4.847501376000001e-07	2.9498406001e-06	-0.0007945149999999997	0.00012842000000000043	6.312540852249996e-07	1.64916964000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36706.4609375	-76.39453125	5836.124404907227	1347364274.5562134	26918.341796875	-60.986328125	3719.332218170166	724597125.0933876	26213.48828125	-38.265625	1464.258056640625	687146967.8712312	0.682143	15.4733	0.11849774	-0.0240515098	-0.0007967105	0.0244765694	0.0057538532	0.0397168328	-0.1564581293	-0.08378803509999999	-0.1297337022	0.045657968300000004	0.0660653219	0.0884084547	0.0054536314	0.0563508859	0.0396386607	-0.0348527397	0.0444907404	0.0119662298	0.05455853980000002	-0.0574366425	0.0247438127	0.0057862278	-0.0153920079	-0.0714576689	-0.0036827054	-0.0812875304	-0.042971056699999996	-0.0953758366	-0.1449019157	-0.0296257537	-0.0643436127	0.1246189975	-0.0966024597	-0.06216984160000001	-0.016374879499999998	0.0905669622	0.042922834699999995	0.0459894953	0.03573562	0.0196744076	0.1053966496	-0.014477596200000001	2.4365500000000002e-05	0.0027446005	0.0159329263	0.025782562999999998	0.0100694533	-0.0017608260999999999	0.0301872798	-0.1575779193	-0.083887485	-0.1332971792	0.009441700400000001	-0.08730683759999999	0.035605056600000004	-0.0933577547	0.0018700176	-0.0078051975	-0.010664623500000001	-0.0390526785	0.1134064515	0.0254910205	0.043642735099999996	-0.0643555819	-0.062120483	-0.1079474997	-0.10467406630000001	0.0359652246	-0.06180801740000001	0.1298282445	-0.0168943677	-0.076801487	-0.0587289812	-0.1095073376	-0.0009588258999999999	0.11495467710000001	-0.058728275	0.10093723710000001	-0.0033659259999999996	0.0352998734	0.0421939573	0.1921246679	0.0842548842	0.1325189963	0.11934271980000001	0.112315068	0.1009072399	-0.0183637	0.012228100000000002	0.00033722547769	0.00014952642961000006	0.0540399	0.05762449	0.0033205818477601	0.0029203107920100003	-0.203549	-0.03987200000000005	0.041432195401	0.0015897763840000034	0.00169451	-3.4069999999999984e-05	1.1607648999999985e-09	2.8713641401e-06	0.00171751	0.0	0.0	2.9498406001e-06	-0.000653122	0.00014139299999999964	4.2656834688400003e-07	1.9991980448999898e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36630.21875	-76.2421875	5812.871154785156	1341772925.6728516	26956.189453125	37.84765625	1432.445083618164	726636149.8327675	26236.060546875	22.572265625	509.50717544555664	688330873.0192909	0.7974569999999999	18.089014	0.23151327	0.0136857221	-0.075657919	0.05974836980000001	0.0268839705	-0.0041139883	-0.0771442031	-0.1476553342	-0.0050292523	0.0510721467	0.132974856	0.0779395672	0.08616872539999999	0.046160686	0.1369688665	-0.08566412550000001	0.021758362000000003	-0.0308497299	0.1112807997	-0.0300041613	0.0452028213	0.090161804	-0.0134729423	0.064557876	0.0905894751	-0.0190499367	0.0525518931	-0.0404334763	-0.05853385990000001	0.0086979454	-0.1152454309	0.0808016956	0.09248014019999999	0.0901788758	0.024844265299999998	0.1930904963	-0.19066334489999998	0.016718323	0.18255641399999997	-0.0562304856	0.0273711226	0.024320597700000002	0.07736525820000001	-0.0068247024	0.0784428545	-0.0559513378	-0.0915843181	0.0309856694	-0.0023156073	-0.0797042865	-0.151184138	-0.0048038139	0.0228042856	-0.1082428712	-0.112250747	-0.152647391	-0.0201178057	0.0194660589	-0.0656390162	0.0852677766	0.0150603381	0.0285575012	-0.0078903698	-0.10067465699999999	-0.0202894603	0.0133775418	0.1035232158	0.0394971148	-0.0259417653	0.16191034	-0.1696191066	-0.1446461583	-0.0518392363	0.0608179991	-0.0186193458	0.0883847574	-0.20707728890000002	-0.0039026246	-0.1126573553	-0.12137518720000001	-0.08910211720000001	0.012158944199999999	0.0814876836	-0.051152678	0.11875383099999999	0.1100111431	0.0959136145	-0.00314518	0.01521852	9.8921572324e-06	0.0002316033509904	-0.06584630000000001	-0.1198862	0.014372700950440003	0.004335735223690003	-0.142513	0.061036000000000014	0.020309955169	0.0037253932960000006	0.00164119	-5.331999999999993e-05	2.8430223999999925e-09	2.6935046161e-06	0.00127602	-0.0004414899999999999	1.9491342009999987e-07	1.6282270404000005e-06	-0.000440481	0.00021264099999999999	1.9402351136099998e-07	4.5216194881e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
