csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38
31122.49609375	n/a	968609763.105484	n/a	20462.1328125	n/a	418698879.2363892	n/a	20021.431640625	n/a	n/a	400857724.9402199	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-5.42685e-05	n/a	2.945070092250001e-09	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30215.81640625	-906.6796875	912995561.0962068	822068.0557250977	20425.494140625	-36.638671875	417200810.8887062	1342.392276763916	19768.640625	-252.791015625	63903.297580718994	390799152.1604004	1.383095	32.929413000000004	0.3020862986	-0.1379906211	-0.0697004121	-0.1269415186	0.19618106429999999	-0.12761531869999998	0.1396004446	-0.3061447984	0.0296482606	-0.09259666189999999	0.1803120573	0.2163109104	-0.052887540999999996	0.0087609978	-0.0756515243	0.281188851	-0.0464578686	0.0783175837	-0.09843208630000001	0.201571067	-0.032771123	0.07821457799999999	0.0280043198	-0.1129716207	0.0008901537	-0.0599083068	0.048824001900000004	-0.009037052	0.14779226199999998	-0.0171544473	0.0035160853999999997	-0.0333971617	0.123411143	-0.049074123	0.0935867579	-0.1287533566	0.024219743300000002	-0.11207678630000001	-0.0560024783	0.24806970239999998	-0.2945276684	0.254744257	-0.1454527853	-0.1887358689	0.1587523696	-0.0952724054	0.26481649399999996	-0.0394823521	0.029867606600000002	0.0297828409	-0.0827245942	0.1533801397	-0.0570099729	0.271193688	-0.23454024129999998	0.050097353	-0.0028818185999999997	0.1186732054	-0.0766179093	0.048403956399999996	-0.10406054070000001	-0.0722524401	0.0011968514	-0.08720357960000001	0.0889575477	-0.0633058429	0.0341315851	-0.1161463964	0.0126466293	-0.0050553055	0.26304656519999997	-0.1238840898	0.1148326825	-0.060076723099999986	0.10453844609999999	-0.038902553900000005	0.0100922396	0.073084459	0.11145033789999999	0.1114344244	0.11140790369999999	0.1113707782	0.0	0.031050900000000006	0.031050900000000006	0.00096415839081	0.00096415839081	2.9373600000000006e-05	2.9373600000000006e-05	8.628083769600002e-10	8.628083769600002e-10	0.1536	0.1536	0.02359296	0.02359296	0.0005946980000000001	0.0006489665	3.5366571120400007e-07	4.2115751812225e-07	-0.0008508639999999999	-0.0008508639999999999	7.239695464959998e-07	7.239695464959998e-07	0.00084829	0.00084829	7.195959241000002e-07	7.195959241000002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30745.923828125	530.107421875	945311832.0448649	281013.8787269592	20425.146484375	-0.34765625	417186608.90817636	0.1208648681640625	19774.29296875	5.65234375	31.948989868164066	391022662.4139557	1.491969	35.521542	0.5105017264	-0.0990058293	0.1119252616	-0.1353251644	0.0450805216	-0.10534389970000001	0.0411146599	-0.0719330431	0.049003298099999995	0.0512341612	0.0025668379	0.0149988838	0.0295021184	-0.0661155398	-0.0568940608	0.2610081727	0.032357602400000005	0.050463395099999996	-0.1358230574	0.0688475789	-0.1424589844	0.017732461499999998	0.092855978	0.1480851587	-0.18880382899999998	-0.0220825128	0.061357272000000004	-0.19350530719999998	-0.0828159201	0.046400133499999996	-0.0942635277	-0.0347506269	-0.0111168044	0.091019373	0.0853695754	-0.08402537210000001	-0.211048445	-0.0229622521	0.1453820921	0.0336058452	-0.0199305703	0.1101308342	-0.1435514345	-0.0328855097	0.10710734300000001	-0.0383488518	0.0711394833	-0.053209021399999994	-0.0180200355	0.0182439175	0.0187479926	0.0312344109	-0.028141383199999998	0.3072228125	-0.0748512189	0.0861739404	-0.0265189087	-0.048659014199999996	0.0047407602	-0.040067454100000004	0.2216544106	-0.1325857956	-0.057795343799999996	-0.1153456558	0.0208531954	0.0609395979	0.061563347699999986	0.1546383849	0.1586965376	0.0533954672	-0.0798137762	-0.23660681149999999	0.1599281467	0.1898251178	-0.0001742932	-0.0045592101	0.0812094361	-0.0326171137	0.11140790369999999	0.11126472820000001	0.1110262386	0.1106926392	0.0	0.072411	0.0413601	0.005243352921000001	0.0017106578720099998	0.0108531	0.010823726399999999	0.00011778977961000003	0.00011715305318205698	0.485414	0.33181400000000005	0.11010053059600004	0.235626751396	0.0016980299999999995	0.0011033319999999994	2.883305880899998e-06	1.2173415022239989e-06	-0.0016702799999999995	-0.0008194159999999996	6.714425810559993e-07	2.7898352783999984e-06	0.00145562	0.0006073299999999999	3.688497288999999e-07	2.1188295844e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30575.10546875	-170.818359375	934837074.4251863	29178.91189956665	20424.115234375	-1.03125	417144483.10702896	1.0634765625	19792.72265625	18.4296875	339.65338134765625	391751870.14723206	2.2488810000000004	53.542465	0.9033644	-0.1072142851	0.0436250672	-0.1042072009	0.08909457859999999	0.0378278133	-0.0036393557	0.0015877389	-0.0171458341	0.12148543880000001	0.0864072103	-0.1056740018	0.1700185615	0.2241884279	0.3604924957	-0.23121734160000001	-0.050812372800000005	-0.346144984	-0.0339459917	0.3193360924	-0.2369361073	0.2087138673	-0.1017228868	0.157086263	0.0698124262	0.14673095390000002	-0.10975847109999999	0.010842530900000001	-0.0598573372	-0.07629496570000001	-0.0104686598	-0.1185979474	-0.049644926	-0.0039982974	-0.0177603237	-0.041189599300000004	-0.0203685161	-0.0499011279	0.0546080704	0.0436263188	-0.1635129668	0.0776357975	-0.12253232230000001	-0.0897938717	-0.0309044925	-0.0101624164	-0.0052682617000000004	0.1158694864	-0.0717484478	0.1176527183	-0.1314142204	-0.2763559305	0.379438626	-0.28621361019999997	0.1265345295	0.3408719557	-0.0028211035	0.3833027020000001	-0.1343041358	-0.2866131639	0.0937932746	-0.0655464913	-0.0217262574	0.0776384324	0.0265703315	0.0259887938	0.060300383799999996	0.062437681900000014	0.07902657190000001	-0.0623789154	0.10006119949999999	-0.1392893989	-0.035113641099999995	-0.0472222088	0.0228663521	0.0146705274	0.0605453757	0.081887022	0.1113230515	0.1109255941	0.1102642158	0.10934049039999999	0.0	0.375305	0.302894	0.140853843025	0.09174477523600001	0.137347	0.1264939	0.018864198409	0.016000706737209998	0.564686	0.07927200000000001	0.006284049984000001	0.31887027859600003	0.00259281	0.0008947800000000006	6.7226636961e-06	8.00631248400001e-07	0.00174423	0.0034145099999999995	1.1658878540099996e-05	3.0423382929e-06	0.00504042	0.003584800000000001	1.2850791040000004e-05	2.54058337764e-05	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30699.76953125	124.6640625	942475849.2718658	15541.128479003906	20381.728515625	-42.38671875	415414857.28464127	1796.6339263916016	19877.291015625	84.568359375	7151.80740737915	395106698.1198464	3.436606	81.820412	1.3405915000000002	-0.062680425	0.0399729538	-0.0815917167	0.0790643559	-0.0008634500999999999	-0.0165506957	-0.1605534983	-0.0570582833	-0.024926385899999997	0.0636451381	-0.2224116107	0.129515234	0.0008392003999999999	-0.4014179545	-0.2003770774	-0.057515725	-0.2178580197	0.2269054352	0.0041028926	0.2978025513	0.1007562966	0.053757764000000006	0.0861130643	-0.182812841	-0.012473590900000001	0.12478518890000001	-0.1343633113	0.012134401000000001	-0.1851820061	0.1607509877	-0.0180536817	-0.030523786400000006	0.2159768487	-0.2400761474	-0.0444730645	0.061892626900000004	-0.0245049207	0.0807357943	0.0021489667000000002	-0.0915889724	0.0131561344	-0.08863192240000001	-0.0859854535	0.02679172	0.028926282999999997	0.1674629601	-0.023349344700000003	-0.0039727777	-0.2232855109	0.1650597845	-0.38597768	-0.2830496268	-0.24247113399999998	-0.0047487881	-0.06659620599999999	0.0480222655	0.0129923388	0.28177204829999997	0.0364255446	-0.2735166108	-0.2299604954	-0.1541284543	-0.1723079573	-0.1553453598	-0.0436408117	0.0662074439	-0.0068303087	0.0022579032	-0.2135486161	-0.1091629774	0.021699186800000003	-0.0041691954	-0.0121537529	-0.1290148234	0.016763794	0.1319648565	-0.006421942	0.11119581369999999	0.11041753859999999	0.1091244461	0.107322565	0.0	0.74441	0.369105	0.5541462481	0.136238501025	0.223847	0.0865	0.050107479409	0.0074822499999999985	0.502963	-0.06172299999999997	0.0038097287289999967	0.2529717793690001	0.00226382	-0.00032898999999999987	5.1248809924000015e-06	1.0823442009999996e-07	0.0159353	0.01419107	0.0002013864677449	0.00025393378609	0.00698563	0.0019452099999999995	3.783841944099997e-06	4.87990264969e-05	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30673.53515625	-26.234375	940865758.9817047	688.242431640625	20415.349609375	33.62109375	416786499.673008	1130.377944946289	19731.248046875	-146.04296875	21328.54872131348	389322149.4873085	2.447926	58.281437	1.71916535	-0.1535066901	-0.035218172799999996	-0.1328230731	0.05426935980000002	-0.0084814954	0.08508945650000001	-0.08459079900000001	0.040519486699999996	-0.0152990348	0.1110372175	-0.0376833135	-0.1296089576	0.07689171110000001	0.0224139228	0.0650836421	0.051723451	0.010674813100000001	0.089102258	0.0215024696	0.128538836	-0.1913793896	-0.08489152929999999	-0.1297388385	0.1181641767	-0.055746807599999997	-0.1044383826	-0.1057928365	0.058602654000000004	-0.11420354140000001	-0.0644295771	0.021158405	-0.045677309299999996	-0.07544327769999999	0.0571035916	0.1413800075	0.183311488	-0.1482463003	0.0218214417	0.079107392	-0.0690787048	0.042521074299999996	-0.139170682	-0.0437841724	0.0314948601	-0.0727594013	0.0715561495	-0.0250289523	-0.0603665669	-0.0547831881	-0.1453130011	-0.0182911246	0.0342616412	0.0096190923	0.023069598900000002	-0.0735514176	0.0342944321	0.0217034784	0.059064070999999996	0.07197669999999999	-0.1575804424	0.0697539625	0.21700041309999998	-0.1417697457	0.037508383	0.0971901261	-0.07561386070000001	0.0289996348	0.031032147200000002	0.0332037487	0.047289364400000006	-0.0069166257999999994	-0.1153155394	-0.17246489140000001	-0.0472127277	0.0350233653	-0.2418600612	0.0045750683	0.1110262386	0.10974133550000001	0.10761083390000001	0.1046511502	0.0	0.25966	-0.48475	0.06742331559999999	0.2349825625	0.0852184	-0.13862860000000002	0.00726217569856	0.01921788873796	0.457196	-0.045767000000000065	0.0020946182890000053	0.209028182416	0.000865965	-0.001397855	7.49895381225e-07	1.9539986010250003e-06	0.00151212	-0.01442318	0.0002080281213124	2.2865068944e-06	0.00180627	-0.005179359999999999	2.682577000959999e-05	3.2626113129e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30613.673828125	-59.861328125	937197025.2548256	3583.378604888916	20394.380859375	-20.96875	415930770.63724136	439.6884765625	19693.955078125	-37.29296875	1390.7655181884766	387851866.61920553	1.236712	29.444252	0.21583445000000004	-0.053879508	0.1373338173	-0.0873797567	-0.0382960994	-0.04343581690000002	-0.0277472317	-0.0040385225	-0.04236143059999999	0.1248269694	0.0501717981	-0.052983798799999995	-0.0195142332	0.023228564700000003	-0.0069537348	0.11038720279999999	-0.1022360482	0.0633965991	0.0834993993	-0.050136525999999994	-0.07094979230000001	-0.0202278319	0.0403238072	-0.0245604346	-0.0356526031	-0.1812446813	0.07186107950000001	0.0034453708	-0.2500262886	0.1397893571	0.0013680822	0.0108279421	-0.1429601846	-0.0234447623	-0.011404838300000001	-0.1553429926	0.027708824700000002	0.0157237702	0.1406746023	0.0593441787	0.035124533799999996	0.09098835300000001	-0.08913413869999999	0.0285868042	0.020357125	0.021931947599999998	0.0051206116	0.08350915490000001	-0.08744012849999999	-0.038969383999999996	-0.0110460908	-0.0179390507	-0.0332412739	0.0655725329	-0.0170057547	-0.0320903316	0.1362502542	-0.059385925599999986	-0.0043542037	0.013372279099999999	0.0274630262	0.0837214155	-0.022305838999999997	-0.0400030833	0.0078441851	-0.1578557662	-0.0225531884	0.1310359872	0.0024312706	0.028780565	0.009129279399999999	-0.0221232848	0.1292724916	0.017418627199999998	-0.0118175388	0.12535646109999998	0.19630460730000002	-0.0719272855	0.1108143908	0.10889801439999999	0.10572856480000001	0.1013425123	0.0	0.263633	0.003973000000000004	0.06950235868900001	1.5784729000000035e-05	0.117637	0.032418599999999985	0.013838463768999998	0.0010509656259599994	0.626521	0.169325	0.028670955625	0.392528563441	0.000907232	4.1267e-05	8.23069901824e-07	1.7029652889999993e-09	0.00138632	-0.00012580000000000013	1.5825640000000033e-08	1.9218831424e-06	0.00184156	3.528999999999989e-05	1.2453840999999919e-09	3.3913432336e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30823.392578125	209.71875	950081530.0252113	43981.9541015625	20369.294921875	-25.0859375	414908175.61432266	629.3042602539062	19764.89453125	70.939453125	5032.406009674072	390651055.83143616	0.9339710000000002	22.236431	0.3495138	0.0084036658	0.1553130922	-0.032235512200000004	-0.0902861933	-0.0228909375	-0.0795024004	0.0419543245	-0.0367282756	0.1782382813	-0.1005976594	0.0010203748	-0.11326385859999999	-0.0008775635000000001	-0.0982415941	0.0264287011	-0.0205929581	0.008652652299999999	-0.0834920212	-0.0076289834	-0.1184453942	-0.0173996152	-0.10366894300000001	0.1384103031	0.0263862402	0.0035647885	-0.0625054532	-0.034938827799999995	-0.046918303499999994	0.1420673049	-0.0742490947	-0.0823718763	-0.098135982	0.0589407169	-0.11798501789999999	0.0148800376	0.0353353713	0.0607696238	0.142870564	-0.0553277079	0.071950866	0.0146021622	-0.0370637992	0.07830748259999999	0.0008492422999999999	0.0674102804	-0.029963433900000006	0.0497212154	-0.1499017426	0.040625057400000004	-0.021875365299999998	0.0197850784	-0.1245130722	0.0419899579	0.04489525019999999	0.0449361448	-0.00834396	0.0136543449	-0.0349121845	-0.1090179218	0.1456514887	0.1207695865	0.0154709153	-0.0038207602000000004	0.1530479206	-0.0681244863	0.0647329432	0.0173567573	-0.01748844	0.0087673253	-0.24972195879999998	0.0852285218	-0.09911499019999999	-0.0541003103	-0.036820101699999996	-0.0404496543	0.0804254885	-0.0010389684	0.110560351	0.10788885960000001	0.10348408699999999	0.0974167978	0.0	0.28606	0.02242699999999997	0.08183032359999999	0.0005029703289999988	0.0630288	-0.0546082	0.003972629629439999	0.0029820555072399995	0.786956	0.160435	0.025739389225	0.619299745936	-0.000370359	-0.001277591	1.37165788881e-07	1.632238763281e-06	0.000587559	-0.0007987609999999999	6.38019135121e-07	3.4522557848099997e-07	0.00200608	0.00016452000000000006	2.7066830400000012e-08	4.0243569663999985e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30731.43359375	-91.958984375	944421010.727066	8456.454807281494	20344.75390625	-24.541015625	413909011.5058746	602.2614479064941	19808.337890625	43.443359375	1887.3254737854004	392370249.98917013	0.855986	20.379728	0.06754845500000001	-0.0034742546999999998	0.1035194518	-0.030508463	-0.1109622448	-0.013527911100000001	-0.06098901280000001	0.0172612946	-0.0712554183	0.0777114654	0.0733408291	0.0847198082	-0.1460270685	9.57157e-05	-0.0075829488	-0.0760801304	-0.054429008200000004	0.0754490572	0.0242713037	-0.042533674800000004	0.02324603	-0.0184106847	-0.0088865431	0.0619716238	-0.0216004058	-0.019647792600000002	-0.1038967357	0.0082830402	0.0519205295	0.1390749406	0.0501632583	0.0164959926	0.09201878880000001	-0.0703447939	-0.1405679244	0.1401763939	-0.0455395873	0.0343004553	0.0923354071	-0.006138079300000001	-0.0018849287	-0.0891147351	-0.026057066299999997	0.1015930817	-0.012395931200000002	0.0776978301	-0.0008088038	0.09246755220000001	-0.1110439673	-0.0461214255	-0.0687736812	0.1143157172	-0.030653757900000002	-0.0503933162	-0.0853562313	-0.0754432	0.0216045017	0.0084636853	0.0429722191	-0.013601198799999999	0.0697081983	-0.0092118846	-0.0080700741	0.029094142000000007	0.0441615145	-0.014964571299999996	-0.0636023913	0.0250686169	-0.0991921554	-0.0677844605	0.06474952769999999	0.1470209061	-0.1703208568	0.049687542	-0.0481003843	0.0029205908	0.09242762869999999	0.015578506899999999	0.1102642158	0.1067154078	0.10088508970000001	0.0928979103	0.0	0.275289	-0.010770999999999977	0.07578403352100001	0.00011601444099999946	0.0908015	0.0277727	0.008244912402249999	0.0007713228652899999	0.7861130000000001	-0.0008429999999999271	7.106489999998772e-07	0.6179736487690001	1.30291e-05	0.0003833881	1.6975744681e-10	1.4698643522161e-07	0.000447762	-0.00013979700000000002	1.9543201209e-08	2.00490808644e-07	0.00196603	-4.004999999999981e-05	1.6040024999999847e-09	3.8652739609e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30803.9140625	72.48046875	948881121.5698851	5253.4183502197275	20343.599609375	-1.154296875	413862045.06656265	1.3324012756347656	19812.78515625	4.447265625	19.77817153930664	392546455.64772034	0.846578	20.155743	0.20468380500000008	0.0077946571	0.0838306836	-0.0124551579	-0.1098453259	0.011222834	-0.054719739100000005	0.0276720367	-0.0851097422	0.0084334109	-0.011800949299999999	0.0664545358	-0.0542853082	-0.0529417708	-0.0057153271	-0.0007215486999999999	0.056944497000000004	-0.0269693594	-0.0121602694	0.0737433042	0.0220614294	-0.0373272595	0.0821674477	-0.17465827579999998	0.0699779659	0.0008935844	-0.0183590872	-0.006049321	-0.010627676499999999	-0.005474542099999999	0.1272546444	0.0900245577	-0.0652739215	0.0745833375	0.055281710199999994	0.1651478449	-0.1751531431	0.0301649977	0.08561252359999999	-0.0473777837	-0.0100311792	-0.1057615785	-0.0050426106	0.11565696519999999	-0.0179792249	0.0620389416	0.0015569714000000002	0.0741258146	-0.0206555686	0.019125672399999998	0.0129414053	0.0882112396	-0.014969543100000001	0.0172195991	0.0527325653	0.028280915400000002	-0.0139901041	0.051591604699999995	-0.0409168351	0.0909709477	-0.0536729947	-0.07516481	0.023008364700000002	-0.1208718927	-0.042710603	-0.0141800681	-0.026028212000000002	0.0294927364	-0.08788942779999999	-0.0187025345	-0.0254148971	0.107477534	-0.1137015453	0.1199520689	0.0872226259	-0.032661564500000004	0.0334913784	-0.0034587252000000002	0.1099260982	0.1053794461	0.0979404768	0.0878133654	0.0	0.261996	-0.013293000000000001	0.06864190401600001	0.00017670384899999995	0.0951089	0.004307400000000003	0.00904570285921	1.8553694760000026e-05	0.8469129999999999	0.06079999999999985	0.003696639999999983	0.7172616295689999	-0.00212718	-0.0021402091	4.524894752400001e-06	4.580494991722811e-06	0.000676721	0.00022895900000000004	5.242222368100002e-08	4.579513118410001e-07	0.00212253	0.00015649999999999996	2.4492249999999986e-08	4.5051336009000015e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
