csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32
31840.28125	n/a	1013803510.0791016	n/a	21619.126953125	n/a	n/a	467386650.2153359	22374.09765625	n/a	n/a	500600245.9314117	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31907.802734375	67.521484375	1018107875.3357887	4559.150852203369	21657.21484375	38.087890625	1450.687412261963	469034954.7883453	22167.869140625	-206.228515625	42530.20065689087	491414422.23587424	2.420546	55.89167800000001	0.2358863	-0.0880480096	-0.042765200999999996	-0.0384397517	0.10491590560000001	-0.0085683323	0.0587530946	-0.00141299	0.0072774064	-0.0779740869	-0.0067099026	0.1657300381	-0.0236306104	0.11506674289999999	-0.0811122282	0.057439153	-0.13273401070000002	0.1687324468	0.0339075455	-0.132567782	0.0687446158	-0.1007108345	0.038745106	-0.0783159353	0.17716089999999998	-0.0773752055	0.13851671470000002	-0.17370726399999994	0.013402373300000001	-0.1626020205	0.008257531700000001	-0.0628448094	-0.0346402772	0.0716892006	-0.04669355	0.0402440597	-0.1661680158	0.021185702200000003	-0.0429090506	0.0930438129	-0.0140866026	0.06450765480000001	-0.0054811692	0.0318321375	-0.0800766075	-0.16471892189999998	0.0325354393	-0.0248083921	0.0951595796	-0.0386269031	0.0390001316	-0.10729347939999999	0.061944296600000004	-0.1311772516	0.0649439115	-0.0740242869	0.0308956133	-0.2138744985	0.21034267829999997	-0.0265514359	0.060380855899999995	-0.1402808372	0.17466647719999998	-0.045123698	0.0716715401	-0.0817719283	0.0830803458	-0.026646280699999997	-0.0296750496	0.1221610506	0.12213587039999999	0.1220939072	0.0	-0.0316204	-0.0316204	0.00099984969616	0.00099984969616	-0.0567903	-0.0567903	0.00322513817409	0.00322513817409	-0.0106421	-0.0106421	0.00011325429241	0.00011325429241	-0.00261173	-0.00261173	6.8211335929e-06	6.8211335929e-06	-0.000105974	-0.000105974	1.1230488676e-08	1.1230488676e-08	-1.8966e-05	-1.8966e-05	3.5970915599999984e-10	3.5970915599999984e-10	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31556.646484375	-351.15625	995821937.339817	123310.7119140625	21636.001953125	-21.212890625	449.9867286682129	468116580.5156288	22111.69921875	-56.169921875	3155.0601234436035	488927242.34046936	1.336467	30.859718	0.17602255	-0.0337207088	-0.1399090973	-0.0228113664	0.0809378056	0.0939283171	0.0249600335	0.0689897543	0.019526947700000002	0.0051998918	-0.014238841100000003	0.23790522120000002	-0.0535626832	0.1333483059	-0.066730921	-0.10776990089999999	-0.2332190306	-0.11812485369999999	-0.0800295597	-0.08467667	-0.1410571024	-0.1288577808	-0.0224128686	-0.0320882475	0.0719096712	-0.11539114589999999	0.0373645434	-0.08692937140000001	-0.07264802349999999	0.0357166537	-0.1353189219	-0.1372605969	-0.0815299231	0.0173231229	0.014766067800000001	0.09171674880000001	-0.17007510539999998	0.120085074	-0.0149978341	0.0797712208	0.09120002029999999	0.016552202	0.033417119	0.0591817005	-0.012159570500000001	-0.2513501373	0.0799976513	0.0159998023	0.0991260318	-0.0927084391	-0.24931361429999999	0.062306309500000004	0.0174690676	-0.0505371954	0.0876708191	-0.21690329260000002	0.0181177621	-0.0290276713	0.10528105089999999	-0.0011856917	0.0219641341	-0.027439036200000003	0.1732295206	0.0473650963	-0.1702765007	0.0342910386	0.1376263493	-0.165426585	-0.0543248722	0.1220939072	0.1218673892	0.12149017050000001	0.0	-0.0408607	-0.0092403	8.538314409e-05	0.00166959680449	-0.0369426	0.019847700000000003	0.00136475569476	0.0003939311952900001	0.014992600000000003	0.025634700000000003	0.0006571378440900003	0.00022477805476000005	-0.00144732	0.00116441	1.3558506481000002e-06	2.0947351824e-06	0.000310442	0.00041641599999999996	1.73402285056e-07	9.6374235364e-08	-0.0008641369999999997	-0.0008451709999999997	7.467327547689996e-07	7.143140192409995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31699.95703125	143.310546875	1004887275.7830963	20537.91284561157	21634.89453125	-1.107421875	1.2263832092285156	468068661.3783112	22088.24609375	-23.453125	550.049072265625	487890615.4980621	1.544295	35.658588	0.2663866	0.0135247101	-0.0297642323	-0.0351309123	-0.0237770162	0.0246727917	0.016620831399999998	0.0322255819	0.024020906499999998	-0.0395579271	0.034181307200000004	0.0394847256	0.14163927869999998	-0.0961244134	-0.0786864554	-0.10847269949999999	-0.0772367725	-0.0297458848	-0.1503039063	0.0456839333	0.0488965749	-0.0034203541999999997	0.1448958124	-0.1032362887	0.08004016230000001	-0.0643391598	0.0171562543	0.1476433129	0.0204819052	-0.0629253352	-0.07093390969999999	-0.022561951299999997	0.0398813245	-0.17180843739999999	0.0168665123	0.066862947	0.131126731	0.011966506399999998	-0.029096	-0.0152006701	0.027752339900000002	0.0023744934	-0.0009671346	0.0363020274	-0.045006995599999995	-0.0517483509	-0.0162515657	-0.15031681300000002	-0.0850897026	-0.1200157459	-0.0608367307	0.0268728337	0.0120839743	-0.08697644189999999	-0.100446646	-0.024057454300000003	0.1317412758	-0.0356992432	0.00862277	-0.0606505901	0.048229714699999995	-0.1370202513	-0.0862555087	-0.10550560199999999	-0.0794230468	-0.1329369104	-0.037680218	0.0122808554	0.1984261448	0.1219596574	0.12133101710000001	0.1202856824	0.0	-0.0415259	-0.0006652000000000048	4.424910400000063e-07	0.0017244003708100006	-0.026235200000000004	0.010707399999999995	0.0006882857190400002	0.00011464841475999991	0.134172	0.11917940000000002	0.014203729384360004	0.018002125584000002	-0.000181579	0.0012657410000000001	1.6021002790809998e-06	3.2970933241000004e-08	0.00101582	0.000705378	4.97558122884e-07	1.0318902724e-06	-0.00160971	-0.0007455730000000004	2.5911662841e-06	5.558790983290004e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31423.859375	-276.09765625	987458938.0197754	76229.91578674316	21596.232421875	-38.662109375	1494.758701324463	466397254.8196449	21989.158203125	-99.087890625	9818.410068511965	483523078.4820595	1.012283	23.374157	0.22678405	0.061432672599999995	-0.057078699299999994	0.026975803399999998	0.0049444070000000005	0.0354727755	0.0084599453	-0.044059977199999996	0.0871730303	-0.09147262449999999	-0.0039689161	0.0495004972	0.0633782784	0.005535319499999999	-0.0848435847	-0.1621351239	-0.0763209445	-0.0469119618	-0.1064176596	0.0604126943	0.0386705994	0.0064074299	0.0817660592	0.028446838500000002	0.1044639339	0.0589424458	0.0230629088	0.1722542865	0.006555887099999999	-0.1094710478	-0.0130008755	0.0161926607	0.051236538	-0.0497816649	0.0946672002	0.0311661351	-0.0130385229	-0.0473629472	0.0307500229	0.0023873035	0.0161173132	-0.0032782743	-0.0856016898	0.047952122699999995	-0.10181347449999999	-0.052517132300000005	-0.0399037915	-0.0682118263	0.015353510800000001	-0.1472248876	-0.1177580141	0.0040606268	-0.018943340700000002	-0.010272438100000001	-0.1576555602	-0.047208222	0.0564376458	0.021412021899999998	-0.0547882413	-0.0827731588	0.122636088	-0.0098391576	-0.058131982400000004	-0.021616702	-0.1030500032	-0.13673099619999998	-0.0868736366	0.0408053433	-0.002516352	0.121758375	0.12052793310000001	0.11848639890000001	0.0	-0.0309708	0.010555100000000008	0.00011141013601000017	0.0009591904526399998	-0.141097	-0.1148618	0.019908363409	0.01319323309924	0.115566	-0.018606000000000008	0.00034618323600000043	0.013355500356000001	-0.00102926	-0.0008476809999999999	7.185630777609999e-07	1.0593761476e-06	0.00112767	0.00011185000000000014	1.2510422500000031e-08	1.2716396289000002e-06	-0.000914018	0.0006956919999999999	8.354289043240002e-07	4.83987358864e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31422.408203125	-1.451171875	987367737.2838172	2.105899810791016	21603.80859375	7.576171875	57.39838027954102	466724545.7553864	22079.296875	90.138671875	8124.980167388916	487495350.4943848	1.160802	26.803532	0.24475018	0.0819121988	-0.0131587912	0.0417571987	-0.0059967225	0.0111168801	-0.0090554695	0.0185531299	0.0300195705	-0.0055672068	-0.09373613439999999	0.0080922103	-0.0499067734	0.0287307267	-0.0570926005	0.1252073038	-0.0840111375	-0.1262919595	0.0520957413	0.0990678331	0.0153035046	0.06568447940000001	0.053308541699999996	0.047460536	-0.1260196782	0.053389317	0.0444501479	0.1469181615	-0.0092194589	0.036749485	-0.0626049925	0.3381012813	-0.092831975	-0.0233980095	0.0710444406	-0.0175609036	0.003967647899999999	0.0440560788	0.0465462593	-0.0040035228	0.0123785609	-0.017597832	0.0079265026	0.0345479567	0.0025872274	-0.0468571123	-0.11099632300000001	0.11573379199999999	0.0542489563	-0.0171537763	-0.0056733939	0.0731171023	0.19930264309999998	0.06557502700000001	-0.049635982599999996	0.0620904167	0.0846346339	0.10633375210000001	-0.0956601062	0.0857512334	0.0757274544	0.20275261460000002	-0.1577492788	0.0260593126	-0.2125323846	0.032303873399999995	-0.1323625858	-0.0066057246	-0.0661920587	0.12149017050000001	0.1194599025	0.1161012174	0.0	-0.0181371	0.012833699999999995	0.0001647038556899999	0.00032895439641000005	0.007224979999999998	0.14832198	5.220033600039997e-05	0.0219994097511204	0.0883197	-0.027246299999999998	0.0007423608636900001	0.007800369408090001	-0.000588024	0.0004412359999999999	1.9468920769599995e-07	3.457722245760001e-07	0.000823631	-0.00030403900000000014	9.243971352100007e-08	6.78368024161e-07	-0.000532329	0.0003816890000000001	2.8337416424100003e-07	1.4568649272100004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31569.103515625	146.6953125	996608296.7802467	21519.514709472656	21620.826171875	17.017578125	289.5979652404785	467460124.35443497	22117.51953125	38.22265625	1460.971450805664	489184670.2152252	1.290189	29.791151	0.14687287	0.052206969000000006	0.1067828102	0.0433072983	-0.013960998899999999	-0.0575603125	0.0094103572	0.0064915954	-0.050238482699999996	0.0206310834	-0.05886883900000001	0.076685222	0.018067137900000002	0.0169902215	-0.0625488052	0.0953797373	0.0266674371	0.0057946362	0.0951611552	0.11956682119999999	-0.0415429919	0.1695483468	0.1535941872	0.0358788047	-0.0030603767	-0.0911084111	0.11713804359999999	0.1631108688	-0.0356402973	-0.0366120941	0.0548931812	-0.1538042485	-0.1037459723	-0.1275763947	0.00240058	-0.11191891890000001	0.0682651157	0.0373678356	0.0341435991	-0.0089152923	-0.048849815899999996	0.0116433686	0.0349586726	-0.019994390600000002	0.0191466284	-0.099506885	-0.10156363730000001	0.0789013668	0.0016565731	-0.0114066001	0.0629626809	-0.0744052661	0.1360454008	0.1200324708	0.0515448549	0.0200529925	0.0537486717	-0.040409185800000004	-0.1707424891	0.0890362964	0.0867395549	-0.034961800000000015	-0.0763800226	-0.0741010045	0.1196755339	-0.061872522699999995	-0.0114413924	-0.1977050843	0.1588027341	0.1211551914	0.1181292731	0.11314193199999999	0.0	-0.0238461	-0.005708999999999999	3.2592680999999985e-05	0.0005686364852100001	0.0543637	0.04713872	0.0029554118776899995	0.0022220589232384	0.10865	0.0203303	0.0004133210980899998	0.0118048225	0.000244791	0.000832815	6.93580824225e-07	5.992263368099999e-08	0.00038645	-0.000437181	1.9112722676100004e-07	1.4934360249999998e-07	-0.000328428	0.000203901	1.0786495118400002e-07	4.1575617801e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31750.294921875	181.19140625	1008081227.6260414	32830.32569885254	21601.146484375	-19.6796875	387.29010009765625	466609529.43942636	22148.912109375	31.392578125	985.4939613342284	490574307.62881845	0.999586	23.080973	0.19224003	-0.024581334	0.0552940196	0.0211424717	-0.0013464389000000002	-0.050736332800000006	-0.1135188772	-0.0817669702	-0.043058934800000004	0.013408678799999999	0.07290008860000001	0.06691864809999999	-0.0451073545	-0.0286323768	-0.0197020927	-0.0452802319	-0.08117783190000001	0.0292730673	0.0457121199	0.0377070753	-0.0217135036	0.0425566734	0.20541708530000002	0.0037874052000000003	0.0219702235	0.0725222045	-0.0873834339	-0.0705575779	0.0706863121	0.0165023333	0.0634744925	-0.08481199460000001	-0.0654788624	0.1685106113	-0.0398347835	-0.0580080271	-0.060362318099999986	-0.0328639737	0.0198583208	-0.0133513086	-0.0939162818	-0.084014658	-0.0225088724	-0.08822222869999999	-0.0089368295	-0.051209697900000004	0.06844150809999999	0.007705273	-0.0251793554	-0.0414986339	-0.0648636048	-0.0807434512	0.0749268746	0.0603555634	-0.0020712316	-0.0158461095	0.0738926149	-0.08875884880000001	-0.1434251654	-0.1053658081	-0.0384219899	-0.072176908	0.0233068841	0.0252358331	0.1578292439	0.08428302720000001	0.0513048216	0.0031076784	-0.12036309210000001	0.1207536218	0.11653897	0.10962317619999999	0.0	-0.023865200000000003	-1.910000000000453e-05	3.6481000000017294e-10	0.0005695477710400003	-0.0768796	-0.1312433	0.005910472896160001	0.017224803794889998	0.0998937	-0.008756299999999995	7.66727896899999e-05	0.00997875129969	0.0008451869999999997	0.0006003959999999997	3.604753568159997e-07	7.143410649689996e-07	7.508239999999997e-05	-0.0003113676	9.694978232976e-08	5.637366789759996e-09	-0.000195765	0.000132663	3.8323935225e-08	1.7599471569000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31613.765625	-136.529296875	999430176.9924316	18640.248905181885	21572.703125	-28.443359375	809.0246925354004	465381520.1193848	22114.3828125	-34.529296875	1192.2723426818848	489045927.1777954	1.00907	23.299959	0.21059577	-0.018698433799999997	-0.0091587853	0.0543775558	-0.017045617199999998	0.0394173726	-0.0165508456	0.06096482650000001	-0.0344711267	0.0924901473	0.08800768939999999	0.0370984492	-0.026876757799999998	-0.0197514633	0.0661109592	0.0666160405	0.0552776416	-0.032833302	-0.029601722900000002	0.027516131800000003	-0.1171403144	-0.0459825137	-0.0001435765	-0.0684827863	-0.2161666602	0.1124581243	-0.132740684	-0.005729574300000001	0.1162127843	0.0033436955	-0.0626056768	0.10659530099999999	0.0027686307	0.0209804659	-0.017133038899999998	-0.0105774552	-0.0433404136	0.0452000868	0.06270295969999999	-0.0164723333	0.030679130899999997	-0.0206902124	0.0675533302	-0.0061312229	0.10555445179999999	-0.0180311324	0.1309730997	0.0134818629	-0.0162564229	0.055188697300000006	0.0669941153	0.1271332348	-0.030194163599999997	0.0917958123	0.0732574559	-0.0033071019	0.0030780804999999997	0.06417262929999999	-0.06746017309999999	0.0148452194	-0.1849001646	0.047724667699999994	-0.0579284144	-0.0776215158	0.0915989266	-0.013555925600000001	-0.1598261277	0.11671956119999999	0.123613567	0.1202856824	0.1146924889	0.10556234960000001	0.0	-0.0267654	-0.0029001999999999947	8.411160039999971e-06	0.00071638663716	0.060696300000000016	0.13757590000000006	0.0036840408336900007	0.01892712826081001	0.07277029999999997	-0.027123400000000037	0.0007356788275600018	0.005295516562089995	0.00133956	0.0004943730000000003	2.4440466312900033e-07	1.7944209936000004e-06	-0.000157806	-0.0002328884	5.423700685455999e-08	2.4902733636e-08	-0.00032842900000000004	-0.00013266400000000006	1.0786560804100001e-07	1.759973689600001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31668.53515625	54.76953125	1002896118.9426422	2999.7015533447266	21599.662109375	26.958984375	726.7868385314941	466545403.23917013	22107.494140625	-6.888671875	47.45380020141602	488741297.17776865	0.940533	21.717407	0.23491808	-0.0201321438	0.0017230245	-0.0022250981	0.020225301299999998	0.0076682781	-0.1040627408	-0.0551498734	-0.014854624299999999	-0.0434616076	0.12497840369999999	0.0558638262	0.09675674050000001	-0.0419217999	-0.0303212975	-0.1464443866	0.0165865022	0.0107801502	-0.0508693238	0.0200300234	0.0196457577	-0.0253244535	-0.0691159253	0.12133495710000004	0.022404626299999997	0.13341601179999998	-0.1052055858	-0.0046152231	0.0486755775	0.0703132883	0.0597999979	-0.0501070425	-0.033126009	0.0146428906	-0.00939761	0.0317488257	0.0169515819	0.0743611034	0.0051638535	0.013772226499999998	-0.0186811566	-0.1050402583	-0.038391693500000004	-0.0650139625	-0.0403163726	-0.0085989649	0.09346591480000001	-0.12249103	-0.0336558249	-0.0834724422	-0.038778580099999994	-0.035761187400000005	-0.10311428660000001	0.012770556200000002	-0.1431985578	-0.010951627700000001	-0.144118653	0.0872121723	-0.046245213099999995	-0.1217976427	-0.0205877557	0.038742106	-0.0770340707	-0.0093601748	0.0983099826	0.0865766456	0.06127325860000001	-0.0487489715	-0.0293417377	0.11975163039999999	0.11259388880000001	0.1009795324	0.0	-0.0275597	-0.0007943000000000013	6.30912490000002e-07	0.0007595370640899999	-0.123725	-0.1844213	0.015307875625	0.03401121589369	0.0716846	-0.0010856999999999672	1.1787444899999291e-06	0.00513868187716	0.00144247	0.00010290999999999991	1.0590468099999978e-08	2.0807197009e-06	-0.00059888	-0.000441074	1.94546273476e-07	3.586572544e-07	9.99226e-05	0.0004283516	9.98452599076e-09	1.8348509322256e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
