csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49
30291.23046875	n/a	917558643.3109283	n/a	21992.845703125	n/a	483685262.1214638	n/a	22146.8515625	n/a	n/a	490483034.1314087	n/a	n/a	n/a	-0.0412238323	-0.031934114300000004	0.0373969897	-0.0213617985	0.0275543674	-0.0515769388	0.1053123137	-0.12236626710000001	-0.0292026919	0.048541120300000004	-0.0805558589	0.11459876890000001	-0.024094889700000004	0.0502516143	-0.1487754216	0.07963000099999999	-0.0001381419	0.0538949653	-0.0153915332	0.0078159644	-0.044261240300000004	0.042366145099999995	-0.0478125078	0.16622655779999998	-0.012066081299999998	0.0226600079	-0.0712790086	0.0940648992	-0.0837875986	0.0815334115	-0.0331234352	0.1007074917	-0.0304174104	-0.061506363099999996	0.0375430012	-0.1346503185	0.0256241193	0.0355554627	0.046184028200000005	-0.0468173324	-0.0941938058	-0.035450671600000004	-0.09512653480000001	-0.0023452865	0.0039262418	-0.0300871217	-0.0393204672	0.040908813100000004	-0.046413843499999996	0.0079260539	-0.0845976548	0.147561511	0.0066957915	-0.0765400525	0.0274727837	-0.1564906176	0.0539917475	-0.0399022283	0.0400845727	-0.1347322278	0.0585334624	-0.0717751821	0.0043520322	-0.0405473756	0.026988816000000002	-0.0107315026	0.0289322146	-0.019227535900000002	0.1090802759	-0.0807435185	0.05897696860000001	-0.0253237816	0.0772452447	-0.1372807373	0.1423001971	-0.0871538324	0.0568715471	-0.0102928449	-0.0509040155	0.023172382999999998	0.055917282699999994	0.01522121	-0.0674046125	0.07015196230000001	0.014851682	0.034508315899999996	0.15525068150000002	0.11110588789999999	0.11109021890000001	0.1110641056	0.1110275503	0.027568900000000004	n/a	n/a	0.0007600442472100003	0.0333117	n/a	n/a	0.00110966935689	0.115212	n/a	0.013273804943999998	n/a	0.000941973	n/a	8.873131327290001e-07	n/a	-0.0	n/a	0.0	n/a	0.000475689	n/a	n/a	2.26280024721e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30270.837890625	-20.392578125	916323626.6004982	415.8572425842285	21973.361328125	-19.484375	482828608.05633926	379.640869140625	22152.056640625	5.205078125	27.09283828735352	490713613.40945816	1.272278	37.005512	0.41736255	0.0756770776	0.0864822535	0.1077956575	0.00179127	-0.0178509089	0.06234787570000001	0.0462926528	0.1015498725	0.0059668925	-0.1366424244	0.0220873846	-0.1121175824	-0.028467230899999998	-0.0133203895	-0.14112950929999998	-0.1997736743	-0.0026786511	-0.189798088	0.041125478	-0.0911469755	0.0213657801	-0.05896479440000001	0.0498136694	0.0091646636	0.005681440899999999	0.1443426266	0.0278847648	0.0236442127	0.048986899699999996	-0.06528278280000001	0.08263236730000001	-0.0080894069	-0.0175309212	-0.0170069721	0.0345696446	-0.033285852799999995	-0.013893246599999999	0.090608341	-0.0087720877	-0.020681943	0.02506946	0.0745346009	0.0010650791999999999	-0.08871569289999999	0.0140624428	0.08770288550000001	-0.09848658460000001	-0.0013766656	0.019503078	-0.08406353400000001	-0.0306545668	-0.1114289478	0.06093195	0.1107228867	-0.0727546167	0.0499109722	0.0691302327	0.0854489753	-0.222715009	-0.1086707397	-0.025456188199999997	0.1085505492	-0.07341075080000001	0.0737849696	0.109787828	0.0525270866	0.0501902049	0.0342422121	0.0716429457	0.0241900967	-0.0120973145	-0.1043578808	-0.0706854725	0.0130041523	-0.0229916333	-0.053992259699999996	-0.0875530011	0.0239296392	0.040272252200000004	-0.0352169222	0.0021955007	-0.049489672	-0.066876209	0.0711273908	0.0628315534	0.0283088566	-0.10074101029999999	0.1110641056	0.1109231287	0.1106882998	0.1103598175	0.017780400000000002	-0.009788500000000002	9.581473225000004e-05	0.00031614262416000005	0.054764699999999986	0.021452999999999996	0.0004602312089999997	0.0029991723660899986	-0.0996162	-0.2148282	0.009923387302439995	0.04615115551523999	-0.000902798	-0.001844771	8.15044228804e-07	3.403180042441e-06	0.000776878	0.000776878	6.035394268840001e-07	6.035394268840001e-07	-0.000328519	-0.000804208	6.467505072640001e-07	1.07924733361e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30308.76171875	37.923828125	918621036.9239656	1438.216739654541	22031.990234375	58.62890625	485408593.68759537	3437.348648071289	22044.474609375	-107.58203125	11573.893447875977	485958860.8033791	1.301864	37.866066	0.370668005	0.016071909	-0.015801084	-0.0176958807	-0.0255644388	-0.0631108626	0.0553223263	-0.13301067589999999	0.0026709463	0.1514149832	0.10352009400000001	-0.0006146992	-0.10780948480000001	-0.1170980123	0.042900796	-0.0032416682	0.040344418199999996	0.0838981956	-0.0027484995	-0.10951593789999996	-0.0900328016	-0.0030293706	-0.0378276439	-0.0791755931	0.031429225400000003	0.0074208879	0.1559588179	0.023909420600000002	0.09975314	0.0496785053	-0.21978784010000002	-0.0828755146	0.0223571987	0.024389502599999998	0.19003149079999998	0.0528985835	-0.08740899519999999	0.071543249	-0.028562014900000002	0.0900428965	-0.0176858015	-0.1614796465	0.0104438038	-0.0222244054	0.08434049880000001	0.0004162847	-0.0226460481	0.023043184900000003	-0.0159930924	0.0715791829	-0.013617063799999999	0.151303791	-0.0323688373	0.0714668027	-0.1732563909	-0.0807909795	0.0847200818	-0.0861071168	-0.0284581923	-0.0248405142	-0.0874886431	0.1378640238	-0.0037574771999999996	-0.0707926504	-0.0346055285	0.0844699391	0.013747545600000001	0.10607195	0.080504964	0.044585919800000005	0.0666663283	-0.0121902411	-0.0101179771	-0.0058190633	-0.1511332966	-0.1282420159	0.054022819900000005	-0.0337602995	-0.10067808880000001	-0.1934242546	-0.1573585844	-0.0139856347	0.16968077129999998	-0.0703413692	0.031003577999999997	-0.0602263788	-0.080665026	-0.0741416651	0.11098055650000001	0.1105891995	0.1099379598	0.1090283678	0.0275334	0.009752999999999998	9.512100899999996e-05	0.00075808811556	0.0947887	0.040024000000000004	0.0016019205759999998	0.008984897647689997	0.118333	0.2179492	0.014002698888999998	0.04750185378064	0.000492165	0.001394963	2.4222638722500005e-07	1.945921771369e-06	0.000512471	-0.00026440700000000003	2.6262652584099997e-07	6.991106164900001e-08	7.09471e-05	0.0003994661	1.5957316504921e-07	5.0334909984100005e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30296.17578125	-12.5859375	917858266.968399	158.40582275390625	22047.03125	15.041015625	486071586.93847656	226.23215103149414	22162.546875	118.072265625	13941.059909820557	491178483.98657227	1.632434	47.481037	0.320226245	-0.08592313210000001	-0.0746957811	-0.0360865029	0.017900260600000002	0.022288753999999997	-0.0114495633	0.0669620401	-0.11672523509999999	0.149491397	-0.051497409	-0.0506792124	0.0885667363	-0.0937961947	0.0702942423	0.057992260999999996	0.10143970570000001	0.035563476000000004	-0.0443593471	-0.0536652758	0.10471727300000001	0.1037031103	-0.1507392965	-0.0808341108	0.0170447075	-0.19621444289999998	-0.0867092043	-0.0319896624	0.012639299199999999	-0.12926761050000002	0.0005725764	0.0190163719	0.005559899	0.0903450817	0.0609589965	-0.0765060105	-0.06298302809999999	0.1317528835	0.060201655	0.0873664522	0.0658178063	0.0575494005	-0.07639967889999999	-0.0836199363	-0.0303243042	-0.0412707206	-0.0728681661	0.043576889800000004	-0.0070188988	-0.057685297300000014	-5.671640000000001e-05	-0.0270726086	0.0987503624	0.1635337889	-0.07571722759999999	0.0592838306	-0.0221706586	-0.1278432016	-0.0730489849	0.0114617523	-0.0360095217	-0.026257531299999998	-0.0618165867	0.0369923574	0.0027182140999999996	0.1372463139	-0.0709484054	0.11319012960000001	-0.118293164	-0.15404733310000002	-0.029517839	-0.020789795	0.042901143499999995	0.15378812	0.0543204221	-0.053406284299999995	0.009176161700000001	-0.0212884054	0.0910066626	0.09937587490000001	0.0610573374	-0.0966403767	0.0825186208	0.012887089499999999	0.050308227000000004	0.1582662581	0.0309095287	-0.0205655411	0.11085527220000001	0.11008893369999999	0.10881562460000001	0.10704120869999999	0.031077800000000006	0.003544400000000003	1.2562771360000024e-05	0.00096582965284	-0.0565173	-0.151306	0.022893505636	0.00319420519929	0.17361	0.055276999999999986	0.0301404321	0.003055546729	0.00180138	0.001309215	3.2449699044e-06	1.7140439162249996e-06	-0.000122745	-0.0006352160000000001	1.5066335025e-08	4.034993666560001e-07	0.000328493	0.0002575459	6.632989060680999e-08	1.07907651049e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30319.873046875	23.697265625	919294701.5786172	561.5603981018066	22041.943359375	-5.087890625	485847267.05789566	25.88663101196289	22104.642578125	-57.904296875	3352.9075965881348	488615223.5066567	1.577219	45.875053	0.6240890499999999	0.1217745304	0.11045704390000001	-0.058976852	0.0051973472	-0.1389230132	0.0693976597	0.11625827400000001	0.1411617855	0.02792526	-0.0759738866	-0.0424942154	-0.1382152617	0.0154769784	-0.10572150890000001	-0.048460948200000006	-0.10873494800000001	0.0571532728	-0.0408114927	0.031346974300000004	-0.0349108373	-0.0968370848	-0.0695452095	0.0548344653	-0.0470147088	0.0421746488	0.0612634887	0.031691548199999996	-0.0095833747	-0.013030361399999999	-0.0490978676	0.11766085679999999	0.14965026720000002	0.1088638214	0.0064275266000000005	-0.052842661900000004	-0.0479777387	-0.0494747626	0.0886840986	-0.0095326414	-0.0290240869	-0.0069121645999999995	0.1161151764	-0.0165106037	0.002362002	0.09464475720000001	0.1122524444	0.07008839809999999	-0.0337109493	0.120128536	-0.1168533819	-0.1291085391	-0.1339511211	0.0568754926	0.0629111564	-0.12726144150000002	0.0142880524	0.055530858899999994	0.0207102558	-0.1295532935	0.0626038588	0.0447674761	0.0335723164	-0.057553759800000014	-0.014587527099999999	0.0725524776	0.1300765192	-0.030601106099999997	0.0086010859	0.0512948737	0.0283779862	0.007114208	-0.0301077115	0.0810989275	0.0704819207	-0.05773894650000001	0.016758348899999997	-0.0023642731	-0.077757942	0.07773596690000001	-0.024012403300000002	-0.1283943249	-0.0905986786	-0.1361309424	-0.0080787355	-0.059131625300000004	-0.0441928903	0.047738833	0.1106882998	0.10942308369999999	0.1073250918	0.10441029119999999	0.0324661	0.0013882999999999949	1.9273768899999862e-06	0.0010540476492099998	0.0530795	0.10959680000000001	0.012011458570239998	0.0028174333202499995	-0.12617	-0.29978	0.015918868899999997	0.0898680484	-0.000574985	-0.002376365	3.30607750225e-07	5.6471106132250016e-06	0.00112968	0.0012524250000000002	1.2761769024e-06	1.5685683806250004e-06	-0.000309196	-0.000637689	4.06647260721e-07	9.5602166416e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30021.275390625	-298.59765625	901276976.0797462	89160.56031799316	22006.818359375	-35.125	484300054.30252457	1233.765625	21992.89453125	-111.748046875	12487.625980377195	483687409.86268616	0.853894	24.836378	0.13106395	0.11514828630000001	0.10491366460000001	-0.021356693599999997	-0.1112797002	-0.1308890688	0.1081561657	0.171503956	0.0024226325	-0.0046142475	-0.08932779210000001	-0.11136910960000004	-0.13266217019999998	0.042699143200000005	-0.0398186792	-0.11772072369999999	-0.2073918251	-0.1054803975	-0.0031341934	-0.09838057119999999	0.0115567278	0.0010516307	-0.07309366889999999	-0.0255079674	-0.0095027684	-0.0111976072	0.0527787541	0.1338054773	0.0311529608	-0.0682046182	0.0104903501	-0.0891956328	-0.015934340800000002	0.10662765519999999	0.0931345466	-0.0182499627	0.0619118757	-0.007070171700000002	-0.0521784953	0.0542381498	0.009165709000000001	0.1400954976	0.1070367393	-0.1679599281	0.08916835640000001	0.0159543626	0.1041829176	0.0233164315	0.0807388778	0.1433192616	-0.18127778079999998	-0.1433751085	0.0030510359999999996	0.1001376073	0.0662560696	-0.1870033691	-0.055294365199999994	0.1117085557	0.1190467882	-0.0199483807	0.0596398305	-0.0348205473	-0.026196092799999997	0.06550582719999999	0.054425878600000005	0.1130132103	0.08703379289999999	0.16845951239999998	0.0355563737	0.0819212212	0.023485657400000002	-0.1096491461	0.0408650248	0.0573703704	0.0202302051	-0.1162330924	0.0371171223	-0.011331168	-0.0356780229	0.0184267796	-0.0311329964	-0.0611674153	0.030250990800000002	0.0737646052	-0.0871468129	0.1410500998	-0.0748241048	0.0258344837	0.110479702	0.1085926509	0.1054714048	0.10115143789999999	0.030211900000000007	-0.0022541999999999944	5.081417639999974e-06	0.0009127589016100002	-0.0300707	-0.0831502	0.006913955760039999	0.00090424699849	-0.102859	0.02331100000000001	0.010579973880999998	0.0005434027210000006	-0.000222428	0.000352557	4.9474215184e-08	1.24296438249e-07	0.00115435	2.4669999999999854e-05	1.3325239225e-06	6.086088999999931e-10	-0.000239452	6.974399999999997e-05	4.864225535999997e-09	5.7337260303999995e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30290.349609375	269.07421875	917505279.4581642	72400.93519592285	22012.875	6.056640625	484566665.765625	36.68289566040039	21977.1015625	-15.79296875	249.41786193847656	482992993.08844	1.360277	39.565056	0.47735785	-0.0294632003	-0.044622942199999995	-0.0160357767	-0.1239099311	-0.0892690327	-0.0016469821	-0.09820857710000001	-0.08602560779999999	0.0200513552	0.0223697421	-0.0832184817	0.1539094251	0.0034438301	0.0019317959	-0.019715767	-0.036746431499999996	-0.0425302449	0.08885648039999999	-0.017398971699999998	-0.0556943832	0.0514855642	0.0789287349	-0.0309450332	0.11775929519999999	-0.0043174983	-0.043461093799999996	0.0950237717	-0.13806546220000002	0.0650771684	0.05976151320000001	0.2273991741	-0.0319052472	-0.0191240281	0.0670751881	0.1672761973	-0.0016376657999999998	0.0637411121	-0.0104107637	-0.024051827	0.0836537758	0.0024682989	-0.0355366461	-0.12010664609999999	0.1203304141	0.0049292936	-0.049054466100000006	0.0204077979	0.0797054091	0.1300012095	-0.0023336164000000003	0.11624780900000001	0.0683132298	-0.009926669	-0.0365678053	0.0464628291	-0.1823569202	-0.0030318413	-0.0195811603	0.0832506079	0.0806553568	0.026177497799999998	-0.0528812965	-0.045039344	0.0651471148	-0.0763870822	-0.1088843533	0.0457752896	-0.0059886526	0.022060362200000003	-0.09357945779999999	-0.0414980962	-0.0745986305	-0.08422058800000001	0.1674849034	0.0480274483	-0.0224806805	-0.1983983382	-0.0248315063	-0.0598666512	-0.1321845401	-0.0883925151	-0.0758090426	0.0688920185	0.0658231539	-0.022840848900000002	-0.0054067362	-0.07587851030000001	0.1102295573	0.10759888449999999	0.103260836	0.0972842479	0.0423509	0.012139	0.00014735532100000002	0.0017935987308100004	0.05903310000000001	0.08910380000000001	0.007939487174440003	0.0034849068956100005	0.157598	0.260457	0.024837129603999995	0.067837848849	0.00080384	0.001026268	6.461587456e-07	1.0532260078239995e-06	0.000290225	-0.0008641249999999999	8.4230550625e-08	7.467120156249998e-07	0.000183316	0.000422768	1.7873278182400005e-07	3.3604755856e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30153.359375	-136.990234375	909225081.5979004	18766.32431411743	21943.828125	-69.046875	481531592.779541	4767.470947265625	22038.443359375	61.341796875	3762.8160438537598	485692985.70438	0.9841240000000002	28.624262	0.09444299999999996	-0.041242477400000005	-0.0250258552	0.1410348359	0.0363666602	-0.0587357721	-0.1105956109	-0.0171526369	-0.0393439211	0.0087644236	0.04156489	0.0458069525	0.0761249805	-0.10427686109999999	-0.0660180993	0.0103286595	0.0782019575	-0.0733024068	0.009130909100000001	0.0286922861	-0.031454951200000004	0.05402560519999999	0.0123412707	0.039249755899999995	0.0269306611	-0.0224961017	0.1224689216	0.0636567463	-0.0365263025	-0.1458474968	0.0936625126	-0.0618203545	0.0157153289	-0.021414939700000003	0.0078867277	0.1247358735	0.0465402977	0.0102039537	0.007522981800000002	-0.0065111093999999994	-0.078014877	-0.0353822362	-0.0375774136	-0.0717590505	-0.1317524765	0.0092883584	-0.0212790988	-0.1304284479	-0.049737965499999995	0.0587439659	0.1132785759	-0.0166342835	0.08266725059999999	-0.016378408	-0.040089545	0.0231835159	-0.0002897087	-0.0323162505	-0.1099534485	0.021467600099999998	-0.026262454700000003	-0.061104703600000004	0.019834625	-0.0768307322	0.0277849215	0.022837747400000004	-0.0510896387	-0.0225009685	0.1257739295	0.1253112744	-0.014743615500000001	-0.0617823408	-0.0531565714	0.1581914127	-0.0082904876	0.0677132728	-0.0108035454	-3.9016999999999996e-05	-0.0147722177	-0.0647850041	0.1175981193	0.0418821478	0.0352571367	0.033698314900000005	-0.013398229199999999	-0.0312848695	0.19722239989999998	-0.0421523616	0.1099379598	0.1064432791	0.10070086519999999	0.09283197900000001	0.0231632	-0.0191877	0.00036816783129000013	0.0005365338342400001	0.0383135	-0.020719600000000005	0.0004293018241600002	0.00146792428225	0.152667	-0.004930999999999991	0.023307212889	2.431476099999991e-05	0.0008789839999999998	7.514399999999975e-05	7.726128722559995e-07	5.646620735999963e-09	-0.000621604	-0.000911829	3.86391532816e-07	8.314321252410002e-07	0.000178195	-5.120999999999994e-06	2.6224640999999934e-11	3.1753458025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30329.57421875	176.21484375	919883072.2906648	31051.671157836914	21948.3671875	4.5390625	481730822.19732666	20.60308837890625	22154.626953125	116.18359375	13498.627456665039	490827495.4321327	0.8885709999999999	25.844995	0.2447721	0.011891229199999999	0.0334125297	0.1626552493	0.0742409275	0.0031917773	-0.0430795895	-0.0165261752	0.0095072444	0.056629590099999995	0.0472776188	0.0023453008	-0.0777174803	0.0815345068	0.0383869644	0.049221995899999996	-0.0232864115	-0.07690297530000001	-0.0030107344	-0.0677902755	-0.09481021699999999	-0.009175071199999999	0.0391653587	0.019565565	0.030949382	0.0457620806	-0.15613042230000002	0.0672840063	-0.0515804595	-0.0534300188	0.08210064480000001	-0.023775382999999997	-0.09237016	-0.138791707	-0.1242400102	-0.09788402369999999	-0.026921039	0.14749802210000001	-0.0307258688	-0.0580149282	0.0185603583	0.0754243371	0.0147343045	0.0442530122	-0.0743859203	0.11842687800000001	0.0366729079	-0.160973534	-0.07254381110000001	-0.0033841063	0.0695170172	-0.0062286479	-0.0129397873	0.025086925899999998	-0.045475035	-0.0137721552	0.07818595019999999	0.0466652553	0.0672887131	0.1102826806	0.07642412679999999	0.0248437816	0.017668466299999998	-0.0026504112	0.043714766399999994	-0.051179940300000004	0.060971079000000004	0.0542900528	0.0453340869	-0.043506861699999996	-0.09690545060000001	-0.0334751182	0.0685377271	-0.1340838159	-0.0553484904	0.11445591769999999	-0.0157775021	0.059251880599999994	0.2352764055	0.1278092556	0.0669211726	0.0021869473	-0.07556400740000001	0.06937057860000001	0.0339792231	0.019647826299999997	0.0892886749	-0.10762882539999999	0.1096050192	0.105127573	0.09780015460000001	0.08782140769999999	0.0179372	-0.005226000000000002	2.7311076000000008e-05	0.00032174314383999996	0.0590317	0.020718200000000003	0.00042924381124	0.0034847416048899996	0.0269978	-0.12566919999999998	0.0007288812048400001	0.015792747828639996	-0.000160244	-0.0010392279999999997	2.5678139536000002e-08	1.0799948359839993e-06	0.000110562	0.000732166	1.2223955844e-08	5.36067051556e-07	0.000269975	9.178e-05	8.423568399999998e-09	7.2886500625e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30400.49609375	70.921875	924190162.746109	5029.912353515625	22009.494140625	61.126953125	484417832.32620615	3736.5043983459473	22076.25390625	-78.373046875	6142.334476470947	487360986.5332184	1.035317	30.113253000000004	0.109866495	0.0370569833	0.0149494536	0.04995731849999999	-0.030156375699999998	0.0033922927	0.047038007	-0.1437818477	0.0125276558	0.0723377621	0.0561258596	-0.0820714966	0.0798978492	-0.098961276	0.10019295980000001	-0.112150845	0.0624910618	0.0295789002	0.0451312589	-0.06783099769999999	0.0749316098	0.0947509722	-0.046298073499999995	-0.0747709439	-0.0413765533	0.0336251711	-0.0516865429	-0.045201798499999994	0.0919223918	0.081038775	-0.027995545099999998	-0.0032049235	-0.1094169465	-0.1505677426	-0.081266412	0.078553578	0.0092685976	-0.16820855140000002	-0.1023999519	-0.044614573600000006	-0.08137505	0.028374081699999998	0.036423633999999996	-0.0097471965	0.0516660781	-0.043200450599999995	0.010765427900000001	-0.056232492	0.010509043300000001	0.0239611684	0.0013370987	0.1606394093	-0.050002798099999995	0.030868355	-0.1108724992	0.0242046529	-0.1023224559	-0.0041727935	-0.0317301931	0.0132817759	-0.14257246810000002	-0.005674045999999999	-0.1207308623	0.0769095621	-0.0446369509	0.0363217469	-0.0948780107	-0.0362329532	0.036206437	-0.1701252309	0.0893497268	0.0503286259	0.0141247366	-0.11343710060000001	-0.0769290592	0.0529381855	-0.1036708217	0.0342763163	0.025667339900000002	0.005738595500000001	0.026655929199999998	0.028654245800000002	-0.0716545628	0.0269863585	-0.0316293604	-0.0910942803	-0.08557536310000001	0.0071286182999999986	0.10923086050000001	0.103653745	0.09456851919999999	0.0822826681	0.0259284	0.007991199999999999	6.385927744000001e-05	0.00067228192656	0.0590752	4.3499999999994925e-05	1.892249999999559e-09	0.0034898792550399995	0.0956315	0.0686337	0.009145383792250002	0.0047105847756899995	0.000404367	0.000564611	1.6351267068899998e-07	3.1878558132100004e-07	2.53161e-05	-8.52459e-05	6.409049192099998e-10	7.2668634668099985e-09	0.00028408	1.4104999999999988e-05	1.9895102499999962e-10	8.070144639999999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
