csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
37652.33984375	n/a	1417698695.7092438	n/a	24537.3046875	n/a	602079321.3272095	n/a	25410.318359375	n/a	n/a	645684279.1247902	n/a	n/a	n/a	-0.026687303199999998	-0.0354643219	0.1083597202	-0.0366014247	0.0314381521	-0.0065860369	0.2570118463	0.0441655321	-0.162422173	0.0342018487	-0.06400944139999999	0.0156854879	-0.0731746397	0.0688449722	0.1358156469	-0.10075862070000001	0.1319660116	-0.2005436531	0.0001425961	-0.0266346425	0.0250638873	-0.0485958253	0.045348008499999995	-0.1511772511	0.0295546669	-0.0192821553	0.1105441975	-0.0525995777	0.0695239981	0.0182147023	-0.0381165937	0.1330189567	0.0100042195	0.0421803322	-0.029690180299999997	0.0773466057	-0.08673613960000001	-0.0483773346	-0.1444672538	8.84033e-05	0.0641988551	0.0797512898	-0.0735987759	-0.0409692746	-0.0366958285	0.0644308929	0.0143291999	0.1228237264	-0.1308806152	-0.0214347733	-0.058794617199999996	0.1010319467	-0.08522467289999999	0.0702868898	-0.31022081079999997	0.09048124800000001	-0.032912824900000005	0.021605347900000002	-0.22534576609999998	0.2142783536	-0.022430526699999998	0.013555205700000001	-0.3279673732	0.0108928547	-0.0527198098	0.0180493278	-0.0729570019	0.1055207622	-0.0068477263	0.08257946940000001	-0.1978180791	0.10528419259999999	-0.0206256098	0.0236947339	-0.0409531842	0.0796838286	-0.0077899141000000015	0.005340974599999999	-0.0280221407	0.054920524400000004	-0.0945311851	0.004838884	-0.068480793	-0.0234453405	0.016216852	-0.0593568402	-0.0410183441	0.024753113700000003	0.0380362386	-0.000117417	-0.0748583712	0.0692168615	-0.0174084919	-0.0150151365	-0.043877045499999996	-0.0334038158	0.15227956550000002	-0.0752709479	-0.0757173523	-0.11585838789999996	0.0831658579	0.0334368354	0.013047068500000002	0.054402043899999995	-0.1658089851	-0.08720857230000001	0.1217078847	0.1216831682	0.1216419777	-0.0477088	n/a	0.00227612959744	n/a	-0.0820284	n/a	n/a	0.006728658406560001	-0.19774	n/a	n/a	0.0391011076	0.00195286	n/a	3.8136621796e-06	n/a	-0.0009242740000000002	n/a	n/a	8.542824270760005e-07	-4.235169999999998e-22	n/a	1.7936664928899987e-43	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37698.9296875	46.58984375	1421209299.5830688	2170.613540649414	24600.62890625	63.32421875	605190942.5830232	4009.956680297852	25405.419921875	-4.8984375	23.99468994140625	645435361.4068031	1.322929	22.531372	0.08712596	0.15442081359999998	-0.11685647539999999	-0.009345383	-0.2356288358	-0.0003310785	-0.2625417586	0.17074077969999998	-0.11340604800000001	-0.0262810907	-0.1021756242	-0.083028356	-0.1043432077	0.0345486938	0.1559460635	0.0929505509	-0.3088737586	-0.0119849723	-0.0695897744	0.0093335589	0.0042116502	0.0191645322	0.031951171699999996	0.0680622004	0.0716243169	-0.0635078604	-0.0429375	0.0113059045	0.0455227795	0.0331466412	0.11804521789999999	-0.1229864391	-0.0349034092	-0.1035254393	-0.1179683453	0.09881416609999999	-0.1159348022	0.20369365420000002	-0.0221643496	0.0786228293	0.0702838604	-0.005058114	0.0327171169	0.036920159	0.023419477400000003	-0.1573963044	0.11141971789999999	-0.014245728899999999	-0.0427699884	0.1361811924	-0.0499891628	0.12106213519999999	0.1084175551	-0.0885591992	0.28189693920000003	0.0539216457	0.0779908253	-0.0470863438	-0.07060282009999999	-0.0331962093	0.121718045	-0.0143820497	0.288267023	-0.1581992171	-0.0147892873	0.1348866108	-0.0616310706	0.0109412311	-0.039091135299999996	0.1425908369	-0.0089181982	-0.2517945602	0.0644773189	-0.0035689624	-0.021255770299999997	0.014588766999999999	-0.065475144	-0.1069989224	0.0794188067	0.032640257	-0.0808060999	0.0553926451	0.0580773111	0.0601451266	-0.0777198085	-0.0171086901	-0.11217404880000001	0.0575331977	-0.1255508994	-0.1208185972	0.0553764979	0.0439351882	-0.061051609699999995	-0.2800878794	0.0952831978	0.0499470977	0.0389387594	-0.0832290945	-0.0102712615	0.0017277535999999998	0.12160478	0.0458650672	0.0018133484	-0.0360811915	-0.003494888	0.08452450689999999	0.0717852833	0.1216419777	0.12141962949999999	0.12104935019999999	-0.0434227	0.004286100000000008	0.00188553087529	1.837065321000007e-05	-0.049615	0.0324134	0.0010506284995600002	0.0024616482250000003	-0.197434	0.00030600000000000066	9.363600000000043e-08	0.038980184356	0.00133084	-0.00062202	1.7711351056e-06	3.869088804000001e-07	-0.0006317019999999999	0.0002925720000000003	8.559837518400017e-08	3.990474168039999e-07	-8.781719999999999e-05	-8.781719999999999e-05	7.711860615839998e-09	7.711860615839998e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37530.78515625	-168.14453125	1408559834.4445953	28272.583389282227	24566.28515625	-34.34375	603502366.3781892	1179.4931640625	25251.568359375	-153.8515625	23670.303283691406	637641704.6081886	1.812932	30.876827	0.039459809999999984	0.24603214550000002	0.0805534287	-0.08534657679999999	-0.0314094727	-0.0552692257	-0.2957175071	0.1378789071	0.1562815933	0.0372032242	-0.0797537988	-0.16188893029999998	-0.1493802809	-0.1898873859	0.08385705809999999	-0.014331816899999999	0.0469571592	0.046978129	-0.1016260907	-0.1449350505	-0.028936422000000007	-0.1053914574	0.09557647699999999	0.0884508594	0.1235685433	0.1356466169	-0.0999641472	-0.1711820493	-0.036050168199999996	0.11744892650000001	-0.0665014488	0.0867531754	0.0881441078	0.0900189124	-0.0428909016	0.03260513	-0.16009298800000002	-0.1747676554	0.19390676839999998	-0.0576990548	0.0453230471	0.010613901200000001	-0.0611161416	0.1134533861	0.0138780943	0.0578021496	-0.0820509771	-0.015598019599999999	-0.0028525379	0.041894433700000004	0.10416567869999999	0.2431696843	0.1246240515	0.0705354198	0.0361650055	-0.1705919507	0.053087414000000006	-0.3120216169	0.045091186299999995	-0.0694024687	0.0721243119	0.042275449699999995	0.2574156874	-0.1726069096	0.21627948100000002	0.08676423949999999	-0.1039712817	-0.16025423449999998	-0.0071523618000000014	0.06314787179999999	-0.1128549453	0.047222464900000004	0.0205923605	-0.1550969041	-0.017064665700000002	-0.1464218761	-0.0184104335	-0.0355060492	0.0292386888	0.1455018893	-0.012441159299999999	0.1077441587	-0.052643505099999995	-0.0114475519	0.0770866161	-0.0891765741	-0.0134241491	-0.029182445699999997	-0.0269383498	0.0533525336	0.1270267968	-0.0443369012	-0.0548533665	-0.06983578139999999	0.1334713018	0.029408313999999998	-0.2084698618	0.09393914689999999	0.0953131751	-0.0402815643	-0.1143362198	-0.1321747016	-0.0301433839	-0.0152146588	-0.15484240789999998	-0.054624151600000004	-0.1270834458	0.1215101995	0.120893123	0.1198669825	-0.0455242	-0.0021014999999999988	0.0020724527856399995	4.416302249999997e-06	-0.0496194	-4.400000000001625e-06	1.9360000000014303e-11	0.00246208485636	-0.165269	0.032165	0.001034587225	0.027313842361	0.00137522	4.43799999999999e-05	1.8912300484e-06	1.9695843999999908e-09	-0.0006569989999999999	-2.5296999999999968e-05	6.399382089999986e-10	4.316476860009999e-07	-5.371600000000001e-05	3.4101199999999984e-05	2.885408656000001e-09	1.1628918414399986e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37449.4609375	-81.32421875	1402462124.5093384	6613.628555297852	24546.541015625	-19.744140625	602532675.8317604	389.8310890197754	25319.837890625	68.26953125	4660.7288970947275	641094190.8075294	1.697682	28.91396	0.05804969999999999	-0.0151745671	0.0393096956	0.10183275619999999	-0.0877801822	0.0318455299	-0.0408880012	0.24431808730000001	0.035220384900000005	0.0308396594	-0.1346287394	-0.146696782	0.013687426599999998	-0.0655894717	0.1206941539	-0.0628278562	0.039257763	0.1077087914	-0.0357970954	-0.1306694229	-0.2277562659	-0.031317886	-0.11760141589999999	-0.1281463089	-0.11181750380000001	-0.0509387291	0.0601472197	0.025479624300000003	0.00516924	-0.0703970845	-0.1249090878	0.0354503386	-0.1202404091	-0.0043997702	0.0653939209	0.0207671438	-0.0353488915	0.0445824538	-0.1023283503	-0.034771756800000005	-0.202460363	-0.0689229142	-0.1632091256	-0.0014950523	0.12562093970000002	-0.0801736715	-0.0621552071	0.0235708433	-0.056229862199999994	-0.0007375989999999999	0.0976796527	-0.042519069400000005	0.1565791313	0.0105456394	0.059035555199999985	-0.1430718614	0.1693572116	-0.1636695835	-0.10188845519999999	-0.0036207623999999997	-0.0050090162	-0.022785191	0.0887454824	-0.23883432710000002	0.0822654944	0.09536159890000001	-0.0200705294	0.0083959029	0.043856738099999994	0.13826813	-0.0016217933	0.0433916517	0.062448286900000004	-0.1548344432	-0.0007949558	-0.0211933506	-0.1226523114	-0.0650445833	0.0064252573	0.0039484502	0.19039846859999998	-0.2021542347	-0.0827439504	0.014426388600000001	0.0413894629	-0.042825194500000004	0.175168653	-0.0276153169	-0.0201157478	0.0852218174	0.0200734955	-0.0345507873	-0.0472828134	0.07427726559999999	-0.0630627906	-0.0013478817000000002	0.14265178109999999	0.1357137014	0.0042028872	0.09487890060000001	0.0616849991	-0.11398587130000001	-0.0061938722	-0.0325030724	0.0620503674	0.0204479818	0.1318032553	0.1213126213	0.12010478890000001	0.1181006348	-0.0434236	0.002100599999999994	0.0018856090369599998	4.4125203599999744e-06	-0.08469219999999998	-0.03507279999999998	0.001230101299839999	0.0071727687408399965	-0.161938	0.003331000000000001	1.1095561000000003e-05	0.026223915844	0.00137516	-5.999999999986051e-08	1.8910650256e-06	3.599999999983261e-15	-0.0008641	-0.00020710100000000006	4.2890824201000045e-08	7.4666881e-07	-0.000197461	-0.00014374499999999995	3.8990846520999986e-08	2.0662625024999996e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37426.57421875	-22.88671875	1400748457.7516024	523.8018951416017	24579.482421875	32.94140625	604150956.1272621	1085.136245727539	25337.32421875	17.486328125	305.771671295166	641979998.5660553	1.152784	19.633558	0.11092175	0.0655987425	0.013243613000000001	0.07098206309999999	-0.1541805368	0.14985863	-0.0950832844	0.12638875	-0.0330138538	0.0431982566	-0.0724203974	0.0486250778	0.0212240251	0.1801506006	0.0397186113	-0.0080302866	0.1876859616	0.1028868363	0.0596023267	0.11256766060000001	-0.052372219500000004	-0.0276925719	-0.0679135308	0.019386236499999997	-0.067628095	-0.026585222000000002	-0.08558183109999999	-0.2067047167	-0.0847360185	-0.0489891724	0.16055341210000001	-0.07631234	-0.1096045244	0.145790101	0.022919751800000002	0.0046564494	0.116249412	-0.0615944719	-0.0185975503	0.0741280466	0.0548994713	0.029211308999999998	0.0529626032	-0.1336958058	-0.0957680966	0.09957413650000001	-0.0215587889	-0.046633651500000005	0.057379779299999996	0.07219323700000001	0.0116916103	0.0444289594	0.1737071628	0.0121005818	0.1146150139	-0.028999363900000002	0.010700267	-0.10015794880000001	-0.0084434178	0.0786126062	-0.1386489948	-0.1523519451	0.0915675175	-0.064343834	0.010855286799999999	0.0093612929	0.0334766747	0.10529186859999999	-0.0185303669	0.0045602946000000005	0.21818062170000002	0.1033799285	0.0034388548999999997	0.1118344884	0.08902787599999999	-0.07383271940000001	-0.1068294554	0.0270511592	0.0312538205	0.061853588	0.0031656474	-0.118479945	-0.0961533258	0.1393590217	0.1455692817	-0.1685223725	-0.0470241764	0.0048557741	0.08037615990000001	0.018983636	-0.056671861500000004	0.0524570891	-0.005500888000000001	0.0984561554	0.0067997258	-0.1302042985	-0.1330945469	-0.1750542717	0.072610534	0.0354073522	-0.11601831789999999	0.1897211473	-0.0106184796	-0.0110455601	0.0902829039	0.011093504099999998	0.0140049923	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.010027	0.0333966	0.00010054072899999997	0.00111533289156	-0.124373	-0.039680800000000016	0.0015745658886400012	0.015468643129	-0.143847	0.018091	0.00032728428099999986	0.020691959409	0.0013929	1.774000000000003e-05	1.9401704099999997e-06	3.1470760000000114e-10	-0.0006842339999999999	0.0001798660000000001	3.235177795600003e-08	4.6817616675599995e-07	-2.1175799999999998e-22	0.000197461	4.484145056399999e-44	3.8990846520999986e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37585.0546875	158.48046875	1412636335.8623655	25116.058975219727	24557.904296875	-21.578125	603090663.4544716	465.615478515625	25283.302734375	-54.021484375	2918.320774078369	639245397.1580544	1.487928	25.341534	0.04640144999999999	0.1439392227	-0.0757285111	-0.0980665191	0.0391270962	0.0574933787	-0.1414020918	-0.0246037198	0.017129793	-0.0399781039	-0.202015807	-0.0644401993	0.1628059151	0.023004602599999997	0.076144422	0.11535313330000001	-0.05942444700000001	-0.12615849380000002	0.2740403711	-0.0074233699	0.0614746471	-0.1182619635	-0.013848901	-0.0977923542	0.1077855367	0.11182834009999999	0.0788349616	0.0561351964	-0.06347319059999999	-0.0151566982	0.1082770982	-0.0713556846	0.007249306800000002	0.0497896545	-0.0619588201	0.09764294609999999	0.0337980152	-0.0331258223	-0.0350321855	0.1020677423	0.0037607775	0.014752723200000003	-0.0534812581	-0.0083954804	-0.09348082390000001	0.1693151357	0.0844385359	0.1571512884	-0.0386883836	0.0108049065	-0.09405721880000001	0.1523617877	-0.11112128730000001	0.017162445800000002	0.1117655114	-0.0637601473	0.0026577686	-0.0891375625	-0.08650333710000001	0.1660925472	0.0490032438	-0.0673773046	0.095696574	-0.0389869352	-0.0068464782	0.2259059103	0.1426383349	0.12237711230000001	0.032828121	0.0540858949	-0.0774280743	0.0006051748	-0.2478952627	-0.0679449058	0.021628431200000003	0.0097469777	-0.1302205347	0.0711529638	-0.0204780325	-0.09917380890000001	-0.1404244153	-0.019402570600000002	0.11525018199999999	-0.045868339400000006	-0.1019752074	0.0005282430000000001	-0.15744706460000002	0.0667892691	0.1281652137	-0.0369372882	-0.1079832213	0.1018703486	-0.012555144099999999	0.0006842467	-0.008126129000000001	-0.0212981946	0.0403233962	-0.2047430782	-0.005856593	0.0470489068	-0.011651334199999999	-0.0498439134	-0.0092408726	-0.0777335511	0.050074079800000004	-0.1042070855	-0.07982911690000001	0.1207205288	0.11775003070000001	0.11285322490000001	-0.0187459	-0.0087189	0.00035140876681000004	7.601921720999999e-05	-0.121042	0.003330999999999987	1.1095560999999913e-05	0.014651165764000003	-0.12925699999999998	0.014590000000000018	0.00021286810000000056	0.016707372048999997	0.00153419	0.00014128999999999986	2.3537389561e-06	1.996286409999996e-08	-0.000938175	-0.00025394100000000004	6.448603148100003e-08	8.801723306249998e-07	-4.235169999999998e-22	-2.1175899999999986e-22	1.7936664928899987e-43	4.484187408099994e-44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37440.10546875	-144.94921875	1401761497.5111234	21010.276016235348	24562.5703125	4.666015625	603319860.3565062	21.77170181274414	25254.9765625	-28.326171875	802.372013092041	637813841.1724242	1.6947580000000002	28.864147	0.173913395	-0.10126281	0.0006779725	-0.002504259	0.0956791145	0.0402006761	0.0009565998	0.0823400555	-0.0660285915	-0.0230281385	-0.0328269021	-0.17219784300000002	0.039011586200000004	-0.0314117034	-0.110283794	-0.0385786644	0.2188752899	-0.0948798983	-0.007728175699999998	-0.0375072097	-0.061437079400000004	-0.004345365	0.060758313099999996	0.1360897651	-0.154577358	-0.1734482459	0.12349860619999999	-0.0409087489	0.0524578354	0.030076216099999997	-0.0274165369	-0.0202827036	-0.0059781302	-0.0064121345	-0.1320160402	-0.1232922304	0.0547902762	-0.08353232969999999	-0.0332333142	-0.12138986480000001	-0.0174230283	-0.0262540147	0.1297602925	0.0632865292	-0.17211019730000002	0.08997070800000001	0.1590011268	0.0498940055	-0.0402184605	-0.2432606359	-0.1330539771	-0.0875464626	-0.0356015619	0.0401212079	0.028509017400000006	-0.1775224994	0.20764084719999998	0.0200164295	0.0469463817	0.012248698700000001	-0.0704893141	-0.0274809873	0.041849155	-0.1122240992	-0.0372534459	-0.0113551295	-0.1269502947	0.1012295931	0.0187367162	-0.0932750549	-0.0468013525	0.2129849959	-0.0537102391	0.0068542639	-0.011140602	-0.0462280313	0.1288431779	-0.0054414414	0.0739061922	0.0053422679	0.1606064365	0.0598967962	-0.0406169435	0.0242291045	-0.07508238980000001	-0.1164081768	0.0039391572	0.0363795921	-0.0207975819	-0.1764727531	0.0078981227	0.030741825	0.1287764753	0.1522750219	-0.051310166399999996	0.19762687210000002	0.0116734519	-0.1227056436	-0.0104621974	-0.1274540679	-0.0325596904	0.053334625	-0.0691638881	0.08135645379999999	-0.0880098084	0.0197424153	0.10316349699999999	0.120326335	0.1161887065	0.1093977275	-0.0232294	-0.0044835000000000005	0.00053960502436	2.0101772250000014e-05	-0.166768	-0.04572599999999999	0.002090867075999999	0.027811565824000004	-0.0925927	0.03666429999999998	0.0013442708944899988	0.00857340809329	0.00228939	0.0007552000000000001	5.2413065721000005e-06	5.703270400000002e-07	-0.00185893	-0.000920755	8.47789770025e-07	3.4556207449e-06	-6.48369e-05	-6.48369e-05	4.2038236016099995e-09	4.2038236016099995e-09	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37592.1171875	152.01171875	1413167274.638733	23107.5626373291	24550.390625	-12.1796875	602721679.8400879	148.34478759765625	25445.75390625	190.77734375	36395.994888305664	647486391.8574371	1.5827639999999998	26.95673	0.089423505	-0.0646095732	-0.1851208532	0.130248112	-0.1788576807	0.0533882543	0.0881815508	0.19516345219999998	-0.20082266780000002	-0.0771530364	0.04388744519999999	0.1104516394	0.0203774103	-0.0565565348	-0.05628947980000002	-0.0131168949	0.0084056844	-0.179872439	0.1122025549	-0.0065987197	-0.08005837219999999	0.0012889884	0.0873461231	0.047383883200000004	-0.036885882099999996	0.0355145132	0.0265909972	-0.0341496773	-0.072237335	0.1932695123	-0.036208939	0.007353884200000002	-0.120032884	-0.0742507859	0.0382656185	-0.0981232816	-0.17287270289999998	0.1052459424	-0.05775123820000001	0.2065646447	0.0872443432	0.0372887658	0.0926287372	-0.1312692368	0.1706862143	-0.051959966399999995	-0.1385090933	0.09624110460000004	-0.0048286653	-0.0136044806	-0.0335057262	-0.1315799565	0.1489880144	-0.175517134	0.17513070719999999	-0.0058933087	0.025295006600000003	0.1350814312	0.0812627078	-0.14603184560000002	0.1088312174	-0.0335091936	-0.0247258402	-0.1536995436	-0.1933902841	-0.17900999199999998	0.0682375158	0.1471082356	-0.1521836796	0.0045622816	-0.0660260714	0.08698276769999999	-0.0543524055	0.0302711946	-0.041119591000000004	0.0315963088	-0.0537290379	0.025869849500000004	-0.0193743979	0.0583473383	0.1205066543	0.12439284130000001	-0.0104392449	-0.092034184	0.0043162617	-0.07114433469999999	-0.10929651550000001	-0.0401609523	0.0761115369	0.0342077345	0.0663490129	0.034235018799999996	-0.1501789008	-0.0323848983	0.0173396262	-0.16847183850000005	0.0506326684	-0.056183812699999995	0.0682748409	-0.08441556199999999	0.1391749092	-0.0714513291	0.1527613337	-0.0548119022	0.0655641131	0.0736305526	-0.030077264500000006	0.1198669825	0.1143757435	0.10540925529999999	-0.028129900000000003	-0.004900500000000002	0.0007912912740100003	2.4014900250000022e-05	-0.216521	-0.049752999999999985	0.002475361008999999	0.046881343441000006	-0.0881838	0.004408899999999993	1.9438399209999946e-05	0.007776382582440002	0.0017803	-0.00050909	3.169468090000001e-06	2.5917262810000004e-07	-0.00190265	-4.372000000000013e-05	1.9114384000000112e-09	3.6200770225e-06	-0.000119249	-5.44121e-05	1.4220324000999998e-08	2.96067662641e-09	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37684.25390625	92.13671875	1420102992.4707186	8489.174942016602	24556.56640625	6.17578125	603024953.664566	38.14027404785156	25352.48828125	-93.265625	8698.476806640625	642748662.0509187	1.554114	26.468779	0.13918624999999998	0.204352493	-0.1124523269	0.07501965990000001	0.052187045300000005	-0.0083406278	-0.095526801	-0.016641383500000002	0.0182021141	-0.1293066167	0.1618466633	0.1036413683	0.0999072112	0.0394519558	0.0291458169	0.11616965380000001	0.046960331200000004	-0.2302518089	-0.0640157014	0.0779827612	-0.06859688809999999	-0.1618947655	-0.076647463	-0.09382456439999999	0.0851218691	0.0921061975	-0.0388338665	0.0917974091	0.1804332318	0.0572529099	0.1151056096	-0.0551589171	0.1052835833	0.10608636869999999	0.0310423386	0.028847096099999997	0.0609440584	-0.003391963	-0.0623916446	0.0780116945	-0.0175670382	-0.022010015499999997	0.0447834108	-0.0912605819	0.0602954211	0.0805547162	0.0011343733	-0.056306708	0.0894389968	-0.0624706421	0.1167448086	0.1710254762	-0.0849983668	-0.224606461	-0.0484801245	0.055996664	0.11109965220000001	0.0684330962	0.0637927944	-0.1793965313	-0.055749086399999995	-0.0077377388	0.0305720854	-0.052409541	-0.1056019143	-0.1197195855	0.0781563948	0.003012656	0.1525051865	-0.1332712301	0.0246811569	-0.0878285332	-0.048838284	0.0709339502	-0.11453939310000001	0.0034626940999999997	-0.2249060632	0.1237951908	0.1031233373	-0.0165471956	0.0156872915	0.0672773796	0.055671749900000005	0.034103030699999995	-0.0437096774	0.11131238119999999	-0.013144373700000002	-0.014055779	0.0870124934	-0.10847158970000001	-0.1938295885	0.002491549	-0.022494871800000003	-0.0274065565	-0.0651529652	-0.10374936109999999	-0.06708918559999999	0.035715997799999996	-0.0227198686	0.0555748936	-0.0996867237	-0.0651544644	0.10569349210000001	0.044683358099999994	0.0395721112	-0.049625573799999996	0.20405441559999998	0.11934271980000001	0.112315068	0.1009072399	-0.0306756	-0.0025456999999999945	0.00094099243536	6.480588489999973e-06	-0.114433	0.102088	0.010421959744	0.013094911489	-0.07971929999999999	0.008464500000000014	7.164776025000023e-05	0.00635516679249	0.00160805	-0.0001722500000000001	2.5858248025e-06	2.967006250000003e-08	-0.00166364	0.00023901	5.71257801e-08	2.7676980496e-06	-0.00022975	-0.000110501	5.27850625e-08	1.2210471001000001e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37275.42578125	-408.828125	1389457367.1734774	167140.43579101562	24529.236328125	-27.330078125	601683434.8410072	746.9331703186035	25213.267578125	-139.220703125	19382.404178619385	635708861.9661293	1.507016	25.666639	0.08051755000000001	0.0023697554	0.1994223872	-0.0510439293	-0.046153781500000005	-0.034380841	-0.0249636077	-0.059093360199999986	0.104498892	0.08083537	-0.1555171514	0.0373018812	0.0657698925	0.06772102320000001	-0.0832073822	0.07999122480000001	0.19921342760000002	-0.183141043	-0.0280274236	0.0725602711	-0.0009089972	0.0347707666	0.0754085414	0.028210146800000002	0.046225980800000004	0.1438171059	0.17144494170000002	0.0549110271	0.0657848279	-0.0574801068	-0.1362236287	-0.0430100956	0.0356065459	0.0888667193	0.08706808529999999	0.0311466473	0.0294667965	0.0581956538	-0.1134234917	0.042616861500000006	-0.0934023831	0.0288354969	0.0216552643	-0.023503850899999998	0.017564829599999998	0.1039030783	0.0017480682999999999	-0.0270574769	-0.1809274182	0.1252133766	0.029975074100000002	0.029342737200000007	0.0438842775	0.1720536254	-0.1038863748	0.1303907279	0.025299399500000003	0.0605780682	-0.0274268503	-0.0248517703	0.0012766405999999999	0.0286666569	0.012404825500000001	0.0489582474	0.092838487	0.1323425626	0.1011941227	-0.0063825775	0.0194221227	-0.1281830077	-0.0168523085	0.12567735160000001	-0.17845203969999998	0.1710311834	-0.1258791936	-0.0942141562	-0.0218722468	0.003977074000000001	0.0060865064	-0.0048165667	0.0439841574	0.0182041539	0.07237426450000001	-0.0515848846	-0.1327745936	0.020026467	0.1302144465	-0.0615489577	0.012372508700000001	0.049919060999999994	0.0046689808	0.0553137125	0.0018741329	-0.0473426155	-0.1251262813	-0.069374617	0.2057543522	-0.0864265962	-0.0249955335	0.11355495339999999	-0.1343103284	-0.1213968268	0.08638360619999999	0.0991196959	-0.11004518220000001	0.1447720512	-0.0709625292	0.11875383099999999	0.1100111431	0.0959136145	-0.0207708	0.009904799999999998	0.00043142613264	9.810506303999996e-05	-0.0925961	0.02183689999999999	0.0004768502016099997	0.00857403773521	-0.0463033	0.033415999999999994	0.0011166290559999996	0.0021439955908900002	0.00164795	3.990000000000005e-05	2.7157392025e-06	1.5920100000000039e-09	-0.00146506	0.00019858000000000007	3.9434016400000026e-08	2.1464008036e-06	-0.000298467	-6.871700000000001e-05	8.908255008900003e-08	4.7220260890000026e-09	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
