name	intensity-avg	volume
Left-wm-bankssts	98.7669	2710.4
Left-wm-caudalanteriorcingulate	104.2702	2569.2
Left-wm-caudalmiddlefrontal	97.7407	6232.1
Left-wm-cuneus	95.6825	2406.6
Left-wm-entorhinal	79.2348	531.8
Left-wm-fusiform	90.8564	5359.8
Left-wm-inferiorparietal	99.874	8192.6
Left-wm-inferiortemporal	90.8399	5901.2
Left-wm-isthmuscingulate	101.5035	3544.7
Left-wm-lateraloccipital	95.8666	9284.3
Left-wm-lateralorbitofrontal	92.1626	6651.7
Left-wm-lingual	89.4156	3570.8
Left-wm-medialorbitofrontal	93.5282	3345.3
Left-wm-middletemporal	92.2924	4951.3
Left-wm-parahippocampal	87.5874	1251.7
Left-wm-paracentral	96.7751	3581.6
Left-wm-parsopercularis	97.3565	2964.3
Left-wm-parsorbitalis	86.911	969.4
Left-wm-parstriangularis	95.9659	3320.3
Left-wm-pericalcarine	91.9158	2217.1
Left-wm-postcentral	92.9988	5843.1
Left-wm-posteriorcingulate	100.3762	3547.6
Left-wm-precentral	96.87299999999999	11620.5
Left-wm-precuneus	98.3092	6638.3
Left-wm-rostralanteriorcingulate	98.7822	1986.7
Left-wm-rostralmiddlefrontal	95.4697	12087.4
Left-wm-superiorfrontal	94.4952	15610.4
Left-wm-superiorparietal	98.3516	10737.2
Left-wm-superiortemporal	95.65899999999999	7892.7
Left-wm-supramarginal	98.6803	8817.1
Left-wm-frontalpole	89.3023	303.9
Left-wm-temporalpole	74.3843	450.2
Left-wm-transversetemporal	98.8836	721.6
Left-wm-insula	93.0231	8857.7
Right-wm-bankssts	96.6234	2617.9
Right-wm-caudalanteriorcingulate	102.8438	2920.3
Right-wm-caudalmiddlefrontal	95.7984	5975.3
Right-wm-cuneus	97.37299999999999	2286.6
Right-wm-entorhinal	79.9485	746.0
Right-wm-fusiform	88.9782	5732.7
Right-wm-inferiorparietal	95.5211	9954.7
Right-wm-inferiortemporal	86.8859	5077.4
Right-wm-isthmuscingulate	101.6407	3160.8
Right-wm-lateraloccipital	95.4798	9214.3
Right-wm-lateralorbitofrontal	93.2188	6243.4
Right-wm-lingual	87.6198	3383.6
Right-wm-medialorbitofrontal	93.6021	3024.1
Right-wm-middletemporal	88.2658	6103.0
Right-wm-parahippocampal	85.9231	1366.7
Right-wm-paracentral	96.0273	3950.5
Right-wm-parsopercularis	98.3041	3446.2
Right-wm-parsorbitalis	85.3937	1030.6
Right-wm-parstriangularis	93.7688	2704.3
Right-wm-pericalcarine	93.3837	2172.1
Right-wm-postcentral	92.1767	6321.3
Right-wm-posteriorcingulate	99.0201	3651.2
Right-wm-precentral	94.8291	10993.5
Right-wm-precuneus	97.6073	7577.5
Right-wm-rostralanteriorcingulate	100.6633	1855.4
Right-wm-rostralmiddlefrontal	95.2481	11680.1
Right-wm-superiorfrontal	94.9723	17390.0
Right-wm-superiorparietal	97.8909	10078.9
Right-wm-superiortemporal	91.6876	6548.7
Right-wm-supramarginal	96.6003	7159.6
Right-wm-frontalpole	86.9579	299.3
Right-wm-temporalpole	73.3193	463.2
Right-wm-transversetemporal	96.5017	583.8
Right-wm-insula	90.3888	8622.5
Left-UnsegmentedWhiteMatter	99.1602	27950.1
Right-UnsegmentedWhiteMatter	99.2322	27070.6
