csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
28755.173828125	n/a	n/a	826860021.885685	18782.369140625	n/a	n/a	352777390.5347023	18791.20703125	n/a	n/a	353109461.69129944	n/a	n/a	n/a	-0.09678698	-0.11910444140000001	-0.0158936154	0.1415083141	-0.1026305694	0.0324446918	-0.0101405118	0.2591370093	-0.11436997730000001	0.1432157946	-0.024517312599999997	0.0261464239	-0.0182018568	0.19916981690000002	-0.1020703952	0.12638575130000002	-0.3546689925	0.2014136286	-0.023449631000000002	0.1686859719	-0.02579601	0.0367303955	-0.0144280617	0.0838572897	-0.002994895	0.10752744619999999	-0.0580488865	0.1235239661	-0.012550503700000002	-0.0206974793	0.1103865511	0.0044987224	-0.1697934898	0.1353973857	0.21481142530000005	-0.0695190586	-0.0074234279000000005	-0.0223520523	0.0111527098	0.0128347139	0.0190526515	0.046334639500000004	-0.0348926712	-0.0805175209	0.0973581865	0.0312388512	0.011049083999999999	-0.06159131280000001	-0.1071674253	-0.07521533150000001	0.1276135341	-0.0868800863	-0.1259772792	0.1259182401	-0.18787712620000002	0.0461021334	-0.098571152	0.056258016200000004	-0.22828409	0.041248221	0.1146698493	-0.0235162696	0.030379714300000006	-0.20596712829999997	0.0455173457	-0.1028423282	0.0133510806	-0.1024584858	0.1036572758	-0.09958858779999999	0.1626361021	-0.1829580775	0.10771373880000001	-0.0126351477	0.0663057674	-0.1592783916	0.0070749135	-0.0160803517	0.2960833359	-0.0814944865	0.1374905225	-0.1398136951	0.1045007786	-0.1066078511	0.10506234019999999	0.06995866469999999	-0.23709236460000002	-0.0527384184	0.025171039500000002	0.0664276433	0.0048969131	-0.1185252405	0.055523916799999996	0.025002374900000002	0.0136446247	-0.1275694251	-0.1358102431	0.0259585037	0.0385486165	0.0365942902	0.0513655624	-0.0405068885	-0.1254099063	0.0880688671	0.1173175857	-0.06783866179999999	0.1217078847	0.1216831682	0.1216419777	-0.0430762	n/a	0.0018555590064399997	n/a	0.0305224	n/a	0.00093161690176	n/a	-0.252718	n/a	0.06386638752399999	n/a	0.000395248	n/a	1.56220981504e-07	n/a	-0.0008785939999999999	n/a	7.719274168359999e-07	n/a	-0.000589199	n/a	3.4715546160100004e-07	n/a	0.0	0.0	0.0	0.0	0.0
28654.25	-100.923828125	10185.61908340454	821066043.0625	18811.177734375	28.80859375	829.9350738525391	353860407.75424576	18789.787109375	-1.419921875	2.016178131103516	353056099.61563486	1.570344	28.091164000000006	0.1272212	0.0977976106	-0.11388170369999999	0.05048005269999999	0.023648525	0.0905756869	0.0435749948	0.11671520390000001	0.07930377059999999	-0.0395761801	0.2029969961	-0.1714902153	0.0527430239	-0.0430079494	0.1067330918	-0.0379245875	0.048909218899999996	-0.20213220129999998	0.0079039249	-0.0312267875	0.24139222800000001	-0.07562184799999999	-0.0480385796	-0.052188303899999997	-0.0693681337	0.0327035789	0.0248123506	-0.0688826674	-0.1278490587	0.09003201050000001	-0.1532679146	0.0317225899	0.0667704892	0.2075262748	0.0394301933	-0.0537849721	0.0769492062	-0.0680659894	0.0048166604	0.0809752317	-0.0366099531	0.0796024543	0.0540641912	-0.0392432198	0.0980299118	0.0395793362	0.0269116265	0.0620012111	0.0299452151	0.0905870963	0.0111296721	0.068444504	0.0800353434	0.0028745040000000004	0.06916186120000001	-0.2219509989	-0.034068586899999996	-0.19620209440000005	0.0589455764	-0.0733121561	-0.028224299100000006	-0.071320094	0.0995849671	0.0276870512	-0.041341308	0.0306813423	-0.1900867759	-0.0976797676	0.041421018	0.024206726	-0.1311596664	0.1275627939	-0.1242396854	0.0326988981	-0.12207790060000001	0.0323259894	-0.1491132259	-0.0028151854999999997	-0.08794263810000001	0.14214419080000001	-0.15308215220000002	0.027550529900000002	0.0127278404	-0.0997637648	-0.0143397865	0.11245513160000001	0.0215077401	0.1316655208	0.0147234649	0.0989638156	0.0855302098	-0.0823450454	-0.021105391499999997	0.0161456089	-0.1350959127	0.1532301416	0.055338026	0.0850265244	0.0536871534	0.0376803529	0.012580757199999999	-0.020439886	-0.0800068062	0.11540347349999999	-0.09323041970000001	-0.0225405425	-0.0031802375	0.1216419777	0.12141962949999999	0.12104935019999999	-0.0380222	0.005053999999999996	0.0014456876928399998	2.554291599999996e-05	0.058117099999999984	0.027594699999999996	0.003377597312409999	0.0007614674680899996	-0.200548	0.05217	0.040219500304	0.0027217088999999988	-1.91966e-23	-0.000395248	3.6850945156000015e-46	1.56220981504e-07	-0.00114195	-0.0002633560000000002	1.3040498025e-06	6.93563827360001e-08	-0.000399753	0.000189446	1.5980246100900006e-07	3.588978691599998e-08	1.0	0.0	0.0	0.0	0.0
28960.923828125	306.673828125	94048.83685684203	838735108.9784584	18818.23828125	7.060546875	49.85132217407226	354126092.0099029	18804.775390625	14.98828125	224.6485748291016	353619577.4918556	1.724162	30.842741	0.1068107	-0.1626390984	-0.18704579359999998	0.06975132190000001	0.12694440640000001	0.17000604190000002	0.1420146357	0.0329954352	0.0619239283	-0.18697084170000008	0.06697501559999999	-0.023697595800000002	0.0074013885	-0.0431520529	0.0858476099	-0.005257374	0.1094586622	0.0051722084	-0.14440988359999998	-0.028544038799999998	0.1307985622	-0.0035610818	0.0594093671	-0.0135662888	0.009082844100000001	-0.0266375144	-0.0268011396	0.0077616892000000005	-0.10066819810000001	0.0738536429	-0.0587465685	-0.1970505267	-0.1674803538	-0.0452316736	0.0075069119	-0.1510998853	-0.0158429573	0.0561753803	-0.0900214169	-0.035064352400000005	0.034521826	0.1106820649	0.182630305	0.057898589699999996	-0.1584836806	-0.2623371035	-0.0218425341	-0.022344811099999997	0.0294692284	-0.1009820941	0.0265929139	-0.0066626661	-0.1623728771	-0.0436746092	0.24744780519999998	-0.0467416187	-0.0516830978	0.0183057144	-0.0399359289	-0.047554558200000006	-0.0075463378000000005	-0.1373350692	0.16973875309999994	0.0542594387	-0.0494611	0.1529445338	-0.045024548	-0.0639042004	-0.0417372784	0.0138236577	-0.1778481957	0.0289581606	0.0827050551	-0.0790806803	-0.0983998259	-0.0507812224	-0.0406296309	0.0103826687	0.0520970484	-0.0682197038	0.02696965	0.1334748483	-0.018899666699999998	0.0375696863	0.0396342747	-0.0756715551	-0.050072989000000005	0.0186946708	-0.0161607432	0.0790481026	0.047824722699999996	-0.2063564928	0.057374062	-0.0647383044	-0.0980589011	0.0520807212	-0.0947079092	0.2133910389	0.0848115654	-0.1038358566	-0.014250419299999999	-0.0150737204	-0.13362460980000002	0.0497583682	-0.0589691234	0.0016474562	0.0627066193	0.1215101995	0.120893123	0.1198669825	-0.027274400000000004	0.010747799999999995	0.0007438928953600003	0.00011551520483999988	0.039505300000000014	-0.018611799999999984	0.0015606687280900005	0.00034639909923999936	-0.16825699999999996	0.032291000000000035	0.02831041804899999	0.0010427086810000027	-0.0006225219999999999	-0.0006225219999999999	3.875336404839999e-07	3.875336404839999e-07	-0.000949547	0.00019240300000000006	9.01639505209e-07	3.701891440900002e-08	-0.00048803	-8.827699999999994e-05	2.381732809e-07	7.79282872899999e-09	0.0	1.0	0.0	0.0	0.0
28771.4140625	-189.509765625	35913.95126724243	827794267.1558228	18822.880859375	4.642578125	21.55353164672852	354300843.84622574	18699.80859375	-104.966796875	11018.02844619751	349682841.44288635	1.706904	30.534023	0.14731782999999998	-0.2044628922	0.0795815841	0.0533665794	0.0605998799	0.0553342541	0.2146323312	-0.1206037148	0.0999621656	-0.0691359832	0.0017329756	-0.0861623675	0.2310633228	-0.048213220599999995	-0.0270482247	0.0263751823	0.0467879175	0.0071847583999999996	-0.024186322599999997	0.1616562804	-0.0469055299	-0.1631904076	0.021021630299999997	-0.052153922	0.0005282766	0.0810273874	-0.0767262945	0.0500962962	-0.0287397265	0.042021852	-0.1017615043	0.0224317875	0.0452822748	-0.0345672297	-0.1096412512	-0.0489183813	-0.1246018148	-0.0989762617	0.2999965263	-0.0892823859	-0.0769544113	-0.013474189199999998	-0.17615305280000002	0.0601160832	-0.0078612732	0.024171966899999998	-8.76889e-05	-0.08881736230000001	0.0828970575	0.1283896536	0.05925438	-0.0490969871	-0.2299247752	-0.0120537324	-0.071994843	-0.12853102	-0.0824949699	-0.0782771238	-0.0871188457	-0.0057666198	0.014521558799999999	-0.0037417136	0.2044768763	-0.0917594523	-0.1024702014	0.2040621891	-0.0327920051	0.0659903166	-0.0034175976000000003	-0.0996747773	-0.0625066073	0.08766693980000001	-0.1258947802	0.0690112556	-0.0490622488	0.12696380289999998	0.0522480762	-0.040610211	-0.16713018699999999	-0.049011995999999995	0.0194193639	-0.0193540226	-0.0640734426	-0.0655292408	0.1334327501	0.0482153811	-0.0872796326	0.18832667109999998	0.085236224	-0.15476457970000002	-0.012705506200000001	-0.0254519495	-0.0278754508	0.0387545849	0.052881490499999996	-0.0779784573	0.0781236898	-0.2343407793	-0.010379352199999999	-0.0634273542	0.030896654300000007	-0.0738204149	0.0649699965	0.1483283845	-0.0159294522	-0.0880380664	-0.0186577904	0.1213126213	0.12010478890000001	0.1181006348	-0.0355186	-0.008244199999999993	0.0012615709459599998	6.796683363999989e-05	0.00219012	-0.03731518000000001	4.7966256143999985e-06	0.0013924226584324008	-0.0988653	0.06939169999999996	0.00977434754409	0.004815208028889993	-0.000147309	0.000475213	2.1699941481000004e-08	2.2582739536899996e-07	-0.0008785939999999999	7.095300000000012e-05	7.719274168359999e-07	5.034328209000016e-09	-0.000589199	-0.00010116900000000002	3.4715546160100004e-07	1.0235166561000005e-08	0.0	0.0	1.0	0.0	0.0
28720.52734375	-50.88671875	2589.4581451416016	824868690.9030914	18760.962890625	-61.91796875	3833.834854125977	351973728.5834084	18656.384765625	-43.423828125	1885.628849029541	348060692.52304465	1.436834	25.702866	0.07487082	-0.1555573224	0.09932428130000001	-0.0191901674	0.0637080944	-0.0329139062	0.021809349199999998	-0.2200384238	0.1287586447	-0.1344401533	-0.0858100774	-0.0483731108	0.1818629971	0.013837808500000002	-0.190410887	-0.0351172118	0.0266141627	0.053599706399999995	-0.0346071913	-0.011668512800000001	-0.0245475496	-0.18852332370000002	-0.0066705923	-0.0079433094	0.110043339	-0.0695575926	0.0804108709	-0.0326397315	-0.0444310309	0.068399865	0.1194031966	0.0638500094	-0.0538123187	0.0337589715	-0.0240955117	-0.0939186927	0.011557131799999999	0.0034813390000000004	-0.033388366600000004	0.0314073873	-0.0605511085	-0.0730309211	-0.0010269824	-0.028906478700000002	-0.0307029935	0.1215365469	-0.0794992764	-0.0667669916	-0.10051722369999999	0.0426776395	-0.039406161	0.027215343599999997	-0.1738477119	-0.055044978499999994	-0.08091170589999999	-0.0541659174	-0.0795590761	0.005636684300000001	-0.0219264538	-0.1098489076	0.01842161	0.042411874100000004	-0.0291791702	-0.1134568966	-0.1304274318	0.2818671432	0.0350605256	0.0356374095	0.0959801388	-0.0590642322	0.10971589220000001	0.0405499522	0.0436911418	-0.056650428899999994	0.0713027291	0.0736436492	0.057166172599999995	-0.10834707460000001	-0.064417415	0.0206397817	0.0955872211	0.0725946252	-0.07649623950000001	-0.1023845015	0.0450775502	-0.0204045186	0.0294395396	0.0687546275	-0.09633821570000001	-0.1365384003	0.0273002996	0.080112665	0.0694805553	0.05760501780000001	-0.0005934889	0.014546760700000001	0.1595256617	0.016797323500000003	0.024781906	0.092128128	0.08492208359999999	-0.0282982384	-0.0827298137	-0.0122283797	0.07573580049999999	-0.0396532377	-0.1569944271	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.020800599999999995	0.014718000000000004	0.00043266496035999983	0.00021661952400000008	0.00715099	0.004960870000000001	5.11366579801e-05	2.4610231156900007e-05	-0.07724309999999998	0.021622200000000025	0.0059664964976099966	0.00046751953284000097	-0.000818703	-0.0006713940000000001	6.702746022090001e-07	4.507699032360001e-07	-0.000878593	9.99999999907325e-10	7.71925659649e-07	9.9999999981465e-19	-0.000589199	0.0	3.4715546160100004e-07	0.0	0.0	0.0	0.0	0.0	0.0
28557.80859375	-162.71875	26477.3916015625	815548431.6772614	18772.373046875	11.41015625	130.19166564941406	352401989.81103903	18628.3203125	-28.064453125	787.6135292053223	347014317.66510016	1.1103710000000002	19.862911	0.08581154	0.002722342	0.1420453253	0.0378124703	-0.0740132037	-0.0789401255	-0.0378887681	-0.1684752647	0.0641878358	0.0046856207	-0.044198063600000004	-0.0788986587	-0.0335461528	-0.0364152554	-0.12348893220000001	0.09744953	0.0719775338	0.0012715868	0.06833628950000001	0.0698803278	-0.0233996975	-0.0884576912	0.15797744060000002	0.0081075282	-0.0100559694	-0.0385655683	0.054493134900000004	-0.0617913838	-0.028278073900000002	-0.0386970134	0.1419235221	-0.0216814821	-0.0785603167	0.0474539896	0.10399452949999999	-0.008026139	0.1084471992	0.12909929109999999	0.0268320452	-0.0167934106	0.0184327678	-0.1277914097	0.15068998390000002	-0.12095406189999999	-0.0567478536	-0.0324175873	-0.2093232119	0.0151658808	0.143691237	0.0799402855	-0.0082911402	0.0314553873	-0.033507200699999996	0.1091754525	-0.1881489134	0.006995169200000001	-0.1231487656	-0.0757275333	0.0802580237	-0.21422416260000002	-0.18207714260000002	0.07063315190000001	-0.0813940457	-0.09401563730000001	-0.095347091	-0.004369825999999999	0.0243763269	-0.0699106576	-0.015478113500000001	-0.0355967856	0.0577094692	-0.0490469592	-0.0670441472	-0.0377083228	0.034640437	0.0188127661	-0.022430358900000003	0.1214166624	-0.047628442400000005	-0.0925103227	0.0653283848	-0.0193200727	-0.15485096339999999	-0.040718119	-0.0060912227	-0.034151701	0.0506471971	-0.044074492300000004	-0.0518375013	-0.083219369	0.12040258150000001	0.15694789539999998	0.052192874199999996	-0.057878192599999996	-0.0171445597	-0.1372028779	0.0204063298	0.1947192289	0.1646818162	-0.18825553690000002	0.1557315553	-0.0028825659000000004	0.0519951036	0.0139791819	-0.0428971494	-0.0011878356	-0.1032107051	0.1207205288	0.11775003070000001	0.11285322490000001	-0.0137014	0.007099199999999996	0.00018772836196	5.039864063999993e-05	-0.0252087	-0.03235969	0.0006354785556900001	0.0010471495368961003	-0.0907998	-0.01355670000000002	0.00824460368004	0.0001837841148900005	-0.000233089	0.000585614	5.4330481921e-08	3.4294375699600004e-07	-0.0009488980000000002	-7.030500000000022e-05	9.004074144040005e-07	4.9427930250000296e-09	-0.000589199	0.0	3.4715546160100004e-07	0.0	0.0	0.0	0.0	0.0	0.0
28543.580078125	-14.228515625	202.45065689086914	814735963.6763344	18746.595703125	-25.77734375	664.4714508056642	351434850.4564247	18706.892578125	78.572265625	6173.600925445557	349947829.9295082	1.379167	24.671297	0.10881515	0.24835532649999997	0.0575596555	0.0559847979	-0.0698188223	-0.1509911269	-0.2462351337	0.029092791099999998	-0.010953041	0.1505132075	-0.0265247252	-0.1430492747	-0.0330445242	-0.1653357233	-0.022077367	0.0626846791	-0.0192444724	0.0234198965	-0.0583471298	0.0814542914	0.0601421898	-0.0366375485	-0.0212830383	-0.0712884535	-0.0477546034	-0.0173635363	0.0053101067	0.09706019390000001	0.025984357200000002	-0.1126104241	0.0444421804	-0.0173562559	0.025317391600000003	0.124117936	0.0719341751	0.0351997764	-0.0145393281	-0.0076015866000000015	-0.08297652280000001	-0.0235176483	-0.070993698	-0.0468788579	-0.0142643577	0.1070678156	-0.056268693200000004	-0.053837255099999995	-0.2376763168	0.0720797951	0.0392037803	0.0996038647	0.042861836699999996	-0.1729026334	0.2512243065	0.1072965709	-0.10195481140000001	-0.0845602713	-0.1526517758	-0.1555324045	-0.0912835784	0.009551587700000001	0.17137396510000005	0.0825631177	-0.2308145707	0.0092453633	0.0030057163	-0.1557964252	0.0496708551	-0.05915277820000001	-0.0181387542	-0.13953424080000001	0.0502714198	0.0878118961	0.0148576331	-0.0698617074	-0.0803423001	0.0870555884	-0.031643920299999996	0.05141163940000002	-0.0366170276	-0.09066149	-0.0356264076	-0.0088281021	-0.042894064800000006	0.034387501099999995	0.0902241724	0.0262298995	-0.0184900336	0.0427937105	-0.048236817300000005	0.0082301359	0.044080142999999995	0.0864109888	0.0223429775	0.0236672176	-0.0342946898	-0.030163360299999997	0.0672120847	-0.030785279	-0.018291341200000002	-0.2049700228	0.060198738700000004	-0.1334116276	-0.021459011200000003	-0.030528763900000002	0.0016316960999999998	0.0362840526	0.0502419407	0.120326335	0.1161887065	0.1093977275	-0.0141672	-0.0004657999999999989	0.00020070955584	2.1696963999999884e-07	0.0112874	0.0364961	0.00012740539876	0.0013319653152100005	-0.066998	0.0238018	0.0044887320040000005	0.0005665256832399999	-0.0008330119999999999	-0.0005999229999999999	6.93908992144e-07	3.599076059289999e-07	-0.000873637	7.52610000000002e-05	7.632416077689999e-07	5.6642181210000275e-09	-0.00030335400000000004	0.000285845	9.202364931600004e-08	8.170736402499998e-08	0.0	0.0	0.0	0.0	0.0
28837.837890625	294.2578125	86587.66021728517	831620894.205967	18777.984375	31.388671875	985.248722076416	352612697.18774414	18824.109375	117.216796875	13739.77746963501	354347093.7619629	1.419685	25.396091	0.09713207	0.1333291976	-0.1738760839	-0.10867245810000001	-0.0094758572	-0.0713370923	-0.1417571352	0.1387270682	0.0241086202	0.18908684190000002	0.19224045010000002	-0.0553309515	-0.1199545042	0.049336053600000006	0.07584034769999999	-0.07375484480000001	-0.043032822199999994	0.0688779746	0.0080314695	0.0372443862	0.0145602729	0.0699317525	-0.0353542343	-0.0575211135	-0.175047442	0.194655726	-0.032669637200000004	0.033240284700000004	-0.1365584848	-0.02698359	0.0987367338	0.18260972809999998	0.09449742550000001	-0.1311799695	-0.053230913899999996	-0.0298373192	0.0680796211	0.0936717898	0.0348199332	0.0818358843	-0.0512703178	0.0335382246	-0.028334838199999997	-0.0341642929	-0.0055395703	-0.0183327562	0.2561391413	-0.0219693629	0.0082855549	0.0123771422	0.1173746424	0.0604726414	0.1853757496	-0.15331745759999998	0.1352959807	0.0065084494	-0.0845751176	-0.18242890109999998	-0.28732111239999997	0.0663752667	-0.1432851001	0.0463539642	-0.1341702293	0.056348442900000004	0.0059888957999999996	-0.2649716483	-0.1589992861	-0.0598287965	0.0280098009	0.0735227311	-0.023548927	0.1342967235	0.060709306500000004	0.0589580066	-0.08981330900000001	0.0420319815	0.0029455906	0.1001537899	-0.0301844548	-0.018518694	-0.0108481695	-0.1833652511	0.205806515	-0.0578152959	0.0188324044	0.1394648357	0.033624562999999996	-0.0827539481	0.0782159055	0.0771178247	0.0365012945	0.0882813227	0.11980754060000001	0.062289322599999995	-0.0222266494	0.0323115423	-0.0035082371	-0.007255730699999998	0.090516045	0.1617364647	-0.1358453166	0.1311493811	0.0323373059	0.022419988999999998	0.034212320899999996	-0.1477711226	0.125157666	0.1198669825	0.1143757435	0.10540925529999999	-0.010649	0.0035182000000000013	0.00011340120099999998	1.2377731240000004e-05	-0.0349288	-0.0462162	0.00122002106944	0.00213593714244	-0.0892656	-0.0222676	0.007968347343359999	0.00049584600976	-0.000558844	0.000274168	3.1230661633599995e-07	7.516809222399999e-08	-0.000873637	0.0	7.632416077689999e-07	0.0	-7.492059999999998e-05	0.00022843340000000005	5.6130963043599975e-09	5.2181818235560027e-08	0.0	0.0	0.0	0.0	0.0
28642.75	-195.087890625	38059.28506851196	820407127.5625	18793.095703125	15.111328125	228.35223770141602	353180446.10681534	18836.96484375	12.85546875	165.26307678222656	354831244.52467346	1.272386	22.761133	0.13836078	0.0856326687	-0.1951385061	-0.1375149913	0.0105132659	0.0984109887	-0.04732219	0.1256742978	0.0421189069	0.0870654346	-0.0511462209	-0.0392362062	-0.0043242949	0.0749145787	0.1143263085	-0.1750251295	0.0036296471	0.172117148	-0.1268298954	0.10097038859999999	-0.0056085985999999996	0.0754265303	-0.1531045259	0.1875141137	0.124853014	0.053561453200000005	0.03957647	-0.0317733895	-0.0365726553	0.009598989799999999	0.1745969766	-0.0671105266	0.0974756276	-0.0034116037	-0.0130220781	-0.0802224012	-0.0416301504	-0.005382231800000001	-0.1997599076	0.0409855634	0.217745012	0.0423840612	-0.008910995	-0.047904493	-0.0467937282	0.12831483470000002	0.0120551076	0.09314623820000001	0.1480836223	-0.07019356480000001	0.08860281630000001	-0.10726808480000001	0.12312828199999999	-0.135141702	0.1259807459	0.0058130349	0.1023431476	0.0253385342	0.1150434991	0.015801798	0.0074715597999999986	-0.1130603684	-0.0020036172	0.1034460905	-0.0178583939	-0.11842409539999996	0.049695733	0.0973453699	0.1261115382	0.0294129946	-0.0980687326	0.1125763508	0.09065170859999999	-0.134044263	-0.09246299699999999	-0.0240953376	0.1355941331	-0.1738251602	0.0816363878	0.0373581681	0.0561261687	-0.0721651279	0.0202783491	0.0772470549	-0.022482920400000002	-0.0348877183	0.1771377557	-0.011367553700000001	-0.1639962934	0.11538124570000001	-0.1825080023	-0.0019212579	0.0518346934	-0.0369055855	0.1257555034	0.0515731906	-0.0268855281	0.0393182788	0.1884435362	-0.06905526690000001	0.0039440535	-0.1500564962	-0.0044450437	-0.1547919442	0.06049617700000001	-0.0572754563	0.2060145982	0.11934271980000001	0.112315068	0.1009072399	-0.0127091	-0.0020601000000000018	0.00016152122281000002	4.244012010000008e-06	0.06624889999999999	0.10117769999999998	0.0043889167512099975	0.010236926977289996	-0.0977175	-0.008451899999999998	0.00954870980625	7.143461360999998e-05	-0.000729177	-0.00017033300000000005	5.31699097329e-07	2.9013330889000018e-08	-0.0008180889999999999	5.55480000000001e-05	6.692696119209999e-07	3.085580304000011e-09	0.00023262	0.0003075406	5.41120644e-08	9.458122064836002e-08	0.0	0.0	0.0	0.0	0.0
28575.73046875	-67.01953125	4491.6175689697275	816572371.8226472	18818.404296875	25.30859375	640.5249176025392	354132340.28064346	18802.923828125	-34.041015625	1158.790744781494	353549944.4862709	1.307458	23.388514	0.069934715	-0.0161747411	-0.0261190302	-0.17997014079999998	0.0273592439	0.0411141212	0.0748626582	0.0975812792	-0.0043759477000000005	0.0953273487	-0.0198087449	-0.022203857799999997	-0.0078507578	0.052148438899999996	0.07863475660000001	0.1592522012	0.0009524045	0.020696225800000002	0.1223672586	0.0053970636	-0.0765780564	-0.2359805045	0.0833863028	-0.023693951600000002	-0.1314897653	0.1278355972	0.061802293200000004	-0.0799334175	0.0351653702	-0.257865789	-0.06471049200000001	0.0579035447	-0.059986029	-0.0906347874	-0.0665722277	-0.069443223	0.0578058288	0.0520596648	-0.1514111142	-0.0022900673	-0.0617434433	-0.0273829728	-0.1593708642	0.093397776	0.0513474233	0.09366808859999999	0.030422891400000002	-0.0757681725	-0.0505273417	-0.07364471389999999	-0.0202948728	-0.1189236808	0.016731332800000002	-0.156910837	-0.0090913425	-0.0051636423	0.20985693879999998	0.073852426	0.1794344371	0.052211773899999994	0.0002758214	-0.003019064	0.1043974567	0.0360145313	0.0523504312	-0.11584466369999999	0.005549721800000001	-0.0139793703	0.0451586856	-0.11114472119999999	-0.0708542291	-0.0613782525	0.0368422289	0.23387251010000001	0.065627607	0.0688190773	-0.1259796805	-0.014413127	-0.0510330549	-0.0802306291	0.0985538418	-0.05535735	-0.0271172903	0.0774552763	0.1486837484	0.17381675579999994	-0.1125540343	-0.09611627310000001	0.0279897052	-0.0195421769	0.1934048721	0.0332018786	0.0703739641	0.0750101724	0.09751638369999999	-0.04796486690000002	-0.0371028469	0.06163120320000001	-0.1764760062	0.0624270966	0.029319790099999996	-0.0013226942000000002	-0.0371802173	-0.19489717199999998	0.06078489860000001	0.026845912200000002	0.0098298085	0.11875383099999999	0.1100111431	0.0959136145	-0.009758190000000005	0.0029509099999999963	9.52222720761001e-05	8.707869828099976e-06	0.052685400000000014	-0.013563499999999978	0.002775751373160001	0.0001839685322499994	-0.0931564	0.004561099999999999	0.00867811486096	2.0803633209999985e-05	-8.262219999999997e-05	0.0006465548000000001	6.826427932839995e-09	4.180331094030401e-07	-0.000873637	-5.55480000000001e-05	7.632416077689999e-07	3.085580304000011e-09	-4.24613e-05	-0.0002750813	1.80296199769e-09	7.566972160969e-08	0.0	0.0	0.0	0.0	0.0
