csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41
36194.390625	n/a	1310033912.7150881	n/a	23214.3828125	n/a	n/a	538907569.3652954	24481.501953125	n/a	599343937.8808633	n/a	n/a	n/a	n/a	-0.108429969	-0.1103672676	-0.124221565	-0.0828473891	-0.110648798	0.11110588789999999	0.11109021890000001	0.1110641056	0.1110275503	0.0075623	n/a	n/a	5.7188381289999996e-05	-0.053253599999999984	n/a	0.0028359459129599987	n/a	-0.08307639999999998	n/a	0.006901688236959997	n/a	0.00351227	n/a	1.23360405529e-05	n/a	0.00116236	n/a	1.3510807696e-06	n/a	-0.00111876	n/a	n/a	1.2516239375999995e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36678.7265625	484.3359375	1345328982.246643	234581.3003540039	23014.154296875	-200.228515625	40091.45846939087	529651298.00037	24452.10546875	-29.396484375	597905461.8548738	864.1532936096191	1.392449	43.582195	0.2417784574000001	-0.0032510196999999998	-0.0042337315999999995	-0.0241975919	-0.1568787324	-0.004782355	0.1110641056	0.1109231287	0.1106882998	0.1103598175	6.444260000000002e-05	-0.0074978574	5.6217865590734764e-05	4.1528486947600025e-09	0.0394398	0.0926934	0.0015554978240400006	0.008592066403559999	-0.156449	-0.07337260000000002	0.024476289600999998	0.005383538430760003	0.00403481	0.0005225399999999997	1.6279691736099998e-05	2.7304805159999965e-07	0.000570608	-0.0005917520000000001	3.2559348966400003e-07	3.5017042950400015e-07	-0.00136876	-0.00025	6.25e-08	1.8735039376e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36656.03125	-22.6953125	1343664627.0009766	515.0772094726561	23037.548828125	23.39453125	547.3040924072267	530728656.0082436	24461.6328125	9.52734375	598371479.8535768	90.77027893066406	1.053148	32.96241	0.04150724260000002	-0.0148618833	-0.0138243752	-0.009424283299999999	-0.2000682693	-0.0143472623	0.11098055650000001	0.1105891995	0.1099379598	0.1090283678	-0.006340600000000001	-0.006405042600000001	4.102457070781477e-05	4.020320836000001e-05	0.0395121	7.229999999999738e-05	0.00156120604641	5.22728999999962e-09	-0.144219	0.012229999999999993	0.020799119961000003	0.00014957289999999982	0.0037273	-0.00030750999999999955	1.389276529e-05	9.456240009999972e-08	0.00044761	-0.00012299800000000006	2.003547121e-07	1.5128508004000012e-08	-0.0013942500000000005	-2.5490000000000625e-05	6.497401000000317e-10	1.943933062500001e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36352.2890625	-303.7421875	1321488920.0835571	92259.31646728516	23184.26953125	146.720703125	21526.964725494385	537510353.6976472	24361.00390625	-100.62890625	593458511.3203278	10126.176773071287	1.476298	46.206566	0.31008125	-0.09337118380000001	-0.09182403380000001	-0.0917246875	0.0151591408	-0.0921081733	0.11085527220000001	0.11008893369999999	0.10881562460000001	0.10704120869999999	-0.0303349	-0.0239943	0.0005757264324899997	0.00092020615801	-0.107549	-0.1470611	0.011566787401	0.02162696713321	-0.166728	-0.022508999999999973	0.027798225983999995	0.0005066550809999989	0.00434492	0.0006176200000000001	1.88783298064e-05	3.8145446440000026e-07	-0.0008047869999999997	-0.0012523969999999995	6.476821153689996e-07	1.568498245608999e-06	-0.00185457	-0.0004603199999999995	2.118945023999996e-07	3.4394298849e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36134.05078125	-218.23828125	1305669625.8619535	47627.9474029541	22867.205078125	-317.064453125	100529.86743545534	522909068.0850258	24049.79296875	-311.2109375	578392541.8397369	96852.2476196289	1.832502	57.355366	0.36267111	0.0249450986	0.02245742	0.0288720912	0.2363662776	0.0229180862	0.1106882998	0.10942308369999999	0.1073250918	0.10441029119999999	0.00161391	0.03194881	0.0010207264604161	2.6047054881e-06	-0.0889197	0.0186293	0.00790671304809	0.0003470508184900001	-0.157948	0.00877999999999998	0.024947570704000003	7.708839999999971e-05	0.006704600000000001	0.0023596800000000003	4.495166116000001e-05	5.568089702400001e-06	0.00191042	0.0027152070000000003	3.6497045764e-06	7.372349052848999e-06	-0.000863197	0.000991373	9.828204251290002e-07	7.45109060809e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35881.0859375	-252.96484375	1287452328.0542605	63991.21217346192	22848.66015625	-18.544921875	343.9141273498535	522061270.93580633	24041.111328125	-8.681640625	577975033.8913003	75.37088394165039	1.404301	43.953133	0.41406581	0.030982319300000002	0.029334202200000006	0.020276803	0.2250163348	0.0312077882	0.110479702	0.1085926509	0.1054714048	0.10115143789999999	-0.024527	-0.02614091	0.0006833471756281	0.000601573729	-0.0200778	0.06884190000000001	0.00040311805283999995	0.004739207195610003	-0.14413099999999998	0.013817000000000024	0.020773745160999998	0.00019090948900000063	0.00297397	-0.003730630000000001	8.844497560899996e-06	1.3917600196900005e-05	0.000553593	-0.0013568270000000001	3.0646520964900003e-07	1.840979507929e-06	-0.00188106	-0.001017863	1.0360450867689998e-06	3.5383867236e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36057.92578125	176.83984375	1300174011.6461337	31272.330337524414	22810.328125	-38.33203125	1469.3446197509766	520311069.170166	23996.44140625	-44.669921875	575829200.1635895	1995.4019203186035	0.696261	21.792217	0.10560250000000003	0.043009446500000006	0.0395240481	0.0345949018	0.16355912779999998	0.0405542598	0.1102295573	0.10759888449999999	0.103260836	0.0972842479	-0.0245423	-1.5299999999999345e-05	2.3408999999997985e-10	0.00060232448929	-0.0627461	-0.042668300000000006	0.00393707306521	0.00182058382489	-0.0952632	0.04886779999999999	0.009075077274239998	0.002388061876839999	0.00311032	0.00013635000000000036	9.674090502400004e-06	1.8591322500000102e-08	0.000408921	-0.00014467200000000004	1.6721638424099998e-07	2.0929987584000013e-08	-0.00188106	0.0	0.0	3.5383867236e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36065.04296875	7.1171875	1300687324.3377838	50.65435791015625	22870.7734375	60.4453125	3653.6358032226562	523072277.6294556	24077.125	80.68359375	579707948.265625	6509.842300415039	0.666191	20.85108	0.035816954999999984	0.0147038291	0.0135154899	0.0143580502	0.1461798963	0.0141279766	0.1099379598	0.1064432791	0.10070086519999999	0.09283197900000001	-0.024568	-2.5700000000000032e-05	6.604900000000014e-10	0.000603586624	-0.0662779	-0.0035318000000000016	0.00439276002841	1.2473611240000011e-05	-0.09992450000000004	-0.00466130000000005	0.009984905700250008	2.172771769000045e-05	0.00324115	0.00013082999999999975	1.05050533225e-05	1.7116488899999938e-08	8.87979e-05	-0.0003201231	7.885067044410001e-09	1.0247879915361001e-07	-0.00178005	0.0001010099999999999	1.0203020099999979e-08	3.1685780025e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36128.7265625	63.68359375	1305284883.027893	4055.600112915039	22782.91015625	-87.86328125	7719.956192016602	519060995.1877594	24032.884765625	-44.240234375	577579550.1578102	1957.1983375549319	0.7293649999999999	22.828339	0.0896325615	0.0455484905	0.045453463099999994	0.0415699648	0.0883591877	0.0462251701	0.1096050192	0.105127573	0.09780015460000001	0.08782140769999999	-0.0214063	0.0031617	9.996346890000002e-06	0.00045822967969	-0.040524800000000014	0.025753099999999998	0.0016422594150400005	0.0006632221596099997	-0.0688073	0.031117200000000036	0.004734444533290001	0.0009682801358400023	0.00284711	-0.00039404	8.1060353521e-06	1.5526752160000002e-07	-8.16333e-06	-9.696123e-05	6.66399566889e-11	9.401480123112902e-09	-0.00188106	-0.0001010099999999999	1.0203020099999979e-08	3.5383867236e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36098.55859375	-30.16796875	1303105932.546402	910.1063385009766	22775.62109375	-7.2890625	53.13043212890625	518728916.20607	24129.615234375	96.73046875	582238331.3589821	9356.783584594728	0.626711	19.615406	0.14273073349999998	0.0483111746	0.0480617884	0.0336806392	0.0812908724	0.0491389306	0.10923086050000001	0.103653745	0.09456851919999999	0.0822826681	-0.0246606	-0.003254299999999998	1.0590468489999988e-05	0.0006081451923599999	-0.102014	-0.06148919999999999	0.010406856195999998	0.0037809217166399982	-0.122399	-0.053591700000000006	0.014981515201000004	0.0028720703088900013	0.00278063	-6.647999999999984e-05	7.731903196900001e-06	4.4195903999999795e-09	-0.000214184	-0.00020602067	4.5874785856000015e-08	4.244451646724891e-08	-0.00166565	0.00021540999999999984	4.640146809999994e-08	2.7743899225000003e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
