csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
30427.931640625	n/a	925859023.926548	n/a	22844.451171875	n/a	n/a	521868949.34418106	22419.419921875	n/a	502630389.6333656	n/a	n/a	n/a	n/a	-0.0365058161	0.0117617253	-0.0928269042	-0.09831158179999999	0.15137354849999998	-0.0914198533	0.0314731196	0.1204978944	-0.02454315	0.0145828978	-0.22047916239999998	0.0327218898	0.0395950141	-0.0892466034	0.0315443524	-0.09122614279999999	0.0210543915	-0.009547065	0.0898978091	-0.0804827954	0.1377670118	-0.0350700268	0.0055887852	-0.20808677469999998	0.12137690820000001	-0.021111812400000003	0.13654192880000002	0.0184659726	-0.0672883939	0.16836672989999998	0.060503657999999995	-0.03286681	-0.1490481692	0.0426999371	0.0955586209	-0.049368307199999996	-0.0929666491	0.0904165038	0.058023498300000004	0.06419722259999999	-0.1586714073	-0.1532996159	0.0751871489	0.0815199002	-0.0522652211	-0.07151631929999999	-0.10509472119999999	0.0497742819	0.0302640489	-0.0610759989	0.0099354415	-0.1049833059	0.19121154469999999	-0.0598946551	0.0370581779	-0.0862811522	0.030518547099999998	-0.1989340839	0.0728339422	0.004456342	-0.1169309554	0.0036915465999999997	-0.1280132408	0.168084228	-0.0356162929	0.052375433	-0.019987646	0.0568249433	-0.0365555843	0.0867091612	-0.0388699613	0.153827242	-0.041834386	0.0549185582	-0.0653621268	0.10281456539999999	-0.1457245603	0.072254791	-0.0336792433	-0.2474439863	0.265055156	-0.0315060141	-0.0686034696	0.0381134547	-0.1365928561	-0.0560170357	-0.0121866844	0.0780803043	-0.1379827829	-0.034588571	0.049370897999999996	0.1425432685	0.13636606099999998	-0.1024567069	-0.045248696799999995	-0.026607383	0.0160742997	0.1269860793	-0.0468608975	-0.0734316362	-0.07179388889999999	0.1217078847	0.1216831682	0.1216419777	0.00618135	n/a	3.82090878225e-05	n/a	-0.00700206	n/a	4.90288442436e-05	n/a	-0.00675815	n/a	4.56725914225e-05	n/a	0.000495909	n/a	2.45925736281e-07	n/a	6.23607e-05	n/a	3.88885690449e-09	n/a	0.000325862	n/a	n/a	1.06186043044e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30635.44921875	207.517578125	938530748.83461	43063.545230865486	22860.001953125	15.55078125	241.8267974853516	522579689.2968788	22442.73046875	23.310546875	503676150.89295965	543.3815956115724	1.360509	20.266071	0.069817175	-0.0668083888	-0.01691826	-0.014833836599999999	0.2249660286	0.08567644	0.0565134764	0.0219473576	0.0127888347	-0.1225492108	-0.07512915070000001	-0.0982569306	0.0787626147	0.0189625382	0.013350892900000001	0.1012837866	-0.0361282136	-0.0338012195	0.0128548468	-0.11215473949999999	-0.0837309687	0.0112061499	-0.1333238115	0.014010835800000001	0.07701474	0.0024665111	0.0305934132	-0.1295736606	-0.121586593	-0.1485058675	0.1510207145	-0.16997072989999998	-0.0956864855	0.08121397450000001	0.0866149496	-0.0440294725	-0.0410800401	-0.0354893114	-0.021466956699999998	0.0495742276	-0.1231495709	0.0541075459	0.018793473	0.0940687196	-0.0986206345	-0.0110414868	0.0763625769	-0.0697880308	0.0944636559	0.0274546641	-0.0723414246	-0.0121718404	-0.0325657519	0.027379629500000002	-0.1635907664	0.0753445921	0.21379935079999998	-0.2433613984	0.0470246888	-0.07590962799999999	-0.08896100189999999	-0.071750466	0.0674525039	-0.1062293482	0.0899191856	0.0475041813	-0.11125650210000004	-0.053048751799999995	-0.0759324655	-0.0793749437	-0.0116125305	0.0020089192999999997	0.0570561342	-0.0910812282	-0.0161097171	0.0956285153	0.004794998	-0.0781086952	-0.0339205995	0.0374844689	0.0490196449	-0.0003250501	0.0796751182	-0.0734103961	0.0819287784	0.1061952797	0.1520004145	-0.0492575867	-0.0013515764	0.049498892999999995	-0.1633818778	0.1320823517	-0.0087007518	-0.0679983519	-0.11892138960000001	0.0336822481	0.0678455486	-0.0537240264	0.0315642969	0.0155187639	-0.051682751500000006	0.0640242542	0.1216419777	0.12141962949999999	0.12104935019999999	0.0144854	0.008304049999999999	0.00020982681316	6.895724640249998e-05	-0.0208476	-0.01384554	0.00043462242575999997	0.0001916989778916	0.011017399999999998	0.017775549999999998	0.00012138310275999994	0.00031597017780249994	0.000169405	-0.00032650400000000003	2.8698054025e-08	1.0660486201600004e-07	-1.2619199999999999e-24	-6.23607e-05	1.5924420863999992e-48	3.88885690449e-09	0.000534838	0.00020897600000000004	4.367096857600002e-08	2.8605168624400004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30658.349609375	22.900390625	939934400.7706642	524.4278907775879	22894.142578125	34.140625	1165.582275390625	524141764.387516	22463.123046875	20.392578125	504591897.0190468	415.8572425842285	1.470636	21.906511	0.0657439325	-0.12328014039999999	-0.0175361707	0.07225846080000001	-0.023080672200000003	0.030399342200000002	0.1627574176	-0.0141169178	0.12122860519999999	-0.1058810125	-0.09536245980000001	-0.21595316350000002	-0.08865857279999999	-0.0446425688	0.1059913113	0.025477752000000003	-0.0410345123	-0.17842430280000002	-0.00668229	-0.1282093759	0.1481693433	0.0577411025	-0.0043658071	0.12237194859999999	0.008924474699999999	0.0842297054	-0.0177896099	-0.1843234781	0.0914178894	0.0311911035	-0.1891496264	-0.0659007783	-0.0412881393	-0.0403907712	0.1317670646	0.0093903855	0.1745620889	-0.09651137789999999	-0.08807797519999999	-0.0295328247	0.0023034333	-0.1009653167	0.0451057309	0.0833798245	-0.013193999199999999	-0.045464304500000004	-0.012070980700000001	-0.0167432947	-0.07971084769999999	-0.0521509044	-0.1189347101	0.0263278565	0.0738950853	0.0239949788	-0.1667326894	0.0880755331	0.0965706499	0.016943151200000003	0.0023093199	-0.1693391815	-0.0421638009	-0.21736417789999998	-0.0066098765	-0.1859293825	0.06475789059999999	0.0210506274	0.0776152069	0.12367152990000001	-0.172598136	0.034218300000000014	0.12838265880000002	0.1419488734	-0.0381504275	-0.0051793735999999995	-0.08850092890000001	-0.0661775427	0.06325221360000001	0.1359260478	-0.10434200869999999	0.11165168130000001	0.0421762639	-0.0193491707	-0.1406154664	0.0228773915	0.05220048	0.10927204480000001	0.0773740996	-0.0913755934	-0.0492206305	-0.1781158704	0.0665260933	0.09788117810000001	-0.0608045956	0.042797590999999996	-0.0573526638	0.1599135851	-0.0035699093	0.0011305165	0.0054717263	-0.0360992696	-0.0833565151	-0.0260580378	0.1215101995	0.120893123	0.1198669825	-4.58025e-05	-0.0145312025	2.09786900625e-09	0.00021115584609600625	-0.00374702	0.01710058	1.40401588804e-05	0.0002924298363364	-0.0134789	-0.0244963	0.00018168074521	0.0006000687136899999	0.00036045	0.000191045	1.299242025e-07	3.6498192025000014e-08	-0.0	1.2619199999999999e-24	0.0	1.5924420863999992e-48	0.00053611	1.2719999999999702e-06	1.6179839999999243e-12	2.874139321e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30749.34375	90.994140625	945522141.0556641	8279.933628082275	22902.056640625	7.9140625	62.63238525390625	524504198.37039566	22507.419921875	44.296875	506583951.5396156	1962.213134765625	1.319949	19.66189	0.0772339125	0.0153799452	-0.0301666905	0.1389755309	0.047201985599999996	-0.1043343482	0.06488257900000001	-0.0716544586	0.16803258489999998	-0.1793515401	-0.1251770018	-0.024570086499999998	0.0875666892	0.035550898500000004	0.0396051183	-0.036566327200000005	-0.1159035115	-0.0682274087	-0.0519033956	-0.0368028619	-0.0050567357	-0.0185498031	-0.0291479112	-0.15393327910000001	-0.012844004	0.019668901000000003	-0.1500479809	0.0336291472	0.0431006204	-0.1290864273	-0.2132578949	0.1537854492	0.11480184380000001	0.0076904911	0.005069468	0.0420207265	0.036351935099999996	0.0177289602	0.1600597263	0.0069206715	0.032243867999999995	0.035152423599999996	0.1033880125	-0.0638140472	0.14685312109999998	0.0440798668	0.042351553300000004	0.027188467	0.0520397219	0.0089054724	0.022383583	-0.0072267784	0.1392312207	-0.0996606631	-0.0238768427	0.12872780820000002	-0.00031514490000000004	-0.0039617625	0.1082715323	-0.038642603500000004	0.0593647275	-0.22501887329999998	0.0865430038	-0.0517089775	-0.0560714365	0.053417754299999995	-0.0059621427	0.045758674900000004	-0.07293521780000001	-0.1240549743	0.0663826232	0.0040956678	-0.0079054404	-0.1066658058	0.0832787545	-0.027181224599999998	-0.12050243810000001	-0.0564610074	0.0095403713	-0.1517450829	0.00010923700000000001	-0.1391137385	-0.1460505643	-0.1150272775	-0.0462715252	-0.0383786393	-0.0986288359	-0.0357600049	0.2245777139	-0.1106146886	0.0326251742	-0.1343106959	-0.0784474976	-0.1427322964	0.0921315029	-0.0983706231	-0.09810551810000001	0.0090829113	-0.0191571016	-0.0676564061	0.0286691086	0.0040960608	0.1213126213	0.12010478890000001	0.1181006348	0.00314369	0.0031894925	9.882786816100003e-06	1.017286240755625e-05	-0.0329725	-0.02922548	0.0010871857562500002	0.0008541286812304001	-0.00469142	0.008787479999999999	2.20094216164e-05	7.721980475039998e-05	3.44048e-05	-0.00032604520000000003	1.18369026304e-09	1.0630547244304003e-07	0.000394584	0.000394584	1.5569653305600002e-07	1.5569653305600002e-07	0.00053611	0.0	0.0	2.874139321e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30655.208984375	-94.134765625	939741837.8757057	8861.354099273682	22922.8515625	20.794921875	432.4287757873535	525457123.7564087	22486.294921875	-21.125	505633459.3135414	446.265625	1.232328	18.356689000000006	0.06998502969999999	0.022714524700000002	-0.0028024924	0.1240685205	-0.030806414	-0.1712660724	0.04701709230000002	0.021429175	0.0607093317	0.054855541699999996	0.1057921468	-0.0543561609	-0.0931017861	0.0332866602	0.10417445460000001	-0.014753636399999999	0.0046730424	-0.1089915135	-0.0826770421	0.0349840103	0.0078221348	0.0633156451	-0.0313300942	0.0057609087	-0.028145134300000003	0.0484074387	0.0912321443	0.1929087554	0.1388166794	-0.0454658016	0.1788578255	0.06367259139999999	0.010775688200000001	0.1631465259	-0.0768287383	0.1356929511	-0.0660352147	-0.0457141661	0.04476744059999999	0.1180917838	0.0157066104	-0.10742479869999999	-0.0668589029	-0.0185232215	-0.0026690184	0.0386360813	0.0838327603	0.028829175699999997	0.0075380792000000005	-0.167415174	0.026846812999999997	0.020464417	0.1290372497	-0.0365187348	0.11980636970000001	0.1814160398	-0.0177123252	0.10514296810000001	0.1541539032	0.0008481797	-0.0272628871	-0.0339730524	-0.0554995074	0.08999215470000001	0.068119022	0.014711344	0.13295716	0.0551411166	0.034692079300000005	0.0830597299	0.1458947947	-0.0242638005	0.057630442699999986	-0.010619502	-0.017554628500000002	-0.0906296901	0.024573608900000002	-0.0620567424	0.0624404603	-0.0022476807	-0.2433447571	-0.05652924860000001	0.057411801799999995	0.0232262318	-0.1118968541	-0.12105327	0.0312435371	-0.0077503612	-0.1469808981	-0.0208349635	-0.0347424581	-0.024223434199999998	0.15489561470000002	-0.0964862037	-0.0196723728	-0.0361450799	0.0430628013	0.013676966899999999	-0.0828865691	-0.0166490135	-0.054910851	0.20765145420000009	0.12104935019999999	0.11905633460000001	0.11575891279999999	-1.95497e-05	-0.0031632397	3.8219077009e-10	1.0006085399656092e-05	-0.0208454	0.012127100000000002	0.00043453070116000004	0.00014706655441000004	-0.012986700000000002	-0.008295280000000002	0.00016865437689000005	6.881167027840002e-05	0.000259939	0.0002255342	6.7568283721e-08	5.0865675369639996e-08	-0.0	-0.000394584	0.0	1.5569653305600002e-07	0.00022824	-0.00030787	9.47839369e-08	5.20934976e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30808.994140625	153.78515625	949194119.9570656	23649.874282836914	22913.037109375	-9.814453125	96.32349014282228	525007269.5755959	22519.21484375	32.919921875	507115037.1789704	1083.7212562561037	1.247909	18.588785	0.0699780346	0.0311251019	-0.0961811924	0.0484846204	-0.1303755244	-0.0756468131	-0.025084100699999997	0.1357762984	-0.0095934025	-0.0550913184	0.1077416414	-0.08284053940000001	0.0183187653	-0.10432023609999999	-0.0157838871	-0.0012346289	-0.0725307985	-0.1360142638	0.2487887139	-0.0007931851	-0.07785436	-0.1542564558	0.16898309579999998	-0.1067341459	-0.0067173434	0.0623374451	-0.1347919961	0.09322761210000001	-0.10729464539999999	0.0472118309	0.0481892644	0.1626921911	0.033604765	-0.11357561880000001	-0.06903866	-0.0558355281	0.0818768608	-0.0742696266	-0.0218302225	0.1063599642	0.0484096458	-0.17340988300000001	-0.0002197061	-0.017561415900000002	-0.0759630099	0.0195922949	0.06857357019999999	0.011470317399999999	0.060271841	0.0222421604	0.0342729009	-0.10037689529999999	0.0683381463	-0.0055240425	0.1131969084	-0.0178200845	0.0006115306	0.1673022107	0.0097095194	0.0554735094	-0.1095760682	0.024766142799999998	0.0680059898	0.012826895500000001	0.1812157704	-0.0609872722	-0.0171862635	0.13846954279999998	-0.1254493774	-0.0037302864000000003	-0.1234594638	-0.0095343365	-0.224955937	-0.0365846969	0.1754519779	0.0411606527	-0.029204516899999998	0.0066947885999999995	0.027279616899999998	-0.0968162966	0.016434906399999998	0.1975182939	0.0947122129	0.0583667234	-0.0138802475	-0.0184557274	-0.2242350272	-0.0098900943	-0.0814806062	-0.12722967359999998	0.0111777419	0.0027135616	-0.0367197066	-0.013427279299999999	-0.06746911139999999	-0.08545324210000001	0.0367983607	0.054561726	-0.0580155637	-0.0318208463	0.0296904277	0.049257850199999995	0.1207205288	0.11775003070000001	0.11285322490000001	-2.05603e-05	-1.0106e-06	4.2272593608999997e-10	1.0213123600000002e-12	-0.0422906	-0.0214452	0.0017884948483599995	0.0004598966030399999	-0.00618388	0.006802820000000002	3.82403718544e-05	4.627835995240002e-05	-3.50608e-06	-0.00026344507999999996	1.22925969664e-11	6.940331017620643e-08	0.000537003	0.000537003	2.8837222200900004e-07	2.8837222200900004e-07	0.00026237200000000003	3.413200000000003e-05	1.1649934240000021e-09	6.883906638400003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30589.98046875	-219.013671875	935746905.0785065	47966.988468170166	22925.015625	11.978515625	143.4848365783691	525556341.4064941	22532.298828125	13.083984375	507704490.4799233	171.1906471252441	1.383571	20.609598	0.04280071224	-0.1219004996	-0.122855633	-0.0124812653	0.0778627559	-0.1053432391	0.091944816	0.1529031433	0.0213012016	-0.165350099	0.08725815199999999	-0.0487636885	-0.20257738670000008	-0.0533615172	-0.0124569546	0.0681802475	0.0694635071	0.0789688124	0.0231429966	0.0424034998	-0.1669310902	-0.0324818251	0.027882917599999998	-0.0891522699	-0.0112954612	-0.0921800009	0.0048140712	0.1157017793	0.010093510699999999	0.0190046051	0.05811522280000001	-0.0515584651	-0.0810184523	0.1339927648	-0.0023066345000000003	-0.0099536887	-0.0793209046	-0.0213223516	-0.0859427397	0.07937264599999999	-0.055648359	0.061306634699999994	-0.13657072779999999	0.0369234177	-0.0913292183	-0.042229910999999995	-0.1591214104	0.15434131199999998	0.0389266642	-0.0400429645	-0.147381521	-0.1105609833	0.0229857111	0.1256734454	-0.0095502192	0.0962604665	-0.19236608440000005	0.0051663552	0.1490969577	-0.0292917642	-0.16637857890000002	-0.083484309	0.116795444	0.007143381500000001	0.0346175894	-0.13151517710000002	0.0133512128	0.1076284728	0.1278683232	0.1477584395	0.0028276115000000004	0.0038615696000000002	0.023093019700000002	-0.077182805	0.0557547351	0.0672965168	-0.0207751575	-0.0362398871	0.0542574614	-0.07090857519999999	-0.0372318403	-0.0009429333000000001	0.044449753099999996	0.025293549300000003	-0.1447084438	-0.0208313999	0.028077189300000003	0.1185898144	-0.1719353398	0.0997257955	-0.0892742732	0.0619290635	0.0586667561	-0.0022449625	-0.1242002676	0.0699122494	0.0789576477	-0.0325802369	-0.0932926681	-0.047585401900000004	0.1330103393	-0.046762295	0.120326335	0.1161887065	0.1093977275	-8.41736e-06	1.2142939999999998e-05	7.085194936960001e-11	1.4745099184360002e-10	-0.0422792	1.1400000000001688e-05	0.0017875307526399997	1.2996000000003845e-10	2.64783e-05	0.0062103583	7.0110037089e-10	3.856855021437889e-05	-3.31688e-05	-2.9662719999999998e-05	1.10016929344e-09	8.798769577983999e-10	-0.0	-0.000537003	0.0	2.8837222200900004e-07	9.770150000000004e-05	-0.0001646705	2.711637357025e-08	9.545583102250008e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30769.49609375	179.515625	946761889.8632963	32225.859619140625	22885.044921875	-39.970703125	1597.6571083068848	523725281.0762367	22603.591796875	71.29296875	510922362.1197548	5082.6873931884775	1.615432	24.063387	0.14822759015999998	-0.1700569996	-0.1427369295	0.0770616497	0.0201491635	0.1249110541	0.1872761331	0.0776810859	0.0188949566	0.1065504876	0.09206008449999999	0.08594431699999999	0.0163535682	-0.049820061	-0.010356640799999999	-0.1738256627	-0.0244659417	-0.0084980292	-0.0180767726	-0.0745762327	0.0072019722	-0.1277166245	-0.0337883179	-0.0116861472	0.0515437016	0.07093934889999999	-0.073198048	0.009635411	0.0345397841	0.0874350224	-0.0064243892	-0.1051329188	0.11530187189999999	0.18677939780000002	-0.0406682634	-0.0318935831	0.0335383836	-0.045032540700000005	0.0844181726	-0.0088472418	-0.1192234358	0.0330760504	-0.0205883457	-0.0286134624	-0.0243272941	0.0545302288	0.004039218	0.0863708764	-0.0898733975	0.004399739099999999	-0.1697479053	-0.1046365153	0.1428197242	-0.051941987300000006	-0.0785741421	-0.0222403896	0.0534296793	-0.046254334400000006	-0.0635344133	-0.1693024875	-0.1232257549	0.0492933413	-0.0381881493	0.1570579227	0.0064089887	-0.0500855034	0.0988246497	-0.0026120218	-0.0690737229	-0.08403274109999999	-0.0908260473	-0.030962830499999996	-0.0632920441	0.0412794347	-0.0156512478	0.0553397914	-0.14668705699999998	0.0662605803	-0.016789763	-0.0070072233	-0.1034069518	-0.042142724000000006	-0.0736905474	0.1036830178	-0.0219735177	0.0106807221	0.0574197889	-0.0858452093	0.0685703693	0.1429073586	0.0168574363	-0.024254303199999997	0.024709861800000003	-0.0423408325	-0.0176287832	0.0874510343	-0.0096586395	0.133621997	0.0639780789	-8.300569999999999e-05	0.0326278098	-0.0480615608	0.1198669825	0.1143757435	0.10540925529999999	0.00734266	0.007351077359999999	5.39146558756e-05	5.403833835270457e-05	0.07182589999999997	0.1141051	0.005158959910809998	0.013019973846009995	-0.0253292	-0.0253556783	0.0006415683726399999	0.0006429104220530909	-4.85411e-06	2.831469e-05	2.35623838921e-11	8.017216697961002e-10	-0.0	0.0	0.0	0.0	9.770150000000004e-05	0.0	0.0	9.545583102250008e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30850.259765625	80.763671875	951738527.6065408	6522.770694732666	22869.556640625	-15.48828125	239.8868560791016	523016620.93875504	22584.33203125	-19.259765625	510052053.2977448	370.9385719299317	1.3022220000000002	19.397839	0.0678395726	-0.0329525257	-0.1364210391	0.0409262328	0.0485647645	0.1310084863	0.0733197382	0.0239657988	-0.09960879939999999	0.0714395422	-0.0770011317	0.1275720564	0.0281942013	0.09936971970000001	-0.0045853846	-0.0585635163	-0.0571159672	0.1390177441	0.11276255730000001	-0.1036927453	0.0352087972	-0.0649990714	0.0409898047	-0.0925090441	0.1115365941	-0.0106162638	0.0004273668	0.0406616015	-0.0389912179	-0.1234864433	0.0272077506	0.12319549630000001	0.008466160300000001	0.1232026384	0.051653661	0.18347525399999998	-0.0213128344	-0.0164012495	-0.029088471299999998	-0.08015828900000001	-0.1178435227	-0.10782424060000001	0.11593686460000001	0.0769621509	0.0365253165	0.0804271362	0.0276656552	-0.0327848783	-0.012029160300000001	0.0228523694	-0.037095716699999996	-0.12325971220000001	0.0736426001	-0.2527228134	0.011975478400000001	-0.0442789521	0.0394730306	-0.09853852560000001	-0.0754287647	-0.09760219220000001	-0.07406391679999999	0.0997084461	-0.0498590945	0.0245474743	-0.0639344438	0.0052911938	-0.007365563100000002	-0.1033970522	0.0810728304	-0.19925224589999999	-0.1305835196	0.11984060640000001	-0.075109088	-0.0132875031	0.0799367059	0.0477717515	0.0292945471	-0.0721971879	-0.0046080457	-0.09112531310000001	-0.027692239599999998	-0.1353306696	0.0294518681	-0.0677126934	-0.0885289629	-0.0204738446	0.1216623919	-0.0623885337	-0.12187791380000006	-0.019244153700000002	-0.033327523399999996	0.0135707957	-0.0966413127	0.0374555496	0.0998444076	0.0158063521	-0.1952565141	0.14377536789999998	-0.037991093	-0.0393737511	-0.0203141765	0.1106747799	0.11934271980000001	0.112315068	0.1009072399	-1.31331e-05	-0.007355793100000001	1.7247831561e-10	5.410769213000761e-05	0.0213257	-0.05050019999999998	0.00045478548049000003	0.002550270200039998	-0.0215313	0.0037979	0.00046359687969	1.442404441e-05	-6.03044e-05	-5.5450290000000006e-05	3.63662065936e-09	3.0747346610841e-09	-6.82633e-05	-6.82633e-05	4.65987812689e-09	4.65987812689e-09	9.770150000000004e-05	0.0	0.0	9.545583102250008e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30648.447265625	-201.8125	939327319.7937963	40728.28515625	22861.8671875	-7.689453125	59.12768936157226	522664971.2988892	22582.83984375	-1.4921875	509984655.4084625	2.22662353515625	1.398822	20.836782	0.061711641	0.0594751124	0.030186879500000006	0.052340960199999995	0.1437490012	0.0183847827	0.0078229718	-0.0844016815	0.024297734900000003	0.0934203257	0.0124426747	0.1138268555	0.15291863460000002	-0.06662532139999999	-0.1364149185	-0.0399109955	-0.1036835806	0.0668832446	-0.1375446914	-0.09037443630000001	0.1334204728	0.032101491499999996	0.1340126008	0.0579888047	0.10420989859999999	-0.0664681074	0.1450868192	0.0873219141	0.08843730699999999	0.1254955451	-0.0164632691	0.12381114380000001	0.1127482439	-0.0364444953	-0.1407173129	0.1655657908	0.0455142597	0.035146249	-0.0122717321	0.0932692764	0.040232922000000004	0.0757021142	-0.0527035372	0.0029570762	0.0426180697	-0.022770780600000002	0.0472703353	0.006639654399999999	0.0363849911	0.13502165859999998	0.0535348245	0.0076608944999999986	0.048705074	-0.1353890449	0.025835033700000003	0.0360272953	-0.0083811241	-0.14795867210000002	0.0110802981	-0.031064829	0.0848468207	0.016832579099999998	-0.057026926900000004	0.1369670997	0.011754434	-0.035430281800000005	-0.10346034009999999	-0.0527079575	-0.0603878877	-0.1362011521	0.015331038600000001	-0.0253072581	0.051002037300000004	0.2601195169	-0.0344941282	-0.0737439701	0.0252226323	0.0732715713	0.0479777125	0.052990755599999995	0.0894509398	-0.18838956850000002	0.0076551724	0.1308571764	-0.0663815657	-0.26963702230000003	-0.0883435854	0.0255367092	-0.011309244599999999	-0.0570588616	-0.017721846399999998	-0.0469715195	-0.06007274610000001	-0.0272190402	0.0447630297	-0.11480821990000001	0.024584377	-0.0116651838	0.1624917383	-0.0103750655	0.1140755317	-0.037053144100000004	0.11875383099999999	0.1100111431	0.0959136145	-9.6071e-06	3.526e-06	9.229637041e-11	1.2432675999999998e-11	-0.00790506	-0.02923076	6.248997360360001e-05	0.0008544373301776001	-0.0351386	-0.013607299999999998	0.00123472120996	0.00018515861329	0.000227521	0.0002878254	5.176580544099999e-08	8.284346088515999e-08	-0.0	6.82633e-05	0.0	4.65987812689e-09	7.638909999999997e-05	-2.131240000000007e-05	4.5421839376000295e-10	5.835294598809995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
