csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
33271.875	n/a	n/a	1107017666.015625	24215.505859375	n/a	n/a	586390724.025425	24194.28125	n/a	n/a	585363245.2041017	n/a	n/a	n/a	-0.0069070936	-0.0622383959	0.1305938754	-0.17960843489999995	-0.0476636246	0.04966049980000002	-0.000672399	0.10094574220000001	-0.0862281845	0.09727594710000001	-0.0411119946	0.014751520800000001	-0.19967552440000005	0.1192923969	-0.0220877483	0.1739764972	-0.0903538024	0.0274057835	-0.22665528100000001	0.0157010623	-0.0456474818	0.1181005761	-0.0414774382	0.0951732497	-0.0335713506	0.0113985068	-0.0019406014999999999	0.0305590129	0.0859497421	-0.047443265899999996	-0.0924966543	0.0563586287	-0.1036203185	0.0683227847	0.1100242307	-0.1090349053	-0.0490534895	-0.0070797475	0.1278305229	0.049280526	-0.0174122488	-0.0651990525	-0.1035833307	0.1380408699	0.0603041072	-0.0409207428	-0.055805554800000004	-0.0121427142	0.0186700986	-0.229137906	0.025285581499999998	-0.0606175483	0.0843490474	0.0578728488	-0.0477510038	0.0397971451	-0.019639814499999998	0.0827201904	-0.0901493004	0.09030175650000001	0.030895233900000006	-0.055006645599999994	0.1572640103	-0.010594006699999998	0.0935635038	-0.3003698575	0.08580926789999999	-0.0071788616	0.0045230731	-0.19909322570000001	0.09944061550000001	-0.0167442296	0.0719878991	-0.0595672496	0.0173117904	-0.0378288229	0.1688700837	-0.098529083	0.0542634429	-0.0530519934	0.126851152	0.009172538499999999	0.0552017065	-0.009159379799999999	-0.0635029364	0.08126299320000001	0.0404877631	0.0618100207	-0.075991152	-0.0633022105	0.005922558299999999	0.05884542	-0.0702314076	-0.0983071361	-0.01986371	0.0357995652	0.1217078847	0.1216831682	0.1216419777	0.047181199999999986	n/a	0.0022260656334399994	n/a	-0.000214335	n/a	n/a	4.5939492224999986e-08	0.0280381	n/a	n/a	0.0007861350516099997	0.000259161	n/a	6.7164423921e-08	n/a	0.000621649	n/a	3.8644747920100005e-07	n/a	0.00228396	n/a	5.216473281599998e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33419.2265625	147.3515625	21712.48297119141	1116844704.0357056	24233.62109375	18.115234375	328.16171646118164	587268391.3154451	24226.966796875	32.685546875	1068.3449745178225	586945920.1768838	3.032253	52.239597	0.694753365	-0.3434671382	0.09013532199999999	-0.2727337163	-0.09779009599999999	0.2294492309	0.1641123648	0.20984514769999998	-0.29599515600000004	0.047680747	-0.3481694633	-0.0384059608	-0.2200732598	0.3013186373	0.1665990865	0.21709885339999999	0.1130477284	0.0023382111	-0.1358480199	0.013252803999999998	-0.003968605	0.010837568300000001	0.1719578027	0.057007316100000004	0.1025432121	0.028099204300000003	-0.0491612304	0.0258962291	0.1059913231	0.15769264970000002	-0.1797117289	-0.027600182999999997	0.10804781179999999	0.0089656864	0.0078653818	-0.015106565700000001	0.025043494700000002	-0.0567437258	-0.06400068910000001	0.09097013039999999	-0.0249522898	0.1984029493	-0.0156261242	-0.07250142429999999	0.050127261	0.014440486	-0.012317833500000002	-0.0595667331	-0.3639586226	-0.049012154100000004	0.09304276880000001	0.2590440243	-0.1143454315	-0.5308019735	-0.23668963280000002	0.2156479578	0.0732026799	-0.09052282519999999	-0.0202895253	0.48971516390000003	-0.13836013689999999	-0.2974492248	0.0582285642	-0.33211783079999996	0.0311740346	0.0078729552	-0.0403902351	0.0536729637	-0.052138969400000006	0.14696615710000002	-0.0814317106	-0.06981851480000001	-0.1617721823	0.011807235800000001	0.0019379826000000002	-0.0054861029	-0.1116058977	0.0536121128	-0.09680622259999999	0.0951322713	-0.08706585619999999	-0.0515585826	0.0476491548	-0.0337629719	0.0950093605	-0.0086482902	0.046448569	0.09183114710000001	0.14690262310000002	0.048430657300000006	0.055631859000000006	-0.0599061961	0.0110259574	-0.0179416874	-0.0747762758	0.031014879199999998	0.0154457795	0.1216419777	0.12141962949999999	0.12104935019999999	0.0274258	-0.0197554	0.0007521745056399997	0.0003902758291599998	-0.0693072	-0.069092865	0.004773823993908226	0.00480348797184	-0.134756	-0.1627941	0.02650191899481	0.018159179535999995	-0.00766777	-0.007926931	5.87946967729e-05	6.2836235078761e-05	0.0007482679999999997	0.00012661899999999972	5.599049998239996e-07	1.6032371160999923e-08	0.00309263	0.00080867	9.5643603169e-06	6.539471689e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32807.1875	-612.0390625	374591.8140258789	1076311551.6601562	24235.1875	1.56640625	2.4536285400390625	587344313.1601562	24029.423828125	-197.54296875	39023.224502563484	577413209.5116615	1.946872	33.54068	0.24986075	-0.18547584190000002	-0.09760316779999999	-0.19654872059999998	3.4116e-06	0.1520537668	0.1617176365	0.19767687469999998	-0.1623665544	-0.0022826106	-0.075571944	-0.1257009363	-0.2093362681	0.037443845499999996	-0.0251615967	-0.0046126419	-0.1632714783	-0.0395150969	-0.0110460723	0.0636327857	0.0891916926	0.0480302317	-0.1384959802	0.11373945369999999	-0.0405447019	-0.0506622163	0.0483686007	-0.0071904477	-0.1333439854	-0.15331892589999999	0.1759719919	-0.0342133846	-0.08225041570000001	-0.0256198691	-0.18084381859999998	-0.0461114699	-0.1178529997	0.036275154500000004	0.1287675645	0.0126506874	-0.11364020720000001	-0.20320943489999999	0.0582825185	0.010929646999999999	-0.0732504325	0.045511975	0.1304546816	0.0584901309	-0.1694772915	-0.1632328371	0.1435812959	0.10036960789999999	-0.0863609427	-0.0026638776	0.21811013440000002	0.14604136	0.0997848038	-0.10554883	0.070483789	0.30636675550000003	0.0692567369	-0.15312700140000002	-0.0693206121	0.0266934124	0.0357000292	-0.1210992956	0.0933111038	-0.0090750748	-0.0447859609	-0.0243338279	0.1566930525	0.0613994185	0.15859017849999998	-0.0331317441	0.10990752640000001	-0.0913002133	-0.038762334700000005	-0.0775687343	0.1069758658	-0.1495837492	0.024698974300000003	-0.1093796485	0.0476465825	-0.0805499676	-0.09103710300000001	-0.0213598529	-0.0787164263	-0.2069356858	-0.024341069500000003	-0.20997243219999998	-0.06584323389999999	-0.0735928046	-0.005830596899999999	-0.1074411284	0.045623284199999996	-0.0135622091	-0.0318052154	0.1215101995	0.120893123	0.1198669825	0.0199183	-0.007507499999999997	0.00039673867488999995	5.636255624999995e-05	-0.0388176	0.030489599999999995	0.00092961570816	0.0015068060697600002	-0.0847103	0.05004569999999999	0.0025045720884899984	0.007175834926090001	-0.00512413	0.00254364	2.62567082569e-05	6.470104449599999e-06	0.0007670369999999999	1.8769000000000186e-05	5.88345759369e-07	3.5227536100000703e-10	0.00241868	-0.00067395	5.850012942399998e-06	4.542086025e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33064.91796875	257.73046875	66424.99452209473	1093288800.2801666	24219.814453125	-15.373046875	236.33057022094727	586599412.1438026	23950.859375	-78.564453125	6172.373294830322	573643664.8010254	1.498368	25.813848	0.17177484	-0.2703622973	0.0107595711	-0.2030783152	0.0815118218	0.07654703019999999	0.1455932984	0.18687339960000002	-0.1806939184	0.0492971363	-0.10301005869999999	0.048602962699999995	-0.0206832366	0.0614503031	-0.05854168570000001	-0.1047448966	-0.15187928650000002	0.0007398514	0.08762205099999999	0.0200814713	-0.0901021892	-0.09995784519999999	-0.1842933179	-0.07144168669999999	0.1082795377	-0.026165072999999997	-0.0197453446	0.0080735792	-0.0158204996	-0.0390345454	0.1427740569	0.1743927787	-0.0424623228	-0.0076396671	0.2416560148	-0.0276458833	-0.061145454400000014	0.16853613280000002	-0.052050423	-0.0977244231	0.1452876762	-0.0439762856	0.08426248119999999	0.06402377299999999	0.1303570288	0.062398071900000004	-0.0340389113	0.0195702124	-0.2585985126	-0.0785613722	0.1785992498	0.064039405	0.0164877597	0.0180104943	0.16766152310000002	0.07986427559999999	0.0639300933	-0.0859369434	-0.0017102139000000002	0.2891252639	0.0203960419	-0.0163207225	0.1212356341	-0.0015059201	-0.0136184421	-0.021143233199999997	0.04605243269999999	-0.057225388899999986	0.13998904310000002	-0.0637073339	0.039070383199999996	0.0952668443	-0.023403766	-0.1135462142	-0.1051479683	0.0034474986	0.0670413793	-0.2281156253	-0.11688155730000001	-0.1023466151	0.1099336409	0.14008454539999998	-0.15905690179999998	0.1522563102	0.0003551467	-0.0686100179	0.0552294019	-0.0258524004	-0.1519865127	0.0103701851	-0.096687745	0.10534245619999999	-0.058163477400000003	0.1140954454	0.0356303079	-0.0304895243	-0.0068549252000000005	0.1213126213	0.12010478890000001	0.1181006348	0.035200800000000004	0.015282500000000003	0.0012390963206400005	0.0002335548062500001	0.0015488399999999995	0.04036644	0.0016294494782736002	2.398905345599998e-06	-0.038012	0.046698300000000005	0.0021807312228900003	0.001444912144	-0.00424775	0.0008763800000000004	1.80433800625e-05	7.680419044000007e-07	0.000425915	-0.00034112199999999986	1.81403587225e-07	1.1636421888399992e-07	0.00224763	-0.00017104999999999982	5.0518406169e-06	2.9258102499999948e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32901.4375	-163.48046875	26725.863662719727	1082504589.5664062	24195.677734375	-24.13671875	582.5811920166017	585430821.0257301	23937.962890625	-12.896484375	166.3193092346191	573026067.3529396	1.970333	33.944855	0.47163824	-0.1964880865	-0.0870353904	-0.3552195815	-0.0176505486	-0.2046448134	0.2533619473	0.1286023127	-0.1951196101	0.21220986239999998	0.2698321417	-0.1480920091	-0.0529810671	-0.20834136260000002	-0.2236550543	0.024789052000000002	-0.0540883786	0.0034190614000000003	0.08117856	-0.10557683050000001	0.030828119700000007	-0.1978712174	-0.0280485421	-0.0421756594	-0.048970691100000005	0.15503266640000002	-0.1199711141	-0.07569122	0.014074441399999997	0.0017864438	-0.022282904500000002	-0.0632761651	0.0066967777	-0.0328308052	-0.010406206500000001	0.13365775970000002	0.1534210466	-0.1322153866	0.024120149	0.0044384779	0.005860781	-0.1038816361	0.0607837188	-0.044090398899999994	-0.09431271640000001	-0.17820251510000001	0.0455947277	0.1110624737	-0.1881690071	-0.19191605579999998	0.19860103489999997	0.2547883993	0.07699676309999999	0.25275986219999996	-0.0021387141	-0.1959683093	0.16689807980000002	-0.031592675	-0.1611444583	0.17279882489999998	0.4009330047	0.0604228963	-0.1599322027	0.17691805219999998	0.2017211123	0.028995662999999998	0.0026715470000000002	-0.1327864515	-0.08400479599999999	-0.0149677486	-0.14596485539999998	-0.0208965845	0.0824697038	-0.1639062997	-0.1075492418	0.0913639652	-0.0495255996	0.013655518899999998	0.1204911893	0.0226685386	0.0151818225	0.0184702331	0.0138503595	0.0516072779	-0.0580679467	0.0771036989	0.0432645549	0.08200411860000001	0.0080799614	0.0262315346	0.0405111752	0.0114324518	-0.0198014634	-0.0449154194	0.0648056446	-0.0392112343	0.025295814	0.12104935019999999	0.11905633460000001	0.11575891279999999	0.00908201	-0.026118790000000003	8.24829056401e-05	0.0006821911910641003	-0.0925557	-0.09410454	0.0088556644486116	0.008566557602490001	-0.15974100000000002	-0.12172900000000005	0.01481794944100001	0.02551718708100001	-5.38988e-05	0.004193851199999999	2.90508064144e-09	1.7588387887741432e-05	0.0008257819999999997	0.0003998669999999997	6.819159115239996e-07	1.5989361768899974e-07	0.00224763	0.0	5.0518406169e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33001.0703125	99.6328125	9926.697326660156	1089070641.7705688	24201.314453125	5.63671875	31.77259826660156	585703621.259037	23898.537109375	-39.42578125	1554.3922271728516	571140075.968174	1.925535	33.17308	0.32403845	0.016648533899999998	-0.10713915660000001	-0.1038741186	0.2770849304	-0.06184504530000001	-0.0009841264999999998	-0.0508338162	-0.0284790056	0.1745306034	0.17924338199999998	-0.0018015704	-0.0452447117	-0.070004104	-0.010446027	-0.1974277012	-0.2274747093	0.0619276379	-0.23058535870000002	0.1163795781	0.21003470170000002	-0.09318348369999999	-0.0197466577	0.11760906369999999	0.1854730006	0.06389090730000001	0.0256175275	0.1330142863	0.0931966127	-0.1178031892	-0.110630275	-0.0358414983	0.1361358722	-0.1290995106	0.10638121199999999	-0.0405534188	0.025898658999999997	-0.0877218651	0.025359338	-0.0315400486	-0.0348235737	0.10696128869999999	-0.1764897571	0.0170341712	0.0485772392	0.1115407274	-0.09341901359999999	0.0281690344	0.047648437300000006	-0.1438407337	0.1601534432	-0.0272225059	0.3106519303	0.1002856823	0.1738986405	-0.0593428621	0.0219409636	0.05488934	-0.1824198889	-0.071693841	0.1631181654	-0.026561889100000003	0.0042487763	0.14963417240000002	-0.1493131379	0.0271181185	0.25944158079999996	0.0704349493	-0.18114778480000002	0.0675932626	0.0280178444	0.14822898199999998	-0.1860716493	-0.2343628759	-0.011921841399999999	-0.009407128	-0.1741591343	0.0104072878	-0.0477404204	-0.0208766872	0.0213175516	0.1135942957	0.047562690199999993	0.1196669266	-0.015678086	-0.0199224773	-0.06754966400000001	-0.1019616376	0.1382619335	0.1336813406	0.0424952292	-0.154455307	0.0169918582	-0.013619303999999999	-0.082834662	0.0494711543	0.013932476899999999	0.1207205288	0.11775003070000001	0.11285322490000001	0.015420500000000004	0.006338490000000002	0.0002377918202500001	4.017645548010003e-05	-0.010714200000000002	0.0818415	0.006698031122249999	0.00011479408164000004	-0.0114007	0.14834030000000006	0.02200484460409001	0.00012997596048999998	-0.0007498369999999999	-0.0006959382000000001	5.622555265689999e-07	4.843299782192399e-07	0.000227367	-0.0005984149999999997	5.169575268900001e-08	3.5810051222499965e-07	0.00179162	-0.00045601	3.2099022244000007e-06	2.079451201e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
33218.8125	217.7421875	47411.660217285156	1103489503.9101562	24157.822265625	-43.4921875	1891.570373535156	583600376.617527	24052.240234375	153.703125	23624.650634765625	578510260.2920876	1.768655	30.470348	0.09834965	0.1498787422	0.0931339171	0.028960597299999998	0.135417223	0.002436139	-0.20064768379999998	0.0174483776	0.1238341615	0.129236285	-0.0108493429	-0.0304206095	-0.09310000539999999	-0.0153084627	0.0193787214	-0.0201382259	-0.029046019300000007	0.0031383288	0.0758111795	0.0785504189	0.09010273939999999	0.0070128211	0.0690050425	0.0714066657	-0.0227050902	-0.1297033507	-0.0499171199	-0.14342214949999998	0.0767586339	0.0214705315	0.0325456316	0.145624728	-0.0369323369	-0.2169621122	-0.0314513956	-0.0291408492	-0.0127598178	-0.0051597117	0.0967966354	0.0707228607	0.18774659489999998	-0.0090768973	-0.023732109300000002	-0.038155485	-0.046869520899999996	-0.029761761	-0.106442677	-0.0130289094	0.1744770365	0.11044772900000001	0.0885293127	-0.0021553773	0.14621373740000002	0.00011787129999999999	0.2733290792	0.0078664839	-0.1515441842	-0.09884454570000001	-0.1242714055	-0.1130358196	-0.0478422266	-0.1067218874	-0.0374311855	0.0011320758	-0.0710867704	0.0170111596	0.0569151987	-0.0878612335	-0.047627021	-0.09129856630000001	0.0558983368	0.020068485100000002	-0.0444299487	-0.017747578700000002	0.1436655244	0.0749882147	-0.028413332200000002	0.028796380099999998	0.0388438721	-0.015107643899999999	0.033543926200000004	0.0719995655	-0.16946424079999994	-0.1806586924	-0.1029150231	-0.0329996671	0.0080094108	-0.0293608257	-0.0293478384	-0.0007535087	0.1352460514	0.2419073207	0.1354315783	-0.10231072349999999	-0.0832380447	-0.0596874731	-0.0642611697	0.120326335	0.1161887065	0.1093977275	0.0353348	0.0199143	0.00124854809104	0.0003965793444899998	-0.0106738	4.0400000000001206e-05	1.6321600000000967e-09	0.00011393000644	0.0260243	0.037425	0.001400630625	0.0006772641904900001	-0.0006912880000000001	5.854899999999986e-05	4.77879098944e-07	3.427985400999984e-09	0.000918557	0.00069119	8.437469622489999e-07	4.777436160999999e-07	0.00172196	-6.966000000000002e-05	2.9651462416e-06	4.852515600000005e-09	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
33029.5859375	-189.2265625	35806.691955566406	1090953547.2026978	24182.521484375	24.69921875	610.0514068603517	584794345.3422585	24181.640625	129.400390625	16744.461093902588	584751743.3166504	1.335802	23.013165	0.07920043	0.2145224493	-0.039882077200000005	0.0262355833	-0.0706956785	-0.022255323100000002	-0.13062969800000002	-0.1543637767	0.0075388092000000006	0.052461481500000004	-0.1256366545	-0.1325601885	-0.025719671200000002	-0.0080142551	0.0630457938	0.0334133541	0.007666513299999999	0.0876019609	0.0016207727	0.0446264803	0.1401769824	0.1962187274	0.1062838021	-0.08727697539999997	-0.0253888488	-0.00361803	0.0067868539000000006	-0.0321413095	0.0770729311	-0.026423859700000003	0.0707243309	0.0379203295	0.057698607	-0.018030728200000002	-0.00264367	0.036829584900000004	0.1503108634	0.022596016899999998	-0.035532286499999996	0.050658540300000006	-0.04294395769999999	-0.049479206500000004	0.024622952799999997	0.0172650765	-0.1415347249	-0.1532883185	-0.0084065728	0.2037939999	0.2221381429	-0.0318816928	-0.1030980161	0.0360768753	0.051903758	-0.1026470095	0.10985004150000001	-0.019732684099999998	-0.0737788191	0.0767331797	-0.1009553387	-0.0391005546	-0.17519543350000005	-0.0405772944	-0.1983196562	-0.0399759228	-0.0700133	0.0358798995	0.0981594517	0.0184423482	-0.09674593529999999	-0.0049077939000000004	0.0617804201	-0.0345231795	-0.0402269468	0.1747849584	0.0399332911	0.0095692401	-0.0847409583	0.0770526982	-0.0397432144	0.1292062572	-0.0110087923	0.05811435280000001	0.031784076	-0.0173717782	-0.1392960403	-0.014250551699999999	0.1524077942	0.08388912550000001	-0.06210340690000001	0.1356724066	-0.0840696051	0.0957313526	-0.1507149646	-0.0525795405	0.1496256919	0.0114365025	-0.015428555900000003	0.1198669825	0.1143757435	0.10540925529999999	0.0353354	6.000000000033756e-07	0.0012485904931600002	3.600000000040507e-13	0.0182806	0.0289544	0.00083835727936	0.00033418033635999986	0.00714292	-0.01888138	0.0003565065107044	5.10213061264e-05	-0.000936745	-0.0002454569999999999	8.77491195025e-07	6.024913884899997e-08	0.0008685929999999998	-4.996400000000022e-05	7.544537996489994e-07	2.496401296000021e-09	0.0013901	-0.00033186	1.93237801e-06	1.101310596e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32902.43359375	-127.15234375	16167.718521118164	1082570136.3911283	24254.72265625	72.201171875	5213.009220123291	588291571.131607	24194.427734375	12.787109375	163.51016616821292	585370333.3938942	1.190669	20.512815	0.06406452	0.0793618337	-0.06901075179999999	0.09449663369999999	-0.0698809176	0.05733290000000001	0.0409859636	-0.1415936294	0.0314766723	-0.0668322163	-0.0378385065	-0.0401650992	0.059805452099999996	-0.030233794300000002	0.0550899879	-0.0210633657	-0.0106755556	0.221558087	0.09390102210000001	-0.0170136719	0.08693905810000001	0.0892026132	-0.016229796799999998	-0.1501993505	-0.1035991424	0.0716690908	0.0488161472	0.0971208825	0.0805757891	0.0305060062	-0.05799606280000001	-0.026586732999999998	0.0462553337	0.021094727599999998	-0.0240087085	-0.0681249446	-0.0664555165	0.0477127117	-0.0202339175	-0.07036673660000001	0.0185298547	-0.021206595099999996	-0.0437372632	0.055094326500000006	0.0262717914	-0.010359292800000001	-0.1673841493	0.029737985699999997	0.06498378169999999	-0.029269165099999998	-0.0978226679	-0.062330645899999995	-0.0122260963	-0.08352815059999999	0.046866562599999995	0.05905089650000001	0.08271607730000001	0.1039086896	0.0414335544	-0.047851795700000005	-0.08260006730000001	0.0635952918	-0.1125208797	-0.0136482625	-0.1382859021	-0.0489187305	0.0998562115	-0.030868777599999998	-0.0090651423	0.0028430253999999996	-0.0351634911	0.008617984	0.046041143099999994	0.10338551630000001	-0.1236331271	-0.0186057999	0.027657302	0.10214043519999999	0.0167507013	0.1270346845	0.0826635383	-0.0575092772	0.0177240928	0.08554882429999999	-0.0459612375	-0.09915702259999999	-0.0010816124	-0.076084767	0.0307728348	-0.0221992826	-0.0686464342	0.0778970394	-0.0141270256	0.056529423499999995	0.038269085	0.06938075519999999	0.0509825478	0.11934271980000001	0.112315068	0.1009072399	0.0325973	-0.0027381000000000003	0.0010625839672900002	7.4971916100000015e-06	-0.0106398	-0.028920400000000002	0.00083638953616	0.00011320534404	-0.00180845	-0.00895137	8.01270248769e-05	3.270491402500001e-06	-0.000700515	0.00023623000000000006	4.90721265225e-07	5.580461290000001e-08	0.000927506	5.891300000000028e-05	8.60267380036e-07	3.4707415690000335e-09	0.00121615	-0.00017394999999999995	1.4790208225e-06	3.025860249999999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33126.3671875	223.93359375	50146.25440979004	1097356203.0410767	24213.744140625	-40.978515625	1679.2387428283691	586305405.3076515	24188.138671875	-6.2890625	39.55230712890625	585066052.4098549	1.05803	18.227716	0.1019363	-0.0174543775	-0.0430634261	0.1257605399	-0.0072623536	-0.0116556227	0.0221020394	0.0981452248	0.0821918384	-0.051619031600000004	-0.0832122794	-0.027881896899999998	0.1367426158	-0.08998893109999999	0.041953597999999995	-0.1661879776	0.1262949927	0.1658753492	0.07068668759999999	0.0479937743	0.0079621668	0.0835965437	0.0685826606	0.1247935731	0.0811623026	0.1525903505	-0.0480618495	0.0105981572	-0.056314260199999994	0.0257009717	-0.0826305622	0.0746794369	0.06971518759999999	0.1088032279	-0.0113859197	-0.0295665214	-0.0729259283	0.016401631	-0.0007768995	-0.132761519	-0.0581409787	-0.0190424618	0.0993120869	0.1125964069	0.0094226912	0.0617377275	0.025792262000000003	0.0794035914	-0.0378129583	0.0153691907	-0.07448630980000001	-0.0900170902	-0.0052099616	-0.0466383612	-0.0319057575	-0.013168368500000001	0.0126093614	-0.1302018649	0.061182951	0.024237944100000002	-0.0491962936	0.18327598280000001	-0.0117823402	0.0919977833	-0.17638629390000002	0.08698557800000001	0.014564628799999996	-0.0370110637	-0.0119501105	0.0530288146	-0.1203315203	-0.1011531863	0.014850435	0.1431909939	0.0845857138	0.0330285421	-0.054972902000000004	-0.12372790619999999	-0.053608503499999995	0.0092906369	0.0537155548	-0.0546787355	0.0366182841	0.0648078887	-0.0474430463	-0.006744570500000001	-0.2948031111	-0.0665625837	-0.037828959100000004	0.0413948502	-0.16660238300000002	0.0012808665	0.051762474	0.051879439699999995	-0.0975651383	0.1198885017	0.0305308215	0.11875383099999999	0.1100111431	0.0959136145	0.0352175	0.002620199999999996	0.00124027230625	6.86544803999998e-06	-0.0106744	-3.460000000000095e-05	1.1971600000000658e-09	0.00011394281536000002	0.016006099999999995	0.01781455	0.0003173581917024998	0.0002561952372099999	-0.0019119	-0.0012113850000000002	3.65536161e-06	1.4674536182250003e-06	0.00117151	0.0002440039999999999	1.3724356801e-06	5.953795201599996e-08	0.0013901	0.00017394999999999995	1.93237801e-06	3.025860249999999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
