csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46
36344.38671875	n/a	n/a	1320914445.9620516	24253.470703125	n/a	588230841.1473428	n/a	23203.705078125	n/a	538411929.3526039	n/a	n/a	n/a	n/a	-0.288922185	0.0799246445	-0.42513222409999996	0.299349963	-0.2515301998	0.4561449367	-0.156627395	-0.3640249136	0.3298065868	-0.021444976600000002	0.1260050086	-0.1156682416	0.0653411729	-0.0654872931	-0.0079141103	0.11753042429999999	-0.08047569190000001	0.0499579761	-0.0035815285	0.0184526582	-0.0604965654	0.0354343624	-0.0581829034	0.0368886048	-0.0496138513	0.0326888734	-0.0147054274	0.0113693635	0.013393623700000001	-0.06121173730000001	0.0125065319	0.0016465219	0.0831524621	-0.0232780348	0.033765256	0.0138170652	-0.04664727849999999	0.0226188154	0.0242101513	1.08496e-05	-0.00011713870000000001	-0.031114613500000006	0.0076722776	-0.2633163593	-0.0888180329	-0.3361825849	0.3041926875	-0.3917002433	-0.2735095805	0.4880353752	-0.3876374468	-0.4350779406000001	0.0175702401	-0.0550555867	0.0345391042	-0.0959556023	0.0888198849	-0.11754424150000001	0.0708578478	-0.0520768488	0.0799860111	-0.0633953586	0.028103907200000004	-0.0398063198	0.046871623499999994	-0.0723002091	0.0054088239	-0.025164498700000003	0.0037933632	-0.0161696627	0.0123812071	0.014039519399999999	-0.016889398899999998	0.0487363885	0.0221666642	-0.0779296285	0.0040023048	0.0149782621	-0.0219028999	-0.0190754057	0.004396332199999999	0.05654992690000001	-0.0035374862	-0.061397072000000004	0.005739313199999999	0.0179038952	0.000512882	-0.0007184000999999999	0.1217078847	0.1216831682	0.1216419777	-0.0324915	n/a	0.00105569757225	n/a	-0.266286	n/a	0.07090823379600003	n/a	-0.07126	n/a	n/a	0.0050779876	0.00631785	n/a	n/a	3.99152286225e-05	-0.000369017	n/a	n/a	1.3617354628899995e-07	-6.67378e-05	n/a	n/a	4.453933948839999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37073.68359375	729.296875	531873.9318847656	1374458015.2094882	24204.369140625	-49.1015625	585851485.4956398	2410.9634399414067	23370.650390625	166.9453125	546187299.6808205	27870.737365722656	3.07094	54.367626	0.72679114	-0.010882537	0.4348147142	-0.23057070059999998	-0.1893941677	-0.228447425	-0.1785642742	0.0401712237	0.0019538303	-0.3232469665	-0.0657989851	-0.0676237758	-0.1293994811	0.2211607602	0.0830073329	-0.1220080317	-0.138572551	0.0529126089	0.0606425845	0.0945667107	-0.0767629646	-0.1672267181	-0.2598656073	-0.015527740600000001	-0.0299205568	-0.0863966187	-0.10818446179999999	0.0708673512	0.078852745	-0.0790748907	-0.0615749289	-0.0155787442	-0.0060662723	0.1336704926	0.0716496679	-0.042174175	0.0787540983	-0.1226991393	0.0014198670000000002	0.0301862873	0.09769222970000001	-0.00958645	-0.030000446899999998	-0.0927203786	0.1243519431	-0.4100046411	0.0558620978	-0.2673512737	-0.2228595213	-0.20822237440000002	-0.2470596837	0.13399071029999998	0.1395292524	-0.12392431570000001	-0.031402689500000004	-0.18799815879999998	-0.021667142799999997	-0.012986473	-0.0100001912	-0.08952382060000001	0.0056528373	0.1300457805	0.10468012210000001	0.0339292442	-0.06691707690000001	0.0794435636	-0.060748431	-0.0756414034	0.3148088094	0.18310755609999999	0.0002418486	-0.0082801676	0.050601785999999996	0.1303135087	0.032759915	-0.0066679235	-0.097890095	0.09171299529999999	0.083074864	0.0622965312	0.054156718300000004	0.0880793582	-0.0234722724	0.1273589121	0.0152187943	0.0783502541	0.09908691539999999	0.034239286800000004	0.1197393818	0.1216419777	0.12141962949999999	0.12104935019999999	-0.0440099	-0.011518399999999998	0.00193687129801	0.00013267353855999996	-0.0315967	0.2346893	0.00099835145089	0.05507906753449001	0.125308	0.196568	0.038638978624000016	0.015702094864	0.00225858	-0.00405927	1.64776729329e-05	5.1011836164000005e-06	0.0006641080000000001	0.001033125	1.067347265625e-06	4.4103943566400003e-07	0.000521176	0.0005879138000000001	3.4564263623044013e-07	2.716244229760001e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35969.28515625	-1104.3984375	1219695.9087524414	1293789474.6516266	24150.9765625	-53.392578125	583269668.9224242	2850.7673988342285	23176.31640625	-194.333984375	537141642.1626129	37765.69748306274	2.505069	44.34949500000001	0.26696919	0.016506858899999997	0.0841331343	-0.12828101949999998	-0.0016332572	-0.0662298278	-0.1182253763	-0.18471721940000002	0.2657150266	0.038284092900000004	-0.0638168614	-0.047144972199999996	-0.025767424100000002	-0.047069426399999996	0.1515749383	0.0643949887	-0.047445494000000005	0.09093081380000001	-0.0094081584	0.17945339079999995	-0.0629843825	-0.09112366890000001	0.232330753	-0.1358260963	0.0132009282	-0.07684735549999999	-0.017733028300000002	0.1058440559	-0.1467500847	-0.1210625756	-0.07098550440000001	-0.1405172961	-0.035595888199999995	-0.1958527466	0.0028590865999999996	0.0632353521	0.1431444806	0.1551400561	0.033188623	0.013289261399999999	-0.337007834	-0.0284583129	-0.0914335328	0.10123371689999999	0.013529670300000001	-0.024303252799999998	0.0774798015	0.270677655	-0.1402532678	-0.12031930710000001	-0.036908073199999995	0.1388947568	0.1320042523	0.0459054227	-0.09132806539999999	0.10964547570000001	-0.0624959437	-0.1392016334	0.0167617495	0.08866949460000001	-0.0777523508	-0.019959534299999998	0.0343776443	0.0767135788	-0.075610656	-0.1848300484	0.0061121774	0.2171231384	0.012554093600000002	0.1210426483	0.2305895027	0.1670165774	0.14640224289999998	0.0659571041	0.07224697440000001	0.024423562599999997	0.2857838634	0.058410049699999994	-0.0095986377	0.1388097975	-0.0034522302	-0.14191008830000001	0.1096006984	-0.1120963358	0.024128729100000003	-0.0078770231	-0.0192425573	-0.0356898873	0.0809408685	0.1215101995	0.120893123	0.1198669825	-0.00372276	0.04028714	1.38589420176e-05	0.0016230536493796	0.039723400000000006	0.0713201	0.0015779485075600006	0.00508655666401	0.0590784	-0.0662296	0.00438635991616	0.0034902573465599995	0.00156094	-0.00069764	4.867015696e-07	2.4365336836e-06	0.00167355	0.001009442	1.018973151364e-06	2.8007696025e-06	0.000596741	7.556499999999999e-05	5.710069224999998e-09	3.56099821081e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36187.47265625	218.1875	47605.78515625	1309533177.2468414	24099.931640625	-51.044921875	580806705.082798	2605.584049224853	23038.236328125	-138.080078125	530760333.1105385	19066.107975006104	1.981891	35.087204	0.147158978	-0.1971746644	0.003748842	-0.060212778499999994	0.1270180555	-0.1068260317	0.0006533611	0.08009758269999999	0.1526515508	-0.07909107259999999	-0.0894144998	0.0066765206	0.04399112610000002	-0.0197607498	0.0874950075	0.0223150166	-0.0278168086	-0.048649258499999994	-0.011384774299999999	-0.028213254	-0.0641173303	0.0703764308	-0.0001695034	0.1737957859	0.0316055726	0.0097749689	-0.11647636859999999	-0.0051388386	0.020060938700000003	-0.0293872719	0.017298961499999998	-0.0932274125	0.1206903864	-0.0730631501	-0.1266744808	0.0887185082	0.08386818230000001	-0.083422919	-0.18955483	0.051378457599999997	0.0729129226	0.0436946146	-0.155390028	0.0768053262	-0.1872874482	-0.0685571005	-0.013207868400000001	0.057112217699999995	-0.0506746262	-0.0947699975	0.0822368375	0.0618396071	0.14940134300000002	0.0310170521	-0.0530505075	-0.1074271222	0.0396917075	-0.0831873498	0.0895678167	0.0449976849	0.1432512575	-0.0101790896	0.0456425776	-0.1153064731	0.018180664699999998	0.12217042480000001	0.006232376600000001	-0.0428799962	0.0182565319	0.0382716205	0.1320307759	-0.060409533700000004	-0.012474194099999999	-0.1288598329	-0.09009029019999999	-0.0361785877	-0.0692003862	-0.054224804	-0.0670833648	-0.034658487200000004	-0.0268544375	0.002299365	-0.10952347109999999	-0.1247604615	-0.013735895500000001	-0.1204482726	0.2198892244	0.0107563994	0.0656826192	0.1213126213	0.12010478890000001	0.1181006348	-0.011021	-0.007298239999999998	0.000121462441	5.3264307097599985e-05	0.0592933	0.019569899999999998	0.00351569542489	0.00038298098600999977	0.0008064619999999998	-0.058271938	0.003395618758275844	6.503809574439995e-07	0.0006872569999999999	-0.0008736830000000001	7.633219844890001e-07	4.7232218404899987e-07	0.00151771	-0.00015583999999999994	2.428610559999999e-08	2.3034436441e-06	0.000385886	-0.00021085500000000005	4.445983102500001e-08	1.48908004996e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35829.4609375	-358.01171875	128172.3907623291	1283750271.0718384	24020.14453125	-79.787109375	576967343.3021393	6365.982822418213	22939.505859375	-98.73046875	526220929.0723	9747.705459594728	2.002193	35.446632	0.079179258	-0.0521736305	-0.1295362673	0.1132792813	0.1493409718	-0.0056856103	-0.013672808	-0.1115053392	0.10915029300000001	-0.0781264995	-0.0696401809	-0.0560871513	-0.08987561960000001	0.0668449409	-0.05918336730000001	-0.004205626	0.0226420032	0.0179641187	-0.15170202019999998	0.0832726922	0.0019535392000000003	0.1106532219	-0.0592278975	-0.0613654532	-0.1342356261	-0.0892378967	-0.0050536774	0.0561425077	0.0592568512	-0.0863948728	0.024954066299999998	0.12366718859999999	0.0322617152	-0.0409445458	0.0073266989	-0.1056630038	-0.1293303162	-0.0944451817	0.0125394916	-0.0698363501	-0.0074400329	-0.0636921074	0.2634444968	0.0375129706	-0.09309521330000001	0.11025698369999999	0.0460428072	0.054279193200000006	0.1160299642	-0.0501831284	0.1283381318	0.10814621769999999	0.1217189774	-0.0321042607	-0.0662236862	0.0133309491	-0.0269730881	0.09401802779999999	-0.09249710109999999	0.0267182121	0.0300958742	-0.0267580624	0.0559092933	0.0510970446	0.1411069924	0.023292243100000002	0.0555207361	0.0085763691	0.10980606949999999	-0.0362495323	-0.12676184470000001	0.0340845129	0.1700955658	0.055070208899999994	0.0520868223	-0.0247818297	0.0137770399	0.0308729442	-0.0461141562	0.0019172959	-0.0179397955	0.0862200626	-0.0267398075	0.2942482534	0.0459883596	0.0116857903	-0.0922989268	-0.041213005899999995	-0.030442257	0.12104935019999999	0.11905633460000001	0.11575891279999999	-0.00980533	0.0012156700000000005	9.614449640889998e-05	1.477853548900001e-06	0.0181765	-0.0411168	0.00033038515224999987	0.0016905912422400002	0.0115842	0.010777738000000002	0.00011615963639664404	0.00013419368964000006	0.000937257	0.00025	6.25e-08	8.784506840489998e-07	0.00171409	0.0001963799999999999	3.8565104399999955e-08	2.9381045281e-06	0.000310885	-7.500100000000001e-05	5.625150000999999e-09	9.6649483225e-08	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35963.31640625	133.85546875	17917.28651428223	1293360126.9360507	24037.61328125	17.46875	577806852.2589264	305.1572265625	22814.748046875	-124.7578125	520512728.4423866	15564.511779785156	1.891806	33.492352000000004	0.10932624	-0.1414335393	-0.1439501655	-0.0013547974	0.218516168	0.08864217460000001	-0.10351726119999999	-0.0028153082	0.043318949	-0.0313273616	-0.0116960791	0.0508087937	-0.049592145899999995	0.0372447125	0.050529446299999996	-0.0270082225	-0.0073270672	-0.0748431519	-0.16509669470000002	0.0116393548	-0.143041901	0.1941702866	-0.028184747599999997	-0.1102213285	-0.1053196514	-0.0858479876	-0.1252966158	-0.0272534572	0.0402999298	0.1152765241	0.1655351799	0.0535499196	-0.1728415251	0.0499191129	-0.0454166786	-0.0100447396	-0.0756380717	-0.025662793599999997	-0.028744058500000006	0.1178103432	0.0367563505	0.0194698497	0.1424344667	-0.0244840462	-0.1941651975	0.06880859219999999	0.11575411349999999	-0.0268075085	-0.0021141885	0.0910713142	0.15749840910000001	0.1724781432	0.0572005555	0.035546662400000005	-0.034565656800000004	-0.066092229	-0.06378654389999999	-0.0001878145	-0.046928098	0.0109195045	0.0850766204	0.0437629499	0.0767490985	0.0269641344	0.06815363990000001	0.0648819864	0.08116804	0.05477510519999999	0.016029013600000003	-0.0562071802	-0.1659607831	0.17984597100000002	0.0453787271	0.0199027941	0.0109533258	-0.0800831856	-0.05759679440000001	-0.0618154444	-0.042265236399999996	0.1337046852	-0.1308081592	0.0449960342	-0.14400628210000002	0.0126307452	-0.0616222714	-0.050515159299999994	-0.0824603691	0.054483279	-0.020357415900000002	0.1207205288	0.11775003070000001	0.11285322490000001	-0.00361574	0.006189589999999999	1.30735757476e-05	3.8311024368099985e-05	0.0199296	0.0017531000000000005	0.00039718895616	3.073359610000002e-06	0.0245757	0.012991499999999998	0.00016877907224999993	0.00060396503049	0.000150172	-0.0007870849999999999	6.195027972249998e-07	2.2551629584000004e-08	0.00103766	-0.00067643	4.575575449e-07	1.0767382755999998e-06	0.000615211	0.00030432599999999995	9.261431427599997e-08	3.784845745209999e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35591.62890625	-371.6875	138151.59765625	1266764048.2002106	24046.48046875	8.8671875	578233222.9339753	78.62701416015625	22772.107421875	-42.640625	518568876.43341446	1818.222900390625	1.698867	30.076572	0.07157852999999999	-0.0154641373	-0.2697287325	0.015147052099999999	0.2151270091	0.17366001690000002	-0.0432518659	-0.1514199149	-0.07724303610000001	-0.0500526247	0.0023825021	0.1325927757	0.0141632556	-0.028542878799999997	0.0353876199	0.046115829000000004	-0.1933522339	0.1284721274	-0.1728538495	-0.0246916282	-0.0439199162	0.0070189798	-0.0628952203	-0.09840780380000001	0.138246087	0.0112407653	0.0213107775	-0.0021323184	-0.2092113468	-0.1133693428	-0.0253465662	0.10316572449999999	0.0805658678	-0.114994956	0.08683117109999999	0.0223611449	-0.004363544699999999	-0.0680259961	0.049098541399999994	0.035579455600000004	0.0354069805	-0.000461686	0.0453550009	0.0059697249	-0.1161390996	0.2628082029	0.0444193696	-0.0472770001	0.0134006087	0.1045173042	0.2118490517	0.17639985379999998	-0.0441489926	-0.0834384029	0.0048530629999999995	-0.0212894939	-0.22521438289999998	-0.0868090057	0.009331624	-0.1721213235	0.0125895047	-0.06656085860000001	0.1172251243	0.046071438799999996	-0.050144922800000005	-0.1279665448	-0.07019375580000001	-0.0088834496	-0.09199815019999999	0.07348256339999999	-0.1038148101	0.014511811999999999	-0.0068067964000000005	0.0194387902	0.044307069000000004	-0.0605329897	0.1339034155	0.2144198684	-0.0125571072	-0.17795727309999998	-0.0158719293	0.0003531614	-0.0706056878	-0.0255977882	0.0401255938	-0.0716483346	-0.0852827194	-0.1391819811	-0.022499579300000003	0.120326335	0.1161887065	0.1093977275	-0.00385132	-0.00023558	1.48326657424e-05	5.54979364e-08	-0.031728700000000006	-0.0516583	0.0010067104036900003	0.0026685799588900003	0.0200975	-0.004478199999999997	2.0054275239999986e-05	0.00040390950624999997	0.000252378	0.00010220599999999998	1.0446066435999995e-08	6.3694654884e-08	0.0011913300000000006	0.00015367000000000072	2.361446890000022e-08	1.4192671689000015e-06	0.0006634639999999999	4.825299999999994e-05	2.328352008999995e-09	4.401844792959999e-07	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35794.109375	202.48046875	40998.340225219734	1281218265.9494631	24059.24609375	12.765625	578847322.5996246	162.961181640625	22735.12890625	-36.978515625	516886086.3838043	1367.4106178283694	1.905718	33.738640000000004	0.117936135	-0.0074590049	-0.1605770347	-0.027255007799999998	0.09834814089999999	0.1544105862	-0.1766741982	-0.0223688578	-0.06472930889999999	0.0075693149	0.0733130129	0.0752351253	0.1576699671	0.009513850400000001	0.0179567229	-0.0027629122	0.0640675876	0.0326617879	0.1365370048	0.031858220699999995	-0.024853698599999998	0.1233186839	-0.0773246053	-0.0644055355	0.0782771743	0.1628348126	-0.1218527897	-0.0507268584	-0.0100230415	-0.0776081919	0.1880686123	-0.052550208	-0.0865150545	0.191189844	-0.1557606495	0.0061885965	0.1125367921	0.09861647550000001	-0.0003444464	0.040137634	-0.0840687556	0.0615849697	-0.0713016435	0.1057322112	-0.0855333498	0.13213985779999998	0.1647678997	-0.0758409326	-0.0349688077	0.145630158	0.0331052965	0.18349328329999998	-0.0832432201	0.0363643541	0.1044435784	-0.025531391400000002	-0.051666205800000004	-0.029170595299999998	0.1716486614	0.0031412768	-0.1140295893	0.0080722959	-0.039567614	-0.10534596689999999	-0.08959454369999999	0.1155837486	0.0677805601	0.0183276075	0.026739932200000004	-0.014144883700000001	-0.0023762489	-0.0206164404	-0.10663406630000001	-0.0078362409	0.1320520171	-0.16675128349999999	-0.0234721991	-0.2213251231	-0.0043349613	0.0798436589	0.0526649807	0.12472322429999999	-0.1345289321	-0.0655157508	-0.0200301388	-0.1960599439	0.0459246332	-0.17731553079999998	-0.12441207230000001	0.1198669825	0.1143757435	0.10540925529999999	0.00834196	0.01219328	6.958829664160001e-05	0.0001486760771584	-0.0164442	0.015284500000000006	0.00027041171364	0.0002336159402500002	0.067094	0.0469965	0.00220867101225	0.0045016048359999995	-7.94391e-05	-0.00033181709999999996	1.1010258785241e-07	6.31057060881e-09	0.0007696119999999999	-0.00042171800000000067	1.778460715240006e-07	5.92302630544e-07	0.0005477619999999999	-0.00011570199999999996	1.3386952803999992e-08	3.0004320864399986e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35791.40625	-2.703125	7.306884765625	1281024761.352539	24039.865234375	-19.380859375	577915120.4869118	375.6177101135254	22826.994140625	91.865234375	521071661.49612814	8439.221286773682	1.584418	28.050386	0.056192965	0.0635118311	-0.21715173370000002	-0.0050912191	0.0562955349	0.2131236512	-0.0694851249	-0.021038309900000003	-0.11111265039999996	-0.0766824833	-0.007058483199999998	0.10799901619999999	0.0570693336	-0.1030670706	0.026344056600000002	0.008335585500000001	-0.0365846581	0.0745898532	-0.0863769968	-0.024476493399999997	0.12074593019999999	-0.1355258727	-0.0040253457	-0.0027927044	-0.0758580104	0.0425035725	-0.0479210535	0.0104906832	-0.029174053300000002	0.0042641308	-0.0724637132	0.0046185144	0.0122187274	0.14657034800000002	0.0641207211	0.041258022400000004	0.0013088531	0.0216098883	-0.0069501762	-0.0537328815	-0.0497392871	-0.0054735939	-0.0255318025	-0.15711821869999998	-0.0090147031	0.20181759989999998	0.0681784907	-0.19457354030000001	-0.0092480639	0.1868389104	0.0676610453	0.1199721352	-0.0598063613	-0.09171043050000001	0.0062484763	0.0219227162	-0.09063016689999999	-0.1059557102	0.008049451400000001	-0.0355950556	0.024388591400000003	-0.0541654252	-0.004600252	0.020179481399999998	0.0474045195	-0.1159776535	-0.0066417021	-0.0272377638	0.053623862	-0.05949251360000001	0.027911478599999998	-0.052797202800000005	-0.0662838456	0.0210000477	0.0025588676	-0.011938709799999999	-0.110309109	0.046572656399999995	0.1498475486	-0.0896521999	0.0024982761	0.0341151468	-0.013456726100000002	-0.060163004400000004	0.1430776215	0.0678222013	-0.09599731759999999	-0.0172530217	-0.0756293304	0.11934271980000001	0.112315068	0.1009072399	0.00496022	-0.0033817400000000003	2.4603782448400005e-05	1.1436165427600002e-05	-0.028449	-0.012004800000000005	0.0008093456010000001	0.00014411522304000007	0.06154510000000001	-0.005548899999999996	3.079029120999995e-05	0.0037877993340100008	-0.000157427	-7.798789999999999e-05	6.082112546409999e-09	2.4783260329e-08	0.000788458	1.8846000000000094e-05	3.551717160000037e-10	6.21666017764e-07	-6.05546e-05	-0.0006083165999999999	3.7004908583555996e-07	3.66685958116e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35757.47265625	-33.93359375	1151.488784790039	1278596850.7624664	24022.927734375	-16.9375	577101056.9310036	286.87890625	22834.306640625	7.3125	521405559.75809103	53.47265625	1.469152	26.009724	0.20444932	0.1514496988	-0.1542511609	0.0626990515	-0.0335284425	0.1323923253	-0.0702815094	-0.037695419300000005	-0.011018486899999999	-0.0185177807	-0.1079856135	0.2476205755	0.0696818822	-0.06211227480000001	-0.08292539639999999	0.0405430528	0.041861219	0.056095898600000006	0.0250143605	-0.2447584187	0.0904678941	-0.0110262621	-0.0313851999	0.08282977849999999	-0.0903532581	-0.055415800599999995	0.0371480302	0.097383557	0.0091695452	0.11361632	0.011938158600000002	-0.0147223931	0.0757593166	-0.0157806117	-0.1383367596	0.0014681947	0.025229541600000002	0.0021064518	0.0510066511	-0.10458711300000001	0.011046693500000001	-0.062509887	-0.1373159116	0.0201273267	0.08874164960000001	0.16109721970000002	0.1181186939	-0.10269990539999999	0.05179157	0.1176828725	-0.0136982267	0.0897641335	0.0280681506	-0.09240870820000001	-0.0721839404	-0.0008179328999999999	-0.1400307	-0.047115455099999995	0.0590757579	-0.0361712768	-0.0057867512	-0.0682730406	-0.1375970895	0.0601779171	0.0869192141	0.008605205999999999	-0.12396442199999999	0.0114924759	-0.0624918035	-0.1261762051	0.022557058999999997	-0.06544975809999999	0.0708008551	-0.152963572	-0.172178343	0.1090787065	-0.0904066092	-0.11366639419999999	-0.0059493411999999996	0.0144133912	0.0508068179	0.0512446625	0.1464305424	-0.0168783253	0.072853316	0.0642466211	0.009809995600000001	0.09531543199999999	-0.0355922426	0.11875383099999999	0.1100111431	0.0959136145	0.004809000000000001	-0.00015121999999999963	2.3126481000000008e-05	2.2867488399999897e-08	0.100006	0.128455	0.010001200036	0.016500687025	0.017249299999999995	-0.04429580000000001	0.0019621178976400007	0.00029753835048999984	9.04874e-05	0.0002479144	6.146154972735998e-08	8.187969558760001e-09	0.00100179	0.000213332	4.5510542224e-08	1.0035832041e-06	0.00010914500000000004	0.00016969960000000006	2.8797954240160005e-08	1.1912631025000007e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
