onset	duration	trial_type	img_gender	word_gender	response_time	response_hand	response_accuracy
1.0227	0.5	congruent	female	female	1.5312	right	correct
6.5392	0.5	incongruent	male	female	1.1245	left	correct
11.0558	0.5	incongruent	female	male	0.6678	right	correct
15.5724	0.5	incongruent	female	male	0.6831	right	correct
20.089	0.5	incongruent	male	female	0.8024	left	correct
25.1055	0.5	incongruent	male	female	0.4928	left	correct
29.6221	0.5	congruent	male	male	0.608	left	correct
34.1387	0.5	congruent	female	female	0.5473	right	correct
38.6553	0.5	incongruent	male	female	0.5396	left	correct
43.1718	0.5	incongruent	female	male	0.6970000000000001	right	correct
48.1884	0.5	incongruent	female	male	0.5913	right	correct
53.205	0.5	congruent	female	female	0.6855	right	correct
58.2215	0.5	congruent	male	male	0.7229	left	correct
62.7381	0.5	congruent	male	male	0.5822	left	correct
67.2547	0.5	incongruent	male	female	0.5745	left	correct
72.2713	0.5	congruent	male	male	0.4997	left	correct
78.2878	0.5	congruent	female	female	0.5251	right	correct
82.8044	0.5	congruent	male	male	0.4893	left	correct
87.321	0.5	congruent	male	male	0.7516	left	correct
91.8375	0.5	incongruent	male	female	0.6609999999999999	left	correct
96.3541	0.5	congruent	female	female	0.5543	right	correct
102.3707	0.5	incongruent	male	female	0.4685	left	correct
107.3872	0.5	congruent	male	male	0.5179	left	correct
111.9038	0.5	incongruent	female	male	0.6571	right	correct
117.4204	0.5	congruent	female	female	0.5544	right	correct
122.4369	0.5	incongruent	female	male	0.5408	right	correct
126.9535	0.5	incongruent	male	female	0.6021	right	incorrect
131.4701	0.5	incongruent	male	female	0.5613	left	correct
137.9866	0.5	congruent	male	male	0.4597	left	correct
142.5032	0.5	congruent	male	male	0.511	left	correct
147.5198	0.5	congruent	female	female	0.5282	right	correct
152.0363	0.5	incongruent	male	female	0.5446	left	correct
156.5529	0.5	incongruent	male	female	0.5089	left	correct
163.0695	0.5	congruent	male	male	0.4541	left	correct
168.08599999999996	0.5	incongruent	female	male	0.7185	right	correct
172.6026	0.5	incongruent	female	male	0.6398	right	correct
177.6192	0.5	incongruent	female	male	0.78	right	correct
182.6357	0.5	congruent	female	female	1.5094	right	correct
189.1523	0.5	incongruent	female	male	0.5826	right	correct
194.1688	0.5	incongruent	female	male	0.562	right	correct
199.6854	0.5	congruent	male	male	0.6022	left	correct
205.7019	0.5	congruent	female	female	0.6016	right	correct
212.2185	0.5	congruent	male	male	0.7968	left	correct
216.7351	0.5	congruent	female	female	0.4861	right	correct
221.2516	0.5	congruent	female	female	0.4575	right	correct
226.2682	0.5	congruent	female	female	0.9108	right	correct
231.7848	0.5	congruent	female	female	0.456	right	correct
237.3013	0.5	congruent	female	female	0.4854	right	correct
242.3179	0.5	congruent	female	female	0.5206	right	correct
246.8345	0.5	congruent	female	female	0.5209	right	correct
251.351	0.5	congruent	male	male	0.6323	left	correct
255.8676	0.5	congruent	female	female	0.5586	right	correct
260.8842	0.5	congruent	male	male	0.5989	left	correct
265.4008	0.5	congruent	male	male	0.5681	left	correct
271.9173	0.5	congruent	female	female	0.6144	right	correct
277.4338	0.5	incongruent	female	male	0.6488	right	correct
281.9504	0.5	incongruent	male	female	0.6261	left	correct
286.967	0.5	congruent	male	male	0.7854	left	correct
291.4836	0.5	congruent	female	female	0.6476	right	correct
296.0001	0.5	incongruent	female	male	0.934	right	correct
300.5167	0.5	incongruent	female	male	0.5013	right	correct
305.0333	0.5	congruent	male	male	0.5286	left	correct
310.0499	0.5	incongruent	male	female	0.6459	left	correct
315.5664	0.5	incongruent	female	male	0.5772	right	correct
320.583	0.5	congruent	male	male	0.7095	left	correct
326.0995	0.5	incongruent	female	male	0.5869	right	correct
331.1161	0.5	incongruent	male	female	0.5491	left	correct
336.6327	0.5	incongruent	male	female	0.6244	left	correct
341.1492	0.5	congruent	female	female	0.4858	right	correct
345.6658	0.5	incongruent	female	male	0.7	left	incorrect
350.6824	0.5	congruent	male	male	0.6503	left	correct
355.199	0.5	congruent	female	female	0.5346	right	correct
359.7155	0.5	incongruent	male	female	0.779	left	correct
364.2321	0.5	incongruent	male	female	0.5193	left	correct
368.7487	0.5	congruent	female	female	0.6355	right	correct
374.2652	0.5	incongruent	female	male	0.5639	right	correct
378.7818	0.5	incongruent	male	female	3.0801	left	correct
383.2984	0.5	congruent	male	male	0.6754	left	correct
389.3149	0.5	incongruent	male	female	0.6008	left	correct
393.8315	0.5	congruent	male	male	0.4131	left	correct
398.8481	0.5	incongruent	male	female	0.5773	left	correct
403.8647	0.5	incongruent	male	female	0.4866	left	correct
409.8812	0.5	incongruent	female	male	0.5259	right	correct
414.8978	0.5	incongruent	female	male	1.0162	right	correct
419.4143	0.5	incongruent	male	female	0.5486	left	correct
424.9309	0.5	incongruent	female	male	0.6309	right	correct
429.4475	0.5	congruent	female	female	0.5311	right	correct
433.9641	0.5	congruent	female	female	0.4424	right	correct
438.4806	0.5	congruent	male	male	0.3898	left	correct
442.9972	0.5	incongruent	female	male	0.3511	right	correct
448.0138	0.5	incongruent	male	female	0.4303	left	correct
453.5303	0.5	incongruent	male	female	0.6187	left	correct
459.5469	0.5	congruent	male	male	0.5129	left	correct
466.0634	0.5	incongruent	female	male	0.4673	right	correct
470.58	0.5	congruent	male	male	0.3266	left	correct
475.0966	0.5	incongruent	female	male	0.4998	right	correct
