csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
38765.15625	n/a	1502737339.086914	n/a	23567.1640625	n/a	n/a	555411221.9487915	23843.166015625	n/a	n/a	568496565.6486549	n/a	n/a	n/a	-0.0735206	-0.09781572779999999	-0.0907509532	0.015847342099999998	-0.009488630999999999	0.1170928276	-0.0930606915	-0.0217082725	0.0551642455	-0.329514202	0.2131041932	-0.240021885	0.2069994007	0.0394633315	-0.1379369137	0.0596424921	-0.1133984571	0.07656827	-0.018909952	0.051088376799999995	-0.10554230199999999	0.0203816985	-0.10365109410000001	0.0223505004	-0.07407804650000001	0.027340704	-0.1165994959	0.0003009608	0.2079589068	-0.1247605241	0.0502176582	0.1140651653	-0.025150764	-0.0163275406	-0.0346423118	0.0640527726	0.0894831654	-0.1389976683	0.0496804011	0.0515829005	-0.1146884006	-0.0205264669	-0.029702354700000006	-0.07433020950000001	0.0100294937	0.0928154208	-0.11163914960000001	-0.0111070667	-0.0662376008	0.0942795297	-0.0062296511	-0.048960288399999996	0.0525455755	-0.053041566799999995	0.1549650198	0.1054583902	-0.018565791	0.132536755	-0.25648538	0.0134157867	-0.23356700149999998	0.07446358480000001	-0.245223689	0.0676194437	-0.012975493400000001	0.0903992655	-0.0934591885	0.049352846900000004	-0.0119833695	0.10138179259999999	-0.0033472498	0.0674155816	-0.1239965291	0.030546605299999998	-0.0450204212	-0.1331722167	0.0205361521	-0.0185689173	-0.1095852939	0.1390584408	-0.0527202309	-0.0003360729	-0.1284683638	0.0229173997	0.1372308334	-0.0549456406	-0.0160872863	0.0876995007	0.10014344689999999	-0.0668181055	-0.0367794333	-0.1037682309	0.0501095912	0.0474923829	0.0012556841	0.0022724516	-0.16031111369999998	0.1217078847	0.1216831682	0.1216419777	0.0285726	n/a	n/a	0.0008163934707600001	-0.029610200000000007	n/a	n/a	0.0008767639440400003	-0.119253	n/a	n/a	0.014221278009	-0.00208897	n/a	n/a	4.363795660899998e-06	-0.000362612	n/a	n/a	1.3148746254399998e-07	-0.000153131	n/a	2.3449103161000006e-08	n/a	0.0	0.0
38632.2890625	-132.8671875	1492453758.2085571	17653.689514160156	23571.640625	4.4765625	20.03961181640625	555622241.7541504	23796.17578125	-46.990234375	2208.082126617432	566257981.812149	1.056378	16.110245000000006	0.08875819999999998	-0.1267374525	-0.030278749100000002	-0.1234741976	0.08599339339999999	-0.011564940400000001	0.1115393333	0.046728090599999994	-0.0037865393	0.0312962254	-0.2022763681	0.1689246341	-0.1290886263	0.0389046783	0.0264429214	-0.0484538974	-0.1112522983	0.1135190195	0.12038949210000001	0.0689709235	0.0797356951	0.0396898469	0.05103624599999999	0.06452780059999999	0.0627174999	0.11525781859999999	-0.037729545	-0.08650832130000001	-0.023190684399999998	-0.1106440368	-0.0714974326	-0.0391442669	0.1492812739	0.0278935783	0.030051828500000002	-0.04609884400000002	0.1176478	-0.0669896719	0.08291944309999999	-0.2075501746	0.042258140300000004	-0.0365312732	-0.047112603899999994	-0.035491609300000004	-0.011107358500000001	-0.031133950299999998	0.0335197804	-0.12933365119999998	-0.0904096617	0.0297141248	0.0219179385	-0.051171293	-0.08449513789999999	0.0498762654	-0.1111134484	0.08691619380000001	-0.0120423048	0.019465115800000002	0.0198710903	-0.17733173289999998	-0.024348991400000002	-0.06876927570000001	0.1189899386	-0.08926293269999999	0.033728992299999996	-0.156983807	-0.0695699409	0.0792402145	-0.06411574769999999	-0.001632113	-0.0142589524	0.0171307739	0.0498585284	-0.1491381709	-0.11303201730000001	0.006146849	-0.0590655268	0.0379789859	-0.0737110027	0.1243767882	-0.0660951816	-0.024833866800000003	0.1538450326	0.0919423284	0.0067171185	0.058560202	-0.1039790275	-0.0727882836	-0.0851303034	0.1305938078	-0.0465373145	-0.0010646403	-0.0552800934	-0.059986736	0.0084254368	-0.1142321609	0.016968424399999998	0.1348854062	0.1216419777	0.12141962949999999	0.12104935019999999	0.021884200000000003	-0.006688399999999997	4.473469455999997e-05	0.0004789182096400001	-0.0400344	-0.010424199999999995	0.00010866394563999987	0.00160275318336	-0.08738639999999999	0.031866600000000016	0.0010154801955600003	0.007636382904959998	-0.00173522	0.00035374999999999984	1.2513906249999993e-07	3.0109884484e-06	-0.000651311	-0.0002886990000000001	8.334711260100003e-08	4.24206018721e-07	0.0	0.000153131	0.0	2.3449103161000006e-08	0.0	0.0
38444.203125	-188.0859375	1477956753.9162598	35376.319885253906	23570.44921875	-1.19140625	1.4194488525390625	555566076.3736725	23712.59375	-83.58203125	6985.955947875977	562287102.3525392	1.0620889999999998	16.197348	0.07205685	-0.08587452150000001	0.0603207676	-0.028009117799999997	0.0432120939	-0.0795962786	0.054246897300000006	0.049743297400000004	0.0637757236	-0.0901779907	-0.0013436003	0.1272710498	-0.1399811396	-0.1421447165	0.1561526329	0.0103039618	-0.022911621	0.0766361176	0.1290793814	0.06139830690000001	0.0741879148	-2.14016e-05	0.10965623640000001	-0.0188958319	0.1673530263	0.1409829483	-0.20429471230000001	0.0156424655	-0.1315098056	-0.020865143500000002	0.15972923279999998	-0.15606553869999998	0.020273958300000002	-0.0610144552	-0.07644232349999999	0.0058307883	-0.0052073538	-0.0798346677	0.0578721841	0.0981700735	0.1702267818	-0.0741007056	0.1022567823	0.0204412326	-0.044784504800000006	0.0398596281	0.0207133031	-0.0371361255	-0.0847020039	0.029384278599999997	-0.06302338019999999	0.0281819846	0.0261254269	0.023009151600000003	-0.09343203539999999	0.0386059401	0.012769058100000001	-0.0318570432	-0.0712695513	-0.0065066165	0.0557354443	0.1235312332	0.1953152096	-0.08930886960000001	0.09531869119999999	-0.062829737	0.09497482689999999	0.1392331306	-0.0118138674	-0.0049136659	0.041147060299999996	0.0026593594	0.208284248	-0.09590965509999999	-0.14505026470000001	0.0804245494	0.10999127210000001	-0.0716473812	-0.0371747075	0.1012501534	-0.0316412566	0.2301144716	0.0685782194	0.07747650860000001	-0.1467601401	-0.03699167	-0.0610158446	0.1084675336	0.0933890614	0.031773175	-0.009568649399999999	0.1601017548	-0.0065447714	-0.0094487027	0.0507479574	0.0170974468	-0.19090255550000002	-0.0925385042	0.1215101995	0.120893123	0.1198669825	0.0221238	0.0002395999999999961	5.740815999999812e-08	0.00048946252644	-0.0566795	-0.016645099999999996	0.0002770593540099999	0.0032125657202499987	-0.0455332	0.041853199999999986	0.0017516903502399995	0.00207327230224	-0.00163913	9.609000000000006e-05	9.233288100000011e-09	2.6867471569e-06	-0.000481022	0.00017028900000000004	2.8998343521000023e-08	2.31382164484e-07	0.0	0.0	0.0	0.0	0.0	0.0
38366.37109375	-77.83203125	1471978430.9033356	6057.825088500977	23582.861328125	12.412109375	154.06045913696292	556151348.4215736	23717.939453125	5.345703125	28.57654190063477	562540651.9021034	0.9626690000000002	14.681142	0.07136432999999999	-0.0363104955	0.10350426210000001	-0.0295572841	0.09301771730000001	-0.0372085217	-0.0328093438	0.030473522700000002	0.06796507660000001	-0.0246011933	0.1089892164	0.0512221	-0.19736894030000002	-0.2124696701	0.2762626664	-0.06848562379999999	0.0710868659	-0.056177387800000006	-0.143019163	0.08814816589999999	0.0042634669	0.0001023933	-0.1164601742	-0.08744661890000001	-0.0135349076	0.15788886359999998	0.1703009205	-0.0921647644	0.05759559700000001	0.0593135334	0.0007164394000000001	-0.1230243315	0.0637367764	-0.0303288556	-0.055265744400000004	0.046837320599999996	-0.1373455995	0.0056258224	-0.0482360059	-0.0021091217	-0.026175236600000002	0.0011225153999999998	-0.0392211542	0.048966881	0.0319322297	-0.0339431952	0.0654170142	0.021764733799999998	-0.10316932300000001	0.0289718472	-0.08687513349999999	0.018116416899999998	-0.049318389299999994	-0.0405495029	-0.0997430113	-0.041444328100000004	-0.019734555900000002	-0.0870155711	-0.04699165	-0.0020620461999999997	0.0960163082	0.2502757824	0.2039023475	-0.17699394059999998	0.018384676399999998	0.2546995703	0.045510130499999996	0.08820435119999999	-0.0405486027	-0.030394912599999997	0.0046070892	0.012926920900000001	0.072448464	0.1071642466	0.1334929255	0.0788592907	-0.19142213	0.1387400062	-0.0717473771	-0.0449626063	0.0907006073	0.0604336968	-0.0314037227	0.0211504382	-0.047781350599999994	0.0129641151	0.07338997259999999	-0.0514114418	0.023135372999999997	0.061961053499999995	-0.0141523528	0.10984020109999999	0.048774671	-0.0315506449	0.1236589535	-0.07044033200000001	-0.027509758999999998	-0.11732115720000001	0.1213126213	0.12010478890000001	0.1181006348	0.00904187	-0.01308193	0.00017113689252489994	8.175541309690001e-05	-0.023746400000000004	0.032933099999999986	0.0010845890756099996	0.0005638915129600003	-0.045537	-3.800000000005188e-06	1.4440000000039427e-11	0.002073618369	-0.0015388	0.00010033000000000004	1.0066108900000007e-08	2.36790544e-06	-0.000573095	-9.207300000000008e-05	8.477437329000015e-09	3.2843787902500005e-07	-0.000314507	-0.000314507	9.8914653049e-08	9.8914653049e-08	0.0	0.0
38422.8046875	56.43359375	1476311920.053772	3184.750503540039	23589.30859375	6.447265625	41.56723403930664	556455479.9311676	23805.884765625	87.9453125	7734.377990722656	566720149.4742165	1.191907	18.177128	0.03595305	0.0193443462	0.0886897724	0.0650042572	0.0790402912	-0.045565149000000006	-0.09117060460000001	-0.0199716513	0.034524155099999995	0.0622233149	0.10672939199999999	0.08122415150000001	-0.0241140161	0.0341521541	-0.017226937299999998	-0.1322036035	0.12315863949999999	0.0453216788	-0.0806459709	-0.2409241811	-0.0137995391	-0.1018420004	-0.05038914059999999	0.1114009774	-0.0012443705	0.0366940887	0.0725454937	0.0703725669	-0.0253729925	0.1474258615	-0.0197434204	-0.024300175099999998	-0.0410273838	-0.05797300070000001	-0.1902027999	0.0716894706	0.021060965600000002	-0.0216024697	0.1000756651	-0.0099947852	-0.0757586287	-0.0590749811	0.0903580132	-0.051132789500000005	-0.09202832300000001	-0.0699489883	0.0022266492000000003	0.09633825019999999	-0.0813540591	-0.05863916650000001	-0.0461838621	-0.0455965315	-0.0002747484	-0.0163860434	-0.0440983289	-0.1259791068	0.008268964399999999	-0.0538693179	0.0009223810000000001	0.0434266675	-0.058727601	-0.1525132202	-0.016329257399999998	-0.0240316247	-0.039773602000000005	-0.0285804731	0.12092391960000001	0.042340504699999996	-0.12106834550000001	0.0082031518	0.18742981260000002	0.09307492949999999	0.0583705988	0.1726944995	0.044173467800000005	0.0415226306	0.0214667458	0.0022500534	-0.1287181704	-0.23735184620000002	-0.1113462417	-0.044051373600000006	-0.023047264100000003	-0.0667462566	-0.0656532598	-0.1446870534	-0.0286755664	-0.06055619230000001	0.0119299221	-0.0799588456	-0.0663593296	0.0039074528999999995	-0.0797955103	0.1381884458	-0.0006704108	-0.037513688999999996	-0.1742084623	0.11147865259999999	0.12104935019999999	0.11905633460000001	0.11575891279999999	0.00601597	-0.003025900000000001	9.156070810000003e-06	3.61918950409e-05	-0.0284183	-0.004671899999999996	2.1826649609999965e-05	0.0008075997748899999	-0.0455766	-3.9599999999993814e-05	1.5681599999995096e-09	0.00207722646756	-0.00189379	-0.0003549900000000001	1.260179001000001e-07	3.5864405641e-06	-0.000481022	9.207300000000008e-05	8.477437329000015e-09	2.31382164484e-07	-0.000197257	0.00011725	3.8910324049e-08	1.37475625e-08	0.0	0.0
38449.30078125	26.49609375	1478348730.567032	702.0429840087891	23558.541015625	-30.767578125	946.6438636779784	555004854.7848854	23800.982421875	-4.90234375	24.032974243164066	566486764.2464027	1.156622	17.639023	0.0431445	0.0952833199	0.06874388690000001	0.13660746640000002	0.0208510792	0.0495786716	-0.0955045775	-0.023953427700000002	0.16879508989999994	0.1086733676	0.032860136899999996	0.017998486	-0.0676051278	0.1304846709	0.1337380897	0.205903224	0.1218080099	0.1209459683	0.07083039769999999	0.015252648300000001	0.0954152534	0.0093796815	0.1255680957	-0.079982575	-0.1436818865	-0.0095224814	0.0156565279	0.0053875052	0.0127497317	0.14276235140000001	0.0519784014	-0.0415397143	-0.068314371	0.0752941754	0.0711937219	0.1939634064	-0.0271290291	0.1260860585	-0.0220854978	-0.0097326315	-0.136356969	0.0243152734	0.1851176102	0.0052424755	0.0376766321	-0.0293330957	-0.044388500899999996	0.14862025339999999	0.0041853787	-0.05444944559999999	0.062376238	0.05687412450000001	0.0100986153	0.0318361436	0.1181585728	-0.1441370726	-0.0925491302	-0.1713580301	-0.0245951534	0.0468522489	0.06337020559999999	0.0636537705	0.0197654958	-0.0374612398	0.2434283502	-0.10545045800000001	-0.058541425099999995	-0.0517689241	-0.037604290299999996	-0.0105991404	-0.0121251779	-0.10601316890000001	0.068406441	-0.0776761322	0.0001497577	-0.1395229579	-0.0705701215	0.0426085367	0.0434021867	-0.0387110393	0.0393275736	0.0712527222	-0.0411617577	-0.2336934216	0.1328777215	-0.0804112008	0.0758878508	-0.14616047710000002	0.1069491459	-0.0980949083	-0.085047181	-0.0173992733	-0.017185664099999998	0.02922669	-0.0817043314	-0.0300616904	0.0784435195	-0.0879244267	0.1207205288	0.11775003070000001	0.11285322490000001	0.00552307	-0.0004929000000000001	2.429504100000001e-07	3.05043022249e-05	-0.0087069	0.0197114	0.00038853928995999994	7.581010760999999e-05	-0.0455833	-6.700000000005312e-06	4.489000000007119e-11	0.00207783723889	-0.00174545	0.00014834000000000006	2.2004755600000022e-08	3.0465957025e-06	-0.000481022	0.0	0.0	2.31382164484e-07	-0.000507587	-0.00031033	2.57644562569e-07	9.63047089e-08	0.0	0.0
38463.46875	14.16796875	1479438428.2822266	200.73133850097656	23561.546875	3.005859375	9.03519058227539	555146491.1428223	23782.08984375	-18.892578125	356.9295082092285	565587797.3361969	1.179029	17.980742000000006	0.08975613	0.1331759119	0.0156029517	0.07746585519999999	0.0323076421	0.1406264206	-0.0835035632	0.0971226425	0.0446659991	0.2224519601	-0.0191558955	-0.006756984200000001	0.0102121512	0.0768240078	0.0742140934	0.17597329329999994	0.0353973565	-0.0524255017	-0.010293453900000001	0.10832300859999999	-0.1936992385	0.11608083050000001	0.0669167235	-0.0987715776	-0.022118379900000002	-0.1178903103	-0.11486095460000001	-0.0873103865	-0.0946964448	0.0200057463	-0.0453153604	-0.011459881399999998	-0.0258780656	-0.05956612400000001	0.0319563645	-0.0098502217	-0.0121618422	-0.1025883977	0.0234310667	0.022611947400000002	0.1302661106	0.07181417799999999	0.12057556900000001	0.10574272720000001	-0.0362533446	0.0718516804	0.0164027121	0.102973997	0.0429162391	0.0708367979	0.0821499058	-0.0370734419	-0.0697326724	0.0371468937	0.1356986451	-0.17113857670000002	-0.1962371752	-0.0379546251	0.1504024377	0.0070802769999999985	-0.0313592293	-0.0008657093	0.0058416736	-0.1083080606	0.1447257773	0.0619261163	-0.044073670999999995	-0.08598093710000003	0.1508736572	-0.112757009	-0.1156267608	0.0061888425	-0.054198157999999996	-0.0705276462	-0.0551465562	-0.0875347512	0.0375013929	-0.0446813606	0.00017178689999999998	0.0532532258	0.0890402168	-0.055226581799999994	0.0968966486	0.0091801143	-0.046858494	-0.1010969076	-0.1224543682	0.09387558189999999	0.0016401951000000001	0.0386300668	0.0795453137	-0.0132490574	0.08646304210000001	-0.07785703620000001	-0.0083057055	0.047333481600000005	-0.0415016541	-0.10228243390000001	0.120326335	0.1161887065	0.1093977275	0.0120607	0.006537630000000001	4.274060601690001e-05	0.00014546048449000002	0.0405731	0.04928	0.0024285184000000003	0.00164617644361	-0.0608578	-0.015274499999999996	0.0002333103502499999	0.00370367182084	-0.00137217	0.00037327999999999987	1.3933795839999993e-07	1.8828505089e-06	-0.000481022	0.0	0.0	2.31382164484e-07	-0.000507587	0.0	2.57644562569e-07	0.0	0.0	0.0
38509.34765625	45.87890625	1482969856.9099276	2104.874038696289	23555.705078125	-5.841796875	34.12659072875977	554871241.7276039	23802.2734375	20.18359375	407.3774566650391	566548220.7935182	1.567405	23.903654	0.22853859	0.05650311	-0.0908939736	-0.0373867919	0.0061093401	0.0185228382	0.0494785997	0.170212595	-0.2174978928	0.192569662	-0.0904185112	0.0837749592	-0.039258363399999996	0.121055257	0.1962433236	-0.0540371626	0.1564593417	-0.0975326559	-0.0840671365	-0.0601416612	-0.0947384088	0.0970022929	0.0494823657	0.12269990800000001	0.022651252	-0.09102015890000001	-0.013510806399999999	0.09574654630000001	0.110410005	-0.1393914557	0.058328150599999996	0.0931053951	-0.0586670857	0.0364033594	-0.06772034019999999	0.0588584128	-0.022137138100000002	0.0593448887	0.12140799039999994	-0.0734199104	-0.1359526648	0.0425276004	-0.0385590075	-0.0375172693	0.1680853745	0.01479944	-0.2123438458	-0.0156487489	0.0051395563	0.11689331369999999	0.1334079198	-0.3251063439	-0.018912568	0.0422692139	-0.0526640741	0.0158311123	-0.1899976752	0.1221965743	0.1967791134	-0.0677114427	-0.0883263863	-0.13354045550000002	0.0439903262	-0.2276275057	0.0636868498	0.12975153949999998	0.0490032934	0.024131134199999998	-0.0684490833	-0.0369004928	0.0862965117	-0.0924911799	-0.10349129369999999	0.034777268199999996	0.0100133326	0.0704860776	0.1431700941	0.010559859	0.1017819812	-0.0575124308	-0.1324230827	-0.01834749	-0.059330837699999986	-0.024878121099999997	0.0599496346	0.020508525	0.1392243527	-0.1251941355	-0.0662760183	-0.0690657141	0.1156700636	-0.0458689764	0.0668905588	-0.09952332679999999	-0.0933363124	0.125594314	0.028323554	-0.033318505400000004	0.1198669825	0.1143757435	0.10540925529999999	0.030172700000000007	0.018112000000000003	0.00032804454400000015	0.0009103918252900004	-0.0353519	-0.07592499999999999	0.005764605625	0.00124975683361	-0.12460999999999997	-0.06375219999999998	0.004064343004839998	0.015527652099999997	-0.00160356	-0.00023138999999999994	5.354133209999997e-08	2.5714046736e-06	0.00011366300000000005	0.000594685	3.536502492249999e-07	1.2919277569000012e-08	8.13258e-05	0.0005889128	6.61388574564e-09	3.4681828600384003e-07	1.0	0.0
38656.76953125	147.421875	1494345830.5921786	21733.209228515625	23538.314453125	-17.390625	302.433837890625	554052247.2941934	23837.099609375	34.826171875	1212.862247467041	568207317.7872658	1.432202	21.841732	0.14347989000000005	0.0573667401	-0.1803347428	0.067069513	-0.0671863248	0.059596255999999986	0.13379453460000001	-0.0173364812	-0.018320334	0.2614561265	-0.0041402316	-0.0190956893	0.19647782989999998	-0.17478088449999998	0.0480365104	-0.186140147	0.0390712266	-0.0196043023	0.0437768991	-0.0116221073	0.0527150175	-0.02581605	-0.0021580470999999998	0.1377658678	0.0774128786	-0.1811594298	0.0401164721	-0.0161009244	0.0719311433	0.0515671599	-0.0344317577	0.0363457866	0.1179859377	0.0235136798	0.113410176	-0.12519243019999998	0.0570087417	0.1232670065	-0.0088395746	0.1532096935	0.1291310993	0.056107032800000005	0.050722032199999996	-0.0177069559	0.0655844476	-0.050782208200000005	-0.11326937640000001	-0.0010884821	0.1527489991	-0.0795730356	0.0063144774	-0.14747305789999998	0.019658135400000002	0.1311878109	0.0698063797	0.0138657411	-0.0824517725	-0.0549894779	0.15073661	-0.0271623637	-0.25105172670000003	0.0512972157	-0.036181167400000006	-0.06377905639999999	-0.16628652929999999	-0.047708181100000004	0.151333831	0.114186229	-0.0153280496	0.024077509100000002	-0.0360005344	-0.013676242	-0.1674849663	0.0002459807	0.019473825900000002	0.061737089400000014	0.1055574503	0.0402558007	0.0286625783	0.041918690099999996	0.09763084529999999	-0.1103681448	-0.0456435876	0.0050529474	-0.0265775963	0.1290997314	0.1010201376	0.1491214628	0.10965550689999999	-0.037325163	-0.0661597824	-0.057497799599999996	-0.0013667712	-0.08870831380000001	-0.1019934517	0.0241001392	-0.0435483797	0.12146651130000001	0.11934271980000001	0.112315068	0.1009072399	0.0158847	-0.014288000000000004	0.00020414694400000007	0.00025232369409000004	-0.00116271	0.03418919	0.0011689007128561002	1.3518945441e-06	-0.07466749999999997	0.04994250000000002	0.0024942533062500016	0.005575235556249995	-0.00217765	-0.0005740900000000003	3.295793281000002e-07	4.7421595225000014e-06	-0.000213451	-0.00032711400000000004	1.0700356899600004e-07	4.556132940099999e-08	8.13258e-05	0.0	6.61388574564e-09	0.0	0.0	0.0
38667.76171875	10.9921875	1495195796.338028	120.82818603515624	23591.33984375	53.025390625	2811.692050933838	556551315.6233064	23837.251953125	0.15234375	0.0232086181640625	568214580.6767616	1.3883200000000002	21.172518	0.21582394010000006	0.0047562159	-0.1226700974	0.054982631500000004	-0.20504031679999998	-0.0656347704	0.1133484621	-0.17198258760000001	-0.0715509462	-0.24477988609999998	-0.08668020039999999	-0.19066186829999998	0.0010326906	0.0529310328	-0.08904410619999999	0.0350285315	-0.1270912223	0.0840133743	-0.0857715793	-0.0686554043	-0.0219677422	-0.0460487908	0.010941046999999999	0.21526259539999998	-0.1291977687	0.09913768390000001	-0.0266527595	-0.0655663997	0.1385091278	0.014426123999999999	0.07463181940000001	0.0866820825	0.0030982554	0.0814081615	-0.059887108099999996	0.0042888746	-0.0203970436	0.0887815309	0.058136397699999995	0.0950548311	0.072901054	0.017771035	0.08309518099999999	0.0490834795	-0.1186359632	-0.14962456529999998	0.0164751303	-0.0259758677	0.14995995269999998	-0.2508284817	0.025486343199999997	0.1109319356	0.1790459082	0.0109782352	0.0663497666	0.2372459827	0.1576855697	0.0944027695	-0.07967106809999999	-0.0007409847999999999	0.109637006	0.0096118689	-0.12964664380000002	0.1395743127	-0.0528642004	0.0139148981	-0.1854040799	0.0267273799	-0.0500184968	0.0360749161	0.1416220516	-0.0087401629	-0.1297359252	0.1192677829	-0.1412766925	0.020683166399999998	-0.0159022097	0.0723781509	0.16140113279999999	-0.0865041096	0.0735079103	-0.012150535700000001	0.025565937200000003	0.0407307259	-0.0205156475	-0.1297771789	0.0888461393	0.011934179599999999	-0.012360296299999999	-0.0317248606	-0.0328134033	-0.0124965822	-0.1230864278	-0.0154814206	0.028243314900000007	-0.1038767162	-0.0133104193	-0.011303039499999999	0.11875383099999999	0.1100111431	0.0959136145	3.99099e-05	-0.015844790100000002	0.0002510573733130581	1.5928001180099995e-09	-0.0472917	-0.04612899	0.0021278837184201	0.00223650488889	-0.048673	0.02599449999999997	0.0006757140302499984	0.0023690609290000003	-0.000541244	0.0016364060000000002	2.6778245968360006e-06	2.9294506753599995e-07	0.000257498	0.000470949	2.2179296060100002e-07	6.6305220004e-08	0.000531084	0.0004497582	2.8205021505600005e-07	2.0228243846724003e-07	0.0	0.0
