csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71
19979.298828125	n/a	n/a	399172381.663517	15653.4111328125	n/a	n/a	245029280.0928583	15031.33203125	n/a	n/a	225940942.63368225	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	n/a	n/a	0.0	-0.0170677	n/a	0.00029130638329000013	n/a	-2.5547e-05	n/a	6.526492089999999e-10	n/a	-0.000841681	n/a	n/a	7.084269057610002e-07	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19535.94140625	-443.357421875	196565.80353164676	381653006.6284332	15659.4736328125	6.0625	36.75390625	245219114.45674992	14942.8896484375	-88.4423828125	7822.055077552795	223289951.04538062	1.006406	28.693943	0.11291666479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-1.42399e-06	-1.42399e-06	2.0277475200999997e-12	2.0277475200999997e-12	0.013578299999999998	0.030646	0.00018437023088999996	0.000939177316	-7.14878e-05	-4.594080000000001e-05	5.110505548840001e-09	2.1105571046400007e-09	0.000699489	0.00154117	2.3752049689000004e-06	4.89284861121e-07	-0.000103296	-0.000103296	1.0670063616000003e-08	1.0670063616000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19301.54296875	-234.3984375	54942.627502441406	372549560.97450256	15664.1884765625	4.71484375	22.229751586914066	245366800.62927338	14912.0400390625	-30.849609375	951.698398590088	222368938.12660316	0.945513	26.9578	0.02971769671	0.0162685737	0.0176953751	-0.0009609172999999999	-0.0354109927	0.0729379731	-0.14207893259999999	0.031146513799999997	-0.0759280148	-0.0353957386	0.0387570433	-0.0186561267	0.20720196559999998	-0.10433931390000001	0.1702444429	-0.013478368999999999	0.105163429	-0.0428657899	0.0149124369	-0.1977284221	0.0516794981	-0.1297569705	0.0160672364	-0.0181909355	0.0462986092	-0.0118667384	-0.05844071820000001	-0.108822449	0.0245968322	-0.0420303137	-0.0006727381	-0.0441390785	0.06480912059999999	-0.1599426879	0.0267418559	-0.0700619599	-0.025937155	0.047148192	-0.0491101943	0.26096510829999997	-0.1144864257	0.021419522200000003	-0.052776980300000005	0.0038251434999999998	-0.13405641470000002	0.0807127956	0.10856555470000001	-0.0133045671	0.171399217	-0.0967312257	0.09896038869999996	-0.0350616058	0.0646842735	0.0646832257	0.0646814794	0.0646790346	0.0	0.0	-1.5738e-05	-1.431401e-05	2.048908822801e-10	2.4768464400000004e-10	0.02043	0.006851700000000002	0.00041738489999999995	4.6945792890000034e-05	-4.76551e-05	2.38327e-05	2.2710085560100002e-09	5.6799758929e-10	0.00075042	5.093100000000005e-05	2.593966761000005e-09	5.631301764e-07	-0.000508922	-0.000405626	2.59001602084e-07	1.6453245187599994e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19271.275390625	-30.267578125	916.1262855529784	371382055.1813088	15659.326171875	-4.8623046875	23.642006874084476	245214496.1571693	14889.41796875	-22.6220703125	511.75806522369385	221694767.44813535	1.004394	28.636572	0.13387392003999998	0.014922708799999997	0.0137751152	-0.0021331076999999998	-0.0360801472	0.0658541416	-0.1420417105	0.0335118311	-0.1041859074	-0.0714684104	0.0264824947	-0.013638798	0.1700804837	-0.0459042956	0.17843168480000002	-0.0655652289	0.0854090008	-0.0752209788	0.022695258599999997	-0.0976336114	0.0694220783	-0.1011846085	0.023049835299999998	-0.0152603287	0.0379730679	-0.001078322	-0.0342310087	-0.09155334949999999	-0.0404739234	-0.0170854291	-0.0024537202	-0.0443455827	0.0614134382	-0.1601714701	0.0337116499	-0.0890945238	-0.0654537978	0.0439131254	-0.0160950141	0.21365786350000002	-0.1430173068	0.013189618200000001	-0.0691511651	-0.0451987833	-0.1378743976	0.07909006860000001	0.0401009723	-0.0270237511	0.1473884906	-0.0621343179	0.09880384619999999	-0.0280690306	0.0646814794	0.0646720496	0.06465633429999999	0.0646343351	0.0	0.0	-9.92006e-06	5.81794e-06	3.3848425843600006e-11	9.84075904036e-11	-0.0421466	-0.0625766	0.00177633589156	0.00391583086756	-8.325719999999999e-05	-3.560209999999999e-05	6.9317613518399984e-09	1.2675095244099993e-09	0.00199893	0.00124851	1.5587772201e-06	3.9957211449e-06	-0.00068553	-0.00017660799999999995	4.699513809e-07	3.1190385663999984e-08	2.1175799999999998e-22	2.1175799999999998e-22	4.484145056399999e-44	4.484145056399999e-44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19476.06640625	204.791015625	41939.360080718994	379317162.6606598	15704.24609375	44.919921875	2017.7993812561035	246623345.37306213	14915.9208984375	26.5029296875	702.4052820205687	222484696.24844456	1.078444	30.747818	0.30242727541	0.0170973084	-0.0031073024	-0.0044633879	-0.041162064500000005	0.060513138	-0.1552442439	0.0385433706	-0.10053920400000001	-0.0904246885	0.029920882700000002	-0.014853558999999999	0.0931214286	-0.10776462349999999	0.1844505851	-0.0166246106	0.0246489512	-0.006621475	0.057178343799999996	-0.070207495	0.052332416	-0.0472115458	0.080257274	-0.0355038575	0.0524533035	0.0701421265	-0.07494930150000001	-0.08917654529999999	-0.1252114487	0.0039556256	-0.0052974886	-0.04720292139999999	0.054689352999999996	-0.1647314605	0.029462294	-0.0819636721	-0.0754882445	0.0399493351	-0.025908554900000002	0.16869636940000002	-0.0939730603	0.0885451567	-0.051696838200000005	-0.0238039894	-0.1111205969	0.0139569301	0.0296298253	0.055701350700000006	0.1364019927	-0.0238035084	0.0676261484	-0.0238802861	0.0646758913	0.06464969940000001	0.06460605400000001	0.06454496700000001	0.0	0.0	1.71255e-06	1.163261e-05	1.353176154121e-10	2.9328275025e-12	-0.105033	-0.06288639999999998	0.011031931088999995	0.003954699304959997	-0.120417	-0.12033374279999999	0.014500253889000003	0.014480209656256553	0.00402974	0.0020308100000000005	4.124189256100002e-06	1.6238804467600007e-05	-0.00103863	-0.00035310000000000007	1.0787522769e-06	1.2467961000000004e-07	0.0	-2.1175799999999998e-22	0.0	4.484145056399999e-44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19438.47265625	-37.59375	1413.2900390625	377854219.2077789	15736.1123046875	31.8662109375	1015.4553995132446	247625230.4657373	14922.5048828125	6.583984375	43.34885025024414	222681151.9775629	1.384075	39.461761	0.7240306024500001	0.0083339887	0.0311859588	-0.0040585429999999995	-0.024141884300000003	0.04310097400000002	-0.10613480089999999	0.042574993	-0.0818602521	-0.07619784660000001	0.0312525859	0.0440387196	-0.0078801103	-0.04389819019999999	0.110332845	0.0877583723	-0.0338734016	-0.0211229783	0.0387501125	-0.025613168199999998	0.0176152149	-0.0216420082	0.0635460213	-0.0008839558	0.05050503519999999	0.0633396081	-0.0305127414	-0.0383359779	-0.0413031731	0.0017158985000000002	-0.0042080149	-0.0309893064	0.0385725175	-0.1225490494	0.0369193906	-0.0647011438	-0.0773390325	0.0163403039	-0.053959578099999995	0.0159107986	-0.0649953401	0.124577279	-0.012988784	-0.0176148127	-0.027263964900000003	-0.0634618466	0.0377972053	0.051579804400000005	0.0678082611	-0.0069533879	0.008349470999999999	-0.06061156440000001	0.0646675095	0.0646161789	0.064530658	0.0644109921	0.0	0.0	0.000219465	0.00021775245	4.7416129481002486e-08	4.8164886225e-08	0.017402899999999995	0.1224359	0.0003028609284099998	0.014990549608809996	0.0369048	0.15732179999999998	0.0013619642630400002	0.02475014875524	0.0102447	0.00621496	3.86257278016e-05	0.00010495387809	0.000109703	0.001148333	1.2034748208999995e-08	1.3186686788889999e-06	0.00151781	0.00151781	2.3037471961e-06	2.3037471961e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19416.99609375	-21.4765625	461.2427368164063	377019737.3047028	15713.755859375	-22.3564453125	499.8106470108032	246922123.20804211	14906.6240234375	-15.880859375	252.2016944885254	222207439.77612403	1.169556	33.345539	0.5159090799999999	-0.0009142193	0.0382063587	-0.0034474826	-0.01118184	0.032998951299999996	-0.052166276	0.0445187856	-0.0489946917	-0.0604472874	0.0178709952	0.0825411891	0.0072573768000000006	-0.0768200623	0.037119207200000004	0.055465848899999996	-0.0060354467000000005	-0.0223866634	-0.0543305773	0.0215402356	-0.0074832201	-0.0227181867	0.0153970142	0.0136086378	0.029747301	0.07292403110000001	0.0286948844	0.0138299878	0.0030774616	0.0039033604	-0.0039980945	-0.0160606604	0.033251330600000004	-0.0694173341	0.043161396100000006	-0.0300188475	-0.0587978614	-0.0207967634	-0.09916950810000001	0.034103133	-0.012221203600000001	0.0644043139	0.0008272833	0.0103146551	0.0385486296	0.0093214403	0.0298935799	-0.0335775232	0.0210392137	0.029020673700000006	0.0209675571	-0.0963645858	0.06465633429999999	0.0645714939	0.0644301756	0.064232503	0.0	0.0	0.000405995	0.00018653	3.47934409e-08	1.64831940025e-07	0.0843826	0.0669797	0.007120423182760001	0.0044862802120900006	0.281909	0.2450042	0.07947268428100003	0.06002705801764	0.0136549	0.0034102000000000004	1.1629464040000004e-05	0.00018645629401000004	-0.00021621	-0.000325913	4.67467641e-08	1.0621928356900001e-07	0.00185647	0.00033866	3.4464808609e-06	1.1469059559999995e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19041.88671875	-375.109375	140707.04321289062	362593449.8097077	15687.3701171875	-26.3857421875	696.2073907852173	246093581.19362736	14791.177734375	-115.4462890625	13327.845658302307	218778938.7698708	0.981681	27.989002000000006	0.192730285	0.0023996663	0.0424338857	-0.0011032136	-0.0122152828	0.038402536200000004	-0.0543463172	0.036891920099999996	-0.0446131846	-0.0355182992	-0.0245709391	0.052309561500000004	0.0573067339	-0.011088019499999999	0.031157484	0.022528592000000004	-0.0063795053	-0.0703076165	-0.0281254875	0.0029592803000000004	-0.0090125326	0.0136286983	-0.0023675747	0.0148983421	0.0308687403	-0.0261379306	0.010921997900000001	0.0017536146	-0.013819395600000001	-0.0279212917	-0.0012932652	-0.016433368700000003	0.0368038434	-0.070314113	0.043649556500000006	-0.0283916212	-0.0516306364	-0.028536179	-0.0340808034	0.048961423600000005	-0.0202541688	0.0323762601	-0.0322005611	-0.0167813726	0.0517890765	0.0352140186	0.0249369728	-0.0010841473	0.0057725601	-0.0114720429	8.36271e-05	-0.07837529160000001	0.0646423663	0.0645156521	0.0643046458	0.064009623	0.0	0.0	0.00491498	0.004508985	2.0330945730225e-05	2.41570284004e-05	0.137129	0.052746400000000006	0.018804362641	0.00278218271296	0.222406	-0.05950300000000003	0.049464428836	0.0035406070090000033	0.0125619	-0.0010930000000000002	1.1946490000000005e-06	0.00015780133161	-0.000305548	-8.933799999999999e-05	9.3359580304e-08	7.981278244000001e-09	0.00151937	-0.00033710000000000017	2.3084851969e-06	1.1363641000000007e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18984.625	-57.26171875	3278.9044342041016	360415986.390625	15677.9755859375	-9.39453125	88.25721740722656	245798918.4732523	14770.5849609375	-20.5927734375	424.0623178482056	218170180.08827305	0.8962709999999999	25.553843	0.13475082000000002	0.0022718377	0.042176209900000004	-0.0023353096	-0.0199290668	0.045156716799999996	-0.0781472841	0.042839741900000006	-0.052542926600000005	-0.0113775022	-0.0198055472	0.0491056431	0.0720215263	-0.020156489399999998	0.037025076000000004	-0.0120464286	9.064299999999999e-06	-0.0776074791	-0.0045365881	0.0063592168	-0.0248657218	-0.0134453277	0.0072135899	0.011468714199999999	0.030001967200000007	-0.034390932799999996	0.0093449736	-0.0177032843	-0.035196262799999996	-0.0276743598	-0.0024437655	-0.0248953262	0.0405868659	-0.09450797849999999	0.046195621	-0.0327390491	-0.0218767162	-0.0281441552	-0.0453359749	0.0662187541	-0.0384192357	0.0085387417	-0.0576758705	-0.0213404107	0.0402423311	-0.0020223231	-0.004582005399999999	-0.0079750641	0.0042652003999999995	0.0252968425	0.0446206829	-0.0462754162	0.0646256059	0.0644486632	0.0641541175	0.06374250620000001	0.0	0.0	0.00172516	-0.0031898200000000003	1.0174951632400004e-05	2.976177025600001e-06	0.111958	-0.025171000000000013	0.012534593763999995	0.0006335792410000008	0.152501	-0.069905	0.023256555000999997	0.004886709024999999	0.0119731	-0.0005888000000000004	3.4668544000000055e-07	0.00014335512361000002	-0.000268018	3.753000000000003e-05	7.183364832399999e-08	1.4085009000000022e-09	0.001416	-0.00010336999999999998	2.005056e-06	1.0685356899999996e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19216.052734375	231.427734375	53558.796237945564	369256682.69028085	15683.2607421875	5.28515625	27.932876586914066	245964667.5074396	14806.39453125	35.8095703125	1282.3253259658811	219229319.0150299	1.047088	29.853813	0.19206364000000006	0.008515741	0.034976751	-0.0014149921	-0.0205326373	0.0511134381	-0.1042001057	0.0392128694	-0.0476959206	-0.006824431800000001	-0.0186983676	0.0209132435	0.0643528727	-0.1134641501	0.0463323487	-0.0255466121	-0.034123531299999996	-0.0193774279	0.09785237570000001	-0.0030402675	-0.0096264078	0.0535128366	0.029002850499999996	-0.0048669277	0.05320477269999999	0.024141830099999997	-0.0562425268	-0.0278863568	-0.1031924103	-0.0123463849	-0.0019679695	-0.0257138388	0.046046872999999995	-0.11994943359999999	0.0327687527	-0.026881646699999998	-0.005407925300000001	-0.0178109943	-0.044407037	0.1104686613	0.0237908943	0.0571023415	-0.054122341100000006	-0.031366917599999995	-0.028083142000000002	-0.0722607646	-0.048940162	0.057883443	-0.016818200800000002	-0.053311167199999995	-0.029414135299999998	0.0070717913	0.06460605400000001	0.0643705388	0.0639786491	0.0634313371	0.0	0.0	-0.00891833	-0.01064349	0.0001132838793801	7.95366099889e-05	0.0970027	-0.01495529999999999	0.009409523807290002	0.0002236609980899997	0.0483401	-0.10416089999999999	0.00233676526801	0.01084949308881	0.0115257	-0.0004474000000000006	2.001667600000005e-07	0.00013284176049	-0.000681567	-0.000413549	4.6453357548900005e-07	1.7102277540100002e-07	0.00103087	-0.00038513	1.0626929569e-06	1.483251169e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
