onset	duration	trial_type	img_gender	word_gender	response_time	response_hand	response_accuracy
1.0222	0.5	incongruent	female	male	n/a	n/a	miss
6.5388	0.5	incongruent	male	female	0.312	right	incorrect
11.0554	0.5	congruent	male	male	0.4933	right	incorrect
17.5719	0.5	congruent	female	female	0.4976	left	incorrect
22.0885	0.5	congruent	female	female	0.44	right	correct
27.6051	0.5	incongruent	male	female	0.4422	right	incorrect
32.6217	0.5	incongruent	male	female	0.4785	right	incorrect
37.6382	0.5	incongruent	male	female	0.5029	right	incorrect
42.6548	0.5	incongruent	female	male	0.4532	right	correct
48.1714	0.5	incongruent	male	female	0.5605	left	correct
52.688	0.5	incongruent	male	female	0.3458	right	incorrect
57.2046	0.5	congruent	male	male	0.4551	right	incorrect
61.7212	0.5	incongruent	female	male	0.3783	left	incorrect
66.2378	0.5	incongruent	male	female	0.4276	right	incorrect
71.2543	0.5	congruent	male	male	0.3720000000000001	right	incorrect
75.7709	0.5	incongruent	male	female	0.3653	left	correct
80.2875	0.5	incongruent	female	male	0.3406	right	correct
85.3041	0.5	congruent	male	male	0.5819	right	incorrect
89.8207	0.5	congruent	male	male	0.5252	right	incorrect
94.3373	0.5	congruent	male	male	0.3885	right	incorrect
98.8539	0.5	congruent	female	female	0.4358	left	incorrect
103.3705	0.5	congruent	male	male	0.4091	right	incorrect
109.387	0.5	incongruent	male	female	0.3975	right	incorrect
115.4036	0.5	congruent	male	male	0.4287	right	incorrect
119.9202	0.5	congruent	female	female	0.42	right	correct
124.4368	0.5	congruent	female	female	0.4813	left	incorrect
129.4534	0.5	congruent	male	male	0.4006	right	incorrect
133.9699	0.5	congruent	female	female	0.4019	left	incorrect
139.4865	0.5	incongruent	female	male	0.3712	left	incorrect
145.0031	0.5	congruent	female	female	0.3885	left	incorrect
149.5197	0.5	congruent	female	female	0.4568	left	incorrect
154.5363	0.5	incongruent	male	female	0.3921	right	incorrect
159.0529	0.5	congruent	male	male	0.5444	right	incorrect
163.5694	0.5	congruent	male	male	0.4218	right	incorrect
168.08599999999996	0.5	congruent	female	female	0.4211	left	incorrect
172.6026	0.5	congruent	male	male	0.3274	right	incorrect
177.1192	0.5	congruent	male	male	0.4437	right	incorrect
181.6358	0.5	incongruent	female	male	0.4359	left	incorrect
186.1524	0.5	incongruent	male	female	0.4562	right	incorrect
191.169	0.5	incongruent	female	male	0.3635	left	incorrect
196.1856	0.5	congruent	male	male	0.3988	right	incorrect
201.2021	0.5	congruent	female	female	0.4042	left	incorrect
205.7187	0.5	congruent	female	female	0.4345	left	incorrect
211.2353	0.5	incongruent	male	female	0.5088	right	incorrect
217.7519	0.5	congruent	female	female	0.419	left	incorrect
222.2685	0.5	incongruent	female	male	0.5363	left	incorrect
227.285	0.5	incongruent	male	female	0.5137	right	incorrect
232.3016	0.5	incongruent	male	female	0.452	right	incorrect
238.8182	0.5	incongruent	male	female	0.3742	right	incorrect
244.3347	0.5	congruent	female	female	0.4396	left	incorrect
248.8513	0.5	congruent	male	male	0.5029	right	incorrect
254.8679	0.5	incongruent	female	male	0.4562	left	incorrect
259.8845	0.5	incongruent	male	female	0.4524	right	incorrect
264.4011	0.5	congruent	female	female	0.4357	right	correct
268.9177	0.5	congruent	male	male	0.525	right	incorrect
274.4342	0.5	congruent	male	male	0.4284	right	incorrect
278.9508	0.5	incongruent	female	male	0.4617	left	incorrect
283.9674	0.5	incongruent	male	female	0.4559	right	incorrect
288.4840000000001	0.5	congruent	female	female	0.4093	left	incorrect
293.0006	0.5	incongruent	female	male	0.5906	left	incorrect
298.0172	0.5	incongruent	female	male	0.3888	left	incorrect
303.0338	0.5	congruent	female	female	0.3781	left	incorrect
307.5503	0.5	incongruent	female	male	0.3925	left	incorrect
312.0669	0.5	congruent	female	female	0.3368	left	incorrect
317.0835	0.5	incongruent	male	female	0.3721	right	incorrect
321.6001	0.5	incongruent	female	male	0.4914	left	incorrect
327.1167	0.5	incongruent	female	male	0.4377	left	incorrect
331.6333	0.5	incongruent	female	male	0.4469	left	incorrect
336.1499	0.5	incongruent	male	female	0.4383	right	incorrect
341.1664	0.5	congruent	male	male	0.4926	right	incorrect
346.18300000000005	0.5	incongruent	male	female	0.4019	right	incorrect
350.6996	0.5	congruent	male	male	0.5082	right	incorrect
355.2162	0.5	congruent	female	female	0.4795	right	correct
360.2328	0.5	incongruent	female	male	0.3908	left	incorrect
365.7494	0.5	incongruent	male	female	0.655	right	incorrect
370.7659	0.5	incongruent	female	male	0.4125	left	incorrect
375.7825	0.5	incongruent	female	male	0.4807	left	incorrect
380.2991	0.5	incongruent	male	female	0.465	right	incorrect
384.8157	0.5	congruent	male	male	0.6033	right	incorrect
390.3323	0.5	incongruent	female	male	0.3906	left	incorrect
394.8489	0.5	congruent	female	female	0.4099	left	incorrect
399.3655	0.5	incongruent	male	female	0.7362	right	incorrect
404.382	0.5	incongruent	female	male	0.4416	left	incorrect
410.8986	0.5	congruent	female	female	0.3878	left	incorrect
416.9152	0.5	congruent	female	female	0.4271	left	incorrect
421.9317	0.5	congruent	male	male	0.4555	right	incorrect
426.4483	0.5	incongruent	female	male	0.3548	left	incorrect
431.9649	0.5	congruent	female	female	0.396	left	incorrect
437.9815	0.5	incongruent	female	male	0.3703	left	incorrect
444.4980000000001	0.5	congruent	female	female	0.4106	left	incorrect
449.0146	0.5	congruent	male	male	0.5089	right	incorrect
453.5312	0.5	incongruent	female	male	0.4212	left	incorrect
458.0478	0.5	congruent	male	male	0.5535	right	incorrect
464.5643	0.5	congruent	female	female	0.4689	left	incorrect
469.0809	0.5	incongruent	male	female	0.3742	right	incorrect
475.0975	0.5	congruent	male	male	0.3854	right	incorrect
