csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30
38114.51171875	n/a	1452716003.558731	n/a	23942.248046875	n/a	573231241.5380898	n/a	24213.404296875	n/a	586288947.6439247	n/a	n/a	n/a	n/a	-0.0342288859	0.0240391544	-0.041455792400000004	0.0150244678	-0.0975409997	-0.1281241528	0.0100597291	-0.0506179175	0.0223871281	-0.2677207542	0.18456446559999998	-0.0451671771	0.448928761	-0.0237556432	-0.0311325645	-0.12812246859999998	-0.0751025787	-0.0485945194	0.0211740551	0.1072835483	0.0996674145	-0.0250333275	0.07497212980000001	-0.11349259099999999	0.0511854953	-0.0030370996000000003	0.12237857560000001	-0.0506242187	0.1777837566	-0.1142924219	0.0731945008	-0.1206723941	0.11110588789999999	0.11109021890000001	0.1110641056	0.1110275503	-0.0672771	n/a	0.004526208184410001	n/a	0.161684	n/a	0.026141715856	n/a	0.451826	n/a	n/a	0.204146734276	0.00854703	n/a	n/a	7.305172182090001e-05	-0.000362562	n/a	n/a	1.31451203844e-07	-0.00258852	n/a	6.7004357904e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37109.68359375	-1004.828125	1377128616.4282382	1009679.5607910156	23820.892578125	-121.35546875	567434923.2185707	14727.149795532228	24108.6015625	-104.802734375	581224669.2993773	10983.613132476808	1.371568	41.903191	0.51304665	-0.0600407104	0.0676571956	-0.032289044100000004	0.08472339050000001	-0.032356388300000004	0.0053687972	-0.0469982528	-0.0860474735	0.095494671	0.11353499289999999	0.0513305983	-0.09877337259999999	-0.04301991980000002	-0.0958870232	0.0341494551	0.0924988939	0.0372606869	-0.0317542464	0.08099998	0.0401622674	0.0247493285	0.012870706	0.0410064816	0.014528538700000001	0.1064281716	-0.0180054103	0.0903251691	-0.0335854034	-0.0532230854	-0.0767921718	0.0712088678	0.0300867395	0.1110641056	0.1109231287	0.1106882998	0.1103598175	-0.0174941	0.049783000000000015	0.00030604353480999987	0.002478347089000001	0.214636	0.052952000000000034	0.046068612496000014	0.002803914304000003	0.585989	0.13416299999999998	0.017999710569	0.343383108121	0.00385531	-0.004691720000000001	2.2012236558400007e-05	1.48634151961e-05	-0.000369705	-7.1430000000000365e-06	5.102244900000053e-11	1.3668178702500002e-07	-0.0017644099999999997	0.0008241100000000003	3.113142648099999e-06	6.791572921000005e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37344.41796875	234.734375	1394605553.424698	55100.22680664063	23853.630859375	32.73828125	568995705.1753273	1071.7950592041016	24076.39453125	-32.20703125	579672773.6244049	1037.2928619384766	0.654238	19.987820000000006	0.07158233	-0.0699655742	0.06586405570000001	-0.0340945378	0.07390987610000001	-0.0277198274	-0.050292789299999995	-0.003286515	-0.023520815299999998	0.0704729746	0.08738215630000001	0.0667072701	0.019730210800000002	-0.0747378424	-0.09519034289999999	0.0164082322	0.0303002331	0.0113053698	-0.0334641158	0.0659400813	0.0361229068	0.07320610849999999	-0.0472605013	-0.011361048200000001	0.031696984500000004	-0.0067229262	0.0402045316	0.0486779964	-0.0112827876	-0.0476718971	-0.0210524908	-0.024737071200000002	0.0159165294	0.11098055650000001	0.1105891995	0.1099379598	0.1090283678	-0.00183652	0.015657579999999997	3.3728057104e-06	0.0002451598114563999	0.21178	-0.002855999999999997	0.04485076840000001	8.156735999999986e-06	0.579379	-0.006610000000000005	4.369210000000006e-05	0.335680025641	0.00385531	0.0	0.0	1.48634151961e-05	-0.00108122	-0.0007115149999999999	5.062535952249998e-07	1.1690366884e-06	-0.00154675	0.00021765999999999973	2.3924355625e-06	4.737587559999988e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37595.265625	250.84765625	1413403997.4143064	62924.546646118164	23854.892578125	1.26171875	569055899.9138832	1.5919342041015625	24118.041015625	41.646484375	581679902.4313698	1734.4296607971191	0.640243	19.560268	0.24738402	-0.0653172399	0.0771081725	-0.0350259883	0.0811068735	-0.029188790699999998	-0.0555649217	-0.0003003025	-0.0251055248	0.0176710494	0.0327409702	0.0134860494	-0.0266559243	-0.0495527958	-0.0966910381	0.0129734869	-0.0129001979	-0.020436834299999998	-0.0321604372	0.0750575991	0.0418981116	0.0598178532	-0.0348861866	0.0185292292	0.0142821863	0.0178378849	-0.0096652629	-0.017132371299999997	0.0091137417	-0.0922229605	-0.0149413228	0.026922715299999997	0.0502182849	0.11085527220000001	0.11008893369999999	0.10881562460000001	0.10704120869999999	0.014850899999999997	0.016687419999999998	0.00022054923080999994	0.00027846998625639995	0.124519	-0.08726100000000002	0.015504981361000003	0.007614482121000003	0.6393	0.059921	0.003590526241	0.40870449	0.00476671	0.0009114000000000006	8.306499600000011e-07	2.2721524224100006e-05	-0.000542528	0.0005386919999999999	2.901890708639999e-07	2.94336630784e-07	-0.00132655	0.00022020000000000004	1.7597349024999996e-06	4.8488040000000017e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37685.2734375	90.0078125	1420179834.059143	8101.406311035156	23814.30078125	-40.591796875	567120921.6998444	1647.6939735412598	24116.365234375	-1.67578125	581599072.1177711	2.8082427978515625	0.612119	18.701017	0.17614565	-0.0611475426	0.0854576436	-0.0358151921	0.1048525167	-0.008091095100000001	-0.0428932553	-0.0119239022	-0.0176724794	-0.0123406014	0.0570128216	0.0105388802	0.0102691641	0.04586592849999999	-0.09717453470000001	0.0188368752	-0.022263627299999998	-0.0286733842	-0.031517258	0.1090039921	0.0122062067	0.034641597999999996	-0.005700053399999999	0.0008881053	0.0488270186	0.0368859552	0.0815485654	0.0576949429	-0.0098974624	-0.0742467326	-0.0533992323	-0.0205263203	0.1282450976	0.1106882998	0.10942308369999999	0.1073250918	0.10441029119999999	0.0229522	0.008101300000000004	0.0005268034848400001	6.563106169000007e-05	0.151656	0.02713699999999998	0.022999542336	0.0007364167689999988	0.6960850000000001	0.056785000000000085	0.0032245362250000096	0.4845343272250001	0.00352517	-0.0012415400000000002	1.5414215716000004e-06	1.2426823528900004e-05	-0.000653158	-0.00011063000000000003	1.2238996900000005e-08	4.26615372964e-07	-0.0009962730000000002	0.0003302769999999997	9.925598905290005e-07	1.0908289672899981e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37706.33984375	21.06640625	1421768064.4123688	443.7934722900391	23825.736328125	11.435546875	567665711.5773354	130.7717323303223	24076.173828125	-40.19140625	579662146.2020912	1615.349136352539	0.5616180000000001	17.158148	0.05968084999999991	-0.0586086806	0.0661135383	-0.0362576555	0.0963361426	-0.0158151396	-0.0619718742	-0.0093400359	0.026448116299999998	-0.0113754652	0.0852980716	0.0425583706	0.0087192256	-0.0274504625	-0.0908125957	0.012582799399999999	-0.0197234032	-0.050529802400000004	-0.032361173	0.09798623669999999	0.0216844311	0.06766073780000001	-0.030666166499999998	-0.041458411699999996	0.0717795811	-0.0023589596	0.0275739867	0.0661287625	0.018028044	-0.08026919769999999	-0.0322608373	-0.0903924818	0.0710494748	0.110479702	0.1085926509	0.1054714048	0.10115143789999999	0.0301187	0.007166499999999998	0.00090713608969	5.1358722249999986e-05	0.16628099999999998	0.014625	0.027649370960999998	0.000213890625	0.679193	-0.016892000000000018	0.0002853396640000006	0.4613031312490001	0.00366123	0.00013605999999999991	1.8512323599999975e-08	1.34046051129e-05	-0.000653158	0.0	0.0	4.26615372964e-07	-0.00128016	-0.0002838869999999998	1.6388096256e-06	8.059182876899989e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37683.86328125	-22.4765625	1420073551.799942	505.1958618164063	23787.6015625	-38.134765625	565849988.0962523	1454.2603492736816	24102.865234375	26.69140625	580948112.506443	712.4311676025391	0.6369239999999999	19.458857	0.08164053000000009	-0.05556873230000002	0.0723542836	-0.0339192534	0.0973604056	0.0028223146999999996	-0.0413376544	-0.0229952725	0.0204798833	-0.0406519065	0.1014212266	-0.0041875196	0.025677752400000003	-0.0447084311	-0.0893467207	0.013876691100000001	-0.0170897222	-0.0644952538	-0.02429781	0.09847891880000001	-0.0044535764	0.0439348279	0.0068378189	-0.0310702551	0.0922785726	0.0289684759	0.0411594851	-0.0019210802	0.0391481817	-0.0895445744	-0.0494529288	-0.0495801783	0.0445458764	0.1102295573	0.10759888449999999	0.103260836	0.0972842479	0.0385397	0.008420999999999994	0.0014853084760899993	7.091324099999991e-05	0.14607699999999998	-0.020204	0.021338489929	0.000408201616	0.6770550000000001	-0.0021379999999999733	4.571043999999886e-06	0.4584034730250001	0.00410093	0.00043969999999999985	1.9333608999999988e-07	1.68176268649e-05	-9.83074e-05	0.0005548506000000001	3.078591883203601e-07	9.664344894759998e-09	-0.00125716	2.3000000000000014e-05	1.5804512656e-06	5.290000000000009e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37749.44921875	65.5859375	1425020916.318985	4301.515197753906	23823.412109375	35.810546875	567554964.5331154	1282.3952674865725	24159.443359375	56.578125	583678703.4348488	3201.084228515625	0.8051159999999999	24.597328	0.19307288	-0.027741912599999998	0.0213880417	-0.0340697601	0.0605631813	0.0032313515999999997	-0.0192249637	-0.0115234739	0.1415640314	-0.0659155992	-0.0035364897999999997	-0.0097672643	0.0444228234	-0.0921220039	-0.0323866007	-0.0084651826	-0.0109503206	-0.1207708486	-0.0274090272	0.065167986	-0.0087011854	0.0181278851	0.0035604304	-0.1159548942	0.051824245899999996	-0.0854924534	-0.0102395425	-0.0620277618	0.1270429944	0.06746596349999999	-0.11146279939999999	-0.03753311	0.0099252054	0.1099379598	0.1064432791	0.10070086519999999	0.09283197900000001	0.0246169	-0.013922799999999996	0.00060599176561	0.00019384435983999987	0.13503900000000002	-0.011037999999999965	0.01823553152100001	0.00012183744399999922	0.583225	-0.09383000000000008	0.008804068900000015	0.340151400625	0.00290709	-0.0011938399999999998	1.4252539455999997e-06	8.451172268100004e-06	-0.000155169	-5.686160000000001e-05	3.233241554560001e-09	2.4077418561e-08	-0.0014920999999999995	-0.00023493999999999945	2.2263624099999985e-06	5.5196803599999747e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37487.375	-262.07421875	1405303284.390625	68682.89613342285	23806.869140625	-16.54296875	566767018.2788429	273.66981506347656	24133.587890625	-25.85546875	582430064.4745216	668.5052642822267	0.805601	24.612169	0.11580628999999998	-0.0477240416	0.045248906799999995	-0.032850642400000005	0.07376897290000001	0.006741614599999999	-0.0106949524	-0.0181184566	0.0806562141	0.0093172269	-0.0002681689	-0.0688172887	-0.0416898976	-0.0664318426	-0.0657050186	0.0046065166	0.0272228638	-0.0392926677	-0.0285104568	0.0785553297	-0.0069065283	0.014347325400000001	0.0043265037	-0.0757599933	-0.0280821567	0.013816968700000001	-0.0868436601	-0.1549283295	0.0690647184	0.0759785051	-0.1292622941	0.0364588027	0.0859909809	0.1096050192	0.105127573	0.09780015460000001	0.08782140769999999	-0.00488174	-0.02949864	2.38313854276e-05	0.0008701697618496	0.14335599999999998	0.008316999999999963	0.020550942736	6.91724889999994e-05	0.603934	0.020708999999999974	0.00042886268099999914	0.36473627635600003	0.00381683	0.0009097399999999996	8.276268675999994e-07	1.45681912489e-05	-0.000123466	3.1703000000000005e-05	1.0050802090000004e-09	1.5243853156e-08	-0.00169629	-0.00020419000000000055	2.8773997641e-06	4.1693556100000233e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37620.46875	133.09375	1415299668.9697266	17713.9462890625	23796.29296875	-10.576171875	566263559.0545808	111.85541152954102	24137.455078125	3.8671875	582616737.6485022	14.95513916015625	0.6608569999999999	20.19005	0.27717137	-0.0673005979	0.0417735812	-0.031008337799999997	0.0607407259	0.0172160978	-0.0284075203	-0.0006236245	0.0160754917	-0.011813912099999999	0.0644016778	-0.0327072134	0.0610364392	-0.0160961173	-0.0804809561	-0.0098243289	-0.0156787941	0.0159816429	-0.0288379494	0.0633074638	-0.015549588799999996	0.0239878898	0.0027603904	-0.0424346827	0.0387614617	0.0241905335	0.052806045	-0.1434834519	0.0268872643	0.082646121	-0.10768697210000001	0.008477866700000001	0.0066632290000000005	0.10923086050000001	0.103653745	0.09456851919999999	0.0822826681	-0.00594621	-0.0010644700000000003	3.53574133641e-05	1.1330963809000009e-06	0.046142	-0.09721399999999998	0.002129084164	0.009450561795999995	0.517578	-0.08635599999999999	0.007457358735999999	0.267886986084	0.00543409	0.00161726	2.6155299076000004e-06	2.95293341281e-05	-0.000356944	-0.000233478	5.4511976484000004e-08	1.27409019136e-07	-0.00169629	0.0	2.8773997641e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
