csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41
25768.189453125	n/a	n/a	663999587.6921425	19849.783203125	n/a	n/a	394013893.2110634	19484.919921875	n/a	379662104.36188126	n/a	n/a	n/a	n/a	-0.1658229695	-0.005423115300000001	0.1618276988	-0.0815169756	0.266581835	-0.0188482008	0.2392986091	-0.0108012412	0.049119740499999995	-0.0353592219	0.020383256000000002	-0.1016951143	0.1968565174	-0.1370083323	0.0825300777	-0.08510224640000001	0.0891289497	-0.0483941113	0.3381459157	-0.1237763212	-0.1034740942	0.042284859400000006	-0.026955100899999997	0.0517886612	-0.0281440277	0.0298642129	-0.07016515870000001	0.078646463	-0.1437784925	0.0858375155	-0.0201499731	0.11761976099999999	-0.0831931105	0.07110646849999999	-0.0688168097	0.0391868569	-0.1563827241	0.0575571499	0.1676169184	-0.17136051300000002	0.030640650499999998	-0.0176049874	0.0980948299	-0.0470525125	0.2815551664	0.016546377	-0.2138122436	0.053521064199999996	-0.0007369007000000001	0.047203506900000004	-0.0788596357	-0.1722160377	0.1508646382	-0.1790324204	0.0622785222	-0.06761994610000001	0.035383622999999996	-0.0385070377	0.30674414	-0.06619688650000001	0.1914760516	-0.0470939396	-0.1836273972	0.0320179966	-0.0293945052	0.0847162657	-0.0479169197	0.0622493231	-0.0378447226	0.093502054	-0.1361007397	0.0989718415	-0.062230469299999994	0.009634857	-0.044545447	0.03894331	0.11110588789999999	0.11109021890000001	0.1110641056	0.1110275503	-0.017326499999999998	n/a	0.00030020760225	n/a	0.713074	n/a	n/a	0.508474529476	0.8111629999999999	n/a	n/a	0.6579854125689998	0.0385292	n/a	n/a	0.00148449925264	-0.00138238	n/a	n/a	1.9109744644e-06	0.00305872	n/a	9.3557680384e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25504.302734375	-263.88671875	69636.2003326416	650469457.9666481	19817.154296875	-32.62890625	1064.645523071289	392719604.42615134	19404.796875	-80.123046875	376546141.76000977	6419.702640533447	1.249825	36.035004	0.31915119	-0.1720690939	-0.059444649100000004	0.1453716958	-0.07807186370000001	0.2723906311	0.0269632278	0.1301451887	-0.0490176695	-0.0170978763	0.001006307	0.0482890813	-0.0183982674	0.0668437045	-0.0210494877	-0.0475196121	0.0777061049	0.0330861127	0.017728513600000002	-0.013607238300000001	-0.1139752514	-0.0706696344	0.0277463594	0.0104379992	-0.011965491000000002	0.069959589	-0.0096429024	-0.0914678141	0.0181546483	-0.0195576869	-0.022099343599999998	-0.1054853992	0.0223627083	0.16898024379999999	0.0640101692	0.052526727300000006	-0.1087562247	-0.1835545874	0.0661932681	0.1872975732	-0.0855308706	0.1517113027	0.0798114363	-0.059896088499999986	-0.0442448929	0.2846011572	-0.0245436192	-0.1231530708	-0.0374563089	-0.0103313008	-0.0156048307	-0.0780562903	-0.0224474717	0.0712595823	0.015458201699999997	0.0594671146	-0.0523748745	-0.0468312572	0.0288522852	0.0476108154	0.0258782499	0.0659423318	-0.0703860075	-0.0890484986	-0.0494307584	-0.056230137699999995	0.0091404242	0.0276508585	0.041593276400000004	0.1059789325	0.0317985559	-0.0429265025	-0.0310533338	0.08753751580000001	0.0547586364	-0.12434232349999999	0.030034071699999998	0.1110641056	0.1109231287	0.1106882998	0.1103598175	0.00732469	0.02465119	5.36510835961e-05	0.0006076811684160999	0.70948	-0.003593999999999986	1.2916835999999902e-05	0.5033618704	0.8348969999999999	0.023734000000000036	0.0005633027560000014	0.6970530006089998	0.0337379	-0.0047912999999999975	2.2956555689999984e-05	0.0011382458964100002	-0.0013186	6.377999999999983e-05	4.067888399999977e-09	1.7387059600000004e-06	0.00257036	-0.0004883600000000002	6.606750529599999e-06	2.384954896000002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25637.31640625	133.013671875	17692.636905670166	657271992.5141754	19805.68359375	-11.470703125	131.57703018188477	392265102.6157379	19449.939453125	45.142578125	378300144.73022836	2037.8523597717285	0.8599069999999999	24.792871	0.08082759000000014	-0.1621181287	-0.0380563914	0.1771553883	-0.063104058	0.2669741009	0.0724693956	0.14102655390000002	0.0395817812	-0.07872585139999999	0.0672480838	0.1036013166	-0.021026948700000003	0.13185857210000002	0.012322403999999999	-0.0749954763	0.049555426799999996	0.078047663	-0.0234093972	-0.022562319700000003	0.001443265	-0.0325254661	-0.034044367	-0.0178764573	-0.0067675415	-0.0158930946	-0.0430188083	-0.0186594359	0.0363316065	-0.0521104696	0.0522436288	-0.0544309817	0.022706674	-0.030097648900000006	0.0011351905999999999	-0.0511849278	0.0705115419	-0.1439503771	0.0585744147	0.17937097780000005	-0.07794547980000001	0.0934636657	-0.021256226200000002	-0.148440402	-0.028700997000000002	0.2723922643	-0.0639772158	-0.1260215858	-0.0358377754	0.08180225969999999	-0.0837346399	-0.1133297773	-0.0177984725	0.1138283634	0.0763637722	0.0223021305	-0.037519085	0.0514223217	-0.036580518799999996	0.0161154498	0.0407675156	0.0041202832	-0.0076357953000000004	0.012645222099999999	0.0031442953999999998	-0.040006645699999996	-0.0005677536	-0.0553281509	0.093136829	-0.0515541784	0.0251816954	-0.0175449425	0.0957063489	-0.010467024699999999	0.0305844623	-0.021066767799999997	-0.005399554799999999	0.11098055650000001	0.1105891995	0.1099379598	0.1090283678	-0.0132919	-0.02061659	0.00017667460560999996	0.00042504378322809984	0.691013	-0.018467000000000008	0.00034103008900000044	0.47749896616899995	0.8508979999999999	0.016001000000000043	0.00025603200100000136	0.7240274064039999	0.0340273	0.00028940000000000216	8.375236000000125e-08	0.0011578571452900005	-0.00146028	-0.00014167999999999993	2.0073222399999985e-08	2.1324176784e-06	0.00248658	-8.377999999999988e-05	6.1830800963999985e-06	7.019088399999979e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25748.298828125	110.982421875	12317.09796524048	662974892.5424232	19786.94140625	-18.7421875	351.26959228515625	391523050.2143707	19447.537109375	-2.40234375	378206699.6205177	5.771255493164063	0.8779549999999999	25.313238	0.3488512700000002	-0.16562567820000001	-0.062229302599999994	0.17862394350000002	-0.0598446663	0.2578865346	0.0702186004	0.1048070825	-0.1187869215	-0.0022082428	-0.0081749284	-0.0385804805	-0.0097737835	-0.0300533094	-0.0594933009	-0.017755159	-0.056535262300000014	0.0211227745	-0.0677926261	-0.018300420300000002	0.0095936047	0.0791348186	-0.0096525518	-0.0363027421	-0.1250822899	0.039129556600000004	0.1289488356	-0.011090817099999999	0.029651965699999998	0.0390222993	-0.0285839818	0.0238927175	-0.08604275460000001	-0.0443304237	-0.0312360488	-0.0359711081	-0.045293052800000004	-0.1698073921	0.0794109406	0.16795995390000001	-0.1484018136	0.0267880939	-0.0084034337	-0.0031673285	-0.026768682000000002	0.266688329	-0.073549312	-0.1080211809	-0.0953969476	-0.060452349100000004	0.024702225699999997	0.0540067242	-0.0201139999	-0.0092949603	-0.0449595193	0.030032333799999998	0.0352213938	0.0187901207	-0.0470198114	0.037241973399999996	0.0684039018	-0.0593124684	0.0063469671999999994	0.1546327471	0.0695794457	0.0647102406	0.0667439884	-0.0314006823	-0.005762724300000001	0.0190404219	-0.0664039546	-0.060152982699999996	-0.0590402206	0.020116301200000002	0.0665125897	0.0409542855	-0.017747803700000002	0.11085527220000001	0.11008893369999999	0.10881562460000001	0.10704120869999999	0.00639737	0.01968927	4.09263429169e-05	0.0003876673531329	0.7256239999999999	0.03461099999999995	0.0011979213209999966	0.5265301893759999	0.920775	0.06987700000000008	0.004882795129000011	0.847826600625	0.0298546	-0.004172700000000005	1.7411425290000038e-05	0.0008912971411599998	-0.00143261	2.7670000000000042e-05	7.656289000000021e-10	2.0523714121e-06	0.00219347	-0.00029311000000000007	4.811310640899998e-06	8.591347210000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25787.9765625	39.677734375	1574.3226051330566	665019735.1880492	19794.96484375	8.0234375	64.37554931640625	391840633.16529846	19483.509765625	35.97265625	379607152.7872048	1294.031997680664	0.894811	25.799231	0.4238229299999999	-0.1826771228	-0.0619728083	0.2086512912	-0.047755242999999996	0.22326776269999998	0.1657894398	0.0273628187	0.1072095669	-0.0197820972	0.0282250569	-0.0457086524	0.033740536200000004	-0.1242310943	-0.0253476883	0.0166993531	-0.0820277958	-0.056064110599999994	0.09016740050000001	-0.029922783799999998	0.0474644346	0.0258250795	0.0202081002	0.11583911429999999	-0.014695483700000001	-0.026955375299999997	-0.0332822633	0.0482729215	0.022894613799999998	0.010421154	-0.078979788	0.09209970320000001	-0.08798391300000001	-0.0065867766	0.0206739848	-0.0888843704	0.0081829772	-0.17205362600000002	0.0850896066	0.178754848	-0.0998196984	-0.0813518649	-0.0577055745	0.0762569539	-0.015121953200000001	0.22476882239999998	-0.17764478109999998	-0.0243094342	0.044268518	0.1016397209	-0.0274544154	0.0687571837	0.0303666513	-0.0764315857	-0.053267817300000006	-0.006253925400000001	0.083157022	0.0066625742	0.0767271113	-0.0272052959	-0.0230657573	-0.0763169944	0.0012382244	0.071448392	-0.0870641773	-0.0164708426	-0.044460145	0.011013748500000002	-0.0500524655	-0.0538383666	-0.0387382805	0.0091849777	-0.1176180607	-0.0609067887	-0.077773839	0.10153275769999999	-0.05291826559999999	0.1106882998	0.10942308369999999	0.1073250918	0.10441029119999999	0.0252463	0.01884893	0.0006373756636900001	0.0003552821621449	0.575853	-0.14977100000000002	0.022431352441	0.3316066776089999	1.02622	0.10544500000000012	0.011118648025000026	1.0531274884000004	0.0271251	-0.0027294999999999997	7.450170249999997e-06	0.0007357710500099999	-0.00138714	4.5469999999999936e-05	2.0675208999999936e-09	1.9241573796e-06	0.00241366	0.00022019000000000034	5.825754595600002e-06	4.8483636100000136e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25741.3984375	-46.578125	2169.521728515625	662619593.5181273	19788.5703125	-6.39453125	40.89002990722656	391587515.0127564	19491.052734375	7.54296875	379901136.6941872	56.89637756347656	1.038181	29.932871	0.18970319999999985	-0.1520859756	-0.11196516769999999	0.167374785	-0.0618940022	0.2148574881	0.12192271789999999	0.0169230905	-0.0423000446	-0.0227455649	0.0069744899	-0.023773800299999998	0.0177042724	-0.0613065417	0.05931612360000001	-0.018765186899999998	0.048077517699999996	-0.08502252810000001	0.0772262267	-0.1696117114	0.0883023914	-0.008340637	0.0005296204	0.0850551399	-0.024819713700000003	-0.0570901559	-0.046502935499999995	0.052743008200000004	-0.0506652618	0.1118450595	0.0315072805	-0.0111650325	0.037796682799999995	0.07908634519999999	0.0112373686	0.0433746705	0.0036471876000000003	-0.1446270401	0.1227564374	0.1413470408	-0.0882314218	0.0080972851	0.1013094787	-0.0911454414	-0.0303368423	0.2209070366	-0.12296759300000001	-0.016154474199999998	-0.0572345351	-0.0041796124	-0.0072907136	0.050879874900000004	0.0316475519	-0.0406202372	0.0476997167	-0.050599208300000004	0.043414336	-0.0174842072	0.0287032566	-0.1599612446	-0.0354085127	-0.0227860407	0.0816538312	0.05932884240000001	-0.1102868614	0.013205245400000001	-0.0121168879	0.0708779563	-0.0029173808	0.1080454683	0.0337112003	0.1640688217	-0.0038056490000000004	0.0180054885	-0.0226744616	0.0782603582	0.0746204593	0.110479702	0.1085926509	0.1054714048	0.10115143789999999	0.0144766	-0.0107697	0.00020957194756	0.00011598643809000001	0.558858	-0.016994999999999982	0.00028883002499999937	0.31232226416399994	0.918039	-0.1081810000000002	0.011703128761000044	0.8427956055209999	0.026441000000000003	-0.0006840999999999965	4.679928099999952e-07	0.0006991264810000001	-0.00159685	-0.00020970999999999991	4.397828409999995e-08	2.5499299225e-06	0.00223232	-0.00018134000000000032	4.9832525824e-06	3.2884195600000114e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25941.509765625	200.111328125	40044.543643951416	672961928.9200172	19790.443359375	1.873046875	3.5083045959472656	391661648.3606301	19571.416015625	80.36328125	383040324.8566628	6458.256973266602	0.942517	27.174706	0.13167998999999994	-0.1316420452	-0.1309005789	0.1552749974	-0.0631639932	0.1972387883	0.1310809172	-0.026087917999999998	0.0423358121	-0.030977147000000007	-0.016121915	-0.0874982873	-0.0394097357	-0.0323753595	0.09880266089999999	-0.0021141341	-0.0105824325	-0.0887928709	0.013995681599999999	-0.1586249907	0.043809702199999995	0.0314361777	-0.08979777119999999	0.10498813650000001	-0.0190944804	-0.0200174369	-0.0108598678	0.0706281866	0.023586853300000002	0.0356391027	0.013133529599999999	0.0930237919	-0.0574774421	-0.0517955074	-0.0730374639	-0.0159437093	0.0331840411	-0.1299647838	0.1677755316	0.0825197148	-0.1002293109	-0.1276762803	0.0502241249	-0.1456465888	-0.028849989	0.2029685159	-0.1331600978	0.0327664612	-0.0183564817	0.08531677050000001	0.0317874867	0.0892902001	0.0066281136	-0.0197698673	0.051106600599999996	-0.0961533873	0.034766118900000004	-0.0134889468	0.005994749000000001	-0.14766304449999998	0.062358185999999996	-0.057582540700000004	0.1038839293	0.0923392243	-0.1119017607	-0.0345411911	-0.0308914596	-0.0056360635	-0.1000011417	-0.0013659164000000001	-0.0496602716	0.1292419735	-0.0161081288	-0.0450356679	0.0479486478	0.1107732942	0.0065927277	0.1102295573	0.10759888449999999	0.103260836	0.0972842479	-0.00455589	-0.01903249	2.07561336921e-05	0.0003622356756001	0.556246	-0.002611999999999948	6.822543999999728e-06	0.309409612516	0.8522639999999999	-0.06577500000000003	0.004326350625000004	0.7263539256959999	0.0258713	-0.0005697000000000062	3.245580900000072e-07	0.0006693241636899997	-0.00140341	0.00019344	3.741903360000001e-08	1.9695596281e-06	0.00235439	0.00012207000000000016	5.5431522721e-06	1.490108490000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26693.9921875	752.482421875	566229.7952308655	712569218.906311	19859.6875	69.244140625	4794.7510108947745	394407187.59765625	19951.755859375	380.33984375	398072561.87210464	144658.39674377438	4.3931010000000015	126.66208600000002	2.29825132	0.1740846514	0.09667141119999999	-0.13239579699999998	-0.019374736	-0.18760607350000005	-0.0312489732	-0.0363349799	0.1451549412	0.0825205958	-0.08473329689999999	0.24263574129999999	-0.2176684496	-0.1157228451	0.0371553382	0.014036834	0.0740020681	0.10232611720000001	-0.0078074721	-0.2516402909	-0.0064833135	0.1791164763	-0.1129539611	-0.0086226694	0.13039291349999999	0.009003649399999999	0.10339475199999999	0.10478323380000001	0.2021471188	-0.1298117876	-0.018334383	0.0335098122	0.0740204277	0.057162747	0.0708840556	-0.022309063900000002	-0.0044365223	0.2123862352	-0.1078725035	-0.12051012369999999	-0.1494768515	-0.1915198251	-0.1213724385	-0.3121300048	-0.0464570047	-0.18342776859999999	0.0134399096	0.047592740300000005	0.1407618081	0.026070238	0.058659281699999996	-0.2359226717000001	-0.152711931	-0.14304524400000002	0.1144116505	-0.0881642943	-0.027837535299999997	-0.0557116932	0.034302693599999996	-0.0797020395	0.25869980929999997	-0.3149175138	0.050220099299999994	-0.0385069779	-0.037516163	-0.0520268554	0.0728074351	-0.107275027	0.15696252800000002	-0.0856554879	0.11646880890000001	0.059705570599999994	-0.1142072654	0.0148763215	-0.0089496185	0.0716704636	-0.0031284001	0.1099379598	0.1064432791	0.10070086519999999	0.09283197900000001	0.15166400000000002	0.15621989000000006	0.023001968896000008	0.02440465403161211	0.20626	-0.349986	0.12249020019600003	0.0425431876	0.00610557	-0.8461584299999999	0.7159840886600647	3.72779850249e-05	0.00707826	-0.01879304	0.00035317835244159983	5.010176462760001e-05	-0.00134014	6.326999999999982e-05	4.003092899999977e-09	1.7959752196000005e-06	0.00229296	-6.14299999999999e-05	5.2576655616e-06	3.773644899999988e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26027.017578125	-666.974609375	444855.1295509337	677405644.0120277	19866.439453125	6.751953125	45.58887100219727	394675416.5446816	19790.8828125	-160.873046875	391679042.49810785	25880.137210845947	1.605058	46.277115	0.27361993	0.1263671126	0.11464740970000001	-0.0512672438	-0.0835634353	-0.1525006446	-0.06864203070000001	-0.0606807604	-0.08667381800000001	0.1303425774	-0.062482905400000004	0.0156888996	-0.0142853923	-0.09725448029999999	0.0224782687	0.0038685906	0.0463612653	-0.0866994577	0.18774032350000008	0.10817599509999999	-0.032720305899999996	0.2028716632	0.0669343957	-0.2234853875	0.0873152626	0.1029221497	-0.0641739657	0.0900924206	0.12350483609999999	0.0691803571	0.028248484	-0.019161222	0.0012114645	0.0238950225	0.0150903273	0.0626040954	0.17661649850000002	0.09812072849999999	-0.104356714	-0.0686672795	0.0438601278	-0.0183902002	0.1379083456	0.14545498169999999	-0.1007900493	-0.1345945041	0.06484340129999999	0.035197990299999996	0.0406808238	-0.14873612619999999	0.0895773131	-0.00025721580000000004	0.047064961399999994	-0.068136328	-0.0251816203	-0.0684291116	0.021074885800000002	-0.10947292119999999	0.22487040309999998	0.012952479499999999	-0.08620293529999999	-0.1463852691	-0.1773732836	-0.06638244360000001	0.1576543304	0.0367611089	-0.0941039498	-0.024240085499999998	-0.0019840041	-0.0198922554	0.0778100191	-0.0137998557	0.0103005143	0.09645664550000001	0.13383828820000002	0.0650670986	-0.0500060709	0.1096050192	0.105127573	0.09780015460000001	0.08782140769999999	0.07840049999999997	-0.07326350000000005	0.006146638400249996	0.005367540432250007	0.157842	-0.04841799999999999	0.0023443027239999988	0.024914096963999998	0.056692999999999986	0.05058743	0.0025590880740049	0.0032140962489999986	0.00613052	-0.00094774	8.982111075999998e-07	3.758327547040001e-05	-0.0014033400000000005	-6.320000000000045e-05	3.9942400000000575e-09	1.9693631556000013e-06	0.00127688	-0.0010160800000000002	1.6304225344e-06	1.0324185664000004e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26159.12109375	132.103515625	17451.33884048462	684299616.3974763	19899.85546875	33.416015625	1116.630100250244	396004247.6771393	19794.892578125	4.009765625	391837772.1795082	16.07822036743164	1.557491	44.90564000000001	0.6493372999999999	0.10244655429999999	-0.1369636749	-0.031081591800000002	-0.1228028682	-0.0775149936	-0.0361020952	-0.1377827956	-0.1228874992	0.08599802449999999	-0.2200519528	-0.0712618776	-0.0024949794	-0.0079943559	0.17964028280000002	-0.008453265699999999	0.0322418973	0.0071022075	0.0344675961	0.0465595482	0.0035752928	-0.1027451117	-0.0014105659	-0.10061563820000001	0.0367215203	-0.0362058411	0.034220068199999995	-0.1510759444	-0.0432981688	0.0347459774	-0.0808009656	-0.0199622718	-0.027842032200000002	-0.07751119969999999	0.0312488141	-0.1017427347	-0.003482017	0.0735956664	0.1516685717	-0.1281609421	0.008248563399999999	-0.0551533671	0.1417348879	0.0920962378	-0.1337867956	-0.0537778236	0.0314984804	0.1463348893	-0.0400967071	-0.11316131509999999	0.2580987158	0.0462666776	0.0321818953	-0.0092357161	0.1175268621	-0.0788470725	-0.00448934	0.034571655800000003	0.0688761004	-0.0497804328	-0.052103034699999995	0.1124152026	0.010632073600000002	-0.0446755037	0.058869385999999996	0.0743010665	0.0602067018	0.0354798999	0.0774191888	0.0479751497	-0.0782858471	-0.0309508896	-0.023443438599999998	-0.1429442566	-0.0200313341	-0.12778442439999999	-0.0972068359	0.10923086050000001	0.103653745	0.09456851919999999	0.0822826681	0.0204777	-0.057922799999999976	0.0004193361972900001	0.0033550507598399965	0.139335	-0.018507000000000023	0.00034250904900000084	0.019414242225	0.344333	0.28764	0.08273676960000001	0.118565214889	0.0113821	0.00525158	2.757909249639999e-05	0.00012955220041	-0.00176405	-0.0003607099999999996	1.3011170409999966e-07	3.111872402500001e-06	0.00118382	-9.306000000000006e-05	1.4014297923999998e-06	8.660163600000012e-09	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
