csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90	motion_outlier91	motion_outlier92	motion_outlier93
19051.232421875	n/a	362949456.7923012	n/a	16718.9375	n/a	279522871.12890625	n/a	15514.294921875	n/a	n/a	240693346.9229164	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	-0.00017029	n/a	2.89986841e-08	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18617.95703125	-433.275390625	346628324.0174713	187727.56412124637	16716.638671875	-2.298828125	279446008.4860268	5.2846107482910165	15399.5078125	-114.787109375	13176.080478668213	237144840.8672485	0.953317	33.552471000000004	0.11065948	-0.0018381675	-0.0395433496	-0.0110750553	0.0601460785	-0.091535638	0.0013762001000000002	-0.079953229	0.004662069699999999	-1.2593900000000005e-05	0.0414632309	0.0028221741	0.0735348767	-0.09447267720000001	-0.09937266210000001	0.0479849315	-0.0115724913	-0.0627452793	-0.094491497	0.0070364642	-0.0852809107	0.055598960700000005	0.0646167195	0.0646156772	0.06461394	0.0646115079	0.0	-0.00297953	-0.00297953	8.877599020900001e-06	8.877599020900001e-06	0.020078400000000003	0.020078400000000003	0.00040314214656000014	0.00040314214656000014	-0.0224095	-0.0224095	0.00050218569025	0.00050218569025	0.000549907	0.000549907	3.02397708649e-07	3.02397708649e-07	-0.000140571	2.9718999999999988e-05	1.9760206041e-08	8.832189609999994e-10	0.0007242149999999997	0.0007242149999999997	5.244873662249996e-07	5.244873662249996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18452.244140625	-165.712890625	340485313.82522964	27460.762119293213	16722.193359375	5.5546875	279631750.74832535	30.85455322265625	15378.4814453125	-21.0263671875	442.1081171035767	236497691.56382084	0.8683349999999999	30.561493	0.09361191999999996	-0.0082194709	-0.032489618399999996	-0.0105571577	0.059996417999999996	-0.0887265525	0.0027939577000000004	-0.0875199495	0.0059680157999999995	0.0026252738	0.0288468811	0.0296975588	0.0336838794	-0.0654601613	-0.0667173038	0.0771216521	-0.0104902221	-0.0604757814	-0.0899692765	0.0092972766	-0.0948009928	0.06274632	0.06461394	0.0646045594	0.06458892599999999	0.0645670414	0.0	-0.008507219999999998	-0.0055276899999999966	3.055535673609997e-05	7.237279212839996e-05	0.0581998	0.0381214	0.0014532411379599998	0.0033872167200400005	-0.00297292	0.01943658	0.0003777806420964	8.8382533264e-06	0.000354406	-0.000195501	3.8220641001e-08	1.2560361283599999e-07	-0.0	0.000140571	0.0	1.9760206041e-08	0.000998668	0.00027445300000000035	7.532444920900019e-08	9.973377742240002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18370.59375	-81.650390625	337478714.72753906	6666.786289215088	16717.904296875	-4.2890625	279488324.0794716	18.39605712890625	15340.470703125	-38.0107421875	1444.8165216445925	235330041.39343643	0.7827609999999999	27.549669	0.12322879	-0.0050254204	-0.0349709652	-0.0135083152	0.0586246593	-0.09007253289999999	0.0011183933	-0.0858791765	0.001505691	-0.0075882304000000015	0.031489360699999996	0.0433909399	0.0200489205	-0.0657846825	-0.0813762847	0.054240398499999995	-0.013641862900000001	-0.0593874618	-0.09083312539999999	0.00215478	-0.0950732732	0.0548816373	0.06460838099999999	0.06458232559999999	0.0645389076	0.0644781388	0.0	-0.0179173	-0.009410080000000005	8.854960560640005e-05	0.00032102963929	-0.00976651	-0.06796631	0.004619419295016101	9.538471758010003e-05	-0.00687552	-0.0039026	1.5230286760000006e-05	4.727277527040001e-05	0.000435133	8.072700000000006e-05	6.516848529000009e-09	1.8934072768900004e-07	0.000172528	0.000172528	2.9765910784e-08	2.9765910784e-08	0.000412927	-0.0005857410000000001	3.4309251908100014e-07	1.7050870732899994e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18402.55859375	31.96484375	338654162.796402	1021.7512359619141	16714.876953125	-3.02734375	279387111.55810934	9.164810180664062	15343.9765625	3.505859375	12.29104995727539	235437616.7505493	0.8406819999999999	29.588226	0.09925361	-0.0032968169	-0.0332708449	-0.014317694399999999	0.0631141076	-0.08987675869999999	-0.0022281702	-0.0793238579	0.005380360600000001	-0.0034656269	0.0316006602	0.022328055	0.044670498600000004	-0.0549038464	-0.09969229880000001	0.0634496382	-0.015198890100000001	-0.0644286451	-0.0912850025	0.0014040566	-0.0847022471	0.058600400199999986	0.0646000429	0.0645489797	0.0644639043	0.0643448615	0.0	-0.0316829	-0.013765600000000001	0.00018949174336	0.0010038061524099999	-0.00755032	0.0022161900000000007	4.911498116100003e-06	5.70073321024e-05	0.0494822	0.05635772	0.0031761926035984	0.0024484881168400003	0.00058449	0.00014935699999999995	2.2307513448999996e-08	3.416285601e-07	0.000382775	0.000210247	1.4651670062500005e-07	4.420380100900001e-08	0.000591605	0.0001786780000000001	3.1925827684000034e-08	3.4999647602500003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18326.27734375	-76.28125	335852441.28004456	5818.8291015625	16704.40625	-10.470703125	279037188.16503906	109.63562393188477	15338.44140625	-5.53515625	30.637954711914066	235267784.77296448	0.846908	29.807362	0.15887935	0.0060496992000000005	-0.0355749974	-0.0154235617	0.0581650522	-0.084640016	-0.0130014114	-0.074237306	-0.0018812454999999999	-0.015274393300000001	0.0360472793	0.0471282346	0.016411613000000002	-0.0488873731	-0.05971876650000001	0.0408538282	-0.0147056429	-0.059153310599999995	-0.0868405463	-0.017295544399999998	-0.0769938849	0.0376422302	0.06458892599999999	0.0645045275	0.0643639451	0.0641673011	0.0	-0.0225328	0.0091501	8.372433001000003e-05	0.0005077270758399999	-0.00742687	0.00012344999999999978	1.5239902499999944e-08	5.5158397996900013e-05	0.102595	0.053112800000000016	0.0028209695238400013	0.010525734025	0.00156116	0.00097667	9.538842889e-07	2.4372205456e-06	-2.1175799999999998e-22	-0.000382775	4.484145056399999e-44	1.4651670062500005e-07	0.00116202	0.0005704149999999999	3.253732722249999e-07	1.3502904804e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18166.197265625	-160.080078125	330010723.09360117	25625.631412506104	16716.162109375	11.755859375	279430075.66690445	138.20022964477542	15314.9853515625	-23.4560546875	550.1865015029907	234548776.31857395	0.751796	26.459845	0.11564906000000005	0.0040350347	-0.0313385676	-0.01620647	0.051936091600000005	-0.0864312736	-0.010066569000000001	-0.0633579733	-0.0023685589	-0.015603190800000001	0.0237066001	0.0716218401	-0.0346807342	-0.0564989909	-0.0731490762	0.0466232471	-0.0160862679	-0.0534860724	-0.0883250007	-0.0060951076	-0.07276668900000001	0.0464239666	0.06457503070000001	0.0644489766	0.0642390686	0.0639455798	0.0	-0.027349	-0.004816200000000003	2.319578244000003e-05	0.0007479678010000001	0.00281479	0.01024166	0.0001048915995556	7.923042744100001e-06	0.0167798	-0.08581520000000001	0.007364248551040001	0.00028156168804	0.00183379	0.00027263000000000005	7.432711690000002e-08	3.3627857641e-06	-0.0	2.1175799999999998e-22	0.0	4.484145056399999e-44	0.00118491	2.289000000000002e-05	5.239521000000008e-10	1.4040117080999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18217.642578125	51.4453125	331882501.1043129	2646.620178222656	16739.4921875	23.330078125	280210598.69537354	544.2925453186035	15320.0908203125	5.10546875	26.06581115722656	234705182.74262333	0.840194	29.571051	0.10031261	0.00017380080000000005	-0.0289408265	-0.0137243758	0.0571475531	-0.082244955	-0.0050856553	-0.0685617904	-0.008881605400000001	-0.0052119502	0.023013716200000003	0.0296427717	-0.0035100211	-0.0290222568	-0.09749315880000001	0.065820583	-0.0137377247	-0.0582958894	-0.0831409264	-0.0014868433	-0.0751500244	0.0393676363	0.0645583577	0.0643823365	0.0640893232	0.06367985030000001	0.0	-0.0328754	-0.005526399999999997	3.054109695999997e-05	0.00108079192516	0.06151280000000001	0.058698010000000016	0.003445456377960101	0.0037838245638400006	0.0206061	0.0038262999999999978	1.4640571689999985e-05	0.00042461135721	0.00183379	0.0	0.0	3.3627857641e-06	0.000361708	0.000361708	1.30832677264e-07	1.30832677264e-07	0.0014684399999999995	0.0002835299999999995	8.038926089999971e-08	2.1563160335999984e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18222.791015625	5.1484375	332070112.39914316	26.50640869140625	16728.765625	-10.7265625	279851599.33618164	115.05914306640624	15337.67578125	17.5849609375	309.2308511734009	235244298.37074283	0.8436679999999999	29.693316	0.0954796	0.0026132878	-0.029441650899999998	-0.0151593605	0.0521916346	-0.0786144496	-0.005396548199999999	-0.06638218900000001	-0.0059601943999999995	-0.0071732923	0.021065564	0.0696159913	-0.0272417658	-0.052580722	-0.062313473499999994	0.040398017	-0.0157988277	-0.0530246763	-0.0771333599	-0.000906432	-0.07331604950000001	0.049935327800000005	0.0645389076	0.0643046187	0.0639147669	0.0633702954	0.0	-0.0324674	0.0004079999999999986	1.6646399999999892e-07	0.00105413206276	0.0377598	-0.023753000000000003	0.0005642050090000003	0.0014258024960400002	0.0381388	0.017532700000000002	0.00030739556929000004	0.0014545680654399998	0.00255394	0.0007201500000000001	5.186160225000002e-07	6.522609523600002e-06	0.000666096	0.000304388	4.43683881216e-07	9.2652054544e-08	0.00141726	-5.1179999999999405e-05	2.61939239999994e-09	2.0086259076e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18366.09375	143.302734375	337313399.63378906	20535.67367935181	16728.796875	0.03125	279852644.88500977	0.0009765625	15339.689453125	2.013671875	4.0548744201660165	235306072.5183144	0.9255890000000002	32.576576	0.11098185	0.0104720226	-0.0337935396	-0.021218168199999998	0.0510535316	-0.071116426	-0.0167333694	-0.0538195883	-0.0050624452000000006	-0.017660481699999998	0.0339944281	0.045833067400000004	0.035120100099999996	-0.04280261230000002	-0.0654137731	-0.0027935596000000004	-0.021906087999999997	-0.0517812086	-0.0713544741	-0.0179167636	-0.059239575	0.0329620125	0.0645166814	0.0642158366	0.0637154672	0.0630171281	0.0	-0.0405236	-0.0080562	6.490235844e-05	0.00164216215696	0.025193	-0.012566800000000005	0.00015792446224000006	0.000634687249	0.0933459	0.0552071	0.0030478238904099995	0.00871345704681	0.00301226	0.0004583199999999999	2.1005722239999992e-07	9.0737103076e-06	0.000635231	-3.0865000000000044e-05	4.03518423361e-07	9.526482250000023e-10	0.00120341	-0.00021385	4.5731822500000013e-08	1.4481956281e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
